1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q4,61819,2898,2510,173,173,0,0,0,0,215,0,0,-57,1446,43724,69,43655,16155,27500,0,0,0,0,0,0,0,0,0,0,13809,13159,0,650,61356,60786,19794,40499,1592,1176,416,0,0,0,405,33052,5450,0,0,0,493,570,0,570,69,0,0
1967:Q1,59886,1320,1260,29,29,0,0,0,0,31,0,0,-60,757,44029,0,44029,17160,26869,0,0,0,0,0,0,0,0,0,0,13840,13107,0,733,59258,58680,18619,39773,2012,1335,677,0,0,0,384,31407,5970,0,0,0,288,578,0,578,0,0,0
1967:Q2,62545,1607,1345,53,53,0,0,0,0,209,0,0,-59,869,46355,36,46318,18359,27959,1,0,1,0,0,0,0,0,0,0,13773,13110,0,663,61918,61333,19505,41430,2783,1472,1311,0,0,0,402,33391,4854,0,0,0,398,585,0,585,36,0,0
1967:Q3,62839,1581,1235,171,171,0,0,0,0,175,0,0,-58,1000,46462,60,46402,14097,32305,0,0,0,0,0,0,0,0,0,0,13854,13006,0,848,62206,61617,20039,41167,2234,1523,711,0,0,0,428,32253,6252,0,0,0,411,589,0,589,60,0,0
1967:Q4,66135,3056,2483,141,141,0,0,0,0,432,0,0,-60,1432,49055,75,48980,15975,33005,0,0,0,0,0,0,0,0,0,0,12653,11982,0,671,65648,65050,21092,43402,2467,1344,1123,0,0,0,396,34608,5931,0,0,0,556,598,0,598,75,0,0
1968:Q1,65086,2901,1344,1390,1390,0,0,0,0,167,0,0,-57,1373,49595,100,49495,16161,33334,0,0,0,0,0,0,0,0,0,0,11274,10484,0,790,64389,63777,21232,42010,2096,1131,965,0,0,0,448,33216,6250,0,0,0,535,612,0,612,100,0,0
1968:Q2,66696,2000,1938,292,292,0,0,0,0,-231,0,0,-61,1240,52364,134,52230,18380,33850,0,0,0,0,0,0,0,0,0,0,11154,10367,0,787,65990,65373,21462,43275,1912,838,1074,0,0,0,431,35742,5190,0,0,0,636,617,0,617,134,0,0
1968:Q3,68183,3130,1770,1565,1565,0,0,0,0,-206,0,0,-62,1477,52454,49,52405,18794,33611,0,0,0,0,0,0,0,0,0,0,11185,10367,0,818,67468,66849,22413,43842,1824,797,1027,0,0,0,403,34955,6660,0,0,0,594,619,0,619,49,0,0
1968:Q4,69941,3967,3482,188,188,0,0,0,0,297,0,0,-58,1764,52995,58,52937,18756,34181,0,0,0,0,0,0,0,0,0,0,11273,10367,0,906,69424,68794,21859,46042,1398,695,703,0,0,0,477,36972,7195,0,0,0,893,630,0,630,58,0,0
1969:Q1,68350,3309,2034,997,997,0,0,0,0,278,0,0,-58,1801,52089,74,52010,17583,34427,5,0,5,0,0,0,0,0,0,0,11210,10367,0,843,67582,66941,22066,44336,1217,715,502,0,0,0,404,36225,6490,0,0,0,539,641,0,641,74,0,0
1969:Q2,69575,2678,1472,1049,1049,0,0,0,0,157,0,0,-59,1678,54136,41,54095,19466,34629,0,0,0,0,0,0,0,0,0,0,11143,10367,0,776,68784,68125,20808,46491,1891,633,1258,0,0,0,419,37923,6258,0,0,0,826,659,0,659,41,0,0
1969:Q3,71430,4297,2313,1526,1526,0,0,0,0,458,0,0,-56,1899,54028,60,53932,19149,34783,36,0,36,0,0,0,0,0,0,0,11263,10367,0,896,70626,69960,22508,46826,1885,682,1203,0,0,0,410,37581,6950,0,0,0,626,666,0,666,60,0,0
1969:Q4,73890,4200,3440,183,183,0,0,0,0,577,0,0,-61,1391,57218,64,57154,22265,34889,0,0,0,0,0,0,0,0,0,0,11143,10367,0,776,73338,72669,22085,49383,1969,657,1312,0,0,0,377,39717,7320,0,0,0,1201,669,0,669,64,0,0
1970:Q1,73296,3987,2237,1554,1554,0,0,0,0,196,0,0,-60,975,55697,76,55578,20897,34681,43,0,43,0,0,0,0,0,0,0,12697,11367,400,930,72444,71763,22568,48169,2060,581,1479,0,0,0,456,38713,6940,0,0,0,1026,681,0,681,76,0,0
1970:Q2,73892,3016,2562,330,330,0,0,0,0,124,0,0,-69,566,57746,32,57714,22407,35307,0,0,0,0,0,0,0,0,0,0,12633,11367,400,866,73030,72345,21991,49219,1444,439,1005,0,0,0,410,40275,7090,0,0,0,1135,685,0,685,32,0,0
1970:Q3,76447,3297,2313,853,853,0,0,0,0,131,0,0,-55,549,60142,87,59975,24110,35865,80,0,80,0,0,0,0,0,0,0,12514,11117,400,997,75585,74894,23938,49771,1685,447,1238,0,0,0,365,40461,7260,0,0,0,1185,691,0,691,87,0,0
1970:Q4,78975,4539,4261,335,335,0,0,0,0,-58,0,0,-75,315,62199,57,62142,25965,36177,0,0,0,0,0,0,0,0,0,0,11998,10732,400,866,78401,77699,24150,51877,1587,431,1156,0,0,0,346,42897,7047,0,0,0,1672,702,0,702,57,0,0
1971:Q1,79458,2846,2550,391,391,0,0,0,0,-95,0,0,-95,478,64133,88,63860,25638,38222,185,0,185,0,0,0,0,0,0,0,12096,10732,400,964,78600,77883,25932,50779,1341,483,858,0,0,0,404,41804,7230,0,0,0,1172,717,0,717,88,0,0
1971:Q2,80320,2930,2549,446,446,0,0,0,0,-65,0,0,-73,811,64930,12,64918,27929,36989,0,0,0,0,0,0,0,0,0,0,11722,10332,400,990,79480,78751,24550,53073,1728,454,1274,0,0,0,372,43339,7634,0,0,0,1128,729,0,729,12,0,0
1971:Q3,82110,2807,2527,382,382,0,0,0,0,-102,0,0,-77,1075,66802,41,66662,29584,37078,99,0,99,0,0,0,0,0,0,0,11503,10132,400,971,81245,80511,25424,54154,2496,475,2021,0,0,0,373,43185,8100,0,0,0,933,734,0,734,41,0,0
1971:Q4,86971,4259,4343,39,39,0,0,0,0,-123,0,0,-76,1644,69561,80,68996,30156,38840,485,0,485,0,0,0,0,0,0,0,11583,10132,400,1051,86381,85639,27788,56384,2484,464,2020,0,0,0,465,45894,7541,0,0,0,1467,742,0,742,80,0,0
1972:Q1,85369,3614,2673,1030,1030,0,0,0,0,-89,0,0,-77,1216,69748,19,68971,29676,39295,758,0,758,0,0,0,0,0,0,0,10868,9588,400,880,84505,83744,28471,54093,1330,413,917,0,0,0,275,44438,8050,0,0,0,1180,761,0,761,19,0,0
1972:Q2,87686,3219,3299,130,130,0,0,0,0,-211,0,0,-78,919,71845,23,70756,31258,39498,1066,0,1066,0,0,0,0,0,0,0,11782,10410,400,972,86842,86070,27482,57119,2695,351,2344,0,0,0,298,47327,6799,0,0,0,1469,772,0,772,23,0,0
1972:Q3,86455,4528,3742,842,842,0,0,0,0,-57,0,0,-83,532,69708,10,68677,29660,39017,1021,0,1021,0,0,0,0,0,0,0,11771,10410,400,961,85692,84914,26692,56839,2209,347,1862,0,0,0,229,45561,8840,0,0,0,1383,778,0,778,10,0,0
1972:Q4,89283,6027,3974,1981,1981,0,0,0,0,72,0,0,-78,268,71189,70,69808,29664,40144,1311,0,1311,0,0,0,0,0,0,0,11878,10410,400,1068,88684,87891,25647,60775,2200,345,1855,0,0,0,369,49558,8648,0,0,0,1469,793,0,793,70,0,0
1973:Q1,91165,4149,2121,2028,2028,0,0,0,0,0,0,0,-80,94,75247,144,73784,32761,41023,1319,0,1319,0,0,0,0,0,0,0,11755,10410,400,945,90230,89423,26873,60979,3778,396,3382,0,0,0,442,47870,8889,0,0,0,1571,807,0,807,144,0,0
1973:Q2,92207,3818,2048,1770,1770,0,0,0,0,0,0,0,-93,104,76437,66,74952,34247,40705,1419,0,1419,0,0,0,0,0,0,0,11941,10410,400,1131,91247,90427,24818,64079,4408,369,4039,0,0,0,437,51568,7666,0,0,0,1530,820,0,820,66,0,0
1973:Q3,96309,7558,3036,4522,4522,0,0,0,0,0,0,0,-80,114,76916,57,75224,34100,41124,1635,0,1635,0,0,0,0,0,0,0,11801,10410,400,991,95298,94469,30962,61593,1497,372,1125,0,0,0,500,49925,9671,0,0,0,1914,829,0,829,57,0,0
1973:Q4,98173,4357,3099,1258,1258,0,0,0,0,0,0,0,-80,104,80463,68,78458,36897,41561,1937,0,1937,0,0,0,0,0,0,0,13329,11567,400,1362,97551,96707,27060,66926,2859,317,2542,0,0,0,300,53079,10688,0,0,0,2721,844,0,844,68,0,0
1974:Q1,97471,4257,2222,2033,2033,0,0,0,0,2,0,0,-86,405,79906,30,77929,36400,41529,1947,0,1947,0,0,0,0,0,0,0,12990,11567,400,1023,96426,95554,28410,65235,2432,338,2094,0,0,0,419,52675,9709,0,0,0,1909,872,0,872,30,0,0
1974:Q2,102572,5550,2297,3210,3210,0,0,0,0,43,0,0,-82,747,83216,104,80284,37274,43010,2828,0,2828,0,0,0,0,0,0,0,13141,11567,400,1174,101471,100593,30086,68531,3193,274,2919,0,0,0,445,56538,8355,0,0,0,1976,878,0,878,104,0,0
1974:Q3,107585,9032,3721,5192,5192,0,0,0,0,119,0,0,-75,1123,84377,190,80353,34100,46253,3834,0,3834,0,0,0,0,0,0,0,13128,11567,400,1161,106441,105555,33256,70135,3665,318,3347,0,0,0,704,55259,10507,0,0,0,2164,886,0,886,190,0,0
1974:Q4,104177,2300,2001,299,299,0,0,0,0,-1,0,0,-83,1377,85339,579,80058,36765,43293,4702,0,4702,0,0,0,0,0,0,0,15245,11652,400,3193,103542,102645,25843,74285,3298,185,3113,0,0,0,523,58824,11640,0,0,0,2517,897,0,897,579,0,0
1975:Q1,107205,2981,2163,813,813,0,0,0,0,5,0,0,-33,1410,87706,628,82034,36087,45947,5044,0,5044,0,0,0,0,0,0,0,15142,11620,400,3122,106277,105375,30437,73164,3860,306,3554,0,0,0,602,58140,10562,0,0,0,1774,902,0,902,628,0,0
1975:Q2,108011,2365,1791,561,561,0,0,0,0,13,0,0,-28,1513,89077,282,83949,37172,46777,4846,0,4846,0,0,0,0,0,0,0,15085,11620,500,2965,106937,106028,25976,78090,6137,364,5773,0,0,0,454,61415,10084,0,0,0,1962,909,0,909,282,0,0
1975:Q3,112907,3736,2406,1402,1402,0,0,0,0,-73,0,0,-21,1724,92563,474,86474,35422,51052,5615,0,5615,0,0,0,0,0,0,0,14906,11599,500,2807,111830,110916,29363,79695,7605,356,7249,0,0,0,306,60616,11168,0,0,0,1858,914,0,914,474,0,0
1975:Q4,114523,3957,3688,229,229,0,0,0,0,40,0,0,-24,1760,93530,741,86717,37207,49510,6072,0,6072,0,0,0,0,0,0,0,15300,11599,500,3201,113927,112998,26052,84640,7768,483,7285,0,0,0,484,64136,12252,0,0,0,2306,929,0,929,741,0,0
1976:Q1,115454,2450,2110,54,54,0,0,0,0,286,0,0,-30,3376,94440,540,87293,36731,50562,6607,0,6607,0,0,0,0,0,0,0,15219,11599,500,3120,114357,113412,28150,83177,7668,524,7144,0,0,0,396,63856,11257,0,0,0,2085,945,0,945,540,0,0
1976:Q2,122712,4374,3577,314,314,0,0,0,0,483,0,0,-45,5497,97741,361,90575,38729,51846,6805,0,6805,0,0,0,0,0,0,0,15146,11598,500,3048,121632,120673,27460,91301,12452,480,11972,0,0,0,561,66307,11981,0,0,0,1912,959,0,959,361,0,0
1976:Q3,126214,3256,2811,326,326,0,0,0,0,119,0,0,-42,6253,101262,88,94445,38245,56200,6729,0,6729,0,0,0,0,0,0,0,15486,11598,800,3088,125136,124171,29716,92120,12716,504,12212,0,0,0,535,66582,12287,0,0,0,2335,965,0,965,88,0,0
1976:Q4,123635,2636,2601,25,25,0,0,0,0,10,0,0,-25,4987,100258,196,93268,38571,54697,6794,0,6794,0,0,0,0,0,0,0,15780,11598,1200,2982,123040,122057,25158,94535,10853,460,10393,0,0,0,647,70914,12121,0,0,0,2364,983,0,983,196,0,0
1977:Q1,121823,2990,2913,149,149,0,0,0,0,-73,0,0,-26,751,102391,29,95672,39170,56502,6690,0,6690,0,0,0,0,0,0,0,15718,11636,1200,2882,120775,119785,26883,91117,8240,471,7769,0,0,0,451,70302,12124,0,0,0,1785,990,0,990,29,0,0
1977:Q2,130442,3875,3604,260,260,0,0,0,0,11,0,0,-21,5310,105629,43,98163,40827,57336,7423,0,7423,0,0,0,0,0,0,0,15649,11620,1200,2829,129398,128398,24562,101803,15623,440,15183,0,0,0,611,72844,12725,0,0,0,2033,1000,0,1000,43,0,0
1977:Q3,131731,3280,1956,1292,1292,0,0,0,0,32,0,0,-21,3131,109779,4,102405,44048,58357,7370,0,7370,0,0,0,0,0,0,0,15563,11595,1200,2768,130673,129657,23953,103340,16174,434,15740,0,0,0,565,75275,11326,0,0,0,2364,1016,0,1016,4,0,0
1977:Q4,131645,4083,3810,265,265,0,0,0,0,8,0,0,-22,3316,108922,0,100918,41561,59357,8004,0,8004,0,0,0,0,0,0,0,15346,11718,1250,2378,131039,130010,26870,100604,7506,392,7114,0,0,0,618,78558,13922,0,0,0,2536,1029,0,1029,0,0,0
1978:Q1,128828,3090,2732,332,332,0,0,0,0,26,0,0,-21,2761,107819,0,99890,38358,61532,7929,0,7929,0,0,0,0,0,0,0,15179,11718,1250,2211,127686,126638,27900,96614,5098,393,4705,0,0,0,572,79322,11622,0,0,0,2124,1048,0,1048,0,0,0
1978:Q2,139765,4762,3318,1428,1428,0,0,0,0,16,0,0,-28,3708,116027,0,107859,44080,63779,8168,0,8168,0,0,0,0,0,0,0,15296,11706,1250,2340,138632,137576,27920,107194,11951,337,11614,0,0,0,537,82818,11888,0,0,0,2462,1056,0,1056,0,0,0
1978:Q3,144995,5091,3719,1365,1365,0,0,0,0,7,0,0,-26,3627,120977,0,113027,47551,65476,7950,0,7950,0,0,0,0,0,0,0,15326,11668,1300,2358,143840,142778,26830,113369,16949,302,16647,0,0,0,445,83834,12141,0,0,0,2579,1062,0,1062,0,0,0
1978:Q4,144301,7107,6516,1172,1172,0,0,0,0,-581,0,0,-29,3991,117374,0,109478,42158,67320,7896,0,7896,0,0,0,0,0,0,0,15858,11671,1300,2887,143682,142604,31223,107911,4436,240,4196,0,0,0,674,87331,15470,0,0,0,3470,1078,0,1078,0,0,0
1979:Q1,143368,5859,4337,963,963,0,0,0,0,559,0,0,-21,5448,116724,0,109260,41241,68019,7464,0,7464,0,0,0,0,0,0,0,15359,11479,1300,2580,141993,140880,31714,106569,6111,385,5726,0,0,0,552,87561,12345,0,0,0,2597,1113,0,1113,0,0,0
1979:Q2,143986,5389,3924,1558,1558,0,0,0,0,-94,0,0,-33,8567,114193,0,106432,38370,68062,7761,0,7761,0,0,0,0,0,0,0,15871,11323,1800,2748,142595,141469,30407,108252,3661,371,3290,0,0,0,571,90748,13272,0,0,0,2810,1126,0,1126,0,0,0
1979:Q3,147908,3684,2654,1156,1156,0,0,0,0,-126,0,0,-33,4676,122820,0,114596,44232,70364,8224,0,8224,0,0,0,0,0,0,0,16761,11228,1800,3733,146515,145380,29089,113201,6826,337,6489,0,0,0,473,92293,13609,0,0,0,3090,1135,0,1135,0,0,0
1979:Q4,153565,8801,6767,1454,1454,0,0,0,0,580,0,0,-27,4268,124507,0,116291,45244,71047,8216,0,8216,0,0,0,0,0,0,0,16017,11172,1800,3045,152914,151769,29792,117865,4569,494,4075,0,0,0,785,94023,18488,0,0,0,4112,1145,0,1145,0,0,0
1980:Q1,150334,5810,3682,2502,2502,0,0,0,0,-374,0,0,-28,3882,123945,0,115734,43851,71883,8211,0,8211,0,0,0,0,0,0,0,16725,11172,2968,2585,149301,148142,32270,113144,2920,586,2334,0,0,0,572,94319,15333,0,0,0,2728,1159,0,1159,0,0,0
1980:Q2,157803,3919,4167,215,215,0,0,0,0,-463,0,0,-31,3669,132933,0,124058,49781,74277,8875,0,8875,0,0,0,0,0,0,0,17313,11172,3018,3123,156757,155588,33612,118086,3728,529,3199,0,0,0,814,97496,16048,0,0,0,3890,1169,0,1169,0,0,0
1980:Q3,154305,3342,3192,982,982,0,0,0,0,-832,0,0,-39,5140,128200,0,119418,43907,75511,8782,0,8782,0,0,0,0,0,0,0,17662,11168,3268,3226,153260,152076,28146,121362,4568,466,4102,0,0,0,545,98922,17327,0,0,0,2568,1184,0,1184,0,0,0
1980:Q4,159894,6313,4467,1809,1809,0,0,0,0,37,0,0,-58,8397,128038,0,119299,43688,75611,8739,0,8739,0,0,0,0,0,0,0,17204,11160,2518,3526,159255,158052,27456,127467,3499,437,3062,0,0,0,543,103597,19828,0,0,0,3129,1203,0,1203,0,0,0
1981:Q1,155081,5030,3261,656,656,0,0,0,0,1113,0,0,-44,6680,126388,0,117666,42078,75588,8722,0,8722,0,0,0,0,0,0,0,17028,11154,2818,3056,153989,152762,26164,123979,3526,494,3032,0,0,0,528,102616,17309,0,0,0,2619,1227,0,1227,0,0,0
1981:Q2,156985,4571,2506,1010,1010,0,0,0,0,1055,0,0,-43,5376,128711,0,120017,43593,76424,8694,0,8694,0,0,0,0,0,0,0,18371,11154,3068,4149,155891,154645,23626,127786,3401,478,2923,0,0,0,468,105345,18572,0,0,0,3233,1246,0,1246,0,0,0
1981:Q3,161877,5839,2811,2486,2486,0,0,0,0,542,0,0,-40,5025,132991,0,124330,46930,77400,8661,0,8661,0,0,0,0,0,0,0,18062,11152,3318,3592,160820,159563,27243,128674,3977,457,3520,0,0,0,501,104989,19207,0,0,0,3646,1257,0,1257,0,0,0
1981:Q4,167419,3605,1762,1601,1601,0,0,0,0,242,0,0,-39,8567,136863,0,127738,49359,78379,9125,0,9125,0,0,0,0,0,0,0,18423,11151,3318,3954,166786,165508,25228,136517,4745,444,4301,0,0,0,684,112443,18645,0,0,0,3763,1278,0,1278,0,0,0
1982:Q1,163252,4921,1882,2646,2646,0,0,0,0,393,0,0,-40,6728,133005,0,123992,45543,78449,9013,0,9013,0,0,0,0,0,0,0,18639,11150,3568,3921,162415,161117,26357,131842,3350,484,2866,0,0,0,552,111304,16636,0,0,0,2918,1298,0,1298,0,0,0
1982:Q2,163768,4463,2545,1638,1638,0,0,0,0,280,0,0,-39,4500,136007,0,127005,47921,79084,9002,0,9002,0,0,0,0,0,0,0,18838,11149,3818,3871,163021,161694,20198,138646,4559,460,4099,0,0,0,731,113233,20123,0,0,0,2850,1327,0,1327,0,0,0
1982:Q3,171666,2474,550,1123,1123,0,0,0,0,801,0,0,-31,9931,139540,0,130591,50309,80282,8949,0,8949,0,0,0,0,0,0,0,19752,11148,4218,4386,170699,169358,20318,146229,11398,423,10975,0,0,0,512,115095,19224,0,0,0,2811,1341,0,1341,0,0,0
1982:Q4,179216,4110,2735,717,717,0,0,0,0,658,0,0,-30,10879,144544,0,135607,54425,81182,8937,0,8937,0,0,0,0,0,0,0,19713,11148,4618,3947,178585,177226,26489,147018,5462,429,5033,0,0,0,435,121565,19556,0,0,0,3719,1359,0,1359,0,0,0
1983:Q1,173602,3956,486,2808,2808,0,0,0,0,662,0,0,-12,4301,145566,0,136651,55469,81182,8915,0,8915,0,0,0,0,0,0,0,19792,11138,4618,4036,172654,171261,23419,145176,4070,498,3572,0,0,0,587,122209,18310,0,0,0,2666,1393,0,1393,0,0,0
1983:Q2,179551,5025,1020,3610,3610,0,0,0,0,395,0,0,-36,5507,149401,0,140511,58213,82298,8890,0,8890,0,0,0,0,0,0,0,19654,11131,4618,3905,178634,177213,18004,156335,9297,533,8764,0,0,0,379,126183,20476,0,0,0,2874,1421,0,1421,0,0,0
1983:Q3,191255,1831,-60,1625,1625,0,0,0,0,266,0,0,-38,14381,154908,0,146171,62898,83273,8737,0,8737,0,0,0,0,0,0,0,20174,11128,4618,4428,190127,188681,20697,164767,17025,468,16557,0,0,0,487,129821,17434,0,0,0,3217,1446,0,1446,0,0,0
1983:Q4,187933,3025,1563,918,918,0,0,0,0,544,0,0,-48,5155,159203,0,150558,54425,96133,8645,0,8645,0,0,0,0,0,0,0,20599,11121,4618,4860,187236,185771,21446,160788,4124,463,3661,0,0,0,461,135180,21023,0,0,0,3537,1465,0,1465,0,0,0
1984:Q1,185642,2286,787,896,896,0,0,0,0,603,0,0,-35,3409,159372,0,150814,66366,84448,8558,0,8558,0,0,0,0,0,0,0,20611,11111,4618,4882,184425,182926,22167,157544,4187,503,3684,0,0,0,509,135490,17358,0,0,0,3215,1499,0,1499,0,0,0
1984:Q2,190496,4674,-655,4760,4760,0,0,0,0,569,0,0,-50,3165,161360,0,152859,66928,85931,8501,0,8501,0,0,0,0,0,0,0,21348,11100,4618,5630,189373,187832,20252,164289,4920,523,4397,0,0,0,412,140859,18098,0,0,0,3291,1541,0,1541,0,0,0
1984:Q3,198084,7426,289,6633,6633,0,0,0,0,504,0,0,-47,3018,163511,0,155018,68487,86531,8493,0,8493,0,0,0,0,0,0,0,24176,11097,4618,8461,196990,195393,23612,168468,8979,465,8514,0,0,0,386,140729,18374,0,0,0,3313,1597,0,1597,0,0,0
1984:Q4,201827,4701,855,3577,3577,0,0,0,0,269,0,0,-66,5343,167612,0,159223,71035,88188,8389,0,8389,0,0,0,0,0,0,0,24237,11096,4618,8523,200996,199370,21819,173629,5829,513,5316,0,0,0,422,143105,24273,0,0,0,3922,1626,0,1626,0,0,0
1985:Q1,200149,3331,298,2582,2582,0,0,0,0,451,0,0,-40,3521,169355,0,160983,71469,89514,8372,0,8372,0,0,0,0,0,0,0,23983,11093,4618,8272,198486,196799,26997,166619,3617,554,3063,0,0,0,394,144525,18083,0,0,0,3183,1687,0,1687,0,0,0
1985:Q2,206862,2046,262,1338,1338,0,0,0,0,446,0,0,-50,3704,177413,0,169110,78301,90809,8303,0,8303,0,0,0,0,0,0,0,23750,11091,4618,8041,205431,203710,27236,173431,3876,588,3288,0,0,0,439,150234,18882,0,0,0,3043,1721,0,1721,0,0,0
1985:Q3,209563,3217,69,2520,2520,0,0,0,0,628,0,0,-48,4336,177929,0,169702,79231,90471,8227,0,8227,0,0,0,0,0,0,0,24130,11090,4618,8422,207897,206144,27162,175856,4720,546,4174,0,0,0,724,149308,21104,0,0,0,3126,1753,0,1753,0,0,0
1985:Q4,226111,4636,988,3060,3060,0,0,0,0,588,0,0,-44,11651,186025,0,177798,85425,92373,8227,0,8227,0,0,0,0,0,0,0,23843,11090,4718,8035,225188,223407,28631,190854,9901,550,9351,0,0,0,540,154876,25537,0,0,0,3922,1781,0,1781,0,0,0
1986:Q1,217333,2069,560,818,818,0,0,0,0,691,0,0,-40,6983,184807,0,176620,84247,92373,8187,0,8187,0,0,0,0,0,0,0,23515,11090,4718,7707,216049,214228,30782,180748,3897,617,3280,0,511,0,338,154751,21251,0,0,0,2698,1821,0,1821,0,0,0
1986:Q2,224610,1821,283,952,952,0,0,0,0,586,0,0,-54,7615,191986,0,183849,91476,92373,8137,0,8137,0,0,0,0,0,0,0,23243,11084,4818,7341,223016,221209,31940,186515,3744,601,3143,0,450,0,370,159730,22221,0,0,0,2754,1807,0,1807,0,0,0
1986:Q3,235147,2461,849,879,879,0,0,0,0,733,0,0,-51,16516,192484,0,184437,92064,92373,8047,0,8047,0,0,0,0,0,0,0,23737,11084,5018,7635,233635,231786,36794,192243,8006,492,7514,0,663,0,382,160583,22609,0,0,0,2749,1849,0,1849,0,0,0
1986:Q4,257516,3640,1261,1565,1565,0,0,0,0,814,0,0,-60,24666,205454,0,197625,103775,93850,7829,0,7829,0,0,0,0,0,0,0,23816,11064,5018,7734,256569,254695,48107,203786,8015,427,7588,0,917,0,424,168778,25652,0,0,0,2802,1874,0,1874,0,0,0
1987:Q1,243352,7649,5241,1587,1587,0,0,0,0,821,0,0,-62,8646,204128,0,196409,102812,93597,7719,0,7719,0,0,0,0,0,0,0,22991,11081,5018,6892,241739,239823,41973,195201,4094,518,3576,0,577,0,466,167571,22493,0,0,0,2649,1916,0,1916,0,0,0
1987:Q2,254975,4777,1579,972,972,0,0,0,0,2226,0,0,-68,10005,217931,0,210248,107702,102546,7683,0,7683,0,0,0,0,0,0,0,22330,11069,5018,6243,253387,251426,36102,212343,14266,492,13774,0,458,0,346,173323,23950,0,0,0,2981,1961,0,1961,0,0,0
1987:Q3,254596,2291,248,1941,1941,0,0,0,0,102,0,0,-64,7000,219564,0,211941,105785,106156,7623,0,7623,0,0,0,0,0,0,0,25806,11075,5018,9713,253272,251263,39027,209285,9580,460,9120,0,419,0,507,174357,24422,0,0,0,2951,2009,0,2009,0,0,0
1987:Q4,267659,3757,811,3815,3815,0,0,0,0,-869,0,0,-66,11506,226459,0,218906,107691,111215,7553,0,7553,0,0,0,0,0,0,0,26003,11078,5018,9907,266570,264523,41784,219113,5759,446,5313,0,1027,0,313,187156,24858,0,0,0,3626,2047,0,2047,0,0,0
1988:Q1,258457,3472,298,2311,2311,0,0,0,0,863,0,0,-62,5790,225049,0,217496,107256,110240,7553,0,7553,0,0,0,0,0,0,0,24209,11063,5018,8128,256899,254804,38777,212701,2882,479,2403,0,436,0,649,185624,23110,0,0,0,3326,2095,0,2095,0,0,0
1988:Q2,270690,3553,259,2464,2464,0,0,0,0,830,0,0,-60,12823,230003,0,222450,105473,116977,7553,0,7553,0,0,0,0,0,0,0,24372,11063,5018,8291,269511,267401,35681,227962,10194,432,9762,0,351,0,443,191409,25565,0,0,0,3758,2110,0,2110,0,0,0
1988:Q3,277963,3874,1199,2154,2154,0,0,0,0,521,0,0,-66,18498,231126,0,223573,106596,116977,7553,0,7553,0,0,0,0,0,0,0,24532,11062,5018,8452,276442,274345,39038,231046,13412,389,13023,0,358,0,392,194791,22093,0,0,0,4261,2097,0,2097,0,0,0
1988:Q4,286082,3904,1286,2170,2170,0,0,0,0,448,0,0,-58,15543,241215,0,233662,112782,120880,7553,0,7553,0,0,0,0,0,0,0,25479,11060,5018,9401,284992,282879,39347,238823,9051,395,8656,0,548,0,374,201289,27561,0,0,0,4709,2113,0,2113,0,0,0
1989:Q1,273545,3347,557,2454,2454,0,0,0,0,336,0,0,-71,10149,235422,0,228643,108011,120632,6779,0,6779,0,0,0,0,0,0,0,24698,11061,5368,8269,272290,270159,37394,229499,4919,457,4462,0,246,0,415,201716,22203,0,0,0,3266,2131,0,2131,0,0,0
1989:Q2,287968,4093,-203,841,841,0,0,0,0,3455,0,446,-60,15759,238421,0,231767,109031,122736,6654,0,6654,0,0,0,0,0,0,0,29310,11063,8518,9729,286244,284099,37381,242999,12627,474,12153,0,156,0,288,207153,22775,0,0,0,3719,2145,0,2145,0,0,0
1989:Q3,283089,7970,501,598,598,0,0,0,0,6871,0,480,-68,19540,227606,0,221051,98487,122564,6555,0,6555,0,0,0,0,0,0,0,27561,11065,8518,7978,280635,278437,32253,242622,13892,440,13452,0,209,0,366,205033,23122,0,0,0,3562,2198,0,2198,0,0,0
1989:Q4,295533,10670,1131,481,481,0,0,0,0,9058,0,456,-58,24393,233300,0,226775,104581,122194,6525,0,6525,0,0,0,0,0,0,0,26773,11059,8518,7196,294348,292105,38327,249329,6672,455,6217,0,1222,0,607,212157,28671,0,0,0,4449,2243,0,2243,0,0,0
