1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q4,5189236,598671,4590565,4158219,432346,2897,2072,33675,543941,10835,999952,1166420,681666,446655,192965,46301,-4255,484754,743788,32736,-41019,184,4617,41667,-38200,11660,48604,19603,100377,107285,-6908,0,28393,32906,136183,26004,361897,4144,15700,259035,4031,246504,197417,-10049,5568,44848,8720,9020,-520,-166468
1992:Q1,5297293,588897,4708396,4255111,453285,-1320,2117,50765,546588,15741,1031460,1192231,712494,465279,204439,47053,-4277,479737,691314,130772,-217395,4,25673,114747,60514,53508,8588,-7863,-58920,-53083,-5837,0,172755,21653,116357,30112,337120,2468,15968,211577,3697,203444,196786,6750,5024,-11772,6656,4664,-228,-160771
1992:Q2,5391292,607169,4784123,4311211,472912,2759,2135,52114,551238,14961,1061927,1095431,728207,469788,214727,47960,-4268,367224,520817,39177,-122622,1548,-11021,-41453,83720,-65969,-69720,10515,41151,47383,-6232,0,12437,47892,128552,18636,385835,2468,18216,153593,2692,146297,114773,-7566,4832,27598,6660,4664,-60,-33503
1992:Q3,5451662,616201,4835461,4387955,447506,553,2128,58165,557468,-24427,1085991,1409357,740269,480200,216622,47706,-4259,669088,883805,85146,-78372,2204,-28842,101170,127742,24508,1984,-53064,822,7187,-6366,0,126073,55860,166968,38100,393117,2476,19084,214717,1248,208673,184651,12790,-2276,6852,6656,4664,132,-323365
1992:Q4,5529732,638942,4890790,4462503,428287,2575,2168,64576,563591,16445,1040416,1013784,760686,490489,227668,46780,-4251,253098,495447,176876,-113899,936,-67979,-61244,-4660,12797,-105995,36614,16506,25249,-8742,0,-31289,3396,150419,32320,370347,2476,16580,242349,1883,235454,195880,24778,5340,2800,6656,4664,348,26632
1993:Q1,5555707,617005,4938702,4508330,430372,195,2140,58339,576098,12678,1050186,914507,765113,494138,229452,45777,-4254,149394,326156,-39687,-247814,-620,-31012,48027,-17416,-78366,8109,135700,74291,82310,-8019,0,-227529,55796,179711,31116,466351,4268,13256,176763,2091,166448,98263,32019,-4320,30422,10064,7752,472,135680
1993:Q2,5630884,643507,4987377,4577980,409397,1251,2188,74172,581514,17309,1046837,1146596,788977,512852,234681,45714,-4270,357619,609649,39962,-72977,-372,29703,-81228,21552,-111260,-76061,84542,87331,95593,-8261,0,-89495,48246,182388,36376,414491,4276,10948,252030,2968,240826,198151,42491,-12044,2172,10056,7756,480,-99759
1993:Q3,5672419,659210,5013209,4646127,367082,-825,2247,76285,590082,17088,1013289,1320561,809507,521086,246191,46530,-4300,511054,803892,137914,-9495,-2620,-2709,29459,-19402,-20803,-38913,108578,-15650,-7240,-8410,0,-32737,47150,208838,37144,386599,4268,15732,292838,2077,282529,170134,69031,-8236,41536,10064,7752,480,-307272
1993:Q4,5752449,675296,5077153,4713653,363500,2146,2307,86267,598520,19143,1028983,1001525,840922,537148,261438,46680,-4344,160603,460300,76971,-164058,-708,25354,97923,115591,-80346,-77889,140566,22671,31049,-8379,0,-209719,35306,189563,38404,336726,4276,7592,299697,-2892,294341,159086,102059,-10772,31020,12948,7756,492,27458
1994:Q1,5802145,673667,5128478,4783888,344590,-766,2359,85793,607648,1333,1033573,1248464,856201,543530,270831,46259,-4419,392263,687024,-48247,-82561,-164,-11523,238776,-17353,184054,-18617,90692,18089,26094,-8005,0,1268,27400,66360,27860,432082,4588,13096,294762,2122,287479,169634,106079,6784,5786,-804,4608,552,-214891
1994:Q2,5906380,697839,5208541,4850141,358400,214,2447,89924,614984,21305,1039770,1291082,877572,552666,282213,47185,-4492,413510,732890,-77945,-100278,4524,47639,406688,265819,98655,-13377,55592,4102,12635,-8533,0,-121628,84933,35962,28948,405742,4580,9624,319379,2491,311688,161315,134879,8060,8238,-804,4608,592,-251312
1994:Q3,5972219,695382,5276837,4925757,351080,-157,2549,92836,624238,19635,1045813,1248070,884150,562440,279509,46781,-4580,363920,656540,11091,125279,2040,50162,99312,124032,-2366,-53494,31140,-4695,3941,-8635,0,-177639,45419,61460,69884,351923,4588,17716,292620,4427,283017,146176,135987,1828,-174,-800,4612,564,-202258
1994:Q4,6082932,705402,5377530,5002810,374720,2749,2594,106092,634227,19591,1095603,1035359,900903,583228,275256,47103,-4684,134456,547258,2198,-56099,5976,64782,504232,233915,153223,-35820,152914,10066,18766,-8700,0,-109581,24473,-175465,25168,233737,4588,13184,412802,3704,403918,189941,163051,9004,42730,-808,4604,576,60244
1995:Q1,6174104,724613,5449491,5042563,406928,704,2666,90490,641888,19321,1118023,968829,883575,572772,267156,48439,-4792,85254,390259,9877,108745,5908,11629,-208212,-99671,-119990,-71478,82926,17668,25892,-8224,0,16344,33101,-33323,46092,352020,3908,26504,305006,750,293616,151291,148865,5416,-11824,-132,9916,724,149194
1995:Q2,6243196,746808,5496388,5124057,372331,3675,2699,88150,651765,19055,1094167,1391895,879401,577992,257244,49008,-4843,512494,852291,-24398,191157,8548,202211,15950,270247,-13893,-175974,-64429,19974,28341,-8367,0,-83434,38045,15938,55472,382367,3908,26552,339797,-107,329228,163825,146533,10612,8390,-132,9916,760,-297728
1995:Q3,6321037,752216,5568821,5195429,373392,2574,2711,97515,658928,20604,1109094,1278540,903789,592401,267084,49133,-4829,374751,760292,-58381,191275,-1432,57427,125181,-74789,56234,28051,115686,-4851,3516,-8367,0,-100876,13059,100840,31104,405978,3916,-2948,385542,254,374596,164461,152485,10300,47482,-132,9916,776,-169446
1995:Q4,6395096,769990,5625106,5261601,363505,3975,2734,101985,665317,16649,1115399,1279770,920712,601343,274891,49225,-4747,359058,663934,-112585,32718,5236,84457,36229,-38487,138461,-110895,47150,85145,92351,-7206,0,-23893,1529,130325,37628,369499,3908,13740,304876,-12,294196,136683,140077,27160,-9592,-132,9912,780,-164371
1996:Q1,6510708,801731,5708977,5337744,371233,1866,2748,103758,671017,21555,1123571,1291040,937806,607095,286414,49153,-4856,353234,799753,34097,233295,10660,134606,-154085,-115071,-69949,-15129,46065,43599,51303,-7704,0,-80279,-26383,213270,14728,365978,6936,3332,446519,4311,432149,254174,116789,-27856,85718,3324,9332,728,-167469
1996:Q2,6638633,839564,5799069,5432483,366586,4280,2757,111852,679970,22968,1136963,1261279,970307,622283,302460,50273,-4709,290972,663636,-87492,116554,6688,69150,175006,7430,190380,-70805,48000,-12912,-4804,-8108,0,-177626,25496,166084,30848,340380,6936,4524,372663,4503,358037,210954,110089,26208,7458,3328,9332,792,-124317
1996:Q3,6712828,843542,5869286,5491951,377335,1263,2768,110815,685817,24135,1148327,1300442,978585,625089,305475,52591,-4570,321857,614570,-9493,173720,16000,88160,102949,131504,102078,-41917,-88716,-21109,-12821,-8288,0,-281576,-593,132569,56892,336735,6936,13380,292712,8262,274343,164022,90309,10512,6172,3328,9332,776,-152115
1996:Q4,6802631,863498,5939133,5574531,364602,4083,2879,114474,693742,23782,1150240,1214999,987861,634528,302451,55324,-4442,227138,552230,-175496,25252,16112,94443,-21882,-164571,183799,-49763,8653,158627,166891,-8264,0,-199011,-12755,159145,57776,432731,6936,10352,325091,7249,307754,191275,105685,-22124,29590,3328,9332,756,-64759
1997:Q1,6922179,902112,6020067,5658114,361953,2172,2938,126120,699150,25679,1160778,783605,1007404,649297,303716,59023,-4632,-223799,136489,-28172,99452,11244,78850,-338698,-108768,-63893,-9005,-157031,-39801,-31753,-8048,0,-158150,-40735,102154,46200,383600,7504,13040,360288,4639,345757,238793,41808,33360,28292,3504,9624,268,377174
1997:Q2,7003300,916234,6087066,5702460,384606,2056,2986,111281,708179,26324,1176812,1373230,1006891,641012,308853,61686,-4660,366339,705051,5216,159997,1384,108829,-70574,-39182,18341,-30813,-18920,70748,78124,-7376,0,-275146,-11306,184906,50928,458832,7504,13732,338712,8786,320010,181388,73812,16092,45214,3504,9624,292,-196417
1997:Q3,7116409,941108,6175301,5815830,359471,378,3050,132534,713695,27515,1175513,1420113,1040952,665114,314902,65781,-4845,379161,779351,-89544,267164,6220,101969,115594,-85169,44407,34691,121665,-3471,3509,-6980,0,-419847,-22310,312047,54740,427174,7504,22112,400190,7040,383214,286946,74072,-53840,72532,3504,9624,312,-244600
1997:Q4,7254018,967830,6286188,5905160,381028,2065,3082,140390,721929,28378,1213952,1195649,1063925,678349,322429,68335,-5188,131724,461471,-31183,78182,7284,79460,-13060,-254053,202950,64595,-26552,74384,82804,-8420,0,-386821,-3405,225561,32616,390821,7504,128,329746,8059,311723,153777,91456,48664,14322,3504,9624,340,18303
1998:Q1,7416471,996132,6420339,5968680,451659,1445,3061,138118,732023,30580,1289604,1167422,1082838,683119,333098,71965,-5344,84584,528217,-81526,32696,-1448,149933,-24608,54877,-243457,2198,161774,97459,106455,-8996,0,-428737,-47655,253829,27832,531405,9860,9176,443633,19325,416940,320122,33452,14344,38878,10144,7524,-156,122183
1998:Q2,7544404,1022352,6522052,6086532,435520,5847,3084,161886,740696,32127,1308738,1715833,1130502,712322,348962,74969,-5751,585331,1087306,57932,16498,3872,234918,370902,3742,197288,6693,163180,61509,70797,-9288,0,-380315,-48070,172962,42144,543991,9860,1104,501975,12854,480393,267409,165024,-8516,46332,10144,7524,1204,-407095
1998:Q3,7650410,1043209,6607201,6183885,423316,1009,3107,170014,750634,32819,1309047,1754126,1160088,726958,363454,75773,-6097,594038,960589,-6957,25204,6860,272464,248285,248190,113417,-12506,-100817,135570,144314,-8744,0,-284434,-16241,13476,35176,508381,9860,12944,366551,7674,353353,240549,94256,15516,-7112,10144,7524,-2000,-445079
1998:Q4,7742145,1067989,6674156,6286298,387858,3987,3156,200414,761034,34046,1316091,999840,1210360,764133,374566,78042,-6381,-210520,319638,103251,249477,-7100,180685,-329124,-425081,242832,-5568,-141307,-18402,-24726,6324,0,-538565,-47468,190101,83360,441507,9860,2056,530158,7179,519991,380843,95696,24936,8372,10144,7524,-4536,316251
1999:Q1,7836645,1077946,6758699,6358132,400567,2677,3183,192653,769889,35298,1327305,656564,1211210,761416,377649,78632,-6487,-554646,21048,1406,-133997,6572,142947,54335,-28108,-186440,33249,235635,-4545,-11797,7252,0,-391831,-44627,24807,41572,322365,2884,-840,575694,11239,553735,418730,121773,-9380,19284,3328,5900,4820,670741
1999:Q2,7896804,1095157,6801647,6496944,304703,1685,3248,218431,780832,36622,1265781,665271,1253278,793785,386186,79921,-6614,-588007,-13667,-71164,65163,4472,102843,-107302,-53808,69144,-21697,-100940,17739,11923,5816,0,-558078,-75863,158645,60000,383121,2884,3872,574339,8476,559632,338135,115985,8520,93664,3328,5900,332,600509
1999:Q3,8007984,1120597,6887387,6604621,282766,1360,3367,223950,795416,34600,1265525,978461,1274768,809002,391464,80948,-6646,-296307,258898,-32422,164674,2736,118092,99488,-87446,188254,5516,-6836,76539,69479,7060,0,-541260,-76735,14139,28180,377056,2884,25528,555205,14425,534705,408434,129217,-22360,16086,3328,5900,176,287064
1999:Q4,8172960,1153957,7019003,6743768,275235,3818,3374,218582,810977,38550,1266688,936652,1286208,813773,397524,81497,-6586,-349556,257941,18863,229635,-2044,300658,-414742,2363,121250,41240,-579595,189143,182891,6252,0,-781391,-87960,241545,72244,489526,2884,-420,607496,7512,590960,337485,82429,-4668,172386,3328,5900,3124,330036
2000:Q1,8408372,1208754,7199618,6902891,296727,-1052,3447,272333,826898,35948,1355511,1096129,1361696,877483,406669,84231,-6687,-265567,483344,-86617,268119,17964,195225,-403333,-112989,-185684,7659,-112319,223710,222738,972,0,-437929,-36443,229857,49868,432028,10112,20784,748911,5006,740829,358284,123161,9908,238228,11248,6048,-2972,259382
2000:Q2,8549721,1230160,7319561,7004455,315106,-2460,3506,242020,843629,35915,1358874,1297688,1349119,859432,408692,87669,-6674,-51431,468008,-119801,268588,2764,63371,-116121,-307055,126121,-5716,70529,-60667,-61479,812,0,-81184,-20128,25238,32364,433684,10112,29788,519438,11503,501115,382254,194169,-11044,-75512,11248,6048,772,61186
2000:Q3,8711735,1247708,7464027,7127720,336307,-929,3587,239033,858861,35384,1394301,1224407,1358995,868700,406104,90999,-6808,-134588,498440,-132913,162072,-5328,195351,-33335,-186766,60166,47733,45532,51800,51180,620,0,-398159,17452,112778,47608,439103,10112,31900,633028,7092,620480,403073,195193,-21252,32218,11248,6048,-592,169893
2000:Q4,8815359,1258695,7556664,7237521,319143,5170,3673,233354,870000,35313,1388681,2039786,1369098,872669,411189,92329,-7089,670688,1111486,-63760,392718,15048,247830,176821,-47149,2217,-32106,253859,227561,226861,700,0,-347395,-50810,-40133,46504,489722,10112,7268,440799,-566,432076,385155,193657,22852,-180836,11248,6048,3240,-651105
2001:Q1,8975381,1301904,7673477,7314982,358495,4334,3776,230174,880580,36150,1433657,1575742,1378650,872829,420589,92553,-7321,197092,681648,108593,489089,10076,491403,-791213,-9317,-712652,94002,-163246,-65773,-71969,6196,0,-165631,21091,-12449,108172,463554,900,23836,484556,5510,482938,453432,173966,-44032,-110780,10352,-600,-3292,-142086
2001:Q2,9012371,1308869,7703502,7361871,341631,1588,3766,213135,897533,28346,1421775,1429270,1384180,865924,433973,91970,-7687,45090,771673,-70823,365021,-9324,140864,-433840,-502089,690,57941,9618,36099,30479,5620,0,-111103,-11830,261618,106248,431136,900,66708,726583,11964,716299,572987,126982,-22584,28562,10352,-600,-1080,-7495
2001:Q3,8997117,1113622,7883495,7389053,494442,-2452,3747,209661,911061,22217,1586748,2165263,1398781,870077,444356,92347,-7999,766482,1735670,54596,223933,-284,269447,651871,344373,315144,50410,-58057,364935,359135,5800,0,-498632,-29543,-39798,13816,641800,900,82628,969188,15817,950799,569897,87214,30564,252772,10352,-600,3172,-578515
2001:Q4,8987692,1231793,7755899,7497855,258044,3466,3735,269733,921998,34652,1414854,1724576,1468036,937877,444029,94390,-8260,256540,646777,218517,83107,1152,184286,-344454,-114667,-321405,12905,78713,-153957,-158821,4864,0,26598,-30680,170506,87584,373422,900,29796,390237,22017,369416,429918,214074,-53276,-231652,10352,-600,-596,-309723
2002:Q1,9032727,1075158,7957569,7520611,436958,5025,3753,244097,928014,34504,1575837,1198688,1463510,916028,457766,97866,-8150,-264822,521365,-222983,519649,-3620,-141578,-183787,-154492,-50344,95409,-74359,-24821,-31949,7128,0,-188786,-64281,154870,98572,543589,4740,29800,786187,9419,758115,653733,108270,-8200,-5212,9524,17324,1328,377149
2002:Q2,9131907,1050988,8080919,7606152,474767,-4902,3757,237121,940319,32571,1610977,1572791,1481503,917105,471681,101018,-8301,91288,707828,-12979,120540,1792,-70855,265454,-62782,-126669,95609,359297,-96329,-101549,5220,0,-108423,-84355,99440,98860,428714,4740,61228,616540,9659,590077,572487,130886,-42508,-80312,9524,17324,-520,38186
2002:Q3,9176669,1044121,8132548,7691014,441534,-4045,3753,249829,954711,33675,1604601,1063779,1508567,939928,474866,102176,-8403,-444788,383526,117194,464547,6248,-101808,14821,-60732,-189380,45311,219622,-6542,-13790,7248,0,-569837,-81582,-67906,63388,489271,4740,50992,828314,13256,794854,747708,94802,-5020,-52160,9524,17324,2880,540822
2002:Q4,9258902,1038444,8220458,7767323,453135,-9386,3757,224465,971813,15498,1620772,1783502,1510635,925276,491250,102563,-8454,272867,1220293,23222,94551,624,165749,166083,-234897,-107624,108128,400476,-27133,-34185,7052,0,225246,-59351,73388,-112,525386,4740,27900,947426,17941,912233,844183,86762,-26200,-2036,9524,17324,-72,-162730
2003:Q1,9306711,1021348,8285363,7859702,425661,-6156,3823,211129,981767,14755,1593823,724249,1520062,914518,510931,103039,-8426,-795813,127231,-119894,456962,6764,-170089,-640680,-24212,-508753,99,-107814,74189,70145,4044,0,-376968,26985,-13399,77252,728804,4340,72964,923044,17698,896038,714068,117060,4240,54758,5912,6544,2764,869574
2003:Q2,9408696,1020795,8387901,7957726,430175,-1350,3875,236176,992483,12353,1641256,2271443,1562239,945754,519770,105157,-8442,709204,2138360,53173,317923,9948,-13666,-394055,-51256,-243399,94849,-194249,417906,411618,6288,0,718815,39022,358736,81384,482902,4340,61932,1429156,11446,1409802,915572,128920,11932,347466,5912,6544,1364,-630187
2003:Q3,9537651,950666,8586985,8117071,469914,-2855,3949,259343,1006906,12072,1717287,1846849,1630707,977620,554187,107371,-8471,216142,1171134,-20971,225413,-11876,-186287,104884,42132,373677,13906,-324832,-12894,-13586,692,0,219621,36440,174500,87372,458921,4340,91670,954991,18612,929763,951909,95964,-27596,-96426,5912,6544,72,-129562
2003:Q4,9673955,1021344,8652611,8218791,433820,2349,4054,254020,1024901,14831,1696205,1824583,1665893,982592,582640,109175,-8514,158690,1134080,-40362,138635,6780,-294694,49989,-82677,276950,31668,-175952,-23970,-27978,4008,0,441424,31460,213639,48632,533741,4340,24466,975391,7467,961763,897699,81756,135908,-159512,5912,6544,-384,-128378
2004:Q1,9771023,1012258,8758765,8356631,402134,-4926,4234,258155,1043184,13707,1680606,1926367,1700341,996601,604164,108510,-8934,226026,1151359,-78173,463448,9452,-94513,-81505,-59929,-210183,149160,39447,96798,88330,8468,0,-27978,6447,188013,7276,599362,9632,53100,925333,8432,900817,729562,131741,-5968,40726,4756,16380,-296,-245761
2004:Q2,9934737,1026759,8907978,8460541,447437,-647,4352,246799,1064845,13861,1740221,1281675,1737488,998234,637733,110410,-8889,-455813,740832,-59950,531200,10740,-94095,-363388,-327068,-175433,135304,3809,154410,145786,8624,0,-82555,66964,-139305,55120,602497,9632,49562,1196645,22156,1155013,1009466,75377,-336,65750,4756,16380,3096,458546
2004:Q3,10073884,1064383,9009501,8603841,405660,414,4458,252220,1086797,-35063,1775696,2102366,1775351,1016096,656576,111382,-8703,327015,1295964,95030,182646,3900,-161421,297675,8773,134071,164211,-9380,-43479,-51563,8084,0,-265097,37074,262414,48184,742686,9632,86720,968949,5136,946093,897884,130933,-83724,-3756,4756,16380,1340,-326670
2004:Q4,10283853,1091579,9192274,8779305,412969,1275,4528,265169,1103603,13339,1765149,1784400,1817299,1036701,676634,112346,-8382,-32899,1371768,37858,317570,11600,-146055,617044,261923,698601,138103,-481584,252030,241670,10360,0,-749415,48832,254150,54948,634507,9632,29066,1404667,16892,1369515,1083556,130693,-5360,155870,4756,16380,1880,-19251
2005:Q1,10292562,1172277,9120285,8891009,229276,-956,4652,254428,1122411,14607,1585900,1372444,1841128,1036216,702197,112076,-9361,-468684,502642,-57650,419425,22552,-85374,-399027,-455009,-154109,117330,92760,-36258,-47446,11188,0,-109028,-54933,82080,17336,615960,9872,77687,971326,12480,942086,877348,113566,-48828,-7940,7940,15704,1056,213455
2005:Q2,10458092,1196293,9261799,9054838,206961,2491,4681,268116,1143749,13964,1602672,2367209,1893457,1062312,727686,112500,-9041,473752,1774293,-75618,611933,-11412,-30991,451327,-83566,319105,96979,118808,43428,34312,9116,0,-22108,-72955,169273,9616,637035,9872,54893,1300540,9064,1272932,1117954,112290,30900,3848,7940,15704,2840,-764537
2005:Q3,10621855,1225480,9396375,9229144,167231,-1569,4689,267456,1169902,-116417,1714748,1502195,1937331,1075285,756057,114916,-8927,-435136,845432,-54390,620674,8140,66488,-724586,-209573,-355733,132779,-292058,-36814,-41886,5072,0,64372,-119857,309462,41916,534159,9872,125996,1280568,23896,1243924,1113602,96954,3340,22088,7940,15704,-2956,212553
2005:Q4,10811909,1255774,9556135,9322891,233244,126,4640,223821,1189297,745,1641103,2173824,1916870,1040679,769316,115891,-9016,256954,1462720,-175386,217036,-10948,136773,699545,18808,272193,101983,306561,7492,8348,-856,0,-266608,-84220,208861,14372,624406,9872,81524,1205766,13408,1174094,1140252,78934,23352,-76384,7940,15704,2560,-532721
2006:Q1,11104338,1320481,9783857,9473987,309870,-2797,4648,254432,1204675,20182,1741350,1914184,1964739,1078456,775467,120370,-9554,-50555,1375855,35844,718281,16128,91456,142601,188872,-1220,-41217,-3833,83504,101036,-11720,-5812,-703735,-27657,241206,99464,638687,8104,31971,1426410,8372,1400914,1171152,78986,50244,82876,17656,16328,796,-172834
2006:Q2,11257803,1351258,9906545,9612779,293766,-237,4590,237853,1223160,15235,1734717,1832068,1931144,1073897,743010,124032,-9795,-99076,1416132,42884,504460,19148,223148,-52446,-136694,-394855,154977,324126,128437,143237,-20248,5448,-57901,-48548,-10042,20012,612239,8104,26638,1515208,33968,1464188,1241819,114821,43096,46796,17656,16328,724,-97351
2006:Q3,11350946,1358615,9992331,9750434,241897,-1825,4560,237569,1239090,15727,1696444,1377596,1903489,1084440,702636,126691,-10278,-525893,632793,-14634,475758,-3668,255741,-543914,-150758,-30939,88777,-450993,-49702,-40838,-27200,18336,-239924,-44465,159402,65460,541987,8104,22648,1158686,528,1141602,929010,124000,29788,41148,17656,16328,228,318848
2006:Q4,11494898,1397497,10097401,9839134,258267,-436,4591,234926,1254745,15731,1727180,1836329,1882612,1092747,671854,129013,-11002,-46283,1033753,-181290,176109,-7212,246080,-154175,-196600,-117106,54207,105323,22293,34861,-18548,5980,-5148,-66812,423762,76996,486336,8104,8711,1080036,22216,1040836,645875,162621,81596,133088,17656,16328,656,-109149
2007:Q1,11734242,1466544,10267698,9988204,279494,-293,4685,240316,1266551,3214,1778169,2163232,1865826,1104724,640658,131119,-10675,297406,1143408,248068,692692,14352,301147,-508580,-176515,98589,56074,-486729,97764,102008,-16092,11848,-644263,-66327,390767,43316,520635,9896,43941,846001,10352,816641,731255,110870,-37476,-956,12948,16864,2144,-385063
2007:Q2,11902014,1495933,10406081,10109801,296280,-160,4707,235987,1279687,5304,1801783,839381,1843314,1110974,609805,133767,-11232,-1003933,265049,-240088,487171,25580,311791,-296200,-102931,58764,141426,-393460,223739,242599,-18704,-156,-1073109,-67235,166696,66980,619884,9896,29944,1268983,29368,1222631,872336,138751,1796,196800,12948,16864,120,962403
2007:Q3,11981417,1498852,10482565,10232732,249833,-1404,4723,231067,1293113,4621,1763265,3666135,1810533,1116753,567138,138127,-11485,1855602,2707467,-298743,498833,19656,835344,1377359,-248323,856563,13188,755932,86918,84730,-13696,15884,-543648,-69625,182363,25816,514032,9896,69266,851865,6772,826365,751020,181309,61304,-180216,12948,16864,1864,-1902870
2007:Q4,12110797,1508627,10602170,10374082,228088,116,4748,225953,1303400,15789,1737020,3463749,1768290,1120257,516527,142941,-11435,1695459,2496654,-101349,445403,11516,559234,1321860,263429,587644,-20313,491100,468648,477004,-11564,3208,-1198484,-93991,414803,57288,580232,9896,21597,801194,44336,739994,479581,169925,27500,50040,12948,16864,0,-1726729
2008:Q1,12269131,1535137,10733994,10433258,300736,-3793,4783,189614,1307674,14179,1775269,2595413,1693104,1087970,469970,146315,-11151,902309,1685807,227138,588442,-14628,976979,-161922,149770,-54333,-113389,-143969,480851,475507,-9220,14564,-717286,-408839,30980,41728,556535,7504,78324,783498,11836,741090,364198,144508,21984,201668,8732,25228,5344,-820144
2008:Q2,12614301,1552464,11061837,10549446,512391,-713,4794,164103,1317904,17244,1971647,2002703,1657193,1073086,444512,150460,-10865,345510,300895,137310,-223954,-22228,-233229,862460,272076,353064,147340,89979,-21384,-49308,27520,404,-812215,-360507,291406,57680,574559,7504,43493,-44615,41880,-113291,111377,67224,-71660,-228964,8732,25228,1568,-31056
2008:Q3,12461943,1497496,10964447,10578127,386320,-1860,4841,118511,1321553,-23503,1843186,2705291,1592905,1033557,416394,153602,-10648,1112386,1701065,140086,573165,-31928,-35739,1450673,404530,572039,-20998,495101,26401,-18939,32992,12348,-753267,-356787,-183235,85656,689788,7504,88749,588679,-10332,574507,47469,-20082,130488,407900,8732,25228,-724,-862105
2008:Q4,12357344,1444905,10912439,10305993,606446,-1242,4898,28892,1324966,22072,1932092,3684882,1462961,950715,369658,153090,-10502,2221921,1195328,736470,-29713,-2536,854489,2056533,825959,537594,100707,592273,-1011285,-1019801,10288,-1772,-1241593,-365228,-468870,106092,534850,7504,18614,-1026593,-4840,-1053481,-164140,-54401,-6076,-837596,8732,25228,6500,-1752790
2009:Q1,12032785,1202365,10830420,10214012,616408,-615,4910,27179,1322514,15915,1944661,2325955,1419717,949520,329785,150948,-10536,906238,912019,-45600,-215828,-17508,81348,755187,436293,-662581,223974,757501,-267766,-292750,19164,5820,285792,-77421,-121494,72028,444405,-808,19686,5782,2564,-34710,210502,-83844,-55956,-95620,-9792,39900,-1972,-381294
2009:Q2,12077329,1131102,10946227,10203066,743161,-2455,4972,19326,1318061,14106,2059015,1600695,1384637,940275,305061,149742,-10441,216058,352919,240585,-102334,288,-379532,-1526769,-134956,-1467202,135032,-59643,39620,32444,18592,-11416,933408,-57454,565085,11664,603389,-808,25776,136861,14176,89401,131799,-148610,59204,56800,-9792,39900,-6616,458320
2009:Q3,12023565,1135304,10888261,10335733,552528,-3285,4980,56817,1316635,-90193,2007908,1909249,1435304,978468,318179,148986,-10329,473945,571265,-19958,35602,1712,-659469,-60177,718565,-354829,125915,-549829,45336,30832,17452,-2948,21957,-58006,658459,8056,544071,-808,54490,97320,7104,51844,-19296,-59524,71084,69372,-9792,39900,-1528,98659
2009:Q4,12129048,1140741,10988307,10400652,587655,1127,4973,39051,1317367,-52224,1992451,2513749,1416027,958709,322096,145421,-10199,1097722,1247347,23305,736391,-13164,-626959,178583,490606,-281080,209422,-240365,13662,12770,17924,-17032,-155409,-36778,447871,46696,612975,-808,20980,149625,6060,113085,58336,-86311,44592,106260,-9792,39900,-9420,-521297
2010:Q1,12288740,1191796,11096944,10495098,601846,-3543,4977,36426,1313730,-55737,1999219,2204450,1399252,952658,314781,141968,-10155,805198,497119,-456349,175458,-17008,-658281,329460,81536,-64405,103795,208534,15587,-5005,12968,7624,-12124,201454,279606,4760,662817,6064,-34325,-308079,3772,-294079,-300472,-88259,115368,-21728,1012,-27780,10008,-205231
2010:Q2,12512040,1213243,11298797,10596058,702739,-1477,4953,57820,1311440,-10206,2075775,2770312,1435590,973945,330365,141298,-10018,1334722,1267819,253468,-111503,11476,-305737,744584,921727,-92266,52540,-137417,39372,39532,6572,-6732,-343892,158906,179332,5772,636399,6064,-6422,-66903,-8840,-33867,-50349,-72542,34004,54008,1012,-27780,3584,-694537
2010:Q3,12638296,1256304,11381992,10685261,696731,-3879,4904,67937,1309712,3494,2062103,2413036,1416232,981896,301756,142473,-9893,996804,719788,-45309,421083,10136,-74730,-927121,14376,127553,-8997,-1060053,15287,28991,8112,-21816,-9349,168848,374896,55792,706241,6064,17949,-277016,-10516,-227120,-219111,14711,-54220,30488,1012,-27780,-11600,-350933
2010:Q4,12787436,1289139,11498297,10813914,684383,-2005,4857,92554,1311809,-19202,2101086,3210023,1450377,1006170,308544,145443,-9780,1759646,1805541,258541,77345,13584,-252883,547921,20430,15046,201961,310484,80230,110186,-6068,-23888,3689,188667,216530,3056,686059,6064,-23262,45895,8512,56551,-54759,33478,9676,67144,1012,-27780,8612,-1108937
