1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,215091,71960,65818,-9812,301148,23991,-12,392652,270748,404084,373807,30504,-227,-133336,134813,42328,13508,4868,-4424,-2396,51440,6992,24156,4184,16108,0,4484,1760,2724,-3251,8376,28623,16,2272,99876,-110907,268149,245645,33528,9264,8084,16180,85074,46380,17738,20956,-2508,49276,-5624,85899,572,76685,8642,22504,11744,10760,121904,35423
1984:Q1,238708,82220,66764,-6592,309401,22309,-20,414862,359641,451915,384632,64818,2465,-92274,359872,66472,-10056,4592,1424,3516,49016,2528,31828,-6556,21216,0,2520,11772,-9252,-6700,12852,22072,4,3276,106184,104700,452146,504926,58092,15572,8000,34520,119756,76236,48648,-5128,1276,65848,13188,246766,-1528,63842,184452,-52780,-62972,10192,55221,59362
1984:Q2,237067,81080,67189,-9808,318891,22349,-4,420234,409652,470880,403764,61260,5856,-61228,342101,-17384,-6600,3848,7236,7160,-8296,-5808,-3276,2972,-2184,0,19292,11776,7516,-7112,12368,23400,8,2840,94320,211021,403329,493081,74152,29848,8876,35428,159931,91032,39835,29064,15880,68448,-4476,179146,-1480,87777,92849,-89752,-104928,15176,10582,72995
1984:Q3,216396,70544,68006,288,329617,24334,-4,432089,565454,482581,416571,62086,3924,82873,308722,2616,-18712,-16340,7816,-7956,-20560,1360,-14168,1696,-9448,0,28812,11900,16912,-4664,13412,19404,8,1972,44176,258738,225849,288829,96708,30412,9456,56840,95951,27212,50839,17900,3156,23720,-1464,70758,3720,-60047,127085,-62980,-71572,8592,-133365,74826
1984:Q4,215717,69916,66857,196,341580,21021,-4,441745,598932,469637,426211,41380,2046,129295,90805,796,31968,3464,3160,-36,16736,-7864,10908,6416,7276,0,8660,11784,-3124,8848,13504,15652,-12,3300,25728,-40963,-38490,21794,139160,11028,55836,72296,93416,42560,45592,5264,4096,-19288,6836,-202426,2896,-69410,-135912,-60284,-75940,15656,-157187,48913
1985:Q1,206675,71352,68187,552,354779,19691,0,442158,345131,437557,429716,8511,-670,-92426,256776,-33380,15704,-2864,-968,16648,-48140,-1524,-25244,-4544,-16828,0,-4066,5688,-9754,-3664,-5948,15552,16,4244,80602,223040,349202,421762,96960,15452,6800,74708,63719,60080,5850,-2210,5316,43196,-4544,217115,3392,202,213521,-72560,-86808,14248,97027,15090
1985:Q2,199336,67928,76025,344,364138,30879,-16,450760,383800,452997,436417,16893,-313,-69197,127062,26476,-24968,-2692,-4580,-15424,80580,-520,50296,-2724,33528,0,11886,5824,6062,-12224,-6316,25176,-28,4708,33070,11398,196259,256931,120680,13412,18000,89268,38920,17140,11247,10533,6772,48892,-10960,52627,3828,-31869,80668,-60672,-69968,9296,66960,33116
1985:Q3,210977,73844,70696,7168,369657,19968,0,463230,364554,445020,431273,9751,3996,-80466,210311,37836,7520,2476,-1048,2276,-45052,272,-27268,124,-18180,0,26334,5904,20430,2456,-5996,9132,-32,6016,9290,159103,290777,357253,107448,8796,21600,77052,55983,49712,17970,-11699,3896,-824,9512,181238,-692,39593,142337,-66476,-76972,10496,98676,1758
1985:Q4,203194,71208,73116,-7980,371334,26566,0,448790,454226,463883,436465,27692,-274,-9657,316119,61132,2452,14036,412,-5680,41244,4716,20756,1936,13836,0,10082,10312,-230,-124,-6956,20952,-28,-300,57918,120979,325776,409232,159180,20732,44000,94448,98505,38108,37513,22884,1048,80644,-6640,76495,16648,-86772,146619,-83456,-102528,19072,-5436,41659
1986:Q1,166407,73200,70746,19736,369171,22455,0,433823,452611,462025,436062,26662,-699,-9414,-40579,-25792,21824,6844,3361,-100,-46092,3728,-30252,600,-20168,0,-8505,-6280,-2225,13652,19816,13952,-64,3632,-92063,48956,-31165,28907,118412,-13816,-12000,144228,60731,44824,3173,12733,6716,-84712,-1880,-70360,0,23647,-94007,-60072,-59664,-408,-18788,50657
1986:Q2,163917,71864,75956,13924,368898,22220,0,421139,446447,452304,427690,17950,6664,-5857,95476,-15064,22680,4480,5679,-1796,39748,-9496,28704,1404,19136,0,215,-6200,6415,-2472,20808,17532,12,4680,7621,-8647,101333,176049,130296,-15404,-13088,158788,91662,33416,42119,16127,6356,4956,3040,-60261,0,28081,-88342,-74716,-87068,12352,-25308,53385
1986:Q3,166461,74456,70911,5436,370514,16418,0,413462,409487,419027,423758,-3939,-792,-9540,356172,-30408,47164,-3000,5258,3368,-6536,228,-7016,4928,-4676,0,4887,-6708,11595,112,19188,16228,-52,4236,54921,240806,365712,424940,135256,24936,-4944,115264,107267,26304,59081,21882,4592,41028,5072,131725,20,31204,100501,-59228,-84672,25444,3975,21983
1986:Q4,184673,85432,73805,-10852,374022,18457,0,407063,352657,421952,428732,-10571,3791,-69295,149976,64400,-26752,4388,105,5324,-144,4320,5456,-13560,3640,0,-5985,-8248,2263,1652,20088,15932,-56,2480,38097,30447,219271,273999,62600,-33084,-9572,105256,216848,159568,43494,13786,19940,32000,8868,-66257,120,40231,-106608,-54728,-107220,52492,54406,33346
1987:Q1,196056,85636,74886,-13876,379419,24209,0,425286,458127,446396,414020,33267,-891,11731,248156,30320,-17648,-9500,-280,1932,-6108,11704,-10480,-344,-6988,0,5852,1860,3992,4716,5760,20708,-68,-1268,91232,122508,236425,254601,100020,-4124,2448,101696,-13479,-39636,864,25293,23104,49092,-4204,100068,1200,-49715,148583,-18176,-42876,24700,-32841,45319
1987:Q2,221673,96356,73657,-19172,384934,28504,0,445926,379075,445332,421002,25059,-729,-66257,133503,11924,2696,-3720,826,-96,-33716,-3504,-19884,2928,-13256,0,11392,1312,10080,140,6004,22476,-28,-5552,11396,109761,199760,251304,78400,4920,-5000,78480,92760,2604,46126,44030,7388,5928,19688,47140,1800,38016,7324,-51544,-76164,24620,66851,27910
1987:Q3,237525,99482,74778,-15724,390566,25947,0,464054,398915,435297,430968,4437,-108,-36382,161306,11672,-5236,-3260,758,276,12376,19344,-4252,120,-2836,0,14512,2120,12392,732,6356,27196,-40,-2148,56256,41856,197688,232404,97320,8032,372,88916,115897,36396,38866,40634,43452,55728,1260,-81253,2600,26308,-110161,-34716,-70172,35456,65139,-2810
1987:Q4,234658,95445,81682,-16184,396316,36258,0,473921,421738,495427,432783,62851,-207,-73689,392651,-15304,21840,4724,1989,-8956,-9132,-8372,476,-1552,316,0,3984,2404,1580,4256,4880,38464,12,-1752,96556,251090,466340,545752,63572,-2432,-1476,67480,160631,20124,60404,80103,18076,66792,3584,233097,432,136488,96177,-79412,-112712,33300,52183,57764
1988:Q1,250669,97980,71908,-18304,402184,15267,0,479928,383721,456663,437745,20003,-1085,-72942,309810,21392,-15884,8288,-1325,1184,-5524,-6604,-1884,4216,-1252,0,26352,17240,9112,6916,-74268,1604,-36,-4412,134872,210651,382752,431740,82476,-21596,548,103524,140723,41640,70667,28417,-12156,84240,-13044,149501,-2000,67656,83845,-48988,-100492,51504,96207,-7998
1988:Q2,260800,102652,78285,-25480,407602,22496,0,484481,431199,475664,449659,29349,-3344,-44465,163221,24764,-29168,28256,-5846,-2332,-16364,3612,-17756,9620,-11840,0,21940,16704,5236,-2780,-78460,4492,4,-3356,59152,162919,207686,283146,134364,7540,876,125948,87531,57284,24822,5425,12064,42376,8552,-1741,-2800,8518,-7459,-75460,-139152,63692,53282,13679
1988:Q3,265230,104602,93946,-26148,412570,33163,0,486267,475034,483094,454547,27099,1448,-8060,176234,-2844,17076,3500,-4406,2480,-500,1048,-476,-756,-316,0,25040,17744,7296,-592,-78004,26108,40,-1724,2488,187572,184294,220574,117052,17188,-200,100064,104485,19188,46635,38662,16168,-9552,-13104,5525,-5000,16226,-5701,-36280,-83060,46780,11233,29990
1988:Q4,281178,110577,84522,-18764,417088,20320,0,504723,527471,500381,465150,35333,-102,27090,756047,3704,13296,-18876,-1586,5144,4904,-3328,4688,416,3128,0,23624,18352,5272,11248,-79672,332,20,-1444,165768,629585,728957,846701,132604,44500,-484,88588,121130,33612,43694,43824,24520,97896,3616,466935,4848,-1779,463866,-117744,-194500,76756,-22748,15978
1989:Q1,270909,112683,105165,-33740,421155,38062,0,478538,519435,513824,475646,39318,-1140,5612,596925,19931,-31576,-11728,-1762,-4948,76460,8404,36828,6680,24548,0,-26061,-14116,-11945,17389,-4536,27700,-116,-1440,117657,419954,591313,752961,74661,15704,-1639,60596,116590,22127,71715,22748,49870,106315,2407,403119,6736,25781,370602,-161648,-172376,10728,-40897,73348
1989:Q2,249493,101884,105349,-18892,424943,31115,0,479426,400962,515136,483006,31636,494,-114173,50676,4909,25368,-6036,3696,-880,20743,5979,10304,-2408,6868,0,-18157,-13844,-4313,-421,-4892,4720,-132,-1440,17201,5997,164849,240441,125132,42244,-3548,86436,112776,43986,61043,7746,14569,2330,-3361,-11005,7436,19729,-38170,-75592,-98116,22524,78464,66825
1989:Q3,229645,94440,109028,-432,428451,32426,-2825,489447,380171,514114,500269,14216,-371,-133943,17501,4185,-30072,-12484,1609,-4300,24125,-7259,20092,-2104,13396,0,-11791,-14172,2381,1710,-5372,11120,-16,-1440,-15009,55237,151444,241408,85854,23056,-1182,63980,29696,24311,-1189,6574,1245,-29218,-16164,169995,7596,26084,136315,-89964,-145884,55920,109276,57093
1989:Q4,225882,95825,101904,-12328,431678,25372,-1910,474785,310471,525065,505682,19737,-354,-214594,-1275,5055,29628,2852,-1242,1336,50060,-4552,26772,10424,17416,0,12649,-13516,26165,26026,-5436,16024,4,-1440,48455,-185245,213319,211515,94825,4740,2693,87392,30808,-360,64516,-33348,13264,7793,-7210,72035,7304,7787,56944,1804,-79540,81344,164314,75652
1990:Q1,228110,94538,119708,-3572,434625,43002,0,487919,456711,530365,519719,11593,-947,-73655,150554,19389,-43052,3856,7688,-2988,-74614,-6034,-29228,-8496,-30856,0,-1660,-1768,108,3278,6048,44756,-16,-988,5424,183433,224209,263737,67846,41884,-786,26748,125847,-20949,78973,67824,10550,82013,273,-22792,6896,65209,-94897,-39528,-68968,29440,31208,85448
1990:Q2,238672,99308,115947,2020,437812,40763,0,504012,444662,556397,523289,33174,-66,-111735,-60946,-8102,4312,-472,9557,-944,-3729,-77,6268,-7016,-2904,0,-5974,-1688,-4286,-4604,6372,23016,-12,-988,38914,-118291,50789,76629,63301,-3956,-55,67312,89483,8961,68460,12063,10852,4015,-463,-90559,5056,18045,-113660,-25840,-48228,22388,59350,93148
1990:Q3,249782,102020,117565,-30196,441238,38712,0,479951,460468,552055,534891,17186,-22,-91587,347084,-30523,5776,-4168,12824,3968,-36370,1994,-36304,-9624,7564,0,4549,-1684,6233,18322,5448,39108,-8,-988,76403,252743,438671,432895,52725,26388,-759,27096,52949,-15971,51227,17693,3644,79601,1512,242464,5496,63883,173085,5776,-74912,80688,19483,110816
1990:Q4,236825,97946,119976,-19820,444904,57252,0,501239,346398,513212,530031,-15238,-1581,-166814,68929,40204,8780,832,10351,-2620,3501,2297,4132,1596,-4524,0,8389,-2804,11193,-30592,5876,49292,4,-984,-3997,-20108,235743,226863,42276,-25356,252,67380,40301,-12937,49040,4197,9123,-51993,-1270,188426,6756,66923,114747,8880,-60824,69704,154841,69225
1991:Q1,225549,95428,120257,11436,448810,51434,0,521544,400945,511260,527679,-14679,-1740,-110315,49321,-77440,13600,2528,8268,-3252,-4061,6939,-12588,-1648,3236,0,-7375,5644,-13019,16770,6256,24608,-8,2408,-110749,177766,159636,117764,53725,-25188,753,78160,-108024,-38349,-95293,25619,-21162,-30965,-32825,257015,10736,23396,222883,41872,-4664,46536,120599,41150
1991:Q2,231166,87416,126333,8600,452555,45758,0,524330,522864,508107,526250,-16405,-1738,14758,94597,22290,13320,-11000,4281,424,13380,4256,896,8328,-100,0,-3191,6056,-9247,-18904,6192,40768,20,2408,15659,8950,79839,87679,87066,-10220,1718,95568,-87137,-59058,-27566,-513,25046,30095,-10615,43225,13856,16243,13126,-7840,12444,-20284,1466,29535
1991:Q3,237625,85423,125889,1376,456142,38512,0,522343,460699,531271,522837,10158,-1724,-70572,188436,35999,10996,3916,4681,820,65425,-2883,29980,-6420,44748,0,9173,5908,3265,-4223,6468,35432,20,2408,26207,-8886,259008,245792,45024,-34320,-820,80164,-102756,-37205,-38074,-27477,-17004,61299,6394,252835,12936,2624,237275,13216,19232,-6016,61644,47440
1991:Q4,235311,86125,129491,-1704,459570,48198,0,525759,315580,544431,522342,23835,-1746,-228850,-124813,40462,-25848,11428,6778,-60,39696,-4876,4820,7048,32704,0,8057,5668,2389,-487,6956,58360,32,2412,45687,-318286,104037,54465,50661,-3772,-6327,60760,-150097,-52572,-67846,-29679,-13307,31991,-593,135810,10760,52817,72233,49572,48716,856,210179,66870
1992:Q1,240671,88687,127754,2216,462838,41270,0,530554,-50492,516181,524578,-6642,-1755,-566673,575391,-3421,-13656,-5828,15146,6364,-35518,5002,-5660,11040,-45984,84,-14603,744,-15347,25228,-31624,28108,-16,5036,15775,584399,1142064,1068168,98916,16000,2880,80036,-79819,-39207,-18682,-21929,-7442,29302,-522,1027734,9640,152784,865310,73896,47276,26620,581046,26897
1992:Q2,262419,94986,132112,-10596,466639,40751,0,532115,469046,553415,541462,13717,-1764,-84370,-17078,10575,-3668,36,16249,2644,90802,-1354,62400,-580,30224,112,4838,2108,2730,1671,-31976,37056,-36,5036,77482,-227785,67292,24676,71605,-5048,2557,74096,-71186,-44937,361,-26611,8934,69910,8266,-62852,9504,-7616,-64740,42616,35968,6648,63069,62051
1992:Q3,250892,94451,133777,-3352,470974,36375,-27820,554481,411623,563862,550740,14862,-1740,-152239,22945,-1768,5448,2608,16202,-2712,-17684,4060,-21276,2940,-3576,168,12167,352,11815,-4744,-32732,36128,28,5036,4609,360,175184,165136,63545,-2472,4357,61660,-21159,-11526,26739,-36372,-5748,33150,9816,85533,9880,93352,-17699,10048,13352,-3304,142858,45756
1992:Q4,274245,99593,143422,448,475844,39786,0,547308,441043,582700,566500,17921,-1721,-141657,10521,-28682,5516,608,12464,7452,58893,1689,33188,492,23316,208,13670,1856,11814,1997,-34136,34388,8,5036,12382,-79075,152178,138666,88827,26036,7411,55380,-91793,-35117,16839,-73515,7088,1246,8248,125050,10648,31042,83360,13512,19380,-5868,106265,75178
1993:Q1,274817,97405,144926,-6088,481245,57291,-1919,566853,617814,604159,567234,38686,-1761,13656,367997,30595,24516,-9208,-5731,-4608,-42443,7069,-70584,26328,-5276,20,-29803,-8056,-21747,13026,46220,51560,16,6804,135899,151154,354341,321997,228203,-9346,5801,231748,-123714,-31226,-54865,-37623,14595,54357,-2642,151198,10616,-76503,217085,32344,14632,17712,-50961,94597
1993:Q2,307554,110957,145600,-6324,487893,45058,0,577624,583930,605856,580653,26892,-1689,-21926,289568,38084,13168,712,-841,-3336,22300,6548,19548,-14188,10348,44,3287,-8004,11291,27145,46100,27232,20,6804,40993,67900,311494,280726,214773,27950,4551,182272,-64717,-5113,-22657,-36946,21383,8032,9841,91413,11416,55706,24291,30768,31312,-544,-6306,73290
1993:Q3,304733,100948,148754,404,495787,49139,-492,600853,630716,600578,585276,16951,-1649,30139,271545,-16656,-17128,6444,-2743,-4432,75192,-4448,20992,22416,36276,-44,9486,-7920,17406,-10174,46960,66344,12,6804,35594,75842,241406,230686,194497,11562,8123,174812,-24989,-5179,-13662,-6148,18555,24040,7670,10913,12416,31538,-33041,10720,47768,-37048,-29863,48864
1993:Q4,349287,122854,157446,-4076,504927,42673,0,612511,619955,622278,606851,17132,-1705,-2322,369719,25364,43408,-3104,-821,2172,-15037,299,-16956,7340,-5768,48,12665,-8040,20705,41936,47732,14584,12,6800,-9773,203780,372041,301981,157951,9882,7841,140228,-40829,11630,-17986,-34472,20967,59335,6654,97903,14812,-4135,87226,70060,44308,25752,-7444,52440
1994:Q1,361027,117070,151882,-8256,515313,33344,-13032,645508,592665,643798,616671,28645,-1518,-51133,265822,44565,-18688,4912,2822,292,42316,4528,34792,13420,-10592,168,-10731,6336,-17067,51277,-30700,52792,16,2084,97271,27593,316955,283191,167990,13600,10486,143904,55875,15823,50151,-10098,-3255,55323,-13421,20678,13336,109739,-102397,33764,3768,29996,52843,31634
1994:Q2,384884,124673,159726,-10176,525385,36692,0,652386,678660,687612,626132,62164,-684,-8952,202871,16051,11908,1400,9100,-260,-9721,6075,-17540,9948,-8364,160,21449,5808,15641,2263,-30596,55868,16,2084,90219,33090,211823,186095,102278,6656,8954,86668,83195,51545,17973,13677,2676,95882,9215,-107152,12368,-57037,-62483,25728,13284,12444,-26274,71918
1994:Q3,408162,137969,156279,-15676,535140,29524,0,662902,710427,678778,640823,41020,-3065,31649,154404,-6431,964,-13768,8546,728,-11573,-2549,30568,-40004,264,148,21226,5196,16030,8529,-31864,56824,28,2084,20574,98537,122755,109735,86526,27040,3430,56056,110221,61737,24089,24395,9350,49078,-557,-144883,11544,-66401,-90026,13020,-37872,50892,-47525,45400
1994:Q4,437388,149712,164018,-15636,544581,35834,0,688437,919491,738440,672268,67751,-1579,181051,488720,-24197,23364,12104,9120,-2072,-3558,-10394,-39896,19900,26684,148,26625,3660,22965,-1841,-31628,88312,-12,2084,79659,310759,307669,359249,113538,38340,4430,70768,87125,70170,32276,-15322,19453,108805,3123,27207,9508,-66559,84258,-51580,-114292,62712,-231054,85837
1995:Q1,441332,141058,167248,-32536,553706,46643,0,700839,620590,763152,702528,62196,-1572,-142562,165987,-57323,-56656,-7256,13347,6116,-55876,15020,-38200,4668,-37336,-28,-5031,1140,-6171,4276,-2640,66552,-4,4648,46655,209179,308549,302305,52335,2961,922,48452,184008,122349,46607,15052,-10890,67030,2677,7145,5428,30601,-28884,6244,-43204,49448,80249,108956
1995:Q2,444383,136361,169709,-28208,563034,51605,0,724744,645197,760784,717183,43091,510,-115587,280636,-3133,38488,2416,37803,21248,104824,1092,26768,13056,63952,-44,14396,1620,12776,2626,-2872,53332,4,4648,2940,3917,396223,395059,136212,32761,3307,100144,127946,85638,37568,4740,8142,55456,-3415,70718,5436,56643,8639,1164,-45060,46224,79547,87645
1995:Q3,462168,142808,185098,-9832,572564,52814,0,749808,648691,781423,727127,27724,26572,-132733,379859,6959,5640,5608,21846,-20992,-124559,-923,-17260,-14092,-92296,12,-1064,1248,-2312,4240,-3080,75324,4,4648,147328,257957,512592,526272,59475,18937,1962,38576,80020,49119,13463,17437,5527,106394,-7324,282179,5428,122308,154443,-13680,-70192,56512,101117,84429
1995:Q4,460198,141064,190044,-2560,582296,59553,-1776,770155,664284,759105,739893,20979,-1767,-94821,563123,63753,25804,6188,26045,-5324,40771,-9925,53804,10552,-13996,336,-10177,364,-10541,5914,-3244,149024,24,4648,114933,144764,657944,634776,96567,17793,6086,72688,45373,48414,17974,-21015,-7315,94991,8038,397123,5436,95004,296683,23168,-48648,71816,105871,48503
1996:Q1,475537,145858,186950,2136,592230,55822,0,792917,809485,758409,753163,5504,-258,51076,530725,-106290,-15356,11936,21714,-48,-34576,9292,1032,-10272,-35084,456,-7643,-5240,-2403,-7012,26628,95344,0,8728,85443,451856,479649,534645,116425,25793,624,90008,61324,47512,-7153,20965,30399,36612,6255,283629,5428,82841,195360,-54996,-68624,13628,-16568,21314
1996:Q2,489061,154159,191379,-1652,602393,47567,0,791831,635728,788306,770430,18563,-687,-152578,343645,21294,31932,-2172,14942,7576,62160,16964,23000,8108,13684,404,-31598,-4672,-26926,1054,27664,49764,16,8728,88926,63358,496223,418251,122904,9037,8243,105624,115189,42627,49183,23379,12465,112051,10896,44745,5428,72471,-33154,77972,-23760,101732,156103,44042
1996:Q3,488195,153990,202059,4692,612784,50981,0,800603,819246,828378,794657,33427,294,-9132,411236,25553,36608,4312,15325,1408,-15255,7385,-43848,12184,8664,360,-25498,-4508,-20990,14806,28352,62140,8,8728,93974,160775,420368,459300,48889,-14515,-1700,65104,132747,70550,44790,17407,3364,-82275,-2385,358960,5432,92292,261236,-38932,-74924,35992,-18643,78756
1996:Q4,502885,157705,209810,7108,623404,62041,0,827923,614277,854969,812061,28588,14320,-240692,285976,64331,66744,29144,18651,-3080,-8745,11927,-20196,10216,-10344,-348,18235,-2820,21055,24060,30556,67020,-236,10164,84145,-115013,526668,452876,78535,-24099,5206,97428,18368,24802,-17447,11013,2743,131664,23485,198080,5424,80136,112520,73792,-11996,85788,213646,89087
1997:Q1,504405,153886,207951,18516,634253,49987,0,845324,791622,880918,834631,45922,365,-89296,300783,17265,12968,3040,22436,-688,-13450,-3626,29240,-36832,-2624,392,4688,26760,-22072,4053,79296,99028,4,1728,110404,-39988,390079,395863,124631,7017,2970,114644,104647,92917,-12322,24052,38050,-10227,20976,117786,9700,88947,19139,-5784,-66720,60936,53702,85581
1997:Q2,514245,157763,210185,15696,645002,53938,0,860933,510999,958369,851504,80122,26743,-447369,-105038,-45263,53636,17976,27620,-1932,-65122,-2598,-56908,-29796,23604,576,16288,27736,-11448,4070,92704,76592,32,1728,103772,-387140,342331,313575,173087,20541,4414,148132,126377,64356,22607,39414,25424,66773,1767,-79853,5796,104051,-189700,28756,-84864,113620,349934,151374
1997:Q3,548641,170241,216979,15108,655650,52156,0,884335,756276,942304,883778,55362,3164,-186028,341785,-1143,-18116,-844,27836,3020,-32871,5829,-13320,-13716,-11564,-100,27645,27360,285,1527,99212,72668,32,1728,34543,126549,527813,491253,243330,14701,6197,222432,174269,39406,66003,68861,1775,52481,12870,6527,5796,96621,-95890,36560,-77548,114108,128059,110125
1997:Q4,541126,163547,228670,7040,666199,55014,0,877162,693110,947286,878898,67216,1172,-254176,94147,-12951,90328,-40448,18936,2232,-46608,18840,-40008,-1692,-23964,216,88939,29048,59891,10846,101636,68308,-32,1728,103457,-292225,348323,401343,92292,12645,3023,76624,224345,60365,124804,39176,25108,151286,1755,-93442,12256,99107,-204805,-53020,-70024,17004,184052,125138
1998:Q1,483005,161347,237718,14420,676647,54394,0,829401,514954,990730,897857,91436,1437,-475776,389212,68548,162616,15904,34544,-3380,-16806,-2242,-19984,-2752,7292,880,-31419,-9744,-21675,23793,127624,151708,52,14576,83047,-241595,864988,837264,375995,51068,8403,316524,83050,59592,27372,-3913,15955,125928,12279,224056,17428,113544,93084,27724,-44580,72304,314447,215723
1998:Q2,487166,158616,243441,15368,687733,56167,0,844377,634786,962832,915337,38007,9488,-328046,509420,-15922,-8116,-26152,48547,-4904,-37789,-14773,-11304,-988,-10896,172,-10653,-11292,639,51965,131340,95096,72,14576,20365,250996,837466,827478,367802,3760,6150,357892,154580,136630,19429,-1480,20032,-3238,-19436,307739,18000,124026,165713,9988,-94488,104476,209591,174622
1998:Q3,500946,161837,239266,19092,699455,43956,0,862346,1315334,976478,922321,47424,6733,338855,757713,-33123,-5608,-8768,52096,3044,11362,4462,5072,5008,-2704,-476,-41367,-10852,-30515,-9733,117808,84008,44,14576,147563,425811,418858,619846,199218,85568,5174,108476,212718,124586,52583,35549,21402,33256,22301,130950,18188,92530,20232,-200988,-238188,37200,-452988,158088
1998:Q4,474497,152872,243708,14092,711816,57277,0,861102,848801,997737,946399,51727,-389,-148936,1317557,-81735,-36036,48532,36353,3824,47201,25705,13292,9284,-220,-860,17756,-13556,31312,23671,142388,96224,-64,14576,98328,906539,1466493,1664357,110565,-42956,3317,150204,284530,61288,141362,81880,41963,74482,4232,1148586,-2092,66761,1083917,-197864,-464084,266220,12301,193912
1999:Q1,482730,165375,224933,24188,724814,66684,0,908108,929291,1039113,968610,72258,-1755,-109822,968580,-11878,12188,22868,35866,2268,15029,18901,-2492,2860,-4056,-184,-36421,-24244,-12177,99953,453012,137988,-12,9848,156401,71470,1078402,1149066,280723,58321,6682,215720,195137,25546,105644,63948,62379,83914,-4136,531048,-12456,159150,384354,-70664,-50276,-20388,-21183,197689
1999:Q2,498843,164767,226499,3776,737765,72917,0,922035,907350,1022052,991364,31937,-1249,-114702,897110,52812,61448,-15568,29562,-5364,4241,26113,-7556,156,-14552,80,-14002,-26268,12266,55658,483416,117288,44,9848,174210,-56484,1011812,966840,246580,-2643,4183,245040,27412,32097,-47709,43025,34922,178190,22745,456990,-15864,117416,355438,44972,-321536,366508,14685,172934
1999:Q3,486025,164730,213080,-14504,750668,54320,-3512,902211,1305668,1060814,1015655,43824,1335,244854,1333034,3947,14832,4588,27795,10620,33126,-4738,352,4328,33308,-124,-48797,-26696,-22101,46853,451720,179060,20,9848,269729,329693,1088180,1106872,326417,49757,5972,270688,154968,68702,26519,59747,57102,227879,-4396,344903,-20148,91160,273891,-18692,-85736,67044,-403457,212923
1999:Q4,490619,170981,234157,-29276,763524,86195,0,905924,480324,1102417,1023380,80758,-1721,-622093,635082,73415,88688,-8120,47033,-1184,-31248,-7592,-7084,-116,-17684,1228,-16264,-25364,9100,22060,517416,140816,-32,9848,236300,-443647,1257175,1081563,144636,44037,3415,97184,112843,30503,27872,54468,56353,223913,13683,530136,-25012,104771,450377,175612,68460,107152,425600,282688
2000:Q1,483092,176114,243318,-25240,776333,87896,0,902649,736785,1098793,1071897,28322,-1426,-362008,1070417,-20538,-9872,17160,28604,8808,49955,15455,9844,11156,12908,592,-21951,2064,-24015,-34582,-166948,147904,-32,332,158175,913402,1432425,1115561,211665,29752,4729,177184,272394,53450,167570,51373,24888,258018,29392,319204,-8056,1981,325279,316864,196768,120096,165864,284040
2000:Q2,478718,175547,256607,-21048,785940,101177,0,912633,939714,1183649,1107889,77034,-1274,-243935,1494286,36493,61552,-24032,8295,-8208,46297,10909,8388,11536,15332,132,14894,1068,13826,-3351,-162048,183144,44,332,297846,1043028,1738221,1547173,240416,110448,-712,130680,198188,118452,41033,38702,39532,344115,-8782,733704,-27116,176021,584799,191048,-107400,298448,-27081,372193
2000:Q3,442665,153793,263552,-9084,792344,112057,0,920637,1058019,1174572,1122681,52533,-642,-116553,1504941,81272,62056,-62976,19729,-720,137,20849,-3348,3376,-20576,-164,21610,-1232,22842,25196,-160032,95168,36,332,334790,1088343,1621494,1462226,220005,56128,2609,161268,20117,16500,-17486,21102,145096,340519,-25068,761557,-21164,144206,638515,159268,46924,112344,-137382,365992
2000:Q4,400321,154887,241829,-11864,795546,109916,0,897203,1873650,1167031,1125004,43374,-1347,706618,1866575,42397,28128,40124,11896,-6236,-19669,-6569,-20144,-14040,20080,1004,10435,1612,8823,-32023,-147084,163972,20,332,335749,1438535,1159957,1201613,97302,-4024,-1182,102508,143682,15413,119906,8362,15564,310355,32298,602412,-20032,163093,459351,-41656,-279852,238196,-976447,379744
2001:Q1,381878,117521,241600,-18352,807759,100743,0,912907,1215984,1082730,1111886,-31635,2479,133254,915086,-225948,-71544,-28404,139566,-3420,-18180,15420,-7988,-4556,-21188,132,-31914,2060,-33974,16794,-209016,115172,-4,4304,-244342,1472022,781832,641080,214086,-199164,4530,408720,-124126,-73723,44504,-94907,97340,-129396,-1098,584274,-8920,196152,397042,140752,57256,83496,-303077,270566
