1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2014:Q2,1398629,295490,626506,-6496,1245316,196259,-6855,1918567,1485884,1846759,1762664,83335,760,-360875,617483,168349,-98324,76648,-9863,18068,-33983,-40103,5620,1920,-1372,-48,-9706,2652,-12358,-18138,37228,315367,-180,23784,157112,-8880,978358,892918,405858,57376,-14710,363192,53988,114080,-57573,-2519,50864,148631,3020,230557,-2868,41490,191935,85440,-165804,251244,432683,124451
2014:Q3,1477614,294294,600750,23408,1263953,205036,-4345,2079312,1785403,1899278,1803379,90604,5295,-113875,1059762,1960,-65304,-37556,21682,55368,-11975,-13639,3300,1148,-2420,-364,1147,72,1075,24363,37460,327353,-28,23784,77257,604251,1173637,1242677,232904,21728,2300,208876,280721,104714,172462,3545,160668,137712,73693,356978,-2864,43509,316333,-69040,-305016,235976,293909,25002
2014:Q4,1458505,292566,650495,43856,1285231,191720,-8114,2044365,549340,1885076,1806948,78270,-142,-1335736,720463,215077,39724,-23120,72718,35548,119431,119019,-1460,-48,-796,2716,-16200,9508,-25708,-40450,39104,443235,120,23784,44858,-233366,2056199,2022823,402835,-3648,15783,390700,295832,141104,87297,67431,2336,52863,-27097,1296054,-2864,45339,1253579,33376,-332468,365844,1495025,32431
2015:Q1,1349100,296006,670929,79336,1313030,207315,-3014,1984860,1367284,1957916,1810262,148223,-569,-590632,955131,118126,-82656,-107868,1165,-2116,-47724,-11868,-30104,-9708,1304,2652,44574,23976,20598,26058,-43024,241156,312,12004,-71329,866453,1545763,1269439,430719,-58802,23221,466300,291640,149717,83711,58212,135724,-45926,-278,457560,15160,66395,376005,276324,-483112,759436,617576,180371
2015:Q2,1366960,295876,662562,24252,1330924,181344,-4351,1949393,2030183,2051952,1802536,129262,120154,-21768,1845054,-105597,33264,46200,17979,16784,-6063,5025,-6520,-2760,1708,-3516,27886,24924,2962,-15225,-42924,257119,-136,12004,77089,1526674,1866822,1997474,645149,-50826,20119,675856,224072,136571,-29664,117165,50000,130537,20687,927029,15164,61758,850107,-130652,-408948,278296,-80790,283903
2015:Q3,1373487,287222,705061,58032,1344101,200672,-3693,1987702,2646254,1912528,1803297,109944,-713,733726,2055647,115332,23844,-14316,13323,27764,18934,22386,-4084,-1144,496,1280,29130,25680,3450,-134951,-39948,300764,20,12004,101643,1602103,1321921,1687381,468784,72694,16442,379648,25694,53477,-96286,68503,-30428,13353,-37238,1247216,15160,57121,1174935,-365460,-623104,257644,-658552,125498
2015:Q4,1230235,256689,696073,70024,1352366,198330,-1907,1900100,1184657,1881474,1791321,91138,-985,-696817,-282738,60531,69144,-36,43574,14204,49317,15685,25628,8400,500,-896,-9451,19920,-29371,81446,-42524,280173,120,12004,26289,-867528,414079,716407,234412,24954,-4214,213672,247712,101827,12317,133568,4764,-601,-67983,298102,15164,52495,230443,-302328,-509552,207224,715443,179704
2016:Q1,1317615,270266,746888,68656,1368526,227225,-1661,1966529,1765227,1856475,1796399,61178,-1102,-91248,384628,-3417,27888,-69932,-39021,-32276,36842,-1034,30864,10612,-2372,-1228,-21622,-27624,6002,-14000,64388,324730,364,-5760,115344,1100,475876,696104,590739,24868,15879,549992,187087,118626,93274,-24814,116736,96125,-39369,-255213,8824,54832,-318869,-220228,-498320,278092,201302,117171
2016:Q2,1324353,267356,747956,-29060,1375119,213287,-1634,1870021,2114102,1875282,1816069,27899,31314,238820,1671721,208655,-91520,52052,-125183,-9824,-17037,46315,-46000,-14748,-2700,96,-18770,-18328,-442,-39099,65612,299679,136,-5760,260675,1092105,1432901,1458697,370930,5580,33630,331720,-168041,-3722,-133362,-30957,91412,223740,-12875,953531,8820,55393,889318,-25796,-502192,476396,-244081,218548
2016:Q3,1304007,259446,691100,-2288,1385474,141846,-1587,1880080,1739887,1842858,1838409,4257,192,-102971,1189349,314745,50576,27088,-147381,184908,64995,44407,16576,5384,-2968,1596,-19410,-25376,5966,-15716,67780,217876,-224,-5760,104300,345573,1292320,1025952,213320,-142476,30184,325612,121828,-7313,45878,83264,-262492,182047,2036,769213,8828,56020,704365,266368,-432876,699244,140193,104624
2016:Q4,1287055,251169,732163,-16400,1399290,217680,15418,1888875,1410614,1908018,1856287,53082,-1351,-497403,595626,107897,82912,5712,-138472,-40052,-99844,-117152,15180,3932,-2752,948,-27132,-20028,-7104,-3393,69988,251163,108,-5760,315019,77478,1093029,1227193,95863,119092,10435,-33664,-232751,-161915,-94464,23628,45140,235012,17837,1066092,8824,56885,1000383,-134164,-333456,199292,478261,236823
2017:Q1,1363423,203122,762430,-48192,1430590,249900,-2330,2032499,2136974,1883836,1876270,8822,-1256,253138,246016,89685,-29208,-39696,57774,-35320,6623,19655,-10092,-3436,-2760,3256,15765,17520,-1755,16764,-85108,355041,508,7520,34756,-149088,-7122,-74366,516715,11404,5719,499592,-112175,-70315,55236,-97096,5832,-28236,39488,-495990,19168,-64038,-451120,67244,-320108,387352,-104475,101237
2017:Q2,1350438,209560,796626,-36008,1448311,239234,-1530,1997319,2063464,1922749,1899133,25156,-1540,140714,474831,67843,-38468,61092,52755,-107000,60374,44510,13340,4400,-2484,608,-8145,2028,-10173,-92171,-87292,325806,-284,7520,59235,173567,334117,312417,370017,32540,26725,310752,161375,-52064,231960,-18521,-20584,5539,-8445,-195485,19164,-66079,-148570,21700,-247132,268832,-66145,164664
2017:Q3,1336094,220138,710923,-45040,1465720,198288,-58994,2082995,2653509,1980168,1924389,50519,5260,673341,1754984,-186761,16436,501024,99640,-59516,-82250,-80942,44,-112,-3020,1780,7492,3516,3976,27814,-90748,310031,584,7520,275899,927818,1081643,1262595,366589,68816,-9279,307052,-7038,-34030,112652,-85661,-10672,110587,-25915,829045,19164,-68181,878062,-180952,-457868,276916,-570514,95461
2017:Q4,1168399,222440,808334,-61112,1719706,297217,866153,1227283,2127569,2018491,1979413,40876,-1798,109078,-160443,-148355,20336,-46568,64615,-1080,138518,-18434,117248,39096,-1652,2260,35479,35356,123,-82663,-96304,382754,296,7520,283538,-718529,-269521,-243357,219004,-9212,50600,177616,138563,-32671,72076,99158,-8760,237486,876636,-1706286,19168,-70297,-1655157,-26164,-286840,260676,-900286,1088425
2018:Q1,1262052,203113,-134475,-58388,1665297,-607179,-1277,2194421,2510296,2076344,2046028,32589,-2273,433952,1354200,312147,-5128,-22768,-65825,-34272,13606,24778,-11420,-4552,1808,2992,-7537,-6948,-589,332850,-39856,-596435,660,-8500,404287,1070971,920248,1187756,350923,84702,-8319,274540,53375,17389,-39954,75939,-62176,266595,-24106,603145,-34552,74308,563389,-267508,-451612,184104,-315875,-725257
2018:Q2,1366098,217627,253589,-87384,1680150,-317830,-1187,2171005,2482351,2082647,2083739,811,-1903,399704,704346,79564,-2308,45564,-34702,-57944,3863,29575,-24928,-8248,1920,5544,-24678,-3024,-21654,13313,-41024,-268002,-376,-8500,480887,518688,304642,1136962,49917,21530,2759,25628,151828,86415,-109211,174624,-176328,375584,-58300,794261,-34556,75190,753627,-832320,-919748,87428,-311346,-406189
2018:Q3,1338637,215720,668394,-38576,1701562,-27230,-5921,2096200,1207524,2183185,2095650,89801,-2266,-975660,769562,363408,35240,-357024,-80170,-13516,-11028,22876,-29224,-10520,1684,4156,9428,2368,7060,-15387,-43980,177412,-192,-8500,631398,82474,1745222,1674582,265658,-3754,-9096,278508,202505,2486,177644,22376,-7616,456210,27791,730034,-34556,76122,688468,70640,-268228,338868,888676,59755
2018:Q4,1305654,215317,342115,-19700,1729568,-343080,-16396,2131406,2075415,2186477,2095368,88756,2353,-111061,592185,248744,-4436,-106812,-26412,5844,82691,76367,3208,1500,1524,92,8828,-7332,16160,-3964,-37832,-178062,184,-8500,68620,543292,703246,1241562,7054,-143290,5156,145188,434928,318341,14942,101645,-45448,184379,9427,651222,-34556,77210,608568,-538316,-871552,333236,55991,-288010
2019:Q1,1219789,186863,641714,-11040,1762774,25695,-1050,2169691,1405857,2219830,2106325,110808,2697,-813973,1648677,-73874,68736,17712,93109,-6796,77715,38639,28284,9596,4292,-3096,3940,1336,2604,-298320,9644,85701,364,-9004,658077,1021673,2462650,2776250,490222,87811,15603,386808,438679,97952,175895,164831,-60128,268146,52562,1586768,-4576,75026,1516318,-313600,-611416,297816,763834,75834
2019:Q2,1223706,196899,611591,4536,1790086,11484,-1176,2222498,2652871,2212167,2132134,81765,-1732,440704,2592370,365722,30420,72644,118662,-2992,5674,38938,-30048,-9380,4376,1788,-31003,7976,-38979,6415,10008,96909,-68,-9004,639818,1289165,2151666,1927358,295434,-61641,6391,350684,262081,61933,100387,99761,-21388,244234,-113804,1260801,-4572,73922,1191451,224308,-30816,255124,-430373,1153
2019:Q3,1276438,193792,660291,21804,1810234,14066,-1303,2269762,3139487,2209646,2141446,69582,-1382,929841,2962259,704902,-79412,-56960,135144,-4480,109428,110908,-5008,-1056,4680,-96,16793,7784,9009,-171153,10128,-4157,-256,-9004,413850,1897436,2032418,2282822,441138,-10389,18527,433000,407731,-24391,143445,288677,22144,217663,32245,1161901,-4580,72778,1093703,-250404,-387544,137140,-869725,-46050
2019:Q4,1349817,209599,757573,-13140,1822105,128558,-46190,2366358,2413624,2152738,2128231,26719,-2212,260886,2422102,-434390,37452,65376,86390,9488,84587,33283,33608,10360,5804,1532,31291,6560,24731,61030,10992,250991,260,-9004,450394,1777246,2161216,2259744,41989,-23529,24042,41476,220394,-46858,92450,174802,30656,190445,-1079,1777339,-4576,71604,1710311,-98528,-331412,232884,-47266,-85062
2020:Q1,1265695,176024,704552,60008,1684761,26575,-938,2157401,2870391,2071256,2098175,-24942,-1977,799135,2281731,1535402,369488,-84604,519411,54116,151061,34157,90352,34276,-8516,792,13434,11104,2330,-121999,-109816,55449,260,7468,-539602,431662,1482596,1622632,770341,-21428,17397,774372,2269017,1874879,320744,73395,-60692,-472346,43960,-927649,-2740,-6652,-918257,-140036,-296900,156864,-712990,-59570
2020:Q2,1218585,181319,804118,50720,1691023,114618,57040,2032469,638729,1712707,1947144,-231872,-2565,-1073978,-923034,1060132,99120,126220,227208,17332,51170,-52134,81844,27968,-8412,1904,-40860,8800,-49660,83759,-131728,467550,-336,7468,-1057453,-1832615,150944,41556,1643373,-271256,21,1914608,252490,96606,144573,11310,-55128,-830308,159037,-1127907,-2740,-6332,-1118835,109388,-27836,137224,1393740,-205144
2020:Q3,1914648,248117,882715,-52060,1704644,171362,-835,2608597,3392854,2133127,2037545,88303,7279,1259727,853751,-319774,-20596,47500,-168480,-10256,-50826,42102,-64804,-20628,-8080,584,40667,26936,13731,-86306,-142892,248083,-8,7468,624355,684815,-405976,-637316,205754,-70608,17442,258920,-622514,-835133,177581,35038,-25752,384570,-198653,-380721,-2740,-6376,-371605,231340,86072,145268,-784257,-304108
2020:Q4,1769605,244565,939195,-139636,1730740,84748,-736,2262433,1583856,2177185,2109684,70054,-2553,-593328,-467517,-498095,-141288,-73000,-89976,33236,-2917,109015,-77700,-27068,-8760,1596,44212,10612,33600,-10546,-159592,216017,396,7468,424567,-217999,125811,-47325,164716,113980,-12068,62804,-406568,-531437,109488,15381,-124172,294556,26268,-2125,-2744,-6241,6860,173136,-40120,213256,678577,-500
2021:Q1,2098086,286371,1051975,-221912,1792424,77255,-6147,2413654,1919577,2134980,2155240,-36684,16424,-215403,1192592,305264,4788,111376,191287,-58424,-65718,-38698,-31512,-13732,11088,7136,21077,20936,141,25822,-92868,222942,536,17276,594340,-85106,1407995,976231,323501,-212435,10724,525212,172413,8538,192998,-29122,22356,350655,-44409,151716,-6504,124279,33941,431764,204944,226820,494077,-201419
2021:Q2,2441106,340034,1157534,-313144,1833381,31448,-6084,2501307,1736133,2075615,2216715,-138869,-2231,-339482,880692,-34444,43132,140772,78338,56488,124677,136925,-24384,-7764,11248,8652,-44595,6876,-51471,-17946,-100456,274563,-92,17276,717185,-374205,1220174,859394,347484,124213,15355,207916,-35597,-244743,183676,25470,-77852,316844,-44484,353000,-6512,119422,240090,360780,-40876,401656,765174,-394244
2021:Q3,2367600,345712,1184081,-285824,1876450,20653,-43400,2492486,3870060,2258738,2240786,2378,15574,1611322,2358597,543536,126656,-128500,3142,-36608,43659,-77689,73560,24068,11336,12384,22219,8144,14075,-27954,-100692,193533,-320,17276,194179,1508472,747275,521287,390984,51845,21963,317176,285568,-226303,413383,98488,75836,219351,-13209,-437243,-6508,114327,-545062,225988,-186588,412576,-1377574,-213095
2021:Q4,2323831,388164,1239007,-228456,1920944,67661,-5870,2462679,1602112,2517047,2301519,217906,-2378,-914935,934698,247416,-152248,1484,128521,-2488,48686,1058,24976,8972,11088,2592,58849,21688,37161,-152314,-111412,334507,528,17276,486610,29284,1849633,1718493,-55176,60541,-917,-114800,717552,128956,402168,186428,-35804,832239,-79,259761,-6508,109465,156804,131140,-364120,495260,860567,122029
2022:Q1,2406203,457516,1357221,-282972,1961408,38551,-382,2308835,2527326,2961904,2425818,213439,322647,-434578,2789816,185577,-29972,85936,-135282,14372,-85945,-109309,-636,-1680,5012,20668,5904,10364,-4460,-142902,-156768,422180,1480,-19868,535846,2109259,3224394,3377994,188219,-19907,22690,185436,716575,114034,437595,164946,1700,679640,184642,1607218,2372,150790,1454056,-153600,-468764,315164,-218491,691620
2022:Q2,2613203,480416,1286019,-286868,2005576,33286,103700,2495062,2912988,2641334,2519037,106694,15603,271654,2595693,-657790,-66832,-93812,-84644,-20556,126854,87154,34732,9688,4924,-9644,-57073,-12240,-44833,121406,-130988,267756,-620,-19868,766412,2445448,2324039,2621339,-1244,140245,10155,-151644,783120,392237,241862,149021,50340,681423,-55247,1162947,2372,182699,977876,-297300,-563972,266672,-417926,179558
2022:Q3,2456736,455886,1201575,-55796,2043944,48749,-35184,2871356,2730143,2765054,2605015,71212,88827,-34911,3054382,-397907,145380,18716,-83042,1468,-132215,-151955,12464,2340,4144,792,-7105,-20116,13011,-117789,-124076,173508,-184,-19868,236240,3361256,3089293,3385685,172490,168989,-11183,14684,169130,-38250,65087,142293,152692,31623,12304,2847446,2372,154741,2690333,-296392,-582512,286120,141213,-57553
2022:Q4,2354174,454316,1209397,61244,2075440,88355,52876,2862624,2542274,2802813,2660865,143209,-1261,-260538,2294368,651820,20580,128004,9104,18156,69695,16591,38252,12652,3024,-824,21021,-15144,36165,11573,-132860,331088,-196,-19868,311603,874648,2554906,2960326,-45217,-52087,-18482,25352,185683,77284,25436,82963,12280,210986,-78695,2675289,2368,157606,2515315,-405420,-565516,160096,320350,28544
2023:Q1,2443861,481842,1274698,42572,2037308,56982,-512,2824695,2056431,2761540,2741911,21526,-1897,-705109,1226261,-2042,-97620,-25972,299623,10008,29225,47721,-8496,-1592,-4372,-4036,31869,40072,-8203,124687,-81324,146332,1496,-41092,188745,642325,1931370,1924470,551880,-71787,7459,616208,89970,49621,-68786,109135,-4568,-11988,101571,1197605,-1516,278986,920135,6900,-394544,401444,768264,-6173
2023:Q2,2516183,484063,1319996,24784,2063610,108979,-686,2910183,2861500,2806721,2807435,1310,-2024,54779,1404632,-435501,421960,95460,117000,108,50360,-18872,55636,17624,-3456,-572,-17827,15936,-33763,-62961,-88076,208938,-496,-41092,440367,716391,1349853,1560049,147495,21177,10366,115952,48656,4508,32127,12021,9036,292359,-146497,1209001,1348,104181,1103472,-210196,-426576,216380,48683,5517
2023:Q3,2642129,502524,1337547,11496,2090409,151966,-604,3056533,3435446,2896040,2819375,74996,1669,539406,2025100,289288,83256,15872,79742,-8424,164132,118380,37004,8860,-3768,3656,24683,14136,10547,48081,-84864,347859,-200,-41092,691020,415746,1485694,1687614,108729,59449,-880,50160,43227,-56660,58201,41686,-39420,654337,12887,907854,772,89834,817248,-201920,-457664,255744,-378913,-8527
2023:Q4,2754094,525232,1434529,40420,2117302,214907,-980,3167942,3747536,2904520,2856772,49607,-1859,843016,1176152,-170190,124372,93720,46494,-13992,-192701,-175381,-4612,1640,-4752,-9596,51557,20232,31325,6889,-94396,388075,132,-41092,8590,968694,333136,1327032,95693,72785,-22316,45224,-100593,-42733,-100423,42562,-37536,93125,-31534,1307877,-460,58268,1250069,-993896,-1206436,212540,-579594,-48515
2024:Q1,2763171,526951,1376778,-17116,2068420,116475,22915,3004306,2321766,2907993,2889159,20110,-1276,-586227,-1115457,182343,-4384,-9988,44657,29608,67010,62138,4540,312,808,-788,-11504,4,-11508,-5552,-354348,323739,292,41880,-488553,-930657,-529230,-151222,550477,82645,26788,441044,145654,51651,33801,60202,2372,-307702,65429,-607453,1700,31714,-640867,-378008,-586964,208956,682540,20162
2024:Q2,2862948,552375,1307490,-3892,2099676,15418,-1136,3115421,3056994,3007828,2930790,77416,-378,49166,176073,173670,-18232,32832,38975,-22604,-51840,53780,-72696,-24948,1268,-9244,-10874,12548,-23422,-104105,-368248,260350,188,41880,499358,-295277,126907,432919,291753,-18499,28548,281704,357318,121026,217134,19159,121788,251978,-185758,-404160,1932,35083,-441175,-306012,-540448,234436,58427,-92175
2024:Q3,2888234,544097,1366189,-520,2131877,55088,-15044,3179437,3135227,3037448,2980135,58696,-1383,97779,828802,426812,-74568,-96296,112020,15284,52336,-61236,87008,30780,572,-4788,6506,992,5514,-79350,-388616,315247,-96,41880,-9500,507142,731023,847859,329788,-166287,21479,474596,116585,-52287,115516,53355,26204,111624,8795,254864,592,139143,115129,-116836,-310348,193512,44210,-86901
2024:Q4,2984632,565754,1434773,-40876,2163729,183293,-31213,3321464,3161620,2973076,2969047,5744,-1715,188545,1598085,331459,45304,-60888,158241,47468,-30990,-70606,30456,7052,120,1988,31674,2312,29362,-33124,-396652,402819,252,41880,393456,667186,1409540,1190860,-112695,15557,-24972,-103280,36798,24158,-1448,14088,-13436,342024,14526,923643,60,133372,790211,218680,-76056,294736,159844,-165095
2025:Q1,2966731,562592,1364362,-48896,2116149,54423,-32212,3193665,2979100,3216187,3042011,175577,-1401,-237087,937393,-2212,-146560,33128,116245,43672,64748,75656,-4640,-7708,864,576,-14054,144,-14198,-59795,-376964,383774,436,41880,559766,293329,1174479,1045572,623600,145932,33260,444408,242654,69469,127140,46045,-54872,452824,45871,-264504,800,111456,-376760,128907,-161520,290427,214565,76945
