date,FU316010105.Q,FU316210001.Q,FU316240001.Q,FU316231001.Q,FU316231061.Q,FU316601001.Q,FU316150105.Q,FU316403105.Q,FU316402101.Q,FU316900005.Q,FU316901001.Q,FU316404001.Q,FU316403001.Q,FU316130001.Q,FU316402001.Q,FU316006005.Q,FU316300001.Q,FU313154015.Q,FU315440095.Q,FU316000105.Q,FU315090005.Q,FU315019001.Q,FU315420003.Q,FU315000005.Q,FU314090005.Q,FU313011105.Q,FU313020005.Q,FU313030003.Q,FU313030505.Q,FU313011545.Q,FU314022005.Q,FU313061703.Q,FU313063005.Q,FU314023005.Q,FU313069005.Q,FU313065005.Q,FU313066220.Q,FU313064105.Q,FU313081115.Q,FU313070000.Q,FU313078000.Q,FU314190005.Q,FU313111303.Q,FU313125003.Q,FU313131003.Q,FU314122005.Q,FU313161105.Q,FU313161705.Q,FU314123005.Q,FU313165403.Q,FU313169005.Q,FU313169205.Q,FU313140003.Q,FU313170005.Q,FU313190005.Q,FU713011203.Q,FU713014003.Q,FU343073045.Q,FU313172003.Q,FU313190015.Q,FU317005005.Q,FU314000035.Q
1953:Q2,15836,5930,2710,5211,0,1824,102,59,0,18183,12813,2144,1197,1790,239,-2347,2310,137,-39,-135,3839,4825,0,-986,330,-128,-2223,-5,-66,0,-34,-34,0,497,349,148,0,0,0,-87,2376,1316,0,28,-51,-55,390,-445,70,0,70,70,18,-204,1510,-100,0,1625,0,-15,-3974,-1823
1953:Q3,17124,7569,2713,5027,0,1652,105,58,0,17783,12567,2098,1030,1820,268,-659,2330,82,-78,1667,3525,4735,0,-1210,6934,-301,2753,4,17,0,-19,-19,0,666,577,89,0,0,0,24,3790,8144,0,18,-58,6579,6437,142,103,0,103,103,25,-12,1489,-335,0,1812,0,12,-1858,2774
1953:Q4,14624,6517,2684,3959,0,1307,100,57,0,18973,13623,2256,1088,1846,160,-4349,2377,58,-96,-1933,-1561,4439,0,-6000,-568,-129,-2864,-2,-57,0,-1,-1,0,143,173,-30,0,0,0,-300,2642,5432,0,22,-44,3624,1796,1828,147,0,147,147,23,-67,1727,-98,0,1862,0,-37,-372,-2544
1954:Q1,19198,10466,2370,3869,0,2338,94,61,0,17746,12090,2606,984,1878,188,1451,2430,5,-86,3962,8507,4342,0,4165,2227,-56,1866,2,-76,0,18,18,0,-83,-15,-68,0,0,-8,313,251,-1938,0,41,-50,-3956,-4614,658,70,0,70,70,-13,163,1807,-65,0,1866,0,6,-4545,1350
1954:Q2,13583,4813,2392,4117,0,2110,90,61,0,17322,11455,2707,916,1903,341,-3739,2490,47,-79,-1217,4320,4150,0,170,583,-8,451,-9,39,0,-10,-10,0,-378,-367,-11,0,0,-21,-111,630,413,0,24,-60,-1194,-285,-909,436,0,436,436,-59,-351,1617,-38,0,1671,0,-16,-5537,667
1954:Q3,15097,6713,2295,4098,0,1849,83,59,0,17472,11666,2592,1072,1926,216,-2376,2542,-123,-75,364,759,3826,0,-3067,293,-164,-2068,9,-61,0,-2,-2,0,63,-74,137,0,0,0,192,2324,3360,0,12,-51,1665,3130,-1465,166,0,166,166,-100,-104,1772,-117,0,1855,0,34,-395,-1583
1954:Q4,14633,6076,2450,4491,0,1479,79,58,0,17963,11941,2775,1155,1939,153,-3330,2600,-81,-83,-567,-1233,3785,0,-5018,2248,-70,-588,26,21,0,-5,-5,0,171,62,109,0,0,93,-163,2763,7266,0,14,-65,5288,3487,1801,341,0,341,341,-127,58,1757,-97,0,1862,0,-8,667,-128
1955:Q1,17881,8281,2384,4788,0,2294,71,63,0,17808,11481,2963,1165,1938,261,73,2624,-109,-76,2882,9127,3565,0,5562,3162,-30,-3,4,57,0,6,6,0,239,207,32,0,0,0,27,2862,-2400,0,12,-39,-4302,-4559,257,187,0,187,187,-99,-146,1987,6,0,1931,0,50,-6245,223
1955:Q2,18512,7758,2658,5300,0,2659,76,61,0,17127,10858,2931,1090,1933,315,1384,2646,50,-33,4013,8688,3581,0,5107,4861,-33,1423,-4,105,0,1,1,0,242,148,94,0,0,0,-139,3266,-246,0,5,-93,-2021,-976,-1045,374,0,374,374,-52,-75,1616,-41,0,1695,0,-38,-4675,516
1955:Q3,17738,7652,2640,5186,0,2112,86,62,0,18155,12108,2772,1097,1992,186,-418,2700,10,-46,2318,2393,3516,0,-1123,2374,15,-808,-18,29,0,-4,-4,0,87,66,21,0,0,0,-104,3177,3497,0,4,-110,1552,2194,-642,267,0,267,267,1,21,1762,6,0,1704,0,52,-75,-765
1955:Q4,16942,6779,2746,5547,0,1715,94,61,0,18550,12354,2836,1124,2058,178,-1608,2767,-7,-92,1257,403,3551,0,-3148,2481,8,-882,5,35,0,16,16,0,95,45,50,0,0,0,45,3159,5629,0,2,-13,3701,2998,703,124,0,124,124,-15,117,1713,6,0,1922,0,-215,854,-648
1956:Q1,19516,9059,2523,5106,0,2646,108,74,0,17907,11418,3094,1002,2076,317,1609,2842,65,-97,4483,9478,3608,0,5870,3765,12,2481,-6,83,0,-5,-5,0,-44,-47,3,0,0,0,-8,1252,-2105,0,7,-91,-4459,-4465,6,181,0,181,181,58,6,2193,26,0,2036,0,131,-4995,2593
1956:Q2,20234,8986,2675,5341,0,3041,118,73,0,18323,11688,3128,1082,2162,263,1911,2893,194,-150,4760,9485,3754,0,5731,2245,103,-600,-20,50,0,-1,-1,0,244,235,9,0,0,-3,250,2222,-3486,0,17,-35,-5688,-5222,-466,239,0,239,239,90,13,1878,83,0,1863,0,-68,-4726,-967
1956:Q3,18303,8367,2726,4834,0,2180,125,71,0,18388,11654,2998,1148,2229,359,-86,2948,84,-109,2887,3250,4070,0,-820,2453,164,-217,-1,261,0,-8,-8,0,29,32,-3,0,0,35,-23,2213,3273,0,14,-66,740,974,-234,459,0,459,459,86,65,1975,85,0,1566,0,324,-363,-50
1956:Q4,17790,7501,3042,5266,0,1780,132,69,0,19818,12592,3080,1201,2378,567,-2028,3002,52,-103,1025,120,4329,0,-4209,1800,26,-1952,0,731,0,3,3,0,423,410,13,0,0,0,-143,2712,6009,0,20,-52,3600,3161,439,-110,0,-110,-110,69,241,2241,65,0,2133,0,43,905,-1524
1957:Q1,20795,9578,2750,5130,0,3124,142,71,0,19883,12604,3470,1089,2365,355,912,3094,35,1,3970,9204,4320,0,4884,5461,348,3226,10,208,0,11,11,0,20,-31,51,0,0,75,105,1458,577,0,19,-47,-1128,-1150,22,-520,0,-520,-520,46,-74,2281,357,0,2233,0,-309,-5234,2747
1957:Q2,21664,9901,2939,5138,0,3464,152,70,0,20024,12030,3737,1159,2445,653,1640,3142,94,-80,4768,8337,4214,0,4123,672,326,-1768,-14,359,0,-2,-2,0,-205,-247,42,0,0,-7,183,1800,-3451,0,22,-101,-5882,-5430,-452,-162,0,-162,-162,22,-55,2705,317,0,2095,0,293,-3569,-1954
1957:Q3,19383,8823,2885,4915,0,2526,165,69,0,20570,12659,3516,1205,2495,695,-1187,3208,-6,-50,2077,3501,4503,0,-1002,4977,27,1500,14,372,0,1,1,0,226,150,76,0,0,0,-70,2907,5979,0,19,-102,4390,4612,-222,-394,48,-442,-442,12,-52,2106,12,0,2326,0,-232,-1424,1983
1957:Q4,17476,7692,2926,4678,0,1933,177,70,0,21466,13587,3808,1285,2593,193,-3990,3268,-17,11,-716,-308,4537,0,-4845,82,98,-2822,-39,22,0,-6,-6,0,551,439,112,0,0,0,-307,2585,4927,0,20,-77,2149,1174,975,-252,48,-300,-300,7,342,2738,146,0,2356,0,236,-408,-2614
1958:Q1,18783,9147,2623,3716,0,3051,173,73,0,21016,12570,4451,1066,2475,454,-2234,3270,-29,155,910,5620,4514,0,1106,1829,-370,1712,-31,198,0,42,42,0,275,207,68,0,0,0,-138,141,723,0,36,-25,-1187,-1783,596,361,126,235,235,7,-102,1633,-387,0,2238,0,-218,-4710,1742
1958:Q2,19854,9308,2867,3966,0,3472,168,73,0,21641,12731,4791,1203,2459,457,-1788,3318,47,244,1239,4377,4611,0,-234,3650,-1075,3699,4,236,0,-29,-29,0,144,87,57,0,0,-4,-177,852,3884,0,21,-100,2241,3294,-1053,317,125,192,192,11,-61,1455,-1038,0,2151,0,342,-3138,3653
1958:Q3,18907,8925,2713,4525,0,2527,145,72,0,22481,13307,4539,1338,2510,787,-3575,3387,85,234,-507,244,4768,0,-4524,-1972,-483,-5040,26,98,0,-19,-19,0,402,349,53,0,0,-6,-130,3180,2552,0,16,-1,629,560,69,239,92,147,147,16,68,1585,-482,0,2251,0,-184,-751,-5140
1958:Q4,18514,8105,2995,5229,0,1976,138,71,0,22976,13973,4410,1568,2601,424,-4463,3449,-74,370,-1310,-1050,5046,0,-6096,3690,-347,-63,27,-204,0,-4,-4,0,623,391,232,0,0,0,-93,3751,9786,0,15,-67,7489,7182,307,45,93,-48,-48,22,158,2124,-340,0,2360,0,104,-260,-78
1959:Q1,20122,9076,2812,5054,21,3024,206,68,-139,22035,12329,4826,1856,2832,192,-1914,3492,-35,474,1139,3434,5347,0,-1913,-413,-96,-467,-7,-110,0,-1,-1,0,713,289,424,0,0,3,-31,-417,1500,0,12,-34,-262,22,-284,-54,49,-103,-103,27,-30,1841,-92,0,2351,0,-418,-2295,-477
1959:Q2,22441,9518,3139,6048,21,3528,223,70,-106,22526,13119,4630,1881,2741,155,-85,3543,45,301,3112,5454,5455,0,-1,2175,-740,928,11,447,0,4,4,0,794,370,424,0,0,3,-5,733,2176,0,33,-59,640,928,-288,4,51,-47,-47,31,-123,1650,-737,0,2212,0,175,-2342,539
1959:Q3,21665,9824,3036,5235,21,3387,284,67,-189,23367,13751,4473,1993,2875,275,-1703,3603,187,565,1148,2147,5611,143,-3607,2592,-167,1465,-11,-59,0,9,9,0,461,163,298,0,0,-7,15,886,6199,0,30,-52,4415,4502,-87,-119,107,-226,-226,28,-10,1907,-214,0,2434,0,-313,-999,1861
1959:Q4,22375,10048,3224,5236,21,3522,323,68,-67,22580,12601,4649,1901,2993,436,-205,3658,-133,378,3208,-1014,5364,141,-6519,-549,-72,-1268,-35,-200,0,-13,-13,0,88,-36,124,0,0,2,20,929,5970,0,2,-44,3610,3600,10,-428,108,-536,-536,23,234,2573,-35,0,2467,0,141,4222,-1311
1960:Q1,22878,10070,3134,5388,22,3805,587,70,-198,22495,12077,5030,1717,3492,179,383,3713,-75,210,3961,5205,5360,73,-228,-1429,-50,-349,-5,26,0,45,45,0,202,278,-76,0,0,0,100,-1398,-1201,0,29,-56,-3668,-3697,29,16,100,-84,-84,21,205,2252,-48,0,2482,0,-182,-1244,-593
1960:Q2,24163,10411,3503,5386,25,4297,583,73,-114,23333,12668,4986,1983,3492,204,830,3768,366,235,3997,6483,5335,130,1018,1911,-94,2865,10,93,0,-31,-31,0,291,247,44,0,0,82,-51,-1254,893,0,14,-58,-2151,-2126,-25,556,102,454,454,18,-111,2625,-86,0,2326,0,385,-2486,2582
1960:Q3,23147,10648,3095,4934,24,3987,622,77,-240,23533,13120,4934,1782,3457,240,-386,3819,-84,296,3221,2810,5621,134,-2945,448,-638,291,-10,19,0,-12,-12,0,236,138,98,0,0,4,-10,568,3393,0,21,-44,1344,1905,-561,162,101,61,61,17,81,1812,-637,0,2526,0,-77,411,459
1960:Q4,23367,10710,3340,4842,24,3928,586,82,-144,24037,13113,5163,1801,3437,523,-670,3867,-153,116,3234,-687,5581,115,-6383,-1695,-921,-1764,-18,-13,0,33,33,0,267,138,129,0,0,79,29,613,4688,0,23,-29,2416,2120,296,217,102,115,115,20,281,1760,-918,0,2575,0,103,3921,-1609
1961:Q1,22173,10408,2957,4363,26,4005,565,86,-237,23982,12430,6076,1876,3423,177,-1809,3922,-127,266,1974,2471,6030,95,-3654,-3365,-371,-1760,38,10,13,-1,-1,0,621,536,85,0,0,0,2,-1917,289,0,11,-41,-2416,-2662,246,485,54,431,431,21,85,2144,-379,0,2615,0,-92,-497,-1683
1961:Q2,24190,10615,3474,5215,27,4452,564,86,-242,25290,13303,5949,2080,3437,521,-1100,3973,323,224,2326,4131,6033,140,-2042,1446,170,2156,-12,143,81,-23,-23,0,-151,-243,92,0,0,4,-43,-878,3488,0,28,-29,28,306,-278,863,54,809,809,22,-233,2809,162,0,2368,0,279,-1805,2051
1961:Q3,23695,10806,3153,5280,28,4058,553,91,-274,24915,13394,5731,1901,3494,395,-1220,4038,-112,189,2741,3058,6220,154,-3316,4367,-146,1909,12,456,-62,24,24,0,736,605,131,0,0,-11,49,1400,7683,0,125,-31,4827,5047,-220,410,57,353,353,24,154,2174,-174,0,2711,0,-363,-317,1514
1961:Q4,25021,10865,3577,5946,31,4051,597,94,-139,25624,13607,5627,1922,3547,921,-603,4101,-137,225,3410,-803,6362,106,-7271,-670,-510,-2346,-16,-267,27,-2,-2,0,456,315,141,0,0,172,-22,1838,6601,0,23,-23,3724,3165,559,183,57,126,126,26,253,2415,-487,0,2762,0,140,4214,-1834
1962:Q1,23999,10819,3244,5053,32,4351,613,95,-207,26366,13909,6175,2143,3630,509,-2367,4179,-120,287,1645,2801,6483,145,-3827,-578,-304,353,6,-187,57,3,3,0,697,646,51,0,0,1,4,-1208,3249,0,3,-43,395,96,299,361,80,281,281,29,-208,2712,-281,0,2801,0,192,-1155,332
1962:Q2,26202,11398,3723,5587,36,4923,669,97,-230,26634,14562,5905,2165,3743,259,-432,4230,377,251,3170,7011,6507,177,327,3261,-116,3282,10,107,162,-30,-30,0,583,588,-5,0,0,2,41,-780,2934,0,10,-29,-240,-293,53,945,81,864,864,31,55,2162,-173,0,2519,0,-184,-3840,3396
1962:Q3,25853,11945,3379,5389,37,4622,650,100,-269,27806,15547,5785,2036,3830,608,-1953,4330,-138,200,2315,3101,6780,138,-3817,-472,-445,-1009,-30,-260,-52,-3,-3,0,142,143,-1,0,0,-11,65,1131,3345,0,-48,-28,293,892,-599,213,48,165,165,33,169,2713,-368,0,2910,0,171,-786,-1569
1962:Q4,27132,12368,3785,5642,40,4729,661,102,-195,27751,15000,5937,2013,3904,897,-619,4431,-81,275,3618,-1917,6730,136,-8782,240,-25,-1673,-1,-40,-176,-5,-5,0,561,534,27,0,0,124,119,1355,9022,0,17,-19,5643,4853,790,258,51,207,207,32,417,2674,-89,0,2928,0,-165,5534,-872
1963:Q1,26403,12279,3345,5159,44,4971,675,110,-180,27791,14549,6668,2214,3950,410,-1388,4495,-117,288,2936,3100,6449,102,-3451,164,-111,552,-9,97,17,10,10,0,683,732,-49,0,0,2,287,-1363,3615,0,11,-26,274,73,201,452,25,427,427,33,-87,2958,-100,0,2968,0,90,-164,477
1963:Q2,28956,12543,3937,6202,48,5628,678,121,-201,27918,15080,6172,2397,4015,254,1038,4567,429,290,4887,8173,6600,175,1398,4166,-116,3927,-6,309,-3,49,49,0,110,453,-343,0,0,9,253,-366,2768,0,9,-24,-983,-733,-250,1536,27,1509,1509,34,-206,2402,-145,0,2632,0,-85,-3286,3608
1963:Q3,27803,12418,3505,5969,49,5266,703,114,-221,29371,16119,6010,2141,4101,1000,-1568,4622,-110,321,2843,3549,6988,175,-3614,-867,-196,-2434,-4,-74,14,-18,-18,0,172,234,-62,0,0,-13,-45,1731,2747,0,1,-28,-314,239,-553,102,4,98,98,33,167,2786,-151,0,3028,0,-91,-706,-2061
1963:Q4,28175,11898,3899,6368,47,5241,718,118,-114,28419,15459,6118,2096,4188,558,-244,4669,-64,446,4043,-687,6631,75,-7393,-128,-38,-2487,10,90,29,-12,-12,0,560,505,55,0,0,9,-10,1721,7265,0,-10,-15,3309,2878,431,588,6,582,582,31,456,2906,-69,0,3085,0,-110,4731,-2379
