1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q4,3143752,600,37320,19660,8966,0,8694,1257424,145304,1703104,3143752,2871326,1168222,1703104,2871326,272426
2011:Q1,3177426,583,37080,19563,8870,0,8647,1247284,153467,1739012,3177426,2893432,1154420,1739012,2893432,283994
2011:Q2,3204006,566,36307,18128,9287,0,8892,1165495,154377,1847261,3204006,2914757,1067496,1847261,2914757,289249
2011:Q3,3204520,549,37061,18116,9436,0,9509,1280215,124825,1761870,3204520,2932501,1170631,1761870,2932501,272019
2011:Q4,3243639,532,39065,19057,9548,0,10460,1352959,132201,1718882,3243639,2954463,1235581,1718882,2954463,289176
2012:Q1,3283920,515,40698,19488,10087,0,11123,1334936,150762,1757009,3283920,2977206,1220197,1757009,2977206,306714
2012:Q2,3304789,499,40983,18762,10770,0,11451,1346956,143914,1772437,3304789,2997645,1225208,1772437,2997645,307144
2012:Q3,3339276,482,41900,18776,11062,74,11988,1370086,152353,1774455,3339276,3019852,1245397,1774455,3019852,319424
2012:Q4,3366820,497,42867,18759,11411,75,12622,1405492,153076,1764888,3366820,3041339,1276451,1764888,3041339,325481
2013:Q1,3404070,513,41283,18226,10829,77,12151,1415097,172386,1774791,3404070,3063259,1288468,1774791,3063259,340811
2013:Q2,3431906,529,37571,16070,10114,75,11312,1332418,178168,1883220,3431906,3084135,1200915,1883220,3084135,347771
2013:Q3,3470615,544,36294,15557,9649,69,11019,1322832,189887,1921058,3470615,3106033,1184975,1921058,3106033,364582
2013:Q4,3524941,635,46099,25774,8610,72,11643,1510014,217002,1751191,3524941,3127881,1376690,1751191,3127881,397060
2014:Q1,3544322,726,44238,25082,7996,72,11088,1501271,222762,1775325,3544322,3139489,1364164,1775325,3139489,404833
2014:Q2,3568811,816,43772,24006,8250,73,11443,1507371,232763,1784089,3568811,3151567,1367478,1784089,3151567,417244
2014:Q3,3587882,907,43339,24053,7993,64,11229,1531955,235550,1776131,3587882,3162200,1386069,1776131,3162200,425682
2014:Q4,3612482,902,44823,24600,8276,63,11884,1598782,240154,1727821,3612482,3172811,1444990,1727821,3172811,439671
2015:Q1,3642517,896,45423,24832,8442,63,12086,1551261,247891,1797046,3642517,3193103,1396057,1797046,3193103,449414
2015:Q2,3665281,891,43720,23399,8439,62,11820,1491501,247362,1881807,3665281,3212936,1331129,1881807,3212936,452345
2015:Q3,3669231,886,43582,23072,8433,62,12015,1471813,227651,1925299,3669231,3231254,1305955,1925299,3231254,437977
2015:Q4,3709285,861,47050,26041,8372,62,12575,1688754,240348,1732272,3709285,3251013,1518741,1732272,3251013,458272
2016:Q1,3729304,836,47847,26320,8566,62,12899,1679920,238051,1762650,3729304,3266371,1503721,1762650,3266371,462933
2016:Q2,3751505,812,47006,24772,8851,62,13321,1685366,240754,1777567,3751505,3281665,1504098,1777567,3281665,469840
2016:Q3,3782689,787,48096,24996,9262,84,13754,1707725,250524,1775557,3782689,3297767,1522210,1775557,3297767,484922
2016:Q4,3808387,846,46764,24556,8660,84,13464,1789879,260768,1710130,3808387,3313036,1602906,1710130,3313036,495351
2017:Q1,3840717,906,47061,24640,8727,85,13609,1749621,277059,1766070,3840717,3327159,1561089,1766070,3327159,513558
2017:Q2,3867091,965,46089,23254,8870,86,13879,1681060,288076,1850901,3867091,3340758,1489857,1850901,3340758,526333
2017:Q3,3897367,1025,46662,23493,9125,75,13969,1806898,300372,1742410,3897367,3354542,1612132,1742410,3354542,542825
2017:Q4,3925485,975,47220,23955,9135,77,14053,1858046,324207,1695037,3925485,3368190,1673153,1695037,3368190,557295
2018:Q1,3950901,924,46140,23595,8929,75,13541,1870707,322057,1711073,3950901,3390325,1679252,1711073,3390325,560576
2018:Q2,3992034,874,44769,22439,8896,75,13359,1882732,330805,1732854,3992034,3412478,1679624,1732854,3412478,579556
2018:Q3,4040397,824,44736,22146,9114,53,13423,1924579,348599,1721659,4040397,3434741,1713082,1721659,3434741,605656
2018:Q4,4013354,784,44442,22326,8843,49,13224,2017231,292063,1658834,4013354,3454630,1795796,1658834,3454630,558724
2019:Q1,4082734,745,46278,22897,9245,51,14085,1978932,331025,1725754,4082734,3482186,1756432,1725754,3482186,600548
2019:Q2,4126361,706,46666,22066,9709,52,14839,1908188,341350,1829451,4126361,3509100,1679649,1829451,3509100,617261
2019:Q3,4158525,666,48279,22562,10157,49,15511,2047990,339426,1722164,4158525,3535175,1813011,1722164,3535175,623350
2019:Q4,4201265,706,49370,23262,10470,51,15587,2127995,370695,1652499,4201265,3562012,1909513,1652499,3562012,639253
2020:Q1,4142915,745,47191,23379,10115,42,13655,2134396,277938,1682645,4142915,3577958,1895313,1682645,3577958,564957
2020:Q2,4240891,784,49032,22708,10701,45,15578,2135944,342540,1712591,4240891,3598684,1886093,1712591,3598684,642207
2020:Q3,4294734,823,50703,23167,11034,39,16463,2181340,366003,1695865,4294734,3619225,1923360,1695865,3619225,675509
2020:Q4,4375529,952,53039,23939,11733,42,17325,2273524,418582,1629432,4375529,3640916,2011484,1629432,3640916,734613
2021:Q1,4423104,1081,50809,22858,11333,43,16575,2266843,449244,1655127,4423104,3661558,2006431,1655127,3661558,761546
2021:Q2,4483483,1210,50004,21715,11336,45,16908,2282594,487596,1662079,4483483,3681305,2019226,1662079,3681305,802178
2021:Q3,4498865,1339,47950,21305,10842,33,15770,2272960,483793,1692823,4498865,3701489,2008666,1692823,3701489,797376
2021:Q4,4547735,1112,48913,22166,11742,34,14971,2434650,524006,1539054,4547735,3720828,2181774,1539054,3720828,826907
2022:Q1,4551278,885,45818,21013,11049,33,13723,2466257,485522,1552796,4551278,3737226,2184430,1552796,3737226,814052
2022:Q2,4494238,658,40695,18400,10222,29,12044,2494524,410083,1548278,4494238,3751573,2203295,1548278,3751573,742665
2022:Q3,4480932,431,38330,17226,9695,25,11384,2541783,384859,1515529,4480932,3766998,2251469,1515529,3766998,713934
2022:Q4,4510882,478,39701,17964,9431,26,12280,2680240,418678,1371785,4510882,3785442,2413657,1371785,3785442,725440
2023:Q1,4560317,526,40921,18475,9704,27,12715,2637154,448833,1432883,4560317,3801518,2368635,1432883,3801518,758799
2023:Q2,4611292,573,42082,19252,9866,27,12937,2675271,485144,1408222,4611292,3816990,2408768,1408222,3816990,794302
2023:Q3,4612201,620,40375,18501,9759,21,12094,2717040,474013,1380153,4612201,3830867,2450714,1380153,3830867,781334
2023:Q4,4691783,696,43249,19923,9998,22,13306,2934369,534457,1179012,4691783,3847018,2668006,1179012,3847018,844765
2024:Q1,4757446,772,43290,19860,10034,23,13373,2925582,585631,1202171,4757446,3863258,2661087,1202171,3863258,894188
2024:Q2,4789509,848,42235,18856,10062,23,13294,2942688,601743,1201995,4789509,3878963,2676968,1201995,3878963,910546
2024:Q3,4848297,925,45601,20445,10748,26,14382,2993613,635459,1172699,4848297,3895352,2722653,1172699,3895352,952945
2024:Q4,4871830,1001,44182,19803,10507,25,13847,3176044,649846,1000757,4871830,3910463,2909706,1000757,3910463,961367
2025:Q1,4861696,1077,45424,20438,10837,25,14124,3161535,598447,1055213,4861696,3925755,2870542,1055213,3925755,935941
