1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q2,-699759,-336125,-625,-14591,13966,-98981,-3761,-95220,0,78,-4137,0,-30010,-135513,4,-94450,-731535,4333,-1,12744,-204774,229015,10700,218315,-24978,506,-25484,-32,-174,142,633,-1120,650,-2437,-598524,31376,71090,-20702,-200797,19748,1690,-70152,31776,-283958,-283950,-8
2020:Q3,5695,-27724,-11460,-13945,2485,42734,-3824,46558,-1,33,4243,0,-9519,32808,14,-25433,-17737,-2564,-1,1503,-56953,-62202,-12146,-50056,33948,144,33804,47,48,-1,132,2191,650,-1262,97007,-29713,-18095,-9130,-3141,14731,405,5579,23432,-100,-100,0
2020:Q4,138101,10818,-8137,1018,-9155,4060,-5772,9832,0,-83,-7108,0,4143,61015,-18,73411,191024,8309,0,3496,0,40185,5531,34654,-12486,-902,-11584,-265,-65,-200,-910,-2476,649,5055,18965,38649,5567,-13014,43065,4843,-210,38588,-52923,8801,8801,0
2021:Q1,-169960,136126,16578,-1645,18223,12517,12025,492,0,-22,-1792,99,-3337,-200594,109,-129644,-220801,-14606,0,-3006,-1000,-243937,2151,-246088,-15942,655,-16597,-51,-1,-50,89,-544,83,10437,126071,19124,-65693,22750,-84086,-11932,-2234,66426,50841,124656,115656,9000
2021:Q2,776494,908748,-44342,38,-44380,-15494,5886,-21380,-1,-10,942,-99,-7605,-23101,-41,-42503,588265,14122,0,22678,0,5778,-235,6013,-31540,-893,-30647,-229,1,-230,262,632,82,5337,519969,15170,109975,-6363,-104612,-13596,853,43384,188229,857632,729783,127849
2021:Q3,682554,644246,7596,-2461,10057,26401,-3856,30257,-5,-54,2137,0,-5019,4174,34,3044,624245,-9152,0,5543,1,-12636,-1614,-11022,23213,160,23053,43,50,-7,-270,1201,83,-8932,548771,-7410,-41601,3998,77822,14294,-127,33402,58309,612942,583850,29092
2021:Q4,337739,277870,10292,-2709,13001,-40937,-14879,-26058,0,-37,250,0,11675,15659,-68,63035,361446,-622,0,4576,-1,29986,-97,30083,-23516,-71,-23445,-50,-50,0,-97,334,82,12821,232178,3259,-5493,-4535,44143,-4024,-298,68168,-23707,299701,300720,-1019
2022:Q1,-135187,-62057,-4946,2567,-7513,17020,14747,2273,0,-27,2880,0,-9971,-46809,40,-31317,-94760,3593,0,-7260,0,-18989,-3116,-15873,6285,272,6013,-20,-1,-19,-745,-1915,-1068,-7351,-118839,-7627,8499,9918,69021,-8317,234,-10261,-40427,-32612,-81590,48978
2022:Q2,443564,480242,12536,8987,3549,-53293,-6120,-47173,0,33,1489,0,-5853,10081,-48,-1623,318921,-5139,0,5844,0,-17512,-4689,-12823,7278,-124,7402,-6,-6,0,217,-1866,-1067,662,219050,13041,59093,14372,21086,5987,733,11520,124643,457773,404820,52953
2022:Q3,182917,119207,8201,11115,-2914,-15413,3635,-19048,0,32,7710,0,2717,79804,1,-19342,235244,367,0,-1504,0,26998,1940,25058,12441,-80,12521,-66,-16,-50,129,-358,-1068,13131,147752,1584,27195,18556,-14970,5425,-219,18407,-52327,96167,157700,-61533
2022:Q4,216673,169122,8446,1539,6907,-11610,-12020,410,152,80,3719,0,-5726,12665,-27,39852,287459,4539,0,2518,0,22855,6418,16437,-36606,38,-36644,-68,-68,0,527,-1239,-1067,13971,232979,-807,-52241,-24286,131006,-102,-471,-28335,-70786,127806,119030,8776
2023:Q1,527178,-146896,103870,-6208,110078,45920,3765,42155,-84,434,-529,0,20849,392440,37,111137,785653,2502,0,9566,45000,-6200,-3637,-2563,71322,-21,71343,-25,-25,0,-400,158,-750,6432,258533,8870,110842,20936,199106,-598,1071,80224,-258475,-178545,-108780,-69765
2023:Q2,-171141,-373747,-25586,-806,-24780,48793,14923,33870,-25,450,2204,0,-7555,35887,-40,148478,-165805,27,0,2824,-44000,-49129,-7364,-41765,13137,55,13082,4,4,0,-503,547,-570,-36888,-2032,6750,13536,12482,-22741,-1882,-677,-44208,-5336,-340852,-324846,-16006
2023:Q3,-438906,-505484,-10432,-529,-9903,-5664,-4767,-897,4,961,-23,0,15169,12849,-1,53715,-239571,-2106,0,-3409,-1000,-3735,5624,-9359,-15940,-17,-15923,-2,-2,0,-280,276,-488,35957,-284382,-15343,-72493,-12281,-33719,-715,765,157043,-199335,-476750,-422044,-54706
2023:Q4,-297340,-472757,-8891,-8575,-316,-1710,-11076,9366,-47,436,-1988,0,-11063,42733,0,155947,-224693,-3498,-1,10165,-1,49846,-7176,57022,1411,-205,1616,-8,-8,0,-761,0,-465,4402,-282890,-4816,-31941,-29197,21599,1014,306,10944,-72647,-539086,-515270,-23816
2024:Q1,-243251,-413906,1192,-2786,3978,21691,9986,11705,0,246,434,0,-562,170733,0,-23079,-174789,7402,0,3163,3,-51966,2677,-54643,30336,-20,30356,-1,-1,0,163,-173,-358,4327,-284216,-3114,55359,5601,34595,-2299,-280,32270,-68462,-424055,-430907,6852
2024:Q2,272311,76301,38654,-2263,40917,12926,-231,13157,0,921,400,0,4537,98722,0,39850,289221,-5651,19,5906,19,18642,-2434,21076,-1226,-12,-1214,3,3,0,393,-185,-371,10505,233211,-1017,-57696,2986,48473,400,-414,38211,-16910,70142,80482,-10340
2024:Q3,-28061,-153022,-86,-542,456,-129291,6461,-135752,0,54,3373,0,18542,128261,0,104108,317396,3821,24,12717,2621,74988,290,74698,1495,145,1350,-3,-3,0,340,201,-788,6146,73518,-955,-4763,8150,122964,-89,-94,25253,-345457,-198932,-188471,-10461
2024:Q4,-360043,-11649,-22170,-1797,-20373,-20421,-12152,-8269,0,-1607,1414,0,-6097,-171752,-1,-127760,-250008,11867,5,-4092,-2595,-25513,825,-26338,-5163,-173,-4990,-1,-1,0,-227,-93,-765,15808,-68177,-2640,35675,-23007,-141851,501,-504,-62243,-110035,7822,-47350,55172
2025:Q1,581672,-83791,14298,2531,11767,33961,14523,19438,0,102,3564,0,12647,360827,0,240064,717275,10918,19,5174,1320,11707,2879,8828,72219,-39,72258,2,2,0,48,461,-677,16549,201100,-318,16033,26665,240025,1957,-195,140934,-135603,-74293,-33742,-40551
