date,FU216010105.Q,FU216210001.Q,FU216240001.Q,FU216231001.Q,FU216601001.Q,FU216150105.Q,FU216403105.Q,FU216402101.Q,FU216900005.Q,FU216901001.Q,FU216404001.Q,FU216403001.Q,FU216130001.Q,FU216402001.Q,FU216006005.Q,FU216300001.Q,FU215440005.Q,FU216000105.Q,FU215090005.Q,FU215019001.Q,FU215420003.Q,FU215000005.Q,FU214090005.Q,FU213020005.Q,FU213030000.Q,FU213034003.Q,FU212051003.Q,FU214022005.Q,FU213069103.Q,FU213061103.Q,FU213061703.Q,FU213062003.Q,FU213063003.Q,FU214023005.Q,FU213065005.Q,FU213069200.Q,FU213064103.Q,FU213064203.Q,FU213070003.Q,FU213078005.Q,FU213093003.Q,FU214190005.Q,FU213162005.Q,FU213162400.Q,FU213162200.Q,FU213169203.Q,FU213170003.Q,FU223073045.Q,FU217005005.Q
1961:Q4,12280,1187,8692,359,130,360,1241,312,11818,9475,1281,0,1062,0,462,1225,-821,2508,2722,3841,257,-1375,974,898,223,0,-611,214,0,212,46,-44,0,66,66,0,0,0,108,70,6,2349,1331,-182,1513,25,259,734,-215
1962:Q1,12648,1213,8869,372,131,369,1384,311,12068,9656,1305,0,1107,0,580,1250,-862,2692,1529,3209,258,-1937,553,-176,622,0,96,-63,0,-26,14,-51,0,65,65,0,0,0,8,-6,7,2490,1688,208,1480,85,258,459,1162
1962:Q2,12717,1240,8990,368,135,386,1282,317,12387,9940,1328,0,1119,0,330,1274,-903,2506,2913,4156,262,-1504,802,221,254,0,-41,294,0,244,83,-33,0,65,65,0,0,0,58,5,-54,2306,1166,-166,1332,161,258,721,-407
1962:Q3,13100,1276,9129,380,139,397,1452,328,11551,9054,1337,0,1160,0,1549,1294,-835,3678,3464,4631,266,-1433,980,-340,-226,0,912,415,0,361,91,-37,0,63,63,0,0,0,179,18,-41,2413,1349,-55,1404,52,264,748,214
1962:Q4,13152,1298,9264,382,143,386,1337,343,12559,10022,1370,0,1167,0,593,1318,-926,2836,2800,4101,272,-1572,1049,387,335,0,-446,666,0,576,159,-69,0,58,58,0,0,0,78,10,-39,2621,1248,2,1246,206,267,900,36
1963:Q1,13483,1317,9403,385,149,385,1480,364,12872,10284,1393,0,1193,2,611,1339,-964,2914,2435,3528,278,-1371,954,-122,859,0,-467,573,0,950,-297,-80,0,54,54,0,0,0,35,-2,24,2325,1176,-174,1350,61,277,811,479
1963:Q2,13627,1326,9567,412,156,404,1384,379,13310,10666,1416,0,1225,3,317,1364,-996,2677,3000,4670,284,-1954,724,168,157,0,1,287,0,291,55,-59,0,48,48,0,0,0,71,17,-25,2678,1748,438,1310,21,279,630,-324
1963:Q3,14148,1374,9786,423,160,419,1595,391,12443,9745,1432,0,1263,3,1705,1387,-1058,4149,4012,5166,291,-1445,933,-626,-8,0,1004,345,0,568,-175,-48,0,47,47,0,0,0,150,24,-3,2378,1175,59,1116,102,290,811,137
1963:Q4,14278,1397,9945,433,164,429,1515,396,13633,10854,1456,0,1319,4,645,1416,-1125,3186,3262,4406,298,-1442,896,1516,635,0,-1749,248,0,-652,952,-52,0,48,48,0,0,0,208,39,-49,2338,1141,123,1018,49,296,852,-76
1964:Q1,14795,1441,10173,457,166,457,1701,401,14015,11187,1494,0,1331,3,780,1440,-1070,3289,2324,3617,308,-1601,442,350,268,0,-198,17,0,190,-120,-53,0,56,56,0,0,0,-67,58,-42,2043,1137,34,1103,-4,301,609,966
1964:Q2,15009,1500,10352,457,168,489,1639,405,14516,11610,1522,0,1381,3,492,1465,-1161,3119,3490,5114,313,-1937,842,-837,319,0,943,198,0,-58,294,-38,0,60,60,0,0,0,109,57,-7,2779,1771,533,1238,75,312,621,-371
1964:Q3,15464,1554,10599,468,172,477,1786,409,13491,10595,1549,0,1345,2,1972,1489,-1271,4732,4253,5755,317,-1819,1278,-17,207,0,344,501,0,347,172,-18,0,58,58,0,0,0,204,-33,14,3097,1812,397,1415,98,316,871,479
1964:Q4,15481,1590,10722,462,176,489,1631,412,14805,11840,1589,0,1374,2,676,1516,-1219,3411,3925,4788,320,-1183,1628,1766,925,0,-2102,722,0,540,184,-2,0,53,53,0,0,0,286,-38,16,2811,1400,-203,1603,92,319,1000,-514
1965:Q1,15856,1615,10954,469,181,522,1699,416,15253,12217,1616,0,1418,2,603,1553,-1198,3353,2718,3886,319,-1487,1009,-911,638,0,910,328,0,264,66,-2,0,50,50,0,0,0,63,-30,-39,2496,1501,-200,1701,59,325,611,636
1965:Q2,16454,1637,11172,485,188,559,1995,418,15859,12734,1653,0,1468,4,595,1591,-1180,3365,3700,5392,321,-2013,1452,-292,123,0,848,456,0,390,80,-14,0,48,48,0,0,0,167,90,12,3465,2197,620,1577,132,338,798,-335
1965:Q3,16647,1655,11448,495,191,547,1895,417,14819,11655,1680,0,1479,5,1828,1624,-1166,4618,4873,6317,325,-1768,1748,-282,476,0,539,716,0,773,-39,-18,0,45,45,0,0,0,221,-4,37,3516,2047,403,1644,64,355,1050,-256
1965:Q4,16938,1689,11708,528,198,570,1833,412,16300,13087,1702,0,1504,7,638,1660,-1205,3502,4888,5571,329,-1012,1968,908,1137,0,-1247,803,0,764,61,-22,0,46,46,0,0,0,312,21,-12,2980,1492,-205,1697,58,363,1067,-1386
1966:Q1,17826,1784,11881,564,200,624,2372,402,16909,13594,1758,0,1550,7,918,1697,-1265,3879,3577,4544,338,-1305,1207,322,58,0,443,283,0,311,-2,-26,0,45,45,0,0,0,13,41,2,2512,1445,-232,1677,46,370,651,302
1966:Q2,18502,1892,12056,564,204,638,2753,395,17683,14217,1877,0,1583,6,819,1755,-1279,3853,4054,6064,342,-2352,1332,152,390,0,265,254,0,511,-235,-22,0,47,47,0,0,0,134,25,65,3684,2299,776,1523,87,378,920,-202
1966:Q3,18827,2005,12307,558,207,673,2685,393,16580,13002,1931,0,1641,6,2247,1796,-1309,5353,5057,6764,345,-2052,653,-1011,127,0,1708,-361,0,-98,-256,-7,0,43,43,0,0,0,225,-81,3,2705,1383,185,1198,297,385,640,296
1966:Q4,19038,2096,12518,544,210,684,2595,392,18296,14578,2055,0,1658,5,743,1843,-1292,3877,4641,6107,346,-1812,895,1077,701,0,-903,-384,0,-151,-246,13,0,40,40,0,0,0,269,20,75,2707,1109,-68,1177,197,402,999,-764
1967:Q1,19590,2080,12669,645,213,698,2894,391,18760,15019,2092,0,1643,6,830,1880,-1278,3987,3148,5113,341,-2306,513,80,1538,0,-785,-261,0,18,-287,8,0,34,34,0,0,0,-132,34,5,2819,1232,-110,1342,10,417,1160,839
1967:Q2,19932,2074,12918,644,217,698,2991,390,19601,15666,2237,0,1692,6,331,1911,-1061,3302,4148,6743,343,-2938,894,50,668,0,-20,-57,0,-112,52,3,0,26,26,0,0,0,144,42,41,3832,2321,943,1378,50,419,1042,-846
1967:Q3,20882,2169,13386,650,222,777,3291,387,18605,14377,2381,0,1840,7,2276,1963,-1333,5572,4878,7328,347,-2796,942,-162,-210,0,959,201,0,30,180,-9,0,27,27,0,0,0,203,-46,-30,3738,2124,816,1308,106,419,1089,694
1967:Q4,21313,2253,13801,686,225,829,3138,382,20741,16228,2522,0,1984,7,572,2013,-1417,4002,5164,6538,351,-1725,1121,768,434,0,-703,152,0,-291,445,-2,0,28,28,0,0,0,363,95,-16,2846,1474,174,1300,9,432,931,-1163
1968:Q1,22036,2433,14303,811,229,836,3049,375,21540,16919,2654,0,1960,7,496,2082,-1678,4256,3763,5613,372,-2222,1144,-689,488,0,613,629,0,-422,1091,-40,0,41,41,0,0,0,-80,123,19,3366,1485,74,1411,57,447,1377,493
1968:Q2,23397,2568,14680,826,231,847,3875,371,22632,17762,2841,0,2022,7,765,2127,-1574,4466,5201,7425,366,-2590,1366,849,142,0,-669,678,0,-17,636,59,0,46,46,0,0,0,283,44,-7,3956,2149,353,1796,95,465,1247,-735
1968:Q3,23300,2711,15107,827,238,874,3174,369,21328,16313,2920,0,2088,7,1972,2157,-1791,5920,6161,8048,351,-2238,1646,-1865,910,0,1169,1134,0,211,918,5,0,51,51,0,0,0,363,-52,-64,3884,1996,-325,2321,43,474,1371,-241
1968:Q4,23878,2840,15445,846,244,919,3222,363,23644,18442,3031,0,2165,6,234,2234,-1798,4266,4515,7042,325,-2853,1747,1044,1678,0,-2642,1195,0,412,761,22,0,54,54,0,0,0,381,70,-33,4600,2813,41,2772,115,485,1187,-249
1969:Q1,24706,2965,15827,952,245,997,3364,357,24503,19179,3154,0,2164,6,204,2301,-1730,4234,2228,6126,273,-4171,1772,-239,-834,0,1113,1579,0,506,1049,24,0,48,48,0,0,0,73,75,-43,5943,3671,863,2808,137,496,1639,2007
1969:Q2,25956,3081,16268,917,254,1057,4024,356,25637,20182,3208,0,2241,6,320,2383,-1718,4421,3935,7723,248,-4036,1490,220,-1586,0,1460,983,0,524,402,57,0,59,59,0,0,0,331,45,-22,5526,3540,1076,2464,75,508,1403,486
1969:Q3,26530,3341,16747,879,260,1116,3833,355,24274,18586,3351,0,2331,6,2257,2437,-1651,6345,4969,8093,232,-3357,1182,-447,-3118,0,3558,797,0,795,-1,3,0,130,130,0,0,0,370,-95,-13,4539,2711,639,2072,66,511,1251,1377
1969:Q4,27317,3420,17201,862,267,1172,4037,358,26973,21027,3504,0,2435,7,344,2523,-1744,4612,4400,6875,228,-2704,1510,2345,-352,0,-2259,1138,0,1256,-99,-19,0,220,220,0,0,0,465,-15,-32,4214,1464,188,1276,468,509,1773,212
1970:Q1,28448,3504,17653,939,268,1238,4482,365,28202,21956,3676,0,2564,6,246,2600,-1648,4495,2782,5980,239,-3438,944,-1116,1714,0,-589,475,0,956,-453,-28,0,426,426,0,0,0,-17,52,-1,4382,2140,309,1831,-41,522,1761,1713
1970:Q2,29919,3537,18108,934,270,1280,5426,365,29676,23069,3909,0,2692,6,243,2690,-1578,4512,3593,7437,257,-4101,1229,611,2214,0,-2010,67,0,403,-422,86,0,109,109,0,0,0,193,43,2,5330,3340,937,2403,-126,531,1585,918
