1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2006:Q4,71382603,174137,946938,6443716,135743,1975850,170083,3735329,376466,213779,573248,1799597,772239,2035799,1351622,452380,231797,147594,11225354,3600319,8462076,4230337,1146454,15570794,2942009,219070,8221003,70027595,43256894,7371,38206,0,10556007,112517,4297561,23509,3292301,2830119,20653535,1502795,3189769,13504255,2456716,323573,44204,3105946,181110,8346942,26770701,16026365,2349197,8395139
2007:Q1,73217447,181995,926324,6635562,135271,2043037,177046,3878433,369512,250399,624792,1811605,822125,2088436,1400424,450218,237794,143216,11673124,3769925,8479280,4426217,1159681,15783612,3042584,253016,8420689,71675747,44168736,7399,38371,0,10806448,126169,4423714,23180,3369290,2864095,21002393,1525724,3258685,13777812,2440172,321185,44565,3149442,169864,8629069,27507012,16666943,2431255,8408814
2007:Q2,74764566,179123,908641,6685646,151912,2125129,160456,3735971,389312,174833,613973,1822771,735082,2163002,1479108,445193,238701,130747,11853733,4032196,8612506,4706120,1186322,16167979,3149051,207891,8608142,73277821,44714296,7426,38521,0,10841857,154347,4294495,23156,3454890,2914969,21523619,1567138,3397108,14082407,2476966,332686,45132,3217057,160694,8547304,28563525,17400479,2623104,8539942
2007:Q3,76575799,203595,897656,6807298,158474,2401069,172832,4241794,322297,184127,904371,1819203,1011796,2189331,1500742,441710,246879,128428,11846995,4193251,8661467,4829002,1198472,16410494,3205422,216834,8813387,74492057,45611121,7627,38639,0,10979758,131416,4403060,22953,3484875,2937454,22065631,1674709,3459422,14375948,2555552,348987,45116,3248395,150407,8726561,28880936,17576536,2716275,8588125
2007:Q4,76599761,227501,937148,6947415,154708,2623481,174171,4286712,303373,188193,1044261,1705040,1045845,2299088,1611604,439867,247617,151391,11135349,4188219,8508352,4765821,1206282,16449566,3178643,199926,9165989,74570154,46580224,7742,38681,0,11167686,123814,4493689,23139,3560968,2966076,22540827,1765461,3585458,14580431,2609477,384820,45769,3300851,135299,8958548,27989930,16924153,2632037,8433740
2008:Q1,74728432,254001,902768,7084677,157203,2932051,169144,4286274,286729,275899,1009993,1644603,1069050,2414086,1722714,437992,253380,157766,10243180,3827562,8019299,4441076,1198197,16242120,3211882,222579,8964568,73574582,47582714,8057,38679,0,11438049,139956,4691656,23458,3597489,2985490,22806920,1837995,3649086,14717831,2602008,407963,45682,3303295,156149,9377920,25991868,15615923,2432404,7943541
2008:Q2,73706268,253108,878422,7011275,133346,2867850,162699,4380178,287898,297188,1089901,1670232,1034959,2401418,1699570,446518,255330,167109,9642482,3734603,7910327,4486010,1209161,16333459,3230798,163176,8740847,73614531,47916848,8004,38677,0,11522614,139827,4656134,23521,3641685,3061447,22852688,1854450,3623702,14754083,2620453,441777,46170,3298917,140753,9567248,25697682,15454256,2410137,7833289
2008:Q3,71325031,240714,1188944,7141562,118319,2899267,153557,4559956,261801,393214,1243813,1558803,1102325,2406493,1686186,453606,266701,150371,8512969,3067074,7632439,3914567,1207985,16083419,3161849,233885,8651662,72865499,49233863,7630,38675,0,12086992,146538,5192997,23098,3649393,3074966,23091136,1942644,3760749,14743930,2643813,434374,46054,3248645,158551,10121807,23631636,13834119,2243490,7554027
2008:Q4,67703365,236779,1365199,7121515,112813,3255800,147597,4904783,268356,530233,1419362,1567091,1119741,2149851,1420719,458116,271016,141565,6930353,2378648,7208567,3052632,1199279,15533068,3003405,222265,8739248,70447384,50521981,7547,38674,0,12677853,131477,5757055,23346,3675463,3090512,22889964,1968462,3590797,14686916,2643789,423403,46747,3162306,145108,11130378,19925404,11049169,1744208,7132027
2009:Q1,66015275,248746,1253143,7097135,110240,3232610,137424,5151237,238273,696433,1257007,1672375,1287149,2106797,1353168,472676,280953,161710,6176175,2167294,6791420,2861241,1207948,15410977,2998773,248798,8653609,69254860,51059495,7325,42261,0,13256420,106921,6227207,22548,3712453,3187291,22610408,1878788,3463988,14689490,2578142,405960,46689,3083179,144810,11462443,18195365,9962136,1520777,6712452
2009:Q2,67839505,253808,1380971,7032951,115292,3085373,151558,4920153,225614,670191,976511,1730811,1317026,2145086,1377524,482374,285188,172496,7272979,2630396,6263171,3418555,1229267,15926986,3014302,229642,8596521,70447508,51162050,7605,42427,0,13692465,86180,6571808,22274,3759712,3252491,22433912,1799999,3450400,14634640,2548873,404159,47204,3074547,137671,11322060,19285459,11355694,1743797,6185968
2009:Q3,70740803,318333,1371822,7122714,119291,2880143,158520,5183130,205188,867818,959516,1892438,1258170,2204534,1398577,493209,312748,179444,8440542,3152658,6132475,4018734,1252903,16484685,2977388,245637,8497851,72263920,51210510,55953,42564,0,14129797,72901,6968783,23202,3789727,3275184,22242622,1716945,3429337,14537629,2558711,414640,47239,3076912,143201,11057582,21053410,12980526,2017260,6055624
2009:Q4,71412492,342194,1418052,7319160,119019,2778922,154627,5055587,207561,945365,853882,1907459,1141320,2263825,1399975,505452,358398,180383,8484978,3285535,5931770,4251752,1271025,16751625,2920751,257850,8625439,73095441,51439559,55364,42691,0,14481646,58410,7232689,23495,3861759,3305293,22066195,1657951,3404583,14448644,2555017,406416,47845,3115840,135593,11087969,21655882,13679698,2125559,5850625
2010:Q1,72923692,347698,1379595,7389796,121260,2482867,157407,5326289,201490,1050987,870703,1943627,1259482,2325808,1434433,514339,377036,158135,8880016,3398168,6023059,4517796,1278557,17177877,3019923,300480,8638963,74370779,51982327,53618,42745,0,15064183,73617,7714997,23581,3898249,3353739,21836009,1669614,3379890,14293448,2493057,417122,47750,3173302,149174,11198424,22388451,14221421,2228518,5938512
2010:Q2,71935609,379856,1475253,7337451,124013,2328871,150960,5462059,201180,1298775,802100,1972154,1187850,2350114,1435902,522185,392027,145281,8067660,2985529,6362912,4237847,1265611,17130482,3098795,264723,8768194,73792128,52786626,52228,43205,0,15448306,81979,8059428,23850,3903470,3379579,21668973,1640343,3364001,14186176,2478453,415546,47927,3230455,143402,11736584,21005503,12774599,1955593,6275311
2010:Q3,74922320,399189,1507714,7446606,126109,2309160,160039,5460362,211579,1329484,861211,2035146,1022942,2418400,1439964,532977,445459,141026,9022585,3464889,6523877,4682488,1294756,17773625,3118445,253632,8819419,75994153,53193977,54958,43413,0,15940109,97938,8457152,23971,3910494,3450554,21570930,1615593,3374821,14076790,2503726,418531,48092,3265424,146404,11706116,22800176,14161864,2204617,6433695
2010:Q4,75535285,424361,1646952,7350477,157223,2442658,170837,5569305,265630,1218800,808256,1949738,1326881,2482449,1464241,538705,479503,151286,9857086,3703940,6618576,4966187,1308090,18339356,3114205,273686,6958612,78119840,53602469,54387,43542,0,16404880,82928,8822662,24161,3980522,3494607,21520969,1637795,3339851,13896512,2646811,407239,48707,3320461,177559,11624725,24517371,15565633,2428766,6522972
2011:Q1,77092567,432840,1464211,7444525,176121,2371671,165975,5464377,281568,1035353,960640,1947669,1239147,2523933,1454830,541798,527305,150610,10545927,3972437,6671052,5222699,1328508,18643154,3238341,325792,6950395,79604509,53910804,55993,43790,0,16715854,110460,9090815,24459,3963145,3526975,21424128,1636571,3347381,13811867,2628309,398630,48777,3380712,201977,11640943,25693704,16567200,2551371,6575133
2011:Q2,77586817,450921,1562250,7592151,183505,2333499,160639,5527102,271773,903252,953182,2019148,1379746,2581730,1488245,550241,543244,158460,10437041,4016154,6720710,5284979,1347048,18770096,3322173,286895,6851466,79888125,54194371,56521,43953,0,16944518,106911,9295140,24498,3933442,3584527,21300605,1641436,3285950,13720142,2653077,400069,49209,3439894,186360,11773242,25693754,16518909,2552133,6622712
2011:Q3,74919483,479503,1609255,7619211,164069,2290091,157696,5802544,244396,1054187,947841,2074728,1481391,2619728,1481849,552925,584954,149681,8805191,3318202,6818791,4711504,1355994,18345495,3315831,263465,7093234,78270684,55155995,55150,44082,0,17286256,124685,9588341,24982,3921265,3626983,21419564,1698434,3377235,13641720,2702175,414229,49498,3453005,199486,12234725,23114689,14191024,2202252,6721413
2011:Q4,76694764,455311,1773267,7743454,155983,2326248,162323,5834148,258580,1101872,875073,2101707,1496916,2588776,1426961,554965,606850,159780,9434270,3552983,6967245,4926887,1388536,18737311,3292134,272369,6923741,80572281,55679654,54219,44198,0,17658086,116307,9906085,25268,3942430,3667996,21540908,1760916,3443237,13580530,2756225,430267,49970,3466670,191490,12243846,24892627,15598834,2425132,6868661
2012:Q1,79291577,490202,1683862,7822792,149785,2238305,164801,5666145,250479,1048301,694404,2096198,1576762,2643311,1453661,550702,638948,187446,10502901,3904335,6989560,5514158,1392485,19308252,3349869,318680,6964688,82640424,56012031,54707,44389,0,18156853,127583,10306692,24433,3944463,3753682,21458273,1770148,3440347,13502737,2745041,415623,50076,3514804,212425,12104881,26628393,17020124,2726490,6881779
2012:Q2,79210556,472347,1748655,7869653,141168,2172927,163164,5846868,238039,1220055,746795,2130115,1511863,2693290,1481421,546284,665585,193689,10152826,3669157,7155195,5410136,1371896,19264818,3366675,289270,7228824,82885751,56638056,53593,44517,0,18431114,132081,10490548,24468,3966297,3817720,21492111,1822696,3449898,13429049,2790468,421103,50436,3520454,203573,12421155,26247695,16546012,2656094,7045589
2012:Q3,81403844,519654,1771273,7921180,152254,2224916,161996,5996063,231999,1172726,784674,2123236,1683428,2727494,1478990,542639,705865,196143,10748411,3980066,7396432,5729343,1385443,19618483,3402030,274316,7198348,84856082,57106837,54463,44635,0,18769451,136003,10723156,24394,3957168,3928730,21585901,1845181,3514704,13375563,2850453,428779,50381,3584698,204769,12383760,27749245,17648895,2811080,7289270
2012:Q4,82141176,488484,1948563,8091744,152481,2353734,155065,5833318,225782,1261396,753616,2084052,1508471,2763090,1499456,539137,724497,197789,10802429,4124887,7509848,5814508,1394910,19775271,3371265,287854,7075937,85379519,57684529,54277,44751,0,19187852,130329,11027944,24879,3953644,4051056,21665798,1907065,3498669,13347159,2912905,408220,50257,3600593,200455,12472326,27694990,17486791,2802795,7405404
2013:Q1,85010034,471645,1966518,8120304,184276,2265675,161156,5660738,251439,1266279,667540,2076900,1398580,2776049,1478867,537803,759379,170774,12206147,4354505,7614247,6275169,1407954,20488967,3482149,330884,7072878,88572154,58334277,52945,44971,0,19598219,140086,11373129,24626,3963150,4097228,21638096,1882723,3542731,13298869,2913773,410686,50298,3618932,214461,12705669,30237876,19640529,3085384,7511963
2013:Q2,85552591,365588,1985544,8154686,202515,2236889,155398,5124701,232519,1187025,599933,1979519,1125705,2849488,1537079,539524,772885,186667,12526410,4320402,7973983,6243102,1413629,20891086,3621747,289961,7010795,89978240,58925026,53113,45147,0,19647988,147246,11368166,24962,3945647,4161967,21685954,1917370,3508625,13299766,2960193,412967,50481,3672126,192634,13164616,31053214,20002143,3181499,7869572
2013:Q3,88277309,401844,1993669,8274685,202963,2290124,165002,5003212,225140,1134058,657867,1931383,1054764,2846343,1498773,537072,810498,173327,13175639,4783382,8324379,6542229,1432193,21563909,3689349,285700,7129361,92344908,59673596,54177,45334,0,19953261,171169,11563589,25098,3912715,4280690,21749974,1926883,3451291,13341503,3030297,417242,50357,3761140,190376,13451735,32671312,21085354,3363647,8222311
2013:Q4,91266597,370159,2252657,8299458,218210,2316523,165556,4883006,198143,1064808,650627,1906315,1063113,3051802,1689261,537070,825471,168794,14017681,5111076,8472820,6914106,1449988,22322944,3708710,301149,7241960,95250056,60484559,54386,45493,0,20240478,144511,11834187,24487,3894096,4343197,22242514,1991236,3818351,13342459,3090468,420036,50487,3786021,193718,13451427,34765497,22686251,3712924,8366322
2014:Q1,93038728,393185,2221954,8444534,204420,2298312,167276,4925901,217803,967790,721952,1957590,1060766,3164412,1763820,536187,864405,221842,14772356,5161578,8447800,7124665,1463468,22535098,3773033,345033,7373863,96528818,61112657,54585,45749,0,20605196,180154,12098504,24003,3886947,4415588,22319794,2025454,3867690,13329835,3096815,413479,50467,3846704,210747,13565936,35416162,23438216,3638683,8339263
2014:Q2,95175935,399282,2308974,8485024,223524,2226577,167085,4961419,212124,877865,729114,1987387,1154929,3131507,1717798,534822,878887,221701,15573041,5406742,8713672,7415190,1483612,22861071,3884999,315132,7397384,98317544,61359640,54594,45963,0,20647563,185778,12047511,24035,3883853,4506386,22473992,2091103,3857667,13361220,3164002,426886,50605,3913449,198761,13547827,36957904,24513345,3841889,8602670
2014:Q3,95196419,371261,2355426,8612803,213440,2271074,173624,4921894,211618,818274,752356,1994537,1145109,3056227,1605175,532535,918517,228170,15338302,5178434,8982607,7316277,1494391,22901975,3895346,289407,7595762,99135680,62059134,52358,46171,0,20897197,207060,12255772,23857,3851453,4559055,22567362,2124523,3782543,13417351,3242945,467048,50911,3996651,220524,13760911,37076546,24323936,3882548,8870062
2014:Q4,96841990,367309,2493760,8779538,195840,2336119,188791,4957255,232763,848449,763378,1992455,1120210,3072734,1609269,531937,931528,218088,16016759,5072306,9196359,7418924,1516575,23153962,3867570,284104,7705998,101495202,62996406,51166,46301,0,21207063,182012,12480854,24374,3863093,4656730,22871621,2204125,3872347,13485609,3309540,467348,51257,4006803,212783,14082064,38498796,25323624,4092576,9082596
2015:Q1,98347443,359858,2406217,9003741,161631,2286768,193206,5024352,235023,984350,775979,1994398,1034602,3118584,1612124,535705,970755,219992,16190417,5226732,9384098,7649121,1537350,23370792,3840853,341337,8032394,102551774,63519294,48718,46671,0,21485332,188286,12606703,24131,3892907,4773305,22902363,2246383,3846407,13502471,3307102,498613,50736,3990230,229139,14267492,39032480,25487643,4277055,9267782
2015:Q2,99263480,356640,2627269,9010478,167724,2263452,192916,4874219,250475,971243,776929,1967147,908425,3098957,1574756,538759,985442,219448,16209659,5270905,9669083,7670601,1544961,23458149,3928426,304287,8396307,103419294,64388421,49668,47000,0,21721810,177555,12670654,24650,3906682,4942269,23078712,2313572,3771382,13616026,3377732,514017,50967,4046000,221428,14658818,39030873,25179445,4298795,9552633
2015:Q3,97728427,341642,2507276,9204272,160528,2343556,195499,5195177,271158,1199121,862641,1963369,898888,3087062,1526563,540260,1020239,189632,14946169,4819112,9836341,7141664,1542703,23156801,3943750,310980,8806264,102532905,65510295,49574,47327,0,21973056,201257,12812842,24095,3897681,5037181,23202251,2334164,3682250,13722772,3463065,507582,50822,4097386,215131,15367166,37022610,23272183,4034952,9715475
2015:Q4,99322498,326877,2765137,9384787,154807,2404261,204115,5023641,277857,1241470,920585,1951182,632547,3087519,1514230,541620,1031669,211134,15590815,4969661,9877892,7316247,1557216,23484834,3910934,310351,8742270,104498222,66110674,48938,47567,0,22349854,179017,13168996,24554,3886688,5090599,23535569,2410632,3855470,13869244,3400223,509727,51149,4089511,196742,15281617,38387548,24338423,4292971,9756154
2016:Q1,100454869,373992,2760479,9582290,138012,2359055,196731,5178938,302391,1393233,894241,1969068,620005,3166205,1561973,534387,1069845,196681,15926749,5009201,9805625,7325055,1572857,23680278,3945227,356941,8880552,105558510,66771169,49753,47726,0,22752891,184673,13407102,24439,3908580,5228097,23681179,2475183,3869245,13924517,3412234,496363,51050,4116668,204201,15371338,38787341,24749916,4356438,9680987
2016:Q2,102140183,395536,2847119,9604607,150605,2254114,195777,5276324,322731,1438536,919221,2030386,565450,3192057,1581712,529108,1081237,186884,16421247,4972478,10050545,7471011,1599639,23923728,4100602,335169,9162741,107214504,67493956,49401,48043,0,22855674,185663,13391647,24556,3942781,5311027,23894374,2510397,3871744,14035440,3476793,523801,51245,4223041,189381,15658996,39720548,25241855,4553170,9925523
2016:Q3,104118088,395886,2858219,9974470,159812,2193844,247343,5162382,327742,1447054,883580,2017682,486324,3196299,1557951,521598,1116750,179330,16884829,5272732,10249682,7734737,1618255,24263319,4147290,327500,9252159,109112748,68308001,49294,48370,0,23155033,176268,13621965,24363,3940007,5392430,24194058,2526079,3915451,14190940,3561588,460706,51261,4338026,194161,15817092,40804747,25826193,4872389,10106165
2016:Q4,104777471,348535,2949612,10168481,153843,2156297,235275,4958563,296594,1388218,880908,1939952,452891,3180161,1536427,514932,1128802,178517,17259776,5268081,10256451,7681425,1617493,24372115,4210984,339127,9442736,110250008,69259802,47476,48536,0,23409690,180783,13880222,24459,3940212,5384014,24438760,2525921,3961951,14314452,3636436,469916,51263,4421132,198660,16174369,40990206,25846461,5028955,10114790
2017:Q1,107171572,374876,2772470,10244787,149554,2113101,229181,4978486,312309,1368895,897577,1935718,463987,3230450,1546207,521047,1163196,191491,18195714,5653532,10268007,8124565,1635960,24830651,4215023,385982,9577742,112152968,69396779,47918,48781,0,23580262,195512,13923005,24228,3928605,5508912,24592838,2532763,4016309,14413346,3630420,479131,50978,4384482,223704,15988685,42756189,27250946,5381831,10123412
2017:Q2,109289403,375467,2898131,10173616,169719,2101541,203514,5097670,322051,1422745,916204,1964436,472234,3224266,1526502,524771,1172993,168245,18709404,5922159,10757943,8385379,1644937,25163973,4304964,317470,9671006,113630490,69778091,49138,48986,0,23710262,194666,13965794,24391,3938811,5586600,24817986,2566928,4006883,14561469,3682706,475343,50851,4429638,209294,15986593,43852399,27685659,5552706,10614034
2017:Q3,111709446,386972,2806356,10331269,302529,2197615,189746,5005106,317806,1353461,908033,1945908,479898,3235854,1500781,529163,1205910,175682,19227934,6320370,10869081,8760152,1661493,25545526,4396283,353244,9944235,115482692,70484597,49912,49175,0,23965075,206063,14156063,24368,3915218,5663363,25172073,2574232,4145858,14702804,3749179,472329,51013,4514306,205590,16005124,44998095,28461034,5816100,10720961
2017:Q4,114823773,389459,2966709,10409024,288775,2307247,194986,5119227,313702,1423222,929671,1955819,496813,3224837,1466876,540989,1216972,154811,20384381,6564342,11050341,9095889,1678576,25973923,4451678,582306,9987263,118091163,70983239,50294,49381,0,24333632,206670,14434589,24395,3960211,5707767,25673204,2613873,4342411,14886168,3830752,474305,51090,4577776,423705,15349852,47107925,30025909,6178623,10903393
2018:Q1,115377270,399164,3118498,10621197,287266,2245345,179932,5151847,337019,1554571,880210,1892149,487898,3230175,1439213,539900,1251062,198216,20184740,6212949,11163535,9131076,1689238,26007190,4559481,632204,10365218,118933603,72052273,51344,49517,0,24878546,242010,14894690,24662,3940782,5776402,25801377,2638185,4357572,14985744,3819876,465379,51194,4636164,435899,15682853,46881330,29745677,6124489,11011164
2018:Q2,116617529,378279,3069661,10690945,301913,2267765,169627,5333100,346864,1652902,927092,1907124,499118,3231771,1431294,540106,1260371,201287,20504730,6102570,11334031,9234596,1706956,26241757,4740920,605418,10502205,120974550,72660278,49674,49617,0,24924576,240837,14933718,23511,3943701,5782809,26368294,2696333,4661161,15152626,3858174,423118,51040,4771031,412782,15610146,48314273,30845418,6290999,11177856
2018:Q3,118891387,361383,3082554,10763715,211451,2254698,171383,5601477,356675,1839298,999445,1891817,514242,3261306,1427639,541451,1292216,197960,21407417,6143489,11447456,9576349,1727020,26630911,4928296,620644,10503879,124283564,73627085,49274,49691,0,25254580,223580,15227623,22822,3928119,5852436,26672515,2703135,4735551,15299264,3934565,425198,51221,4962419,426210,15735977,50656479,32560063,6807469,11288947
2018:Q4,114521778,385260,3220521,10901524,186609,2431355,170744,5822837,369952,1973027,1050242,1915301,514315,3243480,1398456,540991,1304033,196770,18591446,5214635,11419554,8399901,1709872,25850451,4936405,630104,11210310,120264055,75186189,49117,49762,0,25592511,196467,15566216,22940,3918155,5888733,27099269,2837420,4811275,15443532,4007042,415286,51284,5034129,430858,16463973,45077865,27923534,5892833,11261498
2019:Q1,121559611,389512,3142613,11110119,190226,2562863,171882,6083610,393797,2163499,1060592,1937572,528150,3277848,1399670,543140,1335038,103778,21457299,5776189,11619713,9437890,1741891,26770908,5072725,671530,11979016,126410187,76433820,49027,49865,0,26041988,241104,15888708,22201,3904540,5985435,27194489,2850282,4813510,15536227,3994470,393242,51793,5096351,459120,17097945,49976367,31837545,6677399,11461423
2019:Q2,124323418,419350,3077203,11134700,209931,2549569,174132,6372738,410509,2315777,1155720,1947361,543371,3287047,1401264,542905,1342878,103163,22050104,5935894,12000725,9848236,1756225,27209539,5241450,625045,12328368,128477148,77066649,49096,49930,0,26107280,236578,15884286,21997,3891313,6073106,27380756,2883524,4764180,15680945,4052107,388736,51690,5192964,419270,17426927,51410499,32623379,6946131,11840989
2019:Q3,125693114,438380,3235895,11336102,196564,2836251,171271,6425748,436839,2372959,1132431,1939029,544490,3367849,1442482,550727,1374640,58830,22001138,5824222,12127313,9804500,1771504,27442672,5327516,559821,12767539,130166579,78407226,48146,49994,0,26612366,216317,16303690,21455,3889548,6181356,27809501,2868834,4939581,15876938,4124148,391904,52098,5290701,430964,17721552,51759353,32779427,7014679,11965247
2019:Q4,130238881,446854,3416774,11549354,215210,2995519,171718,6312458,442859,2244988,1138304,1941751,544556,3402365,1464016,556006,1382343,72078,23624867,6214598,12158546,10435418,1786248,28075372,5396646,559494,13405363,134072796,79408139,48835,50071,0,26968743,194530,16628907,21211,3932370,6191725,28189941,2887362,5080687,16029701,4192191,399320,52181,5340440,430124,17928484,54664657,35065278,7605837,11993542
2020:Q1,122316262,470875,3958956,12019993,202880,3588126,180423,6247682,457237,2167531,1160259,1918548,544107,3590748,1608341,570974,1411433,36773,18314028,4745424,12332358,8480951,1786692,26801882,5304593,599173,13654706,127663428,81414258,48199,50180,0,27705821,243129,17115829,21184,3940361,6385318,28908885,3384316,5203010,16173732,4147827,385576,52034,5247974,456097,18559492,46249171,28002656,6081732,12164783
2020:Q2,132546999,512912,5947908,12648029,233642,3865179,197500,6008204,426538,2188068,786327,1937573,669698,3718565,1717429,585315,1415821,57572,22360624,5611727,12566792,9812256,1827381,28063117,5102146,651324,13362122,138374810,84254677,48584,50256,0,30880481,166104,19867035,21019,3962353,6863970,29275961,3482380,5365178,16331024,4097379,369544,52024,5125705,484872,17967250,54120134,34553381,7285283,12281470
2020:Q3,137384413,545155,6209267,12753290,252720,3673726,196439,5845616,428016,2201315,724422,1951878,539985,3799098,1757511,602813,1438774,36475,24582792,5919796,12959807,10411486,1865988,28694266,5327736,628033,13682725,143912503,85219971,49709,50374,0,31410364,122229,20340181,20151,3999103,6928700,29526424,3268813,5545495,16569417,4142699,365264,52363,5319503,439226,18006744,58692532,38113361,7903710,12675461
2020:Q4,146020886,546547,7319244,12271886,237663,3576285,208244,5927704,451620,2301157,662651,1959330,552946,3867179,1807429,618875,1440875,33556,28846827,6749774,13270613,11484782,1921752,29792246,5484234,626574,13855777,151416896,85829498,50864,50455,0,32067317,132202,20946158,20207,4024349,6944401,29935410,3160747,5772752,16817059,4184852,325877,52371,5432744,445356,17469104,65587398,43788193,8816606,12982599
2021:Q1,150295422,494310,7096219,12795740,263344,3707519,190632,5259089,477506,1787441,530206,1920636,543300,3910417,1819748,622002,1468667,28316,31422049,7152518,13532494,12003221,1928514,30176749,5675977,675563,13982752,156122861,86756829,50050,50530,0,32638047,144023,21347365,19827,4051128,7075704,30169716,3162838,5839474,17000195,4167209,332618,52655,5545728,455183,17462302,69366032,46707531,9356579,13301922
2021:Q2,156131824,513507,7243814,12598549,298230,3711105,227432,5477801,508341,1795419,647056,1922039,604946,3944306,1851008,621244,1472054,23697,34175124,7656248,14261505,12674957,1965588,30901740,5896824,600691,13960706,162719891,87965722,50375,50586,0,33053169,131976,21699043,19826,4074641,7127683,31111278,3036836,6123144,17566126,4385172,302288,51807,5706073,439372,17200774,74754169,50523557,10192904,14037708
2021:Q3,158199181,619614,6908781,12772842,265972,3658475,223823,5633532,487423,2010053,577772,1873210,685074,4067314,1951251,621852,1494211,8001,34674451,7606484,15065507,12679308,1983294,30954975,5988252,723717,14364840,164686861,89014943,161826,50674,0,33284764,122448,21846135,19501,4093792,7202888,31537278,2943581,6232538,17900981,4460178,321569,52742,5842967,446377,17316746,75671919,50549327,10269277,14853315
2021:Q4,163241032,635858,7419455,13108595,267220,3803541,227777,5371967,484412,1824141,666954,1851858,544602,4135938,1999343,642398,1494197,-31768,36332549,7969713,15549702,13401196,2000338,31574474,6146774,730040,14597664,171726796,90437984,160760,50827,0,33995983,138243,22557536,19787,4106229,7174188,32458804,3098184,6496111,18315985,4548524,314048,52648,6074546,452116,16878252,81288812,54534086,11418702,15336024
2022:Q1,161714890,671002,7890868,13187537,289794,3732573,224110,5415698,470986,1985292,723809,1709803,525808,4319288,2163367,644930,1510991,-66471,35069221,7529235,15959081,12427194,1990075,30601554,6342351,817868,15313912,170778246,92604560,158785,50821,0,34763901,188731,23246108,19397,4089118,7220547,33105419,3175469,6680349,18672627,4576974,292190,52869,6242743,517687,17420145,78173686,51548969,10868846,15755871
2022:Q2,153168782,633339,8239217,12717664,264636,3769468,224815,5775049,499609,2138991,933679,1673426,529344,4320307,2150300,657475,1512532,-39376,29395367,6378288,16658124,10539746,1961562,28901987,6583991,734536,16110063,162590983,94363510,152511,51003,0,34737585,188120,23253368,19721,4093740,7182636,33837702,3328429,6720632,19094514,4694127,299328,52795,6479535,498152,18254899,68227473,42677726,9091950,16457797
2022:Q3,151139936,590336,8189321,12411424,269576,3849949,223678,6254009,463387,2555850,1111625,1599842,523305,4287472,2098329,655472,1533671,-79562,28277827,5851414,16608226,9825474,1961249,28156719,6695927,723588,17043310,162038314,96259695,147009,51185,0,35099260,198824,23616710,19352,4078067,7186307,34351069,3369016,6777632,19415025,4789396,345960,53041,6560714,510478,19140979,65778619,40759542,8615959,16403118
2022:Q4,155246786,634831,7872626,12386192,304507,4035691,230735,7162575,477990,3139886,1343059,1672946,528694,4256775,2040193,674618,1541964,-74936,29858452,6658832,16178511,10244112,1987089,28366207,6818851,734839,17590898,164883580,97163136,152863,51367,0,35310410,197553,23844978,19799,4055435,7192645,34824295,3467744,6788584,19673723,4894244,350142,53018,6652770,495308,19272963,67720444,42518083,9238713,15963648
2023:Q1,159515354,680930,7579848,11968386,297736,4452360,242803,7935693,476127,3719875,1460100,1733978,545613,4246452,2014027,679115,1553310,-50451,31717125,7186131,15893384,10710100,2028341,29034198,6899445,813399,17879475,169697404,98214981,154516,51549,0,35914824,206192,24282042,19743,4060150,7346697,34899965,3466664,6734626,19811941,4886734,350549,53530,6673940,537398,19578710,71482423,45886096,9928315,15668012
2023:Q2,163705144,662257,7680000,11984488,317052,4673910,245654,8082236,475772,3950620,1356767,1748462,550615,4190359,1970172,675873,1544314,-69784,33659371,7379629,16175374,11149298,2055150,29647985,7020223,750132,18101811,175368636,99265361,152775,51731,0,36435066,192674,24772373,17991,4076343,7375685,35116858,3444636,6766657,19963881,4941684,347845,53480,6807306,490471,19809829,76103275,49422419,10733256,15947600
2023:Q3,162105668,651191,7832450,12068991,320981,4902006,240139,8163387,512981,4019956,1412449,1677344,540657,4088751,1896122,674984,1517645,-58648,32547907,6984186,16175209,10679570,2042490,29403059,7223935,706150,18133915,174768265,101097803,151041,52434,0,37308213,203151,25630167,19567,4067103,7388225,35353219,3407798,6840504,20141869,4963048,334320,54197,7051030,497360,20295989,73670462,47396907,10327969,15945586
