1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q4,4577492,964383,914936,-1200,-1421,221,85776,33060,1479,30361,20876,830360,824070,6290,935731,69911,865820,856629,9191,0,1762442,1662613,35616,52999,11139,75,4556616,10014,-1421,221,11139,75,1126451,570277,69911,486263,442749,18338,25176,1648799,350774,33060,1264965,1219864,17278,27823,3331,1852,1479,71841,41480,30361,1696180,1680699,15481,20876
2011:Q1,5251008,1394691,926717,-1322,-1380,58,96299,34990,1702,22917,36690,831740,822765,8975,1173713,77736,1095977,1085102,10875,0,1755887,1644711,37987,62151,11038,0,5214318,9716,-1380,58,11038,0,1287903,696100,77736,514067,463325,19050,31692,1906619,640847,34990,1230782,1181386,18937,30459,4113,2411,1702,78250,55333,22917,1927717,1907867,19850,36690
2011:Q2,5144873,1572650,799740,-797,-917,120,87317,34742,1789,31721,19065,713220,703254,9966,1130826,60957,1069869,1058211,11658,0,1641657,1533674,28171,68108,11704,0,5125808,10907,-917,120,11704,0,1387538,839786,60957,486795,434818,16299,35678,1855410,677510,34742,1143158,1098856,11872,32430,4403,2614,1789,84461,52740,31721,1783089,1761465,21624,19065
2011:Q3,5157020,1583976,830925,-659,-769,110,111926,32880,1813,43009,34224,719658,712269,7389,1148407,60699,1087708,1078754,8954,0,1593712,1482747,27916,71231,11318,500,5122796,11159,-769,110,11318,500,1416651,767137,60699,588815,534442,16586,37787,1788428,762469,32880,993079,948305,11330,33444,4866,3053,1813,94326,51317,43009,1807366,1791023,16343,34224
2011:Q4,5183379,1542737,718003,-435,-631,196,91134,28172,2312,51688,8962,627304,620631,6673,1196414,50826,1145588,1138054,7534,0,1726225,1520163,22880,69816,13543,99823,5174417,112931,-631,196,13543,99823,1399847,776965,50826,572056,518209,14258,39589,1779946,710971,28172,1040803,1001954,8622,30227,4556,2244,2312,104245,52557,51688,1772892,1758685,14207,8962
2012:Q1,4905568,1542485,649199,-714,-720,6,71555,29019,1665,51729,-10858,578358,570200,8158,1158954,47668,1111286,1100258,11028,0,1554930,1406361,20308,70791,10988,46482,4916426,56756,-720,6,10988,46482,1341191,793573,47668,499950,449531,11121,39298,1705673,679144,29019,997510,956830,9187,31493,4213,2548,1665,118949,67220,51729,1689644,1670458,19186,-10858
2012:Q2,4706484,1502915,575110,-632,-709,77,54311,28974,1718,61119,-37500,521431,514221,7210,1161716,49073,1112643,1102758,9885,0,1466743,1328937,20023,79085,10729,27969,4743984,38066,-709,77,10729,27969,1279715,756844,49073,473798,415874,11863,46061,1671003,687782,28974,954247,913063,8160,33024,4342,2624,1718,116784,55665,61119,1634074,1616979,17095,-37500
2012:Q3,4720495,1437005,607663,-481,-607,126,110298,32367,1587,66436,9908,497846,490052,7794,1202639,103018,1099621,1090436,9185,0,1473188,1356672,18463,72885,12617,12551,4710587,24687,-607,126,12617,12551,1269699,715244,103018,451437,400478,9901,41058,1699506,670556,32367,996583,956194,8562,31827,5083,3496,1587,114145,47709,66436,1597467,1580488,16979,9908
2012:Q4,4613906,1473018,513570,-416,-486,70,97651,31351,1522,65651,-873,416335,409880,6455,1156613,100314,1056299,1047691,8608,0,1470705,1356569,20265,72391,12591,8889,4614779,21064,-486,70,12591,8889,1319531,777235,100314,441982,393031,10932,38019,1677348,638754,31351,1007243,963538,9333,34372,4752,3230,1522,119450,53799,65651,1472634,1457571,15063,-873
2013:Q1,4932987,1780746,557252,-582,-591,9,129783,26658,1273,64317,37535,428051,421359,6692,1189169,119369,1069800,1060761,9039,0,1405820,1288785,19903,77496,11580,8056,4895452,19054,-591,9,11580,8056,1492001,968160,119369,404472,351368,11437,41667,1749660,741290,26658,981712,937417,8466,35829,4577,3304,1273,132309,67992,64317,1497851,1482120,15731,37535
2013:Q2,5232946,2003018,531234,-594,-714,120,94401,31435,1717,48469,12780,437427,431756,5671,1377900,112640,1265260,1257813,7447,0,1320794,1206426,20124,81784,10781,1679,5220166,11866,-714,120,10781,1679,1443905,969447,112640,361818,306397,12044,43377,1937549,959598,31435,946516,900029,8080,38407,4989,3272,1717,119170,70701,48469,1702687,1689569,13118,12780
2013:Q3,5312728,2198917,552371,-389,-566,177,102956,46633,1731,50803,3789,449804,442238,7566,1283500,119337,1164163,1153480,10683,0,1277940,1161011,18239,87286,10893,511,5308939,11015,-566,177,10893,511,1634911,1172427,119337,343147,285941,11231,45975,1933540,963518,46633,923389,875070,7008,41311,4724,2993,1731,110782,59979,50803,1613967,1595718,18249,3789
2013:Q4,5478019,2203894,574931,-888,-962,74,112933,24763,1400,50321,36449,462886,456513,6373,1317289,116855,1200434,1191292,9142,0,1381905,1260822,19918,90339,10554,272,5441570,9938,-962,74,10554,272,1676183,1191731,116855,367597,311788,11389,44420,1976291,948046,24763,1003482,949034,8529,45919,4455,3055,1400,111383,61062,50321,1663320,1647805,15515,36449
2014:Q1,5690132,2427992,567420,-511,-546,35,115217,30461,1261,45813,37682,452714,445935,6779,1346572,123899,1222673,1211410,11263,0,1348148,1224667,20466,92036,10572,407,5652450,10468,-546,35,10572,407,1747551,1273333,123899,350319,291847,12454,46018,2088340,1071029,30461,986850,932820,8012,46018,5210,3949,1261,125494,79681,45813,1675387,1657345,18042,37682
2014:Q2,5709765,2436239,556907,-360,-524,164,109255,35794,1224,51174,21063,448012,441832,6180,1371477,120415,1251062,1240702,10360,0,1345142,1212683,21464,98385,12486,124,5688702,12250,-524,164,12486,124,1754947,1302140,120415,332392,267817,13107,51468,2104536,1068602,35794,1000140,944866,8357,46917,5592,4368,1224,112303,61129,51174,1699074,1682534,16540,21063
2014:Q3,5678308,2485409,553339,-588,-915,327,42814,29199,1079,50069,-37533,511113,506290,4823,1274999,54818,1220181,1211067,9114,0,1364561,1242668,21260,89226,11167,240,5715841,10819,-915,327,11167,240,1722573,1343421,54818,324334,270571,12869,40894,2145795,1087776,29199,1028820,972097,8391,48332,4970,3891,1079,100390,50321,50069,1731294,1717357,13937,-37533
2014:Q4,5313011,2352809,511574,-410,-555,145,22187,27640,1129,50692,-57274,489797,485697,4100,1129137,53064,1076073,1067427,8646,0,1319491,1197189,21350,89740,9684,1528,5370285,10802,-555,145,9684,1528,1754869,1402679,53064,299126,247477,12120,39529,1925566,888773,27640,1009153,949712,9230,50211,5103,3974,1129,108075,57383,50692,1565870,1553124,12746,-57274
2015:Q1,5305754,2423438,514060,-699,-748,49,20688,23186,1137,45004,-48639,494071,490409,3662,1090428,54674,1035754,1028469,7285,0,1277828,1156698,20266,91237,8817,810,5354393,8928,-748,49,8817,810,1803134,1470195,54674,278265,226455,12321,39489,1885441,872319,23186,989936,930243,7945,51748,5502,4365,1137,121563,76559,45004,1529825,1518878,10947,-48639
2015:Q2,5016420,2231714,457194,-246,-412,166,17217,24054,1088,49938,-57863,440223,437064,3159,1088140,53446,1034694,1028472,6222,0,1239372,1119793,18731,91214,8999,635,5074283,9388,-412,166,8999,635,1638407,1277188,53446,307773,258838,9859,39076,1832728,886709,24054,921965,860955,8872,52138,5981,4893,1088,112862,62924,49938,1474917,1465536,9381,-57863
2015:Q3,4908106,2182006,431213,165,-87,252,16424,22282,1080,48572,-55510,414624,408029,6595,1080253,48328,1031925,1023241,8684,0,1214634,1095015,17798,92084,9056,681,4963616,9902,-87,252,9056,681,1610742,1245892,48328,316522,266704,9247,40571,1781806,871149,22282,888375,828311,8551,51513,5234,4154,1080,109383,60811,48572,1446549,1431270,15279,-55510
2015:Q4,4653251,1965234,475591,79,-36,115,11764,23011,1119,45156,-57522,463748,458880,4868,992181,47541,944640,936723,7917,0,1220245,1100771,18656,90958,8863,997,4710773,9939,-36,115,8863,997,1561343,1204903,47541,308899,258144,9571,41184,1614846,690349,23011,901486,842627,9085,49774,4906,3787,1119,111351,66195,45156,1408388,1395603,12785,-57522
2016:Q1,4712647,2122492,442603,-1120,-1178,58,9423,22348,1128,44148,-58201,434300,426495,7805,962715,52980,909735,897618,12117,0,1184837,1072431,19730,82710,9820,146,4770848,8846,-1178,58,9820,146,1640781,1286077,52980,301724,255667,10053,36004,1644733,749238,22348,873147,816764,9677,46706,5554,4426,1128,126899,82751,44148,1344035,1324113,19922,-58201
2016:Q2,4710520,2034070,451241,-1087,-1287,200,5734,22219,1101,48089,-65675,446594,439971,6623,1019026,55572,963454,953972,9482,0,1206183,1089069,25352,78144,10624,2994,4776195,12531,-1287,200,10624,2994,1552868,1193074,55572,304222,259315,11784,33123,1676878,766316,22219,888343,829754,13568,45021,5683,4582,1101,118187,70098,48089,1410048,1393943,16105,-65675
2016:Q3,4521063,1919522,455798,-537,-735,198,14483,25310,1006,43337,-55170,441852,434043,7809,947613,56030,891583,881205,10378,0,1198130,1079937,24333,74929,11928,7003,4576233,18394,-735,198,11928,7003,1580543,1230845,56030,293668,248448,13304,31916,1513139,602298,25310,885531,831489,11029,43013,7017,6011,1006,123705,80368,43337,1333435,1315248,18187,-55170
2016:Q4,4323816,1754202,374592,-741,-804,63,19107,26890,1155,46158,-55096,356226,347636,8590,966045,53904,912141,901548,10593,0,1228977,1112629,27541,74197,9047,5563,4378912,13869,-804,63,9047,5563,1459069,1114587,53904,290578,246424,12370,31784,1518476,567797,26890,923789,866205,15171,42413,5798,4643,1155,113333,67175,46158,1268367,1249184,19183,-55096
2017:Q1,4813566,2149339,417231,-558,-567,9,63803,34403,1136,38513,-10249,353986,343586,10400,1022125,59644,962481,950935,11546,0,1224871,1109745,26456,73312,10283,5075,4823815,14800,-567,9,10283,5075,1658985,1323162,59644,276179,234086,13617,28476,1696631,728894,34403,933334,875659,12839,44836,6567,5431,1136,130365,91852,38513,1316467,1294521,21946,-10249
2017:Q2,4718780,1979415,455994,-494,-636,142,55833,33021,1054,42543,-20785,400655,391634,9021,1009420,59161,950259,940179,10080,0,1273951,1161221,27546,70623,11491,3070,4739565,14067,-636,142,11491,3070,1571644,1193531,59161,318952,278262,13305,27385,1678089,704630,33021,940438,882959,14241,43238,7531,6477,1054,117320,74777,42543,1350914,1331813,19101,-20785
2017:Q3,4829119,2070393,433223,-547,-743,196,49733,30464,1519,40976,-23226,384037,375171,8866,1053090,54264,998826,988309,10517,0,1272413,1155821,28084,72132,12756,3620,4852345,15829,-743,196,12756,3620,1584325,1207815,54264,322246,281355,13557,27334,1746719,782464,30464,933791,874466,14527,44798,9211,7692,1519,113398,72422,40976,1382863,1363480,19383,-23226
2017:Q4,4759988,1949005,447587,-786,-920,134,54049,29001,1029,42113,-18094,394324,384897,9427,1076479,50927,1025552,1016684,8868,0,1286917,1158738,28023,75160,12929,12067,4778082,24210,-920,134,12929,12067,1556895,1161900,50927,344068,300780,14437,28851,1656917,710063,29001,917853,857958,13586,46309,8807,7778,1029,111377,69264,42113,1419876,1401581,18295,-18094
2018:Q1,4837323,2107065,386161,-683,-700,17,55900,30278,1128,34319,-9825,330944,321351,9593,1086797,49714,1037083,1026604,10479,0,1257300,1135423,29067,73926,13873,5011,4847148,18201,-700,17,13873,5011,1643739,1228022,49714,366003,321669,16648,27686,1679703,777012,30278,872413,813754,12419,46240,10541,9413,1128,126937,92618,34319,1368027,1347955,20072,-9825
2018:Q2,4406838,1886919,389437,-304,-543,239,48095,28879,1339,38674,-20797,341646,332644,9002,1001031,46827,954204,944339,9865,0,1129451,1018697,25569,70070,14024,1091,4427635,14811,-543,239,14024,1091,1431715,1071869,46827,313019,272713,14717,25589,1562043,731847,28879,801317,745984,10852,44481,12097,10758,1339,111119,72445,38674,1295850,1276983,18867,-20797
2018:Q3,4248790,1769493,373141,-698,-969,271,42482,30245,1381,38301,-27445,331357,322816,8541,980334,47478,932856,924578,8278,0,1125822,1012888,27701,71227,13932,74,4276235,13308,-969,271,13932,74,1411622,1038775,47478,325369,281483,15678,28208,1476214,659522,30245,786447,731405,12023,43019,8186,6805,1381,102692,64391,38301,1264213,1247394,16819,-27445
2018:Q4,4132734,1555954,388980,-709,-770,61,33344,26800,1344,39099,-33899,356345,347143,9202,1029894,39461,990433,982119,8314,0,1157906,1037634,30280,72024,13761,4207,4166633,17259,-770,61,13761,4207,1255874,888427,39461,327986,281239,17839,28908,1437369,598617,26800,811952,756395,12441,43116,7386,6042,1344,101967,62868,39099,1346778,1329262,17516,-33899
2019:Q1,4209622,1580789,397058,-778,-789,11,36689,27985,1292,32797,-25385,361147,351419,9728,1009464,41125,968339,958240,10099,0,1222311,1111668,28497,66986,13795,1365,4235007,14382,-789,11,13795,1365,1314098,898572,41125,374401,330201,17749,26451,1438064,577329,27985,832750,781467,10748,40535,7873,6581,1292,131104,98307,32797,1329486,1309659,19827,-25385
2019:Q2,3993254,1421452,406380,-706,-821,115,26651,27841,1437,37304,-39931,380435,370547,9888,952072,37686,914386,904340,10046,0,1213350,1105182,26784,66967,14400,17,4033185,13711,-821,115,14400,17,1198621,806725,37686,354210,312614,15420,26176,1396376,523812,27841,844723,792568,11364,40791,6488,5051,1437,123168,85864,37304,1294821,1274887,19934,-39931
2019:Q3,4000072,1427255,385230,-637,-744,107,23596,27322,1493,40676,-45895,362271,349572,12699,976140,32386,943754,933330,10424,0,1211447,1101271,28172,66911,14120,973,4045967,14456,-744,107,14120,973,1231019,838170,32386,360463,316174,17133,27156,1368871,505658,27322,835891,785097,11039,39755,8771,7278,1493,116825,76149,40676,1306025,1282902,23123,-45895
2019:Q4,4244260,1548849,404864,-601,-643,42,23806,26419,1633,38952,-43198,381659,369828,11831,1022389,30777,991612,982127,9485,0,1268158,1153152,26829,69724,14725,3728,4287458,17852,-643,42,14725,3728,1304478,907338,30777,366363,322243,15212,28908,1463885,554124,26419,883342,830909,11617,40816,6019,4386,1633,121953,83001,38952,1373271,1351955,21316,-43198
2020:Q1,5991060,2474282,514872,75979,-654,76633,13684,27607,1972,43283,-59178,425209,413672,11537,1355982,34410,1321572,1311627,9945,0,1645924,1175667,29034,68696,14853,357674,6050238,448506,-654,76633,14853,357674,1923902,1476464,34410,413028,364107,19015,29906,1761819,873843,27607,860369,811560,10019,38790,9979,8007,1972,159251,115968,43283,1746781,1725299,21482,-59178
2020:Q2,6005624,2787035,545672,82232,-730,82962,26451,25088,2004,37581,-38222,436989,421643,15346,1157504,34138,1123366,1112529,10837,501,1514912,1189179,27112,56377,15360,226884,6043846,324977,-730,83463,15360,226884,2384952,1967078,34138,383736,339980,19718,24038,1558657,644637,25088,888932,849199,7394,32339,15354,13350,2004,199551,161970,37581,1560355,1534172,26183,-38222
2020:Q3,5653003,2743246,531721,64798,-1329,66127,26920,26233,1542,38639,-39494,440003,421581,18422,1074479,29620,1044859,1032331,12528,502,1303055,1186555,30291,46214,16100,23895,5692497,105295,-1329,66629,16100,23895,2355966,1918003,29620,408343,370090,20572,17681,1530529,649579,26233,854717,816465,9719,28533,17526,15984,1542,198319,159680,38639,1484862,1453912,30950,-39494
2020:Q4,5902313,2994932,503133,43611,-567,44178,27724,23612,1358,35555,-32801,431798,414411,17387,1061551,31121,1030430,1019394,11036,396,1342301,1231100,33603,44596,15119,17883,5935114,77009,-567,44574,15119,17883,2680969,2189755,31121,460093,419499,22965,17629,1475268,602450,23612,849206,811601,10638,26967,16037,14679,1358,223603,188048,35555,1462228,1433805,28423,-32801
2021:Q1,6652653,3672702,474403,40091,-1050,41141,38461,27952,1380,28185,-19056,395851,378107,17744,1083379,35442,1047937,1036468,11469,227,1421942,1321341,41040,42740,14311,2510,6671709,57139,-1050,41368,14311,2510,3174959,2602529,35442,536988,491688,27403,17897,1707122,811037,27952,868133,829653,13637,24843,15880,14500,1380,272821,244636,28185,1443788,1414575,29213,-19056
2021:Q2,6400292,3511630,478399,40593,-1062,41655,37361,25318,1406,33004,-22367,400445,382383,18062,1030090,33094,996996,986232,10764,165,1380008,1275735,39827,49291,14587,568,6422659,55913,-1062,41820,14587,568,3015987,2474506,33094,508387,458858,28165,21364,1680911,799127,25318,856466,816877,11662,27927,24590,23184,1406,247817,214813,33004,1397441,1368615,28826,-22367
2021:Q3,6794913,3859245,469582,15846,-699,16545,41896,22121,1413,34345,-15983,411840,397117,14723,1127726,36828,1090898,1080512,10386,104,1338256,1235652,35549,50883,15844,328,6810896,32122,-699,16649,15844,328,3218114,2658408,36828,522878,473100,27117,22661,1787923,966596,22121,799206,762552,8432,28222,23796,22383,1413,246203,211858,34345,1502738,1477629,25109,-15983
2021:Q4,6648795,3644277,511527,12647,-583,13230,39403,22556,1357,30541,-15051,459477,450463,9014,1136253,33251,1103002,1092594,10408,38,1356700,1248294,38629,52140,14297,3340,6663846,30322,-583,13268,14297,3340,3125962,2578350,33251,514361,464022,27054,23285,1677487,830229,22556,824702,784272,11575,28855,23210,21853,1357,244386,213845,30541,1562479,1543057,19422,-15051
2022:Q1,6664037,3597411,515399,8092,-694,8786,58444,21348,1419,48049,-12372,448863,437245,11618,1212833,39127,1173706,1163906,9800,18,1338376,1223848,42074,57761,14327,366,6676409,22803,-694,8804,14327,366,2922351,2349825,39127,533399,472685,30393,30321,1845676,1034044,21348,790284,751163,11681,27440,14683,13264,1419,248327,200278,48049,1622569,1601151,21418,-12372
2022:Q2,6079823,2955412,500547,8780,-786,9566,40208,23095,1398,57817,-42102,451559,438482,13077,1252038,46648,1205390,1193367,12023,5,1371821,1250302,42469,65499,13204,347,6121925,22336,-786,9571,13204,347,2429402,1827614,46648,555140,490883,29955,34302,1805060,978835,23095,803130,759419,12514,31197,13189,11791,1398,194989,137172,57817,1656949,1631849,25100,-42102
2022:Q3,6041393,2874800,501012,11335,-375,11710,46601,24928,2796,51574,-32697,443076,429623,13453,1322659,49652,1273007,1261133,11874,4,1342918,1227097,39487,63053,12981,300,6074090,24620,-375,11714,12981,300,2308607,1723213,49652,535742,477532,27506,30704,1850948,1032125,24928,793895,749565,11981,32349,7673,4877,2796,166159,114585,51574,1716083,1690756,25327,-32697
2022:Q4,5869604,2684814,462211,8525,-539,9064,27417,21594,1395,52415,-47987,426269,411133,15136,1365738,33474,1332264,1320447,11817,0,1356841,1247116,35607,59356,14350,412,5917591,23287,-539,9064,14350,412,2209527,1626380,33474,549673,494318,26877,28478,1772972,958972,21594,792406,752798,8730,30878,7358,5963,1395,145914,93499,52415,1758533,1731580,26953,-47987
2023:Q1,6751467,3183739,774620,317343,-371,317714,45041,24160,1451,45693,-26263,412236,398503,13733,1475408,38267,1437141,1424101,13040,0,1317700,1209115,37627,55830,14540,588,6777730,332471,-371,317714,14540,588,2516226,1926817,38267,551142,499670,26289,25183,1899105,1123515,24160,751430,709445,11338,30647,7937,6486,1451,172614,126921,45693,1849377,1822604,26773,-26263
2023:Q2,6537473,3046883,712790,275498,-329,275827,47093,27019,1326,44162,-25414,390199,376649,13550,1445154,38464,1406690,1395990,10700,0,1332646,1228021,36194,53988,14224,219,6562887,289941,-329,275827,14224,219,2388304,1845758,38464,504082,456057,23707,24318,1918888,1077748,27019,814121,771964,12487,29670,10568,9242,1326,158297,114135,44162,1796889,1772639,24250,-25414
2023:Q3,6548107,3066647,669634,195270,-362,195632,45062,27313,1520,43107,-26878,429302,415122,14180,1436137,38423,1397714,1385835,11879,0,1375689,1269657,37639,54412,13752,229,6574985,209251,-362,195632,13752,229,2410367,1884938,38423,487006,438039,24526,24441,1965066,1063051,27313,874702,831618,13113,29971,7792,6272,1520,155493,112386,43107,1827016,1800957,26059,-26878
2023:Q4,6707427,3134759,666984,133491,-556,134047,37037,20682,1331,42455,-27431,496456,485078,11378,1500437,37045,1463392,1453063,10329,0,1405247,1300766,35861,52448,14815,1357,6734858,149663,-556,134047,14815,1357,2526153,1987050,37045,502058,455435,22752,23871,1924146,1016447,20682,887017,845331,13109,28577,7897,6566,1331,167151,124696,42455,1959848,1938141,21707,-27431
2024:Q1,6892469,3345698,621860,138183,-636,138819,52989,24062,1120,35207,-7400,430688,416722,13966,1503772,36867,1466905,1454629,12276,0,1421139,1324415,33648,48420,14469,187,6899869,152839,-636,138819,14469,187,2633093,2070723,36867,525503,484273,21362,19868,1996535,1091493,24062,880980,840142,12286,28552,6766,5646,1120,213043,177836,35207,1897593,1871351,26242,-7400
2024:Q2,6617385,3053806,630223,114532,-640,115172,41480,23608,1177,41896,-25201,474211,460990,13221,1510998,36316,1474682,1463767,10915,0,1422358,1319626,35764,52694,14063,211,6642586,128806,-640,115172,14063,211,2429029,1859716,36316,532997,486591,24414,21992,1938261,1039566,23608,875087,833035,11350,30702,6827,5650,1177,190770,148874,41896,1948893,1924757,24136,-25201
2024:Q3,6285129,2924521,554026,79332,-678,80010,43923,22720,1149,45584,-25530,430771,418136,12635,1456390,37539,1418851,1407143,11708,0,1350192,1247187,36506,52716,13626,157,6310659,93115,-678,80010,13626,157,2365887,1797152,37539,531196,486440,24079,20677,1808680,980747,22720,805213,760747,12427,32039,6892,5743,1149,186463,140879,45584,1849622,1825279,24343,-25530
2024:Q4,6176207,2892363,517983,7560,-1089,8649,48752,19577,1277,44125,-16227,461671,453065,8606,1471543,39807,1431736,1420851,10885,0,1294318,1195364,30976,55861,10997,1120,6192434,19677,-1089,8649,10997,1120,2365262,1843538,39807,481917,439424,19788,22705,1727273,907412,19577,800284,755940,11188,33156,7484,6207,1277,179331,135206,44125,1893407,1873916,19491,-16227
2025:Q1,6587587,3144051,521125,3061,-688,3749,52654,22499,1050,41670,-12565,465410,456340,9070,1586437,45868,1540569,1529227,11342,0,1335974,1238077,32551,53767,11484,95,6600152,14640,-688,3749,11484,95,2426021,1839059,45868,541094,497384,21239,22471,1936981,1131181,22499,783301,740693,11312,31296,7488,6438,1050,209043,167373,41670,2005979,1985567,20412,-12565
