1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1997:Q4,3545,0,72247,ND,ND,59554,ND,ND,-1072,0,0,0,19012,-149780,2972,612,-203929,2232,306,-4680,-34826,-4935,ND,ND,52968,ND,ND,-5534,-6388,855,0,0,4276,-14128,38396,3496,-48816,0,-166072,3360,0,-29972,207473,0,0,0
1998:Q1,471453,0,70684,ND,ND,57272,ND,ND,-336,0,0,0,20336,322544,244,708,468630,-3380,354,35184,17110,111193,ND,ND,-28964,ND,ND,10936,-4441,15376,0,0,1588,33244,8313,-5488,-14668,0,221900,-4228,0,85536,2823,0,0,0
1998:Q2,-53308,0,-144537,ND,ND,29057,ND,ND,-2684,0,0,0,-7544,53824,14632,3944,94070,-4904,1972,-23188,65954,-43925,ND,ND,51748,ND,ND,9758,5282,4476,0,0,1504,-4352,28758,11184,-26748,0,38604,15788,0,-28084,-147378,0,0,0
1998:Q3,174930,0,125544,ND,ND,93326,ND,ND,-1096,0,0,0,-12992,-29236,-1160,544,-43391,3044,272,-6928,-36201,100475,ND,ND,66168,ND,ND,-7062,2744,-9806,0,0,1092,9880,76070,7496,-3664,0,-181084,-16348,0,-56600,218321,0,0,0
1998:Q4,-644254,0,166458,ND,ND,-129395,ND,ND,48,0,0,0,-38888,-648888,5540,872,-565449,3824,436,28744,-17685,65489,ND,ND,-60600,ND,ND,28,7258,-7230,0,0,428,-3108,-61897,-11748,-8404,0,-446996,22212,0,-76172,-78805,0,0,0
1999:Q1,146345,0,28745,ND,ND,36847,ND,ND,1796,0,0,0,4020,96024,-7076,-14012,23,2268,-7006,-2060,33510,-109317,ND,ND,-1756,ND,ND,-10207,-3855,-6353,0,0,4668,14020,-34128,4728,-26312,0,81180,-6896,0,57332,146321,0,0,0
1999:Q2,-86374,0,45677,ND,ND,-34531,ND,ND,1420,0,0,0,740,-100564,628,256,-13990,-5364,128,-5772,7042,1359,ND,ND,-11652,ND,ND,8322,7089,1233,0,0,664,-512,7890,5832,-8712,0,-2240,1296,0,-12272,-72383,0,0,0
1999:Q3,2352,0,-50356,ND,ND,-22532,ND,ND,-1600,0,0,0,-2232,76312,2228,532,-25261,10620,266,-6484,2862,-96691,ND,ND,-17000,ND,ND,-6122,-4824,-1298,0,0,1644,-6600,2676,-2384,5948,0,86228,3352,0,-3576,27613,0,0,0
1999:Q4,170486,0,89047,ND,ND,-63013,ND,ND,2280,0,0,0,-3560,136448,9072,212,529650,-1184,106,4172,391135,12135,ND,ND,-30376,ND,ND,13023,6066,6958,4,4,800,4464,32618,9540,79968,0,16500,6424,0,-9684,-359164,0,0,0
2000:Q1,342992,0,129197,ND,ND,47967,ND,ND,-3892,0,0,0,-9208,186032,-7652,548,-166947,8808,274,-7048,-382232,76514,ND,ND,79540,ND,ND,-17673,3055,-20729,16,8,-3780,20100,67915,3828,3448,0,7752,-8484,252,-16184,509940,0,0,0
2000:Q2,144539,0,-5664,ND,ND,53727,ND,ND,5732,0,0,0,-1248,91696,-216,512,133099,-8208,256,-12656,32170,-60622,ND,ND,33156,ND,ND,-13245,-11489,-1756,12,4,-5064,-884,50356,20920,-38964,0,91672,-2076,0,46272,11439,0,0,0
2000:Q3,162380,0,-41309,ND,ND,76000,ND,ND,-3432,0,0,0,2268,123808,-812,5856,-15144,-720,2928,-8788,-60952,-30309,ND,ND,51184,ND,ND,21945,17364,4580,12,4,-5448,-13288,53592,7848,11360,0,-63936,-376,0,19800,177523,0,0,0
2000:Q4,324480,0,-3174,ND,ND,102374,ND,ND,-1940,0,0,0,-1868,225844,2656,588,405551,-6236,294,-14292,25705,184941,ND,ND,24000,ND,ND,-18346,-21883,3536,12,4,-6116,-8084,7049,-3748,-34596,221052,251588,7320,384,-4328,-81071,0,0,0
2001:Q1,409628,0,80151,ND,ND,30558,ND,ND,2656,3060,10880,416,4912,277032,-816,780,555455,-3420,390,-12672,-5965,127384,ND,ND,60708,ND,ND,27219,9236,17983,8320,5560,-19728,-15284,101239,-24908,77952,33480,219784,-3724,0,12600,-145826,0,0,0
2001:Q2,41616,0,-8772,ND,ND,-144724,ND,ND,-1460,-232,-1048,504,8288,205536,396,-16872,-14592,-612,344,-5292,15640,-10038,ND,ND,-123204,ND,ND,4985,1298,3687,1152,6848,-5100,10716,23464,-9012,-28312,-58704,116804,-80,0,-12896,56208,0,0,0
2001:Q3,219518,0,74472,ND,ND,-18410,ND,ND,-2504,-1428,1760,96,10104,223428,1512,-69512,157408,1200,344,-19848,77549,116506,ND,ND,-36900,ND,ND,2267,561,1706,-3656,-5768,-5216,-9288,84407,-2528,-6324,23652,21872,780,0,-57988,62110,0,0,0
2001:Q4,109126,0,-50762,ND,ND,74800,ND,ND,6276,5220,-6348,2184,13460,-34660,-4956,103912,165681,1936,284,-7468,-58362,-83444,ND,ND,50028,ND,ND,-18563,-10179,-8384,1200,-1740,-5388,-9684,-1602,-6236,56216,-25904,87528,3596,144,157236,-56555,0,0,0
2002:Q1,93630,0,18789,ND,ND,-139276,ND,ND,-5304,-1840,59904,5960,24568,189196,140,-58508,14004,-5228,306,-17464,-13970,19802,ND,ND,-58284,ND,ND,4130,3203,927,3648,22924,3800,-6084,16476,15148,-45740,21364,157360,-8736,0,-74084,79625,0,0,0
2002:Q2,658668,0,-17105,ND,ND,76998,ND,ND,232,620,5872,-2344,17988,428168,5384,142856,347316,11976,258,-17952,12523,-10901,ND,ND,44316,ND,ND,4436,-2193,6630,-40,8220,244,1564,73375,-17640,-49664,-19732,147336,5280,0,133984,311352,0,0,0
2002:Q3,308755,0,72834,ND,ND,110972,ND,ND,720,1736,-9912,-816,18940,86348,-3796,31728,541445,-1540,296,-20668,-56671,72973,ND,ND,32332,ND,ND,-12718,-2238,-10480,624,9164,1216,-584,50073,-6440,34200,10848,255504,-4820,0,188504,-232690,0,0,0
2002:Q4,92109,84364,96912,ND,ND,136682,ND,ND,308,-3372,-4100,796,-2984,-202400,5260,-19356,-153639,3556,288,-11996,16266,-60249,ND,ND,51684,ND,ND,-2220,-1580,-640,-452,-26196,128,1856,43944,8928,32376,-19332,-132748,5656,3328,-87788,245748,0,0,0
2003:Q1,317254,-6692,97185,ND,ND,135765,ND,ND,-48,10068,23844,804,-11800,-38348,24576,81900,225862,-1816,48,-248,28032,156361,ND,ND,79972,ND,ND,-2024,-3274,1250,2824,30732,1672,1064,-47463,-8,-65036,-15600,-118964,4588,0,156128,91392,0,0,0
2003:Q2,720653,10648,171828,ND,ND,4813,-65772,70585,1564,11404,328,1200,20288,388396,14864,95320,467368,2016,46,4156,-8758,60196,ND,ND,1592,29848,-28256,-4371,122,-4492,972,-9932,1512,-4472,-9241,5256,46812,-6332,376844,4452,0,288,253285,0,0,0
2003:Q3,-172016,11612,-218192,ND,ND,-73924,-3736,-70188,3120,-12788,12604,2000,96,2012,-30752,132196,-158293,4080,40,7680,22284,-36912,ND,ND,52868,20452,32416,1433,5032,-3599,-292,-5100,1116,-2536,-88589,20,-68752,-6276,-242968,-4376,0,201712,-13723,0,0,0
2003:Q4,146026,2676,-96340,ND,ND,-67574,-50868,-16706,5428,-3912,-33472,14692,13232,310088,-2860,4068,80908,-5020,42,28332,-24382,-153576,ND,ND,-31100,-58900,27800,-486,5813,-6299,-1276,-26068,1452,1780,34122,15604,9012,-11600,61684,-2480,-740,174008,65118,0,0,0
2004:Q1,866235,-15804,158512,ND,ND,135663,63176,72487,-10028,-3640,2612,-14692,41040,412732,10736,149104,1083587,-3212,42,22776,-17220,79036,ND,ND,120412,-7468,127880,-8645,-7210,-1435,880,6632,936,2488,112131,68444,33904,16900,359312,14264,0,291408,-217352,0,0,0
2004:Q2,289052,-9892,75476,ND,ND,19556,-59940,79496,2352,5496,8976,0,25548,184860,-30088,6768,533166,-1416,40,-32876,12435,-10464,ND,ND,-13268,-37084,23816,70,-4705,4775,408,-784,2172,-5160,-35135,-71028,13620,-108,573736,-31020,0,131836,-244113,0,0,0
2004:Q3,1229245,25860,108136,ND,ND,-30427,9540,-39967,4036,-5204,-2796,0,15060,871316,3264,240000,816160,3560,40,50648,-3510,88768,ND,ND,18276,2816,15460,3747,2125,1622,1864,-1800,1008,1156,-20410,3612,8548,77552,413432,3984,0,243236,413085,0,0,0
2004:Q4,-343876,20360,-195144,ND,ND,-114600,-11552,-103048,2848,-564,-13720,9916,33016,-278844,-4536,197392,-512105,2812,42,-60428,-34541,-14044,ND,ND,-172612,11684,-184296,7788,-1142,8930,-7976,2368,-1908,-940,-131298,22432,14236,-22872,-230708,-2944,124,95492,168228,0,0,0
2005:Q1,763540,-26708,9948,ND,ND,-35284,16608,-51892,-9672,2824,26376,-4408,6896,769560,28136,-4128,646708,-928,42,-14956,21570,-7948,ND,ND,56244,-17916,74160,-8809,-3842,-4966,1544,28756,3560,336,188145,16804,8328,28504,299964,29824,0,24232,116833,0,0,0
2005:Q2,798369,8308,89940,ND,ND,43401,-13032,56433,7136,-376,-220,-2976,12468,422924,8772,208992,344576,9076,42,34672,-11755,-192004,ND,ND,73712,20908,52804,1153,7313,-6160,2424,-8792,-28,916,218481,-4276,-17944,-3584,168672,1980,0,68248,453793,0,0,0
2005:Q3,718914,2948,121412,ND,ND,70730,47100,23630,8728,-2380,3252,-3864,21884,496028,1808,-1632,784081,12932,40,53712,-2841,126532,ND,ND,20392,-14772,35164,14231,3247,10984,-1848,-10928,44,-1024,-29824,-2540,75228,83648,333880,4388,0,191708,-65168,0,0,0
2005:Q4,-391223,14340,-55096,ND,ND,89409,3044,86365,-2044,528,784,3728,11496,-209120,-13884,-231364,-320837,11472,40,-3380,48191,-10100,ND,ND,4812,56116,-51304,809,1594,-785,568,-13116,696,1768,78347,-7016,-9820,-4728,-295396,-10428,468,-118752,-70385,0,0,0
2006:Q1,697468,-15860,140960,ND,ND,-130496,19368,-149864,-8268,-44,12820,-3616,4292,526176,5860,165644,585444,-17828,46,-44672,-64887,115980,ND,ND,29464,-8504,37968,-2904,-4138,1234,-2188,-3004,-3596,-272,94578,33916,33656,16248,135020,8372,0,273764,112024,0,0,0
2006:Q2,166500,10496,132024,ND,ND,7352,568,6784,11784,-140,-2400,8,36216,128604,108,-157552,-130753,8204,52,13516,-19098,-166136,ND,ND,64280,-29100,93380,4099,1995,2104,-1928,-544,-3592,-144,139466,1672,-29344,-44680,25556,1216,0,-168028,297252,0,0,0
2006:Q3,1537110,7964,231604,ND,ND,211518,55956,155562,3820,324,-12624,-788,18984,919096,9608,147604,876345,2056,62,30016,-21122,332548,ND,ND,62496,16348,46148,-9826,-5296,-4530,5032,904,-3600,776,-89818,7688,29680,15404,315512,10944,0,202996,660765,0,0,0
2006:Q4,-231565,-6160,-396884,ND,ND,140951,-15364,156315,-3680,-568,3704,2800,-1876,-27160,-11116,68424,-384992,11460,74,13788,81341,2140,ND,ND,80716,-22824,103540,1747,-2949,4696,-4060,2392,-3592,964,59198,-12356,3320,-976,-536840,-15928,440,-69796,153427,0,0,0
2007:Q1,1635597,30672,91768,ND,ND,-66743,83316,-150059,-17992,-2504,-13912,2000,24584,1296404,1424,289896,1636581,-6476,80,34128,-33052,157596,ND,ND,4660,-25108,29768,7070,5647,1423,3856,-2476,236,80,81939,-2472,139564,84632,647148,2008,0,602692,-985,0,0,0
2007:Q2,311225,-19736,56040,ND,ND,2825,19792,-16967,4796,988,2208,-1152,9176,35360,-7220,227940,354238,-20876,88,-45684,-76182,-97916,ND,ND,56664,66604,-9940,-4433,-215,-4217,2988,3560,240,1820,244632,-7972,-24008,8632,172872,-7628,0,156072,-43013,0,0,0
2007:Q3,335160,13360,12224,ND,ND,-67036,-117924,50888,5836,-768,3100,-268,-82872,368800,-4636,87420,307411,-4208,96,53148,78271,311732,ND,ND,37176,968,36208,-372,-3548,3176,1968,436,240,-2632,243533,6844,-90592,-8708,-39596,-5352,0,-283280,27749,0,0,0
2007:Q4,-583265,33184,63908,ND,ND,45119,-47580,92699,-428,-448,4180,-3104,24360,-638576,360,-111820,299366,1628,104,3356,54331,199760,ND,ND,-29816,-50784,20968,-9882,-719,-9162,-1880,-528,240,-68,289484,6124,73060,-49508,-110840,92,9180,-184980,-882631,0,0,0
2008:Q1,776476,464,-47284,ND,ND,332,162868,-162536,-5096,6772,4796,-1432,-7372,545648,-8056,287704,314478,-3800,112,-17264,115277,70060,ND,ND,-164236,43428,-207664,5448,696,4752,-6888,1424,-972,1700,-36407,-424,-44452,27132,375976,-7340,0,26264,461998,0,0,0
2008:Q2,-1481638,-1116,63240,ND,ND,-193438,-69160,-124278,-536,868,8816,-1072,7056,-920984,1088,-445560,-720279,3824,118,-31816,114264,48820,ND,ND,-153416,-37032,-116384,-8684,76,-8760,4200,680,-972,-192,-217249,23988,40956,-12988,23196,1780,0,-569776,-761360,0,0,0
2008:Q3,174928,136460,96708,ND,ND,-129480,-13124,-116356,4624,-2312,-8364,5744,-8192,231948,-4324,-147884,-130113,-11024,146,-26792,-125490,119188,ND,ND,-3248,45872,-49120,-12356,-5796,-6560,-872,2168,-968,-1856,146924,-21528,-14308,19908,339008,-2104,0,-517000,305041,0,0,0
2008:Q4,-5062674,41660,-151640,ND,ND,-304130,-233320,-70810,-7880,2088,-35092,-7208,-40844,-3318240,-16796,-1224592,-4086350,7512,104,-33048,30430,-18492,ND,ND,-389220,-110620,-278600,-116,172,-288,6936,18224,-972,1788,-147236,-45064,-95544,-216128,-1960248,-19028,15780,-1458156,-976323,0,0,0
2009:Q1,-156733,-71048,-144028,ND,ND,131087,59708,71379,-2076,-6380,1344,-260,-424,-537016,-68,472136,61848,1164,52,-41140,-319948,-341328,ND,ND,99456,20748,78708,-492,-60,-432,-32,19364,156,684,206644,-43612,179132,92412,259696,1160,400,40492,-218581,0,0,0
2009:Q2,-41313,8316,-26212,ND,ND,162755,41752,121003,76,-228,-9588,-48,10868,-152584,468,-35136,-1029687,1740,30,53872,30,-343912,ND,ND,-17288,-7112,-10176,-104,-96,-8,3728,-7216,156,-1588,-344911,20420,-228584,-22684,-188108,23600,21200,-22752,988375,0,0,0
2009:Q3,186818,-15024,-130964,ND,ND,-9970,-48128,38158,-628,-136,13924,448,28608,94792,-768,206536,-174985,4372,10,29412,10,-279908,ND,ND,-55600,-22732,-32868,96,96,0,3224,3376,152,596,-73093,30320,56632,28332,168172,20668,-7756,-75668,361804,0,0,0
2009:Q4,-1368165,35276,-478924,ND,ND,-29781,255384,-285165,-264,-204,-7448,-448,5412,-592336,-272,-299176,-1124583,-4580,8,-10784,8,-267584,ND,ND,-26192,-292,-25900,144,276,-132,-6424,-5568,156,-1028,-49639,25332,23000,-40868,-653096,34644,-21756,-161224,-243582,0,0,0
2010:Q1,1358127,-79864,101244,ND,ND,108447,-257008,365455,0,-640,-13484,720,-6268,876108,1796,370068,1292355,4576,6,7048,6,-43768,ND,ND,21896,7700,14196,-200,-200,0,14964,5228,-236,-364,-37753,-4756,189132,97476,899796,16796,4,219980,65772,0,0,0
2010:Q2,337570,37828,-144952,ND,ND,112818,6912,105906,0,708,2864,-152,21900,1540,1048,303968,224368,900,4,-25892,4,-3344,ND,ND,33220,-10028,43248,116,116,0,-8876,-1284,-236,-40,60324,-43384,-50516,-35936,336944,29380,4,-102956,113202,0,0,0
2010:Q3,77032,-13652,46232,ND,ND,9804,-64788,74592,0,-484,4620,172,30608,-230236,4240,225728,212215,9304,10,26064,10,35656,ND,ND,83592,-1876,85468,-288,-288,0,-776,132,-236,-168,44859,17600,-156,20720,-297696,37316,4,256988,-135182,0,0,0
2010:Q4,-87549,-16428,-194944,ND,ND,-11813,11936,-23749,0,3708,-2912,-532,73380,136064,-6116,-67956,-279698,-15152,12,1388,12,14424,ND,ND,-57648,-3152,-54496,-416,-416,0,-8344,384,-236,1604,-69738,-41820,-55708,2772,34720,-77448,-1128,-4604,192148,0,0,0
2011:Q1,361697,9872,-159132,ND,ND,11337,23584,-12247,0,7352,10284,-108,161704,323520,1292,-4424,269490,4680,16,-24804,16,-179532,ND,ND,7124,5932,1192,-8,-8,0,-2788,-13472,36,2224,-68030,17860,25072,19824,238332,35804,4,226956,92206,0,0,0
2011:Q2,268661,32552,-65088,ND,ND,-19687,-24888,5201,0,224,-980,-100,105168,-38600,780,254392,70180,-44,26,-21536,26,8464,ND,ND,580,68,512,75380,75380,0,-1608,1232,36,1216,26876,-66156,-164636,-103760,69868,12156,4,128296,198481,0,0,0
2011:Q3,487134,55256,-19088,ND,ND,183930,-9316,193246,0,-452,-4088,0,95012,110192,-500,66872,561385,-3880,22,-7132,22,110088,ND,ND,134672,2908,131764,-31744,-31744,0,-768,1428,36,-1852,108117,-116192,-3372,4280,577188,-36276,52384,-221356,-74251,0,0,0
2011:Q4,5717,63108,-82844,ND,ND,41981,-28968,70949,0,-440,2384,-3200,29000,-113280,112,68896,-104975,2732,14,25796,14,-39184,ND,ND,-15696,-3020,-12676,19936,19936,0,-436,-10460,36,-1936,-72675,33344,-12848,-59208,-267112,-8964,5872,236592,110692,0,0,0
2012:Q1,289457,-12916,-92640,ND,ND,96993,31032,65961,0,-292,8400,-1600,173884,127420,-312,-9480,-98639,13572,4,-13644,4,-53636,ND,ND,129284,13048,116236,19864,19664,200,-932,11600,-316,280,226985,59132,-20424,24736,-132020,-202032,-9828,-126532,388096,0,0,0
2012:Q2,335905,-44772,83040,280,82760,22057,-28448,50505,0,-4624,2988,612,81088,140412,-344,55448,337050,-388,2,-5860,2,60972,26064,34908,83124,-9408,92532,-31676,-31476,-200,-2588,860,-312,-176,63186,7908,126888,-1004,102828,124,11256,-79100,-1145,0,0,0
2012:Q3,144744,29060,-73440,23600,-97040,-82652,-2928,-79724,0,-364,6328,-612,160004,84892,476,21052,440417,-22164,0,24088,0,160112,356,159756,38292,-1740,40032,-17440,-17740,300,356,2032,-316,596,-124119,12580,144268,17016,130764,640,-4584,95312,-295673,0,0,0
2012:Q4,212407,57780,-128120,-28768,-99352,46091,-10236,56327,0,1176,-8276,0,-5188,171952,-20,77012,180093,-9552,-2,-17720,-2,72880,16796,56084,-18052,-5020,-13032,4308,4308,0,28,-5248,-312,300,77793,-35156,-96460,-29264,118888,2472,4544,81384,32314,0,0,0
2013:Q1,-584345,-6924,-90484,4216,-94700,8519,5548,2971,0,2416,32612,872,5832,-492860,-72,-44256,-418879,1152,-2,21480,-2,-173780,-5284,-168496,1876,-8008,9884,-37072,-37072,0,984,-14952,420,220,-205671,44104,171112,16124,-478592,-1928,1184,250588,-165466,0,0,0
2013:Q2,-624417,-41216,10636,-3896,14532,-42709,-2112,-40597,0,-4912,2332,-792,-49240,-334636,-4,-163876,-634590,-8908,0,-17432,0,-86960,-13192,-73768,9332,3496,5836,-876,-816,-60,-628,3000,420,-944,-113174,-12820,-169332,14352,-158376,-11968,0,-65924,10173,0,0,0
2013:Q3,-172892,249008,-98660,-20576,-78084,60884,-17460,78344,0,676,-1536,-80,-85032,-364500,0,66348,-103106,39416,0,-2260,0,-81280,-20384,-60896,72776,4156,68620,-480,-440,-40,-404,820,420,560,192334,1860,-71416,-74984,-260164,10792,0,-6080,-69786,232628,219460,13168
2013:Q4,-581953,634076,-143476,-23928,-119548,-75849,3496,-79345,0,-612,-6684,0,-131732,-565252,0,-292424,-466089,-14180,2,15132,2,-6948,-5428,-1520,-88748,-6356,-82392,0,0,0,68,-12652,420,1828,-8401,-8944,75460,-13532,-371688,-8288,2872,-42024,-115864,558392,433720,124672
2014:Q1,297195,100396,55568,25392,30176,195707,30184,165523,0,-1420,128,100,-48512,-223836,-20,219084,295634,2172,4,4464,4,-54612,9496,-64108,92744,1896,90848,600,600,0,384,-872,188,-340,288754,6300,-100144,64064,-190780,-692,6056,241404,1562,177256,234756,-57500
2014:Q2,198370,461912,-44548,-276,-44272,49670,-8564,58234,0,464,9316,-100,37684,-141932,0,-174096,297421,18068,4,-11200,4,2728,5648,-2920,111680,908,110772,-600,-600,0,-600,-840,184,-560,213945,-4896,21588,-39884,-171996,7316,-18488,131084,-99051,389648,334188,55460
2014:Q3,-406593,-185480,-77192,-27256,-49936,15315,37896,-22581,0,-576,-2688,0,-1608,-283332,0,128968,-367847,55368,0,-26400,0,-25680,-21040,-4640,-37768,-1164,-36604,-80,0,-80,92,132,184,-560,-123111,-14712,-93428,17212,-39380,-6628,1200,-57076,-38746,-157924,-44652,-113272
2014:Q4,13084,398824,-66476,-76472,9996,-26496,-26240,-256,0,-256,-2640,200,52400,-234360,0,-108112,218664,35548,0,25120,0,-44072,-59788,15716,-2456,-1716,-740,0,0,0,388,1688,184,932,206220,-22444,213356,51700,-270712,-19956,-11640,106508,-205580,386820,307436,79384
2015:Q1,343035,108088,-30956,-40720,9764,21467,45416,-23949,64,364,1032,148,-12980,-49788,68,305528,156299,-2116,0,19776,0,120020,-20900,140920,-73352,-820,-72532,40,0,40,-400,-708,-324,-672,159099,-2964,-17872,-40920,-55788,12144,-7552,6968,186736,-72860,-103820,30960
2015:Q2,-262039,85232,-8356,22892,-31248,26505,-63272,89777,0,0,1256,-348,-52916,-219828,88,-93672,-350737,16784,0,-17944,0,-24440,-11708,-12732,42964,708,42256,0,0,0,-396,-1056,-324,1360,-41429,-12176,-68548,-3624,129628,9184,-37548,-346796,88698,56448,107520,-51072
2015:Q3,584775,331656,-81212,-17844,-63368,-10634,16916,-27550,-4,631,-170,472,-79856,53680,100,370112,585798,27764,0,-17432,0,13556,-12708,26264,-48232,-2028,-46204,0,0,0,-400,1748,-324,-784,237086,-39648,31888,-42504,289708,-14868,14580,91156,-1023,228048,169052,58996
2015:Q4,-448092,285280,-36580,38548,-75128,104023,-108,104131,-4,512,-4147,-472,-36408,-501704,24,-258616,-620320,14204,-2,20260,-2,-9892,504,-10396,80148,604,79544,0,0,0,-400,-1964,-328,108,-86184,14656,135464,45476,-441484,-7416,-2720,-334768,172228,99912,38304,61608
2016:Q1,-378228,-647420,-12292,1176,-13468,38391,30452,7939,0,-3707,260,0,-844,-8868,-60,256312,-299456,-32276,0,2740,0,-16948,9796,-26744,-50768,-224,-50544,0,0,0,-456,576,-80,-560,-179868,9416,-91992,28108,-71904,3432,-24120,153352,-78772,-682972,-625248,-57724
2016:Q2,592416,-26784,-38392,-45292,6900,89224,1304,87920,-4,-100,176,0,-58504,227472,-28,399356,536192,-9824,0,6008,0,40100,-13436,53536,-9716,4,-9720,0,0,0,-208,-452,-80,1508,-32888,11256,19888,-14944,328448,944,-600,181808,56225,-100160,-99580,-580
2016:Q3,552366,484780,-16048,16608,-32656,37362,16808,20554,-52,-96,232,0,9948,52588,12,-16360,1128938,184908,0,21356,0,75176,6376,68800,5436,584,4852,0,0,0,760,-304,-80,676,875354,-61536,29552,50032,27436,-3648,-1660,-24488,-576572,534856,566256,-31400
2016:Q4,-387762,240660,-70096,1848,-71944,101902,-20984,122886,48,-92,268,0,7168,-491916,-40,-175664,-889406,-40052,0,-8220,0,-63660,4692,-68352,-46712,-1268,-45444,0,0,0,-328,-1260,-80,2444,-324182,22176,51080,-38184,-366336,-836,-1440,-112000,501644,223328,76288,147040
2017:Q1,-203168,-499676,-16140,-8316,-7824,44872,33012,11860,0,-48,200,0,24216,187152,-88,56344,407069,-35320,0,10944,0,-114132,14416,-128548,16160,-700,16860,48,0,48,-72,16,348,-740,402185,-3592,90820,119120,-55068,7552,600,87320,-610237,-486008,-298508,-187500
2017:Q2,660490,198824,17640,11768,5872,133810,-9368,143178,0,-60,2452,0,13852,329324,-60,-35292,619965,-107000,0,4332,0,138068,-33216,171284,51488,1632,49856,200,0,200,-84,-520,352,-316,201157,1936,-21572,-15164,263020,26424,-100,62580,40525,208088,136088,72000
2017:Q3,-604137,-372820,15796,29988,-14192,118295,64464,53831,-4,124,-2324,0,99424,-363192,144,-99580,-369936,-59516,0,4444,0,-145352,33756,-179108,121056,-1368,122424,196,0,196,108,-272,352,592,9280,2456,2816,60088,-244364,-852,500,-61380,-234201,-331140,-257340,-73800
2017:Q4,253448,28664,14148,19220,-5072,19660,-111400,131060,-4,-88,-1348,0,82040,164268,-32,-53860,373630,-1080,0,22040,0,137276,-2248,139524,111516,1500,110016,-4,0,-4,240,-1012,348,-304,82734,-48432,-29724,-96456,21792,-14520,6000,86760,-120183,14020,-41380,55400
2018:Q1,-1320356,-1162308,-54252,-8160,-46092,-57880,73660,-131540,0,-392,-2472,0,1140,-6428,464,-38228,-488646,-34272,0,-25944,0,73784,1056,72728,-14872,340,-15212,400,0,400,-568,-296,-492,452,-421682,-53352,92596,111196,18856,-4000,-6520,-112736,-831709,-1148936,-1062056,-86880
2018:Q2,456702,273008,4512,360,4152,-95302,-57616,-37686,0,-284,368,0,-9960,256260,-4,28104,160268,-57944,0,16724,0,-45636,-13396,-32240,104252,484,103768,556,556,0,-404,-52,-488,16,251144,58544,-103960,-18608,89552,-4096,-500,-147440,296434,258436,264756,-6320
2018:Q3,-195236,-250736,-7176,11816,-18992,-67660,-21148,-46512,-4,-136,10808,0,117880,122896,-456,-120652,-87120,-13516,0,20540,0,30992,-4272,35264,58932,216,58716,-792,12,-804,184,888,-492,-228,60920,-38192,8004,-63788,114744,1984,100,-331188,-108115,-194160,-175460,-18700
2018:Q4,1589810,100252,-52356,-27364,-24992,25282,-35020,60302,0,-72,2220,0,64032,850800,-184,599836,1794563,5844,0,-8400,0,582184,100,582084,55196,120,55076,8,8,0,592,112,-492,-884,227895,33376,-96440,-74056,601596,-8488,7660,394804,-204753,-26328,-21180,-5148
2019:Q1,165307,-194668,35728,34212,1516,-6177,33928,-40105,-4,76,-2040,0,123144,-36364,-20,245632,662771,-6796,0,11348,0,-93460,15344,-108804,183204,3476,179728,1588,792,796,1452,4728,13328,824,239731,-16388,123708,84564,13304,-872,1016,186056,-497463,-164468,-155720,-8748
2019:Q2,798185,320108,7412,-12968,20380,85037,-21976,107013,0,-56,-1532,0,121100,368444,0,-102328,544805,-2992,0,11992,0,67792,-20392,88184,67420,-6700,74120,604,-196,800,332,5460,13324,-1448,385229,-32884,29256,-2120,178768,-688,2388,-179748,253380,174304,171560,2744
2019:Q3,1054543,-88016,105580,-4344,109924,61839,-6172,68011,0,-108,-9852,0,16820,369136,0,599144,1242975,-4480,0,-6968,810000,-176152,9308,-185460,84960,6872,78088,240,400,-160,-320,4152,13328,33180,109827,-30212,-87112,-75532,413152,-348,1644,78084,-188432,-149000,-146212,-2788
2019:Q4,-674704,93124,-53088,-23532,-29556,45004,-632,45636,-4,28,-13336,0,26084,-474908,8,-297616,-52631,9488,0,-7696,212476,104596,11360,93236,-95524,-7196,-88328,68,-508,576,992,2732,13328,-19384,4893,7104,32368,-18348,-282224,3536,-3144,-36240,-622073,228120,159332,68788
2020:Q1,1482931,929732,96416,41588,54828,251059,25876,225183,0,184,32204,0,-478252,243760,-8,407836,1899990,54116,0,-19296,28424,-108920,-11404,-97516,-207376,1156,-208532,-144,204,-348,1496,13140,2596,-688,1566966,-55460,-164968,91996,348112,192,1296,440504,-417059,883284,952040,-68756
