1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1963:Q2,2588,807,2340,41956,440,-1636,168,-3908,1612,-208,-3480,264,5804,-768,38368,10248,444,22392,5284,4,116,16,40,0,0,6736,39616,39616,888,6368,27828,-4360,448,448,0,3024,0,-1192,6612,0,6612,0,0,0,0,0,-559,0,ND
1963:Q3,2617,854,-684,37608,300,2764,-1244,2824,-4132,-580,-7776,932,4380,-1088,36188,8660,60,22536,4932,0,108,20,88,0,0,692,38292,38292,2584,5204,22968,3032,196,56,140,3016,0,-80,1372,0,1372,0,0,0,0,0,2447,0,ND
1963:Q4,2835,975,2852,47244,1120,-288,548,-2336,-624,384,-4268,556,3960,-1256,43572,16448,660,20716,5748,0,108,20,112,0,0,5012,44392,44416,724,-720,34004,-3328,1464,672,792,3040,12,-612,9832,0,9832,-24,0,-24,0,0,-993,0,ND
1964:Q1,3267,925,1096,25376,2352,144,-696,4652,7148,724,3468,-2004,3076,1884,13772,-9808,876,17124,5580,0,100,24,116,0,0,-2236,24280,24280,-1656,4164,27320,5612,1632,884,748,-2464,0,800,-11128,0,-11128,0,0,0,0,0,1246,0,ND
1964:Q2,3440,1083,2796,43964,288,1496,704,-3844,-3384,-376,-6800,1052,2580,160,50732,22392,208,20588,7544,0,92,20,68,0,0,-2208,41168,41160,-1552,7116,29580,-3568,660,208,452,2404,0,-272,6792,0,6792,8,0,8,0,0,-440,0,ND
1964:Q3,3563,1210,-1452,49504,2300,-604,-656,3116,11608,892,5548,184,5116,-132,26992,-512,124,21588,5792,4,100,20,64,0,0,6560,50956,50952,2852,19704,27448,1936,704,128,576,272,4,160,-2128,0,-2128,4,0,4,0,0,3805,0,ND
1964:Q4,3725,1281,7868,54024,2112,56,840,-2256,5560,604,-1096,3380,3320,-648,45544,20568,772,18860,5344,0,124,20,84,0,0,1940,46156,46164,660,-3532,37328,-412,1164,780,384,1952,16,196,8792,0,8792,-8,0,-8,0,0,-5424,0,ND
1965:Q1,3952,1302,-5504,28076,976,76,-604,2700,-60,-1684,-5032,1032,5396,228,31992,9112,-220,16388,6712,0,172,24,128,0,0,-7328,33580,33572,2540,1852,35252,3100,256,-224,480,-2312,0,-664,-6452,0,-6452,8,0,8,0,0,8154,0,ND
1965:Q2,4039,1286,3232,57276,1044,2224,508,-1972,388,676,-6608,-276,6524,72,51524,21976,160,19792,9596,0,208,24,72,0,0,3256,54044,54052,2820,9480,29300,-1596,2548,160,2388,3356,-4,-364,8512,0,8512,-8,0,-8,0,0,-479,0,ND
1965:Q3,4028,1257,-3684,30504,-1216,-180,-924,2832,-188,300,-6168,808,5416,-544,29148,2976,-140,21044,5268,4,192,24,52,0,0,760,34188,34200,-4352,3272,30652,3724,-36,-144,108,864,0,424,-348,0,-348,-12,0,-12,0,0,6455,0,ND
1965:Q4,4023,1191,11560,64280,1572,-844,404,-696,7024,-1432,5180,1048,2968,-740,51560,28428,228,17776,5128,-4,136,28,56,0,0,5044,52720,52752,-1476,6992,37476,-3052,528,236,292,780,0,88,11416,0,11416,-32,0,-32,0,0,-8729,0,ND
1966:Q1,3701,1364,-9064,15536,724,872,-884,-52,-304,244,-5716,1448,3792,-72,22952,-284,-4,17064,6176,0,80,28,140,0,0,-8020,24600,24612,4620,-904,23696,-168,172,0,172,-1240,0,1024,-2588,0,-2588,-12,0,-12,0,0,11401,0,ND
1966:Q2,3575,1307,1744,58064,120,1348,804,68,-2496,-1324,-7328,2220,3916,20,52480,32496,192,14592,5200,0,8,24,152,0,0,5556,56320,56304,2564,15496,23388,-208,432,188,244,4384,0,-1752,12000,0,12000,16,0,16,0,0,524,0,ND
1966:Q3,3684,1277,-4300,7708,-1024,340,-1160,884,-1008,364,-2496,-2916,3348,692,8088,-4812,-172,10776,2296,4,12,24,100,0,0,1448,12008,11996,9204,-10108,12120,1040,-172,-172,0,1568,4,-44,-1616,0,-1616,12,0,12,0,0,6707,0,ND
1966:Q4,3500,1299,17604,40428,6536,-164,1208,612,2104,608,1252,1248,-1736,732,28476,17704,828,7392,2552,0,108,28,52,0,0,1468,22824,22764,2816,3844,22172,936,836,836,0,-960,-16,472,-7336,0,-7336,60,0,60,0,0,-15404,0,ND
1967:Q1,3087,1055,-12052,31180,-376,24,1816,2848,35916,2780,16980,3068,9632,3456,2496,-5432,416,5792,1720,4,176,72,104,0,0,-11900,43232,43216,-7656,7160,50356,3100,1236,424,812,-7040,0,664,-4604,0,-4604,16,0,16,0,0,14084,0,ND
1967:Q2,3356,1193,1808,58800,1396,-1388,1740,2748,12232,720,-11400,4704,14020,4188,34304,13500,1780,13332,5692,0,240,76,48,0,0,7404,56992,56988,676,-3432,44120,3244,1884,1792,92,-3492,4,-1356,15340,0,15340,4,0,4,0,0,355,0,ND
1967:Q3,3332,1380,-2628,66968,3056,3192,-2432,132,34048,1092,23588,1040,4848,3480,27064,2424,84,19316,5240,4,264,80,24,0,0,1536,69596,69588,5664,35752,35388,1144,224,84,140,-720,0,324,-8188,0,-8188,8,0,8,0,0,4580,0,ND
1967:Q4,3471,1659,54564,108008,3444,96,456,204,14048,-720,1580,4416,7856,916,79432,55788,576,17696,5372,4,240,88,40,0,0,9956,53444,53448,7184,10244,32588,1104,616,584,32,1056,12,32,612,0,612,-4,0,-4,0,0,-52753,0,ND
1968:Q1,3962,1464,-45116,-6540,4836,-1088,-516,1536,20232,1240,8384,3340,5340,1928,-20376,-38452,88,14084,3904,4,244,88,144,0,0,-11644,38576,38568,2872,240,32644,2900,92,92,0,-468,0,52,236,0,236,8,0,8,0,0,47614,0,ND
1968:Q2,4338,1649,2756,59556,84,-516,388,1480,-2056,-1192,-7116,-88,5056,1284,48080,20760,-120,18476,8964,4,244,96,56,0,0,11696,56800,56788,10684,-244,16416,3336,576,-128,704,2480,4,-392,23928,0,23928,12,0,12,0,0,-68,0,ND
1968:Q3,4848,1787,-3200,70764,3548,3256,-588,3836,25068,1700,8596,2292,11168,1312,39600,8844,188,20356,10212,4,284,104,-92,0,0,-4256,73964,73952,4480,37632,40848,1904,520,188,332,548,4,408,-12392,0,-12392,12,0,12,0,0,6261,0,ND
1968:Q4,4705,1838,24292,95212,-2968,3404,520,3972,13400,-1696,-1264,1476,12840,2044,67348,35460,288,21204,10396,0,280,112,52,0,0,9092,70920,70912,1588,16636,43472,1896,292,296,-4,932,8,-176,6264,0,6264,8,0,8,0,0,-21425,0,ND
1969:Q1,5094,2163,-21372,3628,5628,-5292,-556,1552,-6272,1416,-10816,924,796,1408,25076,264,152,17820,6840,4,240,116,200,0,0,-17068,25000,21388,13664,-9520,7768,7380,-336,160,-496,288,4,616,1524,400,1124,3612,0,12,3600,0,24303,0,ND
1969:Q2,5492,2067,1888,64808,-6828,3112,136,1296,-9344,728,-16904,1500,5312,20,59308,26552,1756,20440,10560,4,232,124,108,0,0,16660,62920,59300,25196,6136,-668,7420,1412,1764,-352,4328,4,-624,16096,400,15696,3620,0,20,3600,0,1537,0,ND
1969:Q3,5939,1998,-8996,2224,6232,-36,-1548,5464,-15036,544,-11812,-1944,-1396,-428,23124,-3364,1424,19532,5532,8,248,128,0,0,0,-16360,11220,7600,488,9920,-18748,7448,1464,1440,24,6108,4,480,436,400,36,3620,0,20,3600,0,12937,0,ND
1969:Q4,6121,1917,24692,58748,-1216,2676,600,5732,-4400,-288,-6292,3388,-2044,836,45168,27172,760,12040,5196,0,264,140,148,0,0,9636,34056,30404,13980,12604,9012,6800,860,772,88,5396,-28,-136,-18084,400,-18484,3652,0,52,3600,0,-20489,0,ND
1970:Q1,5995,1778,-5224,32140,1368,-1644,-220,3248,2568,336,-10636,3784,3816,5268,-8888,-19312,-180,6764,3840,8,316,148,368,0,0,34868,37364,33744,10656,18192,15608,2004,-84,-176,92,1824,4,1756,-16216,400,-16616,3620,0,20,3600,0,9441,0,ND
1970:Q2,5483,1826,4272,62948,4184,3400,1388,2244,22512,1004,1720,2612,11024,6152,32528,16556,2504,9904,3564,4,348,156,128,0,0,-3944,58676,55060,-6556,18028,58156,1872,2640,2508,132,1964,4,-1144,-19904,400,-20304,3616,0,16,3600,0,-615,0,ND
1970:Q3,5468,2004,-7712,101140,6940,-2636,24,10232,40196,2840,19708,6700,11128,-180,37460,16040,-504,17432,4492,8,364,164,76,0,0,8312,108852,101636,-8268,39192,81820,1732,-448,-516,68,1156,4,748,-14300,800,-15100,7216,0,16,7200,0,11176,0,ND
1970:Q4,5447,2204,-1976,67500,4976,-212,3964,9816,46392,1472,11868,12424,16812,3816,48780,20936,4608,20956,2280,4,372,176,76,0,0,-46844,69476,62252,-8692,-36680,63860,2172,4776,4676,100,360,-4,72,36388,800,35588,7224,0,24,7200,0,5219,0,ND
1971:Q1,5305,2352,-2916,131156,4736,780,4380,2844,47340,1684,11120,6216,17488,10832,24572,-7928,688,23664,8148,4,392,192,148,0,0,45768,134072,130456,216,17496,119016,7524,2356,696,1660,-3700,4,1012,-13468,400,-13868,3616,0,16,3600,0,5869,0,ND
1971:Q2,5648,2595,4108,102436,5104,4796,-5252,-1416,29784,-1164,-660,13748,13056,4804,70216,21296,1904,36672,10344,8,444,196,-60,0,0,-1384,98328,94708,-7280,39292,80036,7668,2256,1904,352,-9796,4,-1820,-15652,400,-16052,3620,0,20,3600,0,-1056,0,ND
1971:Q3,6559,2652,-4564,102512,7488,-1700,-2648,8284,7876,676,-11108,4512,8460,5336,63684,7356,2008,43180,11140,12,396,204,12,0,0,18904,107076,99860,-2948,23960,61304,7964,2572,2024,548,1584,8,532,4884,800,4084,7216,0,16,7200,0,8471,0,ND
1971:Q4,6291,2596,6848,89248,14644,-1900,1356,8268,34532,852,11728,7404,12304,2244,73384,21244,-1276,40176,13240,0,652,232,104,0,0,-42024,82400,78804,-3672,-26520,67016,8884,-408,-1268,860,1196,28,348,31932,400,31532,3596,0,-4,3600,0,-3154,0,ND
1972:Q1,6483,2628,-4012,146004,5692,4296,876,5196,17884,-2248,-9812,9152,10664,10128,69840,13340,620,41996,13884,8,792,236,440,0,0,40744,150016,146396,-3236,34880,89984,14556,2608,624,1984,-7776,4,-104,15480,400,15080,3620,0,20,3600,0,7867,0,ND
1972:Q2,6875,2545,924,118120,8684,716,-1048,-248,14172,-712,-4920,6824,7240,5740,94032,27576,-3476,53872,16060,12,836,248,92,0,0,624,117196,113580,5892,12784,84096,11980,-2964,-3512,548,332,4,-1220,2676,400,2276,3616,0,16,3600,0,3406,0,ND
1972:Q3,6812,2594,-2388,137352,-124,2108,-1208,12072,17120,-560,3560,4968,8668,484,92252,23220,-1820,59136,11716,8,656,268,56,0,0,14144,139740,132524,8640,24524,89288,7768,-1296,-1844,548,2644,4,580,372,800,-428,7216,0,16,7200,0,6606,0,ND
1972:Q4,7230,2932,1512,142632,-4324,-2620,416,10272,37176,3596,18712,11356,4024,-512,131932,53672,712,57848,19700,-24,220,316,168,0,0,-30900,141120,133932,-17416,12924,90196,6488,2196,728,1468,4972,32,48,34492,800,33692,7188,0,-12,7200,0,2786,0,ND
1973:Q1,7673,3038,6920,175012,10708,3600,-1028,8696,-22352,-4372,-26244,4224,3272,768,131964,54144,96,52300,25424,12,656,300,804,0,0,41652,168092,166076,912,15440,118192,23728,-176,96,-272,1764,4,1344,4868,0,4868,2016,2000,16,0,0,-2285,0,ND
1973:Q2,8069,3537,5144,151388,15464,240,648,1000,7192,-564,-9452,14312,4472,-1576,125096,40668,1696,63476,19256,12,568,320,312,0,0,536,146244,140748,4980,21468,80176,13884,1308,1708,-400,10900,16,-1296,9312,400,8912,5496,1840,56,3600,0,-613,0,ND
1973:Q3,8016,3963,6756,118716,3212,2536,-1100,4232,-1616,1860,-11120,11472,3220,-7048,109612,34592,3868,56200,14952,16,-220,332,360,0,0,1352,111960,110880,21256,-13000,65500,13620,3828,3904,-76,12612,16,424,6624,-200,6824,1080,2824,56,-1800,0,-2704,0,ND
1973:Q4,8356,4364,8472,109824,13776,1784,2268,9180,25668,1068,5516,10088,12092,-3096,86072,28868,2316,39872,15016,-8,692,380,192,0,0,-30180,101352,99456,-10692,29140,49796,12732,3128,2348,780,3396,28,12,11916,400,11516,1896,-1800,96,3600,0,-4480,0,ND
1974:Q1,8069,4194,-9700,147812,9908,-588,1128,24168,12256,1288,-5992,7216,8640,1104,71964,23332,5416,35504,7712,16,712,380,848,0,0,27020,157512,151056,25364,-3568,94684,18712,5728,5468,260,-608,16,1164,9564,600,8964,6456,1000,56,5400,0,13575,0,ND
1974:Q2,8394,4599,11300,189808,65216,-1344,148,8808,940,2148,-15704,5908,10692,-2104,129452,60320,12192,47664,9276,16,-32,404,452,0,0,-14252,178508,170080,40904,14284,91392,23772,12752,12312,440,10588,56,-1256,-22412,800,-23212,8428,1000,228,7200,0,-7506,0,ND
1974:Q3,9117,4972,-11252,63440,-25812,4480,-4,10216,-5588,660,-5412,2372,-3144,-64,84804,30920,11720,34016,8148,20,32,424,552,0,0,-5684,74692,68068,-4648,-11848,50848,6272,11788,11828,-40,12520,60,760,2316,600,1716,6624,1000,224,5400,0,15397,0,ND
1974:Q4,8177,5152,5820,60744,14228,1260,1320,9860,24852,1604,6708,5372,6676,4492,56108,28060,9040,19176,-168,16,120,456,368,0,0,-47844,54924,49916,-7488,1184,74728,6564,9104,9144,-40,4128,88,72,-38464,400,-38864,5008,1000,408,3600,0,-2796,0,ND
1975:Q1,9418,4896,-7300,85540,6132,168,1984,8284,41644,3912,20308,7436,-312,10300,-22772,-40648,1436,16588,-148,20,300,480,232,0,0,49068,92840,86216,-21920,-180,101444,2860,1632,1452,180,-14560,60,876,16004,600,15404,6624,1000,224,5400,0,11822,0,ND
1975:Q2,8731,5031,2520,129784,26312,820,-672,4900,85744,-644,45368,11804,8024,21192,25660,-7744,-3908,36204,1108,20,260,512,-68,0,0,-13704,127264,119044,-5836,47192,93040,3184,-3840,-3948,108,-5444,4,-1992,-7264,800,-8064,8220,1000,20,7200,0,1180,0,ND
1975:Q3,8418,5279,-15692,68820,-18868,1916,-1904,-40996,43080,3212,41096,6892,1912,-10032,36924,-14836,-3312,41544,13528,24,20,544,124,0,0,47956,84512,76292,10984,-11472,74616,-32784,-2880,-3352,472,2716,4,152,34956,800,34156,8220,1000,20,7200,0,18831,0,ND
1975:Q4,9742,5482,16692,130496,33576,-456,1668,15736,45188,8640,30840,6912,3984,-5188,75732,10420,6756,41844,16712,24,104,572,164,0,0,-41812,113804,107592,6900,-740,87872,-524,7024,6828,196,1452,-48,140,5516,600,4916,6212,1000,-188,5400,0,-12432,0,ND
1976:Q1,10960,5895,-14636,151344,5104,2096,1836,-4268,49940,-2684,26308,8780,-7340,24876,41636,-23820,1260,51216,12980,24,272,612,552,0,0,53540,165980,160760,-6932,20620,112352,16360,1992,1308,684,-8352,4,264,24452,400,24052,5220,1600,20,3600,0,19701,0,ND
1976:Q2,11254,5892,3664,151676,26308,4168,-1044,-4032,31160,560,18460,3944,13696,-5500,109416,21256,3504,66020,18636,24,52,652,104,0,0,-15132,148012,143072,6988,28192,96908,9912,4572,3508,1064,-1932,28,92,-1688,360,-2048,4940,1600,100,3240,0,1698,0,ND
1976:Q3,11022,5887,2452,149980,7860,696,828,7204,34300,5220,15596,11852,1976,-344,89296,-172,-164,69268,20364,24,-180,584,124,0,0,9244,147528,141864,20040,-4576,85480,19004,524,-172,696,3152,24,236,17980,440,17540,5664,1600,104,3960,0,2683,0,ND
1976:Q4,10515,5788,17104,188612,33212,-7484,3196,38488,46720,12980,30200,-3040,6220,360,134316,38508,10584,64316,20908,-148,248,908,172,0,0,-61016,171508,164088,7448,13704,135880,28020,11336,10692,644,-800,-44,240,-31696,616,-32312,7420,1600,276,5544,0,-12377,0,ND
1977:Q1,10981,6230,-13156,203788,-2056,7936,-1428,1536,28124,-10304,13412,10908,4888,9220,105696,17024,1268,63956,23448,32,384,776,1172,0,0,61616,216944,211648,-11376,37732,145960,14640,1564,1368,196,-5600,28,344,28356,544,27812,5296,300,100,4896,0,17907,0,ND
1977:Q2,11282,6328,9804,196160,14080,2356,812,-7804,14424,-216,-3624,7672,17124,-6532,158044,23808,2916,97760,33560,32,496,824,132,0,0,12764,186356,182348,23544,10560,105644,13196,5612,2864,2748,5020,28,424,18320,400,17920,4008,300,108,3600,0,-4851,0,ND
1977:Q3,11479,6625,-5268,195928,5828,-4972,-560,6580,16384,1356,-4716,5908,13912,-76,163916,32780,92,100808,30236,36,476,876,176,0,0,7188,201196,196588,15464,24192,113156,18544,1000,-28,1028,5348,28,440,18416,400,18016,4608,900,108,3600,0,10122,0,ND
1977:Q4,11848,7245,16740,228268,74328,1884,2296,31080,7964,10868,-6516,8612,2336,-7336,175968,41800,8248,94652,31268,4,248,960,328,0,0,-66792,211528,199612,22400,28680,130524,17484,11312,8448,2864,12476,-20,388,-23632,1220,-24852,11916,788,156,10972,0,-12138,0,ND
1978:Q1,12254,7480,-11844,210648,13200,332,1172,-13716,4004,-10804,-6544,10360,1536,9456,137384,34704,-5384,77684,30380,36,528,912,1848,0,0,64948,222492,218476,1020,1788,139172,26992,-5080,-5300,220,4420,28,356,49780,300,49480,4016,1200,108,2708,0,16618,0,ND
1978:Q2,13294,8618,10424,243056,-4484,20,2284,-3504,20896,1312,-1632,10540,13192,-2516,204104,52236,428,102192,49248,40,-48,960,352,0,0,22436,232632,222848,12752,41912,108056,5800,2328,232,2096,15984,40,340,35636,916,34720,9784,1404,136,8244,0,-5749,0,ND
1978:Q3,13863,9370,2940,237024,18412,2384,2456,-8516,26940,3380,-9588,16844,13432,2872,153004,26816,-8792,99568,35412,40,-224,1016,452,0,0,41060,234084,229500,53028,18372,110588,10904,-8464,-9136,672,15536,36,320,29180,384,28796,4584,972,140,3472,0,1553,0,ND
1978:Q4,13940,10078,23600,272968,97896,3456,2328,27644,6680,2932,-19528,12332,12368,-1424,194680,69820,10884,88588,25388,-24,176,1140,844,0,0,-61852,249368,241760,37900,-4876,126992,9240,11824,11440,384,14048,-28,296,46364,708,45656,7608,996,244,6368,0,-19739,0,ND
1979:Q1,13075,9378,-17852,175460,-47444,-1548,1932,11240,17888,-2232,216,8312,6880,4712,132588,35536,1628,67632,27792,48,128,1136,1540,0,0,57952,193312,189708,22888,-36152,98032,55240,2592,1844,748,-3156,120,320,49824,240,49584,3604,996,476,2132,0,21549,0,ND
1979:Q2,13542,9911,24512,292536,34828,1544,5036,19148,6068,3392,-1064,11904,5468,-13632,194196,64288,7812,93728,28368,48,108,1196,560,0,0,29804,268024,264776,52468,81236,42716,31996,11596,10520,1076,12760,124,380,31500,168,31332,3248,1256,472,1520,0,-20881,0,ND
1979:Q3,13332,11018,15420,314584,68416,2900,1292,30408,35308,2688,-3584,11228,15672,9304,212336,73856,15536,89768,33176,52,-228,1268,716,0,0,-37884,299164,289472,73488,44444,116360,19856,20276,17616,2660,14100,124,280,544,860,-316,9692,1484,472,7736,0,-13107,0,ND
1979:Q4,13287,12048,9280,135168,27948,9176,3932,2860,21452,7424,-1040,15156,7948,-8036,140788,47488,5132,64176,23992,-28,-200,1420,1568,0,0,-73748,125888,112624,25192,25040,101796,-9484,7596,5512,2084,12968,-12,-4,-50468,1228,-51696,13264,1576,608,11080,0,-8041,0,ND
1980:Q1,9177,12045,8504,154224,-15488,-2888,1720,-6276,9196,-4300,-6412,8892,2428,8588,89716,26340,14556,47068,1752,60,-1340,1412,-1232,0,0,79344,145720,141576,5696,-33096,101148,-672,14324,14424,-100,9136,344,-268,44964,280,44684,4144,332,1316,2496,0,-11373,0,ND
1980:Q2,7765,12449,31720,174436,95776,-4844,1768,35648,67188,9892,14916,18848,14384,9148,-20676,-20880,13096,22340,-35232,60,-104,1496,632,0,0,-2508,142716,131276,-50860,23720,100116,59060,16168,13880,2288,-7032,168,-572,-9492,940,-10432,11440,336,652,8452,2000,-36405,0,ND
1980:Q3,7757,13250,-1288,265524,50996,6444,-2512,19196,93380,4952,44244,27828,20764,-4408,96640,39048,952,55388,1252,64,-120,1580,300,0,0,-444,266812,257652,30508,39656,150716,25740,4272,4152,120,7188,228,-640,-16,636,-652,9160,400,868,5736,2156,-4205,0,ND
1980:Q4,9249,13916,20840,339764,73964,6648,2280,4492,73888,1112,18188,26908,13220,14460,181556,106540,696,66828,7492,-44,-628,1784,576,0,0,-4752,318924,321020,72884,2408,219824,9408,-164,64,-228,19208,924,-508,-2964,44,-3008,-2096,400,-200,388,-2684,-25507,0,ND
1981:Q1,6838,13937,-20308,160496,1644,-184,-1496,25752,13004,-360,4864,15588,-4000,-3088,59428,-3800,18708,39920,4600,68,-640,1768,848,0,0,60304,180804,166596,-12960,27444,71308,47736,16908,18228,-1320,848,188,-388,15512,1148,14364,14208,448,720,10344,2696,13209,0,ND
1981:Q2,3153,14505,17272,385020,171276,-2096,396,-4900,19532,7040,6416,9956,4340,-8220,177816,102652,6672,53320,15172,76,-1008,1864,956,0,0,21108,367748,362168,171792,18040,108956,3876,7148,8100,-952,27680,460,-356,24572,1168,23404,5580,468,1776,10500,-7164,-28624,0,ND
1981:Q3,1007,15287,-26964,226800,62200,4396,8032,3776,24112,-3336,-3524,22904,10620,-2552,119264,63944,5908,39432,9980,80,-428,1968,500,0,0,2900,253764,245332,59468,-3400,142300,11280,7204,8696,-1492,33008,324,-300,-4552,664,-5216,8432,500,1244,5980,708,12684,0,ND
1981:Q4,-398,16246,-23600,171186,-70257,-6848,452,95456,42256,4832,1688,22088,10024,3624,164492,129484,13888,18988,2132,48,-504,2120,664,0,0,-56693,194786,174362,-156013,26488,231667,110752,13236,11908,1328,3388,208,-252,-55111,2048,-57159,20424,528,2824,18440,-1368,6956,0,ND
1982:Q1,-2248,14834,37407,358751,113343,8728,2704,-20870,45426,12188,-5624,34860,-2596,6598,103955,77843,5900,5576,14636,40,-592,2880,300,0,0,102837,321344,322384,14854,6156,239570,11464,10524,11836,-1312,3872,-212,-156,36312,-748,37060,-1040,556,1804,-6744,3344,-54489,0,ND
1982:Q2,-774,15451,12940,309846,108664,9320,-1560,-6322,20753,-7152,-1304,37768,-4668,-3891,137669,116525,13084,-1104,9164,-628,-384,1432,996,0,0,39906,296906,302402,32617,-23352,209390,-15984,12252,12740,-488,12944,580,-72,74027,-1500,75527,-5496,584,1012,-13480,6388,-29165,0,ND
1982:Q3,2292,16307,-68993,326015,126796,1032,6452,14163,65432,6180,18232,33648,-1004,8376,69044,72116,-3460,-9252,9640,-552,-456,1736,24,0,0,42343,395008,342084,50296,65696,195605,47696,-1152,-3808,2656,-7024,392,-36,-9390,4940,-14330,52924,612,968,44452,6892,54977,0,ND
1982:Q4,7871,17415,34642,268574,63325,-15436,3676,72797,185612,-2964,84608,52824,25268,25876,26161,31069,15416,-32512,12188,-132,-428,472,772,0,0,-68245,233932,215388,-9395,61888,234934,16464,26744,23468,3276,-6564,632,-60,-109255,2900,-112155,18544,640,864,26088,-9048,-44186,0,ND
1983:Q1,11436,13601,-4475,341211,67941,12948,-3800,-10742,132160,-756,68408,59880,-19612,24240,43571,13895,-16356,32428,13604,-628,352,2304,-56,0,0,97161,345686,362818,28621,77828,212125,-3716,-17816,-18572,756,-22136,100,-36,87848,-1712,89560,-17132,668,788,-15412,-3176,2310,0,ND
1983:Q2,15463,14801,-47815,282758,-10388,6548,-2796,1973,161930,-432,87520,39924,4404,30514,142925,36269,13892,71052,21712,-380,244,1264,500,0,0,-19062,330573,329317,-369,33200,227852,3808,6820,7180,-360,-1948,276,-16,59693,-204,59897,1256,696,-8,-1804,2372,48476,0,ND
1983:Q3,15801,16111,-15756,360299,28353,-11436,-2572,-29307,95243,408,47744,43392,7776,-4077,238823,68435,11800,113400,45188,-168,276,1296,-152,0,0,39943,376055,344243,41544,7220,221479,20496,13360,13184,176,-692,656,-48,40229,3448,36781,31812,800,1028,31012,-1028,15446,0,ND
1983:Q4,17031,17634,-108792,129214,-82013,-2192,-2396,13220,87671,-3760,44488,11268,21520,14155,191398,3466,18076,110476,59380,-496,400,2432,636,0,0,-79446,238007,195147,7697,-12368,181430,15396,18180,19268,-1088,6436,-160,-16,-21448,3396,-24844,42860,960,748,30560,10592,108189,0,ND
1984:Q1,13632,15954,58401,542128,79422,5552,-3760,16805,66732,-5624,20752,23752,-3216,31068,288115,100951,-656,109400,78420,-664,448,600,1012,0,0,87866,483727,502987,58786,137904,233588,68933,-3560,-3136,-424,-4136,112,-880,12239,-2292,14531,-19260,1040,680,-20620,-360,-60723,0,ND
1984:Q2,13162,17045,8588,464690,48496,336,5800,493,17276,-3348,-9752,35396,-1776,-3244,395918,117530,25140,170756,82492,-860,-104,2676,996,0,0,-6336,456102,488482,86933,-46360,314109,8986,35932,27504,8428,33560,760,840,53722,-1840,55562,-32380,1080,640,-16576,-17524,-12471,0,ND
1984:Q3,16547,18007,-85415,449526,14865,-1092,10364,3436,68123,1200,8740,17040,21740,19403,255660,59692,-8288,142720,61536,-344,-324,844,700,0,0,97293,534941,449141,10499,19048,229132,53132,-9660,-8532,-1128,28952,728,204,117107,6820,110287,85800,1120,2268,61392,21020,83954,0,ND
1984:Q4,19687,19028,-16145,384816,27123,8204,15640,67580,63153,-4868,22244,-15756,32028,29505,274275,106423,-1156,112796,56212,544,-936,3096,1156,0,0,-75019,400961,358385,5667,35944,278984,17391,14052,-1048,15100,7132,-68,-692,-25,4636,-4661,42576,1160,1492,41720,-1796,16804,0,ND
1985:Q1,22884,17352,-48209,274834,55675,-7992,-13792,-52467,14282,-868,35716,-1936,-18916,286,196685,34577,-10096,82368,89836,-160,664,-392,1620,0,0,80711,323043,315847,36337,63736,239544,-1351,-2216,-9576,7360,1156,256,68,-21684,-196,-21488,7196,1200,660,-1744,7080,53741,0,ND
1985:Q2,25335,18842,-757,300624,24017,-800,19656,58939,-5380,-2100,-7452,-27192,8084,23280,198867,55415,-17424,106788,54088,-496,580,1528,1496,0,0,2217,301382,291518,21085,32328,133535,6776,-11148,-16768,5620,20728,284,-1612,89542,1056,88486,9864,1400,336,9476,-1348,7250,0,ND
1985:Q3,27939,20268,-18527,434361,42241,8816,-8728,39772,86595,-4812,11348,28280,43272,8507,228567,56103,-476,130120,42820,596,-112,-2460,980,0,0,38094,452888,417740,42750,91132,142131,65069,5380,-4104,9484,25452,796,1168,43862,3744,40118,35148,1440,2360,33704,-2356,26198,0,ND
1985:Q4,30467,22487,42632,378462,-44500,5032,20824,46040,185418,-4160,-20560,-2056,198724,13470,228961,77389,-9844,116456,44960,272,-1060,2204,976,0,0,-65705,335830,314414,17169,81596,77174,103188,6844,-6992,13836,13268,-412,1160,14428,1448,12980,21416,1500,1424,13044,5448,-34653,0,ND
1986:Q1,32363,19273,-61204,160449,25428,-2012,9280,26092,-11098,4152,-5296,47636,-71308,13718,135817,28733,-3004,69196,40892,848,916,-1724,1656,0,0,-24753,221653,172641,-1315,83324,140841,27974,-964,-8120,7156,-5620,484,536,-72619,3920,-76539,49012,1300,800,35260,11652,74294,0,ND
