1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,1,3,12826,84,0,0,0,1454,0,520,0,163,771,758,710,48,12,0,10518,0,0,10488,30,12828,ND,12654,174,ND,ND
1952:Q1,0,0,3722,6,367,0,83,484,0,194,5,39,246,113,99,14,153,0,2516,0,139,2215,162,3722,ND,3342,380,ND,ND
1952:Q2,0,0,3636,-4,14,0,3,420,0,74,5,43,298,402,386,16,160,0,2641,0,6,2608,27,3636,ND,3503,133,ND,ND
1952:Q3,1,0,3612,-4,15,0,4,617,0,150,5,44,418,442,425,17,166,0,2372,0,6,2341,25,3612,ND,3471,141,ND,ND
1952:Q4,1,0,3652,3,15,0,3,534,0,72,5,45,412,66,48,18,179,0,2852,0,9,2828,15,3652,ND,3494,158,ND,ND
1953:Q1,0,1,3741,15,16,0,1,622,0,125,2,50,445,81,60,21,183,0,2823,0,7,2806,10,3742,ND,3581,161,ND,ND
1953:Q2,0,1,3887,27,17,0,2,713,0,244,1,53,415,355,333,22,191,0,2582,0,8,2574,0,3888,ND,3726,162,ND,ND
1953:Q3,1,1,3895,28,17,0,0,671,0,228,1,56,386,121,98,23,202,0,2856,0,7,2848,1,3895,ND,3734,161,ND,ND
1953:Q4,1,1,3940,17,17,0,1,495,0,46,19,61,369,63,39,24,221,0,3126,0,9,3117,0,3940,ND,3781,159,ND,ND
1954:Q1,1,1,3731,6,19,0,2,661,0,199,1,63,398,45,20,25,241,0,2757,0,8,2743,6,3731,ND,3558,173,ND,ND
1954:Q2,1,1,3783,-3,19,0,2,699,0,183,3,66,447,337,312,25,255,0,2474,0,6,2462,6,3783,ND,3605,178,ND,ND
1954:Q3,1,1,3630,-5,20,0,2,634,0,79,-4,70,489,35,8,27,266,0,2678,0,8,2660,10,3630,ND,3435,195,ND,ND
1954:Q4,1,1,3687,-2,20,0,3,692,0,101,2,74,515,108,78,30,278,0,2588,0,11,2559,18,3687,ND,3463,224,ND,ND
1955:Q1,0,2,3778,7,21,0,5,651,0,115,7,80,449,22,-12,34,292,0,2780,0,13,2735,32,3779,ND,3529,250,ND,ND
1955:Q2,0,2,3954,12,23,0,7,633,0,144,7,86,396,391,355,36,329,0,2559,0,22,2502,35,3955,ND,3665,290,ND,ND
1955:Q3,1,2,3918,13,23,0,7,631,0,185,7,90,349,313,273,40,371,0,2560,0,21,2494,45,3919,ND,3597,322,ND,ND
1955:Q4,1,2,3949,6,24,0,7,567,0,136,11,91,329,115,73,42,411,0,2819,0,15,2752,52,3950,ND,3620,330,ND,ND
1956:Q1,1,2,4169,5,24,0,8,699,0,190,18,93,398,59,13,46,454,0,2920,0,16,2849,55,4170,ND,3806,364,ND,ND
1956:Q2,1,2,4376,1,26,0,10,546,0,-30,3,95,478,364,316,48,461,0,2968,0,6,2887,75,4377,ND,3991,386,ND,ND
1956:Q3,1,2,4370,2,27,0,8,626,0,-52,9,98,571,594,541,53,471,0,2642,0,7,2562,73,4371,ND,3973,398,ND,ND
1956:Q4,1,2,4470,8,28,0,8,705,0,-51,7,101,648,51,-7,58,495,0,3175,0,15,3109,51,4471,ND,4048,423,ND,ND
1957:Q1,1,1,4900,19,29,0,6,836,0,43,25,104,664,76,13,63,504,0,3430,0,9,3375,46,4900,ND,4483,417,ND,ND
1957:Q2,1,1,5222,29,30,0,5,779,0,-20,15,108,676,367,300,67,551,0,3461,0,22,3417,22,5222,ND,4792,430,ND,ND
1957:Q3,1,1,5343,29,31,0,5,785,0,-36,17,109,695,118,46,72,550,0,3825,0,3,3786,36,5343,ND,4928,415,ND,ND
1957:Q4,1,1,5548,21,32,0,4,670,0,-163,39,108,686,153,76,77,559,0,4109,0,5,4067,37,5548,ND,5148,400,ND,ND
1958:Q1,1,1,5053,14,34,0,5,823,0,-4,34,109,684,245,165,80,592,0,3340,0,15,3302,23,5053,ND,4634,419,ND,ND
1958:Q2,1,1,5085,10,35,0,3,602,0,-133,-26,112,649,431,348,83,639,0,3365,0,21,3332,12,5085,ND,4631,454,ND,ND
1958:Q3,1,1,5104,6,36,0,4,764,0,9,10,108,637,401,311,90,703,0,3190,0,26,3154,10,5104,ND,4596,508,ND,ND
1958:Q4,1,1,4980,7,38,0,6,818,0,81,5,95,637,212,110,102,779,0,3120,0,29,3071,20,4980,ND,4406,574,ND,ND
1959:Q1,1,1,5373,6,39,0,7,667,0,106,28,85,448,243,133,110,842,0,3569,0,15,3511,43,5373,ND,4790,583,ND,ND
1959:Q2,1,1,5651,4,40,0,7,712,0,71,43,76,522,500,385,115,938,0,3450,0,26,3381,43,5651,ND,4993,658,ND,ND
1959:Q3,1,1,5911,4,42,0,9,863,0,288,23,68,484,452,323,129,860,0,3681,0,10,3608,63,5911,ND,5241,670,ND,ND
1959:Q4,1,1,5813,2,44,0,8,863,0,144,11,59,649,192,43,149,963,0,3741,0,27,3663,51,5813,ND,5083,730,ND,ND
1960:Q1,1,1,5524,5,45,0,10,825,0,119,90,54,562,260,87,173,962,0,3417,0,2,3334,81,5524,ND,4826,698,ND,ND
1960:Q2,1,1,5919,4,48,0,10,658,0,-19,48,51,578,885,685,200,1016,0,3298,0,23,3203,72,5919,ND,5196,723,ND,ND
1960:Q3,1,1,5471,7,49,0,11,634,0,-120,11,37,706,308,102,206,974,0,3488,0,1,3395,92,5471,ND,4741,730,ND,ND
1960:Q4,1,1,5483,17,50,0,9,960,0,54,-13,13,906,243,52,191,1107,0,3097,0,40,3012,45,5483,ND,4666,817,ND,ND
1961:Q1,1,1,5435,30,53,0,9,685,0,147,10,-7,535,233,51,182,1230,0,3195,0,44,3121,30,5435,ND,4603,832,ND,ND
1961:Q2,1,1,5924,42,55,0,7,841,0,39,-1,-25,828,963,786,177,1259,0,2757,0,17,2693,47,5924,ND,5006,918,ND,ND
1961:Q3,1,1,5480,43,57,0,7,690,0,-5,30,-44,709,243,69,174,1323,0,3117,0,23,3052,42,5480,ND,4548,932,ND,ND
1961:Q4,1,1,5501,33,59,0,9,748,0,-71,47,-67,839,182,10,172,1434,0,3036,0,43,2958,35,5501,ND,4456,1045,ND,ND
1962:Q1,1,1,5575,25,62,0,14,918,0,221,98,-88,687,216,48,168,1332,32,2976,0,9,2855,112,5575,ND,4508,1067,ND,ND
1962:Q2,1,1,5940,19,63,0,17,870,0,88,39,-117,860,1017,854,163,1331,78,2545,0,-63,2392,216,5940,ND,4972,968,ND,ND
1962:Q3,1,1,5382,16,67,0,17,623,0,115,34,-128,602,177,15,162,1192,51,3239,0,30,3082,127,5382,ND,4463,919,ND,ND
1962:Q4,1,1,5537,17,68,0,14,801,0,51,-12,-126,888,245,76,169,1374,18,3000,0,52,2873,75,5537,ND,4481,1056,ND,ND
1963:Q1,0,2,5917,18,72,0,11,797,0,128,1,-122,790,219,49,170,1264,4,3532,0,35,3442,55,5918,ND,4833,1085,ND,ND
1963:Q2,0,2,6630,16,74,0,5,1063,0,302,-4,-129,894,1119,952,167,1549,-15,2819,0,31,2768,20,6631,ND,5499,1132,ND,ND
1963:Q3,1,2,6313,18,77,0,8,922,0,60,12,-127,977,249,73,176,1539,-11,3511,0,30,3444,37,6314,ND,5115,1199,ND,ND
1963:Q4,1,2,6565,20,80,0,16,777,0,-1,-11,-122,911,288,87,201,1689,7,3688,0,31,3542,115,6566,ND,5285,1281,ND,ND
1964:Q1,1,2,6911,29,83,0,26,1163,0,408,10,-110,855,349,108,241,1700,14,3547,0,45,3316,186,6912,ND,5473,1439,ND,ND
1964:Q2,1,2,7663,48,86,0,36,1098,0,43,21,-105,1139,1166,911,255,1765,37,3427,0,38,3107,282,7664,ND,6147,1517,ND,ND
1964:Q3,1,2,7423,7,89,0,36,785,0,87,-17,-98,813,418,169,249,1798,33,4257,0,36,3926,295,7423,ND,5841,1582,ND,ND
1964:Q4,1,2,7652,33,93,0,30,1054,0,18,127,-91,1000,332,61,271,1868,38,4204,0,35,3939,230,7652,ND,5980,1672,ND,ND
1965:Q1,0,2,8011,-140,97,0,23,1339,0,581,-79,-80,917,363,71,292,2088,12,4229,0,32,4024,173,8013,ND,6351,1662,ND,ND
1965:Q2,0,2,8730,-24,100,0,17,894,0,-27,6,-72,987,1494,1070,424,2068,19,4162,0,6,4008,148,8732,ND,7170,1562,ND,ND
1965:Q3,1,2,8521,33,104,0,17,544,0,-491,131,-64,968,479,178,301,2291,-12,5065,0,70,4914,81,8522,ND,6865,1657,ND,ND
1965:Q4,1,2,8924,186,108,0,22,781,0,-116,30,-59,926,262,-4,266,2359,-1,5207,0,46,5009,152,8925,ND,7075,1850,ND,ND
1966:Q1,1,3,9512,24,113,0,26,1830,0,99,21,-46,1756,336,23,313,2295,17,4871,0,23,4637,211,9514,ND,7509,2005,ND,ND
1966:Q2,1,3,10308,-156,117,0,29,914,0,-368,130,-36,1188,1378,1088,290,2501,27,5498,0,-3,5234,267,10310,ND,8440,1870,ND,ND
1966:Q3,1,3,9946,-58,120,0,31,1293,0,94,16,-30,1213,420,100,320,2279,57,5804,0,-34,5526,312,9948,ND,8158,1790,ND,ND
1966:Q4,1,3,10405,58,147,0,32,1165,0,-98,-15,-32,1310,415,42,373,2469,0,6119,0,60,5837,222,10407,ND,8515,1892,ND,ND
1967:Q1,1,3,10559,105,121,0,33,734,0,-471,3,-20,1222,193,-52,245,2827,-20,6566,0,104,6269,193,10561,ND,8527,2034,ND,ND
1967:Q2,1,4,11484,23,160,0,36,643,0,-303,33,-19,932,1269,1118,151,3019,14,6320,0,27,6001,292,11486,ND,9384,2102,ND,ND
1967:Q3,2,3,11199,9,199,0,35,1091,0,-370,-13,-18,1492,192,31,161,3085,0,6588,0,71,6270,247,11200,ND,8893,2307,ND,ND
1967:Q4,2,4,11460,-66,277,0,32,1075,0,-123,1,-18,1215,320,218,102,3147,25,6650,0,19,6361,270,11462,ND,9143,2319,ND,ND
1968:Q1,1,5,11851,39,69,0,30,1165,0,274,-6,31,866,195,42,153,2996,78,7279,0,-27,7011,295,11854,ND,9553,2301,ND,ND
1968:Q2,1,5,12960,117,134,0,28,795,0,-125,291,-65,694,1349,1269,80,3450,-33,7120,0,123,6872,125,12963,ND,10570,2393,ND,ND
1968:Q3,2,5,12766,59,253,0,26,947,0,-158,132,12,961,18,-9,27,3683,8,7772,0,55,7534,183,12768,ND,10181,2587,ND,ND
1968:Q4,2,5,13298,-20,279,0,26,1171,0,137,268,-2,768,117,34,83,4028,30,7667,0,50,7432,185,13300,ND,10577,2723,ND,ND
1969:Q1,1,5,14087,110,-59,0,26,769,0,30,63,4,672,203,127,76,3904,67,9067,0,-4,8841,230,14091,ND,11464,2627,ND,ND
1969:Q2,1,5,15235,-178,332,0,24,790,0,-304,63,-18,1049,1155,1116,39,3921,69,9122,0,7,8908,207,15239,ND,12609,2630,ND,ND
1969:Q3,2,5,15381,9,248,0,23,1689,0,-151,169,-20,1691,445,305,140,3713,43,9211,0,-2,8997,216,15384,ND,12662,2722,ND,ND
1969:Q4,2,6,15775,0,168,0,26,1015,0,-235,72,-17,1195,78,-29,107,4273,50,10165,0,38,9937,190,15778,ND,13057,2721,ND,ND
1970:Q1,2,5,13635,-68,185,0,26,1213,0,-204,-4,-23,1444,127,38,89,1611,27,10514,0,10,10276,228,13638,ND,13070,568,ND,ND
1970:Q2,2,6,14662,-41,291,0,28,948,0,-253,99,-149,1251,1866,1725,141,1486,201,9883,0,-160,9640,403,14666,ND,14070,596,ND,ND
1970:Q3,2,6,14206,78,191,0,28,2255,0,263,223,-26,1795,97,136,-39,1415,-54,10196,0,170,9944,82,14209,ND,13593,616,ND,ND
1970:Q4,2,5,14604,192,262,0,29,1440,0,-198,-97,-101,1836,591,482,109,2191,2,9897,0,128,9631,138,14607,ND,13902,705,ND,ND
1971:Q1,3,7,14602,57,272,0,31,226,0,-89,-222,8,529,206,198,8,2603,-26,11233,0,146,10959,128,14606,ND,14069,537,ND,ND
1971:Q2,3,7,15644,74,145,0,31,-64,0,-712,-180,2,826,1842,1857,-15,3123,82,10411,0,25,10128,258,15648,ND,14991,657,ND,ND
1971:Q3,3,7,15191,67,262,0,34,215,0,-12,45,8,174,93,231,-138,3416,105,10999,0,68,10701,230,15195,ND,14399,796,ND,ND
1971:Q4,3,7,15750,161,211,0,35,1403,0,-394,112,102,1583,557,557,0,2960,35,10388,0,102,10066,220,15754,ND,14795,959,ND,ND
1972:Q1,3,6,17332,263,134,0,153,1912,308,152,376,77,999,-387,-82,-305,3410,50,11797,0,151,10426,1220,17336,ND,15509,1827,ND,ND
1972:Q2,3,7,19473,102,302,0,233,2691,486,1,481,237,1486,1883,2134,-251,4347,102,9813,0,76,7716,2021,19477,ND,16831,2646,ND,ND
1972:Q3,3,7,19242,82,366,0,241,3544,528,92,678,-343,2589,85,270,-185,4402,98,10424,0,111,8252,2061,19246,ND,16410,2836,ND,ND
1972:Q4,3,7,18987,257,482,0,182,2696,433,712,498,-94,1147,664,671,-7,3593,10,11103,0,185,9473,1445,18991,ND,16911,2080,ND,ND
1973:Q1,3,7,18636,-56,493,0,130,3395,349,434,699,-407,2320,-234,-182,-52,3026,244,11638,0,-27,10465,1200,18640,ND,16790,1850,ND,ND
1973:Q2,3,7,19163,179,466,0,88,2524,278,59,386,-86,1887,2429,2315,114,1840,207,11430,0,-61,10635,856,19167,ND,17921,1246,ND,ND
1973:Q3,3,8,18397,260,679,0,79,3584,295,268,540,114,2367,-315,-304,-11,1240,-79,12949,0,192,12239,518,18402,ND,17190,1212,ND,ND
1973:Q4,3,8,18892,59,487,0,103,2074,402,148,718,41,765,574,306,268,1375,238,13982,0,-129,13065,1046,18897,ND,17600,1297,ND,ND
1974:Q1,3,5,19490,-36,504,0,115,2491,475,62,543,154,1257,-233,-386,153,1239,134,15276,0,94,14236,946,19492,ND,18225,1267,ND,ND
1974:Q2,3,5,20981,182,725,0,120,3206,515,849,340,-401,1903,3836,3799,37,585,187,12140,0,-73,11067,1146,20983,ND,19632,1351,ND,ND
1974:Q3,4,6,20790,218,648,0,129,6370,601,2453,503,-196,3009,-2203,-2287,84,481,501,14646,0,-259,13478,1427,20792,ND,18871,1921,ND,ND
1974:Q4,4,6,21455,257,796,0,147,4041,733,394,976,-265,2203,395,112,283,2045,-31,13805,0,211,12487,1107,21457,ND,19444,2013,ND,ND
1975:Q1,3,5,21425,323,806,0,170,4769,926,-463,504,-194,3996,1132,1092,40,2249,-107,12083,0,365,10555,1163,21426,ND,18820,2606,ND,ND
1975:Q2,3,4,23379,304,533,0,364,6209,1179,1549,344,-61,3198,5170,5096,74,2441,-24,8382,0,401,5104,2877,23380,ND,19752,3628,ND,ND
1975:Q3,4,5,22901,232,335,0,467,5761,939,1713,290,178,2641,-1028,-1081,53,2539,569,14026,0,-5,9826,4205,22902,ND,18516,4386,ND,ND
1975:Q4,4,5,21890,196,451,0,304,6391,619,530,694,1034,3514,-255,61,-316,2707,90,12006,0,234,9267,2505,21891,ND,18715,3176,ND,ND
1976:Q1,3,4,21968,207,535,0,39,5439,826,1771,767,253,1822,-773,-774,1,2734,90,13697,0,300,13350,47,21969,ND,20173,1796,ND,ND
1976:Q2,3,4,21958,107,619,0,-245,6652,548,2194,694,957,2259,6416,6336,80,2503,-57,5963,0,19,8162,-2218,21959,ND,21766,193,ND,ND
1976:Q3,4,5,22818,-116,372,0,246,2469,316,1456,611,233,-147,-1405,-1397,-8,2050,193,19009,0,48,16796,2165,22818,ND,20808,2010,ND,ND
1976:Q4,4,5,24386,-97,636,0,350,1296,196,1879,119,-23,-875,475,327,148,2114,282,19330,0,98,16184,3048,24386,ND,21797,2589,ND,ND
1977:Q1,4,4,25702,-41,611,0,583,2381,186,463,2590,-488,-370,-1243,-1201,-42,2350,122,20939,0,10,15698,5231,25702,ND,21600,4102,ND,ND
1977:Q2,4,4,25081,132,1037,23,16,6821,134,3794,748,756,1389,1907,1608,299,2739,345,12061,0,144,11910,7,25081,ND,23248,1833,ND,ND
1977:Q3,5,5,26164,147,869,30,468,4750,37,344,1200,-72,3241,5847,6142,-295,3357,-200,10896,0,64,6685,4147,26164,ND,22296,3868,ND,ND
1977:Q4,5,5,24285,101,756,41,-86,7506,5,1248,637,-12,5628,543,113,430,3293,55,12076,0,111,12853,-888,24285,ND,22877,1408,ND,ND
1978:Q1,4,4,27961,161,1290,56,551,4279,36,1044,1354,-158,2003,-1174,-1277,103,3124,40,19634,0,92,14672,4870,27962,ND,23633,4329,ND,ND
1978:Q2,4,5,26744,142,1283,62,-132,9257,-15,2197,334,346,6395,1693,1441,252,3017,272,11150,0,294,12339,-1483,26745,ND,25454,1291,ND,ND
1978:Q3,4,5,27667,120,1312,60,352,6075,-162,-615,2121,-64,4795,6415,6195,220,3074,-454,10713,0,369,7546,2798,27668,ND,24376,3292,ND,ND
1978:Q4,4,5,29665,31,1069,87,447,7042,-11,2024,751,283,3995,777,583,194,3171,-351,17392,0,56,13368,3968,29666,ND,25468,4198,ND,ND
1979:Q1,4,8,28785,97,1460,141,318,5218,431,1787,1681,122,1197,-1436,-1724,288,2972,600,19415,0,301,16557,2557,28788,ND,25014,3774,ND,ND
1979:Q2,4,8,30816,2,1047,188,237,10604,905,3881,903,-206,5121,1637,1465,172,3523,48,13530,0,201,11394,1935,30819,ND,26696,4123,ND,ND
1979:Q3,5,9,29194,-42,1248,225,42,7749,1396,841,839,13,4660,8044,7521,523,5761,235,5932,0,323,5561,48,29197,ND,25636,3561,ND,ND
1979:Q4,5,9,31152,-5,1583,269,236,7472,1502,1424,1850,30,2666,1326,873,453,5239,11,15021,0,101,12899,2021,31155,ND,26468,4687,ND,ND
1980:Q1,5,10,40252,-86,1047,318,211,12545,1225,2683,1405,191,7041,-1618,-2120,502,4799,716,22320,0,44,20397,1879,40257,ND,35387,4870,ND,ND
1980:Q2,5,9,45266,-150,856,345,210,15848,1050,3636,3486,-76,7752,1481,1168,313,4869,645,21162,0,521,19261,1380,45270,ND,40584,4686,ND,ND
1980:Q3,5,10,48515,-349,824,350,296,11329,979,3621,1689,-104,5144,10054,9544,510,5681,577,19753,0,480,17070,2203,48519,ND,43246,5273,ND,ND
1980:Q4,6,11,51036,-271,1432,438,-107,9880,881,2600,2929,138,3332,619,233,386,6404,274,32367,0,325,33308,-1266,51041,ND,47664,3377,ND,ND
1981:Q1,5,10,40331,-50,1519,611,-141,9035,755,2676,3078,-139,2665,-2318,-2778,460,5406,-298,26567,0,131,27815,-1379,40336,ND,37347,2989,ND,ND
1981:Q2,5,11,42018,-259,458,890,118,13285,1501,3363,3368,75,4978,1700,1141,559,6377,-343,19792,0,56,18714,1022,42023,ND,37146,4877,ND,ND
1981:Q3,6,12,39996,-142,1768,1279,170,9315,1440,685,3960,-136,3366,12058,11453,605,7152,-587,8983,0,-153,7437,1699,40002,ND,34086,5916,ND,ND
1981:Q4,6,13,36779,-264,1033,1151,-267,15327,1278,14278,-3385,-3,3159,638,284,354,5478,-594,14277,0,353,16664,-2740,36786,ND,32688,4098,ND,ND
1982:Q1,7,14,39464,-474,3268,466,-530,19732,-2530,11332,6690,-205,4445,-2395,-2866,471,2488,-6,16915,0,262,21658,-5005,39472,53955,37450,2022,7217,7266
1982:Q2,7,14,43787,2,4087,-1000,112,16844,-1368,8877,4334,197,4804,3741,2032,1709,2553,750,16698,0,319,15658,721,43795,59991,39854,3941,7217,8979
1982:Q3,7,13,46177,-173,3586,-959,808,14488,-2807,9296,5562,-298,2735,13587,12171,1416,2239,1267,11334,0,876,4034,6424,46184,64688,39308,6876,7217,11287
1982:Q4,7,13,48000,-165,4178,-383,57,12286,-2597,8316,5272,-419,1714,2244,729,1515,20675,1862,7246,0,461,6702,83,48006,64916,40129,7877,7217,9693
1983:Q1,7,17,54718,75,5433,189,750,11974,-796,7472,2261,-768,3805,-1375,-2871,1496,8013,-341,30000,0,859,24690,4451,54728,69541,47157,7571,9323,5490
1983:Q2,7,16,62100,157,5965,351,1334,11489,1301,7182,2029,120,857,3130,2361,769,5661,44,33969,0,1008,24089,8872,62109,78501,51285,10824,9323,7069
1983:Q3,8,17,57645,274,-279,374,278,12890,1984,8659,2781,-60,-474,13675,12765,910,8057,941,21435,0,130,21467,-162,57654,73598,53051,4603,9323,6621
1983:Q4,8,17,61795,383,3131,327,529,10716,555,6860,4764,-423,-1040,2344,2287,57,5343,840,38182,0,143,36077,1962,61804,81485,57217,4587,9323,10358
1984:Q1,8,23,43727,570,614,262,-109,12306,2655,7342,1352,151,806,-2304,-2147,-157,-1877,662,33603,0,-382,37502,-3517,43742,65046,45112,-1370,12675,8629
1984:Q2,8,25,38995,570,841,197,64,4728,2868,1716,-2279,113,2310,3593,3907,-314,-4460,-255,33717,0,-370,36202,-2115,39011,60835,42687,-3676,12675,9149
1984:Q3,9,26,49268,200,6489,382,1082,25672,441,11794,3679,-196,9954,13115,13417,-302,6469,835,-4976,0,930,-11246,5340,49285,71632,38084,11201,12675,9672
1984:Q4,9,27,42261,-173,2383,168,776,29650,-2102,13223,7032,-534,12031,4286,3298,988,2342,1173,1656,0,724,-1137,2069,42279,72844,34829,7450,12675,17890
1985:Q1,9,32,49462,579,7295,491,1278,-1694,260,9658,1884,16,-13512,9971,8601,1370,8810,536,22196,0,848,15524,5824,49485,74559,41648,7837,18204,6870
1985:Q2,9,32,51398,792,6929,586,1417,12434,522,10654,1002,-272,528,4765,3976,789,14490,496,9489,0,957,2272,6260,51421,81785,41269,10152,18204,12160
1985:Q3,10,31,41225,-350,-1236,224,259,10172,1272,6254,2792,-53,-93,13435,13902,-467,6545,382,11794,0,-173,15402,-3435,41247,69765,41718,-471,18204,10314
1985:Q4,10,32,53226,-685,-3045,2275,7818,31226,2806,25245,11626,-97,-8354,1838,-805,2643,9313,1329,3157,0,4162,-19129,18123,53248,89967,42079,11169,18204,18515
1986:Q1,11,38,52056,-511,2188,497,797,20290,1226,12568,-1683,-190,8369,-2466,-2403,-63,-770,1907,30124,4008,0,28119,-2003,52083,76874,42444,9639,20437,4354
1986:Q2,11,35,43651,-490,1036,-104,1015,-8061,1395,-15340,-1286,258,6912,18563,19636,-1073,5332,-192,26552,2904,0,22896,752,43675,77301,41835,1840,20437,13189
1986:Q3,11,35,49191,-26,145,786,1219,36066,1765,19419,1134,-161,13909,-3744,-3528,-216,-3465,-278,18488,2434,5,13209,2840,49215,88691,41781,7434,20437,19039
1986:Q4,11,35,59904,379,3514,1022,1925,3700,2633,-1651,-6113,-326,9157,13873,15041,-1168,10329,114,25048,4581,30,5193,15244,59928,101548,41655,18273,20437,21183
1987:Q1,11,38,54066,512,-5720,236,754,15060,2471,7652,4114,-156,979,-4475,-3099,-1376,19809,3632,24258,8688,300,4360,10910,54093,76562,43638,10455,18302,4167
1987:Q2,12,38,50324,512,-1517,942,1560,7021,3700,975,8541,53,-6248,5158,6051,-893,5289,2494,28865,8182,450,19506,727,50351,73607,44302,6049,18302,4954
1987:Q3,13,41,65873,356,-3411,381,702,11082,2742,8865,3425,41,-3991,13531,13934,-403,764,2222,40246,8887,650,13177,17532,65901,91600,44969,20932,18302,7397
1987:Q4,13,43,55180,116,-4844,573,-437,15278,1346,6094,1857,161,5820,14026,14623,-597,6330,-1326,25464,7786,108,41102,-23532,55209,89961,45820,9389,18302,16450
1988:Q1,13,41,58763,208,937,715,-20,-2309,-2541,-4742,5917,-141,-802,-2117,-3643,1526,18615,-1029,43763,-4344,-500,46470,2137,58792,97728,47858,10934,13813,25123
1988:Q2,14,42,56560,843,6375,1531,1346,9428,-392,462,-112,75,9395,9069,7225,1844,2298,-635,26305,520,-700,19731,6754,56589,87526,49110,7479,13813,17124
1988:Q3,14,43,59614,741,506,683,-634,20817,-3028,15564,2450,-120,5951,16347,13684,2663,3738,-1636,19052,-5689,-1250,14432,11559,59643,90696,50111,9532,13813,17240
1988:Q4,14,44,64667,685,4921,298,358,6699,-1618,237,-1543,-89,9712,19853,17153,2700,5031,405,26417,5499,1212,11014,8692,64697,96805,51101,13596,13813,18295
1989:Q1,15,45,59151,-150,8582,1063,1125,13299,268,-7866,13377,-66,7586,-3575,-4068,493,-7605,699,45713,6191,1684,36406,1432,59181,83913,50405,8776,14235,10497
1989:Q2,15,45,59054,-142,7378,1433,479,22564,-502,5934,9631,-64,7565,10020,8392,1628,-2835,1191,18966,2805,1859,20559,-6257,59084,93474,51179,7905,14235,20155
1989:Q3,16,48,60721,-670,7523,359,1241,18479,247,7126,7316,-67,3857,15486,13502,1984,-1804,1294,18813,4136,1899,22542,-9764,60753,86498,51134,9619,14235,11510
1989:Q4,16,49,64448,-683,5925,1554,-1094,21082,-2164,6380,9376,-68,7558,20911,18692,2219,-7590,1366,22977,2439,1826,14194,4518,64480,97675,51549,12931,14235,18960
1990:Q1,16,45,65777,144,1015,1215,306,20523,306,-922,15526,211,5402,-4783,-4681,-102,-575,1647,46285,5531,1724,46593,-7563,65806,107671,53340,12466,24097,17768
1990:Q2,16,45,51707,128,-3249,-672,1090,24899,1090,10949,6848,7,6005,8632,7701,931,1279,3236,16364,-686,1264,23639,-7853,51736,109437,54291,-2555,24097,33604
1990:Q3,17,46,73196,548,-2319,-180,53,13016,53,5048,7902,-241,254,14813,14310,503,4426,305,42534,7171,1374,34962,-973,73225,103634,55238,17987,24097,6312
1990:Q4,17,44,63385,153,-989,646,-229,1896,-229,652,3581,228,-2336,19657,18620,1037,18005,2451,21795,2156,1689,33705,-15755,63413,103537,56041,7372,24097,16027
1991:Q1,17,41,67194,-693,4371,-1451,1173,17924,1173,1379,13990,-109,1491,-6461,-5452,-1009,14037,4182,34112,1764,2684,36456,-6792,67217,95121,56931,10286,23899,4005
1991:Q2,17,40,76488,189,-269,595,3644,5099,3644,1091,-370,123,611,7827,10078,-2251,10565,3783,45055,4729,3464,28233,8629,76510,114146,58034,18476,23899,13737
1991:Q3,17,38,74920,-1687,2265,1604,5787,11092,5787,-12071,2854,62,14460,14144,15178,-1034,7448,4881,29386,5832,3234,21736,-1416,74940,109344,58828,16112,23899,10505
1991:Q4,17,37,76465,678,256,-266,-236,516,-236,1655,-8132,70,7159,19550,21106,-1556,18992,4907,32068,5390,2690,29675,-5687,76485,112369,59398,17087,23899,11985
1992:Q1,16,38,74833,105,-5471,99,255,16961,255,-4176,8781,-65,12166,-7549,-5853,-1696,-10297,8693,72037,2162,2410,79571,-12106,74855,103806,59989,14866,20726,8225
1992:Q2,16,38,78719,467,-4599,90,1514,7321,1514,5240,-8209,-20,8796,10159,10435,-276,24348,9424,29995,1414,2376,22707,3498,78742,116110,60860,17882,20726,16642
1992:Q3,17,39,84004,1969,-3578,871,3055,30624,3055,22268,788,-156,4669,14757,16169,-1412,-2945,1754,37497,250,2470,37049,-2272,84026,117869,61486,22540,20726,13117
1992:Q4,17,40,62232,121,-5349,250,1175,12881,1175,6295,-8913,67,14257,20972,21701,-729,4899,8514,18769,-3843,2662,22243,-2293,62255,111776,61826,429,20726,28795
1993:Q1,17,43,98791,-645,1742,2613,1476,12986,1476,-8093,7703,15,11885,-8085,-7385,-700,50559,7778,30367,5381,2654,22328,4,98817,135141,61896,36921,21673,14651
1993:Q2,17,43,83705,318,718,2400,1563,13112,1563,5288,-1966,157,8070,8831,10294,-1463,5320,11345,40098,2171,2854,39610,-4537,83731,122371,62212,21519,21673,16967
