1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2022:Q3,2255289,233161,992684,1049364,-27423,7504,2255289,1147458,-2980,172490,991208,-13260,792057,23840,5916,841566,209274,76989,-72157,-15124,-102596,-176092,441,315774,2255289,1797849,1569843,-132215,26308,-56,333968,-610533,-523096,-649194,97872,22916,-4388,105360,246976,-50120,-2356,-6768,-670242,-24732,-2096,210232,37024,2468,244,58604,393720,73620,73422,1067974
2022:Q4,1848612,147420,771084,879125,-183686,234669,1848612,562451,1060,-45217,772872,-166264,1501136,199356,36200,695682,181655,-33821,88406,27472,50020,276624,-20457,-214976,1848612,3873742,3690144,69695,8328,-16,105592,-2275904,-812756,-487394,-45512,-16316,-47952,100436,124336,-50116,3936,-85476,-703378,-390055,-1016,289100,-15376,396,11440,-31588,-94710,16488,-40391,250774
2023:Q1,3290093,-325294,1166175,1571073,48126,830014,3290093,1758498,640,551880,1165951,40027,1541219,-163468,1904,1431626,139671,89425,24609,-6940,-27156,24652,26898,-9624,3290093,2316598,2118285,29225,-5400,-44,174532,50694,-1101988,-472140,-100064,-8420,-54741,74916,190300,-22228,1468,42208,704091,98453,1232,200080,25124,-216,-50204,77940,699949,-71500,-183566,922801
2023:Q2,3320501,63600,3155956,-402633,110661,392917,3320501,3396738,8880,147495,3148948,91415,-258110,119960,43136,-588842,193217,14840,136649,-18912,-72468,-26872,-58819,181873,3320501,1220412,900028,50360,8140,4,261880,759846,-953040,-465332,52912,1084,-19859,45864,84083,30736,6596,-30740,1360508,400650,28,199344,68064,-7620,-8484,10020,41638,1580,-58186,1340243
2023:Q3,3126911,275558,2917599,-64049,-6086,3889,3126911,3027426,276,108729,2923903,-5481,49115,28124,10972,-292896,222543,53715,54836,-12048,39356,-207664,152177,50370,3126911,688541,350417,164132,14600,24,159368,1409819,-880796,-530026,-18420,83216,-25048,213824,84557,19140,-2308,12868,1723426,248644,-1352,155360,55764,-5040,-6540,47380,277836,55440,-98106,1028551
2023:Q4,3075502,49536,2286637,85285,-59909,713952,3075502,2347177,-976,95693,2289077,-36617,694052,21220,109152,-92696,175541,16284,156682,35900,60856,288264,-77151,34273,3075502,1219984,1392647,-192701,-17220,-26,37284,754155,-892994,-109290,-81156,1752,-61992,16844,-8600,-4648,4108,20380,1783408,-196075,-3640,258928,75136,-7040,-38028,-40340,-129232,-5028,171662,1101363
2024:Q1,3038665,41121,1689360,100777,136465,1070942,3038665,2348590,9656,550477,1688436,100021,373547,-26500,21808,-59532,161233,125942,54734,-4912,59088,8828,32858,316528,3038665,-952121,-1257513,67010,6600,-342,232124,2912019,-883982,493957,60200,6264,-11188,226084,287081,35632,1640,166964,1269296,684660,284,201340,-23928,-8976,4408,8776,451670,-37592,-20570,1078767
2024:Q2,2760864,-52703,1639716,206700,240947,726203,2760864,2144960,14308,291753,1640808,198091,243146,-21440,23092,22635,182973,36545,112663,-19768,32456,-93280,-32730,372757,2760864,1349200,1147726,-51840,2816,86,250412,802839,-879394,-174952,36760,12364,-1392,408764,181235,40256,-3636,282976,119647,213669,-812,270524,51944,-9312,33476,21420,82508,13776,103019,608825
2024:Q3,4001151,82916,2164798,401289,166508,1185640,4001151,2639787,7112,329788,2164970,137917,1292411,57188,37396,223763,177355,124782,94867,9340,272372,220452,74898,68953,4001151,525584,336119,52336,-13096,32,150192,1991880,-599528,152887,-28228,-11800,-23304,338104,197311,18324,7156,174196,866222,269080,-1112,391528,57588,5392,-62016,51776,191300,-9552,6556,1483687
2024:Q4,2293728,-104142,2157734,485642,-69673,-175834,2293728,2001110,1508,-112695,2158506,-46209,256447,-128880,24140,310807,174063,145427,-2724,3396,452,-192796,-77438,36171,2293728,-279896,-410841,-30990,16320,16,145600,1721744,-515420,-97355,47320,19132,3265,-172676,230322,7996,-136,131828,1392051,289839,-3660,315772,160360,-3720,-6188,-11432,-18453,18828,-65929,851879
2025:Q1,2537554,357409,533778,188492,185867,1272008,2537554,1310941,7260,623600,534734,145347,840804,92936,-37644,35624,151911,158891,-5877,4940,123700,259544,56779,385809,2537554,-537624,-731745,64748,-6196,138,135432,1694327,-492074,500414,-34672,816,14184,349516,161274,21344,2112,151024,-338969,148281,-372,413672,25856,-8816,-1068,56312,585790,10276,129426,1380850
