1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q2,11172,11172,3018,3018,0,0,12288,12288,35817,0,35817,0,117350,0,39773,42341,35236,0,0,0,0,0,6761,6761,0,0,51791,563056,289518,51791,563056,289518
1980:Q3,11168,11168,3268,3268,0,0,12587,12587,36274,0,36274,0,120571,0,40926,43500,36145,0,0,0,0,0,7241,7241,0,0,48688,563869,287932,48688,563869,287932
1980:Q4,11160,11160,2518,2518,0,0,12939,12939,36791,0,36791,0,123727,0,42115,44592,37020,0,0,0,0,0,7566,7566,0,0,52270,574425,287731,52270,574425,287731
1981:Q1,11154,11154,2818,2818,0,0,13358,13358,37559,0,37559,0,126814,0,43349,45644,37821,0,0,0,0,0,7697,7697,0,0,57205,587984,299062,57205,587984,299062
1981:Q2,11154,11154,3068,3068,0,0,13859,13859,38363,0,38363,0,129799,0,44604,46635,38560,0,0,0,0,0,7753,7753,0,0,66854,598953,308238,66854,598953,308238
1981:Q3,11152,11152,3318,3318,0,0,14345,14345,39184,0,39184,0,132592,0,45743,47556,39293,0,0,0,0,0,7600,7600,0,0,87727,598406,323051,87727,598406,323051
1981:Q4,11151,11151,3318,3318,0,0,14722,14722,39996,0,39996,0,135270,0,46795,48396,40079,0,0,0,0,0,7953,7953,0,0,82357,608987,329462,82357,608987,329462
1982:Q1,11150,11150,3568,3568,0,0,15001,15001,40905,0,40905,0,137461,0,47336,49168,40957,0,0,0,0,0,8215,8215,0,0,81202,623400,341986,81202,623400,341986
1982:Q2,11149,11149,3818,3818,0,0,15194,15194,41793,0,41793,0,139615,0,47765,49783,42067,0,0,0,0,0,8534,8534,0,0,78268,634365,352288,78268,634365,352288
1982:Q3,11148,11148,4218,4218,0,0,15349,15349,42711,0,42711,0,141792,0,48397,50408,42987,0,0,0,0,0,9410,9410,0,0,49752,633694,356046,49752,633694,356046
1982:Q4,11148,11148,4618,4618,0,0,15515,15515,43710,0,43710,0,146102,0,51600,51213,43289,0,0,0,0,0,9871,9871,0,0,39189,644332,358708,39189,644332,358708
1983:Q1,11138,11138,4618,4618,0,0,15665,15665,44623,0,44623,0,148572,0,53786,52012,42774,0,0,0,0,0,10730,10730,0,0,21449,659464,357263,21449,659464,357263
1983:Q2,11131,11131,4618,4618,0,0,15810,15810,45619,0,45619,0,150698,0,56555,52823,41320,0,0,0,0,0,11738,11738,0,0,-1952,670303,351113,-1952,670303,351113
1983:Q3,11128,11128,4618,4618,0,0,15950,15950,46642,0,46642,0,153812,0,60148,53717,39947,0,0,0,0,0,11868,11868,0,0,15612,669317,359390,15612,669317,359390
1983:Q4,11121,11121,4618,4618,0,0,16099,16099,47639,0,47639,0,158322,0,63899,54756,39667,0,0,0,0,0,12011,12011,0,0,33419,679787,365546,33419,679787,365546
1984:Q1,11111,11111,4618,4618,0,0,15949,15949,48683,0,48683,0,161848,0,57737,55868,48243,0,0,0,0,0,11629,11629,0,0,87900,696170,372119,87900,696170,372119
1984:Q2,11100,11100,4618,4618,0,0,15600,15600,49670,0,49670,0,165451,0,59350,57194,48907,0,0,0,0,0,11259,11259,0,0,129024,707222,374989,129024,707222,374989
1984:Q3,11097,11097,4618,4618,0,0,15255,15255,50638,0,50638,0,169030,0,60801,58571,49658,0,0,0,0,0,12189,12189,0,0,108147,707311,370247,108147,707311,370247
1984:Q4,11096,11096,4618,4618,0,0,15108,15108,51663,0,51663,0,173138,0,62521,59893,50724,0,0,0,0,0,12913,12913,0,0,95778,717413,375544,95778,717413,375544
1985:Q1,11093,11093,4618,4618,0,0,15071,15071,52569,0,52569,0,177502,0,63656,61120,52726,0,0,0,0,0,13761,13761,0,0,87249,724360,379328,87249,724360,379328
1985:Q2,11091,11091,4618,4618,0,0,15180,15180,53554,0,53554,0,186584,0,69414,62582,54588,0,0,0,0,0,14718,14718,0,0,74269,735095,381892,74269,735095,381892
1985:Q3,11090,11090,4618,4618,0,0,15279,15279,54547,0,54547,0,199049,0,78845,63671,56533,0,0,0,0,0,14545,14545,0,0,113638,735892,395801,113638,735892,395801
1985:Q4,11090,11090,4718,4718,0,0,15209,15209,55472,0,55472,0,210175,0,89762,64155,56258,0,0,131774,131774,0,18707,18707,0,0,-23994,737105,382806,-23994,737105,382806
1986:Q1,11090,11090,4718,4718,0,0,14968,14968,56471,0,56471,0,219607,0,92915,68584,58108,0,0,138808,138808,0,18707,18707,0,0,-64626,757732,377391,-64626,757732,377391
1986:Q2,11084,11084,4818,4818,0,0,14548,14548,57462,0,57462,0,229527,0,96710,72687,60130,0,0,140989,140989,0,18707,18707,0,0,-56677,769845,376002,-56677,769845,376002
1986:Q3,11084,11084,5018,5018,30,30,14129,14129,58397,0,58397,0,241131,0,101732,77366,62033,0,0,141730,141730,0,18712,18712,0,0,1995,775890,391082,1995,775890,391082
1986:Q4,11064,11064,5018,5018,30,30,13885,13885,59229,0,59229,0,252382,0,106421,83082,62879,0,0,146862,146862,0,18742,18742,0,0,9989,778230,381535,9989,778230,381535
1987:Q1,11081,11081,5018,5018,30,30,13856,13856,60504,0,60504,0,262972,0,112696,87788,62488,0,0,161214,161214,0,19042,19042,0,0,-86033,796707,351515,-86033,796707,351515
1987:Q2,11069,11069,5018,5018,30,30,14196,14196,61917,0,61917,0,273839,0,118333,94771,60735,0,0,171248,171248,0,19492,19492,0,0,-97886,806315,348857,-97886,806315,348857
1987:Q3,11075,11075,5018,5018,30,30,14506,14506,63224,0,63224,0,284329,0,123646,101819,58864,0,0,184348,184348,0,20142,20142,0,0,-114790,807880,345682,-114790,807880,345682
1987:Q4,11078,11078,5018,5018,30,30,15407,15407,65590,0,65590,0,293788,0,129445,106590,57753,0,0,186265,186265,0,20250,20250,0,0,83229,809011,394331,83229,809011,394331
1988:Q1,11063,11063,5018,5018,30,30,15270,15270,67443,0,67443,0,302176,0,132211,112532,57433,0,0,184762,184762,0,19750,19750,0,0,99994,828817,389946,99994,828817,389946
1988:Q2,11063,11063,5018,5018,30,30,15325,15325,68998,0,68998,0,309455,0,134937,117084,57434,0,0,187501,187501,0,19050,19050,0,0,97708,837719,391152,97708,837719,391152
1988:Q3,11062,11062,5018,5018,30,30,15486,15486,70179,0,70179,0,316433,0,139109,119672,57652,0,0,183436,183436,0,17800,17800,0,0,130712,840137,398239,130712,840137,398239
1988:Q4,11060,11060,5018,5018,30,30,15835,15835,71383,0,71383,0,323916,0,144137,121624,58155,0,0,186900,186900,0,19012,19012,0,0,142463,839078,402685,142463,839078,402685
1989:Q1,11061,11061,5368,5368,30,30,15741,15741,72546,0,72546,0,331848,0,146395,125944,59509,0,0,192621,192621,0,20696,20696,0,0,127867,859787,425152,127867,859787,425152
1989:Q2,11063,11063,8518,8518,30,30,15850,15850,73291,0,73291,0,340175,0,149339,129233,61603,0,0,196637,196637,0,22555,22555,0,0,110371,868319,432503,110371,868319,432503
1989:Q3,11065,11065,8518,8518,30,30,15976,15976,73965,0,73965,0,348311,0,153384,131720,63207,0,0,202090,202090,0,24454,24454,0,0,73173,871448,452216,73173,871448,452216
1989:Q4,11059,11059,8518,8518,30,30,16649,16649,76081,0,76081,0,355670,0,155955,135952,63763,0,0,204708,204708,0,26280,26280,0,0,88986,869492,486626,88986,869492,486626
1990:Q1,11060,11060,8518,8518,30,30,16296,16296,76644,0,76644,0,362296,0,163946,134930,63420,0,0,207757,207757,0,28004,28004,0,0,127000,891032,512610,127000,891032,512610
1990:Q2,11065,11065,8518,8518,30,30,16310,16310,77664,0,77664,0,368235,0,164481,141803,61951,0,0,210073,210073,0,29268,29268,0,0,99271,900302,519271,99271,900302,519271
1990:Q3,11063,11063,8518,8518,30,30,16271,16271,79077,0,79077,0,373891,0,167872,145553,60466,0,0,210651,210651,0,30642,30642,0,0,187152,902946,581235,187152,902946,581235
1990:Q4,11058,11058,10018,10018,30,30,16764,16764,81149,0,81149,0,379667,0,170339,149305,60023,0,0,214824,214824,0,32331,32331,0,0,174506,901237,583729,174506,901237,583729
1991:Q1,11058,11058,10018,10018,30,30,16638,16638,82444,0,82444,0,383448,0,170713,151970,60765,0,0,221275,221275,0,35015,35015,0,0,117843,924250,565178,117843,924250,565178
1991:Q2,11062,11062,10018,10018,30,30,16415,16415,83743,0,83743,0,385780,0,171614,151737,62429,0,0,227141,227141,0,38479,38479,0,0,129970,932135,592524,129970,932135,592524
1991:Q3,11062,11062,10018,10018,30,30,16192,16192,85040,0,85040,0,388067,0,172548,151344,64175,0,0,235003,235003,0,41713,41713,0,0,107363,934700,598430,107363,934700,598430
1991:Q4,11059,11059,10018,10018,30,30,16062,16062,86338,0,86338,0,391713,0,175175,151517,65021,0,0,244532,244532,0,44403,44403,0,0,85105,931249,601114,85105,931249,601114
1992:Q1,11057,11057,10018,10018,30,30,16005,16005,88282,0,88282,0,396645,0,177223,154157,65265,0,0,245603,245603,0,46813,46813,0,0,131381,955431,663697,131381,955431,663697
1992:Q2,11060,11060,10018,10018,30,30,15990,15990,90210,0,90210,0,402793,0,179849,158073,64871,0,0,246814,246814,0,49189,49189,0,0,134203,963775,717743,134203,963775,717743
1992:Q3,11058,11058,10018,10018,30,30,16023,16023,92117,0,92117,0,409039,0,182713,162119,64207,0,0,248455,248455,0,51659,51659,0,0,146234,966201,754401,146234,966201,754401
1992:Q4,11056,11056,8018,8018,30,30,16110,16110,94009,0,94009,0,414265,0,184966,165196,64103,0,0,247586,247586,0,54321,54321,0,0,122872,962905,779945,122872,962905,779945
1993:Q1,11054,11054,8018,8018,30,30,16228,16228,95606,0,95606,0,418557,0,186683,167383,64491,0,0,255081,255081,0,56975,56975,0,0,84636,987820,777090,84636,987820,777090
1993:Q2,11057,11057,8018,8018,30,30,16348,16348,97085,0,97085,0,422000,0,187941,168884,65175,0,0,257893,257893,0,59829,59829,0,0,96157,995172,790042,96157,995172,790042
1993:Q3,11057,11057,8018,8018,30,30,16468,16468,99843,0,99843,0,425370,0,189116,170263,65991,0,0,261806,261806,0,62933,62933,0,0,82356,997155,785895,82356,997155,785895
1993:Q4,11053,11053,8018,8018,30,30,16591,16591,100192,0,100192,0,429441,0,190665,172076,66700,0,0,267861,267861,0,66636,66636,0,0,70923,993098,795581,70923,993098,795581
1994:Q1,11052,11052,8018,8018,30,30,16729,16729,101836,0,101836,0,433000,0,192295,173475,67230,0,0,272422,272422,0,69970,69970,0,0,118265,1017957,839413,118265,1017957,839413
1994:Q2,11052,11052,8018,8018,30,30,16877,16877,102650,0,102650,0,436500,0,193887,174906,67707,0,0,278678,278678,0,73062,73062,0,0,109858,1025290,867237,109858,1025290,867237
1994:Q3,11054,11054,8018,8018,30,30,17018,17018,105459,0,105459,0,440000,0,195507,176338,68155,0,0,283400,283400,0,75948,75948,0,0,60706,1028016,871153,60706,1028016,871153
1994:Q4,11051,11051,8018,8018,0,0,17162,17162,106994,0,106994,0,443988,0,197268,177973,68747,0,0,297926,297926,0,78325,78325,0,0,37632,1023135,883247,37632,1023135,883247
1995:Q1,11053,11053,8018,8018,0,0,17343,17343,109311,0,109311,0,453000,0,201577,181602,69821,0,0,303617,303617,0,79682,79682,0,0,-6899,1049026,860889,-6899,1049026,860889
1995:Q2,11054,11054,8018,8018,0,0,17533,17533,111687,0,111687,0,461890,0,205839,185187,70864,0,0,309154,309154,0,81041,81041,0,0,-53241,1056763,839536,-53241,1056763,839536
1995:Q3,11051,11051,10168,10168,0,0,17727,17727,112394,0,112394,0,459591,0,204395,184349,70847,0,0,315759,315759,0,82398,82398,0,0,-84239,1059871,818640,-84239,1059871,818640
1995:Q4,11050,11050,10168,10168,0,0,17922,17922,113399,0,113399,0,464792,0,206825,186470,71497,0,0,322167,322167,0,83757,83757,0,0,-94242,1072271,812599,-94242,1072271,812599
1996:Q1,11053,11053,10168,10168,0,0,18104,18104,112869,0,112869,0,467493,0,208188,187576,71729,0,0,326999,326999,0,85114,85114,0,0,-108811,1085113,800060,-108811,1085113,800060
1996:Q2,11050,11050,10168,10168,0,0,18302,18302,113230,0,113230,0,468940,0,208958,188180,71802,0,0,332133,332133,0,86471,86471,0,0,-122939,1091035,790494,-122939,1091035,790494
1996:Q3,11050,11050,9718,9718,0,0,18496,18496,113913,0,113913,0,474150,0,211620,190281,72249,0,0,340885,340885,0,87829,87829,0,0,-129575,1095218,797152,-129575,1095218,797152
1996:Q4,11048,11048,9718,9718,0,0,18685,18685,118543,0,118543,0,471354,0,209578,189302,72474,0,0,429552,370915,58637,89185,89185,0,0,-160067,1086666,770789,-160067,1086666,770789
1997:Q1,11050,11050,9200,9200,0,0,18752,18752,120684,0,120684,0,473775,0,210697,190296,72782,0,0,423782,362427,61355,91610,91610,0,0,-127007,1114112,783560,-127007,1114112,783560
1997:Q2,11050,11050,9200,9200,59,59,18825,18825,123484,0,123484,0,475131,0,211330,190882,72919,0,0,445345,377741,67604,93059,93059,0,0,-242400,1122052,680740,-242400,1122052,680740
1997:Q3,11050,11050,9200,9200,92,92,18903,18903,126269,0,126269,0,480640,0,214073,193115,73452,0,0,459895,387588,72307,94508,94508,0,0,-300984,1123795,612866,-300984,1123795,612866
1997:Q4,11047,11047,9200,9200,92,92,18988,18988,128796,0,128796,0,476153,0,211578,191399,73176,0,0,465024,389827,75197,97572,97572,0,0,-274568,1115494,626410,-274568,1115494,626410
1998:Q1,11049,11049,9200,9200,99,99,18949,18949,129806,0,129806,0,480131,0,212862,193133,74136,0,0,485699,403924,81775,101929,101929,0,0,-358074,1144452,530666,-358074,1144452,530666
1998:Q2,11047,11047,9200,9200,581,581,19250,19250,130210,0,130210,0,481274,0,212734,193737,74803,0,0,481068,395905,85163,106429,106429,0,0,-294535,1152479,548524,-294535,1152479,548524
1998:Q3,11044,11044,9200,9200,858,858,18750,18750,132492,0,132492,0,484650,0,213688,195209,75753,0,0,457579,373469,84110,110976,110976,0,0,-123470,1155646,734637,-123470,1155646,734637
1998:Q4,11046,11046,9200,9200,917,917,17616,17616,136162,0,136162,0,480414,0,210532,193658,76224,0,0,484610,391642,92968,110453,110453,0,0,-297768,1146814,574533,-297768,1146814,574533
1999:Q1,11049,11049,8200,8200,2091,2091,18893,18893,136451,0,136451,0,480882,0,210421,193977,76484,0,0,490004,394833,95171,107339,107339,0,0,-283670,1175544,568396,-283670,1175544,568396
1999:Q2,11046,11046,8200,8200,3699,3699,18976,18976,136156,0,136156,0,483829,0,211710,195212,76907,0,0,498549,399477,99072,103373,103373,0,0,-325878,1183879,509843,-325878,1183879,509843
1999:Q3,11047,11047,7200,7200,4230,4230,19020,19020,140736,0,140736,0,487850,0,213491,196864,77495,0,0,494549,395647,98902,98336,98336,0,0,-211751,1187589,635815,-211751,1187589,635815
1999:Q4,11048,11048,6200,6200,4230,4230,19801,19801,160680,6051,151095,15636,647920,45289,266856,195025,77309,148919,5100,511516,405519,105997,92083,92083,0,0,-376724,1179114,473882,-376724,1179114,473882
2000:Q1,11048,11048,6200,6200,4951,4951,19058,19058,162753,6467,152511,16709,656391,48282,270662,195467,77508,155461,5575,516521,409332,107189,90069,90069,0,0,-454188,1207924,453159,-454188,1207924,453159
2000:Q2,11046,11046,4200,4200,8025,8025,19251,19251,165541,6882,154642,17781,667490,51275,275959,196955,77795,162005,6051,499597,394385,105212,83290,83290,0,0,-373000,1215915,533764,-373000,1215915,533764
2000:Q3,11046,11046,3200,3200,9542,9542,19103,19103,169784,7296,158229,18851,676858,54268,280348,197784,77922,168547,6525,489583,385545,104038,77999,77999,0,0,-347066,1220263,547860,-347066,1220263,547860
2000:Q4,11046,11046,2200,2200,11682,11682,19913,19913,172482,7711,160270,19923,677180,57261,280082,195059,77211,175089,7000,462076,362336,99740,72991,72991,0,0,-193580,1230983,717360,-193580,1230983,717360
2001:Q1,11046,11046,2200,2200,14479,14479,19090,19090,171268,8161,158344,21085,692829,63375,287895,195984,77632,187143,7550,422393,328472,93921,70761,70761,0,0,2718,1241629,928003,2718,1241629,928003
2001:Q2,11044,11044,2200,2200,20408,20408,18820,18820,178125,8610,164489,22246,713123,69491,298456,198713,78145,199199,8101,437558,342603,94955,64343,64343,0,0,-16820,1250014,880490,-16820,1250014,880490
2001:Q3,11045,11045,2200,2200,23499,23499,19613,19613,184045,9060,169697,23408,743436,75605,313821,205465,79854,211251,8650,384492,295447,89045,57207,57207,0,0,193668,1255485,1129780,193668,1255485,1129780
2001:Q4,11045,11045,2200,2200,26405,26405,19464,19464,185168,9508,170108,24568,757589,81719,320918,205886,79999,223305,9200,415955,324502,91453,48408,48408,0,0,111657,1246602,1047715,111657,1246602,1047715
2002:Q1,11044,11044,2200,2200,34473,34473,19796,19796,186590,9868,170960,25498,770655,84339,327530,209029,80861,227874,9700,437616,346591,91025,53365,53365,0,0,131645,1277154,1050441,131645,1277154,1050441
2002:Q2,11044,11044,2200,2200,39684,39684,19666,19666,192632,10228,176433,26427,789694,86959,337291,214551,82168,232442,10201,403802,317034,86768,50993,50993,0,0,249618,1286569,1247691,249618,1286569,1247691
2002:Q3,11038,11038,2200,2200,43261,43261,20386,20386,195255,10586,178486,27355,810482,89578,347880,220785,83686,237009,10700,355816,274306,81510,55347,55347,0,0,390093,1292419,1395790,390093,1292419,1395790
2002:Q4,11039,11039,2200,2200,46323,46323,20368,20368,196187,10946,178849,28284,823570,92198,354540,223980,84471,241577,11200,373699,290926,82773,49933,49933,15369,15369,339674,1282891,1444797,339674,1282891,1444797
2003:Q1,11038,11038,2200,2200,52107,52107,21732,21732,198906,11278,181044,29140,841746,94487,364247,230183,86123,243904,11776,369030,283598,85432,53470,53470,16094,16094,359413,1314143,1435460,359413,1314143,1435460
2003:Q2,11040,11040,2200,2200,58645,58645,22073,22073,201400,11609,183013,29996,855754,96777,371982,234740,87227,246232,12350,413914,321082,92832,49917,49917,17217,17217,185468,1322966,1437894,185468,1322966,1437894
2003:Q3,11039,11039,2200,2200,62627,62627,22091,22091,208431,11940,189520,30851,876857,99066,383311,242099,89028,248559,12926,431442,333945,97497,48597,48597,18445,18445,153649,1332061,1439031,153649,1332061,1439031
2003:Q4,11039,11039,2200,2200,67713,67713,21995,21995,209717,12271,190282,31706,881685,101355,386448,243024,89183,250885,13500,475847,371095,104752,49764,49764,34980,34980,28159,1325911,1344463,28159,1325911,1344463
2004:Q1,11041,11041,2200,2200,75183,75183,21921,21921,212771,12609,192801,32579,893412,101629,392060,247427,90575,251487,13492,474415,366462,107953,47487,47487,34473,34473,18132,1359534,1402800,18132,1359534,1402800
2004:Q2,11040,11040,2200,2200,79927,79927,22695,22695,212990,12946,192486,33450,907458,101904,399127,252720,91941,252089,13485,481474,370970,110504,50887,50887,35296,35296,44833,1371979,1417745,44833,1371979,1417745
2004:Q3,11039,11039,2200,2200,83523,83523,23030,23030,216418,13283,195379,34322,933370,102177,413219,262686,93475,252690,13477,470083,357932,112151,47904,47904,35864,35864,108207,1377952,1616973,108207,1377952,1616973
2004:Q4,11041,11041,2200,2200,86462,86462,23500,23500,222383,13620,200810,35193,933998,102451,413242,262692,93755,253291,13469,508050,390055,117995,46648,46648,52372,52372,34224,1366639,1416863,34224,1366639,1416863
2005:Q1,11037,11037,2200,2200,93275,93275,23764,23764,224337,13578,202674,35241,950404,108743,422925,265682,94643,261095,14802,503777,384726,119051,45497,45497,54286,54286,68098,1399759,1491011,68098,1399759,1491011
2005:Q2,11037,11037,2200,2200,95812,95812,24474,24474,225795,13535,204042,35288,969200,115036,433934,269582,95684,268902,16134,509664,388188,121476,43906,43906,50902,50902,47211,1425725,1562692,47211,1425725,1562692
2005:Q3,11037,11037,2200,2200,98724,98724,23735,23735,230899,13492,209057,35334,1005647,121328,454167,280374,98261,276706,17467,522900,397767,125133,46226,46226,52873,52873,-2809,1432495,1616625,-2809,1432495,1616625
2005:Q4,11039,11039,2200,2200,101399,101399,23296,23296,230160,13449,208228,35381,1023716,127620,464834,283910,99283,284510,18799,533151,405228,127923,44763,44763,75388,75388,-30193,1424668,1596357,-30193,1424668,1596357
2006:Q1,11039,11039,2200,2200,105633,105633,23495,23495,237731,13739,214895,36575,1018851,124907,461778,285340,100275,278186,18179,540639,408263,132376,63258,63258,74191,74191,5852,1459318,1464909,5852,1459318,1464909
2006:Q2,11037,11037,2200,2200,117027,117027,23676,23676,242628,14028,218888,37768,1018659,122194,461111,288595,101725,271861,17561,531772,398039,133733,63754,63754,73193,73193,71196,1475130,1575587,71196,1475130,1575587
2006:Q3,11037,11037,2200,2200,119134,119134,23733,23733,246055,14318,221411,38962,1017961,119481,460218,291655,103092,265536,16941,536249,398517,137732,64249,64249,72740,72740,35061,1480349,1577718,35061,1480349,1577718
2006:Q4,11037,11037,2200,2200,123354,123354,23897,23897,248314,14607,222766,40155,1009122,116767,455141,291492,103725,259210,16321,547845,404781,143064,64745,64745,93469,93469,-16275,1469955,1542968,-16275,1469955,1542968
2007:Q1,11037,11037,2200,2200,125838,125838,24433,24433,252824,14892,226857,40859,1012637,116106,457427,294515,104831,255699,16271,556772,411508,145264,65879,65879,92276,92276,-19252,1505955,1610254,-19252,1505955,1610254
2007:Q2,11037,11037,2200,2200,130167,130167,24463,24463,254534,15177,228149,41562,1016220,115444,459757,297584,105917,252186,16220,579235,426550,152685,67015,67015,112870,112870,-78058,1536961,1450655,-78058,1536961,1450655
2007:Q3,11037,11037,2200,2200,133003,133003,24929,24929,260989,15462,234185,42266,1019877,114782,461958,300713,107146,248673,16169,590810,435938,154872,68150,68150,117682,117682,-92943,1541278,1528518,-92943,1541278,1528518
2007:Q4,11037,11037,2200,2200,133270,133270,24929,24929,263871,15746,236649,42968,1013250,114120,458875,299812,107405,245160,16118,588726,433876,154850,69286,69286,137344,137344,-28350,1518554,1629735,-28350,1518554,1629735
2008:Q1,11037,11037,2200,2200,132037,132037,26265,26265,273256,16164,245585,43835,1023459,115164,462914,303140,109512,246825,16232,556603,411169,145434,72970,72970,136915,136915,144142,1554229,1832061,144142,1554229,1832061
2008:Q2,11037,11037,2200,2200,136767,136767,26657,26657,272885,16581,244764,44702,1036739,116208,469774,307786,110552,248489,16346,553490,405652,147838,76654,76654,138523,138523,213193,1568285,1898246,213193,1568285,1898246
2008:Q3,11037,11037,2200,2200,124829,124829,26476,26476,275256,16997,246686,45567,1054647,117251,478953,314025,112309,250153,16458,513931,377878,136053,80338,80338,145019,145019,391615,1570088,2237040,391615,1570088,2237040
2008:Q4,11037,11037,2200,2200,117107,117107,28101,28101,275455,17414,246436,46433,1050083,118295,477412,310921,111656,251817,16572,455987,338332,117655,84024,84024,163846,163846,687523,1537375,2695205,687523,1537375,2695205
2009:Q1,11037,11037,2200,2200,106493,106493,27608,27608,278374,17527,249034,46867,1046066,117243,478801,309569,108875,249048,17016,460221,346531,113690,81872,81872,159645,159645,802430,1584784,2891120,802430,1584784,2891120
2009:Q2,11037,11037,2200,2200,99628,99628,25954,25954,280182,17639,250521,47300,1043572,116191,480734,308920,106368,246281,17460,512307,385051,127256,79721,79721,160814,160814,665288,1604559,2847151,665288,1604559,2847151
2009:Q3,11037,11037,5200,5200,91398,91398,25572,25572,286216,17750,256235,47731,1042369,115138,483285,308768,104041,243511,17902,566086,426147,139939,77570,77570,161936,161936,506607,1612798,2654643,506607,1612798,2654643
2009:Q4,11037,11037,5200,5200,84515,84515,23217,23217,285530,17862,255228,48164,1037025,114086,483201,306954,101868,240742,18346,596447,451641,144806,75419,75419,180413,180413,465979,1573987,2616994,465979,1573987,2616994
2010:Q1,11037,11037,5200,5200,82420,82420,25719,25719,286698,18192,255931,48959,1032637,112736,470569,308805,109125,237725,19149,606930,457304,149626,79264,79264,179337,179337,440699,1639261,2665409,440699,1639261,2665409
2010:Q2,11037,11037,5200,5200,75644,75644,26615,26615,291454,18523,260222,49755,1035810,111386,461483,313748,117306,234707,19952,579466,438545,140921,83110,83110,180481,180481,598878,1684047,2910219,598878,1684047,2910219
2010:Q3,11037,11037,5200,5200,73462,73462,23715,23715,297898,18852,266201,50549,1036783,110036,451643,317768,124964,231690,20754,605423,453977,151446,86957,86957,184404,184404,506967,1716009,2876372,506967,1716009,2876372
2010:Q4,11037,11037,5200,5200,70386,70386,25868,25868,299405,19181,267243,51343,1029419,108685,437479,318558,131839,228671,21557,626105,466228,159877,90802,90802,202897,202897,437178,1703104,2854498,437178,1703104,2854498
2011:Q1,11037,11037,5200,5200,70261,70261,26242,26242,302295,19529,269593,52231,1031839,109631,439907,317845,129549,230297,23872,687455,483559,203896,91542,91542,202811,202811,381219,1739012,2813523,381219,1739012,2813523
2011:Q2,11037,11037,5200,5200,67925,67925,26723,26723,304924,19875,271681,53118,1047977,110577,448717,322688,129038,231923,26188,692082,488666,203416,92282,92282,196467,196467,394060,1847261,2841061,394060,1847261,2841061
2011:Q3,11037,11037,5200,5200,62829,62829,25473,25473,311562,20223,277779,54006,1058371,111521,454623,325277,127943,233546,28503,669137,475402,193735,93022,93022,205448,205448,601140,1761870,3170031,601140,1761870,3170031
2011:Q4,11037,11037,5200,5200,63185,63185,25403,25403,314091,20569,279768,54892,1076250,112467,464712,330775,127240,235172,30818,686458,488614,197844,93762,93762,221428,221428,497486,1718882,3131398,497486,1718882,3131398
2012:Q1,11037,11037,5200,5200,61932,61932,27239,27239,316248,21122,281513,55857,1073724,113418,459079,329270,130143,237453,31197,704744,502627,202117,90682,90682,220276,220276,366422,1757009,2936918,366422,1757009,2936918
2012:Q2,11037,11037,5200,5200,64388,64388,29110,29110,314520,21673,279373,56820,1079413,114368,456842,331252,134378,239732,31577,695591,498409,197182,87601,87601,223129,223129,421521,1772437,3035607,421521,1772437,3035607
2012:Q3,11037,11037,5200,5200,65501,65501,29520,29520,321439,22225,285880,57784,1084027,115318,454354,332834,138191,242011,31955,705707,506583,199124,84521,84521,221460,221460,356941,1774455,3006590,356941,1774455,3006590
2012:Q4,11037,11037,5200,5200,62514,62514,26069,26069,321014,22776,285043,58747,1098856,116268,457054,338536,142910,244290,32334,707191,508528,198663,81441,81441,234774,234774,377158,1764888,3000237,377158,1764888,3000237
2013:Q1,11037,11037,5200,5200,63524,63524,27066,27066,322448,23260,285970,59738,1094388,116556,463354,335582,135877,242868,33263,718787,517634,201153,80822,80822,233638,233638,387069,1774791,3110100,387069,1774791,3110100
2013:Q2,11037,11037,5200,5200,56625,56625,28968,28968,325269,23742,288284,60727,1098177,116843,473470,335955,129958,241443,34194,715252,516311,198941,80205,80205,231253,231253,521436,1883220,3338112,521436,1883220,3338112
2013:Q3,11037,11037,5200,5200,55425,55425,27963,27963,331949,24226,294458,61717,1098229,117130,481927,334792,123497,240020,35123,722672,523370,199302,79587,79587,230988,230988,577027,1921058,3451421,577027,1921058,3451421
2013:Q4,11037,11037,5200,5200,53492,53492,29072,29072,333549,24708,295551,62706,1095926,117417,489363,332621,116712,238595,36052,735479,531723,203756,78969,78969,246931,246931,591303,1751191,3532704,591303,1751191,3532704
2014:Q1,11037,11037,5200,5200,50427,50427,30052,30052,339521,25125,300767,63879,1097384,118376,487655,334208,119300,238633,35964,734224,534142,200082,78253,78253,246245,246245,574303,1775325,3607696,574303,1775325,3607696
2014:Q2,11037,11037,5200,5200,54349,54349,31426,31426,345066,25543,305556,65053,1105459,119337,488483,338671,123094,238672,35876,738132,539400,198732,77536,77536,248999,248999,518622,1784089,3562459,518622,1784089,3562459
2014:Q3,11037,11037,5200,5200,57320,57320,30767,30767,347879,25958,307614,66223,1112191,120296,488744,342521,126724,238710,35788,734079,536176,197903,76820,76820,248839,248839,551808,1776131,3676129,551808,1776131,3676129
2014:Q4,11037,11037,5200,5200,61141,61141,30297,30297,348670,26375,307649,67396,1110497,121255,485053,342854,129399,238747,35699,735452,538852,196600,76104,76104,257309,257309,503422,1727821,3722050,503422,1727821,3722050
