date,FA716000105.Q,FA715013005.Q,FA714090005.Q,FA714010005.Q,FA713022003.Q,FA713068705.Q,FA713068703.Q,FA763069143.Q,FA713068725.Q,FA713068763.Q,FA713068753.Q,FA713011515.Q,FA713091103.Q,FA713012003.Q,FA713011405.Q,FA712051005.Q,FA714022005.Q,FA713069603.Q,FA713061103.Q,FA713061113.Q,FA713061125.Q,FA713061705.Q,FA713061903.Q,FA713061703.Q,FA713011525.Q,FA713068005.Q,FA713068813.Q,FA713068665.Q,FA713068863.Q,FA713068505.Q,FA713064103.Q,FA713090005.Q,FA713011203.Q,FA713014003.Q,FA713093005.Q,FA714194005.Q,FA714190005.Q,FA713113003.Q,FA713120005.Q,FA713123005.Q,FA713123023.Q,FA713123030.Q,FA713123043.Q,FA713124005.Q,FA713129005.Q,FA713122605.Q,FA713125005.Q,FA703025005.Q,FA712151003.Q,FA712151103.Q,FA712151115.Q,FA713193005.Q,FA713164005.Q,FA313094213.Q,FA713164003.Q,FA717005005.Q
1967:Q2,20,18,5236,436,340,96,96,0,0,0,0,0,0,0,4,280,4784,144,4636,4796,-160,4,0,4,0,0,0,0,0,0,0,-268,12,0,-280,5952,5924,1284,4528,2940,548,2392,0,0,0,72,2904,-1388,0,0,0,112,28,0,28,718
1967:Q3,24,18,4108,32,-440,472,472,0,0,0,0,0,0,0,4,416,3332,96,3240,-17048,20288,-4,0,-4,0,0,0,0,0,0,0,324,-416,0,740,3948,3932,1892,-796,-3160,204,-3364,0,0,0,104,-932,3192,0,0,0,2836,16,0,16,-154
1967:Q4,32,18,9840,4872,4992,-120,-120,0,0,0,0,0,0,0,-8,2026,7756,60,7696,7512,184,0,0,0,0,0,0,0,0,0,0,-4806,-4096,0,-710,11452,11416,3564,4092,1040,-716,1756,0,0,0,-128,3084,96,0,0,0,3760,36,0,36,1626
1968:Q1,7,18,944,440,-4556,4996,4996,0,0,0,0,0,0,0,12,-346,6352,100,6252,744,5508,0,0,0,0,0,0,0,0,0,0,-5514,-5992,0,478,-940,-996,3784,1424,-236,-852,616,0,0,0,208,2540,-1088,0,0,0,-6204,56,0,56,-1895
1968:Q2,12,18,3008,-2016,2376,-4392,-4392,0,0,0,0,0,0,0,-16,-686,6204,136,6068,8876,-2808,0,0,0,0,0,0,0,0,0,0,-478,-468,0,-10,1380,1360,-1532,2668,-1152,-1172,20,0,0,0,-68,4404,-516,0,0,0,224,20,0,20,-1634
1968:Q3,20,18,8740,4420,-672,5092,5092,0,0,0,0,0,0,0,-4,868,3332,-340,3672,1656,2016,0,0,0,0,0,0,0,0,0,0,124,0,0,124,8804,8796,3204,2516,-1388,-164,-1224,0,0,0,-112,760,3256,0,0,0,3076,8,0,8,66
1968:Q4,13,19,3056,1340,6848,-5508,-5508,0,0,0,0,0,0,0,16,1478,-128,36,-164,-152,-12,0,0,0,0,0,0,0,0,0,0,350,0,0,350,5860,5816,-2388,3952,-1500,-408,-1092,0,0,0,296,1752,3404,0,0,0,4252,44,0,44,2798
1969:Q1,30,23,-2284,-2556,-5792,3236,3236,0,0,0,0,0,0,0,-0,16,508,64,424,-4692,5116,20,0,20,0,0,0,0,0,0,0,-252,0,0,-252,-3360,-3404,3980,316,600,80,520,0,0,0,-292,5300,-5292,0,0,0,-7700,44,0,44,-1069
1969:Q2,35,23,196,-2040,-2248,208,208,0,0,0,0,0,0,0,-4,-644,3152,-132,3304,7532,-4228,-20,0,-20,0,0,0,0,0,0,0,-268,0,0,-268,-380,-452,-7440,6052,2152,-328,2480,0,0,0,60,728,3112,0,0,0,936,72,0,72,-564
1969:Q3,35,23,9232,5272,3364,1908,1908,0,0,0,0,0,0,0,12,820,2648,76,2428,-1268,3696,144,0,144,0,0,0,0,0,0,0,480,0,0,480,10384,10356,5928,1532,-1132,196,-1328,0,0,0,-36,2736,-36,0,0,0,2896,28,0,28,1164
1969:Q4,28,23,7388,-864,4508,-5372,-5372,0,0,0,0,0,0,0,-20,-1832,10584,16,10712,12464,-1752,-144,0,-144,0,0,0,0,0,0,0,-480,0,0,-480,9012,9000,-1564,5464,664,-100,764,0,0,0,-132,2256,2676,0,0,0,5100,12,0,12,1629
1970:Q1,6,26,6056,672,-4812,5484,5484,0,0,0,0,0,0,0,4,-2018,1180,48,960,-5472,6432,172,0,172,0,0,0,0,0,0,0,6218,4000,1600,618,3332,3284,-660,9608,4268,-304,4572,0,0,0,316,6668,-1644,0,0,0,-5664,48,0,48,-2744
1970:Q2,11,26,944,-3596,1300,-4896,-4896,0,0,0,0,0,0,0,-36,-1838,6668,-176,7016,6040,976,-172,0,-172,0,0,0,0,0,0,0,-254,0,0,-254,620,604,2640,964,-2648,-568,-2080,0,0,0,-184,396,3400,0,0,0,-3000,16,0,16,-339
1970:Q3,-1,26,6608,1096,-996,2092,2092,0,0,0,0,0,0,0,56,-400,6332,220,5792,6812,-1020,320,0,320,0,0,0,0,0,0,0,-476,-1000,0,524,6636,6612,4100,1960,-3332,32,-3364,0,0,0,-180,8108,-2636,0,0,0,552,24,0,24,1
1970:Q4,8,26,9268,5720,7792,-2072,-2072,0,0,0,0,0,0,0,-80,-54,5744,-120,6184,7420,-1236,-320,0,-320,0,0,0,0,0,0,0,-2062,-1540,0,-522,9664,9620,2180,-2556,184,-64,248,0,0,0,-76,-2452,-212,0,0,0,9996,44,0,44,378
1971:Q1,-71,49,9428,-6620,-6844,224,224,0,0,0,0,0,0,0,-80,310,15424,124,14560,-1308,15868,740,0,740,0,0,0,0,0,0,0,394,0,0,394,8152,8092,4032,10380,3128,208,2920,0,0,0,232,6240,780,0,0,0,-6320,60,0,60,-1396
1971:Q2,-70,51,712,216,-4,220,220,0,0,0,0,0,0,0,88,1160,744,-304,1788,9164,-7376,-740,0,-740,0,0,0,0,0,0,0,-1496,-1600,0,104,904,856,-196,5780,1292,-116,1408,0,0,0,-128,-180,4796,0,0,0,-4728,48,0,48,71
1971:Q3,-74,51,3880,-344,-88,-256,-256,0,0,0,0,0,0,0,-16,784,4332,116,3820,6620,-2800,396,0,396,0,0,0,0,0,0,0,-876,-800,0,-76,3640,3620,1504,3424,-1876,84,-1960,0,0,0,4,6996,-1700,0,0,0,-1308,20,0,20,-365
1971:Q4,-69,53,18164,5892,7264,-1372,-1372,0,0,0,0,0,0,0,4,3000,8948,156,7248,2288,4960,1544,0,1544,0,0,0,0,0,0,0,320,0,0,320,19224,19192,9212,-1556,1044,-44,1088,0,0,0,368,-1068,-1900,0,0,0,11536,32,0,32,938
1972:Q1,85,40,-8128,-2716,-6680,3964,3964,0,0,0,0,0,0,0,-4,-1894,-652,-244,-1500,-1920,420,1092,0,1092,0,0,0,0,0,0,0,-2862,-2176,0,-686,-9068,-9144,-1532,992,-5580,-204,-5376,0,0,0,-760,3036,4296,0,0,0,-8604,76,0,76,-895
1972:Q2,82,41,2164,-1096,2504,-3600,-3600,0,0,0,0,0,0,0,-4,-1340,4236,16,2988,6328,-3340,1232,0,1232,0,0,0,0,0,0,0,368,0,0,368,1744,1700,-268,392,-2200,-248,-1952,0,0,0,92,1784,716,0,0,0,1576,44,0,44,-379
1972:Q3,90,42,-2780,4620,1772,2848,2848,0,0,0,0,0,0,0,-20,-1432,-5904,-52,-5672,-6392,720,-180,0,-180,0,0,0,0,0,0,0,-44,0,0,-44,-1892,-1916,-16160,4980,44,-16,60,0,0,0,-276,3104,2108,0,0,0,9264,24,0,24,936
1972:Q4,99,45,14004,5484,928,4556,4556,0,0,0,0,0,0,0,20,-760,8832,240,7432,16,7416,1160,0,1160,0,0,0,0,0,0,0,428,0,0,428,15140,15080,9396,7912,3312,-8,3320,0,0,0,560,6660,-2620,0,0,0,-2228,60,0,60,1190
1973:Q1,97,51,6628,-7224,-7412,188,188,0,0,0,0,0,0,0,-8,-844,15196,296,14868,12388,2480,32,0,32,0,0,0,0,0,0,0,-492,0,0,-492,4984,4928,32,12048,6196,204,5992,0,0,0,292,1960,3600,0,0,0,-7152,56,0,56,-1598
1973:Q2,114,54,-144,-1324,-292,-1032,-1032,0,0,0,0,0,0,0,-52,-196,684,-312,596,5944,-5348,400,0,400,0,0,0,0,0,0,0,744,0,0,744,-256,-308,-4180,3232,-2524,-108,-2416,0,0,0,-20,5536,240,0,0,0,640,52,0,52,-52
1973:Q3,118,55,17892,14960,3952,11008,11008,0,0,0,0,0,0,0,52,12,3428,-36,2600,-588,3188,864,0,864,0,0,0,0,0,0,0,-560,0,0,-560,17668,17632,11668,-4084,-10080,12,-10092,0,0,0,252,3208,2536,0,0,0,10048,36,0,36,-161
1973:Q4,119,56,6944,-12804,252,-13056,-13056,0,0,0,0,0,0,0,-0,476,17788,44,16536,11188,5348,1208,0,1208,0,0,0,0,0,0,0,1484,0,0,1484,8444,8384,-1868,8780,4416,-220,4636,0,0,0,-800,3380,1784,0,0,0,1472,60,0,60,1563
1974:Q1,107,59,-3860,-408,-3508,3100,3100,0,0,0,0,0,0,0,-24,822,-2896,-152,-2784,-1988,-796,40,0,40,0,0,0,0,0,0,0,-1354,0,0,-1354,-5620,-5732,-544,6892,-12,84,-96,0,0,0,476,7016,-588,0,0,0,-12080,112,0,112,-1712
1974:Q2,88,61,16884,5008,300,4708,4708,0,0,0,0,0,0,0,16,1418,9840,296,6020,3496,2524,3524,0,3524,0,0,0,0,0,0,0,602,0,0,602,16828,16804,11760,1760,-3960,-256,-3704,0,0,0,104,6960,-1344,0,0,0,3284,24,0,24,-29
1974:Q3,101,62,18660,13624,5696,7928,7928,0,0,0,0,0,0,0,28,1192,3868,344,-500,-12696,12196,4024,0,4024,0,0,0,0,0,0,0,-52,0,0,-52,18792,18760,324,11384,2272,176,2096,0,0,0,1036,3596,4480,0,0,0,7052,32,0,32,171
1974:Q4,132,63,-7592,-26452,-6880,-19572,-19572,0,0,0,0,0,0,0,-32,1730,8692,1556,3664,10660,-6996,3472,0,3472,0,0,0,0,0,0,0,8470,340,0,8130,-6036,-6080,-16408,9400,3456,-532,3988,0,0,0,-724,5408,1260,0,0,0,928,44,0,44,1625
1975:Q1,182,78,12408,2704,648,2056,2056,0,0,0,0,0,0,0,200,-432,10348,196,8784,-2712,11496,1368,0,1368,0,0,0,0,0,0,0,-412,-128,0,-284,11256,11236,11992,12380,6308,484,5824,0,0,0,316,5588,168,0,0,0,-13136,20,0,20,-1048
1975:Q2,228,78,-824,-2496,-1488,-1008,-1008,0,0,0,0,0,0,0,20,508,1372,-1384,3548,4340,-792,-792,0,-792,0,0,0,0,0,0,0,-228,0,400,-628,-1376,-1404,-12776,5728,-204,232,-436,0,0,0,-592,5704,820,0,0,0,5644,28,0,28,-402
1975:Q3,228,79,15752,5824,2460,3364,3364,0,0,0,0,0,0,0,28,122,10492,768,6648,-7000,13648,3076,0,3076,0,0,0,0,0,0,0,-714,-84,0,-630,15416,15396,4000,10572,5100,-32,5132,0,0,0,-592,4148,1916,0,0,0,824,20,0,20,-187
1975:Q4,182,81,14372,436,5128,-4692,-4692,0,0,0,0,0,0,0,-12,1818,10552,1068,7656,7140,516,1828,0,1828,0,0,0,0,0,0,0,1578,0,0,1578,16244,16184,-2380,12740,6676,508,6168,0,0,0,712,5808,-456,0,0,0,5824,60,0,60,1973
1976:Q1,75,80,3944,-7012,-6312,-700,-700,0,0,0,0,0,0,0,-24,5978,5328,-804,3992,-1904,5896,2140,0,2140,0,0,0,0,0,0,0,-326,0,0,-326,2916,2852,1940,15220,6624,164,6460,0,0,0,-352,6852,2096,0,0,0,-14308,64,0,64,-1033
1976:Q2,-27,81,24752,6908,5868,1040,1040,0,0,0,0,0,0,0,-60,8208,9988,-716,9912,7992,1920,792,0,792,0,0,0,0,0,0,0,-292,-4,0,-288,25608,25552,2488,16072,7788,-176,7964,0,0,0,660,3456,4168,0,0,0,6992,56,0,56,748
1976:Q3,-71,84,8152,-3016,-3064,48,48,0,0,0,0,0,0,0,12,2500,7296,-1092,8692,-1936,10628,-304,0,-304,0,0,0,0,0,0,0,1360,0,1200,160,6704,6680,3092,5296,-2008,96,-2104,0,0,0,-104,6712,696,0,0,0,-1708,24,0,24,-1603
1976:Q4,-49,86,-228,-2044,-840,-1204,-1204,0,0,0,0,0,0,0,68,-3730,4300,432,3608,1304,2304,260,0,260,0,0,0,0,0,0,0,1178,0,1600,-422,1224,1152,-11096,2992,-64,-176,112,0,0,0,448,10092,-7484,0,0,0,9256,72,0,72,1317
1977:Q1,9,80,-3740,1744,1248,496,496,0,0,0,0,0,0,0,-4,-16870,11636,-668,12720,2396,10324,-416,0,-416,0,0,0,0,0,0,0,-246,152,0,-398,-5948,-5976,1484,10860,-1252,44,-1296,0,0,0,-784,4960,7936,0,0,0,-18320,28,0,28,-2279
1977:Q2,87,84,30432,3208,2764,444,444,0,0,0,0,0,0,0,20,17494,9988,56,7000,6628,372,2932,0,2932,0,0,0,0,0,0,0,-278,-64,0,-214,30724,30684,-5264,25340,17440,-124,17564,0,0,0,640,4904,2356,0,0,0,10608,40,0,40,295
1977:Q3,207,87,-4224,-2464,-6592,4128,4128,0,0,0,0,0,0,0,-0,-8904,7488,-156,7856,12884,-5028,-212,0,-212,0,0,0,0,0,0,0,-344,-100,0,-244,-4276,-4340,-3288,6472,-2592,-24,-2568,0,0,0,-184,14220,-4972,0,0,0,-7524,64,0,64,68
1977:Q4,317,91,9864,3308,7416,-4108,-4108,0,0,0,0,0,0,0,-4,1884,5544,-16,3024,-9948,12972,2536,0,2536,0,0,0,0,0,0,0,-868,492,200,-1560,11496,11444,13916,-18396,-26984,-168,-26816,0,0,0,212,6492,1884,0,0,0,15924,52,0,52,1858
1978:Q1,491,75,-6436,-4044,-4312,268,268,0,0,0,0,0,0,0,4,-1154,-576,0,-276,-12812,12536,-300,0,-300,0,0,0,0,0,0,0,-666,0,0,-666,-8632,-8708,-248,11400,824,4,820,0,0,0,-184,10428,332,0,0,0,-19860,76,0,76,-1780
1978:Q2,653,83,41992,6728,2344,4384,4384,0,0,0,0,0,0,0,-28,3002,31772,0,30816,22888,7928,956,0,956,0,0,0,0,0,0,0,518,0,0,518,41824,41792,3896,24960,15900,-224,16124,0,0,0,-140,9180,20,0,0,0,12936,32,0,32,402
1978:Q3,711,86,11232,1352,1604,-252,-252,0,0,0,0,0,0,0,8,178,9420,0,10292,13884,-3592,-872,0,-872,0,0,0,0,0,0,0,274,0,200,74,10916,10892,-2252,23032,13272,-140,13412,0,0,0,-368,7744,2384,0,0,0,-9888,24,0,24,309
1978:Q4,649,92,7304,10416,11188,-772,-772,0,0,0,0,0,0,0,-12,1332,-6808,0,-6592,-21572,14980,-216,0,-216,0,0,0,0,0,0,0,2376,260,0,2116,6912,6848,16016,-30164,-42276,-248,-42028,0,0,0,916,7740,3456,0,0,0,20996,64,0,64,165
1979:Q1,423,78,1848,-9552,-8716,-836,-836,0,0,0,0,0,0,0,32,9062,3536,0,5264,-3668,8932,-1728,0,-1728,0,0,0,0,0,0,0,-1230,0,0,-1230,2704,2564,-1384,23132,16788,580,16208,0,0,0,-488,8380,-1548,0,0,0,-19184,140,0,140,1201
1979:Q2,197,80,4244,728,-1652,2380,2380,0,0,0,0,0,0,0,-48,12188,-11296,0,-12484,-11484,-1000,1188,0,1188,0,0,0,0,0,0,0,2672,0,2000,672,1720,1668,-912,-8804,-18836,-56,-18780,0,0,0,76,8412,1544,0,0,0,11384,52,0,52,-2407
1979:Q3,23,84,5072,-6688,-5080,-1608,-1608,0,0,0,0,0,0,0,-0,-16466,24668,0,22816,23448,-632,1852,0,1852,0,0,0,0,0,0,0,3558,-380,0,3938,5104,5068,-1428,16560,4068,-136,4204,0,0,0,-392,9984,2900,0,0,0,-10064,36,0,36,-29
1979:Q4,-61,86,23256,17644,16452,1192,1192,0,0,0,0,0,0,0,24,-3058,11624,0,11656,4048,7608,-32,0,-32,0,0,0,0,0,0,0,-2978,-224,0,-2754,28792,28752,-2000,8928,-1488,628,-2116,0,0,0,1248,-8,9176,0,0,0,21824,40,0,40,5389
1980:Q1,-16,111,16688,-8148,-12340,4192,4192,0,0,0,0,0,0,0,-4,11232,10776,0,10796,-5572,16368,-20,0,-20,0,0,0,0,0,0,0,2832,0,4672,-1840,10400,10344,8416,8676,-552,368,-920,0,0,0,-852,12968,-2888,0,0,0,-6748,56,0,56,-6415
1980:Q2,36,109,28348,-7208,1940,-9148,-9148,0,0,0,0,0,0,0,-12,862,32356,0,29700,23720,5980,2656,0,2656,0,0,0,0,0,0,0,2350,0,200,2150,29296,29256,15464,7684,-676,-228,-448,0,0,0,968,12236,-4844,0,0,0,6108,40,0,40,875
1980:Q3,122,112,-25336,-832,-3900,3068,3068,0,0,0,0,0,0,0,-32,-1656,-24212,0,-23840,-23496,-344,-372,0,-372,0,0,0,0,0,0,0,1396,-16,1000,412,-26816,-26876,-27852,5584,-10076,-252,-9824,0,0,0,-1076,10292,6444,0,0,0,-4608,60,0,60,-1470
1980:Q4,206,116,8072,8408,5100,3308,3308,0,0,0,0,0,0,0,-76,6368,-4796,0,-4624,-876,-3748,-172,0,-172,0,0,0,0,0,0,0,-1832,-32,-3000,1200,12484,12408,-5372,16464,7024,-116,7140,0,0,0,-8,2800,6648,0,0,0,1316,76,0,76,4502
1981:Q1,295,145,3144,-9436,-4824,-4612,-4612,0,0,0,0,0,0,0,56,6558,6672,0,6740,-6440,13180,-68,0,-68,0,0,0,0,0,0,0,-706,-24,1200,-1882,4396,4300,-7016,14184,6224,228,5996,0,0,0,-60,8204,-184,0,0,0,-2868,96,0,96,1402
1981:Q2,391,150,10324,-1604,-3020,1416,1416,0,0,0,0,0,0,0,4,356,6196,0,6308,6060,248,-112,0,-112,0,0,0,0,0,0,0,5372,0,1000,4372,7592,7516,-144,2284,-4592,-64,-4528,0,0,0,-240,9212,-2096,0,0,0,5376,76,0,76,-2491
1981:Q3,429,157,8688,7124,1220,5904,5904,0,0,0,0,0,0,0,12,-8880,11668,0,11800,13348,-1548,-132,0,-132,0,0,0,0,0,0,0,-1236,-8,1000,-2228,7120,7076,8604,-3620,-11600,-84,-11516,0,0,0,132,3452,4396,0,0,0,2092,44,0,44,-1296
1981:Q4,365,164,9564,-7736,-4196,-3540,-3540,0,0,0,0,0,0,0,4,5088,10764,0,8908,9716,-808,1856,0,1856,0,0,0,0,0,0,0,1444,-4,0,1448,11016,10932,-10356,23352,14952,-52,15004,0,0,0,732,14516,-6848,0,0,0,-2064,84,0,84,1653
1982:Q1,166,178,8908,4660,480,4180,4180,0,0,0,0,0,0,0,-4,7096,-3708,0,-3260,-15264,12004,-448,0,-448,0,0,0,0,0,0,0,864,-4,1000,-132,7104,7024,2212,13464,1296,160,1136,0,0,0,-528,3968,8728,0,0,0,-8652,80,0,80,-1816
1982:Q2,18,174,1568,-1380,2652,-4032,-4032,0,0,0,0,0,0,0,4,-6886,9032,0,9076,9512,-436,-44,0,-44,0,0,0,0,0,0,0,798,-4,1000,-198,1076,960,-11580,10724,-52,-96,44,0,0,0,716,740,9320,0,0,0,1816,116,0,116,-648
1982:Q3,-8,169,17356,-10040,-7980,-2060,-2060,0,0,0,0,0,0,0,32,13474,10236,0,10448,9552,896,-212,0,-212,0,0,0,0,0,0,0,3654,-4,1600,2058,18024,17968,-7956,21496,8376,-148,8524,0,0,0,-876,12964,1032,0,0,0,4428,56,0,56,491
1982:Q4,33,167,18896,7116,8740,-1624,-1624,0,0,0,0,0,0,0,4,-3232,15164,0,15212,16464,-1252,-48,0,-48,0,0,0,0,0,0,0,-156,0,1600,-1756,20992,20920,22368,-3680,-6752,24,-6776,0,0,0,-308,18816,-15436,0,0,0,2232,72,0,72,1962
1983:Q1,239,138,7876,-632,-8996,8364,8364,0,0,0,0,0,0,0,72,-10300,18420,0,18508,4176,14332,-88,0,-88,0,0,0,0,0,0,0,316,-40,0,356,6300,6164,-14584,30040,4444,276,4168,0,0,0,608,12040,12948,0,0,0,-9292,136,0,136,-1475
1983:Q2,347,141,24540,5344,2136,3208,3208,0,0,0,0,0,0,0,-96,8582,11260,0,11360,10976,384,-100,0,-100,0,0,0,0,0,0,0,-550,-28,0,-522,23164,23052,-12136,29428,17368,140,17228,0,0,0,-832,6344,6548,0,0,0,5760,112,0,112,-1170
1983:Q3,488,149,47160,-12260,-4320,-7940,-7940,0,0,0,0,0,0,0,-8,28112,29236,0,29848,18740,11108,-612,0,-612,0,0,0,0,0,0,0,2080,-12,0,2092,45564,45464,3784,29596,17320,-260,17580,0,0,0,432,23280,-11436,0,0,0,12084,100,0,100,-1257
1983:Q4,426,159,-43012,3664,6492,-2828,-2828,0,0,0,0,0,0,0,-40,-48056,-280,0,88,-33892,33980,-368,0,-368,0,0,0,0,0,0,0,1700,-28,0,1728,-40424,-40500,2764,-33984,-44484,-20,-44464,0,0,0,-104,12796,-2192,0,0,0,-9280,76,0,76,2855
1984:Q1,217,133,24224,-3192,-3104,-88,-88,0,0,0,0,0,0,0,52,8622,18696,0,19044,47764,-28720,-348,0,-348,0,0,0,0,0,0,0,46,-40,0,86,22976,22840,-712,29296,12676,160,12516,0,0,0,192,10876,5552,0,0,0,-5744,136,0,136,-1164
1984:Q2,269,139,15888,9688,-5768,15456,15456,0,0,0,0,0,0,0,-60,4696,-1384,0,-1156,2248,-3404,-228,0,-228,0,0,0,0,0,0,0,2948,-44,0,2992,15240,15072,2152,11212,-1192,80,-1272,0,0,0,-388,12456,336,0,0,0,1708,168,0,168,-518
1984:Q3,572,144,41464,11268,3776,7492,7492,0,0,0,0,0,0,0,12,-4438,23308,0,23340,6236,17104,-32,0,-32,0,0,0,0,0,0,0,11314,-12,0,11326,40340,40116,8948,14876,5292,-232,5524,0,0,0,-104,10780,-1092,0,0,0,16292,224,0,224,-696
1984:Q4,514,148,-23324,-9960,2264,-12224,-12224,0,0,0,0,0,0,0,-76,-6548,-6984,0,-6568,10192,-16760,-416,0,-416,0,0,0,0,0,0,0,244,-4,0,248,-23516,-23632,-8896,-4020,-9956,192,-10148,0,0,0,144,-2412,8204,0,0,0,-10716,116,0,116,174
1985:Q1,-1610,195,36988,-6208,-2228,-3980,-3980,0,0,0,0,0,0,0,104,11876,32232,0,32300,1736,30564,-68,0,-68,0,0,0,0,0,0,0,-1016,-12,0,-1004,34656,34412,24884,18632,6188,164,6024,0,0,0,-112,20548,-7992,0,0,0,-9104,244,0,244,-4137
1985:Q2,-1565,199,15012,-5120,-144,-4976,-4976,0,0,0,0,0,0,0,-40,728,20376,0,20652,27328,-6676,-276,0,-276,0,0,0,0,0,0,0,-932,-8,0,-924,16156,16020,12360,1836,-12292,136,-12428,0,0,0,180,14748,-800,0,0,0,1824,136,0,136,-620
1985:Q3,-1232,196,14360,3956,-772,4728,4728,0,0,0,0,0,0,0,8,-4374,13252,0,13556,3720,9836,-304,0,-304,0,0,0,0,0,0,0,1518,-4,0,1522,16188,16060,-8348,13004,-4552,-168,-4384,0,0,0,1140,7600,8816,0,0,0,11404,128,0,128,400
1985:Q4,-1337,201,24836,5836,3676,2160,2160,0,0,0,0,0,0,0,16,12340,7792,0,7792,24776,-16984,0,0,0,0,0,0,0,0,0,0,-1148,0,400,-1548,29768,29656,-1648,35428,26944,16,26928,0,0,0,-736,4188,5032,0,0,0,-4124,112,0,112,3394
1986:Q1,-2732,214,15632,-10680,-1712,-8968,-8968,0,0,0,0,0,0,0,16,3114,24496,0,24656,-4712,29368,-160,0,-160,0,0,0,0,0,0,0,-1314,0,0,-1314,16448,16288,24348,3428,-12052,268,-12320,0,2044,0,-808,16256,-2012,0,0,0,-11488,160,0,160,-2130
1986:Q2,-2491,209,692,-572,-1108,536,536,0,0,0,0,0,0,0,-56,-12636,15044,0,15244,28916,-13672,-200,0,-200,0,0,0,0,0,0,0,-1088,-24,400,-1464,1068,1124,12280,-8668,-19640,-64,-19576,0,-244,0,128,10896,192,0,0,0,-2488,-56,0,-56,-2324
1986:Q3,-2023,207,48472,1972,2264,-292,-292,0,0,0,0,0,0,0,12,30422,14092,0,14452,2352,12100,-360,0,-360,0,0,0,0,0,0,0,1974,0,800,1174,51724,51556,9420,33132,13144,-436,13580,0,852,0,48,13472,5616,0,0,0,9004,168,0,168,1022
1986:Q4,-1834,211,52868,4392,1648,2744,2744,0,0,0,0,0,0,0,-36,24112,24084,0,24956,46844,-21888,-872,0,-872,0,0,0,0,0,0,0,316,-80,0,396,56284,56184,31856,23836,11004,-260,11264,0,1016,0,168,14984,-3336,0,0,0,492,100,0,100,1371
1987:Q1,-1679,217,-9768,16008,15920,88,88,0,0,0,0,0,0,0,-8,-47440,24972,0,25412,-3852,29264,-440,0,-440,0,0,0,0,0,0,0,-3300,68,0,-3368,-9916,-10084,-16040,10428,-3232,364,-3596,0,-1360,0,168,10168,4684,0,0,0,-4472,168,0,168,-2044
1987:Q2,-1370,222,6792,-17108,-14648,-2460,-2460,0,0,0,0,0,0,0,-24,-9402,35972,0,36116,19560,16556,-144,0,-144,0,0,0,0,0,0,0,-2646,-48,0,-2598,12244,12064,-20604,32120,17036,-104,17140,0,-476,0,-480,13144,2896,0,0,0,548,180,0,180,3860
1987:Q3,-1439,229,21100,-1448,-5324,3876,3876,0,0,0,0,0,0,0,16,-6226,14852,0,15092,-7668,22760,-240,0,-240,0,0,0,0,0,0,0,13906,24,0,13882,13520,13328,7668,4908,-16512,-128,-16384,0,-156,0,644,14220,6712,0,0,0,752,192,0,192,-9248
1987:Q4,-1394,233,22464,9748,2252,7496,7496,0,0,0,0,0,0,0,-8,3714,8224,0,8504,7624,880,-280,0,-280,0,0,0,0,0,0,0,786,12,0,774,24156,24004,3684,13852,-6316,-56,-6260,0,2432,0,-776,35980,-17468,0,0,0,6468,152,0,152,65
1988:Q1,651,203,4976,-8068,-2052,-6016,-6016,0,0,0,0,0,0,0,16,-1610,21816,0,21816,-1740,23556,0,0,0,0,0,0,0,0,0,0,-7178,-60,0,-7118,8808,8616,-8424,18860,368,132,236,0,-2364,0,1344,3924,15588,0,0,0,-1820,192,0,192,4280
1988:Q2,892,209,31108,456,-156,612,612,0,0,0,0,0,0,0,8,31816,-1824,0,-1824,-7132,5308,0,0,0,0,0,0,0,0,0,0,652,0,0,652,30500,30440,-10436,29908,8688,-188,8876,0,-340,0,-824,14828,7556,0,0,0,10968,60,0,60,75
1988:Q3,617,211,45292,2520,3760,-1240,-1240,0,0,0,0,0,0,0,-24,28490,13664,0,13664,4492,9172,0,0,0,0,0,0,0,0,0,0,642,-4,0,646,42036,42088,13076,29404,16088,-172,16260,0,28,0,-204,25764,-12272,0,0,0,-392,-52,0,-52,-2850
1988:Q4,774,216,-11368,412,348,64,64,0,0,0,0,0,0,0,32,-40966,25368,0,25368,24744,624,0,0,0,0,0,0,0,0,0,0,3786,-8,0,3794,-7656,-7720,-3964,668,-11976,24,-12000,0,760,0,-72,12016,-60,0,0,0,-4424,64,0,64,4270
1989:Q1,-1042,232,13587,-1780,-2916,1136,1136,0,0,0,0,0,0,0,-52,19624,-1081,0,2015,-19084,21099,-3096,0,-3096,0,0,0,0,0,0,0,-3124,4,1400,-4528,10095,10023,-3281,6103,-7400,248,-7648,0,-1208,0,164,13713,835,0,0,0,7201,72,0,72,-4766
1989:Q2,-784,236,24685,-9492,-3040,-6452,-6452,0,0,0,0,0,0,0,44,28684,-12999,0,-12499,4080,-16579,-500,0,-500,0,0,0,0,0,0,0,18448,8,12600,5840,33713,33657,5609,35230,18484,68,18416,0,-360,0,-508,18102,-489,0,0,0,-7182,56,0,56,8008
1989:Q3,-1111,244,-20612,1844,2816,-972,-972,0,0,0,0,0,0,136,-32,16888,-32452,0,-32056,-42176,10120,-396,0,-396,0,0,0,0,0,0,0,-6996,8,0,-7004,-6984,-7196,-22198,11438,9746,-136,9882,0,212,0,312,3649,-2482,0,0,0,3564,212,0,212,12273
