1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q1,1371390,4366,14658,3773,13785,390515,13785,177144,62935,364,136287,16562,327145,31498,569088,0,565178,3910,1384161,1361342,796164,565178,1348571,22819
1991:Q2,1406083,4640,12230,3851,16515,394449,16515,178753,64651,487,134043,16322,328790,31999,597287,0,592524,4763,1419941,1397168,804644,592524,1383310,22773
1991:Q3,1442333,3038,9902,4112,20870,391528,20870,163948,64551,549,141610,16675,357453,35293,603462,0,598430,5032,1457158,1432994,834564,598430,1418169,24164
1991:Q4,1478875,3807,8828,4134,18868,387730,18868,165494,58038,619,144711,16886,394962,37925,605735,0,601114,4621,1494828,1468821,867707,601114,1452868,26007
1992:Q1,1544721,3960,8406,4129,19299,397418,19299,171904,55408,554,150253,16173,388418,38483,668435,0,663697,4738,1561497,1536096,872399,663697,1519320,25401
1992:Q2,1611263,4435,8358,4151,20685,402636,20685,177959,49236,534,154222,17066,391220,40228,722484,0,717743,4741,1629099,1603372,885629,717743,1585536,25727
1992:Q3,1677622,6409,7910,4290,23573,419036,23573,197677,48036,378,149372,16306,400848,40812,758438,0,754401,4037,1697044,1670647,916246,754401,1651225,26397
1992:Q4,1745138,6515,6942,4375,24680,425302,24680,203534,39761,445,156882,16453,431666,44716,784489,0,779945,4544,1765992,1737922,957977,779945,1717068,28070
1993:Q1,1776388,5836,7591,4772,25219,424066,25219,204950,32740,460,160697,15645,463983,47549,781727,0,777090,4637,1798391,1768973,991883,777090,1746970,29418
1993:Q2,1806297,6129,8601,5115,26344,435798,26344,211378,32078,617,165381,14506,465277,49760,794767,0,790042,4725,1829975,1800024,1009982,790042,1776346,29951
1993:Q3,1836922,5460,8554,5182,19887,452871,19887,221833,34149,1222,175780,15055,487775,51941,790197,0,785895,4302,1860954,1831075,1045180,785895,1807043,29879
1993:Q4,1868721,6619,6230,5487,20449,454083,20449,217450,35796,1371,179017,14529,506221,55413,799690,0,795581,4109,1893271,1862126,1066545,795581,1837576,31145
1994:Q1,1902668,5476,5869,5909,20399,459417,20399,224335,40588,716,173379,14637,492220,55506,843235,0,839413,3822,1927279,1896844,1057431,839413,1872233,30435
1994:Q2,1937177,5794,5520,6205,22909,458923,22909,220641,45014,845,169514,14941,494757,56817,871311,0,867237,4074,1962243,1931562,1064325,867237,1906496,30681
1994:Q3,1973021,7137,2636,6262,25093,459577,25093,217370,38390,1104,177620,15024,520213,61295,875784,0,871153,4631,1998502,1966281,1095128,871153,1940800,32221
1994:Q4,2006931,6737,2483,6450,27825,463505,27825,215554,39872,1112,179142,15199,521682,75216,887834,0,883247,4587,2032926,2000999,1117752,883247,1975004,31927
1995:Q1,2049931,5139,2536,6651,29519,483917,29519,224973,44665,1053,183707,15397,558839,82817,865116,0,860889,4227,2076679,2042523,1181634,860889,2015775,34156
1995:Q2,2094022,4687,2594,7097,31257,485294,31257,217221,48067,1131,187618,15558,612334,91084,844117,0,839536,4581,2121024,2084047,1244511,839536,2057045,36977
1995:Q3,2138395,5145,4209,7280,29383,487519,29383,211282,56192,1374,189288,15746,667210,98429,823474,0,818640,4834,2165518,2125571,1306931,818640,2098448,39947
1995:Q4,2181621,4207,4464,7562,31477,493864,31477,208194,63118,1830,189245,15938,703520,103189,817400,0,812599,4801,2209050,2167095,1354496,812599,2139666,41955
1996:Q1,2218597,4772,4969,8027,26428,509040,26428,213528,69231,2271,197582,16126,736723,107296,805216,0,800060,5156,2246939,2202699,1402639,800060,2174357,44240
1996:Q2,2255165,5883,3871,8281,28179,523235,28179,221067,70214,1297,202478,16324,762670,110790,795932,0,790494,5438,2284332,2238302,1447808,790494,2209135,46030
1996:Q3,2292318,7186,2274,8788,27573,511657,27573,213439,65037,496,205112,16526,802307,113587,802420,0,797152,5268,2321333,2273906,1476754,797152,2244891,47427
1996:Q4,2428914,7466,2293,10569,28222,521621,28222,212791,68622,561,211425,16734,846588,160476,834945,58637,770789,5519,2458418,2309510,1538721,770789,2280006,148908
1997:Q1,2471404,5353,5021,11690,27395,541152,27395,211138,78763,2051,221805,16946,848717,165279,849851,61355,783560,4936,2501981,2345066,1561506,783560,2314489,156915
1997:Q2,2524873,8820,2302,12353,32233,557669,32233,214907,78798,2059,229672,17160,952228,188591,753517,67604,680740,5173,2555805,2380622,1699882,680740,2349690,175183
1997:Q3,2573550,6505,2823,13769,32148,573056,32149,223531,81608,2467,233301,17382,1032573,204790,690504,72307,612866,5331,2604711,2416179,1803313,612866,2385018,188532
1997:Q4,2617072,5314,2420,13911,28616,580667,28616,218997,87006,1503,244545,17607,1051316,210036,707185,75197,626410,5578,2647873,2451735,1825325,626410,2420934,196138
1998:Q1,2681947,6666,1653,14333,36927,595950,36927,212146,90116,2080,254681,18673,1153078,236461,618206,81775,530666,5765,2714333,2498373,1967707,530666,2465987,215960
1998:Q2,2738372,7610,1621,14792,35839,613538,35839,213210,98041,2227,264221,20681,1162493,242195,639603,85163,548524,5916,2770671,2545012,1996488,548524,2512713,225659
1998:Q3,2780193,7749,1717,15564,38309,627731,38309,207823,104820,2151,274628,21499,1015882,227192,824550,84110,734637,5803,2812918,2591650,1857013,734637,2558925,221268
1998:Q4,2853469,9973,1983,16141,37532,639064,37532,212576,106104,3252,279600,22410,1188056,264997,673313,92968,574533,5812,2886582,2638288,2063755,574533,2605175,248294
1999:Q1,2915786,7600,2169,17191,41037,657123,41037,211463,113106,4536,286981,22793,1216866,281182,669825,95171,568396,6258,2949776,2688890,2120494,568396,2654900,260886
1999:Q2,2983875,9450,1651,17904,40909,660889,40909,213790,114932,3241,288017,23968,1312387,301278,615439,99072,509843,6524,3018418,2739492,2229649,509843,2704949,278926
1999:Q3,3036346,9370,2120,19118,39259,670704,39259,204790,112839,3122,310694,23855,1231949,298684,741287,98902,635815,6570,3074216,2790093,2154278,635815,2752223,284123
1999:Q4,3111983,9225,1692,19589,40375,681303,40375,198824,129022,3044,310038,25687,1407716,339403,586993,105997,473882,7114,3153042,2840695,2366813,473882,2799636,312347
2000:Q1,3166062,11100,2400,19134,45400,695000,45400,196900,124500,2900,325300,24300,1449700,351703,567325,107189,453159,6977,3210618,2894992,2441833,453159,2850436,315626
2000:Q2,3210885,12778,2869,19175,45179,698673,47652,194886,143291,2836,310008,24741,1408895,352367,646208,105212,533764,7232,3258155,2949288,2415524,533764,2902018,308867
2000:Q3,3259113,12556,4738,19734,41857,704547,46805,185471,159082,2272,310917,21781,1429789,364744,659367,104038,547860,7469,3308225,3003584,2455724,547860,2954472,304641
2000:Q4,3300954,9935,1606,19833,39836,721119,47257,179057,178873,1707,314225,22122,1298683,362504,825316,99740,717360,8216,3348397,3057881,2340521,717360,3010438,290516
2001:Q1,3345634,8313,1475,21064,36015,697891,45909,177342,176064,1943,296633,21862,1185877,341863,1031274,93921,928003,9350,3390583,3117984,2189981,928003,3073035,272599
2001:Q2,3410797,13291,1944,21812,38694,708765,51061,183128,194655,1779,278142,20503,1265772,355177,984839,94955,880490,9394,3454496,3178088,2297598,880490,3134389,276408
2001:Q3,3452733,13369,1813,22842,36372,679138,51214,166813,178346,715,282050,20944,1125466,323753,1229036,89045,1129780,10211,3496407,3238191,2108411,1129780,3194517,258216
2001:Q4,3520746,11448,1781,23483,33951,668411,51266,155099,180737,1651,279658,20984,1260360,351160,1149168,91453,1047715,10000,3564680,3298294,2250579,1047715,3254360,266386
2002:Q1,3569804,12126,2550,23545,32430,675783,52218,163285,181928,686,277666,20925,1294055,358031,1150359,91025,1050441,8893,3614940,3351637,2301196,1050441,3306501,263303
2002:Q2,3609910,10195,2677,72281,3821,646827,30565,153232,181204,822,281004,20785,1139181,313350,1400793,86768,1247691,66334,3653046,3404980,2157289,1247691,3361844,248066
2002:Q3,3645884,10996,2202,69663,3675,619906,29399,151652,185490,829,252536,21458,1076542,299895,1541547,81510,1395790,64247,3687959,3458323,2062533,1395790,3416248,229636
2002:Q4,3700295,13425,2156,77416,4139,591833,33115,144525,183215,837,230141,21863,1076523,315138,1597802,82773,1444797,70232,3743542,3511666,2066869,1444797,3468419,231876
2003:Q1,3754357,15324,1970,81755,4405,587654,35240,148527,194101,844,208942,20230,1119439,331875,1591705,85432,1435460,70813,3799354,3560820,2125360,1435460,3515823,238534
2003:Q2,3823333,13531,815,62294,3287,606873,26297,161290,215348,851,203087,22796,1142658,363333,1607746,92832,1437894,77020,3870175,3609973,2172079,1437894,3563131,260202
2003:Q3,3886637,13335,1003,51251,2653,607667,21226,145602,227955,2701,210183,24904,1185568,385066,1615190,97497,1439031,78662,3932307,3659126,2220095,1439031,3613456,273181
2003:Q4,3956463,17579,1458,58391,3098,649747,24782,141252,255699,4552,223462,17662,1254192,420826,1533510,104752,1344463,84295,4002649,3708280,2363817,1344463,3662094,294369
2004:Q1,4070094,22554,1958,68604,3720,698312,29759,143710,292533,6403,225907,14643,1232634,432989,1594680,107953,1402800,83927,4114330,3810725,2407925,1402800,3766489,303605
2004:Q2,4180163,19657,1984,46503,2430,712039,19437,134943,314380,8253,235026,17755,1295749,463367,1620679,110504,1417745,92430,4223951,3913170,2495425,1417745,3869382,310781
2004:Q3,4290222,20715,1945,50842,2719,685053,22063,143825,293540,6592,219033,14779,1257819,441684,1814666,112151,1616973,85542,4330696,4015614,2398641,1616973,3975140,315082
2004:Q4,4405344,17527,1477,46198,2484,749930,20437,153823,275299,4930,295441,14238,1471030,473936,1628524,117995,1416863,93666,4450747,4118059,2701196,1416863,4072656,332688
2005:Q1,4470106,16917,1270,47307,2568,746021,21421,166952,264351,3268,290029,11888,1473782,466946,1703407,119051,1491011,93345,4513702,4177982,2686971,1491011,4134386,335720
2005:Q2,4538920,17480,1181,50785,2797,706993,23658,171517,233454,1607,276757,11653,1491598,474499,1781934,121476,1562692,97766,4580994,4237905,2675213,1562692,4195831,343089
2005:Q3,4604391,15516,1299,46358,2541,706434,21794,157240,233987,1676,291737,9579,1505127,478522,1839015,125133,1616625,97257,4652187,4297828,2681203,1616625,4250032,354359
2005:Q4,4666535,17902,1710,53180,2983,740044,25929,162596,261243,1746,288530,11322,1530000,486128,1823266,127923,1596357,98986,4720630,4357751,2761394,1596357,4303656,362879
2006:Q1,4766855,17113,1907,51817,2915,729410,25690,151826,266551,1816,283527,12105,1696388,519381,1735819,132376,1464909,138534,4829076,4422954,2958045,1464909,4360733,406122
2006:Q2,4832450,16516,2117,51261,2879,747230,25713,148982,282646,1885,288004,13254,1650253,506248,1842692,133733,1575587,133372,4899308,4488157,2912570,1575587,4421299,411151
2006:Q3,4901847,16261,2127,54229,3073,765614,27819,153858,275797,1785,306355,15435,1674690,519792,1850626,137732,1577718,135176,4977920,4553360,2975642,1577718,4477287,424560
2006:Q4,4974658,16276,2171,57794,3314,776414,30412,157228,266089,1685,321000,14428,1734141,544069,1826051,143064,1542968,140019,5060757,4618563,3075595,1542968,4532464,442194
2007:Q1,5042972,15020,2052,57853,3334,755093,31004,146314,229283,1585,346907,15841,1751049,548613,1894117,145264,1610254,138599,5137498,4687348,3077094,1610254,4592822,450150
2007:Q2,5124474,16243,2251,64620,3789,822281,35696,162417,243732,1484,378952,17517,1873530,577917,1746326,152685,1450655,142986,5231761,4756132,3305477,1450655,4648845,475629
2007:Q3,5200404,13612,1786,55538,3131,815111,29894,160898,238025,1427,384867,19311,1880791,578425,1832699,154872,1528518,149309,5309477,4824916,3296398,1528518,4715843,484561
2007:Q4,5262878,13727,1701,55038,3114,842539,30126,148802,216443,1370,445798,27118,1839262,548726,1931653,154850,1629735,147068,5374147,4893701,3263966,1629735,4782432,480446
2008:Q1,5299073,15730,1877,61271,3539,835055,34685,146695,209852,1313,442510,25599,1737432,498061,2120509,145434,1832061,143014,5407853,4961222,3129161,1832061,4852442,446631
2008:Q2,5368181,15709,1774,60012,3491,833388,34659,142011,199394,1256,456068,17114,1769649,478781,2188263,147838,1898246,142179,5478951,5028744,3130498,1898246,4917974,450207
2008:Q3,5399523,15462,1438,52993,3027,770520,30445,140704,182566,1184,415621,15501,1602673,430979,2506930,136053,2237040,133837,5504147,5096266,2859226,2237040,4991642,407881
2008:Q4,5413222,19307,1563,59978,3474,732359,35391,143751,171851,1112,380254,13181,1299132,353142,2931086,117655,2695205,118226,5507445,5163787,2468582,2695205,5069564,343658
2009:Q1,5446342,21909,1549,62110,3645,689698,37607,144548,157976,1040,348527,12716,1219961,320520,3114234,113690,2891120,109424,5538462,5213386,2322266,2891120,5121266,325076
2009:Q2,5531496,21968,1247,55511,3248,711949,33944,148094,147962,967,380982,11964,1299017,342507,3084085,127256,2847151,109678,5630955,5262986,2415835,2847151,5163527,367969
2009:Q3,5618411,24171,1241,56560,3397,734152,35953,147530,146439,1137,403093,11988,1502218,379718,2904966,139939,2654643,110384,5722678,5312585,2657942,2654643,5208318,410093
2009:Q4,5683793,23633,1079,52180,3140,735603,33658,148707,146655,1307,405276,11273,1574956,399888,2882041,144806,2616994,120241,5788658,5362184,2745190,2616994,5257319,426474
2010:Q1,5811380,24218,980,50234,3049,753104,33098,155670,152653,1476,410207,11584,1616577,413620,2938014,149626,2665409,122979,5914663,5471943,2806534,2665409,5368660,442720
2010:Q2,5898068,25344,913,49465,3039,754333,33399,155945,151968,1646,411375,11787,1491813,385525,3175849,140921,2910219,124709,5992847,5581702,2671483,2910219,5486923,411145
2010:Q3,6035818,22747,750,48250,2997,764342,33360,151059,144394,1783,433746,12079,1619569,410212,3154872,151446,2876372,127054,6136892,5691461,2815089,2876372,5590387,445431
2010:Q4,6168509,23828,720,54748,3398,763146,36293,153738,144191,1921,427003,11416,1722987,438415,3149851,159877,2854498,135476,6275313,5801220,2946722,2854498,5694416,474093
2011:Q1,6236628,26194,736,62136,3954,769772,41118,157095,144649,2058,424852,11106,1772348,454964,3135418,203896,2813523,117999,6347744,5846530,3033007,2813523,5735414,501214
2011:Q2,6274370,26456,677,67192,4258,780985,43193,166981,151470,2196,417145,11247,1766572,450939,3166044,203416,2841061,121567,6387233,5891840,3050779,2841061,5778977,495393
2011:Q3,6277044,25234,839,63476,3795,720387,35838,152056,123686,1864,406943,13470,1625858,336738,3487247,193735,3170031,123481,6382591,5937150,2767119,3170031,5831603,445441
2011:Q4,6332142,23884,998,59147,3311,710796,28244,142217,100515,1532,438288,12678,1735762,332235,3453331,197844,3131398,124089,6443466,5982460,2851062,3131398,5871136,461006
2012:Q1,6395803,25982,1245,61732,3381,779166,27063,181555,121954,1200,447394,11143,1938328,319525,3255301,202117,2936918,116266,6515875,6029124,3092206,2936918,5909052,486751
2012:Q2,6425189,27367,1473,63070,3337,792507,24553,191115,116380,868,459591,10542,1881620,291109,3354164,197182,3035607,121375,6545733,6075789,3040182,3035607,5955245,469944
2012:Q3,6479740,28894,1990,66831,3486,786965,24268,182197,106818,1224,472458,10314,1935270,316155,3329835,199124,3006590,124121,6603351,6122454,3115864,3006590,5998843,480897
2012:Q4,6521727,29821,2475,69692,3561,795060,23137,185479,104685,1579,480180,10414,1962660,327837,3320207,198663,3000237,121307,6647211,6169118,3168881,3000237,6043634,478093
2013:Q1,6761784,30581,2951,72199,3616,801346,21770,196704,107388,1935,473549,9375,2053219,354945,3433552,201153,3110100,122299,6891513,6398639,3288539,3110100,6268910,492874
2013:Q2,6986447,28960,3299,71192,3380,789198,17049,192468,100677,2290,476714,8967,2055993,366351,3659107,198941,3338112,122054,7116000,6628160,3290048,3338112,6498607,487840
2013:Q3,7220124,30006,3422,75905,3520,792189,16658,187458,100379,2300,485394,7470,2146169,388480,3772963,199302,3451421,122240,7357619,6857682,3406261,3451421,6720187,499937
2013:Q4,7456448,33778,3855,81536,3977,812350,21942,181275,99466,2310,507357,6416,2246766,410179,3857591,203756,3532704,121131,7602896,7087203,3554499,3532704,6940755,515693
2014:Q1,7534021,32899,3760,80132,3892,830203,20956,184304,103373,2319,519251,7359,2226300,419018,3930458,200082,3607696,122680,7684954,7178463,3570767,3607696,7027530,506491
2014:Q2,7612308,31555,3610,78041,3752,878361,19342,198331,113032,2329,545327,9479,2293029,429768,3884713,198732,3562459,123522,7771891,7269722,3707263,3562459,7110139,502169
2014:Q3,7690004,32217,3176,75963,3612,883431,17721,198738,113110,2329,551533,7662,2268488,422050,3993405,197903,3676129,119373,7846320,7360982,3684853,3676129,7204666,485338
2014:Q4,7773883,36022,3101,80593,3845,884478,18418,199249,113248,2330,551233,8152,2283589,433239,4040864,196600,3722050,122214,7930263,7452241,3730191,3722050,7295861,478022
2015:Q1,7847104,36450,2640,78262,3677,874857,16476,176744,100268,2330,579039,8720,2339626,445468,4057404,196922,3736573,123909,8003890,7527772,3791199,3736573,7370986,476118
2015:Q2,7915436,41152,2667,82439,4017,874791,20405,185671,105202,2330,561183,9180,2338699,444398,4118093,196952,3800555,120586,8070368,7603304,3802749,3800555,7448372,467064
2015:Q3,7971632,38799,2450,78846,3821,853613,18138,170999,98102,2395,563979,9413,2199783,416976,4367931,194194,4054188,119549,8115224,7678835,3624647,4054188,7535243,436389
2015:Q4,8053598,38737,2381,80010,3848,854744,18454,174546,101326,2460,557958,8017,2249974,423827,4392060,195718,4074645,121697,8195149,7754366,3679721,4074645,7612815,440783
2016:Q1,8123378,36961,2201,75090,3708,877110,18838,170358,100166,2525,585223,8421,2253409,413539,4452939,198416,4135555,118968,8260960,7826224,3690669,4135555,7688642,434736
2016:Q2,8192413,40473,2364,79649,4085,884845,23184,184977,109663,2589,564432,9181,2242570,434434,4494812,198326,4163910,132576,8328531,7898083,3734173,4163910,7761965,430448
2016:Q3,8275075,38352,2490,79574,4254,888204,27138,203821,106204,2614,548427,18179,2301148,439921,4502953,198409,4160569,143975,8400047,7969942,3809373,4160569,7844970,430105
2016:Q4,8356772,40613,2871,87117,4865,870949,34200,218760,100431,2638,514920,14533,2321541,417094,4597189,221935,4220806,154448,8468324,8041801,3820995,4220806,7930249,426523
2017:Q1,8446079,34988,2792,84566,4680,885304,32068,239543,98121,2662,512910,10390,2414005,440175,4569179,221391,4176938,170850,8548175,8111708,3934770,4176938,8009612,436467
2017:Q2,8532709,30407,2774,83375,4601,900509,31154,262833,97299,2687,506536,8268,2491333,453044,4558398,223624,4149901,184873,8624625,8181616,4031715,4149901,8089700,443009
2017:Q3,8613445,31050,2713,85187,4749,912592,32860,266534,99841,3029,510328,4154,2594443,466155,4512402,229946,4089617,192839,8701931,8251524,4161907,4089617,8163038,450407
2017:Q4,8702895,30212,2517,84123,4673,933036,31977,289412,109483,3372,498792,6901,2706807,481397,4453229,240269,4014681,198279,8788739,8321431,4306750,4014681,8235587,467308
2018:Q1,8762734,30629,2435,85481,4786,954072,33288,300086,114607,3714,502377,7440,2668510,487199,4522182,236674,4078757,206751,8842417,8386610,4307853,4078757,8306927,455807
2018:Q2,8831764,30321,2286,85412,4790,925259,33331,307321,118458,4057,462092,9425,2707756,499651,4566864,238439,4112058,216367,8906480,8451788,4339730,4112058,8377072,454692
2018:Q3,8904736,29959,2259,84583,4733,921358,32671,301734,116304,3387,467262,12541,2779599,492539,4577165,247466,4118521,211178,8979950,8516967,4398446,4118521,8441753,462983
2018:Q4,8929240,28559,2153,81741,4512,953592,30116,367854,141791,4029,409802,12329,2478604,446868,4920882,232611,4488201,200070,8999251,8582145,4093944,4488201,8512134,417106
2019:Q1,8974909,19405,11,24117,3720,1056909,19597,357618,144296,0,535398,9672,2408245,320006,5132824,243369,4340724,548731,9102865,8658655,4317931,4340724,8530699,444210
2019:Q2,9062006,24531,1818,18917,3358,1040777,17009,386491,147829,0,489448,8962,2376360,287224,5300059,245297,4269691,785071,9182964,8735165,4465474,4269691,8614207,447799
2019:Q3,9124938,29879,1875,19161,11653,1003180,11784,342932,179030,0,469434,9101,2451173,367323,5231593,242868,4321355,667370,9254349,8811676,4490321,4321355,8682265,442673
2019:Q4,9200429,22364,4253,23670,6807,966978,12531,333436,169002,0,452009,7977,2555426,372660,5240294,245972,4167604,826718,9344512,8888186,4720582,4167604,8744103,456326
2020:Q1,9247542,21934,4035,31389,6635,984144,16575,330431,177766,0,459372,8427,2178980,301892,5710106,238711,4732717,738678,9362506,8954777,4222060,4732717,8839813,407729
2020:Q2,9313123,20386,2554,29812,4198,1015913,10505,290066,187853,0,527489,7442,2385957,338171,5508690,244581,4422736,841373,9459167,9021368,4598632,4422736,8875324,437799
2020:Q3,9390314,21718,2242,30868,2936,1047826,10510,317957,198167,0,521192,7731,2592344,353365,5331284,249503,4327932,753849,9536692,9087959,4760027,4327932,8941581,448733
2020:Q4,9487775,28659,2243,23878,7991,1098234,8805,354404,194023,0,541002,7096,2906142,412537,5000995,255008,3940138,805849,9626552,9154550,5214412,3940138,9015773,472002
2021:Q1,9546063,24957,2211,25374,18428,1087914,15390,345802,192905,0,533817,7463,2968699,391968,5019049,257970,3906654,854425,9700374,9226965,5320311,3906654,9072654,473409
2021:Q2,9620336,25700,2292,22949,23765,1165628,17843,395522,190553,0,561710,7143,3107705,390615,4874539,265313,3735445,873781,9782126,9299381,5563936,3735445,9137591,482745
2021:Q3,9682774,31905,1900,30481,14833,1152481,19311,390479,197262,0,545429,6832,3073029,386112,4985201,267538,3845191,872472,9846626,9371796,5526605,3845191,9207944,474830
2021:Q4,9751500,28364,2380,26546,27654,1194295,20515,413636,198487,0,561657,6802,3369814,298174,4797471,274083,3571344,952044,9926440,9444211,5872867,3571344,9269271,482229
2022:Q1,9513117,27844,161,24696,20303,1147473,23520,381904,194907,0,547142,6752,3257292,278558,4750038,275863,3519991,954184,9710353,9245165,5725174,3519991,9047929,465188
2022:Q2,9313165,27599,1832,20693,20965,1091981,24002,368450,184529,0,515000,7142,2945987,246877,4950089,273294,3687228,989567,9477078,9046120,5358892,3687228,8882207,430958
2022:Q3,9102564,25815,86,21323,34096,1034001,14619,336773,168696,0,513913,7805,2784576,228585,4966277,273914,3702464,989899,9264518,8847074,5144610,3702464,8685120,417444
2022:Q4,8853704,26336,6379,22189,48067,1028249,11212,322483,163321,0,531233,6492,2963478,195637,4556877,278954,3299280,978643,9072182,8648028,5348748,3299280,8429550,424154
2023:Q1,8998072,24626,2778,21646,54499,1084883,11400,354662,152661,0,566160,6593,2926786,260457,4615804,282955,3294744,1038105,9148645,8712888,5418144,3294744,8562315,435757
2023:Q2,9073175,28720,43,16200,17611,1063200,11746,350375,166862,0,534217,5686,3072549,238003,4631163,284947,3258697,1087519,9224040,8777749,5519052,3258697,8626884,446291
2023:Q3,9132349,29403,2775,18586,53568,1031391,13226,365222,149581,0,503362,5436,2991323,222191,4777676,284754,3437961,1054961,9282281,8842609,5404648,3437961,8692677,439672
2023:Q4,9217820,23827,2258,17416,57970,1095843,11599,395356,160420,0,528468,4725,3186947,241238,4587596,288780,3193625,1105191,9364255,8907469,5713844,3193625,8761034,456786
2024:Q1,9286923,34429,1824,25988,62297,1126614,13849,412580,165637,0,534548,4164,3357683,227175,4446749,293823,3024738,1128188,9435417,8962799,5938061,3024738,8814305,472618
2024:Q2,9349632,39963,1995,24294,72802,1191527,13514,446046,170509,0,561458,4336,3346132,227507,4441076,297521,3015418,1128137,9495607,9018129,6002711,3015418,8872154,477478
2024:Q3,9417728,45680,0,22390,78948,1286899,10587,493285,179054,0,603973,4527,3437131,226550,4315603,302633,2836176,1176794,9564532,9073458,6237282,2836176,8926654,491074
2024:Q4,9472177,47168,0,23614,94756,1273724,12180,489565,180915,0,591064,5310,3386526,224413,4416666,305383,2949651,1161632,9620356,9128788,6179137,2949651,8980609,491568
2025:Q1,9524286,53002,0,25222,111305,1333872,12325,502043,191471,0,628033,5456,3241703,209041,4544685,306943,3087292,1150450,9672850,9184118,6096826,3087292,9035554,488732
