1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1997:Q3,6525224,653822,38531,15324,256248,1329379,3329,290506,736446,98242,200856,3847440,1174079,23760,1941435,708166,3029,9800,69546,22877,15471,0,263757,6666008,6077927,584467,735818,3380561,502389,81588,24019,57569,181120,7364,51541,553078,49914,503164,588081,71759,48908,384519,82895,0,ND
1997:Q4,6758744,721378,45004,18025,267708,1374046,3022,296712,767236,98780,208296,3917165,1221155,20576,1960836,714598,3055,10734,74727,23556,15474,0,287873,6943320,6334546,656261,764934,3442236,533623,85360,20899,64461,196639,8436,52634,594423,52966,541457,608774,75863,68535,385573,78803,0,ND
1998:Q1,6737182,662884,37784,22330,296150,1406572,2001,306421,785309,97503,215338,3945878,1243727,16839,1993335,691977,3307,12475,75986,24898,14390,0,234528,6858613,6222724,589131,729155,3537647,565014,85223,17079,68144,204811,8532,58278,444933,56084,388849,635889,80882,68414,399061,87532,0,ND
1998:Q2,6834275,672154,38413,21615,296885,1402501,1732,289532,781810,100296,229131,4004529,1292637,14212,2003306,694374,3870,13296,76295,25515,14661,0,264540,6941657,6301868,621642,760551,3541336,542374,83752,14344,69408,223962,8723,57063,462465,54882,407583,639789,80697,68423,411374,79295,0,ND
1998:Q3,6984159,702106,39198,22799,334800,1403429,1742,243621,809506,103718,244842,4063176,1323213,14144,2021354,704465,3664,13056,75464,26430,15387,0,284650,7113722,6453075,671539,716073,3578013,594465,85090,14257,70833,244114,9415,62273,492092,60164,431928,660647,75584,72330,423265,89468,0,ND
1998:Q4,7192558,716239,42057,24873,336519,1476273,2408,236504,850898,107345,279118,4161878,1356130,11312,2074658,719778,2600,15185,56791,28035,17006,0,315102,7338917,6637867,692063,737012,3659227,599708,86263,11537,74726,286144,10453,62696,504301,59653,444648,701050,78719,98752,433020,90559,0,ND
1999:Q1,7188927,690651,38555,21497,311439,1506335,2005,246316,872886,109219,275909,4161859,1363684,10232,2079058,708885,3311,16259,57295,29610,16402,0,335713,7328111,6612108,670178,700807,3675502,616233,86082,10394,75688,295707,11191,63323,493084,58631,434453,716003,86774,97722,441717,89790,0,ND
1999:Q2,7292017,703567,40551,17323,307407,1534200,2265,239488,878067,110488,303892,4207539,1380557,8947,2118074,699961,3693,16229,57740,30578,16667,0,356523,7442336,6715284,698879,719688,3702594,626380,86118,9492,76626,324426,12502,59056,485641,59165,426476,727052,90174,110942,437463,88473,0,ND
1999:Q3,7399517,703872,41020,15885,275614,1559459,1915,240363,894559,112352,310270,4319279,1408060,7912,2199764,703543,3970,15834,58161,32309,16290,0,357825,7567248,6823256,704368,699534,3761032,605094,86398,8293,78105,360937,13176,64111,528606,57086,471520,743992,89550,110711,441252,102479,0,ND
1999:Q4,7676360,777910,66555,17078,274448,1584885,1673,239975,895258,113764,334215,4470870,1454482,8235,2270748,737405,4065,17720,67709,34450,16250,0,344420,7852636,7090185,759619,740760,3873939,608153,87136,8599,78537,392530,15045,70181,542822,50327,492495,762451,82801,139542,447077,93031,0,ND
2000:Q1,7816598,783445,35187,15054,314350,1599976,2144,236871,910717,115012,335232,4555167,1474740,8705,2337658,734064,3863,18238,69665,35865,18239,0,367549,7962695,7163805,699091,695338,3980531,652685,89999,8980,81019,401306,15233,70171,559451,52351,507100,798890,81220,140344,462759,114567,0,ND
2000:Q2,7975862,792655,36992,12870,300676,1585944,1599,221136,911889,115425,335895,4713535,1521820,8997,2430504,752214,3827,18006,70876,36140,17083,0,387257,8162577,7356106,769430,694089,4044070,673206,93579,9274,84305,434079,15339,69278,563036,53919,509117,806471,81236,140491,470202,114542,0,ND
2000:Q3,8126024,798022,34494,13577,309789,1601215,1562,219439,900377,116513,363324,4804994,1533766,8429,2487720,775079,4206,19168,75190,36449,17192,0,411727,8319993,7470252,759622,656844,4143136,675647,95972,8724,87248,427470,17334,78905,615323,54197,561126,849741,106113,139885,483822,119921,0,ND
2000:Q4,8323446,846264,44391,17100,357219,1620819,1796,200729,910447,117296,390551,4874990,1564226,7487,2503009,800268,4255,18568,72975,37169,18511,0,411185,8532816,7675052,807517,662407,4256547,697050,100578,7930,92648,435732,14709,86072,614439,56052,558387,857764,116768,107776,494551,138669,0,ND
2001:Q1,8451947,881263,36000,29883,416217,1612171,911,187315,913503,116539,393903,4902725,1554556,7448,2549983,790738,4360,17961,73510,38048,22039,0,417769,8674510,7817350,768233,644562,4403812,731447,103769,7801,95968,443341,15639,84824,621723,56715,565008,857160,107856,106560,508500,134244,0,ND
2001:Q2,8485857,887274,37171,26113,380691,1635593,706,187236,901367,120385,425899,4941377,1532871,6558,2600187,801761,4266,19281,74458,38632,23398,0,417602,8711443,7839243,780641,663851,4455307,700102,102110,6775,95335,444481,16289,80451,596011,55984,540027,872200,116638,109948,519373,126241,0,ND
2001:Q3,8644179,859127,36657,29415,399978,1696834,500,188369,941801,122375,443789,4960472,1524423,4849,2628579,802621,4392,19371,74913,39445,23724,0,499851,8897776,8012465,773021,670274,4521780,705929,103004,5116,97888,452964,16674,102444,666376,57363,609013,885311,122587,109887,543576,109261,0,ND
2001:Q4,8821171,940820,47330,25661,386456,1782954,1346,180415,1000647,124996,475550,5006226,1488998,4595,2683526,829107,4567,20542,63185,40386,30967,0,472075,9037069,8163043,882684,757034,4610330,707620,103068,4765,98303,460535,16851,88451,536469,55363,481106,874026,117130,92597,555581,108718,0,1762796
2002:Q1,8954992,986140,34918,28432,382818,1833825,1348,186542,1048683,123626,473626,4988468,1476905,4497,2686492,820574,4771,20151,63814,41353,29186,0,541116,9068422,8188047,893977,650453,4780510,679054,100261,4477,95784,452108,17098,97231,517356,55347,462009,880375,122799,93411,561957,102208,0,1769338
2002:Q2,9119578,1009315,36549,26257,388753,1884502,1369,202612,1094563,123429,462529,5036032,1443434,4831,2760708,827059,4999,18844,64060,42227,27915,0,580125,9299020,8370878,881536,671987,4812098,706521,100960,4931,96029,455535,16134,113981,612126,54005,558121,928142,130427,95035,579276,123404,0,1800688
2002:Q3,9295736,947880,37850,28644,411452,1934894,1242,207840,1125168,126430,474214,5162585,1423203,4758,2884090,850534,4970,16904,64792,42698,25923,0,617143,9471610,8555012,856008,696852,4905430,744542,99872,4876,94996,466573,15434,109556,660745,57560,603185,916598,106513,95948,597483,116654,0,1879706
2002:Q4,9504848,967338,47818,27610,407782,1995468,2325,221584,1167245,127469,476845,5266250,1403373,4554,2991304,867019,4826,19154,48663,43072,30745,0,646121,9659543,8730887,920168,707266,4956947,795811,102151,4604,97547,465205,16871,98246,668222,57045,611177,928656,117859,77024,606482,127291,0,1936332
2003:Q1,9827770,1109797,38532,30492,470894,2081737,1464,152855,1226147,129089,572182,5305655,1378803,4801,3066188,855863,4670,18931,50803,44287,27029,0,644943,9962554,9032781,1007468,680526,5103841,853969,104296,4820,99476,469921,16774,104578,691408,59675,631733,929773,103268,80942,618090,127473,0,2032346
2003:Q2,10133251,1156527,39540,30843,482008,2156125,2648,143297,1311380,133230,565570,5431476,1367937,4548,3182625,876366,4955,21944,51936,44766,27659,0,685472,10292340,9330289,1010078,730126,5207603,908272,106048,4576,101472,479233,16555,106235,766139,60954,705185,962051,121087,81035,633818,126111,0,2147653
2003:Q3,10138647,1110981,40361,28438,486217,2093675,1308,143538,1245477,138612,564740,5519481,1345690,4267,3279274,890250,5016,23629,52556,45365,24311,0,708617,10272117,9301728,1011548,710664,5247649,833035,106540,4268,102272,482673,15660,99530,794429,62713,731716,970389,128921,81784,636756,122928,0,2157503
2003:Q4,10228318,1081183,47951,20505,438770,2171417,844,150750,1284703,139316,595804,5631724,1378183,4365,3296036,953140,4890,25204,68968,45402,23885,0,668419,10364555,9336063,1001863,754286,5318588,786717,108381,4367,104014,493434,16350,101479,754965,64760,690205,1028492,139461,109735,644599,134697,0,2187315
2004:Q1,10625500,1197492,40957,24894,490592,2305681,943,160698,1392040,140651,611349,5740300,1360975,3864,3428874,946587,5118,26437,71531,47205,23451,0,651842,10763451,9671512,1031031,752040,5519826,855320,108428,3897,104531,508480,16641,108662,771084,65110,705974,1091939,159115,109765,664109,158950,0,2327735
2004:Q2,10875645,1208352,43347,19064,481706,2304956,355,157514,1407054,144002,596031,5928568,1379264,4408,3584508,960388,5385,25573,74290,48518,22373,0,713513,10968615,9888853,1072631,777038,5639620,885869,112331,4443,107888,549222,16128,90646,745368,66342,679026,1079762,140328,111464,691492,136478,0,2412546
2004:Q3,11106184,1220496,42019,17869,509596,2254340,590,137556,1340543,146284,629367,6089586,1390741,3985,3714895,979965,5429,25367,75156,49788,21319,0,795219,11230707,10039645,1064041,760149,5759103,906684,113439,4025,109414,545395,17369,107048,766417,67764,698653,1191062,145576,122249,772177,151060,0,2494142
2004:Q4,11363726,1255644,41528,18384,463536,2254003,768,123456,1313564,148211,668004,6290487,1426995,4010,3848528,1010954,6843,26346,112858,50302,21816,0,821979,11555954,10285329,1141495,801656,5873994,825812,120974,4093,116881,564453,21350,113248,822347,73149,749198,1270625,138910,160710,803258,167747,0,2595056
2005:Q1,11589978,1199122,42128,18186,477334,2436525,639,140660,1408351,153069,733806,6393415,1440639,4022,3958732,990022,6785,25434,113254,51315,19345,0,807135,11698719,10413393,1097358,780859,6034219,819663,125417,4087,121330,569292,21829,106567,858189,55811,802378,1285326,133608,165664,816924,169130,0,2665915
2005:Q2,11881602,1280717,45314,17819,445331,2444929,599,124741,1390183,156345,773061,6615663,1499470,4098,4112791,999304,6573,26451,113289,52712,17869,0,814935,11988371,10656915,1172745,789648,6144452,858011,126098,4145,121953,602032,20309,106051,837569,58294,779275,1331456,138802,169306,838592,184756,0,2711938
2005:Q3,12256781,1379274,41161,19142,485969,2468829,524,122796,1369617,162585,813307,6818979,1523654,4322,4253870,1037133,6982,26974,113697,53782,18066,0,823926,12319420,10982454,1260503,749359,6366415,904227,128266,4389,123877,604533,21434,106022,841695,54651,787044,1336966,134294,169035,843857,189780,0,2812617
2005:Q4,12457939,1388635,50081,19164,483292,2455953,859,116253,1358941,166667,813233,6975200,1592857,4020,4333619,1044704,6997,27008,127902,53999,18439,0,851269,12487901,11132534,1267611,772310,6487683,910464,134489,4102,130387,610087,21677,103324,824889,56314,768575,1355367,145354,161063,860169,188781,0,2913070
2006:Q1,12834192,1456067,40018,21526,523071,2535323,1137,110138,1402170,170160,851718,7127928,1647066,738,4457281,1022843,6845,28124,134488,54784,16898,85180,803940,12864960,11465474,1328599,746624,6691445,930864,135898,1477,134421,606063,22536,106966,896479,64489,831990,1399486,147472,169947,869163,212904,0,2693928
2006:Q2,13129539,1478475,42622,18599,495951,2605077,705,116920,1434753,171831,880868,7325204,1696679,701,4600844,1026980,6276,26987,129630,56097,18392,87010,839219,13162015,11722083,1354332,767551,6819688,973582,142365,507,141858,630349,22873,106108,905235,67680,837555,1439932,147431,161846,915675,214980,0,2765299
2006:Q3,13390956,1480066,40074,18210,592883,2579315,1225,111291,1398179,179782,888838,7470030,1739812,664,4678368,1051186,5886,27784,127015,56169,20804,89816,882904,13466262,11994931,1385232,730766,6973071,1074193,147134,1056,146078,631918,23688,121123,907806,70513,837293,1471331,144740,169387,945400,211804,0,2810761
2006:Q4,13562967,1582102,51712,18972,611943,2606856,978,112495,1377068,191433,924882,7591449,1788977,446,4729212,1072814,5376,30535,131157,55721,22435,93392,761317,13526411,12043629,1479311,732104,7122199,995635,160823,880,159943,628517,23857,119367,781816,78541,703275,1482782,125237,173775,986433,197337,0,2918409
2007:Q1,13812909,1728441,41179,22741,658833,2667411,1582,119455,1367628,199791,978955,7618917,1811936,320,4755750,1050911,5790,29515,152429,55861,20200,96608,714984,13759203,12255856,1495552,717341,7332782,1024314,166851,2129,164722,610301,21772,114187,772756,80127,692629,1503347,112704,164666,994892,231085,13033,3018344
2007:Q2,14064124,1740596,43452,21125,644849,2722171,1780,109710,1365355,202642,1042684,7784642,1871448,392,4844934,1067868,5740,32002,177034,55739,20962,97990,717822,14017690,12492923,1521986,707577,7409169,1048821,174032,2274,171758,624600,20757,105526,880455,89004,791451,1524767,114358,163252,1006420,240737,12604,3082224
2007:Q3,14556381,1719337,41482,24555,732395,2748224,1126,117573,1298207,205754,1125564,8045087,2008497,277,4940845,1095468,6014,34531,196356,63354,24826,100277,819943,14451506,12905054,1558119,707469,7596213,1019723,177284,432,176852,797478,21214,112474,915080,81448,833632,1546452,101448,164715,1055003,225286,11789,3210046
2007:Q4,14998797,1867357,54997,20893,770003,2752653,426,122824,1260528,204004,1164871,8254867,2107249,493,5015672,1131453,7429,33625,205527,66466,26059,104291,834630,14730561,13201052,1688828,739681,7742094,1028214,185564,801,184763,839494,17349,106544,853284,81348,771936,1529509,70587,118424,1099496,241002,11181,3378002
2008:Q1,15394906,2049171,45430,26682,747821,2769625,2958,120440,1252022,213568,1180637,8380812,2184467,348,5082019,1113978,8117,31887,196917,64450,25915,105329,942750,15072555,13548815,1730750,744204,7973989,1035863,185391,438,184953,865174,17402,91006,905036,103300,801736,1523740,67324,103668,1112317,240431,11173,3579644
2008:Q2,15242599,1945479,45710,20127,719501,2794440,745,101197,1328118,214153,1150227,8411840,2201126,311,5076333,1134070,8846,30947,197702,66300,24522,108343,868842,14809619,13320923,1667541,747061,7955152,1010453,184829,366,184463,874397,17035,70520,793935,104594,689341,1488696,57514,92910,1100992,237280,10719,3515088
2008:Q3,15604289,2027081,47985,27091,745397,2874815,100037,116749,1317338,231963,1108728,8495873,2288598,0,5047819,1159456,8411,25978,171560,65583,21128,114923,978464,15153081,13714896,1857912,790880,8051930,997876,177108,889,176219,961831,14268,59151,803940,95446,708494,1438185,54000,73642,1117934,192609,9846,3575241
2008:Q4,16146678,2555700,57725,15496,643440,2867030,15685,102278,1403786,224416,1120865,8520054,2297393,0,5021496,1201165,8936,22193,150135,62855,25001,110740,1107373,15515055,14024534,2335566,880559,8083620,859569,185315,499,184816,847304,13402,12341,806858,141596,665262,1490521,62347,55171,1096370,276633,9519,2876511
2009:Q1,15811971,2490848,50305,18991,582849,2865137,4452,125631,1425003,223380,1086671,8380793,2192025,0,5023120,1165648,10981,24237,147168,66602,42745,110475,1020840,15294232,13764172,2240324,822908,8182463,862158,170928,647,170281,739840,14767,14026,716758,159714,557044,1530060,35818,55185,1169723,269334,9132,2796383
2009:Q2,15440454,2352753,51142,18162,492523,2922808,9841,134267,1492389,228369,1057942,8220667,2096167,0,4976230,1148270,12214,23807,186266,69983,39457,111156,939516,15008032,13483505,1979162,884964,8180339,900941,168410,924,167486,669450,15893,8881,675465,111361,564104,1524527,36924,68108,1195038,224457,8052,2811682
2009:Q3,15400747,2638273,50745,14653,408670,2966734,52,194473,1485384,227222,1059603,7977956,1971206,0,4855744,1151006,13597,25183,238879,69893,27794,110416,857954,15088307,13499238,1994218,905157,8242420,864680,161345,727,160618,610607,18001,25269,677541,105697,571844,1589069,42190,87459,1259501,199919,7288,2263541
2009:Q4,15377475,2824566,54922,15897,335262,2969806,0,197136,1583601,227801,961268,7813702,1888191,0,4782120,1143391,14009,34126,255180,67742,22312,111496,858455,15254267,13616216,1921692,990286,8426760,727337,176970,626,176344,567052,20260,18037,767822,112780,655042,1638051,41590,105764,1287611,203086,6926,2399494
2010:Q1,15621721,2891794,51802,21140,329744,2981396,0,263934,1599468,229135,888859,8061534,1888982,0,4717364,1455188,12186,34397,261867,67649,17983,112111,778118,15526690,13899704,1809993,945470,8443926,779498,729589,321453,408136,509996,21493,8290,651449,85913,565536,1626986,49382,114279,1274142,189183,7532,2876775
2010:Q2,15442457,2804474,53787,17805,337242,2970784,0,261173,1597658,230464,881489,7956679,1862473,0,4654049,1440157,11365,28308,233568,67415,17814,112826,830390,15355034,13761802,1786241,963929,8336456,766249,766476,341051,425425,475907,21743,24657,620144,84984,535160,1593232,40787,101945,1300098,150402,6404,2836748
2010:Q3,15666641,2873574,50548,19687,366982,3172414,0,306719,1646963,239282,979450,7900960,1863946,0,4614713,1422301,11108,30231,272935,67144,16811,114357,769890,15598281,13932731,1854768,961843,8474533,790860,724836,321442,403394,433236,21883,36554,634218,93303,540915,1665550,53879,114493,1320112,177066,6112,3187273
2010:Q4,15497360,2850422,52722,14401,356072,3069819,0,299540,1717256,257140,795883,7892364,1894178,0,4586204,1411982,12046,35110,294933,65406,15626,115985,722454,15592199,13923266,1850667,1070890,8542670,734046,673269,302535,370734,417735,21264,37292,575433,85627,489806,1668933,62348,125882,1309125,171578,6156,2512639
2011:Q1,15803808,3276885,53311,15011,312968,3106353,0,304625,1765844,265521,770363,7743239,1910271,0,4471212,1361756,11753,34488,310015,64686,15626,121550,737923,15984177,14240762,2100430,1113602,8669142,696683,679356,312903,366453,386489,23703,38845,532512,81328,451184,1743415,66853,150712,1336904,188946,6099,2576279
2011:Q2,15870028,3331812,55427,14106,334074,3080063,0,270324,1765903,273099,770737,7761641,1947670,0,4433335,1380636,12083,38310,306238,60577,14542,122538,738617,16076527,14317589,1930566,1197058,8860756,670806,659397,298522,360875,367762,25428,51239,554577,101130,453447,1758938,64907,161175,1359435,173421,6142,2733049
2011:Q3,16101003,3304271,50608,16264,387328,3165274,0,273351,1785458,290963,815502,7839256,2027789,0,4424511,1386956,10887,32858,241334,59280,14924,123566,855153,16197137,14469221,1979332,1311445,8839101,720632,597260,256639,340621,351114,28849,66313,575175,99864,475311,1727916,49295,152187,1386299,140135,6172,2603380
2011:Q4,16194358,3288594,60801,12564,378592,3207305,0,252768,1850453,303901,800183,7961519,2110285,0,4435632,1415602,11185,34083,248715,60342,15220,125455,789983,16364270,14612167,1914417,1427637,8946394,706898,623012,269774,353238,355041,31324,64145,543299,102813,440486,1752103,53768,175314,1385177,137844,6046,2619292
2012:Q1,16132054,3170026,56451,16831,402470,3352853,0,281701,1991155,326221,753776,7914854,2136457,0,4399292,1379105,12972,27428,270202,59840,14140,133752,700235,16406895,14552724,1808153,1392216,9052002,706069,620527,274493,346034,330711,29972,66203,546871,97915,448956,1854171,33392,195458,1471052,154269,5984,2616387
2012:Q2,16217516,3071844,56660,13043,430575,3363950,0,297212,1961101,345587,760050,8013576,2207222,0,4403811,1402543,13270,28102,251392,59272,13204,134999,767629,16423261,14570689,1736826,1415048,9112208,728747,557206,246914,310292,350352,31477,66188,572637,91387,481250,1852572,32123,197411,1494521,128517,5930,2658394
2012:Q3,16413022,3088433,56349,12522,475816,3464323,0,330666,1971616,369921,792120,8067995,2245948,0,4402141,1419906,13094,29897,265709,58815,12859,136448,730762,16686200,14787987,1810302,1451592,9227973,696653,559249,252705,306544,344357,33204,79070,585587,91589,493998,1898213,33333,216658,1530281,117941,6179,2686892
2012:Q4,16603035,3121081,71068,13721,490600,3478278,0,342304,1957174,381690,797110,8203097,2327133,0,4417334,1458630,12919,30469,269421,58699,15552,138050,700080,16893011,14977351,1670183,1629217,9459110,674730,553304,248248,305056,360385,32592,78207,519623,93620,426003,1915660,33181,222674,1533784,126021,6467,2968150
2013:Q1,16736968,3378547,59633,13376,438356,3492406,0,331772,1991415,391534,777685,8140490,2327025,0,4380321,1433144,11007,32333,280661,58091,16820,139244,676004,17075714,15098664,1746421,1655110,9512005,650642,544160,247596,296564,352952,32872,70354,534148,94767,439381,1977050,38124,245729,1550262,142935,6756,4344317
2013:Q2,16891022,3505613,60217,11972,418730,3418779,0,283610,1971816,398178,765175,8217254,2376475,0,4376208,1464571,11514,31364,266486,58062,14073,140431,736527,17201011,15238630,1909134,1588597,9560182,639777,471448,207480,263968,394595,32654,56053,586190,83191,502999,1962381,39360,250143,1530786,142092,7261,4447920
2013:Q3,17102474,3683957,62196,10457,416484,3419371,0,277728,1947235,411480,782928,8277840,2408304,0,4376676,1492860,10733,33432,296212,57471,15317,141643,677361,17361779,15393302,1835871,1659743,9777784,636219,423517,184215,239302,402285,32649,67890,557344,79642,477702,1968477,44291,261785,1543712,118689,7711,4752789
2013:Q4,17340424,3768312,73614,10555,392560,3450232,0,305146,1941961,423670,779455,8417618,2490157,0,4390751,1536710,10142,35824,307088,57706,15093,143833,657847,17697893,15668424,1892220,1817539,9863067,581945,460632,210871,249761,435663,32693,59392,525273,74425,450848,2029469,51301,287534,1567133,123501,7921,4924431
2014:Q1,17660578,3966595,64779,10438,402243,3515521,0,352762,1961697,437163,763899,8470648,2551206,0,4404264,1515178,12991,35649,302246,56588,17329,145108,660443,17999849,15945637,1913992,1823364,10061846,639609,446699,205715,240984,420748,32392,62157,544830,87907,456923,2054212,55832,283563,1590945,123872,8099,4999165
2014:Q2,17961473,3977378,64929,9045,430695,3571793,0,387261,1973303,445970,765259,8665645,2638497,0,4459998,1567150,12669,37003,308959,58037,18759,146597,659964,18282061,16189699,1928384,1924187,10125022,638463,438353,201145,237208,470735,31753,69489,563313,103865,459448,2092362,61994,284554,1624993,120821,8330,5181627
2014:Q3,18116079,3973728,64697,9312,414813,3624808,0,448211,1981959,458448,736190,8777821,2691494,0,4487640,1598687,12651,36461,287134,58137,15336,147796,693385,18386320,16294560,1828338,1943925,10248124,628036,435061,198844,236217,478417,32471,76493,623695,118765,504930,2091760,59838,268954,1635119,127849,8593,5271248
2014:Q4,18241326,3793613,75667,9064,403181,3697561,0,502805,1992498,468462,733796,8991783,2819078,0,4528586,1644119,11564,37998,268966,58746,14575,149565,729043,18496051,16402814,1640711,2016748,10440953,607332,429484,191877,237607,502201,31272,79949,654164,139647,514517,2093237,67169,272839,1650013,103216,8614,5451394
2015:Q1,18457064,3815640,67820,10158,414858,3776482,0,507710,2054886,480749,733137,9088251,2883177,10630,4563119,1631325,11385,37769,270503,57538,13625,150945,742090,18659480,16589480,1604488,2050277,10639312,598269,428267,194269,233998,469437,30558,80296,688576,159704,528872,2070000,69679,261222,1642859,96240,8647,5525459
2015:Q2,18429437,3589978,68275,9239,419489,3774866,0,509485,2066408,487997,710976,9292509,2969839,10819,4631524,1680327,11193,38217,268843,58274,14588,153101,730865,18660288,16537850,1545334,2086197,10584271,601044,464586,216790,247796,516474,30936,67546,641462,164021,477441,2122438,75385,257901,1680023,109129,8614,5535632
2015:Q3,18491505,3507165,67611,8253,410820,3800460,0,505872,2085456,500912,708220,9430358,2999761,7539,4696807,1726251,9370,35477,238108,57040,13599,154515,758729,18687160,16569287,1511466,2019092,10731867,581305,473588,215922,257666,503513,30444,75594,642418,179955,462463,2117873,72282,237514,1699716,108361,8260,5541136
2015:Q4,18602744,3292446,74168,8533,428384,3863586,0,537263,2116428,514175,695720,9665370,3104127,4332,4776039,1780872,9877,37582,232482,58677,13063,156176,762400,18897759,16760055,1467772,2119080,10830600,603410,481568,224617,256951,541684,30585,70751,614605,177625,436980,2137704,76159,251694,1704466,105385,7967,5597719
2016:Q1,18965948,3417967,69796,8279,411455,3938626,0,547959,2152113,523998,714556,9785716,3185896,4382,4830478,1764960,9135,30447,232678,57865,14155,157557,832272,19208369,17010549,1405318,2143237,11060346,601623,494580,235329,259251,525724,29766,73065,676890,188337,488553,2197820,73797,255068,1741847,127108,8062,5684230
2016:Q2,19273072,3353616,73267,8661,419051,4026266,0,571832,2180409,541605,732420,10014295,3255872,4071,4935668,1818684,8314,30819,221202,60062,14184,158980,884355,19487085,17260889,1470267,2198612,11054278,613261,500995,239791,261204,591637,30901,76400,724538,209857,514681,2226196,74250,262418,1774628,114900,8302,5710807
2016:Q3,19317070,3224404,65065,8780,439204,4117460,0,619652,2232047,549154,716607,10153070,3272670,5761,5014198,1860441,7931,31703,233185,60425,12117,160469,803257,19530645,17274460,1403411,2213917,11208177,620845,449419,211386,238033,590661,32585,82569,672876,205580,467296,2256185,81527,274588,1794169,105901,8981,5734331
2016:Q4,19298735,3096676,75970,8089,411611,4128337,10,654053,2240052,551678,682544,10268560,3265866,5578,5068328,1928788,7927,33388,233938,61694,11420,161791,799334,19623157,17351904,1340637,2225677,11365101,635921,426311,202995,223316,611125,33528,71640,641964,185255,456709,2271253,101676,287382,1782420,99775,9269,5765154
2017:Q1,19692186,3492548,70172,8534,387130,4184433,0,645694,2284933,555747,698059,10257014,3265747,5063,5095594,1890610,8536,33757,252018,60505,11804,163184,762551,20002689,17678479,1439356,2347432,11523541,633278,421105,200306,220799,568837,33598,64407,646925,185633,461292,2324210,101737,300431,1811910,110132,9705,5876235
2017:Q2,19813394,3374584,70757,9338,434569,4178475,0,602098,2330509,566843,679025,10431568,3314893,6142,5178609,1931924,7568,34583,266383,62684,10597,164531,767757,20143454,17793836,1465414,2376012,11485455,670937,421453,201918,219535,614163,33266,69276,657860,177928,479932,2349618,111819,307233,1841434,89132,10676,5855520
2017:Q3,20027688,3453653,68531,7954,428544,4214770,0,596419,2370442,569865,678044,10545905,3337743,8032,5229473,1970657,7889,34680,283823,63265,11301,166661,740712,20380916,18012617,1486313,2320913,11663084,705385,467738,230224,237514,628000,32116,80231,628837,188102,440735,2368299,115624,311144,1860038,81493,10978,5924060
2017:Q4,20211922,3333996,77174,7789,490741,4275571,0,616024,2409840,578901,670806,10708019,3371196,5489,5280217,2051117,6917,36521,293293,63996,11979,168199,737727,20530235,18145818,1524066,2408870,11664473,722939,385928,187172,198756,639141,31422,104285,664694,179989,484705,2384417,118007,323828,1862876,79706,11196,5985860
2018:Q1,20312871,3460920,68215,8238,505569,4208084,149,612797,2377956,561739,655443,10742127,3402661,8523,5311727,2019216,9035,38406,283178,63501,8524,169417,747657,20716437,18276702,1472958,2473047,11873150,683174,408903,200366,208537,601349,30237,90297,643587,171795,471792,2439735,119147,319743,1876534,124311,11419,6011078
2018:Q2,20140376,3116974,70350,8074,520362,4210941,434,631960,2387984,552406,638157,10911443,3474580,8334,5368723,2059806,9300,38099,281949,65336,8680,170393,728475,20694853,18206965,1390468,2384985,11960282,660926,378229,183081,195148,638737,28840,92985,671513,160457,511056,2487888,121684,336620,1893243,136341,11784,6007842
2018:Q3,20151471,2998714,68041,8235,542645,4200666,239,649330,2369713,534815,646569,11014209,3490927,11032,5408777,2103473,9287,38720,288217,64323,8722,171673,738019,20692609,18226681,1353475,2338104,12063220,642687,370511,174623,195888,613075,28539,98548,718522,155414,563108,2465928,127152,359929,1853755,125092,12539,6076936
2018:Q4,20434803,2802596,82044,7560,701992,4350736,179,737043,2449673,533454,630387,11274464,3659585,11309,5440415,2163155,9095,34893,241035,65418,8247,172090,684633,20969262,18503713,1418874,2465255,12193983,646730,338255,157502,180753,632800,27763,109672,670381,150681,519700,2465549,104406,311438,1926627,123078,12393,6195483
2019:Q1,20605739,2891139,69871,8329,724825,4420709,271,736739,2504629,525655,653415,11271611,3673310,10579,5462408,2125314,4813,39560,267909,62767,9617,173428,661161,21238296,18685259,1406522,2416237,12422273,640398,331446,153348,178098,572530,26223,105461,764169,137385,626784,2553037,112002,345116,1957418,138501,12982,6176526
2019:Q2,20807851,2724653,71488,8946,758779,4526406,429,770159,2580627,511708,663483,11468597,3747617,12430,5536756,2171794,4758,41144,273732,63594,10203,175484,680067,21434715,18852815,1358452,2459752,12513904,664654,341802,160445,181357,589544,25267,108906,790534,140670,649864,2581900,110389,347089,2002060,122362,12670,6334490
