1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q1,0,0,0,0,0,0,-964,-964,3996,0,3996,0,37728,0,12612,17716,7400,0,0,16032,16032,0,0,0,0,0,23647,30420,13769,23647,30420,13769
1986:Q2,-24,-24,400,400,0,0,-1680,-1680,3964,0,3964,0,39680,0,15180,16412,8088,0,0,11616,11616,0,0,0,0,0,28081,33276,21721,28081,33276,21721
1986:Q3,0,0,800,800,120,120,-1676,-1676,3740,0,3740,0,46416,0,20088,18716,7612,0,0,9736,9736,0,20,20,0,0,31204,41616,3348,31204,41616,3348
1986:Q4,-80,-80,0,0,0,0,-976,-976,3328,0,3328,0,45004,0,18756,22864,3384,0,0,18324,18324,0,120,120,0,0,40231,34052,-23700,40231,34052,-23700
1987:Q1,68,68,0,0,0,0,-116,-116,5100,0,5100,0,42360,0,25100,18820,-1560,0,0,34752,34752,0,1200,1200,0,0,-49715,26924,-7696,-49715,26924,-7696
1987:Q2,-48,-48,0,0,0,0,1360,1360,5652,0,5652,0,43468,0,22548,27936,-7016,0,0,32728,32728,0,1800,1800,0,0,38016,32524,1051,38016,32524,1051
1987:Q3,24,24,0,0,0,0,1240,1240,5228,0,5228,0,41960,0,21252,28192,-7484,0,0,35548,35548,0,2600,2600,0,0,26308,29432,20027,26308,29432,20027
1987:Q4,12,12,0,0,0,0,3604,3604,9464,0,9464,0,37836,0,23196,19084,-4444,0,0,31144,31144,0,432,432,0,0,136488,35520,23698,136488,35520,23698
1988:Q1,-60,-60,0,0,0,0,-548,-548,7412,0,7412,0,33552,0,11064,23772,-1284,0,0,-17376,-17376,0,-2000,-2000,0,0,67656,27992,39013,67656,27992,39013
1988:Q2,0,0,0,0,0,0,220,220,6220,0,6220,0,29116,0,10904,18204,8,0,0,2080,2080,0,-2800,-2800,0,0,8518,30316,34357,8518,30316,34357
1988:Q3,-4,-4,0,0,0,0,644,644,4724,0,4724,0,27912,0,16688,10356,868,0,0,-22756,-22756,0,-5000,-5000,0,0,16226,33952,30948,16226,33952,30948
1988:Q4,-8,-8,0,0,0,0,1396,1396,4816,0,4816,0,29932,0,20112,7804,2016,0,0,21996,21996,0,4848,4848,0,0,-1779,30648,48744,-1779,30648,48744
1989:Q1,4,4,1400,1400,0,0,-376,-376,4652,0,4652,0,31728,0,9032,17280,5416,0,0,24764,24764,0,6736,6736,0,0,25781,24804,37138,25781,24804,37138
1989:Q2,8,8,12600,12600,0,0,436,436,2980,0,2980,0,33308,0,11776,13156,8376,0,0,11220,11220,0,7436,7436,0,0,19729,29610,27961,19729,29610,27961
1989:Q3,8,8,0,0,0,0,504,504,2696,0,2696,0,32544,0,16180,9948,6416,0,0,16544,16544,0,7596,7596,0,0,26084,34628,50600,26084,34628,50600
1989:Q4,-24,-24,0,0,0,0,2692,2692,8464,0,8464,0,29436,0,10284,16928,2224,0,0,9756,9756,0,7304,7304,0,0,7787,35374,55303,7787,35374,55303
1990:Q1,4,4,0,0,0,0,-1412,-1412,2252,0,2252,0,26504,0,31964,-4088,-1372,0,0,22124,22124,0,6896,6896,0,0,65209,25404,34233,65209,25404,34233
1990:Q2,20,20,0,0,0,0,56,56,4080,0,4080,0,23756,0,2140,27492,-5876,0,0,-2744,-2744,0,5056,5056,0,0,18045,35217,38445,18045,35217,38445
1990:Q3,-8,-8,0,0,0,0,-156,-156,5652,0,5652,0,22624,0,13564,15000,-5940,0,0,28684,28684,0,5496,5496,0,0,63883,32525,64186,63883,32525,64186
1990:Q4,-20,-20,6000,6000,0,0,1972,1972,8288,0,8288,0,23104,0,9868,15008,-1772,0,0,8624,8624,0,6756,6756,0,0,66923,38210,73314,66923,38210,73314
1991:Q1,0,0,0,0,0,0,-504,-504,5180,0,5180,0,15124,0,1496,10660,2968,0,0,7056,7056,0,10736,10736,0,0,23396,25520,30524,23396,25520,30524
1991:Q2,16,16,0,0,0,0,-892,-892,5196,0,5196,0,9328,0,3604,-928,6652,0,0,18916,18916,0,13856,13856,0,0,16243,31187,64748,16243,31187,64748
1991:Q3,0,0,0,0,0,0,-892,-892,5188,0,5188,0,9148,0,3736,-1572,6984,0,0,23328,23328,0,12936,12936,0,0,2624,32980,73108,2624,32980,73108
1991:Q4,-12,-12,0,0,0,0,-520,-520,5192,0,5192,0,14584,0,10508,688,3388,0,0,21560,21560,0,10760,10760,0,0,52817,33073,78179,52817,33073,78179
1992:Q1,-8,-8,0,0,0,0,-228,-228,7776,0,7776,0,19728,0,8192,10560,976,0,0,8648,8648,0,9640,9640,0,0,152784,26655,70225,152784,26655,70225
1992:Q2,12,12,0,0,0,0,-60,-60,7712,0,7712,0,24592,0,10504,15664,-1576,0,0,5656,5656,0,9504,9504,0,0,-7616,34184,66013,-7616,34184,66013
1992:Q3,-8,-8,0,0,0,0,132,132,7628,0,7628,0,24984,0,11456,16188,-2660,0,0,1000,1000,0,9880,9880,0,0,93352,29389,45578,93352,29389,45578
1992:Q4,-8,-8,-8000,-8000,0,0,348,348,7568,0,7568,0,20904,0,9012,12308,-416,0,0,-15372,-15372,0,10648,10648,0,0,31042,33625,71049,31042,33625,71049
1993:Q1,-8,-8,0,0,0,0,472,472,6388,0,6388,0,17168,0,6868,8748,1552,0,0,21524,21524,0,10616,10616,0,0,-76503,32375,64935,-76503,32375,64935
1993:Q2,12,12,0,0,0,0,480,480,5916,0,5916,0,13772,0,5032,6004,2736,0,0,8684,8684,0,11416,11416,0,0,55706,34414,72770,55706,34414,72770
1993:Q3,0,0,0,0,0,0,480,480,11032,0,11032,0,13480,0,4700,5516,3264,0,0,6652,6652,0,12416,12416,0,0,31538,23658,57927,31538,23658,57927
1993:Q4,-16,-16,0,0,0,0,492,492,1396,0,1396,0,16284,0,6196,7252,2836,0,0,18716,18716,0,14812,14812,0,0,-4135,31229,75449,-4135,31229,75449
1994:Q1,-4,-4,0,0,0,0,552,552,6576,0,6576,0,14236,0,6520,5596,2120,0,0,28740,28740,0,13336,13336,0,0,109739,29606,87643,109739,29606,87643
1994:Q2,0,0,0,0,0,0,592,592,3256,0,3256,0,14000,0,6368,5724,1908,0,0,26424,26424,0,12368,12368,0,0,-57037,31754,85775,-57037,31754,85775
1994:Q3,8,8,0,0,0,0,564,564,11236,0,11236,0,14000,0,6480,5728,1792,0,0,8256,8256,0,11544,11544,0,0,-66401,24109,111646,-66401,24109,111646
1994:Q4,-12,-12,0,0,-120,-120,576,576,6140,0,6140,0,15952,0,7044,6540,2368,0,0,63300,63300,0,9508,9508,0,0,-66559,35223,17874,-66559,35223,17874
1995:Q1,8,8,0,0,0,0,724,724,9268,0,9268,0,36048,0,17236,14516,4296,0,0,80,80,0,5428,5428,0,0,30601,26131,61086,30601,26131,61086
1995:Q2,4,4,0,0,0,0,760,760,9504,0,9504,0,35560,0,17048,14340,4172,0,0,-16216,-16216,0,5436,5436,0,0,56643,34042,90322,56643,34042,90322
1995:Q3,-12,-12,8600,8600,0,0,776,776,2828,0,2828,0,-9196,0,-5776,-3352,-68,0,0,-128,-128,0,5428,5428,0,0,122308,25703,90121,122308,25703,90121
1995:Q4,-4,-4,0,0,0,0,780,780,4020,0,4020,0,20804,0,9720,8484,2600,0,0,12732,12732,0,5436,5436,0,0,95004,110060,73252,95004,110060,73252
1996:Q1,12,12,0,0,0,0,728,728,-2120,0,-2120,0,10804,0,5452,4424,928,0,0,2872,2872,0,5428,5428,0,0,82841,-27008,108984,82841,-27008,108984
1996:Q2,-12,-12,0,0,0,0,792,792,1444,0,1444,0,5788,0,3080,2416,292,0,0,7288,7288,0,5428,5428,0,0,72471,20537,92508,72471,20537,92508
1996:Q3,0,0,-1800,-1800,0,0,776,776,2732,0,2732,0,20840,0,10648,8404,1788,0,0,23268,23268,0,5432,5432,0,0,92292,34928,107260,92292,34928,107260
1996:Q4,-8,-8,0,0,0,0,756,756,18520,0,18520,0,-11184,0,-8168,-3916,900,0,0,-22756,-22756,0,5424,5424,0,0,80136,29732,100420,80136,29732,100420
1997:Q1,8,8,-2072,-2072,0,0,268,268,8564,0,8564,0,9684,0,4476,3972,1236,0,0,-25048,-35868,10820,9700,9700,0,0,88947,28205,74533,88947,28205,74533
1997:Q2,0,0,0,0,236,236,292,292,11200,0,11200,0,5424,0,2532,2344,548,0,0,20700,-2512,23212,5796,5796,0,0,104051,33114,66577,104051,33114,66577
1997:Q3,0,0,0,0,132,132,312,312,11140,0,11140,0,22036,0,10972,8932,2132,0,0,13500,-3996,17496,5796,5796,0,0,96621,24393,68895,96621,24393,68895
1997:Q4,-12,-12,0,0,0,0,340,340,10108,0,10108,0,-17948,0,-9980,-6864,-1104,0,0,23900,12236,11664,12256,12256,0,0,99107,29824,109183,99107,29824,109183
1998:Q1,8,8,0,0,28,28,-156,-156,4040,0,4040,0,15912,0,5136,6940,3836,0,0,16904,-7332,24236,17428,17428,0,0,113544,35758,95790,113544,35758,95790
1998:Q2,-8,-8,0,0,1928,1928,1204,1204,1616,0,1616,0,4572,0,-512,2416,2668,0,0,-29192,-42384,13192,18000,18000,0,0,124026,36599,118586,124026,36599,118586
1998:Q3,-12,-12,0,0,1108,1108,-2000,-2000,9128,0,9128,0,13504,0,3816,5888,3800,0,0,-27704,-25860,-1844,18188,18188,0,0,92530,24780,116758,92530,24780,116758
1998:Q4,8,8,0,0,236,236,-4536,-4536,14680,0,14680,0,-16944,0,-12624,-6204,1884,0,0,16228,-15920,32148,-2092,-2092,0,0,66761,27783,93109,66761,27783,93109
1999:Q1,12,12,-4000,-4000,4696,4696,4820,4820,-396,0,-396,0,1872,0,-444,1272,1044,0,0,4884,-3276,8160,-12456,-12456,0,0,159150,35009,122803,159150,35009,122803
1999:Q2,-12,-12,0,0,6432,6432,332,332,-1284,0,-1284,0,11788,0,5156,4940,1692,0,0,-6740,-20752,14012,-15864,-15864,0,0,117416,38122,130834,117416,38122,130834
1999:Q3,4,4,-4000,-4000,2124,2124,176,176,18404,0,18404,0,16084,0,7124,6608,2352,0,0,17800,17080,720,-20148,-20148,0,0,91160,26443,130738,91160,26443,130738
1999:Q4,4,4,-4000,-4000,0,0,3124,3124,11148,0,11148,0,-19668,0,-11568,-7356,-744,0,0,-49136,-72592,23456,-25012,-25012,0,0,104771,30407,135478,104771,30407,135478
2000:Q1,0,0,0,0,2884,2884,-2972,-2972,8188,1664,5560,4292,33884,11972,15224,1772,792,26168,1900,-19688,-22624,2936,-8056,-8056,0,0,1981,34231,116469,1981,34231,116469
2000:Q2,-8,-8,-8000,-8000,12296,12296,772,772,11228,1660,8600,4288,44396,11972,21188,5952,1148,26176,1904,-39364,-32816,-6548,-27116,-27116,0,0,176021,39710,88224,176021,39710,88224
2000:Q3,0,0,-4000,-4000,6068,6068,-592,-592,16968,1656,14344,4280,37472,11972,17556,3316,508,26168,1896,-41924,-37136,-4788,-21164,-21164,0,0,144206,22619,-59047,144206,22619,-59047
2000:Q4,0,0,-4000,-4000,8560,8560,3240,3240,10960,1660,8332,4288,1288,11972,-1064,-10900,-2844,26168,1900,-55824,-41272,-14552,-20032,-20032,0,0,163093,110995,196797,163093,110995,196797
2001:Q1,0,0,0,0,11188,11188,-3292,-3292,-4568,1800,-7416,4648,62596,24456,31252,3704,1680,48216,2200,-89192,-69288,-19904,-8920,-8920,0,0,196152,-41502,78314,196152,-41502,78314
2001:Q2,-8,-8,0,0,23716,23716,-1080,-1080,27312,1796,24464,4644,81176,24464,42244,10916,2052,48224,2204,35816,32928,2888,-25672,-25672,0,0,111744,28823,59915,111744,28823,59915
2001:Q3,4,4,0,0,12364,12364,3172,3172,24016,1800,21168,4648,121252,24456,61460,27008,6836,48208,2196,-137816,-117864,-19952,-28544,-28544,0,0,76105,33178,91194,76105,33178,91194
2001:Q4,0,0,0,0,11624,11624,-596,-596,4256,1792,1408,4640,56612,24456,28388,1684,580,48216,2200,81120,73836,7284,-35196,-35196,0,0,132698,36958,215750,132698,36958,215750
2002:Q1,-4,-4,0,0,32272,32272,1328,1328,5632,1440,3352,3720,52264,10480,26448,12572,3448,18276,2000,76760,78968,-2208,19828,19828,0,0,69252,37453,62151,69252,37453,62151
2002:Q2,0,0,0,0,20844,20844,-520,-520,24460,1440,22184,3716,76156,10480,39044,22088,5228,18272,2004,-85524,-71056,-14468,-9488,-9488,0,0,29222,32201,211810,29222,32201,211810
2002:Q3,-24,-24,0,0,14308,14308,2880,2880,10916,1432,8636,3712,83152,10476,42356,24936,6072,18268,1996,-137100,-118872,-18228,17416,17416,0,0,50159,38571,-189928,50159,38571,-189928
2002:Q4,4,4,0,0,12248,12248,-72,-72,3536,1440,1260,3716,52352,10480,26640,12780,3140,18272,2000,49800,45888,3912,-21656,-21656,0,0,182645,38980,545841,182645,38980,545841
2003:Q1,-4,-4,0,0,23136,23136,2764,2764,10948,1328,8852,3424,72704,9156,38828,24812,6608,9308,2304,-9436,-20536,11100,14148,14148,25284,25284,-42663,34005,-225451,-42663,34005,-225451
2003:Q2,8,8,0,0,26152,26152,1364,1364,9572,1324,7472,3424,56032,9160,30940,18228,4416,9312,2296,125640,98560,27080,-14212,-14212,23520,23520,47768,23724,905465,47768,23724,905465
2003:Q3,-4,-4,0,0,15928,15928,72,72,28004,1324,25908,3420,84412,9156,45316,29436,7204,9308,2304,52060,34232,17828,-5280,-5280,20446,20446,147915,52095,186152,147915,52095,186152
2003:Q4,0,0,0,0,20344,20344,-384,-384,4820,1324,2724,3420,19312,9156,12548,3700,620,9304,2296,127276,100612,26664,4668,4668,9194,9194,74379,61960,297476,74379,61960,297476
2004:Q1,8,8,0,0,29880,29880,-296,-296,12096,1352,9956,3492,46908,1096,22448,17612,5568,2408,-32,-21696,-33764,12068,-9108,-9108,20696,20696,55718,36072,219344,55718,36072,219344
2004:Q2,-4,-4,0,0,18976,18976,3096,3096,860,1348,-1276,3484,56184,1100,28268,21172,5464,2408,-28,25488,15408,10080,13600,13600,22570,22570,86347,29844,-217536,86347,29844,-217536
2004:Q3,-4,-4,0,0,14384,14384,1340,1340,13728,1348,11588,3488,103648,1092,56368,39864,6136,2404,-32,-42392,-49124,6732,-11932,-11932,18764,18764,125270,34393,553318,125270,34393,553318
2004:Q4,8,8,0,0,11756,11756,1880,1880,23572,1348,21436,3484,2512,1096,92,24,1120,2404,-32,100636,79704,20932,-5024,-5024,7538,7538,73853,61679,-361738,73853,61679,-361738
2005:Q1,-16,-16,0,0,27252,27252,1056,1056,8032,-168,7672,192,65624,25168,38732,11964,3548,31216,5332,-2120,-7044,4924,-4604,-4604,31283,31283,107560,25593,72476,107560,25593,72476
2005:Q2,0,0,0,0,10148,10148,2840,2840,5588,-172,5228,188,75184,25172,44036,15600,4164,31228,5328,6012,-2884,8896,-6364,-6364,5629,5629,113412,22490,398831,113412,22490,398831
2005:Q3,0,0,0,0,11648,11648,-2956,-2956,20064,-172,19708,184,145788,25168,80932,43168,10308,31216,5332,25316,11972,13344,9280,9280,25356,25356,81911,33717,527813,81911,33717,527813
2005:Q4,8,8,0,0,10700,10700,2560,2560,9420,-172,9060,188,72276,25168,42668,14148,4084,31216,5328,27240,16728,10512,-5852,-5852,29796,29796,72384,91793,65881,72384,91793,65881
2006:Q1,0,0,0,0,16936,16936,796,796,29688,1160,26072,4776,-19460,-10852,-12224,5720,3968,-25296,-2480,-3932,-20136,16204,1980,1980,18123,18123,57518,24399,-182008,57518,24399,-182008
2006:Q2,-8,-8,0,0,45576,45576,724,724,19868,1156,16252,4772,-768,-10852,-2668,13016,5804,-25300,-2472,-20532,-26732,6200,1984,1984,13054,13054,55339,26513,246032,55339,26513,246032
2006:Q3,0,0,0,0,8428,8428,228,228,13204,1160,9588,4776,-2792,-10852,-3572,12240,5468,-25300,-2480,-5608,-20256,14648,1980,1980,16632,16632,53973,16968,384677,53973,16968,384677
2006:Q4,0,0,0,0,16880,16880,656,656,8120,1156,4504,4772,-35356,-10856,-20308,-652,2532,-25304,-2480,7104,-11748,18852,1984,1984,24515,24515,50972,109708,378249,50972,109708,378249
2007:Q1,0,0,0,0,9936,9936,2144,2144,17864,1140,16188,2816,14060,-2644,9144,12092,4424,-14044,-200,28840,20512,8328,4536,4536,18609,18609,-6863,8248,404655,-6863,8248,404655
2007:Q2,0,0,0,0,17316,17316,120,120,6120,1140,4448,2812,14332,-2648,9320,12272,4348,-14052,-204,61652,33908,27744,4544,4544,16176,16176,-6588,82741,-217705,-6588,82741,-217705
2007:Q3,0,0,0,0,11344,11344,1864,1864,25428,1140,23752,2816,14628,-2648,8804,12516,4916,-14052,-204,30164,22540,7624,4540,4540,36710,36710,-5795,18401,459440,-5795,18401,459440
2007:Q4,0,0,0,0,1068,1068,0,0,11960,1136,10288,2808,-26508,-2648,-12332,-3600,1032,-14052,-204,10036,8848,1188,4544,4544,23641,23641,-4740,80689,155395,-4740,80689,155395
2008:Q1,0,0,0,0,-4932,-4932,5344,5344,38768,1672,36972,3468,40836,4176,20156,12504,5236,6660,456,-76792,-42720,-34072,14736,14736,21196,21196,104492,22584,-10699,104492,22584,-10699
2008:Q2,0,0,0,0,18920,18920,1568,1568,-1240,1668,-3040,3468,53120,4176,27440,18584,4160,6656,456,-2760,-13032,10272,14736,14736,19093,19093,102679,-28781,27737,102679,-28781,27737
2008:Q3,0,0,0,0,-47752,-47752,-724,-724,11120,1664,9324,3460,71632,4172,36716,24956,7028,6656,448,-93340,-50604,-42736,14736,14736,42709,42709,102474,9042,241678,102474,9042,241678
2008:Q4,0,0,0,0,-30888,-30888,6500,6500,3564,1668,1768,3464,-18256,4176,-6164,-12412,-2616,6656,456,-131132,-64112,-67020,14744,14744,23010,23010,101805,63987,255843,101805,63987,255843
2009:Q1,0,0,0,0,-42456,-42456,-1972,-1972,12456,452,11172,1736,-16068,-4208,5556,-5408,-11124,-11076,1776,43420,57628,-14208,-8608,-8608,2958,2958,39211,61242,134349,39211,61242,134349
2009:Q2,0,0,0,0,-27460,-27460,-6616,-6616,5152,448,3868,1732,-9976,-4208,7732,-2592,-10032,-11068,1776,156440,105364,51076,-8604,-8604,14176,14176,37820,-37159,977035,37820,-37159,977035
2009:Q3,0,0,12000,12000,-32920,-32920,-1528,-1528,22208,444,20928,1724,-4812,-4212,10204,-612,-9304,-11080,1768,152404,105704,46700,-8604,-8604,23358,23358,37872,7061,361082,37872,7061,361082
2009:Q4,0,0,0,0,-27532,-27532,-9420,-9420,-3176,448,-4460,1732,-21376,-4208,-336,-7256,-8692,-11076,1776,102448,84236,18212,-8604,-8604,25776,25776,38221,36460,184534,38221,36460,184534
2010:Q1,0,0,0,0,-8380,-8380,10008,10008,4336,1320,2476,3180,-17552,-5400,-50528,7404,29028,-12068,3212,22968,4956,18012,15380,15380,13727,13727,-17264,58491,334250,-17264,58491,334250
2010:Q2,0,0,0,0,-27104,-27104,3584,3584,19788,1324,17928,3184,12692,-5400,-36344,19772,32724,-12072,3212,-66048,-34192,-31856,15384,15384,11994,11994,-18988,-112851,-10225,-18988,-112851,-10225
2010:Q3,0,0,0,0,-8728,-8728,-11600,-11600,24884,1316,23024,3176,3892,-5400,-39360,16080,30632,-12068,3208,56784,17776,39008,15388,15388,34285,34285,-22505,-2736,559298,-22505,-2736,559298
2010:Q4,0,0,0,0,-12304,-12304,8612,8612,5324,1316,3464,3176,-29456,-5404,-56656,3156,27504,-12076,3212,43068,11992,31076,15380,15380,29930,29930,-24671,122684,350569,-24671,122684,350569
2011:Q1,0,0,0,0,-500,-500,1496,1496,11096,1392,8936,3552,9680,3784,9712,-2852,-9160,6504,9260,49540,27656,21884,2960,2960,18261,18261,-3913,44913,291489,-3913,44913,291489
2011:Q2,0,0,0,0,-9344,-9344,1924,1924,10504,1384,8340,3548,64552,3784,35240,19376,-2048,6504,9264,17800,19812,-2012,2960,2960,-18718,-18718,-3889,256384,188103,-3889,256384,188103
2011:Q3,0,0,0,0,-20384,-20384,-5000,-5000,27852,1392,25692,3552,41576,3776,23624,10356,-4380,6492,9260,-11972,16160,-28132,2960,2960,53338,53338,-3376,-362392,157437,-3376,-362392,157437
2011:Q4,0,0,0,0,1424,1424,-280,-280,9440,1384,7280,3544,71516,3784,40356,21992,-2812,6504,9260,32928,21440,11488,2960,2960,21244,21244,-4816,134479,580335,-4816,134479,580335
2012:Q1,0,0,0,0,-5012,-5012,7344,7344,7572,2212,5924,3860,-10104,3804,-22532,-6020,11612,9124,1516,15092,5908,9184,-12320,-12320,14193,14193,19322,43630,160954,19322,43630,160954
2012:Q2,0,0,0,0,9824,9824,7484,7484,-6504,2204,-8152,3852,22756,3800,-8948,7928,16940,9116,1520,-13540,3076,-16616,-12324,-12324,17161,17161,13923,-119330,114595,13923,-119330,114595
2012:Q3,0,0,0,0,4452,4452,1640,1640,27036,2208,25388,3856,18456,3800,-9952,6328,15252,9116,1512,6504,3384,3120,-12320,-12320,8620,8620,7835,-10080,443383,7835,-10080,443383
2012:Q4,0,0,0,0,-11948,-11948,-13804,-13804,-1808,2204,-3456,3852,59316,3800,10800,22808,18876,9116,1516,176,2812,-2636,-12320,-12320,13409,13409,1935,271287,104418,1935,271287,104418
2013:Q1,0,0,0,0,4040,4040,3988,3988,5036,1936,3008,3964,-17872,1152,25200,-11816,-28132,-5688,3716,1232,-2464,3696,-2476,-2476,14106,14106,140415,-77219,438298,140415,-77219,438298
2013:Q2,0,0,0,0,-27596,-27596,7608,7608,11300,1928,9272,3956,15156,1148,40464,1492,-23676,-5700,3724,-13076,-4372,-8704,-2468,-2468,-4571,-4571,130567,251956,176077,130567,251956,176077
2013:Q3,0,0,0,0,-4800,-4800,-4020,-4020,26128,1936,24104,3960,208,1148,33828,-4652,-25844,-5692,3716,-6608,-3056,-3552,-2472,-2472,11381,11381,120026,147741,378920,120026,147741,378920
2013:Q4,0,0,0,0,-7732,-7732,4436,4436,5708,1928,3680,3956,-9212,1148,29744,-8684,-27140,-5700,3716,9160,-2936,12096,-2472,-2472,27712,27712,109754,-369126,388376,109754,-369126,388376
2014:Q1,0,0,0,0,-12260,-12260,3920,3920,23636,1668,20612,4692,5832,3836,-6832,6348,10352,152,-352,-19780,-3076,-16704,-2864,-2864,15191,15191,39499,17861,337729,39499,17861,337729
2014:Q2,0,0,0,0,15688,15688,5496,5496,21676,1672,18652,4696,32300,3844,3312,17852,15176,156,-352,-13060,-3716,-9344,-2868,-2868,15876,15876,41490,-117762,143088,41490,-117762,143088
2014:Q3,0,0,0,0,11884,11884,-2636,-2636,11420,1660,8400,4680,26928,3836,1044,15404,14516,152,-352,-6692,-4700,-1992,-2864,-2864,10329,10329,43509,19110,71887,43509,19110,71887
2014:Q4,0,0,0,0,15284,15284,-1880,-1880,2868,1668,-156,4692,-6776,3836,-14764,1328,10704,148,-356,-12344,-4572,-7772,-2864,-2864,116,116,45339,153183,290481,45339,153183,290481
2015:Q1,0,0,0,0,12176,12176,4440,4440,13416,2084,11656,3844,-1176,4512,16072,-5452,-13340,3196,2860,-7540,-6508,-1032,15160,15160,1122,1122,66395,155075,202574,66395,155075,202574
2015:Q2,0,0,0,0,-3280,-3280,3460,3460,-400,2084,-2156,3840,35140,4512,33148,8596,-8156,3196,2868,-5820,-6708,888,15164,15164,-5454,-5454,61758,145519,24532,61758,145519,24532
2015:Q3,0,0,0,0,-15788,-15788,-880,-880,18584,2084,16824,3844,44828,4508,38964,11728,-7400,3184,2860,-9884,-7064,-2820,15160,15160,12794,12794,57121,183797,40127,57121,183797,40127
2015:Q4,0,0,0,0,18412,18412,-124,-124,-1176,2080,-2932,3836,1160,4512,17052,-5652,-11784,3196,2860,-4012,-7060,3048,15164,15164,21078,21078,52495,-458979,423360,52495,-458979,423360
2016:Q1,0,0,0,0,-3388,-3388,4736,4736,23352,-8496,20160,-5304,41828,12080,30972,5572,-4024,20192,1196,20064,10300,9764,8824,8824,9869,9869,54832,6325,233411,54832,6325,233411
2016:Q2,0,0,0,0,6988,6988,3280,3280,22600,-8488,19408,-5296,53208,12084,35960,10084,-2140,20196,1192,7152,10456,-3304,8820,8820,14315,14315,55393,-130210,222633,55393,-130210,222633
2016:Q3,0,0,0,0,1468,1468,-3860,-3860,8800,-8500,5612,-5312,63804,12076,40012,14712,-224,20188,1192,6232,10328,-4096,8828,8828,12488,12488,56020,16639,304183,56020,16639,304183
2016:Q4,0,0,0,0,21624,21624,-5448,-5448,11068,-8496,7876,-5304,16824,12080,17292,-4120,-5652,20192,1192,104012,9004,95008,8824,8824,14792,14792,56885,79198,218843,56885,79198,218843
2017:Q1,0,0,0,0,10232,10232,5496,5496,27084,-660,22520,3904,14688,21428,1532,-10496,-2532,37232,10380,-12964,-4748,-8216,19168,19168,7864,7864,-64038,97928,296439,-64038,97928,296439
2017:Q2,0,0,0,0,15128,15128,1688,1688,8520,-664,3952,3904,96024,21432,39980,22544,7328,37228,10376,108,-5112,5220,19164,19164,-612,-612,-66079,159837,162101,-66079,159837,162101
2017:Q3,0,0,0,0,29592,29592,228,228,11184,-660,6620,3904,222248,21428,107788,71556,16724,37232,10376,15500,-5036,20536,19164,19164,22049,22049,-68181,-397644,161925,-68181,-397644,161925
2017:Q4,0,0,0,0,-7132,-7132,-288,-288,22732,-668,18168,3896,-29808,21428,-22836,-27752,-5392,37224,10376,31312,-5076,36388,19168,19168,8919,8919,-70297,163706,202838,-70297,163706,202838
2018:Q1,0,0,0,0,10788,10788,9736,9736,40664,-1464,34692,4508,35140,1812,15492,7436,-3844,8756,9112,-12468,764,-13232,-34552,-34552,16129,16129,74308,-108864,-67783,74308,-108864,-67783
2018:Q2,0,0,0,0,5716,5716,-596,-596,6900,-1464,928,4508,49284,1816,18880,13864,484,8764,9108,5376,1000,4376,-34556,-34556,13793,13793,75190,-129867,299446,75190,-129867,299446
2018:Q3,0,0,0,0,3228,3228,3388,3388,28204,-1468,22236,4500,81620,1808,36136,26480,2952,8752,9108,31756,1000,30756,-34556,-34556,11260,11260,76122,-30909,478901,76122,-30909,478901
2018:Q4,0,0,0,0,-7384,-7384,-4932,-4932,31276,-1468,25304,4504,10196,1812,1100,-2116,-4840,8756,9108,-43948,128,-44076,-34556,-34556,14450,14450,77210,56992,182244,77210,56992,182244
2019:Q1,0,0,0,0,13516,13516,5840,5840,20620,792,18116,3296,23020,5476,2592,6236,7184,10472,2012,20564,-8460,29024,-4576,-4576,3642,3642,75026,69924,259814,75026,69924,259814
2019:Q2,0,0,0,0,-1828,-1828,-2780,-2780,12948,792,10440,3300,57520,5472,18428,20420,11656,10472,2016,-5752,-8684,2932,-4572,-4572,9636,9636,73922,185959,259817,73922,185959,259817
2019:Q3,0,0,0,0,4224,4224,3496,3496,12184,792,9680,3296,27860,5476,2384,9076,9396,10468,2012,-19444,-8824,-10620,-4580,-4580,19210,19210,72778,-412816,258742,72778,-412816,258742
2019:Q4,0,0,0,0,8208,8208,-484,-484,24684,788,22180,3292,67516,5472,24604,24344,11560,10468,2012,-3532,-8716,5184,-4576,-4576,25008,25008,71604,-13451,258747,71604,-13451,258747
2020:Q1,0,0,0,0,25408,25408,10084,10084,13144,5808,10148,8804,28596,-3272,8480,11072,4060,3836,-2124,7056,15480,-8424,-2740,-2740,12278,12278,-6652,-61121,258700,-6652,-61121,258700
2020:Q2,0,0,0,0,17680,17680,-3812,-3812,18452,5812,15460,8804,75136,-3268,29912,30248,9980,3844,-2116,19920,14180,5740,-2740,-2740,-2695,-2695,-6332,-82279,258706,-6332,-82279,258706
2020:Q3,0,0,0,0,31880,31880,-1640,-1640,27840,5804,24844,8800,117160,-3276,52588,46628,12960,3832,-2124,27636,14740,12896,-2740,-2740,15108,15108,-6376,-9041,257928,-6376,-9041,257928
