1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q2,42683,7779,43761,21750,-14062,3039,2270,-7142,9298,114,-2686,-245,3222,27610,-125,2988,-1904,4892,4848,10444,195,45823,3307,42516,-69,0,-35505,-38069,2564,-5596,-5594,-2,-4010
2011:Q3,47110,8135,51831,-2409,7960,-9069,4601,11443,11786,-18628,607,-915,2480,69875,1468,-22767,-13766,-9001,-22688,-28582,-125,-21807,-5237,-16570,738,0,-7388,-8066,678,5894,5107,787,-35543
2011:Q4,41894,8383,-66563,13829,-23476,-2241,-7504,6414,-10172,-3746,-2355,-204,-2483,-48787,1060,5598,8424,-2826,-64851,-65222,28,-19940,4155,-24095,8,0,-45318,-48729,3411,371,-288,659,35224
2012:Q1,37317,8752,15098,23189,-20620,-50508,-1794,3060,-3422,-1432,19792,892,3143,32988,6134,1882,22303,-20421,-25903,-29976,-78,36221,-4044,40265,-236,0,-65883,-45992,-19891,4073,3001,1072,-12436
2012:Q2,36186,8979,-37920,32062,-17489,31,-37264,-24778,-16630,4144,-23,-486,1235,50164,1066,-67216,-33974,-33242,-94330,-90542,-86,-79932,-164,-79768,-109,0,-10415,-2571,-7844,-3788,-3688,-100,-29203
2012:Q3,39455,8968,191887,-1398,-4677,160,6129,3504,738,1887,54856,23,2071,164926,1451,-31654,96841,-128495,277102,268776,119,214379,29945,184434,-503,0,54781,145468,-90687,8326,9118,-792,115702
2012:Q4,33894,9128,39289,11921,-33164,618,-402,-1579,2235,-1058,-3447,17,418,-16130,-1326,80784,82695,-1911,21965,29432,-5,-14944,2378,-17322,39,0,44342,47742,-3400,-7467,-8069,602,7443
2013:Q1,37069,8061,80077,-2744,20866,-482,3412,1216,2848,-652,654,-1816,7121,7734,1238,44094,44643,-549,48470,50686,-18,-5943,1307,-7250,13,0,56634,62832,-6198,-2216,-1760,-456,-2600
2013:Q2,26563,7953,-33257,-450,-28543,-2992,12495,9258,-245,3482,4747,-108,1615,-15627,287,-4681,-3282,-1399,-43412,-37316,-1,-35225,-7176,-28049,216,0,-2306,-3598,1292,-6096,-5336,-760,8456
2013:Q3,29798,8109,11063,16899,10622,2698,2469,-1390,4088,-229,-10220,-1212,3944,7368,1129,-22634,-41110,18476,-6858,396,0,-8647,-1192,-7455,-107,0,9150,4276,4874,-7254,-6880,-374,3768
2013:Q4,30656,8291,35308,35393,-27574,-2072,3410,-83,2741,752,-13417,-752,2506,31606,2403,3805,3437,368,24253,27252,0,40307,-12823,53130,-103,0,-12952,-12856,-96,-2999,-3071,72,11310
2014:Q1,31641,7502,39274,9400,-350,-173,-5268,-411,-2379,-2478,-2663,2882,282,42788,1183,-8807,-4017,-4790,-630,-1598,-5,1226,-6877,8103,351,0,-3170,2130,-5300,968,-670,1638,-15765
2014:Q2,36107,7685,53530,1419,-3068,1829,6009,4876,1829,-696,-8913,802,1822,16783,1313,35534,36842,-1308,13185,6265,0,1154,1633,-479,-404,0,5515,168,5347,6920,7645,-725,-11923
2014:Q3,20151,7872,-16147,-8182,20244,-1657,5490,1070,-67,4487,-280,1303,2728,6260,1201,-43254,-23609,-19645,-37350,-37040,0,-9708,-9425,-283,-70,0,-27262,-23291,-3971,-310,-333,23,-8924
2014:Q4,35534,7906,13748,38319,-12581,-4989,-8889,-8904,-235,250,979,510,3021,16591,1333,-20546,-13884,-6662,-14227,-6746,0,-2878,-4920,2042,3,0,-3871,-8300,4429,-7481,-6973,-508,-347
2015:Q1,32386,7326,-31598,-22441,-2425,3036,-6536,-3658,2460,-5338,-2486,-286,6650,-19362,1050,11202,17020,-5818,-6900,-19189,17,-7953,-6998,-955,16,0,-11269,-4006,-7263,12289,12244,45,49758
2015:Q2,33654,7361,44893,-18798,-7245,2296,2858,-964,-575,4397,-7228,-949,3082,47151,1000,22726,35825,-13099,-12547,-13172,22,5644,-13691,19335,-63,0,-18775,-21132,2357,625,503,122,-31146
2015:Q3,31317,7425,-21773,-10688,-2540,-3717,4088,3756,372,-40,-17426,-2095,6727,53512,1000,-50634,-43224,-7410,-84538,-73293,25,-28405,-40265,11860,8053,0,-52966,-43373,-9593,-11245,-12600,1355,-38873
2015:Q4,33132,7485,-17475,7776,-1266,-1854,-4683,465,-2830,-2318,-1709,254,1858,-8830,1000,-10021,-2520,-7501,-15038,-12592,6,-15611,-539,-15072,2953,0,60,201,-141,-2446,-6599,4153,28084
2016:Q1,26202,7929,68561,-10062,6791,858,-3981,-441,-2336,-1204,-541,58,5475,46703,1000,22260,19557,2703,25505,30913,-15,34533,-76,34609,1115,0,-4720,5970,-10690,-5408,-3962,-1446,-24783
2016:Q2,35336,8033,64439,16184,9380,236,1154,-1145,1055,1244,-1154,-313,2603,49209,1000,-13860,-12237,-1623,12705,20263,-7,22917,-984,23901,39,0,-2686,-6641,3955,-7558,-6005,-1553,-24431
2016:Q3,32270,8182,220099,1091,4001,-912,-915,-1210,-705,1000,2475,97,6129,61955,1000,145178,142906,2272,173301,140292,3,136265,-1765,138030,110774,0,-106750,3622,-110372,33009,-11181,44190,-22710
2016:Q4,34800,8330,-67561,10945,-35560,-209,6530,2410,3246,874,-1864,304,6807,-43986,1000,-11528,-7233,-4295,-47358,-25520,-10,-20211,-632,-19579,-744,0,-4555,-10152,5597,-21838,-12370,-9468,46673
2017:Q1,32357,8240,-84226,-17169,-3831,1888,2038,3439,-325,-1076,-1204,-48,2817,17787,1000,-87504,-87065,-439,-4566,8844,-22,30616,1076,29540,3887,0,-25637,-15792,-9845,-13410,-16281,2871,103777
2017:Q2,30467,8414,57316,27940,4422,6606,16783,6634,-5840,15989,-291,-1205,3418,7666,1000,-9023,-12729,3706,52812,70110,-15,48728,22,48706,2391,0,19006,17248,1758,-17298,-14439,-2859,17549
2017:Q3,29652,8546,13482,-7923,-704,-213,-13241,-4581,10518,-19178,10547,121,1660,-2023,1000,24258,13094,11164,-18517,7118,36,14184,981,13203,2348,0,-9450,-7662,-1788,-25635,-27449,1814,-10893
2017:Q4,20652,8755,-24511,-24482,2960,-3630,8473,6882,-581,2172,8802,-954,4551,-23075,1000,1844,27279,-25435,-9632,18279,-8,-7599,147,-7746,-4405,4123,26168,23066,3102,-27911,-20450,-7461,26775
2018:Q1,24262,8326,1424,-21919,589,-1000,12531,4769,6996,766,-1981,1749,-4982,38478,1000,-23041,-10783,-12258,-8590,-20595,116,-13559,-1447,-12112,-12705,0,5553,2823,2730,12005,-4793,16798,5922
2018:Q2,29135,8485,-13700,-275,10606,-1024,5198,6020,-1554,732,-6041,161,1201,1406,1000,-25932,-31196,5264,-55994,-32568,-1,-12778,906,-13684,1248,-330,-20707,-22937,2230,-23426,-25125,1699,-21645
2018:Q3,33306,8609,-23738,10996,159,496,11290,2001,9365,-76,-9330,-488,-4506,-31019,1000,-2336,-685,-1651,-17240,19748,-114,-885,1159,-2044,-1911,0,22658,16115,6543,-36988,-37232,244,31195
2018:Q4,31821,8706,55594,-1417,-9850,-2122,2127,-213,-791,3131,-1459,155,5264,82077,1000,-20181,-18859,-1322,-47021,-33607,-46,2479,887,1592,-4356,0,-31684,-32086,402,-13414,-44171,30757,-79501
2019:Q1,43429,8696,73534,1303,6882,-218,1434,-1038,1773,699,2972,-2775,8478,5971,1000,48487,49015,-528,6867,64191,-5,36214,246,35968,5257,0,22725,25144,-2419,-57324,-32745,-24579,-31934
2019:Q2,40702,8883,98309,18419,-4613,-172,7155,4457,-501,3199,5625,333,4725,57068,1000,8769,19356,-10587,10959,54022,0,30380,200,30180,2140,-330,21832,19340,2492,-43063,-29949,-13114,-55530
2019:Q3,34365,8998,13197,-17380,3434,-87,16185,15140,-1164,2209,12984,-1817,7279,8180,1000,-16581,-4129,-12452,-43162,4530,0,2549,-2545,5094,-8466,0,10447,467,9980,-47692,-41055,-6637,-30993
2019:Q4,22073,9035,-41546,4654,-3011,884,4368,3116,2195,-943,-8192,1022,9764,-5482,1000,-46553,-36028,-10525,-69690,-22913,2,-23472,2026,-25498,-14732,0,15289,1985,13304,-46777,-46052,-725,-15107
2020:Q1,21472,8495,159758,39687,8010,48,-9975,-7087,-3382,494,11065,-1491,8916,81984,1000,20514,24268,-3754,105702,100224,-2,82911,-446,83357,913,0,16402,29853,-13451,5478,-34854,40332,-41079
2020:Q2,10374,8067,61041,87604,10965,19748,2228,1507,-1926,2647,-9686,1202,2753,-21908,1000,-32865,-36036,3171,54741,75206,4,62161,-527,62688,322,0,12719,2457,10262,-20465,9373,-29838,-3992
2020:Q3,15532,8331,-9082,-8330,-3351,14731,-8051,-23,-1633,-6395,-14435,-1161,4881,20426,1000,-14792,-10176,-4616,-44829,-33776,14,-33819,-1316,-32503,853,-330,-494,5521,-6015,-11053,1715,-12768,-28546
2020:Q4,21221,8613,63598,16904,-22942,4843,7116,8694,-2309,731,2003,-102,6048,25526,1000,23202,21352,1850,10931,30046,-18,18631,1581,17050,7809,0,3624,5037,-1413,-19115,5548,-24663,-40060
2021:Q1,27765,8789,-19289,-80502,5531,-11932,28774,26033,-2383,5124,14565,349,-2312,24903,1000,335,-1395,1730,-52519,-37301,109,-37710,364,-38074,623,0,-323,2426,-2749,-15218,-14316,-902,-14254
2021:Q2,29582,9037,94993,4683,-5735,-13596,-3418,1218,-1809,-2827,8420,-262,8489,43682,1000,51730,49766,1964,36478,78978,-41,82592,1006,81586,4291,-330,-7534,-2175,-5359,-42500,-25971,-16529,-37970
2021:Q3,33732,9122,39534,-23901,-2328,14294,-4061,-2096,-1943,-22,-4528,-384,7708,25165,1000,26569,28504,-1935,-16938,19027,34,-7107,-40,-7067,-10023,0,36123,25317,10806,-35965,-38867,2902,-31862
2021:Q4,28353,9341,22500,3207,748,-4024,8103,9028,-2239,1314,5162,-2358,14637,-11465,1000,7490,10677,-3187,-13156,38912,-68,27245,1640,25605,7475,0,4260,7945,-3685,-52068,-30900,-21168,-16644
2022:Q1,29460,9467,6403,-33262,2834,-8317,11651,12796,-1110,-35,20295,-1901,9671,-49363,1000,53795,49741,4054,-24769,32521,40,-13860,-650,-13210,3419,0,42922,50951,-8029,-57290,-58558,1268,-11180
2022:Q2,29018,9802,19123,40292,-14109,5987,24397,25050,-672,19,-5033,790,8742,5252,1000,-48195,-46267,-1928,31080,11585,-48,-14446,1341,-15787,-8160,-330,34569,25367,9202,19495,-10953,30448,31172
2022:Q3,31628,10119,24460,19661,4383,5425,18405,16191,-854,3068,4892,-3281,1737,-2474,1000,-25288,-29142,3854,31973,16756,1,-44023,376,-44399,-10988,0,71766,56435,15331,15217,-5874,21091,29022
2022:Q4,34571,10306,32723,51728,-1869,-102,4122,2599,-455,1978,1250,284,2392,4077,1000,-30159,-23666,-6493,48717,57738,-27,69156,355,68801,-13364,0,1973,-18809,20782,-9021,-2135,-6886,40259
2023:Q1,48262,10373,56940,11252,2458,-598,-17875,-14284,-466,-3125,-774,1641,10208,33406,1000,16222,18086,-1864,-15242,16749,37,6163,-541,6704,237,0,10312,15244,-4932,-31991,-28332,-3659,-34292
2023:Q2,43985,10540,-3034,-20191,530,-1882,395,1292,-202,-695,1442,-889,4515,-12138,1000,24184,26161,-1977,-38173,2615,-40,-6718,3401,-10119,1428,-619,8564,7092,1472,-40788,-26311,-14477,-1695
2023:Q3,46880,10622,92329,-30544,2643,-715,13860,9542,-396,4714,-1951,676,7380,25494,1000,74486,68758,5728,7799,11507,-1,-51916,-1386,-50530,6052,0,57372,51507,5865,-3708,-6617,2909,-48272
2023:Q4,44009,10798,80914,56756,-2190,1014,-1257,-1164,-580,487,1774,17,10336,-4421,1000,17885,25131,-7246,52349,80878,0,72066,1621,70445,-6584,0,15396,7356,8040,-28529,-11414,-17115,4646
2024:Q1,42811,10986,24711,12269,-11857,-2299,-9398,-7291,231,-2338,-674,-145,16197,-13449,1000,33067,28914,4153,-3332,25793,0,2207,-1277,3484,-554,0,24140,24377,-237,-29125,-16434,-12691,3782
2024:Q2,41547,11216,23872,-10717,10449,400,3444,823,400,2221,331,-1525,3721,28139,1000,-11370,-13015,1645,-33566,-7569,0,-23320,-1653,-21667,-10486,-825,27062,11615,15447,-25997,-32095,6098,-27108
2024:Q3,42370,11464,128568,26556,-7771,-89,-2388,4074,-305,-6157,493,-1222,10729,52502,1000,48758,48031,727,56519,82800,0,55113,-3551,58664,-11391,0,39078,28770,10308,-26281,-21943,-4338,-41143
2024:Q4,44421,11480,-8256,2448,-362,501,4707,1852,-202,3057,7071,-429,-1235,21163,1000,-43120,-39975,-3145,-66248,-36479,-1,-48199,851,-49050,1510,0,10211,8913,1298,-29769,-22098,-7671,-25051
2025:Q1,42629,11825,104205,-13461,309,1957,2569,4750,-182,-1999,-620,-953,2973,41392,1000,69039,64438,4601,44490,76433,0,64886,1663,63223,672,0,10875,15750,-4875,-31943,-41848,9905,-28911
