1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q1,3322395,1208754,698550,239393,7144,699456,140043,314207,14848,3174631,1400740,1025585,238927,464312,45067,147764,275421,-1052,-33524,457761,400766,389155,8081,3530,7140,720,-97176,12632,-268,332,-6774,98860,17580,23388,46116,284,11492,-2825,-1952,10853,-11726,-16728,1320,-6488,9249,21850,-7564,3610,0,3960,0,-188729,-205502,-2064,18837,6632,0,6632,1168,37518,143060,56996,-4795,-8325
2000:Q2,3359583,1230160,707314,237600,7907,701947,143525,317511,13619,3240210,1436707,1051017,243765,463249,45472,119373,278614,-2460,-34086,434533,673845,385818,7917,280110,11731,720,-45054,11504,-9076,176,-12400,82188,14184,18872,39912,160,9060,-5235,-2888,12370,-14717,11804,1588,3140,7825,-11660,-23788,-268379,0,3904,0,-445802,-420965,1836,-26673,19206,0,19206,2624,26375,125314,-239312,3585,-276525
2000:Q3,3387999,1247708,711259,219049,7425,715187,145573,331705,10093,3275926,1445874,1063585,256859,463789,45819,112073,281464,-929,-31704,426170,686241,386204,7410,292627,52531,728,-11316,24015,-4796,316,-5860,100276,17724,23588,47152,272,11540,-6896,-780,12612,-18728,-3988,1264,-2220,13253,-54549,2304,-240097,0,3328,0,-255724,-295525,-2424,42226,15667,0,15667,216,28980,-32564,-260071,42994,-249633
2000:Q4,3415064,1258695,717097,221267,7777,720982,146917,335076,7253,3321438,1467031,1074901,264606,467898,47002,93626,283355,5170,-24927,396738,185796,394222,8452,-216878,-59742,720,-103266,-2239,4988,144,-13998,81552,13964,18580,39996,144,8868,-16300,-2476,10862,-24685,32776,1580,10004,10520,-5312,-60912,157136,0,3328,0,-152813,-183259,-1180,31626,-30806,0,-30806,1752,29575,306100,210943,-58128,158750
2001:Q1,3461514,1301904,724180,185054,8002,736102,150808,349217,6247,3413716,1505376,1117324,269409,466375,55232,47798,285223,4334,-35529,364216,303757,400877,4808,-101928,222661,756,74869,13663,-2700,224,-12282,91148,15820,21044,43944,192,10148,14339,-4912,12614,6637,40544,2052,12464,7102,-22803,3284,324589,0,2512,0,119263,-4839,-2236,126338,138916,0,138916,636,25807,37456,60460,185555,287484
2001:Q2,3465726,1308869,724146,179040,7236,736889,146022,358981,4543,3478431,1528814,1148488,277968,461148,62013,-12705,286926,1588,-37085,309718,750317,418918,9246,322153,147178,624,-1711,28177,4168,492,-4948,129740,23324,31028,59608,416,15364,7625,4236,14916,-11527,-27928,1880,-10164,18619,-7396,8000,-174975,0,1596,0,-348205,-424352,1124,75023,52902,0,52902,2372,23550,92810,-440599,121237,-200916
2001:Q3,3249534,1113622,725338,159257,7990,736117,141631,356422,9157,3509531,1549927,1154828,275461,458153,71162,-259997,288741,-2452,-39404,70600,130300,403481,9926,-283107,212664,580,22155,19422,13068,0,-19504,64344,10472,13936,33532,24,6380,-20419,-12268,11028,-19179,48112,1340,14636,20946,77531,-29548,495771,0,1148,0,359581,269578,-352,90355,-3197,0,-3197,28,35195,103016,-59700,217183,500290
2001:Q4,3365938,1231793,737095,142386,8491,738705,133941,370841,2686,3560026,1568487,1201872,289640,453594,46433,-194088,290315,3466,-32407,125168,-130760,424255,10692,-565707,34637,560,91033,4386,-448,456,-7184,130556,23332,31044,60480,392,15308,-8477,5208,12674,-26359,-45380,1212,-15728,6609,-78285,-44672,600344,0,240,0,272637,143654,-732,129715,50783,0,50783,2504,36140,238040,255928,13809,579516
2002:Q1,3231629,1075158,744026,143823,7568,746861,130339,379279,4575,3623811,1605292,1230725,300617,444603,42574,-392182,292566,5025,-25533,-79108,-7940,434718,11043,-453701,-175695,436,-104325,22516,-2648,108,-17158,81952,13836,18408,40908,108,8692,-24161,-6312,6362,-24211,-11536,1708,-4808,-5671,-90020,-22088,278006,0,2452,0,114292,13174,-1796,102914,34593,0,34593,-272,18681,108260,-71168,-172265,281437
2002:Q2,3235788,1050988,751291,150030,7968,755264,126632,388102,5513,3683746,1636032,1256791,303397,447704,39822,-447958,294894,-4902,-30781,-117381,-216764,438450,11231,-666445,175677,428,51969,-187,6340,96,-17694,81072,13648,18156,40620,104,8544,-2947,-7692,7432,-2687,34504,1376,9764,-6106,60250,-43188,842122,0,1460,0,508984,367110,1788,140086,47045,0,47045,4000,28698,251935,99383,162325,828769
2002:Q3,3268540,1044121,768491,157959,8069,758096,123848,397532,10424,3730951,1654189,1269667,311581,454181,41333,-462411,297374,-4045,-31788,-129204,320427,447066,10799,-137438,252487,528,106561,39493,4992,-8,-20372,65508,10636,14152,34244,16,6460,16535,-11084,10649,16970,45804,1352,13160,-8,434,-21492,389925,0,1280,0,491384,342362,1580,147441,46024,0,46024,-116,27687,-176333,-449631,220002,357439
2002:Q4,3292224,1038444,776312,175496,8650,760783,120256,402503,9780,3795372,1687762,1286544,316803,462407,41856,-503148,299807,-9386,-11230,-182725,-555652,454471,10616,-1020739,78811,508,-96122,41494,2168,372,-11708,124688,21976,29236,58880,324,14272,49001,4920,7641,36441,-29140,1128,-10288,8978,20336,-22604,1099549,0,1128,0,426704,241049,420,185234,37539,0,37539,2680,40034,591465,372927,9590,1030329
2003:Q1,3312356,1021348,788612,196050,7803,767146,118508,405809,7080,3856312,1714899,1304617,321907,467769,47120,-543956,302731,-6156,-6719,-228350,216747,457111,10604,-250968,-24734,-3588,-36686,-2904,2844,-12,-200,-1592,-328,-440,-716,-12,-96,-37510,-9960,819,-28369,10924,1408,3340,49095,4775,-14628,226234,0,804,0,285534,179299,-1580,107815,5591,0,5591,76,110055,-175826,-445097,3879,254847
2003:Q2,3358194,1020795,799992,192631,10760,777813,119317,431214,5672,3942282,1740502,1322816,346744,475079,57141,-584088,305372,-1350,-281,-277085,-1376837,458291,10074,-1845202,42567,408,8487,56888,-2,652,4202,-8424,4864,-896,-2064,-128,-10200,-46440,2820,2843,-52102,-19400,1576,-2800,2716,54540,-9836,1887769,0,1068,0,809564,632748,516,176299,28589,0,28589,1680,94651,952217,1099752,93821,1939024
2003:Q3,3335531,950666,812991,213867,8319,787734,118115,439625,4214,3972861,1751361,1345847,350318,479413,45922,-637330,308525,-2855,-1941,-324009,-205833,469070,10533,-685436,222438,388,53786,-67734,1512,768,7720,125506,-14964,53380,65432,1372,20286,53924,7416,1486,45022,-5832,1136,216,1078,46830,3140,907874,0,832,0,426305,331469,56,94779,124939,0,124939,548,96302,258949,-118177,118137,803572
2003:Q4,3459238,1021344,820870,236571,10088,800139,118380,448330,3516,4011507,1778750,1352135,354495,480080,46047,-552269,311903,2349,-9202,-233513,-102984,472414,11107,-586505,371868,388,42569,-9166,-9604,1704,28374,247340,76,88808,119740,1700,37016,24474,10172,2356,11946,-22500,1092,-1884,15583,38002,15496,958373,0,780,0,439253,344948,-8628,102934,45193,0,45193,2200,102653,368294,-130528,269046,855551
2004:Q1,3490812,1012258,847324,246989,9618,813421,114548,444653,2001,4078368,1812272,1390329,354243,477283,44241,-587556,315889,-4926,-1764,-264977,-11660,474321,11182,-497163,252269,400,-62395,39586,-3138,1288,22818,154196,19580,47884,66400,1608,18724,46459,17300,2625,26534,7792,1224,4044,39301,-11270,11964,749432,0,1172,0,433447,267139,1064,165245,-12002,0,-12002,-48,49343,277520,-253317,181211,678374
2004:Q2,3560712,1026759,859899,266759,9049,827997,116857,452246,1146,4121829,1837411,1411252,354970,474534,43662,-561117,321177,-647,-9008,-230285,-315681,483271,10803,-809755,-32196,360,6067,-2422,-5302,-208,-32836,-18412,-10904,6412,-15560,568,1072,1511,3476,2889,-4854,-25904,1908,-5060,7021,62433,-21352,777559,0,1112,0,823434,599026,-3644,228051,82109,0,82109,1888,32426,-163411,85396,-42050,767705
2004:Q3,3645516,1064383,871331,288345,8496,843653,120159,449660,-511,4163050,1866277,1420692,350174,480529,45378,-517534,327435,414,9850,-200363,-225483,490094,10751,-726328,487034,392,-55224,13583,-2542,2700,50688,288012,4268,98116,142000,2368,41260,21563,10440,4088,7035,43736,3276,14168,4013,74377,28292,1213362,0,960,0,522824,327262,-152,195715,41689,0,41689,216,43093,604579,25120,374571,1100899
2004:Q4,3728822,1091579,893838,293555,13276,849461,126391,461936,-1214,4235787,1891719,1439732,361789,490283,52264,-506965,334366,1275,-4385,-169489,-134851,497128,10112,-642091,-421411,440,-29738,-2207,-3822,-1500,-60386,-250050,46796,-85528,-161300,-1904,-48114,24395,13492,5229,5674,-80564,1000,-22200,25494,15228,-37500,220680,0,620,0,412075,270949,312,140813,38912,0,38912,2288,56574,-289788,-34638,-344793,297298
2005:Q1,3920714,1172277,915058,370593,10873,862745,127260,463995,-2087,4330132,1924577,1475455,370485,502884,56731,-409418,339186,-956,10339,-79615,-103775,501561,9405,-614741,177119,-6852,97581,4547,-14928,564,-14914,31440,22204,8672,-3736,476,3824,39990,-2912,3824,39078,-300,1296,648,14885,33662,-10500,791859,0,444,0,465920,262670,-740,203991,146487,0,146487,4,56904,122099,24160,97805,712546
2005:Q2,3973640,1196293,937317,359036,9960,870962,133368,469647,-2943,4387866,1942015,1497402,368607,519147,60695,-414226,345097,2491,-5846,-65774,-88739,510231,8836,-607806,483472,388,-25304,19029,2352,2116,34714,231974,31940,66088,95960,2368,35618,90908,-3320,4159,90068,17820,1320,8072,24991,56632,18460,1091278,0,280,0,429482,254455,-1384,176411,175370,0,175370,1672,42916,441558,22964,321860,929665
2005:Q3,4041966,1225480,952103,365223,13118,884222,138745,467516,-4441,4450529,1977107,1512873,371146,527418,61985,-408563,351764,-1569,57912,-113142,209252,517331,5707,-313786,731362,-11904,-33935,21331,-7522,3384,53752,480846,33548,158796,219444,3892,65166,105566,-72,6412,99226,24172,1048,10028,25394,29995,29208,1045147,0,-744,0,259870,92030,-376,168217,129890,0,129890,280,72181,583670,-322394,465500,779285
2005:Q4,4149012,1255774,965274,402882,12867,894120,146836,475585,-4326,4506567,2004410,1524263,377044,536619,64231,-357555,357637,126,25726,-25770,14532,524021,8916,-518405,217871,324,46496,1860,-20316,-1900,-3340,96540,44288,22132,21688,1084,7348,35557,140,597,34820,-9032,888,-700,41375,34179,-4060,736277,0,444,0,391995,283374,796,107825,47401,0,47401,2588,90330,203518,-40302,159087,677493
2006:Q1,4270953,1320481,981844,416854,10646,917853,154840,470757,-2322,4583113,2040401,1578873,364904,543205,55730,-312160,362327,-2797,-9819,62783,-41801,539685,9107,-590593,-278884,268,-43003,19847,-2740,880,-44626,-129756,30056,-41136,-96184,-984,-21508,432,17208,5016,-21792,-51200,5156,-15512,-10440,19502,-27692,311708,0,5356,0,364255,361010,-1012,4258,64536,0,64536,304,28039,-150782,104584,-218048,372545
2006:Q2,4336812,1351258,991687,427581,10991,922677,163313,474072,-4767,4634185,2058753,1595491,373053,555342,51546,-297373,369301,-237,-7548,79713,232707,551813,9249,-328355,469650,204,72843,40794,1540,1748,13568,221476,35728,68628,83004,2244,31872,46059,22744,7712,15603,19124,528,8352,14291,23475,5648,798005,0,444,0,364158,215605,228,148326,100173,0,100173,2220,28674,302336,-152993,383671,712026
2006:Q3,4391118,1358615,1004103,446571,11809,927190,168488,481516,-7174,4698739,2080203,1620896,381312,566442,49886,-307621,375189,-1825,-9691,79084,290635,550077,8871,-268313,364743,216,5963,41488,-4926,2472,30078,218674,54108,61764,79588,2236,20978,41272,19876,-2897,24294,5728,1232,5568,-3472,5638,14812,633056,0,376,0,115728,-34493,-1016,151237,52019,0,52019,548,41264,423121,-211551,274981,543294
2006:Q4,4413832,1397497,1010524,409794,21446,940821,173427,469679,-9356,4728277,2112456,1626478,362150,578486,48707,-314445,382479,-436,-9139,77609,-47153,561997,-39329,-569821,304295,204,-35976,1811,-6508,3244,13862,301126,50056,65360,159052,2132,24526,88549,19240,-3411,72719,-17600,840,-2280,-10934,-37478,5436,874116,0,488,0,236710,75890,496,160324,45536,0,45536,2936,64027,524420,124762,168336,738157
2007:Q1,4549696,1466544,1025854,413646,12144,960377,187181,495825,-11875,4871722,2144207,1693217,396488,588312,49498,-322026,390958,-293,9384,59841,-117974,574284,11072,-703330,487761,172,-40776,12673,-664,3480,34208,306830,26632,104780,127588,3628,44202,114478,12684,8594,93200,20400,1120,9440,2915,6885,16600,1191092,0,660,0,537834,309502,-1316,229648,178919,0,178919,1444,54106,418128,177815,286989,990319
2007:Q2,4584737,1495933,1033080,407173,13694,961959,187698,497462,-12262,4920518,2180314,1693670,387949,600404,58181,-335781,397097,-160,-1717,63193,224408,589644,8830,-374066,-125302,156,-21245,50056,-938,3984,-45596,-117044,57424,-53464,-94712,-864,-25428,102193,12900,17155,72137,-56696,4612,-18124,18729,-17561,-27828,248764,0,600,0,209165,-18595,-96,227856,74395,0,74395,2268,58308,-95971,-161215,-143231,230835
2007:Q3,4562823,1498852,1035798,370913,12997,965291,188705,502516,-12249,4982317,2212744,1713618,393764,606278,55913,-419494,403321,-1404,-567,-14202,266286,595974,13497,-343185,588871,148,192318,42362,-554,8476,53244,227296,-129796,121324,167424,4780,63564,9468,9920,-2258,1806,33712,312,14320,14172,-33087,26684,932056,0,472,0,300127,168889,-812,132050,52763,0,52763,-64,67223,511535,-280489,456261,799446
2007:Q4,4577496,1508627,1052586,352745,16727,976876,182566,502466,-15097,5060298,2256863,1741993,401623,605074,54745,-482802,409852,116,-8492,-64574,-243310,608193,8769,-860272,-91995,140,-29544,44857,-894,7836,3460,-31390,-33804,-3632,-8288,4600,9734,-17667,11412,4477,-33556,19944,280,9500,312,-97917,-912,768277,0,168,0,434673,324716,744,109214,-4877,0,-4877,2612,84767,250933,178736,-66939,793333
2008:Q1,4555609,1535137,1045747,291925,14696,988755,184384,511068,-16103,5129576,2297995,1781852,404484,593305,51940,-573967,416972,-3793,-2297,-150905,-425633,611645,3075,-1040353,-163627,116,8320,-8478,-146,10288,-17152,-132768,-192,-60172,-74456,1160,892,-10902,10724,9442,-31067,34440,352,12576,-14391,-33742,-12140,876727,0,-8,0,703854,609329,1276,93249,64811,0,64811,-348,94628,13789,274728,-75147,965206
2008:Q2,4575747,1552464,1054692,278733,14499,990995,182337,519145,-17118,5519948,2344055,2132448,408504,583281,51660,-944201,423410,-713,-13173,-506905,-139363,627587,-8467,-758483,-190260,88,-47131,27019,4146,1644,-31698,-55984,-16944,6828,-33004,-708,-12156,23922,15420,51770,-43268,-12636,4208,-4092,790,-80688,-19848,568224,0,-8,0,357295,281469,252,75575,58076,0,58076,1952,118820,32089,-367541,-150124,608360
2008:Q3,4491941,1497496,1058492,264368,15353,996387,160023,516910,-17088,5360111,2391292,1919435,408823,588561,52000,-868170,430344,-1860,2134,-438100,-671841,637741,3283,-1312865,1014634,120,1269916,8939,-882,4116,-26646,-178878,-99228,-52992,-60804,2256,31890,-36516,6088,-8007,-34597,20868,420,15756,-6362,-39257,-16960,2327499,0,-8,0,1965693,1944449,-1692,22937,32710,0,32710,-464,50371,279197,233741,1100512,2413376
2008:Q4,4361274,1444905,1040028,162552,23199,996611,164450,546131,-16602,5362928,2380419,1905449,418367,604068,54625,-1001654,437353,-1242,-14390,-548669,-1018039,641407,-26356,-1633090,899040,100,54865,43904,11956,13120,-32944,-192138,25000,-167040,-13856,-460,-35782,3536,20832,24771,-42067,1098436,244,25660,-26169,-81457,-20072,2532130,0,-4,0,2187353,2218218,992,-31857,3459,0,3459,2772,-22463,361012,469370,1128015,2761105
2009:Q1,4094837,1202365,1015912,166476,13549,964738,158295,589111,-15609,5527200,2382000,2017151,461838,610854,55357,-1432363,440634,-615,-8058,-983056,-1277830,640048,-14933,-1902945,8303,60,-335509,41669,3094,-2604,-41088,-39020,-90636,-30728,116952,-3408,-31200,78840,31672,24622,22546,378340,452,1168,-28804,-24247,-24048,1911247,0,14348,0,1779427,1641388,-3192,141231,5143,0,5143,-232,-63483,176045,294774,78209,1981153
2009:Q2,4138591,1131102,1017311,188568,13746,971240,177175,653690,-14241,5775397,2423923,2156773,521122,618114,55465,-1636806,441556,-2455,2940,-1195735,-1293239,646530,7864,-1947633,1043228,32,204368,7467,14032,-5956,53902,617976,-74984,250180,424152,5316,13312,181395,31200,85214,64980,-146660,5120,-1992,9053,79104,25388,2990861,0,664,0,1937093,1769931,-1096,168258,91529,0,91529,2060,-13389,972904,97503,818296,2765929
2009:Q3,4151340,1135304,1028752,200681,11338,968794,194366,625667,-13562,5815504,2447114,2152809,522652,625860,67069,-1664164,442626,-3285,4992,-1223245,-1211942,644944,10950,-1867836,372552,190880,-225238,4832,4096,-7364,29422,277368,-56700,110096,223364,352,256,143275,33484,56411,53380,12996,228,-11104,-90049,30946,12264,2240388,190392,548,0,1649050,1546804,3712,98534,-6646,0,-6646,140,9680,397225,-11302,303020,2170856
2009:Q4,4241806,1140741,1045296,234161,12437,972152,216282,635547,-14810,5850352,2480682,2168160,514625,631386,55499,-1608546,446253,1127,8499,-1171919,-946912,640114,11189,-1598215,-188383,1948,-263791,-9269,-7516,-4616,-10776,152080,-15664,50644,115376,1924,-200,247715,40440,223741,-16466,-316104,5252,-5916,5789,25289,-8468,1409832,0,508,0,1103158,944413,1172,157573,33435,0,33435,2424,1876,268430,-225008,-210761,1387454
2010:Q1,4327943,1191796,1044644,249773,12231,978596,207252,659934,-16283,6007277,2500640,2278336,541160,632348,54793,-1679334,450306,-3543,14517,-1240002,-1250631,633178,11464,-1895273,303951,28,157116,19547,2352,-1216,7054,59344,-28884,62080,12328,2328,11492,43558,24384,24337,-5163,-22968,7040,-528,17492,14624,508,2199224,0,216,0,1743988,1651388,344,92256,6734,0,6734,-380,58986,389680,10629,255454,2150727
2010:Q2,4379778,1213243,1062139,255593,13604,989472,207362,656820,-18455,6040016,2517742,2285084,536912,644787,55491,-1660238,455247,-1477,24216,-1227730,-1240567,648025,10344,-1898936,77144,24,202056,-25319,336,1600,-25888,-327280,-27068,-103072,-160916,-1300,-34924,115115,25760,123011,-33656,105152,10352,9388,277,27319,-15988,1976079,0,1840,0,1830862,1804540,1076,25246,193979,0,193979,708,39014,-90323,12837,207620,2106555
2010:Q3,4493636,1256304,1069076,272561,12622,992298,224667,685665,-19557,6094487,2508885,2308724,566768,654109,56001,-1600851,459075,-3879,13280,-1151177,-1204709,649415,10793,-1864917,505281,32,79192,-3287,3848,5160,26074,193278,13240,91220,63376,2364,23078,192985,21612,184116,-12743,-4624,3728,-4800,12146,-8151,9700,2370198,0,832,0,1681226,1631372,484,49370,55596,0,55596,660,46464,585420,53532,426436,2291353
2010:Q4,4550300,1289139,1076436,283996,16991,994313,227842,681473,-19890,6119132,2516921,2319455,563217,662591,56948,-1568832,463982,-2005,6659,-1109504,-711000,647396,11615,-1370011,621440,40,181964,7398,-1254,5740,1400,178564,4892,114468,14948,5152,39104,207146,27152,193072,-13078,-37584,2324,-6804,19074,66076,-2644,1991450,0,516,0,1455413,1272596,760,182057,-26157,0,-26157,2460,45012,514207,-398505,520866,1890877
2011:Q1,4602297,1426570,1091504,277286,13553,916210,227330,669326,-19482,6127689,2516417,2329924,549190,673281,58877,-1525392,469697,-3565,11995,-1064125,-985666,639351,11463,-1636480,-555881,-7844,-660662,6710,25834,-1008,-24788,-100442,40880,-20620,-102272,-480,-17950,156428,16608,161435,-21615,19436,152,-12976,17921,40653,-15296,1080599,0,992,0,682296,775208,1192,-94104,13378,0,13378,280,38059,345595,-78458,-496379,1140102
2011:Q2,4631413,1445863,1105483,276915,13505,918875,214950,674131,-18309,6164599,2531981,2329125,555036,688555,59902,-1533186,474978,-2351,24097,-1079954,-1095384,636279,10862,-1742525,-217550,636,-97059,24273,23952,8,-21510,-333458,-25432,-59832,-222176,-2840,-23178,102208,23660,120925,-42377,36832,6324,-4260,16792,41263,-13552,1524974,0,652,0,1194450,1296920,156,-102626,-182648,0,-182648,1728,60283,450509,15430,-99390,1643135
2011:Q3,4571513,1471428,1103880,248153,16399,927295,203546,618356,-17544,6079568,2501810,2320288,498386,698915,60169,-1508055,480169,-5768,14856,-1036974,-1128502,635112,9783,-1773397,-251108,108,-148641,5931,15654,-544,-7110,-384478,-32944,-114256,-230712,-600,-5966,155379,12840,117104,25435,57420,1876,21780,6473,16461,8584,1522289,0,516,0,1195624,1196404,1936,-2716,432468,0,432468,1156,43499,-150974,91528,-121547,1651850
2011:Q4,4597897,1470905,1114029,286997,16807,921863,197285,606041,-16030,6075983,2495035,2329412,486374,704079,61083,-1478086,483773,-1503,9485,-1002295,-1040881,635731,10166,-1686778,225659,92,-56170,34202,7592,3124,25810,54936,-11076,94672,-76184,4632,42892,106792,13448,124436,-31092,24356,548,356,-25,-1322,25368,1912437,0,464,0,1107775,1065160,1144,41471,-19442,0,-19442,1888,47643,774110,38586,154115,1840893
2012:Q1,4693932,1468324,1130877,310714,15394,944865,232573,605830,-14645,6085854,2517184,2314451,490641,705184,58394,-1391922,488598,-4138,7986,-907172,-976684,626841,9719,-1613244,-9885,44,48316,16939,4338,-5544,-13640,-183514,13728,4496,-186112,88,-15714,169348,4636,102806,61906,-78952,-912,-22916,13397,37943,5268,1603359,0,764,0,1294619,1306876,-3340,-8917,52832,0,52832,424,50355,204366,69512,-31914,1581330
2012:Q2,4726962,1487682,1133897,325041,16094,949354,222076,606787,-13969,6103516,2503340,2339714,497073,705331,58058,-1376554,492581,-2472,7238,-888739,-940337,627098,9679,-1577114,111984,40,-11222,13758,12770,-4144,-5858,-144836,-38228,-22644,-78484,736,-6216,201695,4072,161605,36017,-7448,6812,5192,1050,35091,9084,1689098,0,512,0,1351854,1268212,140,83502,264333,0,264333,1440,43664,27294,51599,102358,1679472
2012:Q3,4739969,1510004,1131324,332876,16449,952300,216594,593567,-13145,6116207,2519684,2343676,492363,704178,56306,-1376238,495846,-3043,4920,-882269,-329730,619428,9501,-958659,545600,40,122130,36195,2896,-1012,24088,192786,-32008,131564,62488,4100,26642,129170,2704,124413,2053,-13736,-5816,1148,25642,5637,26432,1504259,0,472,0,956541,947128,-296,9709,85797,0,85797,-220,34677,426992,-552539,397591,1356250
2012:Q4,4855441,1572046,1148361,332830,18866,974121,210440,611601,-12824,6140639,2521550,2364306,495098,700294,59391,-1285198,497446,-787,26995,-813960,-938177,610758,6973,-1555908,-394059,24,-168647,9676,-3864,1860,-17722,-121782,-28796,4668,-86484,92,-11262,-94904,-1652,121128,-214380,-15612,-5084,-6860,-7269,34005,2120,1161850,0,464,0,931298,965220,1940,-35862,-215286,0,-215286,-496,75487,370382,124217,-330859,1225050
2013:Q1,5107306,1650843,1175409,350616,17129,1095859,220104,609996,-12650,6142044,2524169,2384198,486163,688126,59388,-1034738,499255,-2756,-1429,-531298,-402712,599284,8618,-1010614,623334,20,184101,14513,3082,-3512,21478,278302,99568,40048,79272,5452,53962,115602,2300,122812,-9511,-30628,-5928,-1364,-3608,25132,26144,1633948,0,880,0,1105451,1099148,-1012,7315,131234,0,131234,164,4953,391266,-128586,596045,1606659
2013:Q2,5402694,1683862,1179354,347250,17114,1108227,454136,626728,-13977,6179437,2531613,2397080,506378,684260,60106,-776743,502971,-1368,-5449,-266955,-78977,599530,7386,-685893,167470,24,37739,32741,-1194,-964,-17432,8566,-37504,48956,-31664,3208,25570,100772,-6856,113798,-6170,-24320,6464,-4240,20820,6806,1688,853363,0,704,0,516865,584184,1344,-68663,-164484,0,-164484,732,69056,430489,-187978,131132,817025
2013:Q3,5214255,1676332,1190191,353854,18530,1111367,255462,622740,-14221,6196460,2530733,2415060,506389,684312,59966,-982205,506536,-3126,-10162,-462381,-489431,604458,6662,-1100551,37841,20,-24951,19413,-4314,1564,-2260,480,-71412,87272,-28304,3192,9732,12385,-4140,109398,-92873,-33976,240,-9924,21084,46847,11232,1138392,0,748,0,717543,779748,544,-62749,-160438,0,-160438,-496,74973,506062,27049,44626,1145176
2013:Q4,5394539,1699103,1198340,356649,19734,1122309,361720,650409,-13725,6200639,2536463,2422754,492536,689466,59420,-806100,511279,-406,-12394,-282021,232187,604054,8910,-380777,1012755,24,108881,13268,-11322,-332,15134,183406,-78696,166080,54480,5044,36498,666509,576,107068,558865,-27664,308,-3624,12480,32291,23396,1393532,0,636,0,690445,761892,-2444,-69003,578236,0,578236,520,62814,60882,-514207,699550,1080327
2014:Q1,5451649,1745793,1215936,392621,21831,1145001,288157,652625,-10315,6264993,2547392,2452559,511713,694631,58698,-813344,515026,-2741,-3353,-292224,-185001,591668,8961,-785630,460540,32,144583,29333,-4208,-4168,4468,11820,38256,-1388,-29100,524,3528,217722,112,111296,106315,-2904,0,-64,19471,28030,16424,1246170,0,1024,0,761760,814732,-1936,-51036,105842,0,105842,-80,19615,358008,-107222,466301,1251931
2014:Q2,5547037,1759499,1234846,414281,19927,1149730,259951,717756,-8953,6350997,2548426,2504003,538299,701794,58475,-803960,517035,-602,-6781,-279542,-361516,605940,8603,-976059,-270381,32,-155177,9768,2888,-3532,-11196,-136238,21804,-55096,-81760,-992,-20194,-5916,1164,112678,-119758,-26756,5480,-10496,14701,41108,4952,705679,0,856,0,424722,442348,128,-17754,181712,0,181712,552,40658,57178,81974,-184799,791260
2014:Q3,5586535,1799757,1245624,386705,20101,1161380,232385,748383,-7800,6446071,2581399,2544195,558364,703929,58184,-859536,519882,-2462,-8965,-328227,-726872,610350,4286,-1341508,-559129,16,198891,18667,-4190,-792,-26400,-213152,7508,-83296,-112800,-4192,-20372,-464810,944,118236,-583990,-20856,1904,-5800,-16019,-19325,-7264,782378,0,832,0,743817,806248,-712,-61719,-95572,0,-95572,1224,43248,88830,398644,-295912,1045596
2014:Q4,5611382,1837669,1254443,390390,19686,1179092,235514,701419,-6831,6460841,2571889,2571789,555093,705068,57002,-849459,521398,-1919,-4100,-322042,-29328,617363,9990,-656681,404677,12,120034,-8665,-10274,1688,25120,141534,-29428,59160,56180,5988,49634,123271,-2896,100714,25453,144,848,9796,5343,-36759,32584,1061358,0,520,0,557449,523340,2068,32041,-6434,0,-6434,1384,43316,465125,-292714,317792,974473
2015:Q1,5708456,1905569,1259102,402746,21978,1194201,213020,716293,-4453,6512532,2574327,2617819,571136,693255,55995,-804076,523063,-2900,-5272,-272841,50907,613588,10679,-573360,126337,12,-316833,44143,-16772,-2432,19776,156646,19996,58260,39956,5500,32934,115967,80,109270,6617,9500,8344,5044,-5897,79383,29456,699697,0,1480,0,348230,279608,-972,69594,-62063,0,-62063,-2084,73444,340691,-323748,56000,629360
2015:Q2,5798496,1943891,1270871,408311,21831,1206139,216937,734085,-3569,6576086,2601375,2654185,571276,692808,56442,-777590,524566,-1633,-11482,-239909,-12359,632692,-109823,-535228,543101,8,534202,1610,-3732,-1040,-17944,-14616,63120,-35892,-62212,1116,19252,40605,-5132,108104,-62367,-10512,4,-5084,12802,8193,-1396,1078329,0,1316,0,977407,958288,2076,17043,-118748,0,-118748,924,39493,177937,-227549,648096,1183325
