1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,17030,0,1467,2035,1954,0,0,4819,202,4300,0,0,317,0,ND,700,2925,2691,0,0,0,439,0,0,0,30297,17157,0,693,1947,0,3122,0,3122,ND,10492,362,10130,458,0,0,445,0,0,0,0,13140,1175,11330,635,0,0
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,17769,0,1941,1700,1666,0,0,4894,293,4278,0,0,323,0,ND,755,3450,2903,0,0,0,460,0,0,0,32286,17787,0,615,1964,0,3399,0,3399,ND,10814,462,10352,505,0,0,490,0,0,0,0,14499,1390,12474,635,0,0
1952:Q1,17902,0,2123,1695,1660,0,0,4797,281,4186,0,0,330,0,ND,767,3454,2949,0,0,0,457,0,0,0,31847,18011,0,594,1991,0,3438,0,3438,ND,11007,513,10494,519,0,0,462,0,0,0,0,13836,363,12838,635,0,0
1952:Q2,18469,0,2255,1818,1697,0,0,4907,268,4303,0,0,336,0,ND,783,3539,3011,0,0,0,459,0,0,0,33059,18225,0,574,1983,0,3487,0,3487,ND,11169,559,10610,543,0,0,469,0,0,0,0,14834,789,13410,635,0,0
1952:Q3,19044,0,2007,2302,1656,0,0,5305,288,4668,0,0,349,0,ND,794,3434,3055,0,0,0,491,0,0,0,33720,18248,0,533,1976,0,3404,0,3404,ND,11318,554,10764,555,0,0,462,0,0,0,0,15472,1128,13709,635,0,0
1952:Q4,19127,0,2085,1950,1807,0,0,5136,309,4468,0,0,359,0,ND,814,3705,3131,0,0,0,499,0,0,0,34640,18398,0,572,1970,0,3426,0,3426,ND,11339,576,10763,573,0,0,518,0,0,0,0,16242,1459,14148,635,0,0
1953:Q1,19067,0,2072,1781,1852,0,0,5257,306,4609,0,0,342,0,ND,834,3569,3206,0,0,0,496,0,0,0,35255,18608,0,591,2006,0,3477,0,3477,ND,11453,528,10925,588,0,0,493,0,0,0,0,16647,1492,14520,635,0,0
1953:Q2,19313,0,2097,1734,1969,0,0,5488,305,4823,0,0,360,0,ND,842,3476,3237,0,0,0,470,0,0,0,35704,18730,0,526,1914,0,3352,0,3352,ND,11804,480,11324,605,0,0,529,0,0,0,0,16974,1399,14940,635,0,0
1953:Q3,19701,0,2111,1679,2050,0,0,5787,356,5056,0,0,375,0,ND,861,3430,3312,0,0,0,471,0,0,0,36405,19173,0,497,1942,0,3307,0,3307,ND,12290,423,11867,619,0,0,518,0,0,0,0,17232,1290,15307,635,0,0
1953:Q4,20077,0,2017,1498,2408,0,0,5810,401,5035,0,0,374,0,ND,877,3650,3374,0,0,0,443,0,0,0,37088,19503,0,584,1901,0,3314,0,3314,ND,12573,461,12112,632,0,0,499,0,0,0,0,17585,1329,15621,635,0,0
1954:Q1,20946,0,1928,1508,2683,0,0,6055,382,5306,0,0,367,0,ND,894,3996,3440,0,0,0,442,0,0,0,37563,19569,0,567,1833,0,3485,0,3485,ND,12543,464,12079,644,0,0,497,0,0,0,0,17994,1439,15920,635,0,0
1954:Q2,21673,0,1959,1622,2964,0,0,5920,369,5192,0,0,359,0,ND,916,4353,3522,0,0,0,417,0,0,0,38071,19553,0,606,1885,0,3422,0,3422,ND,12459,432,12027,661,0,0,520,0,0,0,0,18518,1554,16329,635,0,0
1954:Q3,22621,0,2013,1362,3223,0,0,6268,350,5537,0,0,381,0,ND,936,4804,3602,0,0,0,413,0,0,0,38387,19498,0,645,1846,0,3324,0,3324,ND,12464,546,11918,670,0,0,549,0,0,0,0,18889,1708,16546,635,0,0
1954:Q4,23522,0,2167,1708,2900,0,0,6430,584,5466,0,0,380,0,ND,956,5254,3677,0,0,0,430,0,0,0,39345,19897,0,753,1874,0,3264,0,3264,ND,12722,747,11975,686,0,0,598,0,0,0,0,19448,1868,16945,635,0,0
1955:Q1,23454,0,2115,1360,2937,0,0,6429,567,5472,0,0,390,0,ND,978,5407,3763,0,0,0,465,0,0,0,39620,19805,0,688,1921,0,3170,0,3170,ND,12706,758,11948,698,0,0,622,0,0,0,0,19815,1934,17246,635,0,0
1955:Q2,24304,0,2252,1432,2922,0,0,6411,457,5558,0,0,396,0,ND,1004,5981,3861,0,0,0,441,0,0,0,40593,20039,0,768,1980,0,3112,0,3112,ND,12818,813,12005,718,0,0,643,0,0,0,0,20554,2168,17751,635,0,0
1955:Q3,24997,0,2235,1378,2985,0,0,6611,460,5746,0,0,405,0,ND,1025,6349,3941,0,0,0,473,0,0,0,41181,20094,0,761,2038,0,3072,0,3072,ND,12863,892,11971,733,0,0,627,0,0,0,0,21087,2333,18119,635,0,0
1955:Q4,25381,0,2265,1532,2799,0,0,6676,439,5803,0,0,434,0,ND,1047,6575,4029,0,0,0,458,0,0,0,42013,20298,0,875,2047,0,3071,0,3071,ND,12899,955,11944,754,0,0,652,0,0,0,0,21715,2439,18641,635,0,0
1956:Q1,26373,0,2360,1582,2577,0,0,7115,476,6189,0,0,450,0,ND,1073,7074,4126,0,0,0,466,0,0,0,43067,20586,0,834,2127,0,3161,0,3161,ND,12973,990,11983,777,0,0,714,0,0,0,0,22481,2642,19204,635,0,0
1956:Q2,26617,0,2312,1623,2772,0,0,7200,486,6244,0,0,470,0,ND,1095,6899,4211,0,0,0,505,0,0,0,44109,21008,0,872,2225,0,3242,0,3242,ND,13134,1026,12108,804,0,0,731,0,0,0,0,23101,2591,19875,635,0,0
1956:Q3,27347,0,2659,1563,2811,0,0,7566,579,6500,0,0,487,0,ND,1114,6805,4286,0,0,0,543,0,0,0,45421,21484,0,966,2461,0,3316,0,3316,ND,13146,1080,12066,838,0,0,757,0,0,0,0,23937,2565,20702,670,0,0
1956:Q4,27301,0,2643,1753,2657,0,0,7261,671,6089,0,0,501,0,ND,1126,6961,4333,0,0,0,567,0,0,0,47467,22542,0,1000,3183,0,3381,0,3381,ND,13315,1210,12105,875,0,0,788,0,0,0,0,24925,2625,21630,670,0,0
1957:Q1,26803,0,2550,1456,2729,0,0,7348,787,6028,0,0,533,0,ND,1138,6621,4375,0,0,0,586,0,0,0,48574,23178,0,1012,3480,0,3598,0,3598,ND,13421,1203,12218,900,0,0,767,0,0,0,0,25396,2486,22240,670,0,0
1957:Q2,27829,0,2552,2082,2598,0,0,7262,773,5944,0,0,545,0,ND,1151,7112,4427,0,0,0,645,0,0,0,50610,23833,0,1079,3814,0,3724,0,3724,ND,13460,1258,12202,949,0,0,807,0,0,0,0,26777,2645,23462,670,0,0
1957:Q3,26955,0,2477,1998,2599,0,0,7142,967,5608,0,0,567,0,ND,1155,6484,4441,0,0,0,659,0,0,0,51279,24307,0,1033,4173,0,3755,0,3755,ND,13565,1382,12183,968,0,0,813,0,0,0,0,26972,2388,23914,670,0,0
1957:Q4,27021,0,2452,2102,2533,0,0,7475,954,5930,0,0,591,0,ND,1178,6091,4532,0,0,0,658,0,0,0,52375,25066,0,1057,4167,0,3816,0,3816,ND,14162,1537,12625,988,0,0,876,0,0,0,0,27309,2233,24406,670,0,0
1958:Q1,27450,0,2572,1669,3473,0,0,6980,1067,5288,0,0,625,0,ND,1197,6328,4603,0,0,0,628,0,0,0,53346,25621,0,995,4384,0,4087,0,4087,ND,14329,1628,12701,1001,0,0,825,0,0,0,0,27725,2320,24735,670,0,0
1958:Q2,28015,0,2832,1945,3524,0,0,6346,911,4811,0,0,624,0,ND,1217,6840,4681,0,0,0,630,0,0,0,55018,26475,0,1139,4584,0,4427,0,4427,ND,14436,1757,12679,1026,0,0,863,0,0,0,0,28543,2514,25359,670,0,0
1958:Q3,29263,0,2822,1596,3534,0,0,7141,868,5649,0,0,624,0,ND,1236,7537,4754,0,0,0,643,0,0,0,56229,27037,0,1168,4677,0,4515,0,4515,ND,14776,1923,12853,1041,0,0,860,0,0,0,0,29192,2786,25736,670,0,0
1958:Q4,30635,0,2653,2006,3414,0,0,7523,843,6035,0,0,645,0,ND,1262,8305,4853,0,0,0,619,0,0,0,57580,27472,0,1180,4507,0,4734,0,4734,ND,15114,1991,13123,1066,0,0,871,0,0,0,0,30108,3095,26343,670,0,0
1959:Q1,31529,0,2797,1950,3444,0,0,7946,753,6542,0,0,651,0,ND,1288,8475,4956,0,0,0,673,0,0,0,58189,27443,0,1161,4392,0,4903,0,4903,ND,15059,1894,13165,1088,0,0,840,0,0,0,0,30746,3193,26883,670,0,0
1959:Q2,34019,0,2765,2122,3084,0,0,9867,744,8454,0,0,669,0,ND,1322,9039,5086,0,0,0,734,0,0,0,60168,28397,0,1221,4833,0,4968,0,4968,ND,15346,1929,13417,1119,0,0,910,0,0,0,0,31771,3451,27650,670,0,0
1959:Q3,34866,0,2691,2046,2873,0,0,11068,729,9635,0,0,704,0,ND,1348,8906,5186,0,0,0,748,0,0,0,60874,28596,0,1275,4643,0,5098,0,5098,ND,15527,2010,13517,1139,0,0,914,0,0,0,0,32278,3452,28156,670,0,0
1959:Q4,35848,0,2689,2140,2575,0,0,11706,757,10360,0,0,589,0,ND,1363,9363,5241,0,0,0,771,0,0,0,61649,28623,0,1274,4541,0,5207,0,5207,ND,15477,2139,13338,1160,0,0,964,0,0,0,0,33026,3689,28667,670,0,0
1960:Q1,35535,0,2929,1576,2475,0,0,12092,1083,10387,0,0,622,0,ND,1384,8811,5323,0,0,0,945,0,0,0,62444,28997,0,1226,4562,0,5486,0,5486,ND,15576,2050,13526,1183,0,0,964,0,0,0,0,33447,3544,29233,670,0,0
1960:Q2,36508,0,3332,1873,2603,0,0,11990,1041,10296,0,0,653,0,ND,1399,9081,5383,0,0,0,847,0,0,0,63780,29701,0,1273,4650,0,5611,0,5611,ND,15870,2021,13849,1197,0,0,1100,0,0,0,0,34079,3753,29576,750,0,0
1960:Q3,36777,0,3599,1836,2822,0,0,12336,1234,10429,0,0,673,0,ND,1420,8460,5463,0,0,0,841,0,0,0,64404,30147,0,1306,4694,0,5687,0,5687,ND,16135,2030,14105,1211,0,0,1114,0,0,0,0,34257,3580,29927,750,0,0
1960:Q4,38341,0,3624,2122,2859,0,0,12610,1291,10651,0,0,668,0,ND,1429,9302,5496,0,0,0,899,0,0,0,66882,31448,0,1421,4643,0,5784,0,5784,ND,16636,2245,14391,1239,0,0,1725,0,0,0,0,35434,3984,30626,824,0,0
1961:Q1,40120,0,3904,2642,2463,0,0,12654,1343,10635,0,0,676,0,ND,1449,10468,5571,0,0,0,969,0,0,0,68645,31991,0,1468,4749,25,5869,0,5869,ND,17147,2210,14937,1269,0,0,1465,0,0,0,0,36654,4479,31351,824,0,0
1961:Q2,40392,0,4285,2518,2628,0,0,12291,1322,10288,0,0,681,0,ND,1472,10536,5662,0,0,0,1000,0,0,0,69845,32538,0,1501,4945,186,6042,0,6042,ND,16919,2346,14573,1297,0,0,1648,0,0,0,0,37307,4440,32043,824,0,0
1961:Q3,42053,0,4303,2744,2903,0,0,12987,1441,10874,0,0,672,0,ND,1485,10900,5713,0,0,0,1018,0,0,0,71982,33821,0,1593,5405,62,6109,0,6109,ND,17524,2375,15149,1328,0,0,1800,0,0,0,0,38161,4524,32813,824,0,0
1961:Q4,43218,0,3899,3098,2911,0,0,13064,1360,11035,0,0,669,0,ND,1497,11808,5756,0,0,0,1185,0,0,0,73911,34647,0,1752,5185,116,6221,0,6221,ND,18192,2727,15465,1350,0,0,1831,0,0,0,0,39264,4902,33367,995,0,0
1962:Q1,43693,0,4079,3381,2904,0,0,13277,1384,11023,84,0,786,0,ND,1508,11548,5801,0,0,0,1195,0,0,0,75341,35617,0,1797,4970,230,6422,0,6422,ND,18743,2966,15777,1370,0,0,2085,0,0,0,0,39724,4878,33851,995,0,0
1962:Q2,41460,0,4100,3420,2991,0,0,13719,1317,11468,169,0,765,0,ND,1528,8793,5879,0,0,0,1030,0,0,0,75976,36602,0,2039,4943,554,6737,0,6737,ND,18893,2972,15921,1397,0,0,2039,0,0,0,0,39374,3847,34532,995,0,0
1962:Q3,42239,0,4052,2861,3129,0,0,14379,1293,12118,253,0,715,0,ND,1542,9267,5931,0,0,0,1078,0,0,0,77196,36862,0,1936,5216,450,6831,0,6831,ND,18747,2991,15756,1423,0,0,2259,0,0,0,0,40334,4185,35154,995,0,0
1962:Q4,44314,0,3794,3233,3409,0,0,14797,1387,12379,337,0,694,0,ND,1559,10336,5996,0,0,0,1190,0,0,0,79136,37479,0,2090,5269,99,7215,0,7215,ND,19053,2907,16146,1450,0,0,2304,0,0,0,0,41657,4714,35826,1117,0,0
1963:Q1,45750,0,4330,2914,3802,0,0,14941,1370,12498,421,0,652,0,ND,1574,10950,6052,0,0,0,1187,0,0,0,81081,38297,0,1934,5406,132,7709,0,7709,ND,19390,2812,16578,1486,0,0,2240,0,0,0,0,42784,4943,36724,1117,0,0
1963:Q2,47673,0,4264,3250,3939,0,0,15692,1427,13051,504,0,710,0,ND,1601,11526,6160,0,0,0,1241,0,0,0,83632,39841,0,2060,5886,126,8216,0,8216,ND,20163,2932,17231,1522,0,0,1868,0,0,0,0,43791,5053,37621,1117,0,0
1963:Q3,48902,0,4291,3169,4128,0,0,16030,1568,13169,588,0,705,0,ND,1627,12031,6256,0,0,0,1370,0,0,0,84571,40115,0,1985,5854,154,8287,0,8287,ND,20371,3067,17304,1548,0,0,1916,0,0,0,0,44456,5094,38245,1117,0,0
1963:Q4,49727,0,4176,3499,4260,0,0,15893,1437,13033,672,0,751,0,ND,1617,12485,6218,0,0,0,1579,0,0,0,86556,41080,0,2370,5612,212,8208,0,8208,ND,21145,3373,17772,1584,0,0,1949,0,0,0,0,45476,5145,39152,1179,0,0
1964:Q1,50798,0,4384,3573,4530,0,0,15514,1582,12394,756,0,782,0,ND,1634,13137,6287,0,0,0,1739,0,0,0,88527,42140,0,2597,5508,440,8097,0,8097,ND,21825,3551,18274,1615,0,0,2058,0,0,0,0,46387,5300,39908,1179,0,0
1964:Q2,51923,0,4290,3924,4870,0,0,15619,1696,12267,840,0,816,0,ND,1658,13468,6379,0,0,0,1715,0,0,0,90301,42872,0,2721,5483,182,8249,0,8249,ND,22494,3685,18809,1654,0,0,2089,0,0,0,0,47429,5332,40868,1229,0,0
1964:Q3,53755,0,4531,4152,5185,0,0,16292,1653,12816,924,0,899,0,ND,1671,13766,6428,0,0,0,1730,0,0,0,92366,43994,0,2868,5574,227,8205,0,8205,ND,23097,3899,19198,1691,0,0,2333,0,0,0,0,48372,5352,41791,1229,0,0
1964:Q4,59372,0,4757,8253,5515,0,0,16908,1620,13321,1008,0,959,0,ND,1681,13835,6466,0,0,0,1957,0,0,0,95863,46552,0,3057,5699,432,8675,0,8675,ND,24262,4544,19718,1730,0,0,2697,0,0,0,0,49311,5270,42750,1291,0,0
1965:Q1,59833,0,5403,8010,5669,0,0,16492,1885,12538,1092,0,977,0,ND,1719,13914,6610,0,0,0,2016,0,0,0,98434,47690,0,3396,5375,490,8765,0,8765,ND,25355,5170,20185,1791,0,0,2518,0,0,0,0,50744,5180,44273,1291,0,0
1965:Q2,59483,0,5635,7984,5853,0,0,16197,1859,12286,1176,0,876,0,ND,1717,13279,6602,0,0,0,2216,0,0,0,100240,48458,0,3330,5670,546,8835,0,8835,ND,25685,4957,20728,1849,0,0,2543,0,0,0,0,51782,4809,45682,1291,0,0
1965:Q3,61164,0,5397,8254,5959,0,0,16568,1940,12507,1260,0,861,0,ND,1747,14296,6721,0,0,0,2222,0,0,0,101719,48739,0,3420,5322,959,8977,0,8977,ND,25677,4989,20688,1888,0,0,2497,0,0,0,0,52980,5041,46648,1291,0,0
1965:Q4,62166,0,4820,8509,6081,0,0,17385,1982,13056,1344,0,1003,0,ND,1761,14599,6771,0,0,0,2240,0,0,0,109143,49549,0,3306,5334,781,9135,0,9135,ND,26170,4983,21187,2155,0,0,2669,0,0,0,0,59594,5048,53255,1291,0,0
1966:Q1,61694,0,5018,8594,6291,0,0,16822,1996,12189,1428,0,1209,0,ND,1786,14027,6871,0,0,0,2285,0,0,0,110342,49966,0,2937,5512,559,9494,0,9494,ND,26513,4880,21633,2195,0,0,2757,0,0,0,0,60376,4846,54239,1291,0,0
1966:Q2,61518,0,5179,8713,6497,0,0,17057,2121,11634,1512,0,1790,0,ND,1810,12923,6963,0,0,0,2376,0,0,0,112542,50935,0,3143,5430,722,9629,0,9629,ND,26950,4882,22068,2255,0,0,2806,0,0,0,0,61607,4592,55724,1291,0,0
1966:Q3,61952,0,6611,8868,6466,0,0,17181,2388,11249,1596,0,1948,0,ND,1806,11455,6948,0,0,0,2617,0,0,0,113702,51404,0,3191,5333,1148,9736,0,9736,ND,26806,4786,22020,2301,0,0,2889,0,0,0,0,62298,4122,56875,1301,0,0
1966:Q4,65108,0,7776,9225,6413,0,0,17261,2212,11152,1680,0,2217,0,ND,1846,12643,7101,0,0,0,2843,0,0,0,114902,52641,0,3547,5190,1321,9870,0,9870,ND,27407,4802,22605,2296,0,0,3011,0,0,0,0,62261,4324,56746,1191,0,0
1967:Q1,69259,0,7089,9130,6852,0,0,17879,2228,11507,1764,0,2380,0,ND,1890,16002,7267,0,0,0,3150,0,0,0,117070,52896,0,3314,5029,314,10159,0,10159,ND,28488,4741,23747,2350,0,0,3242,0,0,0,0,64174,4875,58075,1224,0,0
1967:Q2,73389,0,6781,9121,7233,0,0,18260,2234,11537,1848,0,2641,0,ND,1935,19156,7442,0,0,0,3461,0,0,0,119431,54314,0,3360,4880,738,10396,0,10396,ND,29177,4555,24622,2385,0,0,3378,0,0,0,0,65117,4919,58932,1266,0,0
1967:Q3,80596,0,8018,9447,7437,0,0,18991,2155,12022,1932,0,2882,0,ND,1964,23588,7556,0,0,0,3595,0,0,0,122471,55778,0,3380,4863,1200,10785,0,10785,ND,29688,4696,24992,2433,0,0,3429,0,0,0,0,66693,5227,60123,1343,0,0
1967:Q4,84867,0,8502,9787,7679,0,0,20037,2247,13239,2016,0,2535,0,ND,2003,25511,7705,0,0,0,3643,0,0,0,128273,58593,0,3522,5027,2345,11086,0,11086,ND,30366,4848,25518,2552,0,0,3696,0,0,0,0,69680,5238,63058,1384,0,0
1968:Q1,84968,0,9352,9801,7374,0,0,19877,2362,12334,2100,0,3081,0,ND,2077,24631,7988,0,0,0,3868,0,0,0,130689,60132,0,3225,5520,2746,11389,0,11389,ND,30999,4669,26330,2598,0,0,3655,0,0,0,0,70557,4938,64197,1422,0,0
1968:Q2,89828,0,10788,9824,7061,0,0,19346,2475,11020,2184,0,3667,0,ND,2107,28212,8105,0,0,0,4385,0,0,0,134284,61562,0,2998,6838,2479,11449,0,11449,ND,31243,4525,26718,2651,0,0,3905,0,0,0,0,72722,5750,65505,1467,0,0
1968:Q3,93777,0,11790,10175,7230,0,0,20723,2527,11596,2268,0,4332,0,ND,2136,28883,8216,0,0,0,4624,0,0,0,137600,62891,0,3067,6918,2953,11683,0,11683,ND,31590,4416,27174,2716,0,0,3965,0,0,0,0,74709,6104,67121,1484,0,0
1968:Q4,96907,0,10845,10637,7409,0,0,22606,2826,12577,2352,0,4851,0,ND,2160,29517,8308,0,0,0,5425,0,0,0,143738,64970,0,3645,6500,3528,12170,0,12170,ND,31957,4389,27568,2865,0,0,4305,0,0,0,0,78768,6452,70804,1512,0,0
1969:Q1,99251,0,14748,10605,7188,0,0,21976,2871,11182,2436,0,5487,0,ND,2226,28598,8564,0,0,0,5346,0,0,0,146492,66074,0,3776,6590,3601,12487,0,12487,ND,32403,4233,28170,2928,0,0,4290,0,0,0,0,80418,6516,72368,1534,0,0
1969:Q2,103046,0,18676,10717,6933,0,0,22253,3426,10607,2520,0,5700,0,ND,2276,27895,8753,0,0,0,5543,0,0,0,149955,67408,0,3799,6990,3355,12692,0,12692,ND,33141,4113,29028,3003,0,0,4429,0,0,0,0,82547,6737,74221,1589,0,0
1969:Q3,102489,0,15909,11030,7048,0,0,24933,3844,12558,2604,0,5927,0,ND,2330,26633,8963,0,0,0,5643,0,0,0,153637,69353,0,4889,6790,3797,13107,0,13107,ND,33317,3845,29472,3070,0,0,4384,0,0,0,0,84284,6763,75882,1639,0,0
1969:Q4,107371,0,19255,11454,8789,0,0,23164,3820,10240,2688,0,6416,0,ND,2411,26761,9273,0,0,0,6264,0,0,0,158354,69863,0,5083,6752,2781,13198,0,13198,ND,33923,3934,29989,3231,0,0,4896,0,0,0,0,88491,6953,79842,1696,0,0
1970:Q1,109743,867,18125,11601,9007,0,0,25506,3902,12016,2782,0,6806,0,ND,2537,25996,9757,0,0,0,6347,0,0,0,161920,71423,920,4837,7364,1950,13480,0,13480,ND,34256,3954,30302,3317,0,0,5299,0,0,0,0,90497,6749,81986,1762,0,0
1970:Q2,107937,867,17538,11692,9113,0,0,28189,4352,13687,2876,0,7274,0,ND,2586,21457,9946,0,0,0,6549,0,0,0,163252,71226,957,4695,7294,1132,13422,0,13422,ND,34862,3963,30899,3419,0,0,5445,0,0,0,0,92026,5713,84501,1812,0,0
1970:Q3,112849,867,16383,12029,8033,0,0,31204,4209,16425,2962,0,7608,0,ND,2664,24473,10248,0,0,0,6948,0,0,0,166229,71711,991,5164,6758,1098,13818,0,13818,ND,34817,3801,31016,3488,0,0,5577,0,0,0,0,94518,6471,86187,1860,0,0
1970:Q4,117049,867,13488,12439,7125,0,0,34960,4307,19732,3012,0,7909,0,ND,2729,27209,10495,0,0,0,7737,0,0,0,171827,72645,851,5006,6638,629,14072,0,14072,ND,35921,3793,32128,3669,0,0,5860,0,0,0,0,99182,6573,90680,1929,0,0
1971:Q1,123512,1584,10329,12260,7190,0,0,40441,4202,24709,3140,0,8390,0,ND,2775,30545,10674,0,0,0,7714,0,0,0,172461,73800,1443,4663,6624,256,14354,0,14354,ND,36843,3922,32921,3618,0,0,5999,0,0,0,0,98661,7287,89410,1964,0,0
1971:Q2,128582,1584,9089,12153,7259,0,0,47676,4116,31880,3091,0,8589,0,ND,2811,29701,10813,0,0,0,7496,0,0,0,175919,74693,1247,4710,6283,322,14622,0,14622,ND,37639,4092,33547,3712,0,0,6158,0,0,0,0,101226,7486,91727,2013,0,0
1971:Q3,139392,1584,9689,12238,7360,0,0,58158,4264,41811,3118,0,8965,0,ND,2751,29859,10581,0,0,0,7172,0,0,0,178920,75569,1097,5350,5600,250,14934,0,14934,ND,38271,4440,33831,3804,0,0,6263,0,0,0,0,103351,7218,94021,2112,0,0
1971:Q4,145866,1720,9267,12725,7454,0,0,62847,4148,46286,3051,0,9362,0,ND,2811,30811,10811,0,0,0,7420,0,0,0,187070,77392,1194,5670,5607,280,15012,0,15012,ND,39167,4919,34248,4041,0,0,6421,0,0,0,0,109678,7641,99861,2176,0,0
1972:Q1,152531,2491,8873,12972,7950,0,0,66068,4183,49089,3069,0,9727,0,ND,2768,33513,10645,0,0,0,7251,0,0,0,187865,79749,1965,6057,5653,212,15495,0,15495,ND,39994,5240,34754,3930,0,0,6443,0,0,0,0,108116,8779,97117,2220,0,0
1972:Q2,155934,2491,9460,13643,8248,0,0,67100,4179,49179,3224,0,10518,0,ND,2821,33803,10849,0,0,0,7519,0,0,0,190650,80210,1958,5839,5814,457,15917,0,15917,ND,39804,5692,34112,3998,0,0,6424,0,0,0,0,110440,9359,98792,2289,0,0
1972:Q3,164536,2491,9846,14347,9412,0,0,71577,3139,54493,3189,0,10756,0,ND,2901,35099,11160,0,0,0,7703,0,0,0,194660,81808,1958,7107,5855,323,15789,0,15789,ND,40252,6234,34018,4083,0,0,6442,0,0,0,0,112852,9616,100899,2337,0,0
1972:Q4,175395,2491,11863,15076,10580,0,0,73178,4086,54460,3196,0,11436,0,ND,3041,39059,11696,0,0,0,8411,0,0,0,219981,86368,1958,8676,6065,241,16042,0,16042,ND,41527,6861,34666,4881,0,0,6979,0,0,0,0,133613,10537,120629,2447,0,0
1973:Q1,182849,2767,10257,14805,11538,0,200,81314,4096,62150,3188,0,11880,189,ND,3238,37594,12456,0,0,0,8491,0,0,0,209053,88687,2175,9627,6729,8,16175,0,16175,ND,42610,7128,35482,4271,0,0,7092,0,0,0,0,120366,12272,105557,2537,0,0
1973:Q2,182925,2767,11840,15950,12522,0,300,78994,4286,59215,3252,0,12241,166,ND,3486,34552,13409,0,0,0,8939,0,0,0,214616,91755,2166,10522,7029,8,16325,0,16325,ND,44164,7798,36366,4385,0,0,7156,0,0,0,0,122861,11887,108361,2613,0,0
1973:Q3,186947,2767,11416,16226,12640,0,400,78641,5264,57446,3387,0,12544,24,ND,3596,37905,13832,0,0,0,9500,0,0,0,216697,91914,2166,10462,6735,8,16546,0,16546,ND,43825,7264,36561,4465,0,0,7707,0,0,0,0,124783,11711,110356,2716,0,0
1973:Q4,183082,2767,11380,18910,13392,0,500,74666,4387,54303,3248,0,12728,32,ND,3682,33516,14163,0,0,0,10074,0,0,0,232582,98400,2166,12411,7983,8,17000,0,17000,ND,45240,7976,37264,4910,0,0,8682,0,0,0,0,134182,10026,121336,2820,0,0
1974:Q1,191652,2767,17239,19398,12930,0,600,74308,4500,53536,3435,0,12837,51,ND,4050,34242,15579,0,0,0,10488,0,0,0,236896,102835,2166,14118,8772,9,17692,15,17677,ND,44922,8154,36768,4877,0,0,10280,0,0,0,0,134061,10625,120519,2917,0,0
1974:Q2,195202,2767,16720,20763,15006,0,575,77746,4600,56242,3574,0,13330,118,ND,4162,30543,16006,0,0,0,10796,0,0,0,248917,113524,2195,20210,8183,94,18151,1,18150,ND,48851,9407,39444,4959,0,0,10881,0,0,0,0,135393,9769,122565,3059,0,0
1974:Q3,194989,2723,17174,20790,18887,0,550,77577,4700,55537,3524,0,13816,144,ND,4494,24012,17284,0,0,0,11354,0,0,0,255225,116845,2282,19956,8271,246,18655,90,18565,ND,51107,9412,41695,5133,0,0,11195,0,0,0,0,138380,8388,126851,3141,0,0
1974:Q4,204089,2809,18447,22722,21123,0,525,79545,4800,58270,2781,0,13694,253,ND,4665,23921,17941,0,0,0,12138,0,0,0,268014,125610,2374,22829,10360,5,19553,181,19372,ND,53498,9516,43982,5262,0,0,11730,0,0,0,0,142404,9011,130036,3357,0,0
1975:Q1,214159,2862,16066,21020,21217,0,500,86117,4950,64320,2923,0,13924,290,ND,4722,30308,18162,0,0,0,12895,0,0,0,279884,131099,2423,24362,10744,19,21735,255,21480,ND,54853,9802,45051,5422,0,0,11542,0,0,0,0,148785,11291,133985,3509,0,0
1975:Q2,222466,2836,15868,22297,22045,0,475,86490,5100,64710,2801,0,13879,238,ND,4902,35096,18852,0,0,0,13367,0,0,0,291152,138626,2418,29598,10528,25,23089,388,22701,ND,55616,10508,45108,5588,0,0,11765,0,0,0,0,152526,10805,138093,3628,0,0
