1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q3,221153,2671,18406,22187,22329,0,462,85385,5200,63987,2368,0,13830,249,ND,4919,32046,18921,0,0,0,13578,0,0,0,293724,141258,2301,28922,10983,247,24374,407,23967,ND,56527,11518,45009,5646,0,0,12259,0,0,0,0,152466,9108,139530,3828,0,0
1975:Q4,229621,2685,18506,23606,22579,0,450,87992,5300,65518,2691,0,14483,325,ND,5202,33399,20007,0,0,0,14170,700,0,700,309552,152230,2335,33878,11514,80,27099,559,26540,ND,58987,12284,46703,5816,0,0,12521,0,0,0,0,157322,9585,143726,4011,0,0
1976:Q1,239785,2653,18645,23104,21185,0,425,90809,5375,67953,2767,0,14714,290,ND,5506,39514,21175,0,0,0,15779,700,0,700,320325,158672,2351,35671,12185,571,29602,707,28895,ND,59929,12482,47447,5973,0,0,12391,0,0,0,0,161653,9885,147602,4166,0,0
1976:Q2,245206,2629,19756,24218,20750,0,412,93189,5450,69527,3078,0,15134,377,ND,5730,39559,22037,0,0,0,15849,700,0,700,334204,170193,2316,41962,13129,1365,31162,920,30242,ND,61623,13056,48567,6063,0,0,12574,0,0,0,0,164011,9642,149839,4530,0,0
1976:Q3,254574,2654,20918,25197,20015,0,400,97933,5525,73813,3150,0,15445,493,ND,5936,40120,22830,0,0,0,17278,800,0,800,339507,172339,2357,40228,14052,1039,33961,1140,32821,ND,62344,13148,49196,6192,0,0,12167,0,0,0,0,167168,9283,153011,4874,0,0
1976:Q4,295761,2665,23137,28120,27852,0,375,98420,5600,77583,2017,0,13220,495,ND,9807,47475,37721,0,0,0,18894,800,0,800,415547,187344,2395,48528,12720,321,35986,1282,34704,ND,66231,14861,51370,8645,0,0,12519,0,0,0,0,228203,9453,213638,5112,0,0
1977:Q1,297774,2659,21289,26587,28026,0,350,105453,5700,83869,2130,0,13754,642,ND,10010,44313,38498,0,0,0,19147,800,0,800,417934,187431,2389,45812,13958,261,36867,1608,35259,ND,67050,14241,52809,8725,0,0,12370,0,0,0,0,230503,9591,215615,5297,0,0
1977:Q2,310811,2674,22896,27619,29483,0,337,111488,5800,87623,2847,29,15189,594,ND,10209,46038,39264,0,0,0,19309,900,0,900,429249,194437,2486,48758,15524,92,38742,1816,36926,ND,67792,14112,53680,8880,0,0,12163,0,0,0,0,234812,9823,219465,5524,0,0
1977:Q3,325985,2669,28678,27984,28114,0,325,121466,5900,95798,3583,57,16128,548,ND,10420,44502,40076,0,0,0,20303,900,0,900,436342,198286,2489,50104,14576,65,40768,1962,38806,ND,69693,14687,55006,8985,0,0,11607,0,0,0,0,238056,10252,222037,5767,0,0
1977:Q4,353517,2787,32204,31971,28909,0,300,134492,6000,108654,4695,86,15057,645,ND,11434,45129,43979,0,0,0,20767,900,0,900,466590,213990,2629,61063,14517,20,41176,1847,39329,ND,71244,15265,55979,11791,0,0,11550,0,0,0,0,252600,10110,236508,5982,0,0
1978:Q1,368230,2837,30806,30636,30592,0,1000,148846,6100,122439,4919,114,15274,793,ND,11714,43234,45054,0,0,0,21818,900,0,900,481315,223290,2693,64715,15577,80,42601,1934,40667,ND,74158,15775,58383,11966,0,0,11500,0,0,0,0,258025,10544,241207,6274,0,0
1978:Q2,374407,2843,32292,31233,31355,0,1634,145075,6200,117423,5322,143,15987,1043,ND,12191,47584,46890,0,0,0,22039,228,0,228,485741,223595,2804,61924,15295,84,44032,2188,41844,ND,75886,16662,59224,12120,0,0,11450,0,0,0,0,262146,10730,245000,6416,0,0
1978:Q3,394571,2939,40808,30920,31585,0,1663,148620,6300,119448,6207,171,16494,1412,ND,12732,51327,48969,0,0,0,23366,230,0,230,491740,225928,2942,62761,14647,26,44906,2580,42326,ND,77351,19435,57916,11895,0,0,11400,0,0,0,0,265812,11832,247372,6608,0,0
1978:Q4,416028,2989,43633,33962,33158,0,2426,160557,6465,132901,5165,200,15826,901,ND,14233,47859,54743,0,0,0,21333,234,0,234,550792,258786,1558,76003,19694,4374,47544,2880,44664,ND,84666,24233,60433,13590,0,0,11357,0,0,0,0,292006,11236,273921,6849,0,0
1979:Q1,427271,4077,54834,31661,34885,0,2196,154998,7000,126633,5159,233,15973,1341,ND,14554,51322,55975,0,0,0,21193,235,0,235,559419,261063,2667,68163,23906,6391,48649,3106,45543,ND,86147,24525,61622,14052,0,0,11089,0,0,0,0,298356,11735,279609,7012,0,0
1979:Q2,434195,4090,63642,34805,33932,0,3199,143422,7500,113716,5270,266,16670,1878,ND,15245,52534,58637,0,0,0,22559,252,0,252,576048,270131,2670,72463,24252,6071,49321,3241,46080,ND,89180,25052,64128,14596,0,0,11579,0,0,0,0,305917,12022,286737,7158,0,0
1979:Q3,465348,4175,75322,36127,35352,0,3256,151786,8000,120244,5662,299,17581,2459,ND,15943,55881,61321,0,0,0,22992,734,0,734,606726,292195,2725,79314,29612,3324,51779,3976,47803,ND,97530,29808,67722,15361,0,0,12550,0,0,0,0,314531,14087,293153,7291,0,0
1979:Q4,474052,4173,72867,40087,35591,0,4113,146615,8412,115958,5868,332,16045,2888,ND,18278,55434,70301,0,0,0,22660,1045,0,1045,650011,304585,2724,83700,28529,3807,55066,4553,50513,ND,100503,31372,69131,17356,0,0,12901,0,0,0,0,345426,14803,323222,7401,0,0
1980:Q1,482537,5058,77572,39903,35332,0,3749,148137,8650,113901,7017,365,18204,3452,ND,18963,53575,72937,0,0,0,22678,1181,0,1181,660820,310015,3681,77917,32445,5416,55835,5217,50618,ND,102897,30767,72130,18343,0,0,13481,0,0,0,0,350805,14344,328844,7617,0,0
1980:Q2,508217,5353,68662,44313,36327,0,4246,153670,8900,116990,7063,398,20319,5568,ND,20151,60991,77505,0,0,0,30120,1311,0,1311,693447,336586,3782,94094,34381,5604,57058,5531,51527,ND,107952,32581,75371,19348,0,0,14367,0,0,0,0,356861,17548,331525,7788,0,0
1980:Q3,529363,5305,75176,40989,35563,0,4528,160558,9150,120506,7690,433,22779,5263,ND,21124,67590,81245,0,0,0,30381,1641,0,1641,718620,356537,4007,106959,32664,6154,57440,5828,51612,ND,112261,34717,77544,20481,0,0,16571,0,0,0,0,362083,19083,334925,8075,0,0
1980:Q4,574378,5155,80600,42877,36566,0,4395,165281,9334,127449,8473,467,19558,4502,ND,26228,74586,100877,0,0,0,31471,1840,0,1840,782564,382458,2610,120040,36049,10134,59098,6955,52143,ND,116723,38474,78249,23084,0,0,14720,0,0,0,0,400106,18930,372980,8196,0,0
1981:Q1,585618,6019,74170,41101,35699,0,4076,177099,9000,136077,9054,500,22468,7712,ND,26877,76834,103374,0,0,0,30576,2081,0,2081,800406,397825,3913,116900,41937,11895,60941,8483,52458,ND,121465,39875,81590,24094,0,0,16681,0,0,0,0,402581,18883,375307,8391,0,0
1981:Q2,607269,5637,85200,43523,36749,0,3529,178323,8700,134740,9709,533,24641,8077,ND,27969,78076,107576,0,0,0,30302,2308,0,2308,822630,414797,3690,126573,43910,10751,63361,9564,53797,ND,126348,40932,85416,25033,0,0,15132,0,0,0,0,407833,18417,380702,8714,0,0
1981:Q3,619800,5608,100624,43818,36248,0,3401,177016,8400,129677,10340,567,28032,10776,ND,29105,69484,111945,0,0,0,29270,2505,0,2505,838546,432919,3896,137703,45839,10050,64866,10088,54778,ND,128922,42347,86575,26877,0,0,14766,0,0,0,0,405627,15333,381264,9030,0,0
1981:Q4,659285,5703,101061,40651,38838,0,4404,181556,8041,135509,10344,600,27062,15400,ND,33970,74683,130653,0,0,0,29490,2876,0,2876,910416,492667,4095,163236,48197,9774,72027,10829,61198,ND,150486,60868,89618,29809,0,0,15043,0,0,0,0,417749,16467,391944,9338,0,0
1982:Q1,606130,5454,101003,36708,40612,0,4870,184496,7600,135479,10274,633,30510,16653,ND,35603,68554,81156,0,0,0,28152,2869,0,2869,759727,523669,4306,180791,53785,9121,73404,11381,62023,ND,159413,68006,91407,31076,0,0,11774,0,0,0,0,236058,14044,212463,9551,0,0
1982:Q2,624725,5351,102919,39639,44891,0,5596,190601,7200,135478,10802,667,36454,17267,ND,37200,67704,82835,0,0,0,28846,1876,0,1876,803653,561957,4461,205857,55930,8999,75480,13100,62380,ND,169838,74712,95126,30087,0,0,11306,0,0,0,0,241696,13513,218347,9836,0,0
1982:Q3,642507,5254,99934,38088,45987,0,5870,198965,6800,141723,10413,700,39329,20098,ND,37916,74449,85032,0,0,0,27741,3173,0,3173,823113,576328,4809,221772,48677,8630,78569,12936,65633,ND,175228,75641,99587,27888,0,0,10755,0,0,0,0,246785,13693,222999,10093,0,0
1982:Q4,688657,5405,96652,39458,49211,0,5986,219806,6329,150687,10914,733,51143,20144,ND,31236,88324,99192,0,0,0,30085,3158,0,3158,870765,615609,5250,232010,58010,10212,87367,15054,72313,ND,179876,76963,102913,31843,0,0,11041,0,0,0,0,255156,17442,227369,10345,0,0
1983:Q1,695079,5285,100978,40345,33251,0,6048,227522,7445,156612,10481,767,52217,21499,ND,30896,98625,100741,0,0,0,27001,2888,0,2888,892171,628358,5229,240802,62254,8601,89687,16787,72900,ND,182544,81775,100769,28360,0,0,10882,0,0,0,0,263813,19401,233652,10760,0,0
1983:Q2,717028,5234,97137,42378,33987,0,6020,234091,7132,161723,10488,800,53948,23439,ND,32960,110389,102255,0,0,0,26202,2936,0,2936,906533,633467,5478,242775,61749,7854,92509,18557,73952,ND,186252,84762,101490,27108,0,0,9742,0,0,0,0,273066,22898,239183,10985,0,0
1983:Q3,727570,5178,98896,42508,33661,0,6174,235321,6959,162120,10281,833,55128,23985,ND,35346,110130,103973,0,0,0,29143,3255,0,3255,925011,643974,5628,239899,64091,6911,93891,19386,74505,ND,196883,93782,103101,26939,0,0,9733,0,0,0,0,281037,24289,245414,11334,0,0
1983:Q4,766469,5130,114992,45145,35482,0,6659,237441,7116,163562,11183,867,54713,25890,ND,34395,109555,118923,0,0,0,29005,3852,0,3852,1011467,687800,5025,220133,154154,6289,84633,21540,63093,ND,180373,74204,106169,26063,0,0,11131,0,0,0,0,323667,26154,285799,11714,0,0
1984:Q1,774028,5214,110313,45042,35237,0,6184,242956,8284,165238,11128,900,57406,31823,ND,35110,105627,123009,0,0,0,29700,3813,0,3813,1047302,713755,5341,230934,159606,6817,86938,24158,62780,ND,188468,80890,107578,24024,0,0,11627,0,0,0,0,333547,28801,292708,12038,0,0
1984:Q2,812339,5052,122104,46736,39130,0,6027,251925,8544,171303,11310,933,59835,39326,ND,39626,100731,127415,0,0,0,30621,3646,0,3646,1073015,735197,5459,237028,161115,6329,94088,30516,63572,ND,197325,82391,114934,21845,0,0,12009,0,0,0,0,337818,25051,300418,12349,0,0
1984:Q3,835153,4895,119534,46640,39850,0,5760,261357,9720,176035,11776,967,62859,43130,ND,40782,107372,130752,0,0,0,29834,5247,0,5247,1071325,726947,5554,237667,156105,6036,90689,26707,63982,ND,199745,87896,111849,20463,0,0,10688,0,0,0,0,344378,25456,306197,12725,0,0
1984:Q4,875161,4803,119594,49641,40125,0,6758,293903,8327,200289,11969,1000,72318,48668,ND,41813,104852,130564,0,0,0,29808,4632,0,4632,1061660,733539,5641,247216,153328,6656,86615,23721,62894,ND,200649,89932,110717,22788,0,0,10647,0,0,0,0,328121,25994,288987,13140,0,0
1985:Q1,895199,4857,122210,48382,40689,0,6455,299838,8763,195702,12289,1050,82034,48317,ND,43171,112979,134075,0,0,0,29100,5126,0,5126,1069994,733097,5973,246725,154842,7041,88126,24638,63488,ND,198775,88996,109779,21852,0,0,9764,0,0,0,0,336897,30324,293098,13475,0,0
1985:Q2,933293,4891,127893,50957,40485,0,6661,318067,7655,209640,13063,1100,86609,49099,ND,45051,120428,136868,0,0,0,28222,4671,0,4671,1074047,726727,6196,248013,149072,7407,91397,25838,65559,ND,196277,89458,106819,18543,0,0,9823,0,0,0,0,347320,32398,301107,13815,0,0
1985:Q3,960927,5191,132400,53402,41802,0,7618,334129,8040,216962,14335,1150,93642,51608,ND,46345,115106,140492,0,0,0,28937,3897,0,3897,1092986,737529,6847,252421,154236,8671,93573,27417,66156,ND,193381,87673,105708,19398,0,0,9002,0,0,0,0,355457,37738,303568,14151,0,0
1985:Q4,1083288,5382,162328,54449,43349,0,7517,363921,8166,226392,17478,1200,110685,56021,ND,46999,136791,172997,0,0,0,30028,3506,0,3506,1216479,753758,7293,252564,161763,12856,94352,19248,75104,ND,195712,90650,105062,19234,0,0,9985,0,0,0,0,462721,44383,403897,14441,0,0
1986:Q1,1138469,5577,171028,53548,38895,0,8479,384990,9019,235450,18793,1250,120478,57016,ND,48853,162113,174494,0,0,0,29553,3923,0,3923,1248896,766785,7839,249714,166168,13965,104342,24895,79447,ND,193898,89002,104896,23047,0,0,7813,0,0,0,0,482111,58372,409090,14649,0,0
1986:Q2,1204386,5770,171863,55385,39612,0,8509,416055,9518,253810,20841,1300,130586,65121,ND,50654,178274,178530,0,0,0,30587,4026,0,4026,1273636,778326,8213,254238,172729,15229,107949,29231,78718,ND,189755,87051,102704,22588,0,0,7626,0,0,0,0,495310,64259,416008,15043,0,0
1986:Q3,1258298,5945,188603,55583,40125,0,9841,435451,8051,264227,22325,1350,139498,76486,ND,52440,172779,185614,0,0,0,31388,4043,0,4043,1325730,817845,8295,276823,181047,16786,112437,32908,79529,ND,190850,87637,103213,22789,0,0,8817,0,0,0,0,507885,72043,420084,15758,0,0
1986:Q4,1358775,5993,212897,59554,40819,0,10867,458734,8038,269388,24989,1400,154919,77617,ND,58297,183172,214669,0,0,0,31447,4709,0,4709,1482799,855964,8395,304125,191717,17322,109768,23407,86361,ND,190410,87596,102814,24235,0,0,9992,0,0,0,0,626835,72399,538513,15923,0,0
1987:Q1,1420852,6299,203094,57597,40830,0,11704,475847,7225,278755,25700,1450,162717,75597,ND,65011,228339,220728,0,0,0,31224,4582,0,4582,1491364,839255,8740,280305,192935,17292,110025,23278,86747,ND,192514,89280,103234,25506,0,0,11938,0,0,0,0,652109,91583,544414,16112,0,0
1987:Q2,1476762,6262,215237,59587,40145,0,10776,492669,9609,287408,26723,1500,167429,79717,ND,67548,242944,227275,0,0,0,30573,4029,0,4029,1521884,854157,8856,303520,191379,13902,107936,21587,86349,ND,190161,84907,105254,25725,0,0,12678,0,0,0,0,667727,99680,551653,16394,0,0
1987:Q3,1548820,6270,238544,58588,40462,0,12804,498561,10624,285414,28163,1550,172810,82427,ND,79600,259413,236221,0,0,0,31154,4776,0,4776,1544560,860929,9078,305165,194346,13999,114390,26610,87780,ND,184312,82646,101666,26033,0,0,13606,0,0,0,0,683631,107277,559553,16801,0,0
1987:Q4,1513457,6951,260267,62015,42250,0,13111,508450,9021,296301,28322,1600,173206,78072,ND,75680,189006,240520,0,0,0,31546,5589,0,5589,1619793,916109,10283,318462,226269,13090,120585,26245,94340,ND,189862,88377,101485,26958,0,0,10600,0,0,0,0,703684,94700,591850,17134,0,0
1988:Q1,1569643,6797,250235,61529,42136,0,12003,544406,10363,329942,28464,1650,173987,92107,ND,72770,199740,251602,0,0,0,31281,5037,0,5037,1635413,913407,9899,317712,221843,11579,125656,27544,98112,ND,185684,85474,100210,29011,0,0,12023,0,0,0,0,722006,110010,594583,17413,0,0
1988:Q2,1641502,6421,271173,64482,43846,0,11934,560684,8116,341268,31114,1700,178486,94175,ND,75421,211473,263092,0,0,0,31390,7411,0,7411,1653320,930963,9180,329591,230035,10793,127019,29037,97982,ND,185450,84494,100956,28436,0,0,10459,0,0,0,0,722357,105733,598913,17711,0,0
1988:Q3,1687023,6322,281486,63815,43789,0,13653,569872,11037,340942,32575,1750,183568,101961,ND,80159,211836,272415,0,0,0,32322,9393,0,9393,1696796,962576,9074,350455,234009,18015,130721,31432,99289,ND,178782,81097,97685,28302,0,0,13218,0,0,0,0,734220,108506,607678,18036,0,0
1988:Q4,1764485,6593,297944,65592,43372,0,13038,588669,11838,353839,34193,1800,186999,99979,ND,87242,213813,304288,0,0,0,33644,10311,0,10311,1850849,1020843,9637,359329,238747,17363,176524,49943,126581,ND,175355,80767,94588,31724,0,0,12165,0,0,0,0,830006,128662,682896,18448,0,0
1989:Q1,1839906,6334,298270,66575,44814,0,14402,614923,13715,368034,38227,1850,193097,113775,ND,102377,226810,307405,0,0,0,34620,9601,0,9601,1910257,1065137,9789,379549,251889,20298,182279,54395,127884,ND,170070,80048,90022,36492,0,0,14771,0,0,0,0,845120,133621,692790,18709,0,0
1989:Q2,1861681,6107,273019,67208,46938,0,17229,612042,14404,360797,40040,1900,194901,121201,ND,107401,247993,318124,0,0,0,35194,9225,0,9225,1901187,1043146,9380,353253,251249,31517,182312,52733,129579,ND,163451,74847,88604,36659,0,0,15326,0,0,0,0,858041,137833,701242,18966,0,0
1989:Q3,1929584,6270,274708,67491,47798,196,17075,641437,14444,386117,43023,1950,195903,118606,ND,106642,275749,330702,0,0,0,34272,8638,0,8638,1967964,1066673,9833,362292,253010,39080,188660,57498,131162,ND,160389,73112,87277,37381,0,0,16027,0,0,0,0,901291,171711,710300,19280,0,0
1989:Q4,2106622,6439,287052,69510,49546,391,23116,693427,12683,423742,47219,2000,207783,122347,ND,111866,275709,422868,0,0,0,36259,8092,0,8092,2143714,1122441,9951,386123,267405,44551,198382,63022,135360,ND,156438,69812,86626,45715,0,0,13876,0,0,0,0,1021273,197345,804307,19621,0,0
1990:Q1,2104506,6373,264614,70890,51051,587,22259,687426,11371,415674,49388,2050,208943,144858,ND,114591,260910,435781,0,0,0,36688,8478,0,8478,2081889,1084601,10092,358279,260358,46424,203210,59292,143918,ND,150253,65284,84969,46628,0,0,9357,0,0,0,0,997288,162878,814465,19945,0,0
1990:Q2,2155934,6486,271308,74822,50096,783,21401,698805,11894,421266,50857,2100,212688,151960,ND,117777,269743,447239,0,0,0,37145,8369,0,8369,2145362,1112665,10490,364593,272097,47294,213887,65062,148825,ND,149238,64418,84820,45353,0,0,9714,0,0,0,0,1032697,190890,821555,20252,0,0
1990:Q3,2184204,6823,292506,81463,49159,978,20544,710564,11164,434145,50324,2150,212781,168534,ND,118074,230043,456098,0,0,0,41198,8220,0,8220,2165351,1142474,10666,366962,287533,49414,220768,71453,149315,ND,145891,62474,83417,50635,0,0,10605,0,0,0,0,1022877,166628,835536,20713,0,0
1990:Q4,2186281,6970,308523,85786,49019,1174,19686,709334,10708,438363,49406,2200,208657,172408,ND,118205,242615,421396,0,0,0,42568,8597,0,8597,2101723,1179066,10989,389802,301094,52193,227942,75346,152596,ND,140797,61199,79598,40775,0,0,15475,0,0,0,0,922657,197596,704136,20925,0,0
1991:Q1,2224903,6596,309786,88384,50297,1369,19979,719564,10355,443257,50225,2250,213477,158332,ND,112560,276092,430887,0,0,0,41530,9527,0,9527,2149310,1189868,10368,389185,300333,47666,243103,87378,155725,ND,137031,61127,75904,45429,0,0,16753,0,0,0,0,959442,220890,717344,21208,0,0
1991:Q2,2252200,6441,312913,88446,51210,1565,20271,736099,9995,453173,51563,2300,219068,151017,ND,121660,276334,435762,0,0,0,40814,9668,0,9668,2135407,1164082,10309,399126,288133,44940,232765,74289,158476,ND,131780,58309,73471,39884,0,0,17146,0,0,0,0,971325,224206,725486,21633,0,0
1991:Q3,2275430,6703,323016,93086,48410,1761,20564,748338,9669,457598,55861,2350,222860,142506,ND,115995,282180,440630,2900,0,0,40938,8403,0,8403,2182383,1165365,10722,397183,288936,43853,240723,78336,162387,ND,128376,58480,69896,38777,0,0,16796,0,0,0,0,1017018,258216,736828,21974,0,0
1991:Q4,2441895,7008,341596,97198,48880,1956,20857,784545,11314,476289,58531,2400,236011,125065,ND,113878,291200,555259,5801,0,0,40800,7852,0,7852,2293392,1188531,11240,420067,280001,45934,246379,69601,176778,ND,129095,59615,69480,38434,0,0,17380,0,0,0,0,1104861,278976,803456,22429,0,0
1992:Q1,2612546,6721,373825,96597,155217,2152,32178,806512,10400,491891,61710,2450,240061,131864,ND,112039,279172,558880,8701,0,0,41071,7617,0,7617,2290493,1193582,10947,430406,271311,43659,245893,67338,178555,ND,128532,59536,68996,45898,0,0,16937,0,0,0,0,1096911,257473,816695,22743,0,0
1992:Q2,2652995,7012,363778,98769,158518,2348,34724,841180,10897,513373,68386,2500,246024,127304,ND,114813,280355,562485,11601,0,0,42031,8077,0,8077,2335904,1212937,11597,428681,276282,45055,257819,74277,183542,ND,130115,61004,69111,46431,0,0,16957,0,0,0,0,1122967,272908,827010,23049,0,0
1992:Q3,2689333,7216,372754,105872,150520,2543,33337,853616,12125,517962,69828,2550,251151,132148,ND,113178,285368,567668,14501,0,0,42233,8379,0,8379,2363637,1209879,12111,415428,281747,45579,264960,77505,187455,ND,127093,59021,68072,45022,0,0,17939,0,0,0,0,1153758,296190,834138,23430,0,0
1992:Q4,2745100,6737,357784,109791,169457,2739,41715,853151,12902,520339,71352,2600,245958,129939,ND,115181,308847,580997,17402,0,0,42471,8889,0,8889,2306726,1206392,8503,417169,279629,40005,271940,70407,201533,ND,123608,54826,68782,46974,0,0,18564,0,0,0,0,1100334,314266,762212,23856,0,0
1993:Q1,2776345,6848,361396,111840,154483,2935,46596,863546,12864,534782,73170,2650,240080,129945,ND,119462,323329,584529,20302,0,0,42307,8827,0,8827,2344421,1180651,8787,387294,278095,42353,285946,64539,221407,ND,117584,51560,66024,39990,0,0,20602,0,0,0,0,1163770,365074,774617,24079,0,0
1993:Q2,2807127,6877,339962,117200,163582,3130,50351,892129,19831,540158,82130,2700,247310,125172,ND,127090,320431,588700,23202,0,0,41866,7435,0,7435,2429544,1187898,8987,374291,276488,41998,302014,64457,237557,ND,115502,50124,65378,48213,0,0,20405,0,0,0,0,1241646,426520,790767,24359,0,0
1993:Q3,2897108,6949,354141,126907,165690,3326,55051,931492,20072,562514,91893,2750,254263,121491,ND,133359,327673,594579,26103,0,0,43178,7169,0,7169,2527116,1203278,9203,375143,265820,43474,332936,64013,268923,ND,112091,48287,63804,45105,0,0,19506,0,0,0,0,1323838,491186,808046,24606,0,0
1993:Q4,3023984,6730,352914,126151,192578,3521,58627,980834,18817,594551,103241,2800,261425,114167,ND,143931,340997,624467,29003,0,0,43484,6580,0,6580,2847589,1276429,9039,376650,284012,41532,372453,62302,310151,ND,112355,47484,64871,59000,0,0,21388,0,0,0,0,1571160,543862,1002299,24999,0,0
1994:Q1,3098222,6921,374245,131866,195303,3717,58128,1009565,22860,605360,109188,2850,269307,130429,ND,143067,330689,630804,31903,0,0,44169,7416,0,7416,2877079,1254925,9383,364252,283989,44239,348240,37755,310485,ND,109028,45192,63836,74091,0,0,21704,0,0,0,0,1622154,578653,1018280,25221,0,0
1994:Q2,3145143,7096,381580,138125,210365,3913,55607,1025232,22990,604184,115133,2900,280025,128049,ND,143926,328840,635971,34803,0,0,44704,6932,0,6932,2952511,1276295,9731,366086,303682,42765,346338,36605,309733,ND,108851,46092,62759,74605,0,0,24237,0,0,0,0,1676216,616744,1033889,25583,0,0
1994:Q3,3233782,7189,386768,142467,196954,4108,75114,1059050,19969,626320,119050,2950,290761,128323,ND,146624,351444,647896,37704,0,0,44241,5900,0,5900,2995978,1293171,9971,368486,312169,43440,350817,34779,316038,ND,107580,45339,62241,76971,0,0,23738,0,0,0,0,1702807,626046,1050782,25979,0,0
1994:Q4,3192065,7153,418088,148553,204201,4304,46616,1040672,24850,632571,106793,3000,273458,122101,ND,133985,352812,623868,40604,0,0,45033,4075,0,4075,3067780,1360541,10039,364782,386560,41215,364076,42669,321407,ND,109345,45980,63365,60534,0,0,23991,0,0,0,0,1707239,626762,1054048,26429,0,0
1995:Q1,3308232,7646,420405,153446,201500,4492,56608,1100250,28833,670713,111956,3238,285510,126693,ND,130785,377573,636507,44907,0,0,43528,3892,0,3892,3154448,1408768,11651,375445,397566,50639,377136,51870,325266,ND,110398,46756,63642,61709,0,0,24225,0,0,0,0,1745680,644382,1074557,26741,0,0
1995:Q2,3458268,7686,435898,153882,206560,4680,62488,1172813,33084,724385,115589,3476,296279,125681,ND,133167,412156,646324,50421,0,0,43861,2651,0,2651,3267264,1482350,11869,395617,428859,52864,389452,49097,340355,ND,113447,50101,63346,62412,0,0,27830,0,0,0,0,1784914,668010,1089886,27018,0,0
1995:Q3,3589290,7380,424933,156367,197530,4868,66199,1254862,37617,780277,123932,3714,309322,127298,ND,135265,448511,662085,55996,0,0,44102,3894,0,3894,3347450,1480115,11035,377688,424450,50385,413878,56833,357045,ND,112444,49574,62870,63557,0,0,26678,0,0,0,0,1867335,728149,1111765,27421,0,0
1995:Q4,3945684,7283,442235,158455,201317,5056,67634,1342678,43441,816947,123051,3952,355287,122111,ND,135446,484180,870280,60277,0,0,45780,2952,0,2952,3685579,1561374,11037,376273,439184,49096,488107,56160,431947,ND,114417,51368,63049,58149,0,0,25111,0,0,0,0,2124205,790615,1305643,27947,0,0
1996:Q1,4058518,7159,411786,154050,202349,5244,72540,1418558,30965,888669,123610,4190,371124,126553,ND,144280,512003,889579,65586,0,0,46356,2475,0,2475,3791185,1578540,11046,362849,465119,46861,498440,52464,445976,ND,115757,52262,63495,56105,0,0,22364,0,0,0,0,2212645,849842,1334418,28385,0,0
1996:Q2,4158796,7072,404638,161720,198107,5431,76399,1472635,42316,910263,128726,4428,386902,126630,ND,147709,534464,902849,71070,0,0,47100,2972,0,2972,3877590,1594318,10980,368911,465677,46077,505932,54502,451430,ND,119151,55092,64059,56428,0,0,21162,0,0,0,0,2283272,903587,1350923,28762,0,0
1996:Q3,4305942,7052,399599,166489,202006,5619,76478,1571085,47544,971905,139253,4666,407717,139897,ND,148374,543271,918781,75506,0,0,49260,2525,0,2525,4004700,1664264,10177,383206,492167,38861,538515,65816,472699,ND,119457,55185,64272,60670,0,0,21212,0,0,0,0,2340436,939758,1371483,29195,0,0
1996:Q4,4645466,7045,440137,175192,201057,5807,70852,1669616,57864,1040330,134400,4904,432118,126000,ND,149708,585280,1079410,81310,0,0,51325,2727,0,2727,4363938,1787492,10312,414435,539124,38294,567073,67476,499597,ND,122069,57658,64411,67810,0,0,28374,0,0,0,0,2576446,1006135,1540530,29781,0,0
1997:Q1,4814442,6795,457956,178559,202428,5995,91678,1742943,52073,1091734,144896,5142,449098,130675,ND,161262,601272,1096524,84491,0,0,51471,2393,0,2393,4494885,1873025,9879,452955,582039,32447,574241,69321,504920,ND,122752,58399,64353,68981,0,0,29732,0,0,0,0,2621860,1019624,1572028,30208,0,0
1997:Q2,5056799,6801,473469,184754,202905,6183,92320,1804281,66414,1113289,151675,5380,467523,132343,ND,169588,723832,1111985,95628,0,0,50389,2321,0,2321,4739238,1918253,10023,470722,588277,32935,589032,71337,517695,ND,127260,62566,64694,70220,0,0,29784,0,0,0,0,2820985,1192191,1598175,30619,0,0
1997:Q3,5262094,6689,471639,189503,203291,6371,98316,1886447,75321,1157026,160630,5618,487852,135779,ND,170201,803708,1130466,105501,0,0,51019,3164,0,3164,4866288,1969373,9997,464485,613902,32059,620571,64349,556222,ND,126147,62844,63303,70622,0,0,31590,0,0,0,0,2896915,1244738,1621143,31034,0,0
1997:Q4,5746421,6611,550707,202687,214424,6559,90823,1892352,77763,1153213,157299,5856,498221,143261,ND,179466,838216,1457942,108118,0,0,52217,3038,0,3038,5111051,2066410,10027,520042,636971,30809,633242,65084,568158,ND,130349,67779,62570,73801,0,0,31169,0,0,0,0,3044641,1207787,1805484,31370,0,0
1998:Q1,5961932,6545,494286,202119,219584,6747,112207,1934319,79680,1158014,169504,6094,521027,148824,ND,183788,1004540,1473680,120997,0,0,50748,3548,0,3548,5316334,2054416,10108,483804,630902,30220,657413,76706,580707,ND,130757,70292,60465,80246,0,0,30966,0,0,0,0,3261918,1385867,1844296,31755,0,0
