1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018:Q4,2982879,2488484,2432493,2614815,2517137,143249,2373888,95325,2353,-182321,894297,260220,43352,-106812,-21644,5844,77631,76367,-1332,1500,1004,92,9876,-6284,16160,-3964,-37832,-178062,180,-8500,118260,735748,1076618,1659681,7054,-143290,5156,145188,738205,395751,33940,308513,-45468,187173,27875,744842,-583063,-871552,311880,-23391,55991
2019:Q1,2901802,2521987,1758153,2659801,2542177,147867,2394310,114927,2697,-901648,1770789,-59990,104268,17712,96657,-6796,72779,38639,25656,9596,1984,-3096,5656,3052,2604,-298320,9644,85701,236,-9004,568717,1183529,2672437,2938979,490222,87811,15603,386808,552893,124794,174852,253247,-60848,206609,59350,1690752,-266542,-611416,297720,47154,763834
2019:Q2,2909165,2578641,3009014,2671630,2590153,147992,2442161,83209,-1732,337384,2712106,379594,65956,72644,122206,-2992,-1602,38938,-35164,-9380,2216,1788,-29291,9688,-38979,6415,10008,96909,424,-9004,550462,1450377,2374722,2094840,295434,-61641,6391,350684,377553,74713,115107,187733,-21688,185776,-107020,1364785,279882,-30816,255544,55154,-430373
2019:Q3,2998802,2629460,3499185,2680584,2611730,149642,2462088,70236,-1382,818601,3083935,718734,-43880,-56960,138688,-4480,104212,110908,-8212,-1056,2668,-96,18505,9496,9009,-171153,10128,-4157,456,-9004,324490,2058356,2265334,2450924,441138,-10389,18527,433000,509381,-12883,146235,376029,23992,171494,39029,1265889,-185590,-387544,153100,48854,-869725
2019:Q4,3087491,2729190,2776456,2613054,2591813,150826,2440987,23453,-2212,163402,2553538,-420618,72988,65376,89938,9488,89291,33283,40116,10360,4000,1532,33007,8276,24731,61030,10992,250991,228,-9004,361038,1938794,2390136,2431142,41989,-23529,24042,41476,343496,-31384,113254,261626,29984,128645,5705,1881323,-41006,-331412,232272,58134,-47266
2020:Q1,2984834,2524574,3237564,2522578,2563594,157338,2406256,-39039,-1977,714986,3116107,1582010,551632,-84604,539655,54116,129273,34157,67564,34276,-7516,792,16062,13732,2330,-121999,-109816,55449,-244,7468,-362994,860098,2401121,2586119,770341,-21428,17397,774372,2606222,1868510,336350,401363,-62256,-348719,51540,-431009,-184998,-296900,157140,-45238,-712990
2020:Q2,2784768,2401923,1008183,2091807,2376648,147643,2229005,-282276,-2565,-1083624,419546,1208760,434448,126220,247452,17332,55170,-52134,85384,27968,-7952,1904,-38228,11432,-49660,83759,-131728,467550,372,7468,-880849,-1178179,1503170,1356407,1643373,-271256,21,1914608,1070891,431612,318088,321190,-55856,-691627,166613,-776987,146763,-27836,141200,33399,1393740
2020:Q3,3764811,2981567,3765824,2587594,2481340,170666,2310674,98975,7279,1178230,1837091,-357482,35888,47500,-148232,-10256,-46550,42102,-61180,-20628,-7428,584,43303,29572,13731,-86306,-142892,248083,708,7468,800963,1444895,658861,342831,205754,-70608,17442,258920,-156323,-778673,302317,320034,-26608,515481,-191073,-4401,316030,86072,145100,84858,-784257
2020:Q4,3582615,2640147,1961570,2643279,2567777,182943,2384834,78055,-2553,-681708,508927,-415523,95716,-73000,-69732,33236,4147,109015,-71156,-27068,-8240,1596,46844,13244,33600,-10546,-159592,216017,380,7468,601171,232341,1190635,1007201,164716,113980,-12068,62804,76294,-510037,181721,404609,-125544,426933,33848,430955,183434,-40120,216868,6686,678577
2021:Q1,3956124,2798420,2304343,2606594,2631388,190522,2440866,-41218,16424,-302251,1800508,346104,44088,111376,194311,-58424,-58782,-38698,-24864,-13732,11376,7136,19321,19180,141,25822,-92868,222942,664,17276,674404,354274,2102759,1802206,323501,-212435,10724,525212,553598,25656,235073,292870,21580,414717,-12105,500916,300553,204944,225780,-130171,494077
