1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q2,19028,7476,4234,-666,11736,390,-25,18802,15679,20695,17961,2951,-216,-5016,6259,803,-178,33,0,-73,-1372,98,-1628,166,-8,0,626,7,619,57,971,1428,8,34,4299,-377,11275,9689,2608,41,0,2567,6096,4464,501,1131,21,2298,-2538,1204,-3,1004,203,1586,1508,78,3122,2283
1966:Q3,18789,7351,4143,-903,11992,421,-16,18821,16347,20650,18283,2630,-264,-4303,5559,-1130,66,15,0,42,-906,-521,-556,-275,446,0,-331,8,-339,46,878,1089,4,67,5349,370,9862,9625,3038,605,0,2433,1243,1176,-897,964,-6,3253,968,1129,-34,1111,52,237,267,-30,2474,2251
1966:Q4,18372,7189,3980,-239,12243,429,-22,19658,10922,21892,18448,3593,-149,-10970,2071,4754,-1171,-47,0,414,233,900,280,-80,-867,0,951,6,945,60,921,1528,6,15,-526,-5067,13041,13327,2407,156,0,2251,4011,1956,1147,908,67,4787,852,1203,60,891,252,-286,-384,98,8736,2663
1967:Q1,17550,6884,4276,-93,12490,449,-22,19257,14810,21123,18250,2965,-92,-6313,-3636,-3106,953,66,0,-327,-494,643,-609,-234,-294,0,-1002,1,-1003,51,-309,1271,2,0,492,-1233,2677,2270,4198,1055,0,3143,1516,436,508,572,39,-4061,-684,1262,104,1011,147,407,252,155,4447,2314
1967:Q2,17516,6799,4474,-331,12737,427,-21,19097,15101,19312,18332,928,53,-4212,1082,1907,-779,-108,0,99,-2744,-77,-2537,-107,-23,0,497,-2,499,32,-310,796,2,43,1799,-152,5294,4644,4184,565,0,3619,3182,3164,-352,369,44,1238,-5434,1431,27,1301,103,650,480,170,3997,642
1967:Q3,17735,6860,4390,-432,12983,368,-21,19425,16366,19999,18432,1887,-320,-3633,5471,1125,322,-16,0,-62,-341,498,-621,-2,-216,0,-200,-2,-198,46,-331,1126,7,27,4291,-523,9104,8260,4531,22,0,4509,-1007,-811,-491,295,29,2671,570,1466,71,1056,339,844,736,108,3059,942
1967:Q4,18833,7285,4133,-698,13230,287,-21,20255,14209,21263,18998,1997,269,-7054,11396,2606,583,142,0,65,1878,36,1327,321,194,0,987,1,986,49,-330,1173,6,54,1748,2435,18450,17405,3157,-230,0,3387,2552,3766,487,-1701,10,6075,1359,4252,19,1369,2864,1045,929,116,6046,1295
1968:Q1,19376,8215,4662,-1169,13477,558,-25,19390,16710,21368,19724,1203,441,-4658,6654,-1610,-307,302,0,433,2372,-133,1336,179,990,0,-968,89,-1057,42,815,1068,8,126,2810,1563,11311,10668,3050,448,0,2602,4334,-206,1081,3459,73,-894,4442,-337,-27,1387,-1697,643,365,278,2679,2536
1968:Q2,19773,8345,4651,-731,13758,428,-29,20261,16199,21996,19683,2173,139,-5797,5077,1793,-1246,392,0,-36,-939,784,-1323,149,-549,0,546,130,416,51,899,1235,9,-13,5289,-2904,10873,10238,3446,-82,0,3528,5170,3837,1042,291,28,4616,-4636,1615,123,1825,-334,635,530,105,4062,2163
1968:Q3,19821,8359,4844,-738,14071,550,-36,20537,14533,21886,20132,1613,142,-7354,6165,-154,410,83,0,-46,-789,468,-748,31,-540,0,-372,84,-456,62,927,1537,8,32,6797,-2330,13519,13901,4829,1528,0,3301,822,667,-451,606,23,5871,-101,2456,55,1713,689,-382,-476,94,6004,1900
1968:Q4,20413,8615,4881,-1013,14418,640,-22,20984,15748,22531,20957,1711,-137,-6783,14231,2685,517,-245,0,100,1759,28,1080,70,581,0,1379,167,1212,42,938,941,7,33,3629,2446,21014,21455,2783,-679,0,3462,7892,6065,788,1039,19,6897,1400,2464,50,1679,735,-441,-578,137,5235,2187
1969:Q1,20182,8745,4757,-1233,14798,609,-20,20875,19809,23731,21670,2135,-74,-3922,8624,-777,-1364,269,0,1081,1702,1108,440,336,-182,0,-898,96,-994,61,1987,1476,10,56,5018,3,12546,11964,4068,631,0,3437,3226,1227,1029,970,63,6,1187,3414,-4,2556,862,582,337,245,1066,3466
1969:Q2,19492,8480,4790,-1305,15155,657,-19,20748,15930,23738,22119,1720,-102,-7808,9172,3798,-3099,-47,0,-256,-1320,599,-1450,-169,-300,0,540,176,364,70,1913,1764,13,25,6267,-496,16980,16387,3331,34,0,3297,7355,4573,3208,-426,45,5043,-3297,3910,7,3130,773,593,421,172,4818,3647
1969:Q3,18639,8139,4703,-1234,15488,643,-18,20713,16789,25170,22802,2452,-84,-8382,9361,542,-1068,-191,0,922,-2045,400,-2163,-32,-250,0,14,130,-116,64,1823,1566,23,-19,8265,-536,17742,16559,3638,864,0,2774,2610,-517,3320,-193,49,6207,287,3768,-2,2936,834,1183,990,193,3924,5101
1969:Q4,18108,7980,4776,-2098,15798,737,-20,19809,12040,24480,22908,1644,-72,-12439,11322,2028,127,-445,0,443,139,422,-140,107,-250,0,1230,253,977,27,1802,546,23,-7,3273,2136,23761,21817,2120,-422,0,2542,7282,4635,1722,925,127,8261,121,3906,38,3052,816,1944,1658,286,7769,5408
1970:Q1,16246,6873,4568,-2198,16085,660,-26,19378,17816,23150,23115,67,-32,-5334,5224,-2432,696,-1,0,451,-188,528,-391,-200,-125,0,-1011,11,-1022,82,989,2039,-225,-21,3998,847,10557,8774,4921,1688,0,3233,11895,-2283,3558,10620,123,-2232,218,-6151,10,2793,-8954,1783,1317,466,1561,4433
1970:Q2,16120,6878,4621,-1145,16366,875,-32,20749,18365,24310,23263,1027,20,-5945,11086,-1297,963,48,0,-2503,1471,276,810,10,375,0,472,182,290,99,802,2404,1,139,2731,5756,17031,15660,5656,-149,0,5805,6861,3411,2592,858,45,2865,-2792,3025,-160,3011,174,1371,1195,176,2383,4437
1970:Q3,16244,7006,4511,-1562,16641,782,-27,20616,13543,24852,23405,1483,-35,-11309,167,1119,14,-79,0,-1196,-545,1,901,-322,-1125,0,574,190,384,61,929,1573,1,-91,2893,-5086,11476,10072,5826,466,0,5360,-688,1796,-3255,771,73,1916,105,2840,170,2013,657,1404,1114,290,7072,5019
1970:Q4,15063,6529,4595,-1647,16912,717,-40,19960,12069,22693,22784,-152,61,-10624,6449,3547,22,-343,0,171,568,956,-683,45,250,0,1325,342,983,39,1016,824,2,-49,-1179,506,17073,14823,5529,-228,0,5757,1755,3191,-2425,989,52,5323,-163,2327,128,1676,523,2250,2083,167,7891,3450
1971:Q1,17545,7453,4728,-902,17176,881,-41,22560,17838,25867,23244,2126,497,-8029,3426,-4104,2197,284,0,1084,107,565,-548,-160,250,0,1198,192,1006,-55,60,-1401,1,-67,1858,2264,11456,9301,6757,1200,0,5557,713,-1773,1306,1180,41,-1931,1702,2018,146,2446,-573,2155,1990,165,4722,4188
1971:Q2,18104,7640,4396,-1167,17505,654,-30,23090,17537,25056,23696,1500,-140,-7520,8851,721,1280,20,0,-1312,1362,-163,1395,-120,250,0,783,271,512,88,59,2181,1,11,3345,312,16371,12931,4150,-1477,20,5607,5655,3038,1430,1187,32,2048,-899,1945,25,2215,-295,3440,3321,119,5553,2620
1971:Q3,18665,7386,4752,-1402,17898,926,-31,23980,21268,25577,23999,1734,-156,-4309,12332,58,441,137,0,1057,23,719,-919,-27,250,0,543,310,233,86,58,2153,0,25,5379,2372,16641,13051,4128,578,33,3517,2598,1941,-281,938,-67,3279,1332,1781,68,1574,139,3590,3839,-249,2712,2523
1971:Q4,19219,7516,4269,-1113,18355,571,-37,25284,19079,25046,24783,404,-141,-5968,15562,1847,244,-5,0,14,3870,765,2846,9,250,0,1246,345,901,22,61,277,2,-19,1830,6173,21529,19007,3301,-1187,33,4455,3047,1813,-563,1797,9,10230,955,1465,102,648,715,2522,2296,226,6205,333
1972:Q1,20447,7984,4975,-1454,18877,1191,-43,26145,24543,26550,25927,784,-161,-2007,10543,-2330,2231,187,0,1488,-575,1113,-1850,-88,250,0,-909,358,-1267,-118,-548,-2903,0,-10,6417,7613,12550,10476,4213,1291,40,2882,5454,1014,1314,3126,-47,-1159,1312,704,151,391,161,2074,2259,-185,1602,1596
1972:Q2,20630,8010,4947,-1462,19356,1131,-53,26750,24532,28698,26695,2162,-159,-4166,10403,-5,584,205,0,546,-941,831,-2007,-15,250,0,955,397,558,62,-548,1507,1,15,5331,2691,14569,10958,4668,588,167,3913,6387,4486,276,1625,49,2773,-2141,-778,76,-937,83,3611,3422,189,2218,3079
1972:Q3,21688,8376,4928,-1455,19792,1145,-67,27933,23039,30021,27284,2742,-5,-6981,11133,2912,-1383,194,0,-1008,339,294,-372,167,250,0,789,437,352,77,-565,1929,0,15,7444,390,18114,15216,2885,-365,173,3077,3376,1771,-378,1983,78,8481,1567,-1171,111,-1339,57,2898,2604,294,4893,3233
1972:Q4,24134,9425,4822,-2239,20186,968,-31,28834,33058,31170,28626,1892,652,1889,35470,1780,949,352,0,585,3086,722,2053,61,250,0,1667,626,1041,69,-603,782,4,-21,7214,19606,33582,30403,1985,-793,168,2610,12279,6655,2656,2968,51,13050,1697,1341,185,305,851,3179,2739,440,-4225,3304
1973:Q1,27106,10164,4922,-3957,20538,1445,-39,30084,33008,34215,29872,3132,1210,-1207,20435,-3876,3693,550,0,3826,-1600,-977,-934,61,250,0,-2284,452,-2736,-618,4013,-15271,1,98,11927,19976,21642,19164,795,-1097,321,1571,15042,10374,2233,2435,194,1495,2113,-475,-27,428,-876,2478,1727,751,-2924,5575
1973:Q2,27435,10146,5145,-5263,20949,1840,-37,29707,22616,34353,31244,2920,189,-11738,21647,-2,2296,283,0,-169,-225,179,-1188,159,625,0,1786,833,953,105,3752,2594,3,86,11003,135,33384,30337,3883,161,535,3187,17733,9196,1838,6699,236,11154,-1874,-795,-61,1785,-2519,3047,2143,904,7091,6486
1973:Q3,26924,9727,5356,-4670,21421,2343,-37,30971,19375,34915,32228,1587,1100,-15540,16234,1642,-608,-276,0,3156,-2612,196,-2836,403,-375,0,958,855,103,71,3902,1775,4,-46,12698,-4430,31774,30087,3490,303,489,2698,16718,3821,1978,10919,97,8469,1805,-492,192,1302,-1986,1687,1314,373,11596,6286
1973:Q4,28672,10372,5327,-5679,21952,2080,-44,31370,26087,38265,33129,4830,305,-12177,32256,3613,-648,600,0,1761,1541,1243,559,376,-637,0,1484,410,1074,109,3510,2207,2,97,5246,12734,44434,41752,4636,2047,451,2138,17350,4685,1652,11013,-34,16937,1740,1123,-129,2107,-855,2682,2643,39,5283,8975
1974:Q1,29349,10070,5069,-7942,22543,2132,-49,30991,29587,38240,33953,3452,835,-8653,15112,-4062,2168,400,0,1210,648,1336,-1514,295,531,0,-661,360,-1021,-43,7041,-1067,1,53,12612,-3188,23765,20779,5071,853,411,3807,9567,5214,2312,2041,372,-142,3020,2891,94,2495,302,2986,1551,1435,1405,9380
1974:Q2,30872,10596,5762,-9186,23136,2382,-58,30904,26764,42206,35199,3630,3377,-15442,19099,345,388,-200,0,-2426,-291,-1081,524,277,-11,0,1243,46,1197,72,6443,1783,5,86,15445,-3794,34541,32928,6548,732,424,5392,13814,11394,1821,599,105,10709,-1017,2769,-73,2794,48,1613,1208,405,4140,13684
1974:Q3,33534,11742,5536,-12504,23733,1776,-53,29313,40339,37392,36306,1251,-164,2947,31909,2851,-134,-400,0,-1416,2799,1802,489,473,35,0,559,173,386,162,4761,4008,3,218,7911,10587,28962,27738,7098,2602,331,4165,2876,3784,1858,-2766,325,9799,4136,3504,-259,1460,2303,1224,-32,1256,-11026,9855
1974:Q4,29520,10441,5165,-8589,24332,1024,-63,30743,19288,44137,36634,6313,1190,-24850,785,2017,1419,0,0,-3145,3855,2069,1852,-127,61,0,579,21,558,117,5137,2890,5,-47,-2710,-9332,25635,23840,6857,-56,482,6431,7509,4571,3664,-726,167,6030,1218,2059,211,1046,802,1795,1289,506,11456,14418
1975:Q1,24641,8462,6210,-3088,24933,1815,-64,33693,24157,32007,35628,-3700,80,-7850,-810,4459,-703,19,0,495,1892,1668,-363,197,390,0,-2907,-1557,-1350,148,-2200,3636,2,-96,13204,-18759,7040,5001,11160,1496,430,9234,-8647,-8782,595,-459,24,-13732,-1615,17810,365,-1483,18929,2039,1949,90,9535,129
1975:Q2,26892,9329,6055,-1745,25483,1580,-59,36884,24811,31790,35500,-3748,39,-6979,7244,2080,2197,-431,0,-659,2688,430,1635,-444,1067,0,-53,-830,777,152,-2512,3776,3,-77,6486,-6406,14222,10383,6534,-2351,811,8074,-2190,-3804,520,1094,159,357,-4319,9842,401,-2243,11684,3839,3229,610,12073,-3514
1975:Q3,33448,11930,6023,-2932,25980,1741,-59,40343,24203,35739,36257,-468,-50,-11536,9250,-727,2334,21,0,19,-297,582,1069,-71,-1877,0,-650,-1030,380,44,-2213,1086,4,126,15941,-6438,20786,19106,4203,122,601,3480,-3675,-5478,210,1593,-2,10203,2335,6042,-5,-3261,9308,1680,1693,-13,16140,-2863
1975:Q4,34736,12187,6283,-2779,26426,2495,-59,42467,27088,36715,37233,-432,-86,-9627,4712,4688,-162,862,0,376,5383,1104,5072,-220,-573,0,445,-684,1129,153,-2380,3826,9,-27,-13570,5109,14338,10235,4221,-2164,758,5627,2462,-39,1283,1218,272,12753,1375,-10848,234,-2138,-8944,4103,3045,1058,15378,-3257
1976:Q1,38456,13849,6035,-2686,26819,1379,-59,44143,36943,42138,38656,3379,104,-5195,25997,156,815,560,0,1918,5010,953,4995,-176,-762,0,-1036,-130,-906,142,-1263,3480,6,-67,18634,-2358,31192,26949,7990,1310,307,6373,-2114,-6841,4862,-135,280,-8410,3291,25913,300,373,25239,4243,3164,1079,7201,-626
1976:Q2,38619,13422,6969,-3725,27385,2018,-51,43957,42763,45739,39708,5384,646,-2975,29295,638,1402,116,0,-1778,253,-251,1173,-59,-610,0,884,-129,1013,74,-1281,1816,4,10,15005,12152,32270,28061,6370,892,502,4976,6777,2009,2293,2475,183,8248,-2668,9151,19,2896,6236,4209,3507,702,1194,3799
1976:Q3,38810,13235,7243,-3804,28124,1845,-45,44543,28010,46406,41203,4218,985,-18396,19868,-559,-885,-589,0,632,-986,413,-1898,-11,510,0,338,-127,465,111,-1293,2754,2,34,12908,7401,38264,35796,5620,-929,873,5676,2563,-1332,1139,2756,166,6415,3087,17945,48,3470,14428,2468,1836,632,16532,3708
1976:Q4,38181,12989,7528,-3898,29035,1920,-43,44764,24285,45950,42730,2973,247,-21665,466,4460,3321,730,0,-502,4132,1025,3013,-150,244,0,1589,-127,1716,214,-1320,1583,7,-9,-15539,1800,22131,19768,6624,160,803,5661,9427,2414,4718,2295,206,12555,1788,-10832,98,3057,-13987,2363,2048,315,20479,3106
1977:Q1,41016,13963,7305,-5362,30119,1957,-28,46490,36456,48901,45448,3580,-127,-12445,23127,-4389,-828,458,31,242,614,-17,834,-79,-124,0,-1635,645,-2280,59,3250,1476,5,43,23036,765,35572,35115,7631,1034,1221,5376,6480,2071,3275,1134,161,1388,1407,18048,10,770,17269,457,-157,614,10033,4368
1977:Q2,44057,15178,7464,-3831,31166,1833,-56,50638,45136,50917,47526,3247,145,-5782,18868,2136,1335,847,43,147,-5740,-1052,-4873,-107,292,0,1566,653,913,135,3318,3317,5,-93,12951,-1099,24650,23561,6531,711,2151,3669,12058,5403,3824,2831,168,7962,-5719,2561,144,243,2174,1089,434,655,5502,2112
1977:Q3,45668,15658,7808,-2363,32178,1941,-45,54002,44569,56123,49356,5991,777,-11554,30708,-254,607,170,56,319,-546,-458,-453,-307,672,0,1094,662,432,82,3187,2007,2,-36,16847,7173,42262,40457,8004,261,1634,6109,5598,1026,338,4234,183,5531,3334,17807,64,383,17360,1805,1107,698,9433,4062
1977:Q4,46040,15779,8334,-4142,33153,1900,-32,52870,42013,55276,51645,3367,265,-13264,35545,6257,5559,772,70,-52,-494,406,-499,297,-698,0,2460,664,1796,73,3140,2404,8,-43,-8877,24268,48809,47053,8951,-367,1664,7654,17225,5282,6346,5597,211,16986,2322,1358,111,521,726,1756,1355,401,10857,4307
1978:Q1,44617,14181,8483,-5201,34092,2709,-36,53589,42519,58669,52981,5810,-123,-16150,32598,-6788,-376,1411,55,261,-1131,942,-1563,225,-735,0,-836,450,-1286,156,-106,4252,7,-25,19726,15992,48748,49385,6596,911,1325,4360,16135,8237,4886,3012,254,-1316,3002,24714,92,-179,24801,-637,-1610,973,11070,7789
1978:Q2,52698,17431,8272,-5800,35114,1582,-42,57933,43209,63757,57724,5342,691,-20549,19933,2419,306,353,13,-104,-770,-1002,-1023,461,794,0,1084,452,632,136,-113,3324,4,-108,23206,-9817,40482,38137,9238,700,2136,6402,14617,6387,3711,4519,427,11793,-5061,7123,294,-351,7181,2345,695,1650,14724,7406
1978:Q3,53272,17382,9367,-5828,36219,2856,-45,59815,50301,64154,60436,4092,-374,-13852,32014,908,-1120,-993,81,-234,-1579,-269,-1278,-579,547,0,1053,445,608,-245,-122,1879,5,-82,25764,6699,45867,43765,7928,573,2179,5176,3570,-876,1164,3282,493,6302,3521,21950,369,-162,21743,2102,208,1894,9514,7194
1978:Q4,56193,18562,9804,-6880,37408,3930,-41,62326,53166,69985,63302,6672,12,-16819,49236,9759,3916,1860,261,471,2458,451,2378,-6,-365,0,2657,474,2183,191,-114,4003,6,39,-7821,31550,66055,64478,7554,507,2024,5023,13501,5614,6129,1758,377,24009,3459,15578,56,-103,15625,1577,602,975,9160,11589
1979:Q1,56126,17819,9550,-8767,38680,3477,-50,62197,46353,70958,65943,4491,524,-24605,40103,-2444,-2156,4207,418,925,-302,-616,-551,591,274,0,-610,796,-1406,440,484,5146,6,42,30753,3194,64708,65489,8839,2166,2325,4348,14354,6685,4414,3255,231,3329,4885,33852,301,-1574,35125,-781,-1670,889,15843,12238
1979:Q2,56828,17888,9544,-9996,39901,4302,-57,63660,59114,72674,67206,5520,-52,-13560,31610,-1800,-2045,-1251,553,-485,2679,-292,3170,66,-265,0,1494,804,690,520,490,6562,11,103,21175,3604,45169,46168,10524,2899,2315,5310,15385,9942,5052,391,546,13985,-4869,10597,201,-2658,13054,-999,-3102,2103,4545,13316
1979:Q3,56584,17766,8985,-11030,41073,4862,-67,64804,58282,72453,70534,1355,565,-14172,58565,-9,3678,-1496,665,-264,-6183,-872,-3834,-860,-617,0,1581,813,768,742,521,5818,6,95,31331,22080,72737,72493,9688,3264,2644,3780,9620,8210,683,727,553,16247,4616,31768,323,-3323,34769,244,-1881,2125,6522,12511
1979:Q4,55230,17146,9560,-10345,42193,4970,-69,65411,51837,75296,72082,1867,1347,-23459,39468,10311,2755,303,754,431,1156,1854,-383,-770,455,0,2561,813,1748,837,514,4330,10,110,-10885,26281,62927,62018,7237,690,2703,3844,10423,5971,6884,-2432,659,21994,2299,19406,101,-3119,22424,909,-1145,2054,13574,14855
1980:Q1,57643,19178,9568,-13364,43264,4603,-73,63472,27479,77841,74926,2376,539,-50362,29247,-2408,-1666,-906,757,-782,4808,590,828,133,3257,0,-1272,2112,-3384,960,1710,4966,16,216,31898,-9051,79608,76392,15071,6994,2119,5958,8923,7258,3816,-2151,482,1029,5038,45849,44,4790,41015,3216,1368,1848,35993,18971
1980:Q2,46978,14478,12901,-8507,44848,6384,-71,62394,44157,75831,73282,2859,-310,-31674,5044,1698,-1978,-610,675,689,-4606,-419,-4386,36,163,0,2959,2113,846,976,1914,1994,9,33,-949,2240,36718,32034,19388,5282,2877,11229,-12517,-11166,3783,-5134,986,-6806,-6432,37415,521,7123,29771,4684,884,3800,18237,19820
1980:Q3,51658,16386,10761,-10574,46946,3691,-51,64624,55073,70459,75186,-5078,350,-15386,73555,598,629,106,957,420,2448,-493,3790,-290,-559,0,3266,2138,1128,1105,2102,2677,5,-1,19832,39411,88941,83766,5860,-4145,2719,7286,5592,10901,-2405,-2904,687,7118,2762,61747,480,11002,50265,5175,2542,2633,9551,9525
1980:Q4,55759,18161,11421,-9688,49557,3072,-81,69199,39279,80060,77851,-788,2998,-40781,36369,-301,7623,1026,1604,444,2430,-132,-7,526,2043,0,4649,2136,2513,1376,2275,5945,14,25,-1083,10342,77149,69516,2193,-4163,3149,3207,24871,20023,4437,411,518,27801,1510,12624,325,17232,-4934,7633,5634,1999,29920,13933
1981:Q1,56882,17977,12377,-9357,52682,3555,-47,73454,54089,88704,81455,7421,-172,-34615,120801,-5634,6012,-312,2444,-428,-5740,-333,-1104,38,-4341,0,446,2089,-1643,977,1721,1533,10,65,42678,77029,155416,152259,12927,3811,3033,6083,5472,-1989,6684,777,608,18048,3094,112109,131,8295,103684,3157,821,2336,19365,18805
1981:Q2,53080,16147,12947,-6077,55556,2824,-39,76328,70571,86330,84519,601,1209,-15759,30089,-4253,-441,27,3478,-534,3842,-636,4679,1621,-1822,0,3130,2113,1017,907,1660,4561,15,-30,16771,956,45848,43924,17553,5982,3969,7602,22604,10412,6249,5943,845,7112,-5470,1279,56,5077,-3853,1924,-1335,3259,5757,12826
1981:Q3,55491,17004,13504,-4541,58181,2875,-46,81544,64577,98304,87602,7559,3143,-33727,34924,-4347,-1278,1084,3373,-1411,3969,-142,2713,611,787,0,2285,2137,148,1807,1470,-308,12,134,14644,13490,68651,71959,13908,6262,3135,4511,22985,13242,4345,5398,882,-3628,2520,35292,-153,3444,32001,-3308,-6698,3390,16966,19635
1981:Q4,51192,14866,13674,-4651,60556,4210,-70,82837,82679,96070,90912,4296,863,-13392,19131,-6752,5656,1891,2128,270,6769,178,-1333,1304,6620,0,3535,2136,1399,2398,1551,27,14,87,-29323,30880,32523,31835,8543,-1359,3294,6608,20978,10513,10677,-212,2373,5371,-4144,-1287,353,935,-2574,688,-6240,6928,158,17444
1982:Q1,44951,12448,14599,-3225,62682,4724,-66,82150,47872,85239,90675,-6231,796,-37367,27222,-3783,-566,-2320,1131,36,-6631,-291,-2622,-1970,-1748,0,-1701,596,-2297,1226,713,4011,17,356,6690,28043,64588,67026,18660,7114,3640,7906,13727,13438,893,-604,1890,-11376,-644,44769,262,2927,41580,-2438,-1881,-557,34278,7812
1982:Q2,44712,12805,11854,-1186,64671,2543,-60,86142,67571,87027,88804,-1947,170,-19456,8070,-201,-3828,1244,383,632,-5019,328,-3225,28,-2150,0,1479,602,877,-623,698,4854,0,367,6192,1892,27526,26003,10325,1905,3324,5096,19663,20728,2459,-3524,1133,2863,-6140,-1841,319,-596,-1564,1523,678,845,18571,3428
1982:Q3,43736,12572,13097,-1599,66524,3135,-41,86169,77639,86279,86842,-602,39,-8640,42808,562,7423,-3042,-219,853,2073,-505,2345,-1331,1564,0,879,610,269,-1864,767,3776,4,243,11445,19908,51448,51543,10263,-2015,4302,7976,13115,16082,1166,-4133,561,2285,1674,23645,876,-2834,25602,-95,-1877,1782,8530,3245
1982:Q4,39141,10938,14508,-1495,68241,4755,-32,85227,81605,77269,85442,-10512,2340,4336,15757,13767,5573,1795,-680,-870,10800,217,5861,816,3906,0,2226,610,1616,2185,896,2389,10,147,-29335,6854,11421,5800,420,-13129,3877,9672,9200,10184,342,-1326,1873,16968,831,-23492,461,-9386,-14567,5621,5018,603,3621,-3203
1983:Q1,39373,11368,15741,562,69822,5330,-16,87993,66279,77014,83827,-6742,-71,-10734,33391,-6114,-236,1517,-1505,843,5286,123,3393,-492,2262,0,-1470,428,-1898,-3121,1942,4837,1,184,12406,18821,44126,37558,12227,3573,2454,6200,-4305,-683,-39,-3583,-457,-17404,5862,41634,859,5442,35334,6568,5746,822,21713,-5650
1983:Q2,46966,15000,15209,-1766,71523,4853,-10,91377,85397,89319,84704,1018,3597,-3923,50937,6630,4492,-35,-2701,621,6306,1272,2466,923,1645,0,2290,434,1856,-1031,2135,4681,1,35,21208,6305,54860,44379,11670,-2338,2883,11125,12113,-350,7790,4673,1749,3337,-4043,19553,1008,7181,11365,10481,9293,1188,5980,2795
1983:Q3,52521,17363,15845,-3788,73345,5146,-9,94023,71052,95386,88041,6112,1232,-24334,34568,4981,-1232,1631,-2566,-52,-4621,600,-2765,-612,-1844,0,1560,439,1121,-71,2109,5449,3,409,27322,-355,58901,55920,8394,1698,2073,4623,15260,5848,4450,4962,1849,-3193,3634,29977,130,11837,18009,2981,2139,842,22971,6508
1983:Q4,53773,17990,16455,-2453,75287,5998,-3,98163,70548,101021,93452,7626,-57,-30473,36274,16057,3377,1217,-1106,-599,13357,2245,6039,1046,4027,0,3939,440,3499,-813,2094,5101,4,568,-3534,-3388,66747,61411,2294,-3772,2021,4045,36678,20957,10482,5239,-627,25091,-2392,368,143,19171,-18947,5336,2936,2400,27615,8856
1984:Q1,59677,20555,16691,-1648,77350,5577,-5,103716,82928,112979,96158,16204,616,-30051,82927,12912,-2514,1148,356,879,12066,444,7957,-1639,5304,0,654,2943,-2289,-1675,3213,6036,1,819,35898,13135,112978,126232,16373,5743,2000,8630,24757,15662,10377,-1282,319,8685,4588,71510,-382,15961,55931,-13254,-15743,2490,20788,14840
1984:Q2,59267,20270,16797,-2452,79723,5587,-1,105059,105216,117720,100941,15315,1464,-12505,88624,-5247,-1650,962,1809,1790,-2008,-1386,-819,743,-546,0,4434,2944,1490,-1778,3092,6710,2,710,30685,49114,101129,123270,22021,10945,2219,8857,38549,20102,11181,7266,3970,18401,-3673,44002,-370,21944,22428,-22142,-26232,4091,-157,18249
1984:Q3,54099,17636,17002,72,82404,6084,-1,108022,142549,120645,104143,15521,981,21904,78428,-515,-4678,-4085,1954,-1989,-5537,-57,-3542,424,-2362,0,3389,2975,414,-1166,3353,5111,2,493,24699,57397,56524,72207,23460,6886,2364,14210,15884,2877,8532,4475,789,-877,526,32426,930,-15012,46507,-15684,-17893,2210,-34527,18706
1984:Q4,53929,17479,16714,49,85395,5255,-1,110436,152728,117409,106553,10345,512,35318,25396,5975,7992,866,790,-9,4703,-1447,2727,1604,1819,0,6344,2946,3398,2212,3376,2277,-3,825,-23679,13728,-9922,5449,30174,-1859,13959,18074,38074,20619,16139,1316,1024,8473,2080,-74377,724,-17353,-57748,-15371,-18985,3615,-42291,12228
1985:Q1,51669,17838,17047,138,88695,4923,0,110540,72044,109389,107429,2128,-168,-37345,49913,-12332,3926,-716,-242,4162,-11194,460,-6311,-1136,-4207,0,-1450,1422,-2872,-916,-1487,4143,4,1061,30555,34399,87258,105441,24859,4482,1700,18677,12148,10920,3698,-2470,1329,-2802,388,69519,848,51,68620,-18182,-21702,3520,38495,3773
1985:Q2,49834,16982,19006,86,91035,7720,-4,112690,98928,113249,109104,4223,-78,-14321,35042,6140,-6242,-673,-1145,-3856,19871,-404,12574,-681,8382,0,3041,1456,1585,-3056,-1579,7113,-7,1177,11494,2764,49363,64233,32731,5914,4500,22317,8497,2406,3460,2631,1693,3748,-4085,21649,957,-7967,28659,-14870,-17492,2622,13762,8279
