1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2021:Q4,580958,97041,309752,-57114,480236,16915,-1468,615670,427280,599619,575380,24834,-595,-172340,286627,46844,-38062,371,43501,-622,14152,2245,6244,2243,2772,648,6140,5422,718,-38422,-27853,45791,132,4319,114637,115699,458966,429623,-10167,15795,2738,-28700,206609,46957,106318,53334,-8951,199037,-2337,45432,-1627,27366,19693,29343,-91030,120373,188390,865
2022:Q1,601551,114379,339305,-70743,490352,9638,-96,577209,619181,767392,606455,80275,80662,-148211,658085,-24411,-7493,21484,-46473,3593,-26642,-32483,-159,-420,1253,5167,1504,2591,-1087,-35615,-39192,121221,370,-4967,139974,554732,806295,844499,101123,50488,4276,46359,180527,28342,117812,34373,426,124128,58711,379584,593,37698,341294,-38203,-117191,78988,-41972,199821
2022:Q2,653301,120104,321505,-71717,501394,8322,25925,623766,714625,629442,629759,-4218,3901,85183,670060,-126381,-16708,-23453,-26407,-5139,33282,23357,8683,2422,1231,-2411,-2808,-3060,252,30194,-32747,74517,-155,-4967,185022,585810,584878,655335,-35327,-611,3195,-37911,182646,88515,56725,37406,12585,188506,-26396,333321,593,45675,287053,-70457,-140993,70536,-90859,13998
2022:Q3,614184,113972,300394,-13949,510986,12187,-8796,717839,684781,731683,651254,58223,22207,-46902,725944,-47717,36345,4679,-13579,367,-31732,-36667,3116,585,1036,198,-4916,-5029,113,-28984,-31019,58856,-46,-4967,62001,726656,772846,846421,8624,10704,-5751,3671,25172,-15128,5257,35043,38173,44513,5466,724474,593,38685,685196,-73575,-145628,72053,33058,26032
2022:Q4,588544,113579,302349,15311,518860,22089,13219,715656,659596,664259,665216,-642,-315,-4663,629476,143934,5145,32001,12993,4539,19689,6413,9563,3163,756,-206,-3093,-3786,693,2477,-33215,44039,-49,-4967,75528,330455,634139,740082,4142,-1271,-925,6338,75283,34597,12702,27984,3071,43771,-22030,635845,592,39402,595851,-105942,-141379,35437,56060,-29308
2023:Q1,610965,120461,318675,10643,509327,14246,-128,706174,516585,731726,685478,46722,-474,-215141,267811,-68720,-24405,-6493,62639,2502,1388,6012,-2124,-398,-1093,-1009,8965,10018,-1053,31362,-20331,50087,374,-10273,56700,184016,482952,481118,162980,8639,289,154052,24485,11965,-7717,20237,-1142,-47757,37686,304865,-379,69747,235498,1834,-98636,100470,189589,39798
2023:Q2,629046,121016,329999,6196,515903,27245,-172,727546,713537,680972,701859,-20381,-506,32565,373469,-68506,105490,23865,24388,27,14880,-2428,13909,4406,-864,-143,4245,3984,261,-15901,-22019,57287,-124,-10273,96694,163416,340903,390012,18200,-13518,2730,28988,-4100,-10327,3533,2694,2260,90119,-49073,332606,337,26045,306224,-49109,-106644,57535,14009,-19330
2023:Q3,660532,125631,334387,2874,522602,37992,-151,764133,841661,748763,704844,43502,417,92897,464202,122091,20814,3968,27055,-2106,42154,30716,9251,2215,-942,914,3626,3534,92,12473,-21216,93030,-50,-10273,175025,-2389,371305,421904,19859,10477,-3158,12540,-5373,-18184,2627,10184,-9855,200339,5737,211197,193,22459,188546,-50599,-114416,63817,-77527,22622
2023:Q4,688524,131308,358632,10105,529326,53727,-245,791986,953446,680745,714193,-32983,-465,272701,352555,-64476,31093,23430,21633,-3498,-45668,-41338,-1153,410,-1188,-2399,5735,5058,677,1240,-23599,72397,33,-10273,3761,340747,79854,331758,24910,14808,-1204,11306,5305,5230,-18161,18236,-9385,14257,-10243,306914,-115,14567,292462,-251904,-301609,49705,-161461,-57514
2024:Q1,690793,131738,344195,-4279,517105,29119,5729,751077,577323,762052,722290,40081,-319,-184729,-317054,-20508,-1096,-2497,-734,7402,10090,8872,1135,78,202,-197,-1027,1,-1028,-1105,-88587,93432,73,10470,-108727,-214241,-132326,-37806,129602,14413,4928,110261,39128,12248,19100,7780,593,-121031,28363,-114460,425,7929,-122814,-94520,-146741,52221,173753,40094
2024:Q2,715737,138094,326873,-973,524919,3855,-284,778855,759906,727924,732698,-4679,-95,31982,67737,86845,-4558,8208,5266,-5651,-9983,16422,-18174,-6237,317,-2311,3404,3137,267,-26206,-92062,71632,47,10470,104040,-83715,35755,108230,56708,-20481,6763,70426,69807,16838,48967,4002,30448,79163,-58722,-69174,483,8771,-78428,-72475,-135112,62637,18949,-47077
2024:Q3,722059,136024,341547,-130,532969,13772,-3761,794859,759621,781846,745034,37158,-346,-22226,160322,154941,-18642,-24074,35043,3821,13992,-14401,21752,7695,143,-1197,326,248,78,-19390,-97154,86533,-24,10470,-1088,15568,182548,211965,101228,-19847,2426,118649,13878,-15486,16024,13340,6550,64852,4862,20595,148,34786,-14339,-29417,-77587,48170,35238,759
2024:Q4,746158,141439,358693,-10219,540932,45823,-7803,830366,822052,709764,742262,-32069,-429,112288,460871,57293,11326,-15222,48898,11867,-4970,-14874,7614,1763,30,497,1247,578,669,-8833,-99163,73942,63,10470,104466,269487,348583,297715,-22707,4269,-1156,-25820,41277,22537,7161,11579,-3358,76497,1245,204761,15,33343,171403,50868,-19014,69882,8314,-74779
2025:Q1,741683,140648,341091,-12224,529037,13606,-8053,798416,745528,842272,760503,82120,-350,-96745,196756,-64211,-36640,8282,17543,10918,8768,11495,-1160,-1927,216,144,-977,36,-1013,-14581,-94241,106657,109,10470,157229,87431,293501,261393,157441,39977,6362,111102,64025,16445,43536,4044,-13719,70000,23206,-39560,200,27864,-67624,32108,-40380,72488,52889,57462
