1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015:Q4,12727,23236,-890512,-37900,-441484,-187105,-184,-48813,-101996,-8272,-27840,-73320,0,136832,0,-287535,-184936,3444,-106043,-913144,-874532,-501704,-16360,-86744,10676,-97420,2596,8424,-3420,-277324,-93920,31864,-215268,-38612,2436,9520,2772,-53340,0,-33141,10376,-76,125640,0,-56,-13100,-62020,-40012
2016:Q1,-3995,26253,137412,19236,-71904,63926,3180,72178,47432,18804,-77668,-45376,0,-166172,0,337703,253628,1644,82431,191360,127416,-8868,-47336,156632,-2828,159460,7404,-4092,3400,20276,-40740,79380,-18364,63944,64,25220,4932,33728,0,23700,-74212,36,-115396,0,20,2800,17684,20644
2016:Q2,14771,26644,332721,12348,328448,27993,-13004,13201,23900,1556,2340,-1076,0,33492,0,-68483,-201108,-7944,140569,403433,325853,227472,-33816,48328,36628,11700,2456,6492,-2264,77185,42396,-112212,147001,77580,-1008,16828,-980,62740,0,58839,-38637,-4,-20169,0,-12,-4612,-10628,-3212
2016:Q3,38072,27144,48973,40352,27436,67220,-13748,53752,-33208,22124,38300,83120,0,47560,0,-216715,-208184,-2908,-5623,-257831,35713,52588,58520,-88764,17536,-106300,-62704,18160,2136,55777,-132092,531580,-343711,-293544,3840,-539144,72984,168776,0,-295876,-43941,0,-30221,0,0,-436,-15112,1828
2016:Q4,28082,27640,-999543,-19436,-366336,-162467,832,-116639,-46720,-11564,11624,-139732,0,116452,0,-428024,-394148,24676,-58552,-1042883,-964431,-491916,14008,-83676,-2984,-80692,7408,20916,-3024,-428147,-294980,-10764,-122403,-78452,-8112,56988,-7588,-119740,0,-42898,14291,-88,128727,0,-32,-11360,-56492,-46464
2017:Q1,1611,29941,513282,30992,-55068,209131,-8272,107307,86584,-5688,29200,27152,0,-100000,0,401075,320960,-84700,164815,436166,493938,187152,2308,81324,10460,70864,-5800,-5608,2528,232034,144564,-231804,319274,-57772,3028,-30700,7108,-37208,0,-105446,-32806,56,-84006,0,28,10576,9992,30548
2017:Q2,2903,30555,628036,-26660,263020,60268,884,72132,-5392,4744,-12100,30808,0,71424,0,229176,127788,-1652,103040,573948,621428,329324,144404,12224,19344,-7120,3652,-12436,648,143612,68844,-31228,105996,-47480,3124,42540,-3412,-89732,0,-81740,-43840,-16,-13024,0,-16,-4720,-16096,-9968
2017:Q3,9485,31053,-309002,-3032,-244364,-63480,-808,-10392,-20432,-16064,-15784,15124,0,10940,0,-24190,3888,29464,-57542,-392490,-337898,-363192,38812,-73124,28820,-101944,-780,9600,2808,47978,56256,59480,-67758,-54592,17764,6476,5436,-84268,0,-105056,6498,24,-7982,0,12,4644,-1968,11768
2017:Q4,19894,31799,-360375,-2268,21792,-127687,-9684,-119455,-66716,37512,30656,139736,0,-72272,0,-319676,-178520,84200,-225356,-370943,-354435,164268,40584,-183328,-2096,-181232,7316,40048,-9728,-413595,-160444,130632,-383783,-16508,13208,83168,-5324,-107560,0,-22473,31399,-48,114551,0,-32,-10540,-47356,-25176
2018:Q1,45227,32789,282364,22616,18856,49166,24356,-8294,41124,-1484,-6536,20488,0,2072,0,169166,201900,5552,-38286,358556,264028,-6428,-40296,16696,10124,6572,-6204,-6680,1184,305756,204172,-53196,154780,94528,-11812,-13596,21988,97948,0,88630,88444,92,-34432,0,68,23236,50476,49004
2018:Q2,56957,33471,201545,-37084,89552,124941,-8500,158385,-23848,-10588,9492,-45508,0,19784,0,49860,14720,-70440,105580,182025,236257,256260,-32968,-18984,10568,-29552,-4920,-19444,2112,54201,4144,-106608,156665,-54232,-2360,268,9328,-61468,0,3966,-18549,-8,-3485,0,-4,2112,-15332,-1832
2018:Q3,49492,33972,224773,-11356,114744,24345,14076,-40399,68172,-3144,-14360,15724,0,71844,0,9471,-15208,-6156,30835,252365,204513,122896,34184,-14964,-37584,22620,-2176,-16552,2308,78817,-42756,70416,51157,47852,-1528,7352,8824,33204,0,43112,5183,24,2735,0,20,4724,-13480,11160
2018:Q4,34762,34352,206158,54960,601596,384812,-21376,374644,48212,-5968,-10700,-43628,0,-155852,0,-635729,-421564,-129072,-85093,242878,206794,850800,32420,25696,33512,-7816,-5900,-68448,140,-627914,-257868,-139460,-230586,36084,6652,-48168,-1992,79592,0,37130,-16686,-100,56170,0,-72,-19084,6112,-59712
2019:Q1,2146,37237,283341,-69808,13304,17942,9848,17726,6816,-18952,2504,-119776,0,-37164,0,478843,265720,79356,133767,275649,288949,-36364,-8464,-43560,-10104,-33456,7344,-7504,2644,374853,120380,160504,93969,-13300,8640,79644,700,-102284,0,-42783,-124449,24,-110189,0,8,-160,-32276,18144
2019:Q2,-6626,38128,542783,40440,178768,27773,-7780,72925,-48172,6604,4196,56628,0,47680,0,191494,42580,70592,78322,678035,512039,368444,95856,36724,6348,30376,4988,452,2892,2683,-20320,20172,2831,165996,64664,52488,-36,48880,0,90498,-33611,4,-17215,0,-8,-4624,-12476,708
2019:Q3,2677,38791,426646,440,413152,-5739,7204,-110127,80972,7332,8880,60860,0,28448,0,-70515,-31228,33084,-72371,525206,400674,369136,-90076,132888,9484,123404,5356,1840,-1088,-17382,-13676,-65060,61354,124532,2608,59088,8792,54044,0,62446,-33314,0,-32602,0,0,-2616,-2032,3936
2019:Q4,-6326,39036,-602602,24892,-282224,-192280,-20916,-135828,11808,-15624,-31720,38960,0,-95356,0,-96594,-93052,11628,-15170,-616574,-621822,-474908,-37392,-32504,-14792,-17712,5436,1172,-6572,-77054,-3836,-1064,-72154,5248,12476,67980,11524,-86732,0,-59334,123198,0,151346,0,0,52,-29276,1076
2020:Q1,38654,45098,1180237,147008,348112,297554,48572,26502,205404,-10068,27144,551288,0,-30172,0,-133553,-253496,-40396,160339,1352809,1130229,243760,331692,831624,250284,581340,-9952,17432,5324,-289651,-25256,194348,-458743,222580,31528,-139864,5336,325580,0,166128,112855,92,-85393,0,68,26216,123180,48692
2020:Q2,44906,43089,-771146,-92072,-803188,14106,-30884,252454,-134316,-21168,-51980,-303536,0,51652,0,361892,333028,44556,-15692,-890842,-793854,-542052,-308724,-321244,-240656,-80588,8072,-9312,8496,370910,102764,-132400,400546,-96988,-21720,113152,14576,-202996,0,-117879,62162,80,66278,0,40,1596,-46700,40868
2020:Q3,49474,44301,148212,-20124,-12564,-160900,-7988,-236304,84408,6692,-7708,269016,0,86256,0,-13472,-26344,25700,-12828,154264,153904,131232,-57152,-152328,-22808,-129520,3076,-4312,-1224,234612,98608,16644,119360,360,744,48840,-5472,-43752,0,11225,77104,60,41984,0,36,11488,-7720,31256
2020:Q4,45669,45812,621477,17964,172260,-156960,-11348,-146072,59172,-15248,-43464,415996,0,-90912,0,263129,147668,51436,64025,662149,575405,244060,73792,165672,54024,111648,2008,7252,-500,83121,22092,120144,-59115,86744,51864,75556,12996,-53672,0,40529,249307,84,216627,0,44,13504,-24864,43912
2021:Q1,25723,47359,270538,-6312,-336344,-349768,3712,-223308,-154204,8376,15656,460824,0,2640,0,499498,580920,29264,-110686,268418,223054,-802376,49828,108360,28632,79728,1060,4564,3156,858462,644140,-49544,263866,45364,4032,11260,13780,16292,0,-23756,472202,268,158054,0,184,66892,105988,140816
2021:Q2,24837,48808,252779,-16976,-418448,38075,9908,88607,-88948,7100,21408,167480,0,-50208,0,532856,332864,21144,178848,262251,222223,-92404,32676,132584,50324,82260,316,-15080,2684,161447,43776,160140,-42469,40028,744,66400,16784,-43900,0,-14499,-186355,-52,-62467,0,-40,-17284,-78800,-27712
2021:Q3,26710,49393,407645,18156,311288,53460,9304,11536,9332,5948,17340,-10736,0,-119408,0,154885,352280,96636,-294031,438313,384933,16696,40504,253472,53412,200060,2880,6604,4380,60397,180112,38568,-158283,53380,-2136,52540,6592,-3616,0,7985,28731,12,8539,0,20,5356,8708,6096
2021:Q4,26241,50612,-123246,14112,176572,114337,10520,120801,-169616,2308,150324,85460,0,-246440,0,-267287,-503620,10968,225365,-210126,-135326,62636,12300,85924,23796,62128,1084,19492,-8240,-308522,-331032,67276,-44766,-74800,-21776,58756,25924,-137704,0,-111251,-228822,-1116,-32566,13220,60,-17740,-173892,-16788
2022:Q1,56670,61141,776234,23872,276084,133013,23672,221945,-110684,-3072,1152,61736,0,-95728,0,377258,617404,133408,-373554,822566,850198,-187236,172492,518604,-11936,530540,-356,-2028,-1488,350210,287328,174060,-111178,-27632,-28692,-15696,-44680,61436,0,41861,296702,1132,41754,4356,72,52632,161452,35304
2022:Q2,52190,63302,-727315,13636,84344,106821,-26412,-16723,134008,-1684,17632,-136960,0,-218484,0,-576672,-293056,117960,-401576,-517139,-718443,40324,-46368,-188624,35564,-224188,-1948,-10672,2180,-513335,-271392,-187076,-54867,201304,128,-69532,-4172,274880,0,199064,66535,712,57903,952,-100,-2288,143828,-134472
2022:Q3,40519,65244,-130287,12592,-59880,393720,31096,155848,136732,20508,49536,-57668,0,160436,0,-579487,-349100,143848,-374235,26257,-147235,319216,-102596,-247204,2148,-249352,1348,1296,-916,-118379,-71064,-95528,48213,173492,3600,-39664,14436,195120,0,131819,134703,-492,167131,1412,-140,-6124,-66876,39792
2022:Q4,43721,66394,-273989,-17432,524024,-94710,-17600,-167286,146400,-12856,-43368,-581392,0,-13176,0,-91303,-159836,30140,38393,-332421,-313081,50660,50020,-256360,10688,-267048,2404,1768,-11356,-150217,-75900,-95276,20959,-19340,-2708,77636,49044,-143312,0,-81105,-289583,-1032,22709,-3220,-60,-30416,-126092,-151472
2023:Q1,72434,65258,1895956,-64552,796424,699949,37120,490145,153840,-5160,24004,-71224,0,100900,0,434458,291928,2772,139758,1789396,1847436,1569760,-27156,-144336,-14820,-129516,-1112,-3676,2020,451936,183556,63984,204396,-58040,11056,13868,32156,-115120,0,-99384,206992,296,-6048,-5920,-32,14032,112832,91832
2023:Q2,63026,66161,56024,16260,-90964,41638,2780,-91978,78544,18060,34232,-20844,0,102768,0,7166,-22520,33200,-3514,46872,46036,143548,-72468,-58164,-56208,-1956,1788,14760,2560,14012,-8164,-14380,36556,836,21716,54052,9132,-84064,0,-12287,18048,88,-23932,3472,588,11332,-14600,41100
2023:Q3,65572,66745,-287061,-26532,-134876,277836,-17008,168676,73444,1312,51412,-12116,0,-76976,0,-314398,-135188,37952,-217162,-185325,-297469,51396,39356,-205248,38600,-243848,-2248,-5436,1024,-176313,-93456,242968,-325825,112144,17016,-22188,3556,113760,0,100563,86829,-236,63089,-2580,-400,8016,18408,532
2023:Q4,79254,67900,518202,-7216,86396,-129232,-20344,-135000,100016,-10420,-63484,64092,0,86208,0,417953,121644,-1716,298025,434842,517154,170932,60856,101744,28456,73288,296,-11936,-5180,200442,158388,5852,36202,-82312,-68,91560,11428,-185232,0,-72006,72302,-228,32554,688,20,-372,-75108,114748
2024:Q1,79944,69160,1227316,-6144,138380,451670,21036,337958,41188,8184,43304,148232,0,-42084,0,537262,458780,113004,-34522,1105288,1198716,682932,59088,12712,-2080,14792,2228,11240,4060,426456,199328,129012,98116,-93428,-23100,61292,18844,-150464,0,-111244,-11024,208,55196,-2948,64,35804,17324,-116672
2024:Q2,80944,70602,121878,-28864,193892,82508,-6456,-134708,198964,10588,14120,10808,0,44624,0,-181089,-174756,42212,-48545,50558,107566,394888,32456,-98152,8472,-106624,3252,-9048,2064,-217894,-180528,-50400,13034,-57008,-31896,19712,-2052,-42772,0,-60978,108826,-92,3618,136,288,12836,8996,83044
2024:Q3,82053,72182,1462394,24308,491856,191300,57828,150540,57064,-9036,-65096,52796,0,69608,0,632527,386424,119692,126411,1478522,1413982,513044,272372,326596,13820,312776,1396,10988,3224,286362,129640,172148,-15426,64540,53236,68140,15400,-72236,0,25999,-88438,-164,-77018,4912,-16,53656,-83816,14008
2024:Q4,82975,72429,-1101793,7092,-567404,-18453,-22888,167131,-159656,-1488,-1552,195200,0,-67396,0,-650832,-747864,136,96896,-922525,-1145957,-687008,452,-124060,22260,-146320,1368,5216,-3824,-338101,-406620,-74896,143415,223432,-15092,45472,34892,158160,0,189814,-142603,416,2657,-5476,-292,-26976,-168244,55312
2025:Q1,83418,74455,2059411,1532,960100,585790,3244,167642,393888,8140,12876,42332,0,51476,0,418180,383132,69744,-34696,1974087,1990739,1443308,123700,352772,26492,326280,-2812,14024,364,59382,95488,220245,-256351,-16652,904,-20264,46196,-43488,0,-76361,120897,-400,-176451,9376,320,60992,259416,-32356
