1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q1,497,598,-712,16,0,-5304,1000,-1608,0,-1256,-3440,7528,0,-3952,44,956,1000,0,-44,-1084,-1360,0,0,-2612,3392,-6004,4,80,40,1128,1000,0,128,276,260,16,0,0,0,-473,0,0,0,0,0,0,0,0
1972:Q2,385,614,6304,20,0,-52,1000,-1160,0,212,-104,5416,0,-80,40,960,1000,0,-40,6028,5760,0,0,4100,3180,920,4,80,-108,1684,1000,0,684,268,260,8,0,0,0,-505,0,0,0,0,0,0,0,0
1972:Q3,126,630,1480,-8,0,1064,1000,2652,0,-492,-2096,1576,4,-2152,40,956,1000,0,-44,1644,1412,0,0,-436,6420,-6856,0,80,112,1656,1000,0,656,232,220,12,0,0,0,-340,0,0,0,0,0,0,0,0
1972:Q4,178,658,17512,-92,0,9556,1000,968,0,1072,6516,364,-28,6684,72,956,1000,0,-44,17612,17384,0,0,15412,7372,8040,40,80,56,1796,1000,0,796,228,260,-32,0,0,0,-380,0,0,0,0,0,0,0,0
1973:Q1,422,721,-16272,-164,0,-8152,1000,-2588,0,-1268,-5296,-4336,4,-4620,40,956,1000,0,-44,-15324,-17272,0,0,-18732,-9132,-9600,-20,40,60,1380,1000,-740,1120,1948,260,-80,1028,740,0,649,0,0,0,0,0,0,0,0
1973:Q2,484,759,-1404,-260,0,2668,1000,260,0,368,1040,-6224,0,1412,44,956,1000,0,-44,-880,-2404,0,0,-3372,-7800,4428,-16,40,-144,1088,1000,680,-592,1524,260,-52,996,320,0,249,0,0,0,0,0,0,0,0
1973:Q3,602,787,-2800,-272,0,1240,1000,1836,0,124,-1720,-2656,4,-2112,40,956,1000,0,-44,264,-3800,0,0,-4284,-1212,-3072,-4,40,48,400,1000,10088,-10688,4064,260,-24,916,2912,0,2879,0,0,0,0,0,0,0,0
1973:Q4,700,813,15040,-212,0,10516,1000,476,0,1648,7392,-4128,-12,7864,56,956,1000,0,-44,15400,14040,0,0,12680,980,11700,8,40,-12,1324,1000,760,-436,1360,220,40,860,240,0,247,0,0,0,0,0,0,0,0
1974:Q1,474,774,-14432,-144,0,-8956,1000,-4148,0,-2160,-3648,-2588,0,-3744,48,952,1000,0,-48,-13400,-15432,0,0,-16232,-6260,-9972,-12,80,-52,784,1000,3960,-4176,2032,260,-52,784,1040,0,732,0,0,0,0,0,0,0,0
1974:Q2,511,797,5868,-108,0,3220,1000,-576,0,-8,2804,-1876,4,3632,40,956,1000,0,-44,6144,4868,0,0,3332,-4888,8220,52,80,-232,1636,1000,976,-340,1276,260,204,788,24,0,-10,0,0,0,0,0,0,0,0
1974:Q3,546,839,3688,-80,0,2920,1000,3584,0,68,-1732,-1204,0,1052,48,952,1000,0,-48,4856,2688,0,0,-1024,-660,-364,52,80,-56,3636,1000,4040,-1404,2168,260,200,748,960,0,875,0,0,0,0,0,0,0,0
1974:Q4,654,877,3388,-76,0,3712,1000,2132,0,400,180,-596,4,-652,44,952,1000,0,-48,4076,2388,0,0,2224,668,1556,132,80,-92,44,1000,676,-1632,1688,220,440,704,324,0,465,0,0,0,0,0,0,0,0
1975:Q1,806,843,-1888,-48,2000,100,1000,2428,0,-692,-2636,-8,0,-4332,48,352,1000,0,-648,-688,-2888,3200,0,-3456,-852,-2604,12,80,64,-2788,1000,3600,-7388,2200,260,48,492,1400,0,1163,1000,0,400,0,0,0,0,600
1975:Q2,908,845,5512,-40,2000,768,1000,-2964,0,164,2568,512,4,1816,44,408,1000,0,-592,5848,4512,3200,0,3320,104,3216,12,80,-184,-1916,1000,1340,-4256,1336,260,48,368,660,0,399,1000,0,404,0,0,0,0,596
1975:Q3,811,851,-196,-4,2000,-2312,1000,-1480,0,56,-1888,1284,0,-1052,48,-160,1000,0,-1160,308,-1196,2800,0,-4728,3540,-8268,12,80,148,492,1000,-9748,9240,1504,260,48,376,820,0,464,1016,0,416,0,0,0,0,600
1975:Q4,661,863,19472,36,2000,7700,1000,-36,0,176,6560,2300,4,6440,48,944,1000,0,-56,22068,18472,2800,0,16400,3588,12812,16,80,112,-936,1000,-1564,-372,3596,220,56,480,2840,0,2394,960,0,360,0,0,0,0,600
1976:Q1,181,871,11916,660,1964,2392,-4,7072,0,2000,-6676,5416,0,-10312,48,11748,988,0,10760,12636,11996,3692,0,-3220,-3520,300,0,80,868,10576,-252,1024,9804,640,944,8,-1192,880,0,30,1388,0,556,0,0,0,0,832
1976:Q2,284,905,6900,432,2860,392,-2028,1004,0,524,892,5056,4,40,48,-1932,-908,0,-1024,7840,6628,2920,0,3232,6896,-3664,36,80,-392,752,-380,-124,1256,1212,12,136,96,968,0,319,2520,0,1020,0,0,0,0,1500
1976:Q3,351,942,17300,-188,1300,14308,3180,9704,0,424,1000,1688,0,-180,52,320,60,0,260,18092,17404,17372,0,940,3804,-2864,36,80,-56,-968,-20,-696,-252,688,8,136,-248,792,0,201,-624,0,-280,0,0,0,0,-344
1976:Q4,450,981,29312,216,7252,15916,11720,2808,0,1216,172,3460,-64,812,116,1604,4940,0,-3336,30660,28560,-1108,0,28452,11416,17036,4,80,92,1040,3292,-312,-1940,2100,108,340,576,1076,0,817,2576,0,992,0,0,0,0,1584
1977:Q1,342,1018,-21288,256,4668,-29580,-14428,-14284,0,-328,-540,1704,0,-124,52,1736,720,0,1016,-21284,-20988,6932,0,-29712,-5740,-23972,44,80,-220,1888,-564,336,2116,-296,196,176,-560,-108,0,-672,1644,0,720,0,0,0,0,924
1977:Q2,410,1048,18356,192,3904,8028,800,3760,0,2156,1312,4352,4,504,48,1324,2476,0,-1152,19456,17884,6080,0,5280,1920,3360,52,80,-96,6488,4040,1216,1232,1572,8,188,496,880,0,462,3900,0,1556,0,0,0,0,2344
1977:Q3,467,1072,-876,-212,9492,-6972,-1896,-5056,0,336,-356,-172,0,228,52,-3292,-552,0,-2740,208,-940,3820,0,-3348,6864,-10212,48,80,-32,-1508,-164,24,-1368,1148,276,192,-200,880,0,479,3524,0,1468,0,0,0,0,2056
1977:Q4,585,1115,9608,-164,824,14212,13336,1104,0,-436,208,2184,-4,1036,60,-8540,236,0,-8776,9924,10248,-12012,0,29396,6892,22504,-28,40,-8,-7140,44,2584,-9768,-324,56,292,-664,-8,0,-214,340,0,192,0,0,0,0,148
1978:Q1,620,1080,9508,336,2996,-8048,-2356,-4380,0,-1560,248,7496,-4,-340,-100,7172,-1496,0,8668,10104,8756,27756,0,-24488,-10736,-13752,8,80,-92,5492,-1776,2416,4852,1348,108,28,588,624,0,136,1196,0,532,0,0,0,0,664
1978:Q2,813,1177,14416,-72,4268,-224,-2792,2504,0,1032,-968,10196,-4,852,-100,-500,2412,0,-2912,13636,13876,-2044,0,11484,4716,6768,8,80,244,4104,3216,-10968,11856,-240,100,40,316,-696,0,-1144,3672,0,1552,0,0,0,0,2120
1978:Q3,1003,1238,11456,788,5172,-5416,-4868,1024,0,-1548,-24,7124,-4,344,-96,3544,2188,0,1356,11740,10548,512,0,5844,-28,5872,4,80,312,3796,1560,168,2068,1192,140,0,580,472,0,49,1868,0,720,0,0,0,0,1148
1978:Q4,983,1308,-564,-296,11820,5692,6552,-732,0,1168,-1296,-14344,-20,-784,-80,-2552,-124,0,-2428,632,-360,-20184,0,19888,-4436,24324,-92,120,-192,100,-2120,852,1368,992,152,108,-436,1168,0,871,3232,0,1460,0,0,0,0,1772
1979:Q1,914,1933,-4024,596,832,956,-3376,4472,0,-488,348,-3276,-4,72,-92,-3108,-3492,0,384,-3216,-4496,35924,0,-35736,-8244,-27492,-64,200,-4,-4816,-1648,6356,-9524,1280,12,-256,368,1156,0,-211,-216,0,-164,0,0,0,0,-52
1979:Q2,974,1988,61128,608,17812,25812,12260,10896,0,820,1836,10528,-4,324,-92,6140,4092,0,2048,62808,60232,35020,0,19152,9644,9508,68,120,-4,5876,3896,4744,-2764,2576,-80,268,1000,1388,0,666,2168,0,740,0,0,0,0,1428
1979:Q3,482,2091,6204,1640,8724,-4984,-656,-4260,0,184,-252,5164,-4,360,-88,-4608,5056,0,-9664,6856,5472,-3944,0,2752,-4548,7300,68,120,84,6392,4364,-6136,8164,1384,88,268,720,308,0,-957,15820,0,6528,0,0,0,0,9292
1979:Q4,324,2151,-12280,1076,14672,-14904,-2768,-12964,0,1440,-612,-11164,-16,328,-72,-2200,4576,0,-6776,-11700,-12564,-39532,0,22764,-928,23692,88,160,8,3948,3100,-6408,7256,864,-248,904,796,-588,0,-1247,14552,0,6072,0,0,0,0,8480
1980:Q1,579,2588,-18964,1768,-28972,-2360,-4100,8480,1432,-3996,-4176,5108,-4,-912,-84,6492,-7368,0,13860,-21248,-19368,16344,0,-29364,-6732,-22632,36,240,124,-6748,-5664,8688,-9772,-1880,276,144,-3968,1668,0,-4293,-27948,0,-10144,0,0,3052,-392,-20464
1980:Q2,985,2556,54216,256,19260,17916,7076,1828,1956,2100,4956,-460,-4,-1556,-84,18888,12272,0,6616,88312,50912,21476,0,13488,192,13296,36,400,536,14976,12060,-1216,4132,37400,224,132,1768,576,34700,32525,6148,0,2156,0,0,280,1304,2408
1980:Q3,1391,2648,3468,776,-8756,-3368,-5032,2528,1352,284,-2500,5408,0,2020,-84,7472,8572,0,-1100,5920,2692,-12852,0,8092,-8032,16124,264,400,496,6292,4492,1464,336,3228,308,1020,-56,1236,720,1195,60,0,1008,0,0,368,-1236,-80
1980:Q4,1725,2764,55784,368,43552,5196,380,-2032,7024,3256,-3432,19060,-16,-8576,-68,-3732,5676,0,-9408,57332,53480,5264,0,32912,8412,24500,-960,400,-56,15920,8328,6964,628,3852,648,88,600,3412,-896,509,42308,0,17324,0,0,4308,9792,10884
1981:Q1,927,3193,-2528,-188,-30140,30944,196,25404,3712,-3020,4652,-11720,-4,8840,-76,-184,-6524,0,6340,-3664,-3528,46228,0,-37408,-7028,-30380,-56,400,-256,-12436,-5192,8264,-15508,-136,64,-204,716,-4276,3564,-3402,-38824,0,-15464,0,0,-3640,-9796,-9924
1981:Q2,760,3320,20052,-920,17156,-2620,15724,-16968,-4636,1796,1464,1488,-4,-1304,-76,6332,8840,0,-2508,30560,18492,408,0,6700,12952,-6252,48,400,-180,11116,7868,15644,-12396,12068,300,168,552,2768,8280,7948,11348,0,4548,0,0,1236,2832,2732
1981:Q3,881,3463,-11640,1676,18916,-8696,-10796,2308,1604,-376,-1436,-4444,0,-2080,-76,-16936,-9968,0,-6968,3776,-10604,3992,0,-6636,-3540,-3096,48,400,-160,-8248,-8112,24796,-24932,14380,448,188,-920,3764,10900,12834,1672,0,276,0,0,384,1396,-384
1981:Q4,907,3608,114636,-1180,53332,38188,14164,9420,8048,5076,1480,7820,-8,-3788,-68,20340,15104,0,5236,75988,111584,61844,0,32916,8636,24280,44,400,-40,16420,9072,2068,5280,-35596,2376,784,-272,1972,-40456,-41349,24528,0,9428,0,0,2256,5904,6940
1982:Q1,425,4587,-75812,2216,-51580,-13520,-8588,1992,-4936,-5160,3172,-15092,92,3660,360,-1948,-8716,0,6768,-69068,-75080,-20796,0,-37788,-20768,-17020,-160,400,-244,-16492,-8288,15808,-24012,6012,644,720,4,3528,1116,2582,-27360,0,-11916,0,0,-2936,-5128,-7380
1982:Q2,629,4544,26860,-492,26672,-3180,14336,-16676,-4104,2124,1140,-604,-76,-1564,540,5564,9228,0,-3664,35076,26480,1724,0,16184,3908,12276,204,400,0,7968,4864,29196,-26092,8596,156,428,380,5500,2132,4301,15024,0,5912,0,0,1456,3932,3724
1982:Q3,993,4484,82736,5128,34612,4336,5560,-4572,1668,1636,44,6796,-96,-6924,-656,39540,33960,0,5580,82656,80276,34648,0,7404,5880,1524,268,600,572,36784,31496,-33820,39108,2380,556,616,980,-2068,2296,-3571,24468,0,9324,0,0,1992,5672,7480
1982:Q4,838,4421,85504,-212,-25660,83104,8192,46476,23816,5408,-788,19972,-16,2176,-804,6944,2780,0,4164,86544,80136,65504,0,28236,5200,23036,284,600,948,-15436,8396,-4128,-19704,6408,1440,688,1848,2032,400,-2543,18660,0,8524,0,0,1676,2084,6376
1983:Q1,2904,5723,-31500,-2208,21076,-73436,-32528,-18200,-11124,-5056,-6528,3808,-56,5024,276,14016,4052,0,9964,-28992,-34480,-42312,184,-24724,-3260,-21464,104,368,24,31876,-2840,11136,23580,5488,580,444,708,4160,-404,-311,-16024,0,-4688,0,0,-1644,-6324,-3368
1983:Q2,2543,5900,54964,244,16868,5624,2556,-8636,-1868,2092,11480,24060,-36,7724,184,296,7440,0,-7144,55536,51748,10472,112,18756,15120,3636,112,2116,-516,20696,10128,960,9608,3788,56,136,924,1072,1600,-2785,6952,0,4496,0,0,968,-872,2360
1983:Q3,2054,6222,74148,-2368,37876,29500,5016,17944,9624,-980,-2104,4092,-20,-1952,264,6756,11860,0,-5104,75288,72952,72264,192,-4672,-8340,3668,132,-552,-104,5692,15520,2068,-11896,2336,412,168,24,1464,268,-3028,10196,0,4168,0,0,1108,2700,2220
1983:Q4,2195,6625,76484,880,63476,18752,5560,-4372,3792,11616,2156,1584,12,2676,256,-11152,-5684,0,-5468,83220,73928,43188,1020,23220,12020,11200,32,8012,-32,-1512,-16800,4024,11264,9292,2768,12,936,3028,2548,2306,31680,0,12752,0,0,3224,8048,7656
1984:Q1,1841,7377,-30620,340,10560,-15752,-3828,-712,2216,-11808,-1620,-9816,4,-10684,-748,-4524,1672,0,-6196,-21284,-31108,4736,-996,-18132,-3088,-15044,188,-4236,-304,-12364,-556,12628,-24436,9824,1616,732,176,4224,3076,3800,17056,0,6748,0,0,1708,5252,3348
1984:Q2,3061,7756,31744,-804,49724,-23136,3820,-18384,-9748,-408,1584,3736,-68,2448,676,-832,1000,0,-1832,31604,32472,22388,836,-408,-188,-220,256,424,-576,9552,10708,13392,-14548,-868,888,320,-1456,5656,-6276,-4835,-13552,0,-4852,0,0,-784,-3096,-4820
1984:Q3,784,8070,62324,-148,-6396,52512,5984,25704,12548,5604,2672,-8968,12,2908,-424,22828,13556,0,9272,66964,59332,30776,712,8480,956,7524,48,2376,660,16280,5928,-26648,37000,7632,472,124,1996,-2532,7572,-2646,6812,0,2600,0,0,228,456,3528
1984:Q4,1772,8360,184500,1664,70660,112272,16836,37332,17512,23856,16736,5676,4,-5888,-32,144,-5300,0,5444,185612,181960,128100,2224,44284,15248,29036,556,2952,-12,3856,-5896,3056,6696,3652,1480,-44,580,2696,-1060,-5476,17128,0,5576,0,0,1272,5016,5264
1985:Q1,3316,9214,-102652,132,-11600,-99692,-27208,-28908,-9048,-26252,-8276,-4880,-4,4620,8,8764,12812,0,-4048,-94480,-104116,-98012,-2756,-25968,-8500,-17468,-240,-5064,216,27708,17940,7336,2432,9636,-244,-780,1272,4252,5136,2274,14560,0,7872,0,0,1856,248,4584
1985:Q2,3252,9388,101904,-744,8760,29128,8476,-1216,1708,3528,16632,25056,-20,840,8,38876,26188,0,12688,108892,98876,24244,664,53464,19312,34152,16,4324,336,15828,19768,-8116,4176,10016,4036,-116,1072,2556,2468,852,6816,0,2116,0,0,4,704,3992
1985:Q3,3557,9310,48060,1796,29764,30400,5240,7692,7400,2988,7080,8360,16,-9556,136,-12856,-7300,0,-5556,65632,44144,38896,296,-4424,5760,-10184,16,1676,232,7452,-2468,-25692,35612,21488,-2344,24,688,-352,23472,11819,18340,0,6688,0,0,1544,6456,3652
1985:Q4,3782,9519,371884,8300,107000,100348,2484,20340,19252,54012,4260,46924,-8,-1608,448,110480,97072,0,13408,378312,362068,141000,2880,95492,14508,80984,352,9196,596,112552,87580,17092,7880,16244,8364,-432,-24,5388,2948,691,57576,0,24844,0,0,5684,8768,18280
1986:Q1,3787,11289,75852,-2976,-25616,17580,6304,33332,6720,-47956,19180,8596,48,25140,52,53028,-3596,0,56624,72072,66852,56588,-1408,8000,-2496,10496,160,-5012,-476,9000,-7020,-33772,49792,5220,1852,280,2268,-4432,5252,-11282,-70328,0,-28088,0,0,-6808,-22580,-12852
1986:Q2,3407,11131,71756,-1224,74584,5516,8060,60,6536,-3228,-5912,-24,24,-5188,-68,-1864,9960,0,-11824,109036,65452,69060,2824,-23556,788,-24344,80,2196,-44,14892,-6740,2124,19508,43584,2284,136,3488,-1376,39052,29556,9984,0,6192,0,0,1412,-412,2792
1986:Q3,2772,11079,53076,3884,99596,7496,-12124,4840,10380,9744,-5344,10716,12,-2828,164,-65964,-5324,0,-60640,35056,50028,75172,-1496,-9004,-21820,12816,48,-868,-20,-13804,-2932,-868,-10004,-14972,2236,224,-84,2028,-19376,-26327,29108,0,10104,0,0,2300,11028,5676
1986:Q4,2510,11262,82672,9016,32344,-8488,-10040,-14644,1104,25212,-10120,7632,-20,-284,-228,42700,2620,0,40080,74952,79548,23896,8300,40672,2724,37948,-292,2220,1176,3576,-216,11392,-7600,-4596,2348,1528,1048,1964,-11484,-16472,14884,0,6908,0,0,1312,2148,4516
1987:Q1,5448,12336,22688,-6700,35044,-42476,-10228,-19848,-160,-17428,5188,-15448,12,-2052,108,54200,66372,0,-12172,30408,16224,-696,-1780,-28760,-9508,-19252,1260,4620,96,41484,51284,5460,-15260,14184,2844,3484,3176,3264,1416,832,9364,0,10404,0,0,3468,-9976,5468
1987:Q2,6027,12667,-15380,-1852,53120,-62700,5248,-30612,-15484,-14628,-7224,13288,28,3820,-48,-21036,-8512,0,-12524,-12772,-16036,15136,1552,-3280,3504,-6784,580,-1452,-1192,-27380,-22880,-10352,5852,3264,3084,1836,-544,-3780,2668,-4032,-21868,0,-4784,0,0,-1964,-8500,-6620
1987:Q3,6183,13097,156412,-1376,119684,-632,5968,-13612,3536,-1164,4640,10024,16,4980,-4,23720,42912,0,-19192,154180,152860,95308,2728,12640,9972,2668,804,1872,-432,39940,36960,35008,-32028,1320,4288,556,888,3132,-7544,-9146,30216,0,17148,0,0,4056,2364,6648
1987:Q4,5046,13288,-339348,4412,-105440,-23848,-6896,-22964,18628,1188,-13804,-73224,4,-28268,6580,-119564,-105768,0,-13796,-307248,-332180,-154836,-3096,-76504,-24548,-51956,-2304,-8256,-776,-86408,-82864,12716,-16260,24932,14500,2120,-5604,1020,12896,23858,-29188,0,-21624,0,0,-5564,8736,-10736
1988:Q1,4398,13365,121640,8832,72320,29644,1656,15132,17720,-10100,5236,-4688,76,-4772,-1532,21760,18452,0,3308,131836,114388,105160,1000,13912,6512,7400,416,5888,260,-12248,9448,49504,-71200,17448,592,2160,1872,-1624,14448,1229,35932,0,16200,0,0,3552,5064,11116
1988:Q2,4205,13769,65624,5180,27092,-13876,11268,-29012,-5816,5608,4076,2424,24,-6872,-812,52464,69076,0,-16612,69964,62660,-6052,7316,2568,-7156,9724,-1520,4452,120,55776,47640,7176,960,7304,1528,-5204,620,4100,6260,-5224,29460,0,15104,0,0,3624,2600,8132
1988:Q3,3882,14003,79992,-3116,137680,4588,-12892,4176,8924,-1684,6064,3600,0,-292,-352,-62116,-56604,0,-5512,95992,78072,122988,736,-4196,-3048,-1148,1628,-1604,72,-41552,-30844,3616,-14324,17920,1700,5400,656,916,9248,5879,13968,0,5916,0,0,1052,3888,3112
1988:Q4,3710,14372,-65620,-3128,-47348,-33800,2460,-37068,-15672,2132,14348,5500,136,376,-224,12868,22764,0,-9896,-68876,-64272,-95240,8024,3524,3564,-40,756,-1856,144,20376,-4700,16796,8280,-4604,-540,-352,-344,-436,-2932,-13918,8544,0,5092,0,0,1216,476,1760
1989:Q1,3098,14097,208304,-2312,143368,80920,2252,40328,40204,-9792,7928,-16672,84,-5892,108,8700,18988,0,-10288,217404,208004,182756,8528,7664,2168,5496,36,-340,-524,9884,30232,-8660,-11688,9400,-260,-1764,284,1788,9352,-1899,39956,0,19872,0,0,4748,4068,11268
1989:Q2,2915,14504,365664,3676,158896,89656,1600,56540,27012,7720,-3216,21212,12,15624,-1008,77596,41284,0,36312,369544,364120,278128,4864,33372,9704,23668,472,276,524,46484,17548,12496,16440,5424,2184,1228,-1844,364,3492,-7709,-51868,0,-23036,0,0,-5528,-16024,-7280
1989:Q3,3390,15081,-78924,-3928,-149548,9292,-6136,11004,8828,-4412,8,-1388,36,9376,-32,57268,61208,0,-3940,-75864,-82580,-65824,-2948,-28812,3800,-32612,-216,-1264,640,15844,70016,17808,-71980,6716,1652,-60,1148,2356,1620,-8631,-13320,0,84,0,0,-164,-11700,-1540
1989:Q4,3785,15154,-17608,4036,-131868,131316,14436,64196,43328,4968,4388,-7016,128,-360,724,-14568,-27276,0,12708,-30024,-13912,-11860,14620,36256,-7964,44220,1540,-844,-388,-53236,-87944,10344,24364,-16112,776,4428,-2748,-3492,-15076,-23785,-2192,0,-2160,0,0,-740,460,248
1990:Q1,6101,12961,-41368,1548,39808,-66323,-2856,-13823,-25048,-3648,-20948,-2252,36,-19748,400,5163,34036,0,-28873,-32492,-38560,-75356,-5976,-21772,-3592,-18180,4,-7640,156,72024,9960,-10000,72064,6068,1124,148,-252,-1000,6048,2016,-30668,0,-38528,0,0,1740,5384,736
1990:Q2,6114,12904,-26200,-5676,-37460,-44118,-10452,-49258,3072,2096,10424,-7820,-8,6820,92,61970,28684,0,33286,-16032,-27356,-50228,-5856,2940,-3732,6672,128,-916,204,26372,-3052,-10020,39444,11324,460,452,-912,-848,12172,3378,14816,0,388,0,0,2580,3272,8576
1990:Q3,6589,12959,15284,8612,46832,-36970,-1336,-32102,-2832,3384,-4084,-13200,92,-41084,328,50674,22984,3720,23970,10804,20688,27296,13948,9148,-2740,11888,-28,-584,-32,-29060,-32500,-26992,30432,-9884,-2224,276,-1088,1604,-8452,-10850,47900,0,-8160,0,0,7052,33704,15304
1990:Q4,5264,13013,33584,-2524,-127024,181155,16972,111755,53464,1316,-2352,8348,-108,25600,444,-52307,1028,-4040,-49295,35792,38452,98724,3908,27524,-10440,37964,-2584,1532,-96,-90556,-16244,-4748,-69564,-2660,-968,1576,-2804,-12460,11996,-5541,10120,0,59716,0,0,-7348,-26032,-16216
1991:Q1,3389,12256,182254,-320,116396,-39625,-4284,-27093,3352,-5088,-6512,-7768,36,9952,204,103379,34184,2528,66667,187014,175014,54764,4528,-2928,3028,-5956,916,-1316,-384,119434,31712,3228,84494,12000,776,4352,1920,-752,5704,-4107,-25226,0,-42798,0,0,5008,-3064,15628
1991:Q2,2535,12219,135634,1704,69968,28797,-10808,-5043,18644,10104,15900,2780,-72,-7496,472,39482,42892,-288,-3122,144842,133958,129216,6932,620,9584,-8964,568,2780,148,-6306,13000,-13188,-6118,10884,1900,1020,728,-320,7556,-476,46986,0,32634,0,0,2240,6684,5428
1991:Q3,-62,12156,300062,-6092,61708,67861,700,49521,5408,-3256,15488,29988,12,18104,708,127773,55432,-444,72785,314066,298754,170440,232,45716,-336,46052,36,-1068,328,83070,13328,-9392,79134,15312,328,1156,1832,-2116,14112,1786,-105482,0,-76622,0,0,-5244,-15556,-8060
1991:Q4,3561,12157,-124619,4480,-163276,-8917,-3348,1907,-23600,3536,12588,40028,92,13356,392,-10774,82984,156,-93914,-110259,-126175,-173600,3152,104036,12728,91308,-148,2332,652,-62599,31316,-6264,-87651,15916,848,-16,144,-476,15416,5764,62231,0,87251,0,0,-3812,-15684,-5524
1992:Q1,2833,5954,122606,-860,70316,-7919,-1540,-17271,3728,-5828,12992,-15356,196,-24144,600,99773,75980,72,23721,146934,125162,81900,2744,-71144,-3116,-68028,44,-3132,108,114642,15760,-868,99750,21772,-2624,740,20,2816,20820,21207,-16478,0,-57234,0,0,7704,17536,15516
1992:Q2,2326,6110,232258,1348,167132,100675,12380,24451,53740,8464,1640,20420,64,-16780,988,-41589,4460,-212,-45837,238930,223306,178944,13672,34936,1152,33784,172,1720,124,-6262,39100,-11936,-33426,15624,3104,444,-656,344,12388,2888,129162,0,86930,0,0,5684,18576,17972
1992:Q3,2261,6214,444428,1352,91860,56811,-1892,4383,27964,-3596,29952,-1968,-8,-23312,224,319469,203004,248,116217,473416,443756,287900,-1592,4116,4320,-204,-72,488,284,152632,63260,10108,79264,29660,584,184,2108,1656,25128,25035,13316,0,-38280,0,0,7876,19640,24080
1992:Q4,3114,6384,-233220,-1136,25548,-66271,-3980,-4759,-45760,7840,-19612,-9464,408,35784,2156,-220245,-66836,648,-154057,-213684,-236824,-46656,-4048,5416,10620,-5204,-596,3340,-364,-193916,-103900,-15280,-74736,23140,2696,-756,-636,3468,18368,16266,26952,0,76808,0,0,-5056,-28124,-16676
1993:Q1,2897,10987,490985,2876,127728,118331,2208,47407,53592,-5728,20852,25204,136,-20648,776,236582,144724,-2392,94250,532241,484229,235468,-9484,53052,-8996,62048,2916,2848,812,198617,120124,-30424,108917,48012,1052,13620,3944,4568,24828,33166,8251,0,-53405,0,0,9688,22612,29356
1993:Q2,3200,11225,17652,-856,30468,32679,-1940,10835,-4424,18512,9696,-2908,384,21756,2396,-66267,-30696,300,-35871,54132,16056,-11204,13724,65124,19264,45860,3272,7320,-96,-62084,-45924,8404,-24564,38076,-360,13300,-1436,2036,24536,28455,26256,0,44964,0,0,-2292,-8208,-8208
1993:Q3,2438,11342,445815,540,226900,24521,-2500,-31851,36584,-1492,23780,33312,-136,-18368,164,178883,111356,-3480,71007,470143,426711,268720,14660,-6308,5160,-11468,3368,2024,1520,142727,53648,-3908,92987,43432,9456,13208,2956,4856,12956,15424,54249,0,-12483,0,0,9620,24944,32168
1993:Q4,1330,11789,-85149,5096,-52556,-54371,904,-33863,-47076,12112,13552,34988,-164,25284,504,-43930,75384,508,-119822,-67693,-88073,-60996,29260,23556,12944,10612,8924,-1472,-184,-87161,-1364,33952,-119749,20380,1004,7936,-1156,6204,6392,6997,46925,0,79173,0,0,-3712,-15400,-13136
1994:Q1,-3083,8559,357450,10528,245776,20574,-13984,-17802,49908,-11136,13588,3640,324,-47528,-108,124243,115692,3312,5239,400822,355622,171164,-9904,24360,6432,17928,-128,8748,108,161274,76684,-3004,87594,45200,2076,1032,64,2084,39944,31730,71746,0,-26554,0,0,18604,43716,35980
1994:Q2,-9163,8708,-34321,-2928,33304,-46192,29216,-21312,-29136,-2036,-22924,-3720,16,6728,420,-21948,73772,-1100,-94620,-25765,-29533,65824,264,-27008,-19964,-7044,128,-9068,-300,-59373,12220,-14948,-56645,3768,2460,772,-2520,2692,364,-9315,-10379,0,28669,0,0,-4104,-15532,-19412
1994:Q3,-4395,8866,181294,-2888,115108,5924,-26048,4864,34152,44,-7088,-14140,40,-5076,196,82130,51524,180,30426,206134,181478,137360,-7620,-13540,-15092,1552,160,1072,224,63822,5536,336,57950,24656,700,712,392,3060,19792,11579,7950,0,-15566,0,0,6508,3048,13960
1994:Q4,-5720,9206,-559419,-5748,-406672,-76794,-3828,-37690,-54988,11160,8552,9932,-672,34352,-15836,-97981,-33072,656,-65565,-535567,-553751,-468124,19344,9236,7936,1300,-8776,-4432,-856,-100143,15224,13896,-129263,18184,4516,9284,-2328,2564,4148,8926,-43825,0,40811,0,0,-13444,-33416,-37776
