1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q2,7615,3395,1587,2303,330,7615,3046,4593,858,3735,-24,7615,860,182,100,130,82,68,-14,-6,109,2963,2921,0,23,19,12,554,-17,158,1321,1159,0,162,0,0,214,22,0,0,0,192,0,814,215
1970:Q3,9220,3983,2114,2804,319,9220,3891,5355,771,4584,-26,9220,1361,190,100,48,85,-60,30,-7,166,4704,4663,0,21,20,13,355,-20,-19,1577,1149,322,106,0,0,419,58,0,0,0,361,0,102,224
1970:Q4,8749,3891,2161,2446,251,8749,3836,4921,989,3932,-8,8749,-130,342,100,37,72,-73,57,-19,216,5005,4965,0,24,16,12,793,-22,131,816,695,35,86,0,0,623,252,0,0,0,371,0,410,416
1971:Q1,7820,4109,2183,1197,331,7820,3855,3979,1180,2799,-14,7820,-748,192,275,-89,53,-67,62,-137,306,5311,5272,0,26,13,0,158,-91,99,41,-82,-37,160,0,0,1202,762,0,0,0,440,0,933,231
1971:Q2,12950,6857,2740,2390,963,12950,5701,7270,1187,6083,-21,12950,-297,271,300,-40,28,-90,22,0,156,9659,9594,0,54,11,-5,-24,-166,151,340,-57,165,232,0,0,1615,1154,0,0,0,461,0,628,362
1971:Q3,14086,8173,2347,3237,329,14086,7694,6410,938,5472,-18,14086,-1157,310,300,-69,-20,-91,42,0,327,11135,11097,0,27,11,-7,242,-146,8,1872,1369,315,188,0,0,797,277,0,0,0,520,0,223,251
1971:Q4,14029,7656,2451,3656,266,14029,7387,6661,1797,4864,-19,14029,-823,345,300,-182,33,-110,54,-159,290,9818,9781,0,25,12,-10,745,-110,110,1373,1059,164,150,0,0,1147,534,64,0,0,549,0,664,362
1972:Q1,13694,7342,2586,3051,715,13694,6798,6921,3126,3795,-25,13694,319,358,300,86,-52,195,96,-153,335,9867,9831,0,2,34,-8,-98,-326,21,797,551,24,222,0,0,1026,918,102,0,0,6,0,445,572
1972:Q2,18624,9973,3366,4272,1013,18624,8610,10032,1625,8407,-18,18624,516,397,275,-45,-20,-41,48,-32,403,13926,13903,0,-23,46,-11,6,-199,-52,1004,286,427,291,0,0,1206,627,43,0,0,536,0,549,649
1972:Q3,19173,11621,2788,4018,746,19173,10160,9034,1983,7051,-21,19173,271,437,275,-111,17,-144,90,-74,287,15114,14992,0,77,45,-11,184,-268,83,1116,667,130,319,0,0,1067,354,86,0,0,627,0,392,337
1972:Q4,20420,10034,4042,5838,506,20420,9297,11145,2968,8177,-22,20420,-124,626,275,-623,-164,-423,87,-123,362,14306,14325,0,-47,28,-12,1360,-137,130,1088,486,244,358,0,0,1589,531,146,0,0,912,0,776,804
1973:Q1,16407,9376,1817,4085,1129,16407,9076,7353,2435,4918,-22,16407,473,452,170,-161,-449,262,143,-117,278,12408,12237,20,-4,155,-5,218,-214,162,1203,790,-71,484,0,0,756,585,220,0,0,-49,0,208,459
1973:Q2,22659,12069,3364,5755,1471,22659,10297,12380,6699,5681,-18,22659,384,833,129,-1030,-756,-213,46,-107,243,16349,16251,-6,-5,109,-3,816,-75,189,1679,842,311,526,0,0,1455,701,73,0,0,681,0,801,889
1973:Q3,21058,11870,3170,5027,991,21058,10557,10517,10919,-402,-16,21058,-608,855,31,960,522,285,115,38,446,14389,14208,16,60,105,-2,1205,-78,67,2287,1418,394,475,0,0,442,432,42,0,0,-32,0,-47,1111
1973:Q4,17535,9946,2064,4671,854,17535,10150,7400,11013,-3613,-15,17535,-376,410,-45,-358,-401,13,67,-37,733,9816,9661,22,61,72,-5,2182,15,253,1904,1244,181,479,0,0,983,668,-10,0,0,325,0,1374,649
1974:Q1,14870,8069,2164,3749,888,14870,7931,6959,2041,4918,-20,14870,940,360,69,-74,-425,305,105,-59,453,8129,8030,8,56,35,-2,811,17,136,1129,700,33,396,0,0,1669,1665,8,0,0,-4,0,776,457
1974:Q2,19341,10929,1866,4922,1624,19341,10612,8751,599,8152,-22,19341,779,46,52,875,12,789,71,3,464,12432,12375,6,56,-5,-2,1045,-16,53,3271,1784,554,933,0,0,423,670,-14,0,0,-233,0,-47,-34
1974:Q3,15820,10021,1712,2668,1419,15820,11189,4662,-2766,7428,-31,15820,988,173,12,352,436,-614,144,386,443,8862,8613,16,234,-1,-1,1202,-9,93,3389,2082,522,785,0,0,1470,757,-22,0,0,735,0,-831,-323
1974:Q4,12152,6500,1133,3334,1185,12152,8183,4002,-726,4728,-33,12152,656,21,-25,1545,794,-414,185,980,1110,4667,4476,18,130,43,-4,1807,4,279,2555,937,873,745,0,0,921,787,19,0,0,115,0,-1295,-89
1975:Q1,8568,4655,-82,2132,1863,8568,5066,3506,-459,3965,-4,8568,2466,-1557,-115,268,753,-801,157,159,549,3243,3011,115,25,92,-6,1012,37,3,1437,176,22,1239,0,0,2962,1571,344,0,0,1047,0,-441,-1290
1975:Q2,15796,10875,149,3027,1745,15796,10279,5559,1094,4465,-42,15796,2412,-830,-82,2121,11,538,193,1379,448,9600,9298,133,30,139,21,721,-31,105,1431,261,336,834,0,0,1183,2097,92,0,0,-1006,0,-32,-1271
1975:Q3,16373,12139,80,3600,554,16373,12220,4170,1593,2577,-17,16373,2625,-1030,-6,2008,924,-51,336,799,298,10799,10658,-62,60,143,19,364,-12,65,1249,1040,89,120,0,0,1182,1158,130,0,0,-106,0,275,-1463
1975:Q4,15692,11136,-135,3922,769,15692,12683,3036,1218,1818,-27,15692,1018,-684,62,2112,904,-10,245,973,312,10403,10337,-101,61,106,30,837,17,-333,1249,769,-46,526,0,0,1726,1662,275,0,0,-211,0,-31,-1026
1976:Q1,16463,11850,1441,2228,944,16463,10743,5742,-135,5877,-22,16463,514,-130,74,691,181,-458,140,828,-60,11668,11538,-20,24,126,0,259,0,1,661,358,-385,688,0,0,2641,2222,401,0,0,18,0,477,-333
1976:Q2,20915,14840,1438,3124,1513,20915,14167,6770,2475,4295,-22,20915,743,-129,136,-1137,-2062,180,201,544,469,17067,16916,-3,22,132,24,279,0,80,499,-154,-73,726,0,0,2864,3155,154,0,0,-445,0,355,-335
1976:Q3,24424,17739,1302,3772,1611,24424,17272,7184,2756,4428,-32,24424,829,-127,279,794,-489,525,31,727,386,17844,17752,-34,-4,130,-1,496,-10,2,1286,934,-260,612,0,0,2968,3091,353,0,0,-476,0,12,-334
1976:Q4,22752,16238,986,4037,1491,22752,16013,6754,2295,4459,-15,22752,-89,-127,410,72,-827,-291,104,1086,455,16126,16049,-39,-3,119,29,1353,41,107,517,-58,0,575,0,0,3709,3847,165,0,0,-303,0,484,-335
1977:Q1,21686,15260,1247,3211,1968,21686,14387,7332,1134,6198,-33,21686,736,645,169,217,-228,-564,28,981,155,14610,14516,2,2,90,54,289,6,-48,36,-74,-712,822,0,0,4725,3688,899,0,0,138,0,254,-162
1977:Q2,34013,25556,2604,2895,2958,34013,23016,11027,2831,8196,-30,34013,825,653,237,1202,-101,543,67,693,-221,24969,24890,11,2,66,41,1090,119,180,1794,1088,-169,875,0,0,2562,2313,890,0,0,-641,0,724,-162
1977:Q3,36923,27359,2089,5447,2028,36923,25970,10978,4234,6744,-25,36923,842,662,402,1283,-323,249,21,1336,287,25834,25751,-21,39,65,27,1236,-53,-242,941,230,-12,723,0,0,4432,4516,872,0,0,-956,0,1433,-161
1977:Q4,35720,24527,2444,7166,1583,35720,23311,12434,5597,6837,-25,35720,83,664,550,1480,71,61,59,1289,334,23881,23791,-26,37,79,-11,2679,11,419,750,221,-100,629,0,0,4391,3807,1278,0,0,-694,0,653,-164
1978:Q1,28171,19003,2522,4646,2000,28171,18936,9259,3012,6247,-24,28171,1313,450,497,1109,231,-175,14,1039,557,17799,17779,12,-107,115,-9,1073,62,41,2376,1659,-74,791,0,0,2709,1461,861,0,0,387,0,243,-49
1978:Q2,40084,28461,3445,5385,2793,40084,27341,12770,4519,8251,-27,40084,2597,452,557,857,-8,-560,46,1379,584,26071,26025,19,-110,137,-10,1940,88,164,2694,2725,-956,925,0,0,3099,1675,1952,0,0,-528,0,1039,-48
1978:Q3,43064,32819,2409,5533,2303,43064,30897,12193,3282,8911,-26,43064,2603,445,710,1982,277,766,-65,1004,530,25599,25925,10,14,-350,1,2307,59,161,3618,2436,250,932,0,0,3144,2812,1088,0,0,-756,0,1971,-66
1978:Q4,40688,30940,2447,5589,1712,40688,29995,10713,1758,8955,-20,40688,1070,474,841,873,-51,-458,57,1325,828,22539,22707,7,15,-190,25,3998,15,179,3560,2122,595,843,0,0,4652,3503,1381,0,0,-232,0,1665,-31
1979:Q1,34623,23988,2451,4507,3677,34623,24411,10238,3255,6983,-26,34623,2363,796,856,1958,-61,30,57,1932,1100,15120,14959,16,16,129,57,2160,77,211,4658,3099,267,1292,0,0,4900,4472,575,0,0,-147,0,390,-23
1979:Q2,45301,31996,2268,6536,4501,45301,29852,15490,391,15099,-41,45301,3258,804,801,1710,-23,244,-47,1536,1359,23982,23954,17,20,-9,-20,2643,-48,220,3321,1796,-18,1543,0,0,4879,3702,1241,0,0,-64,0,2415,-23
1979:Q3,47514,33981,2493,7642,3398,47514,32743,14796,727,14069,-25,47514,3112,813,666,1576,-43,183,-10,1446,1694,23128,22911,329,21,-133,30,3139,218,305,2733,967,407,1359,0,0,6803,6167,713,0,0,-77,0,3320,-23
1979:Q4,37082,25964,2631,6065,2422,37082,29940,7168,-2432,9600,-26,37082,592,813,564,1357,470,-109,33,963,2306,16596,15578,391,24,603,192,4313,171,282,3726,1918,305,1503,0,0,6469,5779,759,0,0,-69,0,-276,-23
1980:Q1,30972,20732,1979,4434,3827,30972,19873,11120,-2151,13271,-21,30972,-27,2112,-222,2496,67,1571,22,836,2026,10196,8474,392,-45,1375,124,3973,52,450,5106,2899,175,2032,0,0,5176,5056,274,0,0,-154,0,-464,-26
1980:Q2,26082,16196,1381,4952,3553,26082,18044,8070,-5134,13204,-32,26082,1952,2113,-12,2089,547,530,26,986,2512,6287,5596,391,45,255,47,3169,72,241,3457,1429,-222,2250,0,0,4062,3428,666,0,0,-32,0,120,-27
1980:Q3,37706,29241,1810,4919,1736,37706,27869,9866,-2904,12770,-29,37706,3995,2138,511,1254,-77,150,44,1137,2760,14214,14173,290,51,-300,44,2498,208,302,2051,213,529,1309,0,0,5675,5181,539,0,0,-45,0,2084,-28
1980:Q4,36385,26382,2308,6079,1616,36385,25076,11331,411,10920,-22,36385,458,2136,939,1667,253,-33,-3,1450,2484,17209,16698,249,49,213,129,3019,93,293,3538,1695,522,1321,0,0,4268,4422,195,0,0,-349,0,179,-27
1981:Q1,26857,15217,1422,7608,2610,26857,14257,12630,777,11853,-30,26857,2124,2089,1689,1375,184,-655,117,1729,2197,8328,7977,380,111,-140,61,1836,184,276,2267,35,93,2139,0,0,3301,3310,213,0,0,-222,0,1140,-10
1981:Q2,38854,23808,1004,10958,3084,38854,23837,15044,5943,9101,-27,38854,6482,2113,1825,1538,146,-175,89,1478,2239,14076,13786,496,163,-369,92,1742,123,436,2803,295,96,2412,0,0,3591,3374,498,0,0,-281,0,1805,-11
1981:Q3,31575,17634,1087,10426,2428,31575,17978,13625,5398,8227,-28,31575,4002,2137,2167,733,-590,-1100,71,2352,1754,10313,10097,373,151,-308,102,1377,7,598,4245,2025,165,2055,0,0,3519,3192,371,0,0,-44,0,632,-11
1981:Q4,24492,10894,1278,10700,1620,24492,11710,12806,-212,13018,-24,24492,2196,2136,2441,1293,383,673,-40,277,1492,5198,4776,489,75,-142,92,1711,35,319,3314,1730,-173,1757,0,0,4616,2039,1917,717,0,-57,0,-341,-10
1982:Q1,21199,10448,1263,7766,1722,21199,9597,11628,-604,12232,-26,21199,4381,596,1529,573,-327,234,45,621,1134,-670,-456,339,8,-561,65,1083,0,471,2747,1132,60,1555,0,0,8642,2803,4117,2069,0,-347,0,628,20
1982:Q2,24872,13459,1054,9028,1331,24872,11733,13171,-3524,16695,-32,24872,2866,602,1379,1033,231,-1134,-23,1959,1021,826,528,396,-55,-43,42,842,1473,236,3803,2464,-32,1371,0,0,9323,2867,4733,1770,0,-47,0,1405,21
1982:Q3,25576,13418,704,10639,815,25576,11790,13816,-4133,17949,-30,25576,3277,610,1005,-54,-559,-388,-472,1365,1408,-1282,-1444,225,-80,17,53,805,975,441,4539,3833,-99,805,0,0,13280,3317,6429,3577,0,-43,0,499,20
1982:Q4,29106,17162,2422,9308,214,29106,16168,12969,-1326,14295,-31,29106,7468,610,709,812,117,839,30,-174,1676,-8197,-7829,118,-73,-413,99,1512,1409,106,3000,2973,-433,460,0,0,18288,4164,7832,6317,0,-25,0,1594,20
1983:Q1,30921,16952,1032,12708,229,30921,16619,14317,-3583,17900,-15,30921,-1343,428,548,-429,-474,291,52,-298,1607,5791,5753,31,-72,79,149,1340,1286,210,2191,1852,62,277,0,0,17998,8999,5044,3707,0,248,0,1160,-15
1983:Q2,47615,29157,3741,13885,832,47615,28774,18873,4673,14200,-32,47615,1633,434,765,789,-110,-472,-53,1424,1870,18848,18223,-51,-94,770,205,1396,653,116,2860,1003,1440,417,0,0,16544,11337,2926,2676,0,-395,0,1519,-17
1983:Q3,56707,37188,5023,13760,736,56707,36060,20661,4962,15699,-14,56707,-685,439,1300,362,-168,-1005,-107,1642,1892,29668,29378,-141,-85,516,206,2631,860,50,1424,505,621,298,0,0,18477,12321,3218,2986,0,-48,0,99,-16
1983:Q4,54294,32787,5445,15449,613,54294,31251,23063,5239,17824,-20,54294,641,440,1731,498,-80,1541,29,-992,2517,27532,26894,357,-49,330,151,3643,-445,502,3923,3082,776,65,0,0,13269,8253,3743,1302,0,-29,0,-90,-18
1984:Q1,49872,29515,6043,15065,-751,49872,30854,19055,-1282,20337,-37,49872,243,2943,2467,-320,-495,-47,-89,311,2416,25581,25202,-768,-10,1157,103,302,-232,75,4028,2596,1347,85,0,0,11123,6410,1481,3233,0,-1,0,1028,115
1984:Q2,68983,39331,8004,21279,369,68983,36534,32473,7266,25207,-24,68983,1416,2944,2480,243,-185,-750,19,1159,2783,43882,43157,-158,23,860,76,2230,-523,209,2295,1894,132,269,0,0,7781,4633,2258,902,0,-12,0,3054,113
1984:Q3,62295,34659,5417,22091,128,62295,34916,27407,4475,22932,-28,62295,2126,2975,2513,-634,-326,-607,-84,383,2409,36847,36044,143,38,622,90,1841,-328,26,1818,1618,-31,231,0,0,12194,4877,2697,3632,0,988,0,305,113
1984:Q4,57264,32419,5771,20119,-1045,57264,32187,25088,1316,23772,-11,57264,-2658,2946,2546,1578,-88,539,36,1091,2627,27608,25855,1209,30,514,84,1327,694,294,3717,3099,952,-334,0,0,13449,4211,6858,3327,0,-947,2000,968,84
1985:Q1,59737,38884,5401,15152,300,59737,38146,21616,-2470,24086,-25,59737,11809,1422,1698,201,-337,-214,-19,771,2056,19623,19497,-163,35,254,205,1771,1306,64,5253,4261,1149,-157,0,0,15046,5973,5937,3155,0,-19,541,-1308,50
1985:Q2,66635,42401,6474,18903,-1143,66635,38432,28223,2631,25592,-20,66635,2024,1456,1484,497,-139,-272,16,892,2136,28489,27486,-73,43,1033,178,3644,763,26,2840,2860,1028,-1048,0,0,17057,6971,6568,3385,0,133,1901,4065,75
1985:Q3,68125,49120,5674,16173,-2842,68125,59455,8683,-3923,12606,-13,68125,-3667,1476,954,580,-185,-213,11,967,2600,33441,32086,91,44,1220,150,2646,-443,-24,767,2055,513,-1801,0,0,22242,8101,8588,6014,0,-461,590,6735,78
1985:Q4,65534,49695,10951,19535,-14647,65534,48884,16661,8639,8022,-11,65534,-5909,2578,536,563,-167,156,32,542,3016,27380,26028,272,35,1045,142,7037,2655,-12,751,1575,933,-1757,0,0,24532,10119,8472,6218,0,-277,2936,-1522,851
1986:Q1,47953,30790,7059,12570,-2466,47953,28252,19712,1311,18401,-11,47953,-1059,-1570,-165,1,60,-29,27,-57,4612,16283,13284,431,32,2536,284,3199,-154,91,-2319,156,-399,-2076,0,0,26723,9203,9950,7323,0,247,1440,475,112
1986:Q2,76118,59132,7888,11592,-2494,76118,52486,23641,3985,19656,-9,76118,220,-1550,1273,248,-187,-134,27,542,2877,22201,20257,413,25,1506,220,5500,-870,-203,-2967,-1485,571,-2053,0,0,34485,8856,15566,10067,0,-4,2701,11837,146
1986:Q3,85955,67193,7976,13307,-2521,85955,64503,21464,4545,16919,-12,85955,-2399,-1677,1168,52,11,-113,25,129,2046,26683,24123,406,27,2127,232,5484,-383,167,-2308,-223,-835,-1250,0,0,46824,12026,20968,13982,0,-152,2455,7561,50
1986:Q4,77483,46736,10556,22712,-2521,77483,58791,18696,6291,12405,-4,77483,-334,-2062,-1583,1222,2,1139,37,44,2263,35680,31897,1682,31,2070,273,7862,-1354,186,-4365,-435,-1795,-2135,0,0,55695,21467,24501,10815,0,-1088,-13278,-2413,-309
1987:Q1,68205,51909,3509,14828,-2041,68205,46904,21310,4603,16707,-9,68205,5682,465,-1726,-290,-202,-218,96,34,3431,19046,16601,-314,38,2721,96,1901,-1159,-217,-3764,-2518,1376,-2622,0,0,43844,18419,14923,10499,0,3,2377,-1596,115
1987:Q2,92210,73463,4749,16062,-2064,92210,72036,20176,10942,9234,-2,92210,86,328,-2512,-47,-20,-118,54,37,2863,44013,39680,1416,35,2882,306,4639,-788,-105,-3597,-1715,-343,-1539,0,0,39707,12130,13989,13597,0,-9,3757,3570,-10
1987:Q3,73128,58207,4452,12556,-2087,73128,53484,19647,9343,10304,-3,73128,3384,530,-2086,-5254,-209,-5107,188,-126,974,41161,36959,1458,49,2695,118,3881,-583,180,-124,436,343,-903,0,0,31942,15093,7588,9270,0,-9,6041,-7188,152
1987:Q4,89799,57186,4532,30167,-2086,89799,55882,33918,22627,11291,-1,89799,3679,601,-443,302,-14,73,194,49,1424,49307,44300,2686,72,2249,126,11807,-520,-77,-831,26,-68,-789,0,0,22310,9216,3762,9420,0,-88,1381,498,235
1988:Q1,61421,35780,11983,14896,-1238,61421,38347,23074,5723,17351,0,61421,148,4310,2276,102,-10,25,82,5,1339,33518,29724,2038,108,1648,145,4038,1409,117,2826,1877,1514,-565,0,0,8447,1148,2090,5282,0,-73,1740,860,146
1988:Q2,88853,70066,-2328,22354,-1239,88853,67845,21007,1301,19706,1,88853,485,4176,3531,-688,-392,-309,101,-88,678,39999,35416,1904,136,2543,130,4674,1655,189,2419,1747,1190,-518,0,0,17474,3913,1431,12196,0,-66,1805,12307,19
1988:Q3,87185,60980,3345,24112,-1252,87185,58820,28367,8976,19391,-2,87185,756,4436,3362,-916,22,-931,131,-138,254,48112,43553,2092,153,2314,137,5004,2714,-51,-923,-307,-134,-482,0,0,25822,10561,5529,9732,0,0,2510,-4292,260
1988:Q4,87226,56913,5314,26251,-1252,87226,55190,32040,13082,18958,-4,87226,1603,4588,768,451,-38,182,126,181,1679,37434,33484,2108,159,1683,168,8250,2683,17,676,-856,1983,-451,0,0,24150,7350,5722,11080,0,-2,2945,1413,401
1989:Q1,49895,35847,3312,11245,-509,49895,37970,11926,4655,7271,-1,49895,483,-3529,-1215,-14,-1,-238,266,-41,1577,25315,20905,1550,167,2693,205,3967,964,-471,-737,-1171,1288,-854,0,0,25172,7070,8289,9821,0,-8,1604,-3299,-127
1989:Q2,69797,58448,5171,6694,-516,69797,59332,10466,2212,8254,-1,69797,2296,-3461,-3567,-844,-1,-1069,148,78,1872,32218,27940,1941,178,2159,248,5032,1642,-14,1625,11,1408,206,0,0,24023,5057,10548,8430,0,-11,1613,7147,-33
1989:Q3,76143,66256,833,9575,-521,76143,65750,10394,1109,9285,-1,76143,2355,-3543,-3974,5,-0,406,-450,49,1287,21594,17602,2363,189,1440,243,5362,1807,177,2620,2615,529,-524,0,0,32529,7443,12696,12393,0,-3,-2026,17780,-74
1989:Q4,68630,65810,1194,2149,-522,68630,69033,-403,-7046,6643,0,68630,2863,-3379,-3944,121,-1,59,170,-107,1578,641,-2322,2272,197,494,190,7239,2215,4,2526,2629,1201,-1304,0,0,42537,8270,14932,19338,0,-3,11002,4957,80
1990:Q1,65659,51447,1937,12553,-278,65659,47382,18276,16325,1951,1,65659,3248,-442,-1626,7359,-1,-51,181,7230,1228,12671,6237,5572,213,649,155,6321,16,-118,2302,946,1670,-314,0,0,35616,8595,8866,18159,0,-4,-4157,3122,-36
1990:Q2,64704,67022,-5963,3926,-281,64704,62074,2633,3765,-1132,-3,64704,2556,-422,-866,10744,-1,50,512,10182,1234,-1351,-5874,2784,235,1504,137,4783,869,62,-2332,939,-3542,270,0,0,39033,8494,13604,16939,0,-3,4586,5686,-15
1990:Q3,55941,50097,2339,3790,-285,55941,53087,2855,3984,-1129,-1,55941,2738,-421,-650,13640,0,94,1182,12364,1176,-6056,-11136,2781,233,2066,97,1343,435,68,1741,1367,528,-154,0,0,34335,9403,6458,18476,0,-2,4588,2920,-12
1990:Q4,41783,39607,563,1898,-284,41783,44808,-3025,1370,-4395,0,41783,2377,-701,-952,3831,-1,170,660,3002,1616,-20384,-26362,4208,206,1564,36,2041,287,750,3941,2617,1350,-26,0,0,41328,8744,14562,18027,0,-4,8382,-532,-238
1991:Q1,43870,34740,1554,7621,-45,43870,42057,1812,6108,-4296,1,43870,1126,1411,-1471,9660,1,-132,847,8945,1360,-12339,-16110,3595,190,-14,-26,1256,-1510,501,3020,1920,1263,-163,0,0,30446,6326,11856,12268,0,-4,5002,5618,-184
1991:Q2,64559,58975,1263,4367,-46,64559,63149,1411,1119,292,-1,64559,1851,1514,-1325,8670,-1,123,784,7764,538,-4263,-8742,2569,187,1723,-93,2785,-2011,-240,2830,2413,528,-111,0,0,35677,3778,12917,18988,0,-7,13973,4649,3
1991:Q3,2831,22258,-7534,-11847,-46,2831,26046,-23215,-7041,-16174,0,2831,646,1477,-1322,2516,-0,136,-145,2525,842,-34723,-37899,848,160,2168,-126,-1493,-1387,353,330,162,257,-89,0,0,37329,8793,7711,20828,0,-3,13359,-14904,-66
1991:Q4,36678,48295,1464,-13035,-46,36678,51956,-15278,-8199,-7079,0,36678,-1727,1417,-910,-5418,-1,147,461,-6026,768,-8823,-10977,1753,111,290,-129,-10592,-1767,211,5350,2733,2903,-286,0,0,33177,2795,10320,20067,0,-5,11118,14093,-89
1992:Q1,30423,39670,-177,-9177,107,30423,42061,-11637,-5309,-6328,0,30423,-1459,186,-665,4199,-1,78,595,3527,-9,-19220,-17990,-91,156,-1295,-123,-993,-983,-713,8053,5958,2086,10,0,0,23238,-3341,8714,17869,0,-4,12260,6738,-87
1992:Q2,21993,31437,-3849,-5702,106,21993,34633,-12638,-5290,-7348,-2,21993,-1558,527,-590,-4736,0,-162,235,-4808,181,-15133,-18637,183,178,3143,-121,-4032,-1169,893,4431,4705,-273,-1,0,0,39260,968,14919,23373,0,-1,13171,-9517,386
1992:Q3,38152,53306,-3495,-11767,108,38152,56298,-18146,-9250,-8896,0,38152,-1591,88,89,-7190,4,43,391,-7628,-138,-5474,-4392,-874,210,-418,-154,-5375,-652,-760,6588,3541,3008,39,0,0,24660,-912,8965,16609,0,-2,18950,9011,101
1992:Q4,19499,42976,-5662,-17922,108,19499,46688,-27189,-19757,-7432,0,19499,-2186,464,311,-4213,4,23,456,-4697,-78,-15415,-15259,-1912,262,1494,-224,-7174,-876,147,12996,11111,2036,-151,0,0,28400,-2493,15752,15144,0,-3,10437,-3555,465
1993:Q1,957,10082,-2101,-7161,137,957,16319,-15362,-8912,-6450,0,957,-2005,-2014,-1660,-4430,3,-165,95,-4363,39,-11651,-11290,-1370,292,717,-301,-2370,108,-808,5193,3565,1756,-127,-0,0,27749,1998,13419,12337,0,-4,5930,-12975,152
1993:Q2,42473,54286,-2831,-9120,138,42473,56156,-13683,-8081,-5602,0,42473,-2065,-2001,-519,-5508,15,-83,106,-5546,-3005,15147,15550,-1236,350,483,-396,-2176,-324,-1139,17439,10327,7056,55,0,0,1504,-8348,1950,7904,0,-1,10763,14487,267
1993:Q3,45448,52414,-1280,-5824,139,45448,52702,-7252,-1926,-5326,-1,45448,-2102,-1980,-361,-3218,0,-22,-531,-2666,-1112,8893,9515,-1198,337,239,-400,-4671,494,549,10336,9216,901,219,0,0,29255,1911,10687,16660,0,-2,10800,-1306,272
1993:Q4,27408,39853,1654,-14239,140,27408,42014,-14605,-9878,-4727,-1,27408,-2095,-2010,-779,-2263,-2,-37,88,-2312,-1093,7326,9291,-2741,271,505,-320,-9203,-1840,-526,8310,5147,3514,-351,-0,0,26211,-1010,13578,13645,0,-2,8918,-3343,115
1994:Q1,23064,31519,-126,-8693,364,23064,30077,-7013,-3164,-3849,0,23064,-2001,1584,-1021,-4113,-21,-177,-105,-3809,-401,-16174,-16191,-1524,211,1330,-169,-3275,-437,108,5858,5402,734,-278,1,0,42531,9380,21302,11851,0,-2,11662,-12156,1068
1994:Q2,48713,47557,1187,-401,369,48713,44964,3748,3787,-39,0,48713,-2133,1452,1806,-348,-2,161,-129,-378,203,20035,19617,-1022,464,976,-169,-1969,16,304,390,1988,-1895,294,3,0,33121,12263,13382,7479,0,-4,2901,-8107,1211
1994:Q3,50986,50741,-120,-7,373,50986,46229,4758,3815,943,0,50986,-2159,1299,256,1067,-8,217,-147,1006,1431,25883,25259,-1090,300,1414,-170,-2109,-2,83,-628,1315,-2006,63,0,0,22516,9267,4594,8657,0,-2,3733,-1307,1093
1994:Q4,41788,47673,-190,-6068,373,41788,44693,-2905,-1275,-1630,0,41788,-2175,915,909,-4349,0,194,128,-4672,1520,31847,30899,-1163,588,1523,-169,-949,-4766,175,-2060,-61,-2013,18,-4,0,17114,5958,4426,6731,0,-1,1835,1783,158
1995:Q1,33327,28134,-580,5327,446,33327,25957,7369,2673,4696,0,33327,-2056,285,-778,-1100,-6,76,97,-1267,1386,27333,27072,-1435,130,1566,-245,-70,196,198,-926,-30,-403,-491,-3,0,7841,3467,1343,3019,17,-5,2683,-1968,548
1995:Q2,55050,49927,2250,2421,452,55050,46374,8676,1677,6999,0,55050,-2092,405,-353,-3599,9,60,-744,-2924,1412,25893,26563,-1168,259,239,-244,373,197,161,306,-117,477,-61,6,0,19152,2707,6022,10407,17,-1,3574,9432,433
1995:Q3,61175,56804,1175,2740,456,61175,51469,9706,774,8932,0,61175,-2092,312,-565,-2196,-8,-58,-547,-1583,179,24956,24404,-829,65,1316,-256,2190,196,188,4409,3551,711,147,0,0,27632,6546,5154,15916,17,-1,1735,3958,529
1995:Q4,37414,33024,3618,315,457,37414,30133,7281,-1071,8352,0,37414,-1802,91,-357,-2826,-5,-67,30,-2784,969,33,435,-1706,464,840,-234,-4420,197,192,2523,995,1256,276,-4,0,43701,8629,11681,23374,18,-1,8864,-9274,-244
1996:Q1,58160,49516,871,7102,671,58160,46162,11998,4263,7735,0,58160,-1926,-1310,-398,-3429,0,-197,-1205,-2027,570,16149,16322,-1919,365,1381,-245,-417,195,188,-4957,-6872,1455,463,-4,0,29364,3504,9276,16587,-2,-1,9736,14766,-126
