1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1996:Q2,72876,59560,3247,9398,671,72876,54176,18701,6258,12443,-1,72876,-2027,-1168,-560,-434,0,-47,-337,-50,536,23969,21522,-894,75,3266,-4,-152,195,198,-97,-647,84,471,-5,0,43610,9529,12344,21739,-2,0,9675,-596,-269
1996:Q3,68221,64894,2405,243,679,68221,57986,10236,414,9822,-1,68221,-2072,-1127,-189,-1396,0,29,-1397,-28,1091,30286,28579,-82,129,1660,-28,-4601,198,202,-1123,-1566,221,218,-1,5,35659,11650,8937,15077,-2,-3,7285,4186,-150
1996:Q4,67550,49281,5809,11782,678,67550,50110,17442,7256,10186,-2,67550,-2066,-705,-214,-362,0,21,-650,267,1794,23836,21090,-5,-3,2754,-145,-394,128,208,-182,-1213,991,22,10,8,32344,9280,8652,14417,-1,-4,9421,2877,1010
1997:Q1,54057,45686,244,7118,1009,54057,43209,10850,4111,6739,-2,54057,-2012,6690,-698,-2026,0,-112,-1761,-153,778,14026,14027,-1458,10,1447,78,-1629,263,212,-3722,-1965,-1836,66,17,-4,28651,7122,8634,12889,6,0,10727,1834,885
1997:Q2,76166,54228,4111,16807,1020,76166,51963,24203,10093,14110,0,76166,-1844,6934,-272,-210,5,-84,-114,-17,1114,41676,41096,-2488,-6,3074,-117,657,275,214,-1985,-2775,526,295,-51,20,22162,7600,4293,10263,7,-1,8980,-3276,1858
1997:Q3,112286,92250,2296,16709,1031,112286,85543,26743,14312,12431,0,112286,-1745,6840,-379,-815,0,-68,-1165,418,1030,36513,33166,-666,215,3798,-8,-2094,305,222,-503,-1990,1135,383,-26,-5,28567,8940,2733,16888,6,0,19205,23808,1340
1997:Q4,70040,41745,5477,21786,1032,70040,38015,32025,14360,17665,0,70040,-2105,7262,-294,222,1,-138,107,252,1110,19401,18990,-1514,331,1594,-138,1084,-46,225,1543,-1013,2125,311,97,23,35206,6971,9465,18763,7,0,23877,-20461,3154
1998:Q1,89289,68389,6649,13120,1131,89289,57621,31668,-5184,36852,0,89289,-2249,-2436,1889,-350,0,-223,-2,-125,1070,32499,32674,-2140,367,1598,-27,-424,31,1066,881,-1454,1910,348,63,14,21261,-3771,3759,21250,25,-2,29483,4532,2063
1998:Q2,118220,90355,7419,19303,1143,118220,80793,37427,547,36880,0,118220,-2322,-2823,1889,-114,0,-50,-46,-18,1269,9971,6394,-931,427,4081,-43,1488,45,2008,549,-434,505,346,95,37,61834,4635,26647,30527,25,0,37670,3937,2862
1998:Q3,123081,91401,8588,21936,1156,123081,78991,44090,7140,36950,0,123081,-2186,-2713,1890,-232,-1,-16,-172,-43,-69,18048,15285,-186,407,2542,-257,-283,142,818,442,-817,342,658,239,20,66858,3797,25935,37101,25,0,27691,12803,129
1998:Q4,157523,107166,13441,35760,1156,157523,94969,62554,25506,37048,0,157523,1581,-3389,1888,215,0,-54,-61,330,7323,53304,53321,-2444,280,2147,51,6858,-425,911,5703,-1737,5874,973,543,50,42722,-4094,10733,36057,25,1,33096,10989,-3304
1999:Q1,123940,89805,9534,23588,1013,123940,79903,44037,11665,32372,0,123940,1813,-6061,-436,-299,-1,-162,1,-137,1155,4400,4802,-2034,-139,1771,-48,3781,453,383,-4326,-806,-3772,146,257,-151,94041,5835,40720,47298,189,-1,24653,5689,-1258
1999:Q2,139033,108076,6577,23357,1023,139033,96886,42147,11663,30484,0,139033,1454,-6567,-592,30,2,76,10,-58,452,39016,34348,-1215,960,4923,27,5843,454,1175,-240,-2076,969,538,247,82,70632,9915,30906,29620,190,1,18690,9051,-392
1999:Q3,168210,131557,10723,24895,1035,168210,118400,49810,13293,36517,0,168210,1765,-6674,-592,412,0,13,21,378,364,81690,76796,-276,528,4642,52,1710,453,-113,214,-1913,1413,552,242,-80,63575,15842,20496,27049,189,-1,13192,12156,6
1999:Q4,141264,94565,13947,31717,1035,141264,83835,57429,18676,38753,0,141264,1563,-6341,-592,-12,-1,166,-26,-151,2719,70984,69084,-931,400,2431,-70,4948,453,1832,-605,-1878,981,-32,304,20,46314,13225,10500,22399,190,0,14038,7518,-1485
2000:Q1,103824,70918,6834,26689,-617,103824,64762,39062,7447,31615,0,103824,243,516,-163,-889,0,-971,62,20,401,66910,62987,712,465,2746,632,-1677,213,-1387,1661,-1224,333,-45,2607,-10,29968,6929,8025,14932,82,0,6419,4788,-3811
2000:Q2,162062,123704,8525,30450,-617,162062,114695,47367,11030,36337,0,162062,203,267,-164,49,0,-2,57,-6,-771,92846,86616,552,876,4802,-696,3240,89,441,9044,2598,-37,688,5805,-10,33133,1516,11535,20000,82,0,9224,15360,-203
2000:Q3,151752,124977,5396,22003,-624,151752,116389,35363,4483,30880,0,151752,155,-308,-163,-338,-1,113,-450,0,143,57216,53272,-200,669,3475,-168,2100,44,-2960,4269,-762,74,720,4234,3,59263,11919,22250,25013,81,0,19724,12997,-222
2000:Q4,140246,104075,8813,27982,-624,140246,97593,42653,6925,35728,0,140246,175,403,-163,425,0,313,112,0,-1044,15289,13515,124,-152,1802,-38,1152,-112,341,7244,2787,2194,776,1479,8,77350,8927,31419,36922,82,0,30114,9450,-340
2001:Q1,83813,96669,4821,-18618,941,83813,86986,-3173,-28994,25821,0,83813,1549,515,842,-595,0,39,-634,0,-633,46974,44573,-17,614,1804,10,-948,-1689,-260,3684,1728,870,746,358,-18,42579,-10032,11306,41299,6,0,-18917,10568,134
2001:Q2,206574,171628,11425,22569,952,206574,162981,43593,13538,30055,0,206574,1405,237,839,-110,0,-155,45,0,1169,50204,45099,-372,1073,4404,33,2103,-163,-1359,9301,3084,1432,1614,3104,67,101566,-3503,40134,64929,6,0,25073,16620,-344
2001:Q3,207051,158892,9513,37684,962,207051,150122,56929,23759,33170,0,207051,1450,619,841,-851,0,-1088,237,0,-2216,28392,19454,1150,352,7436,44,1753,-133,441,6712,4507,-1904,1036,3011,62,123067,5168,53740,64153,6,0,35846,10329,757
2001:Q4,185815,124277,16198,44378,962,185815,116821,68994,34478,34516,0,185815,1216,1160,841,473,3,334,136,0,829,54947,51663,-22,1230,2076,168,3878,-199,40,13526,4133,3154,1163,5015,61,71327,-11819,20919,62220,7,0,54411,-17227,425
2002:Q1,169704,147001,6330,14676,1697,169704,139406,30298,-44,30342,0,169704,1782,301,-158,-23,-1,-92,70,0,-1555,2966,-2274,385,203,4652,2,614,596,-59,7644,5624,-3168,1096,3984,108,124636,-4164,64069,65053,-322,0,32217,668,73
2002:Q2,227669,187405,10442,28106,1716,227669,178611,49058,17302,31756,0,227669,1305,690,-157,-279,0,-391,112,0,-1644,74216,68686,341,346,4843,23,1670,-26,-140,11542,4175,-752,970,6622,527,86192,-3459,40783,49190,-322,0,35708,16194,2375
2002:Q3,245421,208654,7172,27861,1734,245421,196501,48920,17186,31734,0,245421,1812,843,-156,-440,0,60,-500,0,-2331,123382,118445,423,948,3566,3,668,66,673,16347,3711,2062,1831,8701,42,42585,-16359,4915,54351,-322,0,32611,25954,3404
2002:Q4,266011,211620,16705,35951,1735,266011,199534,66477,34758,31719,0,266011,1763,367,-159,1229,0,348,881,0,1,107214,103824,-27,171,3246,84,4304,-49,405,24269,6330,2952,1475,13425,87,73406,-29499,23886,79342,-323,0,18653,29475,5049
2003:Q1,201349,170785,10641,22940,-3017,201349,175606,25743,9662,16081,0,201349,1011,285,29,-2422,-3,-2389,-30,0,-68,78234,74319,11,1029,2875,6,1177,-70,-1633,25118,9836,455,717,14065,45,71872,-22072,-5214,99187,-29,0,31928,-2765,-1353
2003:Q2,289019,241908,17218,32944,-3051,289019,259617,29402,13386,16016,0,289019,1572,540,30,126,1,-58,183,0,579,116437,109945,543,821,5128,-57,3374,-170,2566,34012,15513,1359,1516,15630,-6,62486,-28062,-21875,112422,1,0,29011,31403,7110
2003:Q3,279644,227636,18590,36502,-3084,279644,244031,35613,19590,16023,0,279644,173,834,30,-402,1,-457,54,0,2256,96649,83394,4646,1203,7406,-7,3080,35,2108,35151,21269,-4130,362,17675,-25,82200,-14854,44732,51632,690,0,42709,8091,6737
2003:Q4,219056,171687,22738,27715,-3084,219056,196470,22586,6569,16017,0,219056,1002,1042,28,247,45,71,131,0,2296,16762,16756,-6687,1058,5635,171,4095,117,-7242,7462,2718,-1300,455,5579,10,118814,839,62363,55638,-26,0,63589,2948,7725
2004:Q1,262536,204067,10213,45157,3099,262536,174264,88272,39953,48319,0,262536,2117,3564,1138,1992,-2,1726,268,0,2333,132838,128388,280,961,3209,60,1125,-67,-3019,3541,631,454,700,1766,-10,3137,-9431,1103,11502,-37,0,94340,12368,7069
2004:Q2,353828,293457,17603,39668,3100,353828,273774,80054,22660,57394,0,353828,2156,3814,1139,-1502,-2,-1590,90,0,2371,155634,146348,-2719,1784,10221,76,1874,-45,3112,1498,632,-907,1063,746,-36,20144,-5783,14423,11503,1,0,108500,44186,10871
2004:Q3,307224,245174,11514,47403,3133,307224,224560,82664,25214,57450,0,307224,2021,3861,1137,200,-3,255,-52,0,2410,130387,121773,543,1852,6219,115,3807,67,-2976,1071,630,991,779,-1285,-44,14233,-5970,8704,11502,-3,0,135487,16608,-1204
2004:Q4,349798,274882,13374,58408,3134,349798,262275,87523,30077,57446,0,349798,2590,4171,1138,924,0,689,235,0,2449,133633,124275,1260,1888,6210,81,5703,-174,-541,1395,631,512,944,-679,-13,3253,-11318,3095,11502,-26,0,125126,32634,37416
2005:Q1,291283,243064,9129,36842,2248,291283,229967,61316,17046,44270,0,291283,2797,150,1336,265,-1,64,202,0,-993,110204,102806,945,2179,4274,49,1304,-87,-2350,-7253,-8369,830,548,-240,-22,23163,-10043,13032,20230,-56,0,148961,5803,7934
2005:Q2,386240,305080,15164,63724,2272,386240,286184,100056,55739,44317,0,386240,2279,1203,1337,154,-2,306,-150,0,-984,154059,144902,655,635,7867,67,3275,-21,-235,-10050,-8369,-754,1428,-2328,-27,35169,-10278,25225,20229,-7,0,179441,9299,11247
2005:Q3,378821,308924,10251,57348,2298,378821,291107,87714,43270,44444,0,378821,1268,348,1337,963,-3,1048,-82,0,-981,141079,127909,3158,1929,8083,132,2357,-28,-2074,-11918,-8369,222,720,-4485,-6,42601,-9577,31988,20230,-40,0,179286,14737,9714
2005:Q4,378007,280415,18518,76777,2297,378007,262971,115036,70534,44502,0,378007,-214,751,1336,1007,-3,894,116,0,-972,79749,74540,-776,-1105,7090,78,4603,-81,1743,-11002,-8370,-190,-849,-1565,-28,63532,-6092,49386,20229,9,0,203287,35572,-1382
2006:Q1,417086,329690,13587,73000,809,417086,308972,108114,37348,70766,0,417086,-2930,-2269,-385,443,-2,637,-192,0,3859,122469,116530,671,646,4622,13,3228,5532,783,4776,4092,1730,593,-1622,-17,78735,-2076,44401,35956,454,0,167141,25727,9964
2006:Q2,400362,328756,7882,62906,818,400362,309566,90796,19961,70835,0,400362,-5062,-1935,-386,1724,-2,1523,203,0,3962,143563,128385,1646,3168,10364,108,7569,5532,1149,4473,4091,771,1441,-1830,0,64594,2265,25857,35957,515,0,161447,11445,2179
2006:Q3,338327,256523,8342,72636,826,338327,240748,97579,26764,70815,0,338327,-6800,-1881,-387,903,-1,821,83,0,4066,77524,70843,141,-878,7418,55,5152,5532,2181,3457,4091,375,1100,-2092,-17,76913,4043,35620,35956,1294,0,151900,19597,115
2006:Q4,261795,164405,13439,83124,827,261795,155334,106461,35611,70850,0,261795,-4637,-1797,-386,640,-2,531,111,0,4170,50844,43858,1619,1208,4159,541,3899,5531,-1007,5668,4091,1232,2123,-1786,8,72394,543,35819,35956,76,0,146386,2739,-23190
2007:Q1,277874,218151,15369,43211,1143,277874,205256,72618,-4410,77028,0,277874,-4023,-3115,1861,803,-2,815,-10,0,2368,27629,21416,2744,-175,3644,114,2516,555,1413,4346,3327,1166,1554,-1671,-30,115659,2938,60793,51709,219,0,131258,-14458,10948
2007:Q2,310624,214897,16865,77707,1155,310624,206917,103707,26629,77078,0,310624,-4676,-5368,1860,815,-1,715,101,0,2410,90611,79198,2321,1099,7993,506,6177,554,1676,7580,6318,1648,1451,-1843,6,121712,4060,57313,59062,1277,0,111703,-16522,-8414
2007:Q3,302402,193473,21907,85854,1168,302402,189145,113257,36026,77231,0,302402,-3424,-4281,1861,-16,-1,213,-228,0,2496,98257,83021,5229,1078,8929,255,5164,554,1794,10505,6730,3330,1957,-1500,-12,175797,10235,73597,92026,-61,0,23694,-2560,-7694
2007:Q4,217597,120389,36511,59529,1168,217597,120178,97419,20044,77375,0,217597,-2891,-3482,1861,258,-1,219,40,0,2595,79095,68647,3774,-450,7124,479,9154,554,7807,13488,4157,8096,2564,-1355,26,212848,16207,75446,121270,-75,0,-65850,-28212,-10107
2008:Q1,158266,92860,15183,44757,5466,158266,95030,63236,15265,47971,0,158266,-2305,-1189,-744,519,-2,531,-10,0,2162,74026,64568,860,694,7904,100,5101,-2003,-1519,17789,8261,8558,1541,-993,422,139591,18020,44702,76959,-90,0,-52843,-5576,-14843
2008:Q2,69131,7961,15075,40629,5466,69131,22636,46495,-1932,48427,0,69131,6880,-999,-741,1522,2,1416,104,0,2333,5982,-8248,1194,91,12945,158,5661,-2001,-8485,12691,9154,2689,2778,-1524,-406,160212,48736,39450,72172,-146,0,-74285,-33497,-6300
2008:Q3,29192,-10830,8665,25830,5527,29192,7215,21977,-26654,48631,0,29192,8248,-1420,-743,-839,14,-395,-458,0,2361,-17781,-25862,674,304,7103,-338,4615,-2002,-1613,-2428,-13321,9289,2917,-1223,-90,135780,66544,10770,58050,416,0,-66672,-22240,-5736
2008:Q4,-11654,-50727,9828,23686,5559,-11654,-26423,14769,-33965,48734,0,-11654,2572,-1903,-744,2681,0,2554,127,0,2527,-13691,-21817,2442,715,4969,307,1293,-2003,-2320,34175,21822,11164,1844,-747,92,71841,59851,-7088,19128,-50,0,-64446,-20065,-21878
2009:Q1,50809,44501,6368,-2846,2786,50809,49974,835,-2562,3397,0,50809,4791,2730,-301,1719,3,1409,307,0,6199,14512,12934,72,71,1435,31,-3640,-612,-465,20619,6876,15470,700,-2312,-115,85488,42859,8469,34216,-56,0,-48225,-6800,-25237
2009:Q2,5068,11278,6274,-15302,2818,5068,19567,-14499,-16528,2029,0,5068,4648,-1572,-302,1128,2,1099,27,0,6672,-30184,-31277,-1129,64,2158,31,-3363,-612,-752,-12792,-9659,3329,775,-7217,-20,136177,60784,18233,57208,-48,0,-80169,-12392,-1450
2009:Q3,-30577,-12201,2722,-23946,2848,-30577,2636,-33213,-35574,2361,0,-30577,4363,-484,-302,1281,1,1213,67,0,7090,-103174,-102572,-2596,120,1874,-248,-2471,-612,24,-2690,-2172,1604,1384,-3587,81,141005,85762,13262,42046,-65,0,-59252,-9931,-5176
2009:Q4,-23337,9418,-2999,-32604,2848,-23337,13366,-36703,-39278,2575,0,-23337,4481,-727,-302,2628,108,2126,394,0,7482,-54666,-51333,-2702,-573,-58,-349,-6480,-611,-715,-2776,-7995,6937,967,-2713,28,95659,54253,6881,34543,-18,0,-47753,-16864,-2344
2010:Q1,-105694,-79257,-4178,-24256,1997,-105694,-81302,-24392,-22707,-1685,0,-105694,3242,-611,1043,1141,143,1143,-145,0,4955,-76512,-75177,68,-708,-695,-183,-4815,693,311,-18872,6426,-22001,-224,-2662,-411,35217,52696,22061,-38901,-639,0,-43765,-13291,5753
2010:Q2,-57225,-12443,-1129,-45673,2020,-57225,-14718,-42507,-40874,-1633,0,-57225,1643,-389,1041,1398,198,1078,122,0,5042,-49199,-43918,-1667,-5067,1453,-9,-3566,694,203,-8946,-3709,-4160,761,-1994,156,66276,63836,1896,64,480,0,-51045,-14930,-5438
2010:Q3,-65444,-30965,2524,-39044,2041,-65444,-39198,-26246,-24510,-1736,0,-65444,2028,-394,1041,281,406,148,-273,0,5122,-26431,-25611,-898,-406,484,-38,552,694,292,-36482,-7508,-27391,840,-2488,65,49438,49377,716,-630,-25,0,-51377,-8971,-1199
2010:Q4,-38837,-13161,1696,-29414,2042,-38837,-19943,-18894,-16745,-2149,0,-38837,-1517,191,1043,1692,778,800,114,0,5096,-15072,-14393,43,-269,-453,-98,-488,694,-663,-6705,17299,-22979,1790,-3048,233,43301,43582,430,-668,-43,0,-49876,-15642,-793
2011:Q1,-44268,-20941,-1797,-24760,3230,-44268,2138,-46406,-36497,-9909,0,-44268,1522,-380,-1452,603,0,497,106,0,3549,-104625,-101316,-1519,-979,-811,-42,862,-1153,-310,43393,39887,6103,-74,-2722,199,47473,45836,2689,-523,-529,0,-39695,-6313,12300
2011:Q2,-50793,-23923,251,-30387,3266,-50793,-18981,-31812,-24247,-7565,0,-50793,903,3922,-1451,2233,516,1648,69,0,3682,-26986,-26505,-808,-920,1247,266,4719,-1153,141,-26055,-16261,-8147,799,-2560,114,48950,45001,3493,482,-26,0,-49392,-8662,-1910
2011:Q3,-41609,-19076,2188,-28023,3302,-41609,-15736,-25873,-18082,-7791,0,-41609,2526,-976,-1452,1908,412,1442,54,0,1302,403,-619,640,-550,932,270,5825,-1153,2223,-45856,-27692,-18440,913,-690,53,41262,41087,1863,-179,-1509,0,-36937,-9764,-1190
2011:Q4,-24803,-19861,3591,-11835,3302,-24803,-17329,-7474,452,-7926,0,-24803,1030,-248,-1451,2027,380,1571,76,0,1335,20771,19630,-906,38,2009,335,4159,-1153,-792,-31965,2304,-33980,1356,-1759,114,27385,25233,2633,-436,-45,0,-39671,-6176,-389
2012:Q1,-41087,-27235,3117,-18511,1542,-41087,-29842,-11245,-36934,25689,0,-41087,-3102,-981,-603,1098,743,244,111,0,61,-27149,-26715,-1084,-729,1379,257,4576,298,-1535,7311,22375,-15077,720,-757,50,24925,23030,2724,-781,-48,0,-41680,-4577,14
2012:Q2,-32079,-20255,6203,-19568,1541,-32079,-24121,-7958,-33576,25618,0,-32079,-3649,-615,-604,1122,296,816,10,0,-104,12700,10543,-299,-516,2972,224,4266,299,-601,-45298,-8632,-38010,2115,-892,121,47030,43109,4617,-1128,432,0,-41009,-8822,2982
2012:Q3,-15632,-13928,7747,-11010,1559,-15632,-18031,2399,-23146,25545,0,-15632,-3074,99,-604,604,131,510,-37,0,72,9214,7807,-247,-581,2235,139,3310,300,-228,-18603,14683,-34052,1768,-1038,36,30517,28348,2803,-595,-39,0,-34636,-3939,1197
2012:Q4,3933,-23164,12091,13448,1558,3933,-25748,29681,4489,25192,0,3933,-3242,1259,-602,-248,-573,76,249,0,-165,22406,18436,-316,2764,1522,128,1193,299,100,-14801,-1347,-15771,3380,-1251,188,28371,24788,4817,-1163,-71,0,-25115,-8371,2721
2013:Q1,-20470,-25137,5530,-3773,2910,-20470,-25626,5156,-15386,20542,0,-20470,-316,-1397,250,2091,773,1009,309,0,-1516,-30950,-29825,-1197,-558,630,224,352,-175,-1039,6956,7126,744,516,-1464,34,25333,22255,4190,-1053,-59,0,-15828,-4876,421
2013:Q2,26932,-8850,10070,22770,2942,26932,-11534,38466,17963,20503,0,26932,-680,4273,249,-177,-873,422,274,0,-1537,1538,-2439,221,-852,4608,727,4964,-174,-408,15656,12031,2557,2195,-1312,185,34377,29980,6070,-1641,-32,0,-169395,-3118,140637
2013:Q3,63886,30404,14247,16261,2974,63886,27679,36207,15949,20258,0,63886,-711,-648,249,585,-862,1179,268,0,-1620,4232,-3187,798,-1732,8353,465,8795,-175,-1497,40617,38503,1734,1792,-1451,39,42555,38680,4703,-800,-28,0,-25228,-5170,1437
2013:Q4,17981,-3420,12749,5678,2974,17981,-5967,23948,3931,20017,0,17981,-1861,1736,249,1784,313,490,981,0,-1640,17928,11234,-84,876,5902,941,6585,-174,-1054,9270,12223,-4127,1775,-735,134,28520,22987,6244,-673,-38,0,-41042,-8763,5502
2014:Q1,2195,-23902,11704,11533,2860,2195,-29758,31953,-15020,46973,0,2195,-2096,1495,-95,555,-536,181,910,0,-527,16301,10649,2498,-448,3602,332,2155,415,943,-13644,-9233,-3692,3,-794,72,16242,13959,2839,-528,-28,0,-38604,-2837,21560
2014:Q2,44039,4322,15041,21784,2892,44039,-1873,45912,-921,46833,0,44039,-2009,663,-94,814,-151,1021,-56,0,-523,58603,49866,1448,-205,7494,540,5081,415,2120,-17796,-15536,-3164,1232,-357,29,14168,11485,3294,-581,-30,0,-13171,-4379,-393
2014:Q3,68266,24265,17855,23222,2924,68266,18746,49520,2543,46977,0,68266,-2264,18,-95,792,-511,384,919,0,-556,30225,21544,1148,-833,8366,581,6290,415,-1817,17402,3766,12177,1417,23,19,23592,20931,3259,-570,-28,0,-9510,-1399,4592
2014:Q4,80702,20620,25096,32062,2924,80702,15715,64987,17543,47444,0,80702,-1968,2377,-94,-179,37,-970,754,0,-545,43590,35578,1941,-382,6453,616,8609,415,490,18291,7333,8529,2077,209,143,20990,15163,6436,-565,-44,0,-16120,-37,4267
2015:Q1,34844,-13999,21320,24564,2959,34844,-20976,55820,10831,44989,0,34844,-3625,5994,1764,1124,-107,239,992,0,-1104,36801,35332,-159,-2791,4419,497,5303,-512,568,5944,-5784,10414,447,618,249,-2318,-5303,3507,-483,-39,0,-5874,-3097,-6621
2015:Q2,125769,56525,27004,39248,2992,125769,49810,75959,30808,45151,0,125769,-3483,6231,1766,18,-142,-597,757,0,-1301,70313,58234,2733,-714,10060,530,10402,-512,460,21127,1202,16833,2444,577,71,31058,24536,7231,-684,-25,0,-739,-10780,679
2015:Q3,116723,59950,20165,33584,3024,116723,53747,62976,17535,45441,0,116723,-4253,6420,1764,-962,-259,-1360,657,0,-1353,66974,50702,5685,-232,10819,588,9367,-512,233,30162,6258,21692,2156,60,-4,52214,47924,4328,-834,796,0,-25944,-6136,-11839
2015:Q4,116754,42702,29606,41421,3025,116754,36053,80701,35188,45513,0,116754,-3555,4980,1764,-371,-209,-337,175,0,-1310,81140,68668,4779,-213,7906,870,18810,-512,-1396,7431,-359,3539,4403,-261,109,45994,34253,12031,-253,-37,0,-17069,-8287,-11735
2016:Q1,64841,15352,26317,18895,4277,64841,8662,56179,-11123,67302,0,64841,-1940,-6906,-498,918,-254,344,828,0,1322,55920,45329,5043,6,5542,730,5580,67,404,11073,3393,6507,1031,196,-54,28399,20201,8281,-435,352,0,-37848,-3587,11207
2016:Q2,119062,62874,25762,26150,4276,119062,56811,62251,-5163,67414,0,119062,-1352,-4582,-497,-48,-248,-7,207,0,1292,106509,92902,4828,-372,9151,773,9075,67,760,3037,2137,-2379,2305,900,74,40123,29249,11588,-745,31,0,-25766,-6722,-3607
2016:Q3,163458,83503,30941,44690,4324,163458,76355,87103,19747,67356,0,163458,-2098,-6344,-497,222,-270,54,438,0,1290,79834,64821,5189,-122,9946,1055,8176,68,8998,38758,16394,18903,2080,1359,22,41355,35598,6458,-648,-53,0,-20759,-5300,18700
2016:Q4,134285,62764,33334,33864,4323,134285,57778,76507,9319,67188,0,134285,25,-5007,-498,2183,772,1181,230,0,1279,55306,42871,2381,-238,10292,136,13568,66,-3646,59524,34303,22428,1248,1465,80,47629,38669,9707,-766,19,0,-19348,-5402,-11530
2017:Q1,105972,63635,25336,14486,2515,105972,53014,52958,-29974,82932,0,105972,-939,4380,2107,-1002,-1109,-70,177,0,1666,28330,19385,1240,-354,8059,-697,11366,1103,-4143,56956,30846,25294,255,509,52,44153,38789,5988,-618,-6,0,-25617,-4149,-7542
2017:Q2,156121,85177,26901,41500,2543,156121,75343,80778,-2081,82859,0,156121,766,507,2105,-1234,-241,-1165,172,0,1707,83944,68269,4390,-279,11564,1495,14076,1103,-2122,20957,13228,4253,1685,1557,234,45669,37296,9764,-443,-948,0,-7781,-4550,-521
2017:Q3,147818,99021,27120,19106,2571,147818,88074,59744,-23080,82824,0,147818,-2250,879,2104,2068,-29,1890,207,0,1678,51916,39924,224,82,11686,904,7910,1102,-4114,42249,25988,13168,1284,1670,139,53618,41319,12759,-448,-12,0,-7856,-1722,-668
2017:Q4,189190,87078,46752,52789,2571,189190,76771,112419,29605,82814,0,189190,-1012,8839,2105,289,-110,244,155,0,1689,51598,37131,3138,821,10508,667,9537,1102,2747,54251,24863,25802,1893,1624,69,50061,29242,21431,-603,-9,0,7635,-3978,3660
2018:Q1,103392,47035,26989,27001,2367,103392,39038,64354,12892,51462,0,103392,-1328,-1737,261,422,-100,434,88,0,1348,32315,23666,1121,-539,8067,876,14804,-712,539,22922,21476,451,-85,1087,-7,35021,26734,11229,-2833,-109,0,-3398,1759,300
2018:Q2,179639,89981,28208,59056,2394,179639,82206,97433,45668,51765,0,179639,-1602,-756,261,1000,-104,961,143,0,1372,65337,46696,5276,-396,13761,260,15905,-713,1985,32240,10635,17299,1940,2317,49,38722,30692,8214,-200,16,0,28893,-2948,-317
2018:Q3,152495,105563,36064,8449,2419,152495,96775,55720,3943,51777,0,152495,-1578,592,261,761,-86,694,153,0,1387,40717,30792,-809,-414,11148,723,16883,-711,3116,46730,23069,18854,1966,2872,-31,45043,37369,7932,-260,2,0,-2766,-4747,6084
2018:Q4,149141,72697,37590,36434,2420,149141,66281,82860,31143,51717,0,149141,-1452,-1833,262,1244,-83,1155,172,0,1377,32385,20977,2462,-370,9316,812,15298,-713,-212,43218,15076,22473,3086,2463,120,47029,34042,13505,-370,-148,0,-5134,-3010,19870
2019:Q1,100042,34514,26923,33156,5449,100042,42907,57135,35031,22104,0,100042,-617,334,429,753,-77,583,247,0,1300,22572,18159,232,-409,4590,350,14179,-155,325,23856,9404,12735,-295,1536,476,22705,16107,7190,-585,-7,0,-1569,5535,10045
2019:Q2,148740,90016,29328,23886,5510,148740,100221,48519,26526,21993,0,148740,-661,1994,428,-3255,-70,-3397,212,0,1302,74921,65190,366,-273,9638,120,8986,-155,-710,33597,11212,18198,1450,2458,279,25254,18092,7572,-408,-2,0,-1298,-1601,9818
2019:Q3,199607,97738,47725,48573,5571,199607,106826,92781,70943,21838,0,199607,-642,1946,428,2810,-79,2667,222,0,3321,55005,40349,2520,-560,12696,-58,15115,-155,139,71728,37011,29797,1819,2862,239,28857,16387,12434,46,-10,0,12740,209,8164
2019:Q4,156449,74957,39203,36719,5570,156449,85225,71224,49518,21706,0,156449,-465,1640,429,349,-80,230,199,0,3361,64544,48081,-331,-268,17062,1949,14581,-155,-1124,50776,19857,24413,3028,3086,392,36953,24734,12741,-187,-335,0,-1923,-1660,-12806
2020:Q1,146918,69730,27811,44230,5147,146918,53044,93874,11882,81992,0,146918,-356,2776,657,1515,-54,1565,4,0,10397,46389,33566,2199,-98,10722,736,5219,287,450,56671,30798,21720,1692,2063,398,23776,21247,3164,-593,-42,0,24185,-1944,-23840
2020:Q2,159284,89651,37533,26954,5146,159284,77901,81383,3913,77470,0,159284,-764,2200,658,1410,-48,1358,100,0,10853,34140,20038,-603,483,14222,100,4082,288,-985,138868,87206,48687,3942,-1648,681,-12247,-13257,1478,-446,-22,0,-12791,-3457,-3071
2020:Q3,240654,172314,35521,27615,5204,240654,161721,78933,7684,71249,0,240654,-208,6734,659,-1003,-60,-1384,441,0,11341,28717,17041,-490,106,12060,-114,1745,287,289,185843,76104,110467,3881,-4984,375,10804,-7854,18638,91,-71,0,-7991,-3862,7413
