1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q3,246433,22956,180443,2308,2316,-8,163699,15964,2964,-2814,147586,14436,23684,-9248,110024,-19172,129196,148796,-19600,0,-66990,-109672,21144,21268,270,0,98848,2578,2316,-8,270,0,-143056,23692,-19172,-147576,-149912,-2108,4444,95444,-836,15964,80316,40240,23252,16824,3056,92,2964,-2806,8,-2814,143632,172480,-28848,147586
2007:Q4,1323508,-8884,527330,196548,2812,193736,103698,-14792,-1008,2694,116804,227084,222832,4252,105712,8772,96940,102732,-5792,0,699350,604432,3112,-4488,294,96000,1206704,292842,2812,193736,294,96000,191764,-8956,8772,191948,183628,6832,1488,397080,764,-14792,411108,420804,-3720,-5976,-1216,-208,-1008,2210,-484,2694,324024,325564,-1540,116804
2008:Q1,940090,13852,392996,248480,-2144,250624,110016,16808,4,41702,51502,34500,39036,-4536,-81764,-24636,-57128,-54780,-2348,0,615006,593472,-10996,44220,310,-12000,888588,236790,-2144,250624,310,-12000,379344,12148,-24636,391832,364952,3680,23200,252220,548,16808,234864,228520,-14676,21020,184,180,4,42678,976,41702,-22628,-15744,-6884,51502
2008:Q2,-649060,37324,-240326,251256,-332,251588,-180338,11908,168,-12473,-179941,-311244,-315164,3920,-201656,-18604,-183052,-182736,-316,0,-244402,-393744,-900,-14080,322,164000,-469119,415578,-332,251588,322,164000,-313936,39144,-18604,-334476,-328340,-3600,-2536,-64040,-1700,11908,-74248,-65404,2700,-11544,276,108,168,-12701,-228,-12473,-494296,-497900,3604,-179941
2008:Q3,2103275,731148,801473,502208,-1264,503472,-46011,17064,-460,-20744,-41871,345276,337040,8236,1440,-37852,39292,17928,21364,0,569214,-353252,-4060,21140,334,905052,2145146,1407594,-1264,503472,334,905052,580272,595388,-37852,22736,23892,-7336,6180,-208244,133600,17064,-358908,-377144,3276,14960,-340,120,-460,-18704,2040,-20744,384568,354968,29600,-41871
2008:Q4,5109593,2302756,1479573,1036392,-2160,1038552,47073,-42292,-4168,20567,72966,396108,387788,8320,435216,9520,425696,421536,4160,0,892048,-124048,-16368,-29604,208,1061860,5036627,2098460,-2160,1038552,208,1061860,1882076,1465432,9520,407124,412412,24888,-30176,200020,819456,-42292,-577144,-536460,-41256,572,2388,6556,-4168,31879,11312,20567,821804,809324,12480,72966
2009:Q1,-1356700,-128384,87574,-81864,-6324,-75540,281590,-37224,1404,-21684,339094,-112152,-86760,-25392,-268956,-39224,-229732,-193260,-36472,0,-1046934,-48268,-8952,-14560,90,-975244,-1695794,-1057018,-6324,-75540,90,-975244,-219280,-108840,-39224,-71216,-48456,-17404,-5356,-139112,-101324,-37224,-564,188,8452,-9204,4312,2908,1404,57188,78872,-21684,-341884,-280020,-61864,339094
2009:Q2,-2406377,-576972,-783109,-848220,976,-849196,71779,-8092,-1300,5884,75287,-6668,-14328,7660,-288768,20096,-308864,-317368,8504,0,-757528,65388,-24332,-17336,80,-781328,-2481664,-1629468,976,-849196,80,-781328,-691660,-296844,20096,-414912,-382384,-20648,-11880,157912,-272628,-8092,438632,447772,-3684,-5456,-4068,-2768,-1300,1152,-4732,5884,-315532,-331696,16164,75287
2009:Q3,888154,879504,-348802,-483932,1184,-485116,-93430,-9756,200,42739,-126612,228560,219444,9116,312108,-29028,341136,334788,6348,0,45344,267396,1272,7924,68,-231316,1014767,-715180,1184,-485116,68,-231316,708296,570656,-29028,166668,192596,-24504,-1424,435916,335748,-9756,109924,74800,25776,9348,-1936,-2136,200,17975,-24764,42739,569696,554232,15464,-126612
2009:Q4,226952,469512,-446204,-440704,1752,-442456,-93692,-20096,1352,-21827,-53121,88192,87552,640,80660,10948,69712,73604,-3892,0,122984,312252,-6484,3112,40,-185936,280073,-626600,1752,-442456,40,-185936,541616,186044,10948,344624,338936,1072,4616,162904,218744,-20096,-35744,-26684,-7556,-1504,5532,4180,1352,38717,60544,-21827,157904,161156,-3252,-53121
2010:Q1,-20729,365648,-319049,-338492,1888,-340380,267083,-9236,904,11706,263709,-247640,-247160,-480,141580,33320,108260,104216,4044,0,-208908,-212624,22064,22712,28,-41088,-284438,-379552,1888,-340380,28,-41088,171440,169888,33320,-31768,-51404,9268,10368,44060,189376,-9236,-136080,-161220,12796,12344,-1256,-2160,904,20250,8544,11706,-139380,-142944,3564,263709
2010:Q2,-439141,-351040,39451,-44692,-1292,-43400,29451,16,1996,21752,5688,54692,53140,1552,-109692,12260,-121952,-114796,-7156,0,-17860,-50672,22160,5644,28,4980,-444828,-39684,-1292,-43400,28,4980,-85780,-198832,12260,100792,77964,17692,5136,-253172,-129528,16,-123660,-128636,4468,508,6052,4056,1996,-4984,-26736,21752,-67260,-61656,-5604,5688
2010:Q3,320776,-106576,-208676,-12,1496,-1508,-208728,7884,-2408,-2752,-211452,64,8148,-8084,256776,14048,242728,249540,-6812,0,379252,373060,3664,7240,24,-4736,532228,-4724,1496,-1508,24,-4736,-227184,-217572,14048,-23660,-20704,-6868,3912,479444,63936,7884,407624,393764,10532,3328,-512,1896,-2408,42412,45164,-2752,242792,257688,-14896,-211452
2010:Q4,79767,138712,-54399,312,612,-300,-59075,-2020,-1672,-183266,127883,4364,11080,-6716,-13664,-48132,34468,38212,-3744,0,9118,-23668,5908,26792,30,56,-48116,398,612,-300,30,56,-31740,-11160,-48132,27552,2824,7424,17304,122416,142956,-2020,-18520,-26492,-1516,9488,-7720,-6048,-1672,-170302,12964,-183266,38832,49292,-10460,127883
2011:Q1,2926559,1721232,279181,-488,164,-652,274149,7720,892,-67183,332719,5520,-5220,10740,951928,31300,920628,913892,6736,0,-25782,-71608,9484,36608,34,-300,2593839,-754,164,-652,34,-300,645808,503292,31300,111216,82304,2848,26064,1031280,1160292,7720,-136732,-153912,6636,10544,3128,2236,892,-11771,55412,-67183,926148,908672,17476,332719
2011:Q2,-418427,711836,-499187,2100,1852,248,-27207,-992,348,51193,-77756,-474080,-478044,3964,-171548,-67116,-104432,-107564,3132,0,-459528,-444148,-39264,23828,56,0,-340671,2156,1852,248,56,0,398540,574744,-67116,-109088,-114028,-11004,15944,-204836,146652,-992,-350496,-330120,-28260,7884,1160,812,348,40821,-10372,51193,-578512,-585608,7096,-77756
2011:Q3,-157336,45304,-82794,552,592,-40,-109098,-7448,96,64624,-166370,25752,36060,-10308,70324,-1032,71356,82172,-10816,0,-190170,-203708,-1020,12492,66,2000,9034,2618,592,-40,66,2000,116452,-290596,-1032,408080,398496,1148,8436,-267928,339836,-7448,-600316,-602204,-2168,4056,1852,1756,96,58932,-5692,64624,97108,118232,-21124,-166370
2011:Q4,63356,-164956,-484932,896,552,344,-116412,-18832,1996,36674,-136250,-369416,-366552,-2864,192028,-39492,231520,237200,-5680,0,521216,149664,-20144,-5660,64,397292,199606,398252,552,344,64,397292,-67216,39312,-39492,-67036,-64932,-9312,7208,-33928,-205992,-18832,190896,214596,-10832,-12868,-1240,-3236,1996,41634,4960,36674,-137896,-129352,-8544,-136250
2012:Q1,-829189,-1008,-2915,-1116,-356,-760,193985,3388,-2588,-41927,235112,-195784,-201724,5940,-149840,-12632,-137208,-151184,13976,0,-675426,-455208,-10480,3596,30,-213364,-1064301,-214450,-356,-760,30,-213364,-235120,66432,-12632,-288920,-274712,-12740,-1468,-297092,-127308,3388,-173172,-180496,2260,5064,-1372,1216,-2588,16725,58652,-41927,-332992,-352908,19916,235112
2012:Q2,-829184,-158280,-330250,328,44,284,-102870,-180,212,61510,-164412,-227708,-223916,-3792,11048,5620,5428,10000,-4572,0,-351702,-309696,-1140,33176,10,-74052,-664772,-73714,44,284,10,-74052,-245904,-146916,5620,-104608,-134628,2968,27052,-138680,34552,-180,-173052,-175068,-4108,6124,516,304,212,15290,-46220,61510,-222280,-213916,-8364,-164412
2012:Q3,-94985,-263640,-13269,604,408,196,80467,13572,-524,44121,23298,-94340,-96676,2336,163692,215780,-52088,-49288,-2800,0,18232,110940,-6240,-24800,4,-61672,-118283,-61064,408,196,4,-61672,-40064,-166400,215780,-89444,-61584,-7848,-20012,114012,-68904,13572,169344,172524,1608,-4788,2964,3488,-524,12297,-31824,44121,-146428,-145964,-464,23298
2012:Q4,-465594,144052,-415718,260,484,-224,-89934,-4064,-260,-7852,-77758,-326044,-320688,-5356,-184104,-10816,-173288,-170980,-2308,0,-9824,-412,7208,-1976,4,-14648,-387836,-14384,484,-224,4,-14648,199328,247964,-10816,-37820,-29788,4124,-12156,-88632,-127208,-4064,42640,29376,3084,10180,-1324,-1064,-260,16508,24360,-7852,-499332,-491668,-7664,-77758
2013:Q1,1530253,1230912,424611,-664,-420,-244,378411,-18772,-996,-53098,451278,46864,45916,948,130224,76220,54004,52280,1724,0,-255494,-271136,-1448,20420,2,-3332,1078976,-3994,-420,-244,2,-3332,689880,763700,76220,-150040,-166652,2020,14592,289248,410144,-18772,-102124,-104484,-3468,5828,-700,296,-996,3674,56772,-53098,100868,98196,2672,451278
2013:Q2,1070134,889088,-236972,-48,-492,444,-274428,19108,1776,-30168,-265144,37504,41588,-4084,754924,-26916,781840,788208,-6368,0,-336906,-329436,884,17152,2,-25508,1335278,-25554,-492,444,2,-25508,-192384,5148,-26916,-170616,-179884,2428,6840,751556,873232,19108,-140784,-149552,-1544,10312,1648,-128,1776,-19332,10836,-30168,819344,829796,-10452,-265144
2013:Q3,282875,783596,48741,820,592,228,-1587,60792,56,33742,-96176,49508,41928,7580,-377600,26788,-404388,-417332,12944,0,-171862,-181660,-7540,22008,2,-4672,379052,-3850,592,228,2,-4672,764024,811920,26788,-74684,-81824,-3252,10392,-16036,15680,60792,-92508,-99836,-4288,11616,-1060,-1116,56,-9146,-42888,33742,-354880,-375404,20524,-96176
2013:Q4,581346,19908,9064,-1996,-1584,-412,-41268,-87480,-1324,-11795,59331,52328,57100,-4772,135156,-9928,145084,151248,-6164,0,417218,399244,6716,12212,2,-956,522015,-2950,-1584,-412,2,-956,165088,77216,-9928,97800,103388,632,-6220,171004,-61888,-87480,320372,295856,6084,18432,-1076,248,-1324,-7463,4332,-11795,197412,208348,-10936,59331
2014:Q1,1162752,896392,284324,1508,1664,-156,323504,22792,-556,-70181,371448,-40688,-42312,1624,117132,28176,88956,80472,8484,0,-135096,-144620,2192,6788,4,540,791303,2052,1664,-156,4,540,285472,326408,28176,-69112,-79764,4260,6392,448196,491932,22792,-66528,-64856,-2068,396,3020,3576,-556,4295,74476,-70181,48268,38160,10108,371448
2014:Q2,-170731,32988,-283663,604,88,516,-265459,21332,-148,60016,-346658,-18808,-16412,-2396,99620,-13936,113556,117168,-3612,0,-19676,-47936,3992,25396,4,-1132,175928,-524,88,516,4,-1132,29584,115228,-13936,-71708,-96120,2612,21800,64784,-9708,21332,53160,48184,1380,3596,1528,1676,-148,-14192,-74208,60016,94748,100756,-6008,-346658
2014:Q3,428593,196680,284331,-912,-1564,652,32839,-26380,-580,20910,38889,252404,257832,-5428,-135372,-11848,-123524,-118540,-4984,0,82954,119940,-816,-36636,2,464,389704,-446,-1564,652,2,464,121044,165124,-11848,-32232,11016,-952,-42296,165036,76696,-26380,114720,108924,136,5660,-2488,-1908,-580,-22322,-43232,20910,128880,139292,-10412,38889
2014:Q4,-1576074,-530400,-287880,712,1440,-728,-203328,-6236,200,-9261,-188031,-85264,-82372,-2892,-583448,-7016,-576432,-574560,-1872,0,-174346,-181916,360,2056,2,5152,-1388043,5866,1440,-728,2,5152,129184,237032,-7016,-100832,-92376,-2996,-5460,-880916,-796012,-6236,-78668,-89540,3356,7516,532,332,200,18987,28248,-9261,-661696,-656932,-4764,-188031
2015:Q1,354992,282516,390496,-1156,-772,-384,374556,-17816,32,-78906,471246,17096,18848,-1752,-154836,6440,-161276,-155832,-5444,0,-163184,-161964,-4336,5988,0,-2872,-116254,-4028,-772,-384,0,-2872,193060,270064,6440,-83444,-84088,804,-160,-160500,-65816,-17816,-76868,-77876,-5140,6148,1596,1564,32,-2202,76704,-78906,-144180,-136984,-7196,471246
2015:Q2,-1510332,-766896,-579724,1812,1344,468,-366144,3472,-196,61345,-430766,-215392,-213380,-2012,-9152,-4912,-4240,12,-4252,0,-154560,-147620,-6140,-92,-8,-700,-1079567,1104,1344,468,-8,-700,-658908,-772028,-4912,118032,129532,-9848,-1652,-210852,57560,3472,-271884,-277152,3708,1560,1916,2112,-196,6805,-54540,61345,-219632,-213368,-6264,-430766
2015:Q3,-339313,-198832,-9739,1644,1300,344,91013,-7088,-32,16357,81776,-102396,-116140,13744,-31548,-20472,-11076,-20924,9848,0,-99194,-99112,-3732,3480,-14,184,-421089,1814,1300,344,-14,184,-110660,-125184,-20472,34996,31464,-2448,5980,-203688,-62240,-7088,-134360,-130576,-1284,-2500,-2988,-2956,-32,7905,-8452,16357,-113472,-137064,23592,81776
2015:Q4,-1141141,-867088,55035,-344,204,-548,-141117,2916,156,-20941,-123249,196496,203404,-6908,-352288,-3148,-349140,-346072,-3068,0,23200,23024,3432,-4504,-16,1264,-1017893,904,204,-548,-16,1264,-197596,-163956,-3148,-30492,-34240,1296,2452,-667840,-723200,2916,52444,57264,2136,-6956,-1312,-1468,156,595,21536,-20941,-152644,-142668,-9976,-123249
2016:Q1,619977,629032,254289,-4796,-4568,-228,376877,-2652,36,-65948,445441,-117792,-129540,11748,-117864,21756,-139620,-156420,16800,0,-145480,-113360,4296,-32992,-20,-3404,174536,-8220,-4568,-228,-20,-3404,317752,324696,21756,-28700,-9908,1928,-20720,119548,235556,-2652,-113356,-103452,2368,-12272,2592,2556,36,276,66224,-65948,-257412,-285960,28548,445441
2016:Q2,-404844,-353688,-358540,132,-436,568,-407848,-516,-108,58827,-466051,49176,53904,-4728,225244,10368,214876,225416,-10540,0,82140,66552,22488,-18264,-28,11392,61207,11496,-436,568,-28,11392,-351652,-372012,10368,9992,14592,6924,-11524,128580,68312,-516,60784,51960,15564,-6740,516,624,-108,8215,-50612,58827,264052,279320,-15268,-466051
2016:Q3,-650109,-458192,131199,2200,2208,-8,147967,12364,-380,688,135294,-18968,-23712,4744,-285652,1832,-287484,-291068,3584,0,-37464,-36528,-4076,-12860,-36,16036,-785404,18200,2208,-8,-36,16036,110700,151084,1832,-42216,-43468,6080,-4828,-654956,-656072,12364,-11248,6940,-10156,-8032,5336,5716,-380,41768,41080,688,-306452,-314780,8328,135294
2016:Q4,-883611,-661280,-430943,-816,-276,-540,-87623,6320,596,10440,-104980,-342504,-345628,3124,73728,-8504,82232,81372,860,0,134884,130768,12832,-2928,-28,-5760,-778632,-6604,-276,-540,-28,-5760,-485896,-465032,-8504,-12360,-8096,-3736,-528,21348,-138004,6320,153032,138864,16568,-2400,-4876,-5472,596,-42332,-52772,10440,-260272,-264256,3984,-104980
2017:Q1,2162446,1580548,378946,732,948,-216,387174,30052,-76,-100226,457423,-8960,-16200,7240,224320,22960,201360,197548,3812,0,-21368,-11536,-4340,-3540,0,-1952,1705022,-1220,948,-216,0,-1952,799664,834300,22960,-57596,-49352,4988,-13232,712620,644388,30052,38180,37816,-9328,9692,3076,3152,-76,-1518,98708,-100226,192400,181348,11052,457423
2017:Q2,-795970,-679696,-256942,256,-276,532,-443874,-5528,-328,61969,-499987,186676,192192,-5516,-50820,-1932,-48888,-43024,-5864,0,191488,205904,4360,-10756,0,-8020,-295983,-7764,-276,532,0,-8020,-349364,-518524,-1932,171092,176704,-1248,-4364,-74168,-97056,-5528,28416,29200,5608,-6392,3856,4184,-328,-6331,-68300,61969,137788,149168,-11380,-499987
2017:Q3,566103,363912,38723,-212,-428,216,105407,-10228,1860,12762,101013,-66472,-65852,-620,174680,-19588,194268,192520,1748,0,-11212,-21600,2152,6036,0,2200,465090,1988,-428,216,0,2200,50724,57136,-19588,13176,12372,1008,-204,274520,311336,-10228,-26588,-33972,1144,6240,6720,4860,1860,3342,-9420,12762,127796,126668,1128,101013
2017:Q4,-361423,-485552,-26751,-956,-708,-248,-66943,-5852,-1960,9314,-68445,41148,38904,2244,93556,-13348,106904,113500,-6596,0,57324,11668,-244,12112,0,33788,-292978,32832,-708,-248,0,33788,-109720,-183660,-13348,87288,77700,3520,6068,-359208,-289604,-5852,-63752,-66032,-3764,6044,-1616,344,-1960,-3318,-12632,9314,148052,152404,-4352,-68445
2018:Q1,623701,632240,72433,412,880,-468,325541,5108,396,-107044,427081,-253520,-254184,664,41272,-4852,46124,39680,6444,0,-122244,-93260,4176,-4936,0,-28224,196620,-27812,880,-468,0,-28224,347376,264488,-4852,87740,83556,8844,-4660,91144,267796,5108,-181760,-176816,-4668,-276,6936,6540,396,-13628,93416,-107044,-207396,-214504,7108,427081
2018:Q2,-2105011,-880584,-369363,1516,628,888,-413687,-5596,844,64213,-473149,42808,45172,-2364,-343064,-11548,-331516,-329060,-2456,0,-512000,-466904,-13992,-15424,0,-15680,-1631863,-14164,628,888,0,-15680,-848096,-624612,-11548,-211936,-195824,-7724,-8388,-470640,-180660,-5596,-284384,-271080,-6268,-7036,6224,5380,844,-16479,-80692,64213,-288708,-283888,-4820,-473149
2018:Q3,-498551,-469704,68089,-1576,-1704,128,110821,5464,168,19607,85582,-41156,-39312,-1844,-82788,2604,-85392,-79044,-6348,0,-14148,-23236,8528,4628,0,-4068,-584133,-5644,-1704,128,0,-4068,-80372,-132376,2604,49400,35080,3844,10476,-343316,-289300,5464,-59480,-58316,4684,-5848,-15644,-15812,168,-12609,-32216,19607,-126548,-118356,-8192,85582
2018:Q4,-532483,-854156,-5587,-44,796,-840,-105495,-13780,-148,11167,-102734,99952,97308,2644,198240,-32068,230308,230164,144,0,129020,98984,10316,3188,0,16532,-429749,16488,796,-840,0,16532,-622992,-601392,-32068,10468,-976,8644,2800,-155380,-243620,-13780,102020,99960,1672,388,-3200,-3052,-148,5075,-6092,11167,330260,327472,2788,-102734
2019:Q1,598763,99340,323659,-276,-76,-200,304727,4740,-208,-104849,405045,19208,17104,2104,-81720,6656,-88376,-95516,7140,0,257484,296136,-7132,-20152,0,-11368,193719,-11644,-76,-200,0,-11368,232896,40580,6656,185660,195848,-360,-9828,2780,-85152,4740,83192,100288,-6772,-10324,1948,2156,-208,36907,141756,-104849,-69168,-78412,9244,405045
2019:Q2,-1234885,-637348,-329705,288,-128,416,-407145,-576,580,65520,-472669,77152,76512,640,-229568,-13756,-215812,-215600,-212,0,-38264,-25944,-6852,-76,0,-5392,-762216,-5104,-128,416,0,-5392,-461908,-367388,-13756,-80764,-70348,-9316,-1100,-166752,-214068,-576,47892,44404,2464,1024,-5540,-6120,580,15748,-49772,65520,-138660,-139088,428,-472669
2019:Q3,143583,23212,30593,276,308,-32,102973,-2076,224,36699,68126,-72656,-83900,11244,96272,-21200,117472,115960,1512,0,-6494,-15644,5552,-224,-2,3824,75457,4098,308,-32,-2,3824,129592,125780,-21200,25012,14240,6852,3920,-110020,-72616,-2076,-35328,-29884,-1300,-4144,9132,8908,224,-2161,-38860,36699,44816,32060,12756,68126
2019:Q4,934762,486376,38988,144,404,-260,-38708,-3612,560,2042,-37697,77552,81024,-3472,184996,-6436,191432,195188,-3756,0,224402,207524,-5372,11252,-22,11020,972460,11142,404,-260,-22,11020,293836,276672,-6436,23600,24276,-7684,7008,380056,193864,-3612,189804,183248,2312,4244,-11008,-11568,560,29450,27408,2042,268984,276212,-7228,-37697
2020:Q1,7236902,3701732,690278,306320,-44,306364,209758,4752,1356,-67723,271373,174200,175376,-1176,1334372,14532,1319840,1318000,1840,0,1510520,90060,8820,-4112,-32,1415784,6965529,1722072,-44,306364,-32,1415784,2477696,2276504,14532,186660,167456,15212,3992,1191736,1278876,4752,-91892,-77396,-6392,-8104,15840,14484,1356,64145,131868,-67723,1494040,1493376,664,271373
2020:Q2,-285956,1251012,-218950,25012,-304,25316,-291082,-10076,128,25547,-306681,47120,31884,15236,-793912,-1088,-792824,-796392,3568,2004,-526110,54048,-7688,-49276,-34,-523160,20725,-496178,-304,27320,-34,-523160,1844200,1962456,-1088,-117168,-96508,2812,-23472,-812648,-916824,-10076,114252,150556,-10500,-25804,21500,21372,128,209555,184008,25547,-745704,-764508,18804,-306681
2020:Q3,-1302011,-175156,55673,-69736,-2396,-67340,113353,4580,-1848,29527,81094,12056,-248,12304,-332100,-18072,-314028,-320792,6764,4,-850432,-10496,12716,-40652,-44,-811956,-1383105,-881732,-2396,-67336,-44,-811956,-115944,-196300,-18072,98428,120440,3416,-25428,-112512,19768,4580,-136860,-130936,9300,-15224,8688,10536,-1848,20367,-9160,29527,-301972,-321040,19068,81094
2020:Q4,981555,1006744,-133925,-84748,3048,-87796,-16357,-10484,-736,-938,-4199,-32820,-28680,-4140,-51712,6004,-57716,-51748,-5968,-424,160872,178180,13248,-6472,-36,-24048,985754,-109256,3048,-88220,-36,-24048,1300012,1087008,6004,207000,197636,9572,-208,-221044,-188516,-10484,-22044,-19456,3676,-6264,-5956,-5220,-736,112534,113472,-938,-90536,-80428,-10108,-4199
2021:Q1,3223270,2711080,103766,-14080,-1932,-12148,261634,17360,88,-118845,363031,-143788,-145216,1428,87312,17284,70028,68296,1732,-676,321788,360964,29748,-7424,-8,-61492,2860239,-76256,-1932,-12824,-8,-61492,1975960,1651096,17284,307580,288756,17752,1072,927416,834348,17360,75708,72208,11996,-8496,-628,-716,88,107507,226352,-118845,-73760,-76920,3160,363031
2021:Q2,-1334109,-644288,-307569,2008,-48,2056,-327953,-10536,104,68384,-385905,18376,17104,1272,-213156,-9392,-203764,-200944,-2820,-248,-168848,-182424,-4852,26204,-8,-7768,-948204,-6016,-48,1808,-8,-7768,-635888,-512092,-9392,-114404,-131320,3048,13868,-104844,-47640,-10536,-46668,-51104,-7900,12336,34840,34736,104,-50908,-119292,68384,-185388,-183840,-1548,-385905
2021:Q3,1671539,1390460,62917,-98988,1452,-100440,116325,-12788,28,32761,96324,45580,58936,-13356,390544,14936,375608,377120,-1512,-244,-172138,-160332,-17112,6368,-102,-960,1575215,-100294,1452,-100684,-102,-960,808508,735608,14936,57964,56968,-4192,5188,428048,669876,-12788,-229040,-217300,-12920,1180,-3176,-3204,28,20941,-11820,32761,421188,436056,-14868,96324
2021:Q4,-571610,-859872,174462,-12796,464,-13260,-3290,1740,-224,-2357,-2449,190548,213384,-22836,34108,-14308,48416,48328,88,-264,79956,50568,12320,5028,-8,12048,-569161,-1020,464,-13524,-8,12048,-368608,-320232,-14308,-34068,-36312,-252,2496,-441744,-545468,1740,101984,86880,12572,2532,-2344,-2120,-224,5591,7948,-2357,238964,261712,-22748,-2449
2022:Q1,241603,-187464,196253,-18220,-444,-17776,256929,-4832,248,-64376,325889,-42456,-52872,10416,306320,23504,282816,285248,-2432,-80,-73426,-97784,13780,22484,-10,-11896,-84286,-30206,-444,-17856,-10,-11896,-814444,-914100,23504,76152,34652,13356,28144,672756,815260,-4832,-137672,-132436,424,-5660,-34108,-34356,248,-118644,-54268,-64376,240360,232376,7984,325889
2022:Q2,-2633242,-2567996,-360200,2752,-368,3120,-373736,6988,-84,89006,-469647,10784,4948,5836,156820,30084,126736,117844,8892,-52,138186,105816,1580,30952,-86,-76,-2163596,2538,-368,3068,-86,-76,-1971796,-2088844,30084,86964,72792,-1752,15924,-162464,-220836,6988,51384,33024,3332,15028,-5976,-5892,-84,-163418,-252424,89006,137520,122792,14728,-469647
2022:Q3,-61571,-322448,93137,10220,1644,8576,116849,7332,5592,4515,99410,-33932,-35436,1504,282484,12016,270468,271064,-596,-4,-114740,-92820,-11928,-9784,-20,-188,-160981,10008,1644,8572,-20,-188,-483180,-417604,12016,-77592,-53404,-9796,-14392,183552,213160,7332,-36940,-39416,-2132,4608,-22064,-27656,5592,-85833,-90348,4515,236536,235628,908,99410
2022:Q4,-663808,-759944,-126454,-11240,-656,-10584,-47986,-13336,-5604,18350,-47397,-67228,-73960,6732,172316,-64712,237028,237256,-228,-16,50290,80076,-15520,-14788,74,448,-616412,-10734,-656,-10600,74,448,-396320,-387332,-64712,55724,67144,-2516,-8904,-311904,-292612,-13336,-5956,12932,-13004,-5884,-1260,4344,-5604,-65994,-84344,18350,169800,163296,6504,-47397
2023:Q1,3673859,1995700,1396721,1235272,672,1234600,217581,10264,224,-125856,332948,-56132,-50520,-5612,438680,19172,419508,414616,4892,0,-157242,-152004,8080,-14104,82,704,3340910,1236058,672,1234600,82,704,1226796,1201748,19172,5876,21408,-2352,-13180,504532,658172,10264,-163904,-173412,10432,-924,2316,2092,224,7832,133688,-125856,363376,364096,-720,332948
2023:Q2,-1135329,-547424,-528127,-167380,168,-167548,-272599,11436,-500,44588,-328123,-88148,-87416,-732,-121016,788,-121804,-112444,-9360,0,61238,75624,-5732,-7368,190,-1476,-807206,-168666,168,-167548,190,-1476,-511688,-324236,788,-188240,-174452,-10328,-3460,79132,-183068,11436,250764,250076,4596,-3908,10524,11024,-500,-6556,-51144,44588,-209952,-199860,-10092,-328123
2023:Q3,124863,79056,-92511,-320912,-132,-320780,71989,1176,776,27366,42672,156412,153892,2520,-36068,-164,-35904,-40620,4716,0,174386,166544,5780,1696,326,40,82192,-320546,-132,-320780,326,40,88252,156720,-164,-68304,-72072,3276,492,184712,-58788,1176,242324,238616,2504,1204,-11104,-11880,776,20370,-6996,27366,120508,113272,7236,42672
2023:Q4,686781,272448,43009,-247116,-776,-246340,21509,-26524,-756,14062,34727,268616,279824,-11208,257200,-5512,262712,268912,-6200,0,114124,124436,-7112,-7856,144,4512,652054,-242460,-776,-246340,144,4512,463144,408448,-5512,60208,69584,-7096,-2280,-163680,-186416,-26524,49260,54852,-16,-5576,420,1176,-756,63302,49240,14062,531328,548736,-17408,34727
2024:Q1,852341,843756,-69919,18768,-320,19088,174385,13520,-844,-132842,294551,-263072,-273424,10352,13340,-712,14052,6264,7788,0,65164,94596,-8852,-16112,212,-4680,557790,14300,-320,19088,212,-4680,427760,334692,-712,93780,115352,-5560,-16012,289556,300184,13520,-24148,-20756,-3292,-100,-4524,-3680,-844,79718,212560,-132842,-249020,-267160,18140,294551
2024:Q2,-1357212,-1167568,-225520,-94604,-16,-94588,-305008,-1816,228,78278,-381698,174092,177072,-2980,28904,-2204,31108,36552,-5444,0,6972,-19156,8464,17096,472,96,-975514,-94036,-16,-94588,472,96,-816256,-844028,-2204,29976,9272,12208,8496,-233096,-207708,-1816,-23572,-28428,-3744,8600,244,16,228,-37570,-115848,78278,205200,213624,-8424,-381698
2024:Q3,-1255249,-517140,-233001,-140800,-152,-140648,81559,-3552,-112,48430,36793,-173760,-171416,-2344,-218432,4892,-223324,-226496,3172,0,-286676,-289756,2968,88,240,-216,-1292042,-140776,-152,-140648,240,-216,-252568,-250256,4892,-7204,-604,-1340,-5260,-518324,-235276,-3552,-279496,-289152,4308,5348,260,372,-112,16450,-31980,48430,-397084,-397912,828,36793
