1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q2,11419,0,-443,11862,-1047,557,-118,-509,2,-443,994,-1530,12466,-493,-495,2,0,0,-443,-443,12355,557,-118,-14,994,-1530,12466
1990:Q3,16895,0,2730,14165,4944,637,-1042,22,-2,2730,3766,-1167,11951,-8,-6,-2,0,0,2730,2730,14173,637,-1042,28,3766,-1167,11951
1990:Q4,11063,0,4002,7061,2399,335,208,45,2,4002,-4731,2538,8664,4,2,2,0,0,4002,4002,7057,335,208,43,-4731,2538,8664
1991:Q1,-52,0,475,-527,7890,532,632,401,3,475,5867,-20,-7942,341,338,3,0,0,475,475,-868,532,632,63,5867,-20,-7942
1991:Q2,-12149,0,-107,-12042,-6919,-2,-2750,136,-6,-107,-5701,1511,-5230,-72,-66,-6,0,0,-107,-107,-11970,-2,-2750,202,-5701,1511,-5230
1991:Q3,696,0,2444,-1748,671,452,979,552,-1,2444,-3027,-728,25,114,115,-1,0,0,2444,2444,-1862,452,979,437,-3027,-728,25
1991:Q4,-12607,0,-1788,-10819,1741,46,2857,255,-0,-1788,-2358,2729,-14348,-17,-17,-0,0,0,-1788,-1788,-10802,46,2857,272,-2358,2729,-14348
1992:Q1,-5118,0,3618,-8736,5056,1,-1457,-39,-4,3618,-1382,4319,-10174,-111,-107,-4,0,0,3618,3618,-8625,1,-1457,68,-1382,4319,-10174
1992:Q2,1864,0,-448,2312,-7336,387,9,141,-3,-448,-3638,-3784,9200,-1,2,-3,0,0,-448,-448,2313,387,9,139,-3638,-3784,9200
1992:Q3,5866,0,997,4869,5027,551,652,-109,-2,997,4790,-1852,839,118,120,-2,0,0,997,997,4751,551,652,-229,4790,-1852,839
1992:Q4,-4209,0,-5085,876,-6417,234,152,2796,-22,-5085,-1019,-3473,2208,2685,2707,-22,0,0,-5085,-5085,-1809,234,152,89,-1019,-3473,2208
1993:Q1,-4128,0,-2037,-2091,217,-155,-2302,558,1,-2037,-1676,5828,-4345,228,227,1,0,0,-2037,-2037,-2319,-155,-2302,331,-1676,5828,-4345
1993:Q2,-5343,0,-3865,-1478,-9178,-93,178,121,-12,-3865,380,-5887,3835,-313,-301,-12,0,0,-3865,-3865,-1165,-93,178,422,380,-5887,3835
1993:Q3,-12711,0,-2116,-10595,-4102,-655,1611,604,6,-2116,-5249,1697,-8609,48,42,6,0,0,-2116,-2116,-10643,-655,1611,562,-5249,1697,-8609
1993:Q4,-2967,0,990,-3957,-6466,-177,-776,-922,-3,990,-3929,-1649,3499,80,83,-3,0,0,990,990,-4037,-177,-776,-1005,-3929,-1649,3499
1994:Q1,-2563,0,-1829,-734,1458,-41,1228,-36,3,-1829,1374,759,-4021,3,0,3,0,0,-1829,-1829,-737,-41,1228,-36,1374,759,-4021
1994:Q2,15530,0,-3711,19241,979,1131,350,-86,-0,-3711,-2498,5793,14551,-251,-251,-0,0,0,-3711,-3711,19492,1131,350,165,-2498,5793,14551
1994:Q3,5988,0,-2795,8783,-9248,510,-3442,60,1,-2795,-387,-3195,15236,-273,-274,1,0,0,-2795,-2795,9056,510,-3442,334,-387,-3195,15236
1994:Q4,25784,0,584,25200,14195,1494,3026,-341,-0,584,7448,1984,11589,27,27,-0,0,0,584,584,25173,1494,3026,-368,7448,1984,11589
1995:Q1,7489,0,-1198,8687,-591,1477,-1814,528,1,-1198,-781,1196,8080,526,525,1,0,0,-1198,-1198,8161,1477,-1814,3,-781,1196,8080
1995:Q2,31915,0,3131,28784,6619,2137,604,798,-0,3131,360,-411,25296,786,786,-0,0,0,3131,3131,27998,2137,604,12,360,-411,25296
1995:Q3,-5897,0,-1005,-4892,10763,-358,1402,1232,1,-1005,5910,3581,-16660,991,990,1,0,0,-1005,-1005,-5883,-358,1402,242,5910,3581,-16660
1995:Q4,7771,0,2332,5439,2249,1309,1547,154,-0,2332,-1453,-1640,5522,161,161,-0,0,0,2332,2332,5278,1309,1547,-7,-1453,-1640,5522
1996:Q1,24438,0,-1749,26187,7061,2665,2984,995,1,-1749,1533,632,17377,849,848,1,0,0,-1749,-1749,25338,2665,2984,147,1533,632,17377
1996:Q2,-1943,0,-2649,706,-11249,1672,-543,-41,-0,-2649,-7186,-2502,9306,220,220,-0,0,0,-2649,-2649,486,1672,-543,-261,-7186,-2502,9306
1996:Q3,30573,0,501,30072,10259,4000,1078,99,1,501,3568,1012,20314,183,182,1,0,0,501,501,29889,4000,1078,-83,3568,1012,20314
1996:Q4,32814,0,2668,30146,24477,4028,7286,119,-0,2668,5597,4779,8337,28,28,-0,0,0,2668,2668,30118,4028,7286,91,5597,4779,8337
1997:Q1,42273,0,-2785,45058,-8377,2811,760,-1031,1,-2785,-2423,-5710,50650,-1055,-1056,1,0,0,-2785,-2785,46113,2811,760,25,-2423,-5710,50650
1997:Q2,3798,0,-2203,6001,5740,346,4494,-43,-0,-2203,-490,3636,-1942,-54,-54,-0,0,0,-2203,-2203,6055,346,4494,11,-490,3636,-1942
1997:Q3,28198,0,2287,25911,8757,1555,-211,492,-0,2287,2794,1840,19441,463,463,-0,0,0,2287,2287,25448,1555,-211,29,2794,1840,19441
1997:Q4,36965,0,2701,34264,-1537,1821,-10112,4109,-0,2701,152,-208,38502,4221,4221,-0,0,0,2701,2701,30043,1821,-10112,-112,152,-208,38502
1998:Q1,-1624,0,4305,-5929,12643,-362,3976,103,4,4305,5177,-560,-14267,85,81,4,0,0,4305,4305,-6014,-362,3976,22,5177,-560,-14267
1998:Q2,16482,0,-715,17197,-12763,968,-6538,1057,1,-715,-6503,-1033,29245,1032,1031,1,0,0,-715,-715,16165,968,-6538,26,-6503,-1033,29245
1998:Q3,31704,0,1184,30520,5446,1715,-2192,1937,3,1184,4873,-2074,26258,2078,2075,3,0,0,1184,1184,28442,1715,-2192,-138,4873,-2074,26258
1998:Q4,-25638,0,2074,-27712,20804,-1775,12133,1878,-9,2074,3566,2937,-46442,1924,1933,-9,0,0,2074,2074,-29636,-1775,12133,-55,3566,2937,-46442
1999:Q1,24120,0,-3376,27496,10276,1643,5717,148,-29,-3376,9414,-3241,13844,-3,26,-29,0,0,-3376,-3376,27499,1643,5717,122,9414,-3241,13844
1999:Q2,13164,0,-4174,17338,-5117,1118,-3892,-1294,-7,-4174,5362,-2230,18281,-1413,-1406,-7,0,0,-4174,-4174,18751,1118,-3892,112,5362,-2230,18281
1999:Q3,7811,0,-1438,9249,8981,684,1147,-2165,14,-1438,9879,860,-1170,-2268,-2282,14,0,0,-1438,-1438,11517,684,1147,117,9879,860,-1170
1999:Q4,-8846,0,1193,-10039,-1930,-511,-2030,-1509,-8,1193,-13273,14208,-6916,-1800,-1792,-8,0,0,1193,1193,-8239,-511,-2030,283,-13273,14208,-6916
2000:Q1,72776,0,-2024,74800,17986,4491,4290,-67,10,-2024,20670,-9384,54790,237,227,10,0,0,-2024,-2024,74563,4491,4290,-294,20670,-9384,54790
2000:Q2,7065,0,-2184,9249,-4708,691,-6008,-2269,-0,-2184,6335,-1273,11773,-2328,-2328,-0,0,0,-2184,-2184,11577,691,-6008,59,6335,-1273,11773
2000:Q3,-22691,0,707,-23398,-13420,-1332,-15744,-1199,-0,707,-363,4511,-9271,-1300,-1300,-0,0,0,707,707,-22098,-1332,-15744,101,-363,4511,-9271
2000:Q4,67467,0,3523,63944,40587,3762,10031,1247,-6,3523,17488,4542,26880,1083,1089,-6,0,0,3523,3523,62861,3762,10031,158,17488,4542,26880
2001:Q1,54085,0,12783,41302,35392,2519,-7101,-675,1,12783,22681,5184,18693,-574,-575,1,0,0,12783,12783,41876,2519,-7101,-100,22681,5184,18693
2001:Q2,-41574,0,-3770,-37804,-1944,-2331,165,1042,-1,-3770,-2749,5700,-39630,1015,1016,-1,0,0,-3770,-3770,-38819,-2331,165,26,-2749,5700,-39630
2001:Q3,5390,0,3302,2088,-236,-71,-2724,3267,5,3302,685,-4700,5626,3242,3237,5,0,0,3302,3302,-1154,-71,-2724,30,685,-4700,5626
2001:Q4,940,0,-3754,4694,11130,288,1148,-112,1,-3754,10900,2659,-10190,-83,-84,1,0,0,-3754,-3754,4777,288,1148,-28,10900,2659,-10190
2002:Q1,-12948,0,2771,-15719,-4335,-905,1155,-662,18,2771,-7301,589,-8613,-652,-670,18,0,0,2771,2771,-15067,-905,1155,8,-7301,589,-8613
2002:Q2,6853,0,-2175,9028,-2094,448,1828,1585,-19,-2175,-1998,-1763,8947,1607,1626,-19,0,0,-2175,-2175,7421,448,1828,-41,-1998,-1763,8947
2002:Q3,29663,0,2387,27276,5074,1562,1500,1248,-8,2387,2591,-4206,24589,1136,1144,-8,0,0,2387,2387,26140,1562,1500,104,2591,-4206,24589
2002:Q4,2148,0,-1034,3182,7015,156,587,542,33,-1034,-14,6745,-4867,541,508,33,0,0,-1034,-1034,2641,156,587,34,-14,6745,-4867
2003:Q1,30020,0,2882,27138,-12698,1691,1346,711,-27,2882,-9741,-9560,42718,644,671,-27,0,0,2882,2882,26494,1691,1346,40,-9741,-9560,42718
2003:Q2,42029,0,351,41678,4898,2487,8364,-1,-46,351,-10851,4593,37131,-86,-40,-46,0,0,351,351,41764,2487,8364,40,-10851,4593,37131
2003:Q3,-47797,0,-2405,-45392,-7925,-2969,4216,378,40,-2405,-5776,-1409,-39872,383,343,40,0,0,-2405,-2405,-45775,-2969,4216,35,-5776,-1409,-39872
2003:Q4,11052,0,-7933,18985,-14863,1695,3632,-2401,-2,-7933,-11828,1974,25915,-2435,-2433,-2,0,0,-7933,-7933,21420,1695,3632,32,-11828,1974,25915
2004:Q1,38905,0,4389,34516,17506,2363,3554,-785,2,4389,3171,4811,21399,-815,-817,2,0,0,4389,4389,35331,2363,3554,33,3171,4811,21399
2004:Q2,58494,0,-5830,64324,4545,2685,5926,-1326,10,-5830,6771,-3692,53949,-1345,-1355,10,0,0,-5830,-5830,65669,2685,5926,30,6771,-3692,53949
2004:Q3,-2688,0,-1195,-1493,-17405,975,-2928,-636,-13,-1195,-8438,-5170,14717,-676,-663,-13,0,0,-1195,-1195,-817,975,-2928,28,-8438,-5170,14717
2004:Q4,53625,0,515,53110,13819,2900,9008,-956,-3,515,-652,3006,39806,-990,-987,-3,0,0,515,515,54100,2900,9008,32,-652,3006,39806
2005:Q1,87402,0,-198,87600,18495,5638,7596,-3732,-1,-198,-4703,13895,68907,-3763,-3762,-1,0,0,-198,-198,91363,5638,7596,30,-4703,13895,68907
2005:Q2,-47636,0,-367,-47269,11613,-2853,-3805,588,4,-367,13769,4277,-59249,564,560,4,0,0,-367,-367,-47833,-2853,-3805,28,13769,4277,-59249
2005:Q3,19885,0,1323,18562,2092,2035,-6077,-1881,-43,1323,11125,-4391,17793,-1951,-1908,-43,0,0,1323,1323,20513,2035,-6077,28,11125,-4391,17793
2005:Q4,-47081,0,22,-47103,-3995,-2737,12152,-5079,56,22,-12408,3999,-43086,-5050,-5106,56,0,0,22,22,-42053,-2737,12152,27,-12408,3999,-43086
2006:Q1,70538,0,2362,68176,-4824,4032,-21575,-685,-14,2362,5521,5535,75362,-729,-715,-14,0,0,2362,2362,68905,4032,-21575,30,5521,5535,75362
2006:Q2,95121,0,-2927,98048,-1195,4787,11049,385,1,-2927,-18835,4345,96316,351,350,1,0,0,-2927,-2927,97697,4787,11049,35,-18835,4345,96316
2006:Q3,15043,0,-389,15432,-16110,-917,-9348,-1232,-2,-389,-8254,4032,31152,-1275,-1273,-2,0,0,-389,-389,16707,-917,-9348,42,-8254,4032,31152
2006:Q4,-3614,0,762,-4376,12541,-1803,5639,-1627,-3,762,11455,-1882,-16155,-1678,-1675,-3,0,0,762,762,-2698,-1803,5639,48,11455,-1882,-16155
2007:Q1,44673,0,3769,40904,1391,3588,-4030,-166,9,3769,-3946,2167,43282,-212,-221,9,0,0,3769,3769,41116,3588,-4030,55,-3946,2167,43282
2007:Q2,132997,0,-1616,134613,14726,6395,10518,-235,3,-1616,-9300,8960,118271,-294,-297,3,0,0,-1616,-1616,134907,6395,10518,63,-9300,8960,118271
2007:Q3,101140,0,3430,97710,55548,4914,1141,-139,-24,3430,27922,18303,45592,-230,-206,-24,0,0,3430,3430,97940,4914,1141,68,27922,18303,45592
2007:Q4,16858,0,-3662,20520,23847,2879,-6715,-224,12,-3662,20358,11198,-6989,-285,-297,12,0,0,-3662,-3662,20805,2879,-6715,74,20358,11198,-6989
2008:Q1,-30645,0,5789,-36434,30435,-3657,4787,-37,2,5789,10259,13291,-61079,-112,-114,2,0,0,5789,5789,-36322,-3657,4787,78,10259,13291,-61079
2008:Q2,-117265,0,-6555,-110710,481,-5557,-18200,1037,-1,-6555,126,29631,-117745,955,956,-1,0,0,-6555,-6555,-111665,-5557,-18200,81,126,29631,-117745
2008:Q3,-126738,0,6964,-133702,-49776,-7982,-5257,-221,48,6964,-10302,-33026,-76962,-256,-304,48,0,0,6964,6964,-133446,-7982,-5257,84,-10302,-33026,-76962
2008:Q4,-57980,0,-11595,-46385,24065,-634,-6876,2989,-51,-11595,-14812,55044,-82045,2886,2937,-51,0,0,-11595,-11595,-49271,-634,-6876,52,-14812,55044,-82045
2009:Q1,-32358,0,3495,-35853,-28461,-4377,1032,774,3,3495,-10519,-18868,-3897,754,751,3,0,0,3495,3495,-36607,-4377,1032,23,-10519,-18868,-3897
2009:Q2,48039,0,-829,48868,29918,72,505,3508,-4,-829,12430,14236,18121,3485,3489,-4,0,0,-829,-829,45383,72,505,19,12430,14236,18121
2009:Q3,60799,0,-3509,64308,34733,428,19,1024,92,-3509,16327,20352,26066,1098,1006,92,0,0,-3509,-3509,63210,428,19,18,16327,20352,26066
2009:Q4,-116505,0,1244,-117749,-16716,-3291,5268,-1879,-91,1244,-6668,-11299,-99789,-1980,-1889,-91,0,0,1244,1244,-115769,-3291,5268,10,-6668,-11299,-99789
2010:Q1,-47654,0,5243,-52897,4908,-4252,6583,588,-0,5243,-4700,1446,-52562,581,581,-0,0,0,5243,5243,-53478,-4252,6583,7,-4700,1446,-52562
2010:Q2,39008,0,-3335,42343,-10173,2869,546,84,-0,-3335,195,-10532,49181,77,77,-0,0,0,-3335,-3335,42266,2869,546,7,195,-10532,49181
2010:Q3,44147,0,1882,42265,22890,2534,-2866,962,-0,1882,11779,8599,21257,956,956,-0,0,0,1882,1882,41309,2534,-2866,6,11779,8599,21257
2010:Q4,35885,0,-5286,41171,16240,3396,8940,-314,-0,-5286,1627,7876,19645,-321,-321,-0,0,0,-5286,-5286,41492,3396,8940,8,1627,7876,19645
2011:Q1,55479,0,610,54869,15640,2337,10774,6459,-22,610,3595,-8113,39839,6428,6450,-22,0,0,610,610,48441,2337,10774,9,3595,-8113,39839
2011:Q2,-90451,0,-905,-89546,-3813,-4312,4843,5988,-0,-905,4635,-14062,-86638,5974,5974,-0,0,0,-905,-905,-95520,-4312,4843,14,4635,-14062,-86638
2011:Q3,-32572,0,2158,-34730,-52928,-914,-21409,3914,12,2158,-44648,7960,20356,3909,3897,12,0,0,2158,2158,-38639,-914,-21409,17,-44648,7960,20356
2011:Q4,-131135,0,-3700,-127435,-65820,-7022,-5671,1898,-114,-3700,-27735,-23476,-65315,1768,1882,-114,0,0,-3700,-3700,-129203,-7022,-5671,16,-27735,-23476,-65315
2012:Q1,-20270,0,4267,-24537,-23285,-1103,-4037,1085,1,4267,-2877,-20620,3015,1078,1077,1,0,0,4267,4267,-25615,-1103,-4037,8,-2877,-20620,3015
2012:Q2,-101971,0,-3788,-98183,-36293,-5560,-5356,3193,-11,-3788,-7281,-17489,-65678,3179,3190,-11,0,0,-3788,-3788,-101362,-5560,-5356,3,-7281,-17489,-65678
2012:Q3,25418,0,-521,25939,10751,1340,6571,724,20,-521,7294,-4677,14667,744,724,20,0,0,-521,-521,25195,1340,6571,0,7294,-4677,14667
2012:Q4,-45374,0,1199,-46573,-28447,-2557,3915,-966,-1,1199,3127,-33164,-16927,-969,-968,-1,0,0,1199,1199,-45604,-2557,3915,2,3127,-33164,-16927
2013:Q1,51186,0,-345,51531,59591,3219,29567,771,-16,-345,5529,20866,-8405,755,771,-16,0,0,-345,-345,50776,3219,29567,-1,5529,20866,-8405
2013:Q2,48453,0,-1404,49857,-22787,3812,15508,-299,12,-1404,-11873,-28543,71239,-287,-299,12,0,0,-1404,-1404,50144,3812,15508,1,-11873,-28543,71239
2013:Q3,-11719,0,-1515,-10204,7944,-23,764,-1079,8,-1515,-834,10622,-19662,-1071,-1079,8,0,0,-1515,-1515,-9133,-23,764,1,-834,10622,-19662
2013:Q4,-63391,0,98,-63489,-14652,-4409,22711,-2831,-4,98,-2643,-27574,-48739,-2835,-2831,-4,0,0,98,98,-60654,-4409,22711,1,-2643,-27574,-48739
2014:Q1,-3334,0,-117,-3217,-28925,432,-13302,-1052,13,-117,-14549,-350,25591,-1040,-1053,13,0,0,-117,-117,-2177,432,-13302,1,-14549,-350,25591
2014:Q2,-44504,0,-1393,-43111,20076,-2717,19162,722,-11,-1393,7381,-3068,-64580,710,721,-11,0,0,-1393,-1393,-43821,-2717,19162,1,7381,-3068,-64580
2014:Q3,49782,0,267,49515,9579,2894,-9389,-1048,97,267,-3487,20244,40203,-951,-1048,97,0,0,267,267,50466,2894,-9389,1,-3487,20244,40203
2014:Q4,-125053,0,-248,-124805,-27253,-6968,-5780,-2569,1,-248,892,-12581,-97800,-2568,-2569,1,0,0,-248,-248,-122237,-6968,-5780,1,892,-12581,-97800
2015:Q1,-19619,0,1094,-20713,-37691,-1166,-26967,-4193,-2,1094,-4032,-2425,18072,-4195,-4193,-2,0,0,1094,1094,-16518,-1166,-26967,0,-4032,-2425,18072
2015:Q2,-83850,0,-919,-82931,-647,-5106,11550,-933,1,-919,2005,-7245,-83203,-930,-931,1,0,0,-919,-919,-82001,-5106,11550,-2,2005,-7245,-83203
2015:Q3,-60393,0,-986,-59407,-20656,-3307,-3579,-334,16,-986,-9926,-2540,-39737,-314,-330,16,0,0,-986,-986,-59093,-3307,-3579,-4,-9926,-2540,-39737
2015:Q4,-78975,0,280,-79255,-7796,-4257,-9,-1044,-6,280,-1494,-1266,-71179,-1046,-1040,-6,0,0,280,280,-78209,-4257,-9,-4,-1494,-1266,-71179
2016:Q1,35839,0,-254,36093,-4945,726,-17483,-1089,-130,-254,6494,6791,40784,-1214,-1084,-130,0,0,-254,-254,37307,726,-17483,-5,6494,6791,40784
2016:Q2,-27211,0,382,-27593,16989,-1310,13013,168,-0,382,-4644,9380,-44200,175,175,-0,0,0,382,382,-27768,-1310,13013,-7,-4644,9380,-44200
2016:Q3,-17468,0,119,-17587,3439,-500,6772,1646,-1,119,-8598,4001,-20907,1654,1655,-1,0,0,119,119,-19241,-500,6772,-9,-8598,4001,-20907
2016:Q4,-75092,0,-691,-74401,-41093,-4530,1428,748,-23,-691,-2465,-35560,-33999,732,755,-23,0,0,-691,-691,-75133,-4530,1428,-7,-2465,-35560,-33999
2017:Q1,88236,0,445,87791,-7306,4532,-9924,-283,22,445,1733,-3831,95542,-261,-283,22,0,0,445,445,88052,4532,-9924,0,1733,-3831,95542
2017:Q2,68877,0,804,68073,23352,3100,15273,83,-1,804,-329,4422,45525,82,83,-1,0,0,804,804,67991,3100,15273,0,-329,4422,45525
2017:Q3,109664,0,-1384,111048,131274,5928,125256,-99,1,-1384,2276,-704,-21610,-98,-99,1,0,0,-1384,-1384,111146,5928,125256,0,2276,-704,-21610
2017:Q4,-11922,0,-165,-11757,-13052,-856,-11642,-1535,-0,-165,-1814,2960,1130,-1535,-1535,-0,0,0,-165,-165,-10222,-856,-11642,0,-1814,2960,1130
2018:Q1,46794,0,449,46345,-4089,3126,-5692,-73,-0,449,-2488,589,50883,-73,-73,-0,0,0,449,449,46418,3126,-5692,0,-2488,589,50883
2018:Q2,31497,0,-164,31661,26945,328,11391,3135,1,-164,1648,10606,4552,3136,3135,1,0,0,-164,-164,28525,328,11391,0,1648,10606,4552
2018:Q3,-2520,0,161,-2681,-90659,-650,-89256,-291,3,161,-785,159,88139,-288,-291,3,0,0,161,161,-2393,-650,-89256,0,-785,159,88139
2018:Q4,-4817,0,-675,-4142,-35684,59,-26703,2049,-0,-675,-564,-9850,30867,2049,2049,-0,0,0,-675,-675,-6191,59,-26703,0,-564,-9850,30867
2019:Q1,4433,0,769,3664,11208,-910,4428,114,-0,769,-75,6882,-6775,114,114,-0,0,0,769,769,3550,-910,4428,0,-75,6882,-6775
2019:Q2,-18580,0,617,-19197,15727,-1377,18161,2248,-0,617,691,-4613,-34307,2248,2248,-0,0,0,617,617,-21445,-1377,18161,0,691,-4613,-34307
2019:Q3,28817,0,1827,26990,-5561,-119,-14240,1753,1,1827,1784,3434,34377,1754,1753,1,0,0,1827,1827,25236,-119,-14240,-1,1784,3434,34377
2019:Q4,9780,0,-369,10149,17767,1206,16344,151,-0,-369,3446,-3011,-7987,155,155,-0,0,0,-369,-369,9994,1206,16344,-5,3446,-3011,-7987
2020:Q1,178807,0,4649,174158,-3098,9358,-21151,-333,-2,4649,-3629,8010,181905,-327,-325,-2,0,0,4649,4649,174485,9358,-21151,-8,-3629,8010,181905
2020:Q2,-125673,0,740,-126413,40054,-6461,31555,4894,-0,740,-1639,10965,-165726,4902,4902,-0,0,0,740,740,-131315,-6461,31555,-9,-1639,10965,-165726
2020:Q3,62527,0,-867,63394,12166,3952,11875,1776,-2,-867,-1217,-3351,50361,1785,1787,-2,0,0,-867,-867,61609,3952,11875,-11,-1217,-3351,50361
2020:Q4,2,0,414,-412,-37536,974,-18250,2442,3,414,-177,-22942,37538,2454,2451,3,0,0,414,414,-2866,974,-18250,-9,-177,-22942,37538
2021:Q1,30931,0,2301,28630,36311,1351,27844,-2158,-1,2301,1443,5531,-5380,-2157,-2156,-1,0,0,2301,2301,30787,1351,27844,-2,1443,5531,-5380
2021:Q2,-6476,0,-2065,-4411,24649,-1278,35193,434,1,-2065,-1901,-5735,-31125,437,436,1,0,0,-2065,-2065,-4848,-1278,35193,-2,-1901,-5735,-31125
2021:Q3,-25797,0,-26,-25771,-34697,-800,-32125,-8,-8,-26,598,-2328,8900,11,19,-8,0,0,-26,-26,-25782,-800,-32125,-27,598,-2328,8900
2021:Q4,28624,0,-1247,29871,1940,495,371,2168,-1,-1247,-594,748,26684,2169,2170,-1,0,0,-1247,-1247,27702,495,371,-2,-594,748,26684
2022:Q1,39727,0,-196,39923,26632,2083,21484,-600,1,-196,1025,2834,13095,-596,-597,1,0,0,-196,-196,40519,2083,21484,-3,1025,2834,13095
2022:Q2,15580,0,-809,16389,-37584,1156,-23453,-404,16,-809,19,-14109,53163,-366,-382,16,0,0,-809,-809,16755,1156,-23453,-22,19,-14109,53163
2022:Q3,40950,0,-1308,42258,9183,1550,4679,126,-0,-1308,-247,4383,31767,131,131,-0,0,0,-1308,-1308,42127,1550,4679,-5,-247,4383,31767
2022:Q4,-51247,0,-1625,-49622,29109,-1364,32001,1672,-1,-1625,295,-1869,-80355,1652,1653,-1,0,0,-1625,-1625,-51274,-1364,32001,19,295,-1869,-80355
2023:Q1,50812,0,4764,46048,221,-614,-6493,-192,1,4764,296,2458,50591,-210,-211,1,0,0,4764,4764,46258,-614,-6493,20,296,2458,50591
2023:Q2,-75111,0,-1815,-73296,20022,-3235,23865,-590,-0,-1815,1266,530,-95132,-637,-637,-0,0,0,-1815,-1815,-72659,-3235,23865,48,1266,530,-95132
2023:Q3,27491,0,-58,27549,15170,2042,3968,-1406,-0,-58,7980,2643,12321,-1487,-1487,-0,0,0,-58,-58,29036,2042,3968,82,7980,2643,12321
2023:Q4,2978,0,-106,3084,14071,974,23430,-2559,-0,-106,-5478,-2190,-11093,-2596,-2596,-0,0,0,-106,-106,5680,974,23430,37,-5478,-2190,-11093
2024:Q1,44244,0,-315,44559,-12087,2376,-2497,709,-47,-315,-456,-11857,56331,609,656,-47,0,0,-315,-315,43950,2376,-2497,53,-456,-11857,56331
2024:Q2,20350,0,-8,20358,19306,1106,8208,-603,47,-8,107,10449,1044,-674,-721,47,0,0,-8,-8,21032,1106,8208,118,107,10449,1044
2024:Q3,52008,0,1110,50898,-31097,3153,-24074,-1589,1,1110,-1927,-7771,83105,-1648,-1649,1,0,0,1110,1110,52546,3153,-24074,60,-1927,-7771,83105
2024:Q4,2747,0,393,2354,-16019,379,-15222,-1779,1,393,571,-362,18766,-1795,-1796,1,0,0,393,393,4149,379,-15222,17,571,-362,18766
2025:Q1,22442,0,189,22253,4940,1785,8282,-2984,-0,189,-2640,309,17501,-2988,-2988,-0,0,0,189,189,25241,1785,8282,4,-2640,309,17501
