1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q1,-69,0,-139,70,-69,0,269,-199,-0,-139,0,0,0,31,31,-0,0,0,-139,-139,39,0,269,-230,0,0,0
1969:Q2,313,0,34,279,313,0,-47,327,-1,34,0,0,0,228,229,-1,0,0,34,34,51,0,-47,98,0,0,0
1969:Q3,-286,0,-387,101,-286,0,-191,289,3,-387,0,0,0,233,230,3,0,0,-387,-387,-132,0,-191,59,0,0,0
1969:Q4,231,0,150,81,231,0,-445,531,-5,150,0,0,0,542,547,-5,0,0,150,150,-461,0,-445,-16,0,0,0
1970:Q1,177,0,-55,232,177,0,-1,232,1,-55,0,0,0,253,252,1,0,0,-55,-55,-21,0,-1,-20,0,0,0
1970:Q2,205,0,347,-142,205,0,48,-181,-9,347,0,0,0,-227,-218,-9,0,0,347,347,85,0,48,37,0,0,0
1970:Q3,-523,0,6,-529,-523,0,-79,-464,14,6,0,0,0,-406,-420,14,0,0,6,6,-123,0,-79,-44,0,0,0
1970:Q4,682,0,991,-309,682,0,-343,54,-20,991,0,0,0,-9,11,-20,0,0,991,991,-300,0,-343,43,0,0,0
1971:Q1,1044,0,1095,-51,1044,0,284,-315,-20,1095,0,0,0,-255,-235,-20,0,0,1095,1095,204,0,284,-80,0,0,0
1971:Q2,-1624,0,-1313,-311,-1624,0,20,-353,22,-1313,0,0,0,-252,-274,22,0,0,-1313,-1313,-59,0,20,-79,0,0,0
1971:Q3,-1382,0,-662,-720,-1382,0,137,-853,-4,-662,0,0,0,-851,-847,-4,0,0,-662,-662,131,0,137,-6,0,0,0
1971:Q4,325,0,339,-14,325,0,-5,-10,1,339,0,0,0,8,7,1,0,0,339,339,-22,0,-5,-17,0,0,0
1972:Q1,299,0,219,80,299,0,187,-106,-1,219,0,0,0,1,2,-1,0,0,219,219,79,0,187,-108,0,0,0
1972:Q2,-256,0,-262,6,-256,0,205,-198,-1,-262,0,0,0,-185,-184,-1,0,0,-262,-262,191,0,205,-14,0,0,0
1972:Q3,-107,0,-302,195,-107,0,194,6,-5,-302,0,0,0,15,20,-5,0,0,-302,-302,180,0,194,-14,0,0,0
1972:Q4,442,0,104,338,442,0,352,-19,5,104,0,0,0,16,11,5,0,0,104,104,322,0,352,-30,0,0,0
1973:Q1,336,0,-257,593,336,0,550,45,-2,-257,0,0,0,13,15,-2,0,0,-257,-257,580,0,550,30,0,0,0
1973:Q2,462,0,162,300,462,0,283,30,-13,162,0,0,0,-8,5,-13,0,0,162,162,308,0,283,25,0,0,0
1973:Q3,-569,0,-275,-294,931,0,-276,-31,13,-275,0,1500,-1500,13,0,13,0,0,-275,-275,-307,0,-276,-31,0,1500,-1500
1973:Q4,1761,0,567,1194,1761,0,600,594,-0,567,0,0,0,15,15,-0,0,0,567,567,1179,0,600,579,0,0,0
1974:Q1,1072,0,282,790,1572,0,400,396,-6,282,0,500,-500,209,215,-6,0,0,282,282,581,0,400,181,0,500,-500
1974:Q2,-510,0,37,-547,-510,0,-200,-351,4,37,0,0,0,244,240,4,0,0,37,37,-791,0,-200,-591,0,0,0
1974:Q3,183,0,-1,184,683,0,-400,577,7,-1,0,500,-500,728,721,7,0,0,-1,-1,-544,0,-400,-144,0,500,-500
1974:Q4,427,0,330,97,427,0,0,105,-8,330,0,0,0,84,92,-8,0,0,330,330,13,0,0,13,0,0,0
1975:Q1,850,0,496,354,1293,0,19,228,50,496,0,500,-443,307,257,50,0,0,496,496,47,0,19,-29,0,500,-443
1975:Q2,-354,0,-168,-186,-585,0,-431,9,5,-168,0,0,231,7,2,5,0,0,-168,-168,-193,0,-431,7,0,0,231
1975:Q3,24,0,-476,500,-405,0,21,43,7,-476,0,0,429,95,88,7,0,0,-476,-476,405,0,21,-45,0,0,429
1975:Q4,1050,0,417,633,1612,0,862,136,-3,417,0,200,-562,57,60,-3,0,0,417,417,576,0,862,76,0,200,-562
1976:Q1,1404,0,459,945,1308,0,560,295,-6,459,0,0,96,237,243,-6,0,0,459,459,708,0,560,52,0,0,96
1976:Q2,900,0,-261,1161,603,0,116,663,-15,-261,0,100,297,798,813,-15,0,0,-261,-261,363,0,116,-150,0,100,297
1976:Q3,728,0,207,521,317,0,-589,696,3,207,0,0,411,716,713,3,0,0,207,207,-195,0,-589,-17,0,0,411
1976:Q4,1920,0,799,1121,2072,0,730,426,17,799,0,100,-152,461,444,17,0,0,799,799,660,0,730,-18,0,100,-152
1977:Q1,810,0,-357,1167,422,0,458,322,-1,-357,0,0,388,389,390,-1,0,0,-357,-357,778,0,458,-68,0,0,388
1977:Q2,1825,0,203,1622,1328,0,847,173,5,203,0,100,497,80,75,5,0,0,203,203,1542,0,847,98,0,100,497
1977:Q3,-1057,0,-140,-917,-146,0,170,-176,-0,-140,0,0,-911,-133,-133,-0,0,0,-140,-140,-784,0,170,-43,0,0,-911
1977:Q4,278,0,574,-296,1384,0,772,-61,-1,574,0,100,-1106,-42,-41,-1,0,0,574,574,-254,0,772,-20,0,100,-1106
1978:Q1,1297,0,293,1004,1523,0,1411,-282,1,293,0,100,-226,-324,-325,1,0,0,293,293,1328,0,1411,43,0,100,-226
1978:Q2,273,0,571,-298,-1487,0,353,-442,-7,571,0,-1962,1760,-437,-430,-7,0,0,571,571,139,0,353,-12,0,-1962,1760
1978:Q3,-182,0,614,-796,-558,0,-993,-219,2,614,0,38,376,-195,-197,2,0,0,614,614,-601,0,-993,-22,0,38,376
1978:Q4,-979,0,582,-1561,-542,0,1860,-3150,-3,582,0,169,-437,-3275,-3272,-3,0,0,582,582,1714,0,1860,122,0,169,-437
1979:Q1,5846,0,483,5363,6660,0,4207,125,8,483,1162,675,-814,86,78,8,0,0,483,483,5277,0,4207,47,1162,675,-814
1979:Q2,948,0,1259,-311,1999,0,-1251,73,-12,1259,1136,794,-1051,78,90,-12,0,0,1259,1259,-389,0,-1251,-17,1136,794,-1051
1979:Q3,5627,0,323,5304,29,0,-1496,11,-0,323,1558,-367,5598,52,52,-0,0,0,323,323,5252,0,-1496,-41,1558,-367,5598
1979:Q4,573,0,983,-410,1396,0,303,-47,6,983,1253,-1102,-823,-27,-33,6,0,0,983,983,-383,0,303,-14,1253,-1102,-823
1980:Q1,3458,0,430,3028,1679,0,-906,-129,-1,430,1207,1078,1779,34,35,-1,0,0,430,430,2994,0,-906,-164,1207,1078,1779
1980:Q2,2225,0,442,1783,404,0,-610,53,-3,442,740,-218,1821,99,102,-3,0,0,442,442,1684,0,-610,-49,740,-218,1821
1980:Q3,-2700,0,-628,-2072,2101,0,106,293,-8,-628,1601,737,-4801,294,302,-8,0,0,-628,-628,-2366,0,106,-9,1601,737,-4801
1980:Q4,3735,0,570,3165,2242,0,1026,1239,-19,570,-1888,1314,1493,1240,1259,-19,0,0,570,570,1925,0,1026,-20,-1888,1314,1493
1981:Q1,6700,0,-374,7074,4183,0,-312,525,14,-374,3985,345,2517,707,693,14,0,0,-374,-374,6367,0,-312,-168,3985,345,2517
1981:Q2,2254,0,99,2155,6994,0,27,956,1,99,3420,2491,-4740,780,779,1,0,0,99,99,1375,0,27,177,3420,2491,-4740
1981:Q3,3442,0,2008,1434,10361,0,1084,613,3,2008,2898,3755,-6919,647,644,3,0,0,2008,2008,787,0,1084,-31,2898,3755,-6919
1981:Q4,2196,0,113,2083,4580,0,1891,214,1,113,1774,587,-2384,358,357,1,0,0,113,113,1725,0,1891,-143,1774,587,-2384
1982:Q1,6649,0,676,5973,5014,0,-2320,611,-1,676,3620,2428,1635,547,548,-1,0,0,676,676,5426,0,-2320,63,3620,2428,1635
1982:Q2,1761,0,-390,2151,6555,0,1244,1038,1,-390,738,3924,-4794,814,813,1,0,0,-390,-390,1337,0,1244,225,738,3924,-4794
1982:Q3,-5003,0,1613,-6616,-5126,0,-3042,503,8,1613,-385,-3823,123,459,451,8,0,0,1613,1613,-7075,0,-3042,52,-385,-3823,123
1982:Q4,4328,0,919,3409,4337,0,1795,752,1,919,940,-70,-9,732,731,1,0,0,919,919,2677,0,1795,21,940,-70,-9
1983:Q1,3491,0,-950,4441,235,109,1517,2198,18,-950,-4577,1920,3256,2139,2121,18,0,0,-950,-950,2302,109,1517,77,-4577,1920,3256
1983:Q2,-1378,0,-699,-679,345,-46,-35,274,-24,-699,462,413,-1723,212,236,-24,0,0,-699,-699,-891,-46,-35,38,462,413,-1723
1983:Q3,1671,0,-643,2314,1935,111,1631,52,-2,-643,246,540,-264,88,90,-2,0,0,-643,-643,2226,111,1631,-38,246,540,-264
1983:Q4,4261,0,-599,4860,5708,142,1217,1979,-10,-599,2021,958,-1447,1996,2006,-10,0,0,-599,-599,2864,142,1217,-27,2021,958,-1447
1984:Q1,4377,0,-940,5317,4915,253,1148,439,13,-940,1863,2139,-538,200,187,13,0,0,-940,-940,5117,253,1148,252,1863,2139,-538
1984:Q2,3293,0,1450,1843,4390,90,962,333,-15,1450,-803,2373,-1097,321,336,-15,0,0,1450,1450,1522,90,962,-3,-803,2373,-1097
1984:Q3,-2112,0,2591,-4703,-3895,-254,-4085,458,3,2591,680,-3288,1783,331,328,3,0,0,2591,2591,-5034,-254,-4085,130,680,-3288,1783
1984:Q4,1879,0,3910,-2031,2515,-91,866,161,-19,3910,-2454,142,-636,143,162,-19,0,0,3910,3910,-2174,-91,866,-1,-2454,142,-636
1985:Q1,-1879,0,-3448,1569,-2983,115,-716,-237,26,-3448,-256,1533,1104,-281,-307,26,0,0,-3448,-3448,1850,115,-716,70,-256,1533,1104
1985:Q2,-941,0,4914,-5855,196,-205,-673,-328,-10,4914,-2359,-1143,-1137,-72,-62,-10,0,0,4914,4914,-5783,-205,-673,-266,-2359,-1143,-1137
1985:Q3,2484,0,-2182,4666,-4754,395,619,-408,2,-2182,401,-3581,7238,-388,-390,2,0,0,-2182,-2182,5054,395,619,-18,401,-3581,7238
1985:Q4,10901,0,5206,5695,11753,511,3509,-74,4,5206,28,2569,-852,-168,-172,4,0,0,5206,5206,5863,511,3509,98,28,2569,-852
1986:Q1,6410,0,2320,4090,-838,161,1711,-370,4,2320,146,-4810,7248,-344,-348,4,0,0,2320,2320,4434,161,1711,-22,146,-4810,7248
1986:Q2,3669,0,-2337,6006,2705,174,1120,-395,-14,-2337,2873,1284,964,-366,-352,-14,0,0,-2337,-2337,6372,174,1120,-43,2873,1284,964
1986:Q3,9861,0,1716,8145,1985,321,-750,-1464,3,1716,582,1577,7876,-508,-511,3,0,0,1716,1716,8653,321,-750,-953,582,1577,7876
1986:Q4,8794,0,1913,6881,4293,120,1097,-230,-9,1913,-472,1874,4501,-283,-274,-9,0,0,1913,1913,7164,120,1097,44,-472,1874,4501
1987:Q1,-1125,0,-1763,638,3331,-66,-2375,-451,-2,-1763,4921,3067,-4456,-606,-604,-2,0,0,-1763,-1763,1244,-66,-2375,153,4921,3067,-4456
1987:Q2,-3952,0,-3864,-88,-12163,-162,-930,-488,-6,-3864,-3172,-3541,8211,-335,-329,-6,0,0,-3864,-3864,247,-162,-930,-159,-3172,-3541,8211
1987:Q3,-2370,0,-3200,830,-1771,-125,-815,-407,4,-3200,-1221,3993,-599,-407,-411,4,0,0,-3200,-3200,1237,-125,-815,4,-1221,3993,-599
1987:Q4,7444,0,2224,5220,-4172,222,1181,-604,-2,2224,-1089,-6104,11616,-722,-720,-2,0,0,2224,2224,5942,222,1181,116,-1089,-6104,11616
1988:Q1,1756,0,4193,-2437,7607,-35,2072,-558,4,4193,488,1443,-5851,-446,-450,4,0,0,4193,4193,-1991,-35,2072,-108,488,1443,-5851
1988:Q2,4467,0,-4276,8743,5560,406,7064,-94,2,-4276,13,2445,-1093,-69,-71,2,0,0,-4276,-4276,8812,406,7064,-23,13,2445,-1093
1988:Q3,3256,0,-562,3818,2640,188,875,-256,-6,-562,383,2018,616,-202,-196,-6,0,0,-562,-562,4020,188,875,-60,383,2018,616
1988:Q4,2551,0,-676,3227,-1177,353,-4719,-401,8,-676,7185,-2927,3728,-307,-315,8,0,0,-676,-676,3534,353,-4719,-86,7185,-2927,3728
1989:Q1,12052,0,-1356,13408,-254,445,-2932,-306,-13,-1356,-665,4573,12306,-316,-303,-13,0,0,-1356,-1356,13724,445,-2932,-3,-665,4573,12306
1989:Q2,6582,0,3781,2801,-8326,-121,-1509,95,11,3781,-6687,-3896,14908,159,148,11,0,0,3781,3781,2642,-121,-1509,-53,-6687,-3896,14908
1989:Q3,6821,0,1878,4943,2754,236,-3121,-297,-8,1878,7058,-2992,4067,-337,-329,-8,0,0,1878,1878,5280,236,-3121,32,7058,-2992,4067
1989:Q4,9923,0,2564,7359,-1309,205,713,-78,10,2564,-3026,-1697,11232,23,13,10,0,0,2564,2564,7336,205,713,-91,-3026,-1697,11232
1990:Q1,-7296,0,-1519,-5777,77,-119,964,-157,-3,-1519,668,243,-7373,-234,-231,-3,0,0,-1519,-1519,-5543,-119,964,74,668,243,-7373
