1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016:Q1,16750,20182,331965,-2672,-2652,576,199354,13426,27708,15956,13528,128736,53947,22348,31599,-1440,-34051,-35340,396,-42517,43800,-3132,24740,130955,0,4736,-5304,131523,369204,353240,260,12408,8480,94752,30564,19616,4420,182740,-20,-3388,23352,20064,142732,15964,-8552,21008,3508,33807,8164,131532,38696,17376,12240
2016:Q2,19782,20490,299321,46780,-26052,-452,177695,4475,22480,11552,10444,128744,22014,-10380,32394,-176,-21980,1932,320,-51448,43792,-3128,24736,85287,0,3280,-5296,87303,282060,290648,176,18780,2084,122832,-6876,19608,-1300,135344,-4,6988,22600,7152,98608,-8588,-6196,-5440,3048,-17969,9456,130224,38688,17388,12248
2016:Q3,15863,20836,113415,-22676,-8328,-304,154499,-585,26908,10088,9892,108196,35832,2184,33648,-28,-26090,-2312,724,-40230,43800,-3136,24732,-43068,0,-3860,-5312,-33896,128100,139972,232,9420,2748,78412,42872,19616,-5108,-8220,48,1468,8800,6232,-24768,-11872,-4516,-8828,1472,9712,4904,105632,38676,17360,12240
2016:Q4,15396,21205,-66654,-51872,-17984,-1260,66683,-8081,7828,10000,3372,53564,21642,-26312,47954,-72,-26104,-9128,0,-43216,43792,-3128,24736,-70744,0,-5448,-5304,-59992,-110628,-89308,268,1228,1288,44460,-94528,19612,6312,-67948,56,21624,11068,104012,-204708,-21320,-6844,-11372,-3104,-49783,-28912,55776,38684,17368,12232
2017:Q1,27221,20874,177410,4460,6780,16,127033,-2367,6356,8664,7344,107036,45362,-8048,53410,436,-1338,4632,1140,-75298,34208,7820,11084,11075,0,5496,3904,1675,135984,154064,200,12032,-736,50576,38532,37508,-1792,17744,-68,10232,27084,-12964,-6540,-18080,-17172,-2412,1504,-35079,13096,92196,18020,36176,3384
2017:Q2,25173,21264,131877,33428,3420,-520,52079,-8609,2132,4500,4472,49584,54016,548,53468,-844,4681,6812,-276,-71953,34204,7820,11096,-2087,0,1688,3904,-7679,154280,158568,2452,160,704,29648,10984,37520,-5428,82528,32,15128,8520,108,58740,-4288,-13492,6680,2524,26312,-872,41292,18028,36148,3380
2017:Q3,20476,21640,159266,1676,7248,-272,108396,-12380,5864,9332,8184,97396,45537,13016,32521,316,-6397,-4284,20,-68695,34204,7812,11092,22613,0,228,3904,18481,75568,87348,-2324,3400,-72,53372,-32980,37520,2332,26100,4,29592,11184,15500,-30180,-11780,-15048,1724,1544,-84862,2760,50012,18008,36164,3372
2017:Q4,10585,22165,-26462,32612,-2192,-1012,57052,-11500,-17052,6252,5936,73416,30625,-1532,32157,-764,-18802,6160,680,-88774,34200,7816,11092,-95154,0,-288,3896,-98762,110744,116056,-1348,11232,920,52684,7364,37516,5632,2056,4,-7132,22732,31312,-44860,-5312,-19080,9208,4560,125626,-10040,100172,18012,36136,3376
2018:Q1,337,22219,174605,-21580,-6996,-296,128685,-10803,2284,22036,7156,108012,60812,-5112,65924,2732,-36737,4796,1384,-92611,-36152,100136,-752,71184,0,9736,4508,56940,151356,162376,-2472,16536,-4640,46284,53028,15208,-844,39276,12,10788,40664,-12468,280,-11020,-20028,11680,-2672,-45131,15588,101336,68772,81180,300
2018:Q2,2879,22707,161742,28264,10472,-52,85854,-8134,-7876,-11616,-3288,116768,61151,-1216,62367,-1184,-38016,-41412,24,-82132,-36148,100144,-736,75513,0,-596,4508,71601,62412,53956,368,3956,-5628,44044,31788,15216,-3044,-32744,-52,5716,6900,5376,-50684,8456,-528,9508,-524,-119158,-26612,54756,68780,81176,300
2018:Q3,4039,23043,88783,-44704,-16196,888,101690,-954,4740,9064,-2608,91448,62078,-5708,67786,-284,-53598,-2908,292,-86494,-36156,100132,-748,64791,0,3388,4500,56903,72848,69564,10808,-740,-2556,31420,-23244,15200,-1092,39768,80,3228,28204,31756,-23500,3284,-6800,9348,736,-34939,3060,23160,68760,81156,292
2018:Q4,43399,23396,104246,35992,39608,112,46611,-301,-118012,-13436,-12096,190456,62690,7208,55482,-140,-48681,-7868,272,-89491,-36156,100136,-744,1904,0,-4932,4504,2332,66256,122304,2220,6036,-3800,47168,125556,15180,-6400,-63656,-32,-7384,31276,-43948,-43568,-56048,-22824,8316,-41540,-17987,-17664,107632,68764,81160,292
2019:Q1,52442,24576,119354,-5436,-11624,4728,152585,145,-23180,11200,1260,163160,62488,-228,62716,-3104,-19072,7824,368,-69548,6732,7692,6504,-20784,0,5840,3296,-29920,77160,86304,-2040,4576,1472,27496,-26668,13432,2752,65284,76,13516,20620,20564,10508,-9144,-23660,12824,1692,-14328,10452,38888,19528,15332,920
2019:Q2,57770,25121,240190,27940,18696,5460,160248,708,-18548,-372,-3784,182244,32560,-3632,36192,212,6729,-5404,12,-99738,6732,7688,6492,72564,0,-2780,3300,72044,205520,206088,-1532,160,1828,35220,60256,13432,-3260,99984,20,-1828,12948,-5752,94596,-568,-14168,11956,1644,-2021,-240,86660,19552,15320,936
2019:Q3,59293,25455,367652,38396,21856,4152,182954,-9358,7028,1268,-932,184948,68196,8632,59564,-2080,9713,-3008,1204,-91655,6732,7688,6496,117007,0,3496,3296,110215,344192,348384,-9852,16176,2496,66728,111576,13424,-832,148668,48,4224,12184,-19444,151656,-4192,-20608,15496,920,10378,992,179752,19520,15320,916
2019:Q4,41780,25650,-95095,-44120,-13544,2732,10381,-9543,8420,-17908,-260,29672,45368,-7604,52972,884,-7659,-7404,672,-89024,6724,7688,6504,-14298,0,-484,3292,-17106,-75200,-61520,-13336,10672,-428,10636,-35772,13432,3704,-50428,-44,8208,24684,-3532,-79744,-13680,-12240,-1564,124,36025,-2792,916,19524,15304,920
2020:Q1,29256,30663,1028260,199872,121004,13140,218493,37249,-7904,-20832,-8456,218436,43967,18152,25815,-1524,-9399,5696,3216,-154334,5604,91616,22456,468453,0,10084,8804,449565,944524,988820,32204,77204,-156,181628,138384,88112,10348,461096,-632,25408,13144,7056,416120,-44296,-23596,2352,-23052,-85143,6508,420708,112436,87668,-21528
2020:Q2,10811,29370,29056,19644,-15336,-4480,74853,-16619,5508,-42400,-4044,132408,7255,-10876,18131,1136,-12155,-4996,3868,-62754,5608,91600,22448,-97636,0,-3812,8804,-102628,44960,37576,-16548,2344,548,-9684,-73068,88144,4996,40844,0,17680,18452,19920,-15208,7384,3836,3548,0,-2655,2696,-41588,112420,87664,-21520
2020:Q3,9504,30362,161658,-67672,-47844,8764,309906,21850,28208,4632,-1412,256628,5879,596,5283,-1232,-6010,-9908,1156,-99402,5592,91604,22456,-51630,0,-1640,8800,-58790,192108,207684,16972,-18800,-96,78712,73740,88120,-14000,-16964,0,31880,27840,27636,-104320,-15576,-8236,-7340,0,9592,-1032,198676,112412,87644,-21532
2020:Q4,7252,31442,271332,-18264,-26496,-9904,88344,-21728,-1048,-30720,-2124,143964,41307,-3272,44579,-124,24138,496,1940,-88226,5608,91604,22456,138453,0,-4360,8800,134013,426172,442020,-28432,1236,148,83792,160920,88132,3080,133144,0,17244,11768,23468,80664,-15848,-31244,15396,0,130650,5384,270104,112416,87652,-21536
2021:Q1,15443,30910,132275,-37984,-12012,-2176,133971,-7873,-8316,-59216,-340,209716,19990,3700,16290,276,-57062,712,3120,-115102,22200,88512,10092,77739,0,8504,4116,65119,-23460,3508,-7168,34340,-1076,7232,-126312,66804,5012,24676,0,46716,13836,2624,-38500,-26968,-23920,-3048,0,-171202,16624,-78524,40156,139848,-3124
2021:Q2,11416,31843,90939,61076,24192,2528,26338,5930,12368,-42452,-1380,51872,47738,2940,44798,-324,-104291,-788,552,-211611,22192,88516,10092,124729,0,-3320,4120,123929,16512,23936,3768,-14720,-2124,61048,-138748,66820,-9708,57600,0,61720,2252,11720,-18092,-7424,-22288,14864,0,-94854,12392,-57260,40176,139852,-3116
2021:Q3,6550,32235,324427,-23876,-8528,4804,309732,16636,13532,-30712,4384,305892,69245,7728,61517,-356,-65075,-4120,244,-127618,22200,88512,10092,49172,0,-88,4116,45144,289032,324524,8548,-5724,-1316,90684,114920,66796,-256,50872,0,42868,26232,3320,-21548,-35492,-30316,-5176,0,-61080,11860,213904,40152,139836,-3124
2021:Q4,2742,33057,269768,-33088,-12652,1336,236836,13768,-28100,-39932,1856,289244,69503,1908,67595,-1660,-87131,-1900,1340,-101208,22188,88512,10088,77604,0,784,4112,72708,221592,247868,1000,13708,-1936,31284,4920,66808,2956,129128,0,19568,20868,12988,75704,-26276,-25208,-1068,0,-78491,-15368,54512,40160,139824,-3128
2022:Q1,4724,29436,383410,-33384,3664,-7660,241701,-24323,-16852,-13900,5944,290832,90299,-4460,94759,-904,15423,5444,2228,-125153,-5632,104484,-3920,96821,0,7036,-4856,94641,239228,267640,11520,45700,-5456,78004,44960,16336,-3672,80248,0,59536,10240,24672,-14200,-28412,-36052,7640,0,-168894,9252,240448,75008,120636,8492
2022:Q2,8743,30434,368044,14720,22968,-7464,154539,-27177,-13524,-27028,11548,210720,85886,216,85670,764,21938,-2856,-2200,-105428,-5632,104496,-3920,90234,0,-3212,-4852,98298,211000,251456,5956,29516,-6672,88180,109968,16280,-4088,12316,0,8184,-5352,18136,-8652,-40456,-29576,-10880,0,-178735,-26096,239948,75028,120632,8496
2022:Q3,-833,31271,486627,4976,7684,-1432,246976,-2040,18712,7704,6068,216532,61110,12816,48294,-1080,-17185,6208,-2448,-73355,-5636,104488,-3928,160250,0,52,-4864,165062,402160,423084,30840,12448,-3648,84560,201340,16300,256,80988,0,-2936,8308,17328,58288,-20924,-32084,11160,0,-116571,-24752,303860,74996,120608,8484
2022:Q4,-5675,31804,118409,-1720,6980,-4956,124336,-10808,-9260,-31788,-3460,179652,48086,-2672,50758,532,-33531,4676,-1664,-48827,-5636,104464,-3920,-70410,0,-9768,-4856,-55786,13872,17260,14876,676,-4876,40852,81268,16392,2928,-134856,0,9056,4332,15532,-163776,-3388,-23556,20168,0,-142016,-9500,138188,74988,120624,8492
2023:Q1,5196,31425,373212,9896,9240,632,190300,644,-8040,-10688,-5436,213820,52617,4548,48069,212,-62472,24028,-1116,-129131,45600,90668,8148,134590,0,4084,-236,130742,424032,438096,-2116,13172,-148,93584,188336,93380,1920,49968,0,15524,22892,13864,-2312,-14064,-22056,7992,0,24591,7096,312076,35344,182328,-8072
2023:Q2,6963,31877,426046,50804,40600,2188,84083,4615,8028,4404,-12088,79124,59360,-1044,60404,-364,-55256,3156,2400,-113624,45600,90672,8156,208271,0,64,-240,208447,374432,407956,8816,-13936,-744,40072,190640,93368,-3260,93000,0,12980,6424,12868,60728,-33524,-28380,-5144,0,-76528,-8548,228676,35336,182324,-8064
2023:Q3,4137,32163,253832,-49060,-12920,1104,84557,8177,-8364,-2440,-5260,92444,50728,5024,45704,56,-59916,17440,1440,-112867,45592,90684,8148,188845,0,2756,-244,186333,185944,210624,-92,10980,-872,-3184,11732,93268,3568,95224,0,21092,6664,12624,54844,-24680,-22708,-1972,0,-95914,-4052,36568,35360,182304,-8076
2023:Q4,5644,32673,170533,88136,71160,0,-8600,7220,4500,1264,-16436,-5148,15975,-10852,26827,92,-82969,-10108,396,-84846,45596,90656,8148,36897,0,2740,-240,34397,152532,179028,-7952,-628,-1420,-44444,-20844,93396,2276,158644,0,7472,15232,10160,125780,-26496,-22888,-3608,0,-45030,904,-49940,35320,182312,-8076
2024:Q1,5499,33280,404986,-1160,-11204,-692,287081,-1391,17900,14532,-9632,265672,66489,14708,51781,-16,51574,12308,1988,-134006,-4144,129608,6740,420,0,6368,4592,-10540,415200,450392,1736,20660,68,101992,152236,116220,2300,55180,0,58492,33748,24192,-61252,-35192,-44732,9540,0,-17567,8288,358924,18192,133968,1404
2024:Q2,5531,33924,333057,-1112,-2820,-740,181235,-3321,11628,4168,-20608,189368,72386,9428,62958,-604,47908,16748,1432,-141419,-4132,129624,6740,27810,0,224,4592,22994,261964,292764,1600,27484,-712,61180,145792,116172,-6628,-52124,0,-1380,-15436,25580,-60888,-30800,-20340,-10460,0,-99486,-9208,223836,18232,133968,1400
2024:Q3,6348,34702,448938,56352,30680,804,197311,17535,5408,-16008,-16420,206796,111426,13064,98362,-240,-24218,1484,1820,-145260,-4144,129604,6744,86574,0,-6356,4584,88346,340332,369176,13492,10568,-1224,36536,54876,116196,2420,136312,0,49964,15480,23696,47172,-28844,-23644,-5200,0,-136960,1996,167452,18188,133956,1400
2024:Q4,7554,34777,381832,-24832,-15764,-372,230322,9860,17120,-5124,-9984,218450,73877,18455,55422,-276,34059,18696,1768,-93507,-4144,129624,6740,25641,0,396,4592,20653,257128,306900,5656,15608,-880,77616,165964,116156,-5252,-67968,0,27712,16220,23620,-135520,-49772,-47736,-2036,0,-151927,18704,299196,18208,133952,1396
2025:Q1,7135,35692,245399,-14772,-8216,1844,161274,2311,-1424,13848,-5348,151887,39381,10362,29020,-429,-47725,6972,1720,-166239,12132,117436,-304,142325,0,11672,1412,129241,215124,255944,14256,15824,-1386,51268,49540,100692,-756,26506,0,59064,756,19444,-52759,-40820,-34620,-6200,0,-58832,18200,174652,34024,129772,252
