1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q4,408088,38027,370061,0,408088,0,1541,7810,13932,54497,139070,0,2656,34626,1133,6237,24951,65989,47042,7572,1032
2001:Q1,412909,38578,374331,0,412909,0,1413,8105,13322,54243,142688,0,2696,34508,882,6194,26763,69264,44194,7470,1167
2001:Q2,424334,39370,384964,0,424334,0,1521,8399,13371,54711,143719,0,2794,34796,1085,5823,28781,74062,46747,7429,1096
2001:Q3,433847,39150,394697,0,433847,0,1573,8693,13614,53825,148360,0,2959,34782,1275,5964,30632,77308,46439,7362,1061
2001:Q4,450045,41624,408421,0,450045,0,1405,8987,13743,54156,149423,0,3005,36582,1435,6005,33178,81610,52479,7093,944
2002:Q1,456375,42752,413623,0,456375,0,1418,8932,13812,53535,151842,0,3108,36657,1578,5995,35011,84468,52919,6238,862
2002:Q2,466817,43215,423602,0,466817,0,1461,8877,13910,52877,156712,0,3215,36795,1697,6236,36530,86628,54943,6038,898
2002:Q3,473989,44100,429889,0,473989,0,1438,8822,13407,51944,159561,0,3294,36875,1809,6437,38572,88471,56552,5923,884
2002:Q4,490694,45353,445341,0,490694,0,1251,8767,14261,51945,162802,0,3366,37809,1895,6559,41684,94539,59103,5721,992
2003:Q1,501335,45668,455667,0,501335,0,1258,8777,14223,51918,166490,0,3355,37949,1967,6069,44829,98218,59714,5636,932
2003:Q2,521553,47034,474519,0,521553,0,1287,8788,14401,54949,172669,0,3469,38660,2006,6839,48496,101838,61551,5631,969
2003:Q3,540143,47832,492311,0,540143,0,1290,8798,14408,55852,177462,0,3633,39196,2074,7471,49760,109493,64104,5623,979
2003:Q4,564969,49573,515396,0,564969,0,1335,8808,14500,56770,182435,0,3758,39658,2150,5299,68197,108737,66414,5728,1180
2004:Q1,575182,51527,523655,0,575182,0,1283,9206,14732,57703,188870,0,3829,39758,2184,4393,71827,104195,70292,5676,1234
2004:Q2,592785,53387,539398,0,592785,0,1351,9605,14807,58652,194423,0,4055,40012,2176,5327,75523,107317,72528,5657,1352
2004:Q3,604299,54554,549745,0,604299,0,1343,10003,14734,59616,200331,0,4193,40555,2192,4434,79560,106391,73968,5699,1280
2004:Q4,617673,55788,561885,0,617673,0,1324,10401,14950,60595,206257,0,4330,41586,2155,4271,82451,105734,76689,5589,1341
2005:Q1,626802,56222,570580,0,626802,0,1296,10869,15126,60198,212458,0,4425,41785,2138,3566,84797,104485,78672,5569,1418
2005:Q2,641966,56866,585100,0,641966,0,1324,11337,14956,59804,223253,0,4599,42279,2135,3496,86183,103221,82483,5545,1351
2005:Q3,652217,57987,594230,0,652217,0,1436,11805,14844,59412,231259,0,4778,42635,2131,2874,88173,102090,83821,5540,1419
2005:Q4,670735,58305,612430,0,670735,0,1478,12272,14942,59023,237056,0,4935,43494,2113,3397,92960,101282,90655,5614,1514
2006:Q1,684322,59081,625241,0,684322,0,1379,12137,14682,60567,244673,0,5038,44213,2092,3632,96216,98475,93647,5614,1957
2006:Q2,692204,59233,632971,0,692204,0,1369,12002,14638,62152,248111,0,5267,45621,2077,3976,98847,95279,95869,5144,1852
2006:Q3,700546,60677,639869,0,700546,0,1347,11867,14681,63778,251431,0,5431,46650,2059,4631,101212,92041,98157,5043,2218
2006:Q4,713985,60782,653203,0,713985,0,1374,11732,14772,65446,253348,0,5524,47387,2015,4328,105364,88816,104165,5140,4574
2007:Q1,729354,61342,668012,0,729354,0,1230,12383,14675,66371,253327,0,5604,48342,2008,4752,111275,87035,112251,4835,5266
2007:Q2,746219,61596,684623,0,746219,0,1169,13034,14746,67308,254219,0,5781,49871,2045,5255,119386,85762,117405,4783,5455
2007:Q3,768126,61020,707106,0,768126,0,1033,13686,14475,68259,259739,0,5978,51261,2109,5793,126227,85906,123770,4794,5096
2007:Q4,804637,62981,741656,0,804637,0,977,14337,14429,69224,261112,0,6136,56983,2109,8135,147674,88116,125457,5088,4860
2008:Q1,819820,64968,754852,0,819820,0,1152,14077,14312,69961,267530,0,6310,56356,2343,7680,159245,87834,122831,5540,4649
2008:Q2,834895,65679,769216,0,834895,0,1155,13817,14316,70707,273069,0,6596,55776,2435,5134,169605,90388,121443,5959,4495
2008:Q3,848052,66883,781170,0,848052,0,1053,13557,14257,71460,275474,4491,6752,54966,2696,4650,181157,88438,119217,5980,3904
2008:Q4,857880,67967,789913,0,857880,0,1026,13297,14356,72222,276156,4336,6859,53674,2405,3954,190189,92765,117592,5255,3794
2009:Q1,864248,69069,795179,0,864248,0,998,13191,14287,74470,278280,4339,6889,52326,2319,3815,194934,93818,115865,5080,3637
2009:Q2,870522,70944,799578,0,870522,0,769,13086,14271,76788,278327,4422,6934,51037,2414,3589,199127,97547,113789,4991,3431
2009:Q3,873244,71139,802105,0,873244,0,755,12980,14281,79179,275966,4671,6972,49893,2558,3596,203042,100905,111569,4804,2073
2009:Q4,870245,70848,799397,0,870245,0,750,12874,14630,81644,266990,3979,6966,48180,2729,3382,204378,105723,111454,4601,1965
2010:Q1,866217,70416,795802,0,866217,0,695,13239,14442,83273,265972,4040,6946,47511,3001,3475,249691,57518,110078,4436,1900
2010:Q2,865089,70337,794751,0,865089,0,729,13604,14500,84934,261885,3968,6974,46919,3300,3536,249209,61526,107915,4237,1853
2010:Q3,867613,71061,796552,0,867613,0,706,13968,14145,86629,260126,3766,6980,46913,3196,3624,251333,65042,105258,4170,1757
2010:Q4,870539,71279,799260,0,870539,0,736,14333,14183,88357,255080,3498,6964,46759,3144,3425,256458,68091,102773,5104,1634
2011:Q1,868742,70576,798166,0,868742,0,654,13825,14117,89477,251713,3506,6960,46904,3093,3332,256052,72427,100519,4604,1559
2011:Q2,868993,70728,798265,0,868993,0,657,13317,14049,90611,250399,3175,6983,47597,2930,3374,254613,78226,97303,4210,1549
2011:Q3,871181,71073,800108,0,871181,0,652,12809,13990,90882,248767,2890,6998,48449,2733,4041,256391,82193,94936,3930,1520
2011:Q4,874772,71598,803174,0,874772,0,692,12301,13992,91155,248424,2945,7037,49063,2850,3803,259230,87332,90875,3628,1445
2012:Q1,877889,70914,806975,0,877889,0,640,12090,14007,90885,248950,1554,7062,50075,2738,3343,261304,92046,88253,3479,1463
2012:Q2,884092,70710,813382,0,884092,0,674,11879,13888,90616,251000,1437,7122,51051,2676,3163,260427,99986,85389,3318,1466
2012:Q3,891839,71087,820752,0,891839,0,708,11667,13707,90348,253096,1450,7166,51896,2598,3094,264566,105214,81845,3057,1427
2012:Q4,903930,71908,832023,0,903930,0,735,11456,13693,90080,257741,1437,7194,52423,2518,3124,265454,114222,79513,2823,1517
2013:Q1,909460,76751,832709,0,909460,0,696,11544,13631,89296,260326,1304,7204,54487,2429,2813,261918,121482,77784,2716,1830
2013:Q2,919530,76631,842900,0,919530,0,941,11631,13596,88518,267702,907,7302,57281,2337,2690,258068,130819,72299,2174,3265
2013:Q3,933777,76937,856840,0,933777,0,893,11718,13455,87747,277557,1063,7485,60756,2247,2241,251803,139507,71875,2139,3291
2013:Q4,946526,77010,869516,0,946526,0,746,11805,13743,86983,288259,1475,7613,63956,2176,1925,243506,147810,70749,1980,3800
2014:Q1,958230,77225,881006,0,958230,0,725,11772,13703,86686,297544,1332,7693,66457,2083,2208,238893,152728,70559,1997,3850
2014:Q2,973271,78677,894594,0,973271,0,723,11739,13609,86391,308448,1484,7857,69541,2180,2844,234298,158292,70060,2039,3766
2014:Q3,991126,79507,911619,0,991126,0,697,11706,13347,86096,316422,1352,8040,72908,2289,2299,236446,163910,69402,1962,4250
2014:Q4,1016222,81864,934358,0,1016222,0,708,11673,13149,85802,325966,1255,8181,76790,2142,2446,240780,172106,68346,2043,4835
2015:Q1,1037542,83711,953831,0,1037542,0,806,12291,13075,85207,334888,1416,8277,78641,2375,2616,247138,175703,68671,2053,4385
2015:Q2,1064546,85869,978677,0,1064546,0,882,12908,13006,84615,345925,1614,8499,81358,2323,2754,252800,184582,67672,1284,4324
2015:Q3,1084711,86356,998355,0,1084711,0,1013,13526,12824,84028,361004,2166,8737,83912,2271,2824,252762,190607,63197,1250,4590
2015:Q4,1121505,86849,1034656,0,1121505,0,1138,14143,12847,83445,377016,2423,8910,88402,2219,2405,249140,204284,62221,8431,4481
2016:Q1,1147822,88214,1059608,0,1147822,0,1076,13969,12786,83922,386058,2648,9032,91091,2226,2526,259051,213426,57172,8362,4477
2016:Q2,1173584,90068,1083516,0,1173584,0,1044,13795,12733,84402,400336,3406,9234,94536,2233,2754,254748,226496,55902,8302,3663
2016:Q3,1204525,92903,1111622,0,1204525,0,984,13621,12527,84885,410309,3954,9453,97859,2240,5454,265438,234290,51926,7660,3925
2016:Q4,1237859,95011,1142848,0,1237859,0,952,13447,12588,85371,420270,4610,9680,102380,2246,4360,275361,245628,47820,9009,4137
2017:Q1,1263195,94321,1168874,0,1263195,0,1000,14184,12505,85998,428466,4468,9857,106483,2358,3117,286256,253598,43685,6831,4389
2017:Q2,1290096,94518,1195578,0,1290096,0,1067,14921,12532,86630,437478,5281,10113,111255,2469,2480,287977,265284,41138,6690,4781
2017:Q3,1317216,94682,1222534,0,1317216,0,1133,15657,12153,87267,440062,5351,10371,114752,2581,1246,294944,278124,41369,6651,5555
2017:Q4,1363968,96596,1267372,0,1363968,0,1180,16394,12230,87909,444547,5994,10657,118670,2692,2070,307055,299069,43325,6609,5567
2018:Q1,1390957,97142,1293815,0,1390957,0,1229,16486,12093,88426,452344,8150,10951,123919,2620,2232,305786,311141,43405,6938,5237
2018:Q2,1419165,99189,1319976,0,1419165,0,1497,16577,12040,88947,460431,7634,11488,129490,2548,2828,311070,320371,42241,5951,6052
2018:Q3,1455229,100177,1355052,0,1455229,0,1504,16668,11971,89471,467765,9112,11846,135389,2476,3762,319677,328442,44744,5915,6487
2018:Q4,1492819,98617,1394202,0,1492819,0,872,16760,11925,89998,472169,9523,12464,141018,2404,3699,332865,342092,43825,5881,7324
2019:Q1,1518847,98668,1420179,0,1518847,0,829,16910,11885,90498,477964,9949,13349,147427,2388,2902,337994,349265,41077,5832,10578
2019:Q2,1548175,99828,1448347,0,1548175,0,858,17060,8157,91002,487463,10480,14073,152883,2373,2688,347157,355985,41308,5796,10892
2019:Q3,1595900,101654,1494246,0,1595900,0,1002,17210,11583,92314,494894,10668,14565,160003,2357,2730,360385,367705,42726,5754,12004
2019:Q4,1635103,104516,1530587,0,1635103,0,1391,17360,11590,93644,501909,11429,15563,167052,2341,2393,364020,380171,46312,5725,14203
2020:Q1,1662914,106539,1556375,0,1662914,0,1231,17590,11364,97795,513026,12623,16552,169047,2370,2528,368584,383044,52978,5666,8516
2020:Q2,1700447,108771,1591676,0,1700447,0,1288,17820,11319,102129,520174,12958,17808,170664,2400,2233,388908,385662,53190,5606,8288
2020:Q3,1735968,109713,1626255,0,1735968,0,1371,18051,11181,106656,525773,13453,18543,171654,2429,2319,393697,403922,52159,5539,9221
2020:Q4,1787610,113116,1674495,0,1787610,0,2375,18281,11113,111383,526735,14045,19727,175478,2458,2129,419434,418433,51568,5488,8963
2021:Q1,1817129,114723,1702406,0,1817129,0,2969,18127,11127,109526,528219,14074,20670,179077,2486,2239,426779,434135,53049,5429,9223
2021:Q2,1856172,116329,1739843,0,1856172,0,2981,17974,11090,107699,538454,14485,21873,186142,2514,2143,424409,446660,53496,15523,10729
2021:Q3,1886629,117972,1768657,0,1886629,0,2931,17820,11035,105903,544631,14361,23568,193359,2543,2050,433827,451362,55696,15522,12021
2021:Q4,1938442,121418,1817024,0,1938442,0,3102,17666,10853,104137,560861,15904,25250,201636,2571,2041,444980,456177,64014,15724,13526
2022:Q1,1980665,122967,1857698,0,1980665,0,2741,17863,10772,104044,578397,15871,26774,207153,2401,2026,451457,459201,70628,16028,15309
2022:Q2,2025901,125246,1900655,0,2025901,0,2265,18060,10693,103951,608552,19335,29220,211869,2232,2143,456228,462405,66924,16332,15692
2022:Q3,2065950,125618,1940333,0,2065950,0,1602,18257,10638,103858,636981,20977,31264,214568,2062,2342,462900,463244,66891,14900,15466
2022:Q4,2107133,127779,1979354,0,2107133,0,1100,18454,10532,103765,653863,22608,33205,217482,1892,1948,489363,464102,58843,14982,14994
2023:Q1,2135257,129520,2005737,0,2135257,0,1176,18661,10455,100514,671592,22463,34786,219742,1814,1978,493915,463303,65976,14911,13971
2023:Q2,2159010,130478,2028533,0,2159010,0,1493,18762,10480,97365,680524,23742,35946,222541,1701,1706,506281,464288,65627,15050,13504
2023:Q3,2182626,132319,2050307,0,2182626,0,1620,18816,10345,94315,687538,23671,37475,225052,1613,1631,520189,466773,67150,13539,12899
2023:Q4,2201750,133358,2068393,0,2201750,0,1429,18906,10318,91360,693932,23333,38635,226202,1559,1418,530355,472114,66250,12329,13610
2024:Q1,2225846,134336,2091510,0,2225846,0,1477,19006,10295,91883,703072,24226,39634,228618,1497,1249,539020,473652,66331,12486,13400
2024:Q2,2244335,132886,2111449,0,2244335,0,1408,19104,10136,92408,707842,25116,40913,231316,1399,1301,545702,475080,66823,12483,13304
2024:Q3,2263327,133543,2129784,0,2263327,0,1442,19231,10048,92937,711886,23722,42130,237285,1282,1358,558232,474823,63526,12312,13113
2024:Q4,2295342,135030,2160312,0,2295342,0,1489,19378,9959,93469,710209,22877,43853,240185,1161,1593,591039,473203,61941,12091,12895
2025:Q1,2315752,135750,2180002,0,2315752,0,1549,19499,9878,94001,719265,23324,45162,242111,1013,1637,598083,473650,61552,11844,13184
