date,FA766000105.Q,FA765013005.Q,FA764090005.Q,FA764010005.Q,FA763013005.Q,FA754112205.Q,FA764016005.Q,FA763025000.Q,FA403197033.Q,FA762050005.Q,FA764022005.Q,FA763069175.Q,FA763061100.Q,FA763061705.Q,FA763061805.Q,FA763061503.Q,FA763061603.Q,FA763061403.Q,FA763061795.Q,FA763062000.Q,FA763063005.Q,FA763063673.Q,FA763063653.Q,FA763063663.Q,FA763063693.Q,FA763063095.Q,FA764023005.Q,FA763068005.Q,FA763069005.Q,FA763065005.Q,FA763066000.Q,FA763092305.Q,FA763064103.Q,FA763092100.Q,FA763094905.Q,FA763064203.Q,FA763040005.Q,FA763090005.Q,FA764194005.Q,FA764190005.Q,FA764110005.Q,FA713022003.Q,FA713068715.Q,FA764112205.Q,FA764116005.Q,FA763127005.Q,FA763130005.Q,FA762150005.Q,FA764122005.Q,FA763169175.Q,FA763163005.Q,FA763169305.Q,FA763178000.Q,FA763190005.Q,FA763194705.Q,FA763193005.Q,FA763181105.Q,FA763164105.Q,FA763194603.Q,FA767005005.Q,FA763066303.Q,FA763139105.Q
1953:Q2,1170,409,-6364,-1448,-1308,0,-140,184,144,-1820,-11136,-376,-9288,-1748,4,0,0,0,-1752,-60,336,0,0,0,0,336,9988,1068,-88,6880,2128,0,84,8,76,0,0,-2444,-8392,-8392,-4276,-836,-2544,-868,-28,-9688,9508,-2316,-88,-88,0,428,-344,-1616,0,-1616,0,0,0,-1268,0,ND
1953:Q3,1251,422,28412,836,908,0,-72,-368,-96,752,12388,400,10104,828,72,0,0,0,756,672,384,0,0,0,0,384,8864,1492,280,6348,744,4,88,8,32,0,0,5904,27624,27624,5928,336,1100,4336,156,14824,6928,756,280,280,0,332,440,-1864,0,-1864,0,0,0,41,0,ND
1953:Q4,1224,415,4976,-636,-872,8,228,48,308,-868,6824,184,-1252,7264,-28,0,0,0,7292,632,-4,0,0,0,0,-4,1724,-5200,184,6008,732,0,112,12,44,0,0,-2592,4284,4284,-5404,1000,-1264,-4468,-672,-8236,10840,-784,188,188,0,604,932,6144,0,6144,0,0,0,117,0,ND
1954:Q1,1174,387,5580,-2476,-2424,0,-52,460,724,428,4880,612,-760,1580,44,0,0,0,1536,2540,908,0,0,0,0,908,1744,-2396,24,5368,-1252,0,128,8,160,0,0,-476,4892,4892,-2256,-1600,476,-808,-324,656,10764,148,24,24,0,-1288,-504,-2652,0,-2652,0,0,0,99,0,ND
1954:Q2,1254,385,19168,332,212,0,120,212,320,-444,6976,-64,8484,-3304,-40,0,0,0,-3264,2332,-472,0,0,0,0,-472,10660,1608,28,7412,1612,0,152,12,76,0,0,872,16876,16876,252,128,-440,600,-36,6104,11652,-196,28,28,0,180,-632,-512,0,-512,0,0,0,-1424,0,ND
1954:Q3,1297,393,21436,-1408,-1576,8,160,12,-184,936,8136,548,11364,-5480,8,0,0,0,-5488,1792,-88,0,0,0,0,-88,9348,1004,64,8476,-196,0,152,12,44,0,0,4388,21064,21064,3548,-224,608,3044,120,8732,8412,1208,64,64,0,56,764,-1720,0,-1720,0,0,0,532,0,ND
1954:Q4,1770,392,18580,-1064,-1348,16,268,-856,116,-840,9480,-176,1768,6920,-100,0,0,0,7020,1116,-148,0,0,0,0,-148,13332,1704,844,9516,1268,0,128,16,92,0,0,-1824,16416,16416,-3592,1188,-656,-4120,-4,2256,9776,-1244,856,856,0,712,256,7396,0,7396,0,0,0,-786,0,ND
1955:Q1,1872,472,10756,-584,-384,-8,-192,1540,228,2616,-7252,-304,-8904,472,72,0,0,0,400,1896,-412,0,0,0,0,-412,14600,3068,-208,9056,2684,0,104,12,156,0,0,-664,10720,10720,904,-1024,2352,-432,8,4788,8560,2612,-216,-216,0,-660,-840,-4428,0,-4428,0,0,0,1364,0,ND
1955:Q2,1844,503,14348,-448,-716,8,260,-516,-16,-2168,-12164,-516,-6440,-3552,16,0,0,0,-3568,-868,-788,0,0,0,0,-788,25736,10448,-488,11404,4372,0,88,12,104,0,0,3720,12544,12544,84,1192,-2092,876,108,3064,8876,-2452,-488,-488,0,1260,-820,3020,0,3020,0,0,0,-464,0,ND
1955:Q3,1878,538,14808,2320,2268,0,52,452,-744,1392,-10256,92,-7464,-2168,36,0,0,0,-2204,172,-888,0,0,0,0,-888,19880,6220,52,11152,2456,4,76,12,44,0,0,1628,14380,14380,4436,-248,2296,2260,128,3060,5616,1668,48,48,0,1032,196,-1676,0,-1676,0,0,0,912,0,ND
1955:Q4,2421,564,12556,-256,-652,0,396,-624,116,-1200,-4828,-272,-6424,2952,72,0,0,0,2880,-600,-484,0,0,0,0,-484,22520,10956,-92,8464,3192,0,68,16,68,0,0,-3324,11140,11140,-1092,3188,-2168,-2044,-68,-2428,9180,-1736,-96,-96,0,568,-36,6780,0,6780,0,0,0,441,0,ND
1956:Q1,2144,416,16036,-300,-112,0,-188,1108,292,2584,-2332,144,-2648,120,192,0,0,0,-72,476,-424,0,0,0,0,-424,13556,3920,56,7984,1596,0,60,12,240,0,0,816,15188,15188,-1072,-3168,2396,-548,248,10180,8392,3156,64,64,0,-1116,-168,-4248,0,-4248,0,0,0,880,0,ND
1956:Q2,2181,426,7392,-252,-328,20,56,-2488,-128,-2296,-13516,-204,-11176,-2108,52,0,0,0,-2160,176,-204,0,0,0,0,-204,21176,8080,76,9104,3916,0,44,16,108,0,0,4728,4664,4664,-1320,1652,-1896,-400,-676,-4664,11004,-2944,76,76,0,140,-252,2624,0,2624,0,0,0,-974,0,ND
1956:Q3,2443,441,12788,1432,1128,8,296,2684,-320,1872,-264,344,-260,-904,32,0,0,0,-936,536,20,0,0,0,0,20,11536,1512,388,9232,404,0,44,16,40,0,0,-4252,11836,11836,4600,-584,1364,2896,924,356,5848,2772,388,388,0,-124,972,-2976,0,-2976,0,0,0,1050,0,ND
1956:Q4,3074,446,14972,-408,-472,8,56,1012,96,-2160,2040,-112,1652,1528,-80,0,0,0,1608,-260,-768,0,0,0,0,-768,14852,5892,520,7008,1432,0,52,24,68,0,0,-604,14104,14104,-1612,2420,-2192,-1588,-252,1056,10372,-2988,528,528,0,344,668,5736,0,5736,0,0,0,1760,0,ND
1957:Q1,2535,535,18532,-1212,-1288,0,76,-976,-56,2484,11196,-72,8968,1040,252,0,0,0,788,704,556,0,0,0,0,556,6452,36,164,5028,1224,4,56,12,196,0,0,376,17804,17804,-3020,-3432,2268,-1612,-244,9804,14400,3564,164,164,0,-1068,-316,-5724,0,-5724,0,0,0,1272,0,ND
1957:Q2,2230,537,10508,1084,864,24,196,20,108,-664,-14868,-196,-15604,-760,80,0,0,0,-840,960,732,0,0,0,0,732,17424,8828,-128,6164,2560,0,56,20,76,0,0,7252,8608,8608,1212,888,928,-168,-436,-8108,12536,-1116,-128,-128,0,472,-432,4172,0,4172,0,0,0,-207,0,ND
1957:Q3,2248,552,13052,420,560,0,-140,-152,-588,-180,12780,332,11232,-208,144,0,0,0,-352,780,644,0,0,0,0,644,8160,-904,700,7360,1004,0,64,20,44,0,0,-7516,11884,11884,2668,-176,-192,3248,-212,2172,7576,144,704,704,0,160,552,-2092,0,-2092,0,0,0,528,0,ND
1957:Q4,2656,542,8752,-204,-236,16,16,1404,416,-1372,-1396,376,-7364,2976,-4,0,0,0,2980,1652,964,0,0,0,0,964,8924,804,352,6768,1000,0,72,20,72,0,0,816,6744,6744,-4292,1756,-2904,-2904,-240,-6792,13068,-2664,356,356,0,584,520,5964,0,5964,0,0,0,106,0,ND
1958:Q1,2105,556,24264,-984,-792,4,-196,-1312,1284,2456,20880,1452,12484,3204,156,0,0,0,3048,2516,1224,0,0,0,0,1224,-480,-6160,708,5600,-628,0,92,12,216,0,0,2100,22368,22368,-5492,-2880,272,-3164,280,10876,23068,2268,716,716,0,-2276,244,-7036,0,-7036,0,0,0,-347,0,ND
1958:Q2,1777,536,39468,472,-80,20,532,368,576,-248,15744,160,10428,-1960,-160,0,0,0,-1800,5216,1900,0,0,0,0,1900,14380,4676,-564,9484,784,0,124,12,68,0,0,7972,37468,37468,-1160,368,40,-2024,456,14856,20096,0,-568,-568,0,932,-784,4096,0,4096,0,0,0,-760,0,ND
1958:Q3,1785,529,2460,-492,-636,12,132,-32,-1036,252,10424,0,7872,1216,-24,0,0,0,1240,2188,-852,0,0,0,0,-852,5768,-6068,-228,11304,760,0,112,12,48,0,0,-12596,1336,1336,6688,612,836,5440,-200,-15784,9856,1320,-232,-232,0,324,300,-1136,0,-1136,0,0,0,132,0,ND
1958:Q4,2637,549,29928,-640,-612,0,-28,632,-160,-2628,2308,-780,1480,1228,-36,0,0,0,1264,616,-236,0,0,0,0,-236,25012,11648,-280,11820,1824,4,52,12,76,0,0,5260,29172,29172,-1472,1388,-1164,-1004,-692,12404,12548,-3588,-280,-280,0,1152,140,8268,0,8268,0,0,0,1332,0,ND
1959:Q1,2139,562,12944,532,696,-12,-152,-356,-332,3332,-4556,-176,-3308,-1400,184,0,0,0,-1584,920,-592,0,0,0,0,-592,10868,-1812,-448,9840,3288,0,16,12,276,0,0,3152,12324,12324,1824,-2200,2104,1256,664,3612,9268,4356,-452,-452,0,-844,-484,-4956,0,-4956,0,0,0,957,0,ND
1959:Q2,2241,582,23148,-1040,-1136,-12,108,844,160,-324,-12032,-664,-10952,-1160,112,0,0,0,-1272,584,160,0,0,0,0,160,30656,13316,-228,13204,4364,0,-68,16,92,0,0,4844,21528,21528,1972,400,1280,324,-32,648,11396,1020,-232,-232,0,1800,-968,5892,0,5892,0,0,0,39,0,ND
1959:Q3,2415,604,7120,200,68,-12,144,-828,-824,-1372,-7032,384,-7904,372,136,0,0,0,236,368,-252,0,0,0,0,-252,25932,8468,-92,12972,4584,0,-76,12,44,0,0,-8936,5888,5888,1880,420,-2252,3948,-236,2384,5340,-2212,-92,-92,0,1032,-172,-2272,0,-2272,0,0,0,579,0,ND
1959:Q4,2459,602,12656,-800,-948,-16,164,-608,76,-1916,-10084,-164,-9140,-12,-132,0,0,0,120,-272,-496,0,0,0,0,-496,27776,13276,632,10940,2928,0,-68,16,72,0,0,-1808,10996,10996,32,2556,496,-3556,536,-2356,7864,-2756,636,636,0,1356,-212,6432,0,6432,0,0,0,197,0,ND
1960:Q1,2183,692,6884,220,448,-40,-188,1368,-220,3924,-10756,176,-11424,1052,276,0,0,0,776,-100,-460,0,0,0,0,-460,11992,-556,688,7980,3880,0,-84,16,380,0,0,44,5756,5756,-1152,-3068,1448,-4,472,1900,8152,6936,696,696,0,-2456,480,-8800,0,-8800,0,0,0,363,0,ND
1960:Q2,2286,690,19008,-2184,-2196,-36,48,1116,808,-48,-2920,284,-2172,12,40,0,0,0,-28,-972,-72,0,0,0,0,-72,20980,8472,52,9536,2920,0,12,12,72,0,0,1160,16616,16616,-2036,180,-2192,-1144,1120,4928,13640,-1716,52,52,0,1000,708,40,0,40,0,0,0,-796,0,ND
1960:Q3,2299,664,24084,4128,4056,-32,104,-876,4,-836,15836,532,12748,692,-76,0,0,0,768,1536,328,0,0,0,0,328,13060,-1248,912,11180,2216,4,60,12,44,0,0,-7352,22460,22460,5512,476,1304,3196,536,3632,16872,-1336,924,924,0,-136,1460,-4468,0,-4468,0,0,0,11,0,ND
1960:Q4,2228,640,25920,-6440,-6680,-36,276,-272,804,-2512,10120,620,5572,2048,-44,0,0,0,2092,1784,96,0,0,0,0,96,17112,4900,1152,9832,1228,0,76,16,84,0,0,6932,22340,22340,-1496,3524,-2272,-2312,-436,-2776,20180,-3956,1160,1160,0,980,1348,6900,0,6900,0,0,0,-1993,0,ND
1961:Q1,2277,636,20652,-1856,-1804,36,-88,804,352,3988,11352,828,6140,728,4,0,0,0,724,3576,80,0,0,0,0,80,8248,-5876,652,8856,4616,0,44,16,416,0,0,-2712,19452,19452,-5148,-4368,324,-1328,224,6256,22472,4908,656,656,0,-2016,-372,-7304,0,-7304,0,0,0,441,0,ND
1961:Q2,2142,665,26088,1672,1276,40,356,-1892,512,-4008,6420,368,7992,-44,128,0,0,0,-172,-1332,-564,0,0,0,0,-564,13880,2244,128,12524,-1016,0,52,20,60,0,0,9372,22964,22964,788,1664,-284,-1224,632,-612,23392,-4100,132,132,0,1568,-1648,3444,0,3444,0,0,0,-1648,0,ND
1961:Q3,2145,691,40776,388,236,-12,164,2552,-528,4488,22904,1136,16328,-236,76,0,0,0,-312,6104,-428,0,0,0,0,-428,21220,5756,484,13644,1336,0,68,16,60,0,0,-10392,39080,39080,4080,516,188,3344,32,14784,16416,5228,488,488,0,1020,-724,-2212,0,-2212,0,0,0,-243,0,ND
1961:Q4,2146,755,34088,2532,1516,172,844,-92,632,-4624,-216,1288,-5912,2200,-56,0,0,0,2256,2776,-568,0,0,0,0,-568,30616,13404,832,13852,2528,0,96,16,80,0,0,5048,30428,30428,3992,4000,132,408,-548,-368,17876,-5384,844,844,0,2152,-824,12140,0,12140,0,0,0,-2270,0,ND
1962:Q1,2332,810,24080,484,440,-104,148,356,-284,5196,9240,-444,2672,1556,96,0,0,0,1460,5304,152,0,0,0,0,152,11968,-1320,-592,12296,1584,4,124,16,52,0,0,-3076,24336,24336,-8192,-5528,220,-3516,632,4704,32440,5684,-600,-600,0,-2044,524,-8180,0,-8180,0,0,0,1778,0,ND
1962:Q2,2576,843,31648,-120,-160,-104,144,-1676,336,-4176,4960,-884,-212,1244,68,0,0,0,1176,5596,-784,0,0,0,0,-784,26916,5396,-496,17896,4120,0,160,16,36,0,0,5196,29652,29652,900,2176,-508,-764,-4,564,27396,-4524,-504,-504,0,2464,132,3224,0,3224,0,0,0,-264,0,ND
1962:Q3,2655,820,34180,940,1224,-44,-240,2880,-836,2664,1896,556,-1108,-1064,152,0,0,0,-1216,3636,-124,0,0,0,0,-124,28396,7664,-196,18524,2404,0,168,20,24,0,0,-1972,33436,33436,6968,716,2876,3632,-256,3268,20944,3316,-196,-196,0,1116,932,-2912,0,-2912,0,0,0,1091,0,ND
1962:Q4,2640,753,51952,28,-1236,368,896,1760,916,-2260,9460,164,-676,4296,16,0,0,0,4280,5324,352,0,0,0,0,352,39188,16840,1180,17796,3372,0,144,20,52,0,0,2644,47616,47616,-3500,5048,-2900,-4548,-1100,9880,31008,-2872,1192,1192,0,1732,396,9780,0,9780,0,0,0,-2449,0,ND
1963:Q1,2570,802,20484,-1956,-1172,-128,-656,-1880,280,4956,9248,460,5412,0,-12,0,0,0,12,3292,84,0,0,0,0,84,15656,-5280,-196,16876,4256,0,128,20,60,0,0,-6028,20436,20436,-4568,-6720,628,-236,1760,-1144,32412,6048,-196,-196,0,-3860,412,-8668,0,-8668,0,0,0,1720,0,ND
1963:Q2,2493,766,40572,488,256,-132,364,-1636,168,-3912,1608,-216,-3640,260,36,0,0,0,224,5860,-656,0,0,0,0,-656,36884,9744,348,22380,4412,4,116,16,40,0,0,6796,38208,38208,640,1660,-392,16,-644,6128,27004,-4372,348,348,0,3024,-1192,6628,0,6628,0,0,0,-637,0,ND
1963:Q3,2524,812,36492,-8,-8,52,-52,2764,-1244,2816,-3332,-548,-7400,928,296,0,0,0,632,4524,-836,0,0,0,0,-836,34728,7948,36,22208,4536,0,108,20,88,0,0,552,37140,37140,2304,-812,1476,1760,-120,5308,22044,3048,180,40,140,3016,-80,1320,0,1320,0,0,0,2360,0,ND
1963:Q4,2746,932,45984,732,-696,180,1248,-288,548,-2336,-428,376,-4232,548,-72,0,0,0,620,4024,-1144,0,0,0,0,-1144,43132,16784,580,20316,5452,0,108,20,112,0,0,4384,43084,43084,604,4660,-1736,-1920,-400,-1056,33100,-3348,1376,584,792,3040,-612,9980,0,9980,0,0,0,-1087,0,ND
