date,FL152000005.Q,FL152010005.Q,FL154090005.Q,FL154000025.Q,LM154022375.Q,LM154022005.Q,LM154022075.Q,LM544022053.Q,LM574022075.Q,LM344022025.Q,LM223064223.Q,LM654022055.Q,FL154023005.Q,LM153064475.Q,LM153064105.Q,LM153064175.Q,LM543064153.Q,LM573064175.Q,LM343064125.Q,LM223064213.Q,LM653064155.Q,FL153099475.Q,FL154190005.Q,FL152090005.Q,FL154022376.Q,FL154022386.Q,FL153064476.Q,FL153064486.Q
1945:Q4,837200,189327,647873,108693,36968,35908,1060,0,873,0,0,187,55818,145888,144855,1033,0,0,0,0,1033,300506,30584,806616,4.415669151892244,5.70605302587671,17.425696311167922,22.517979437326918
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,922658,220716,701942,120598,33482,32338,1144,0,925,0,0,219,58595,139559,138515,1044,0,0,0,0,1044,349708,37441,885217,3.628865167118852,4.769912531092949,15.125762913145566,19.8818536206559
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,1030665,280815,749850,124089,31281,30079,1202,0,978,0,0,224,61966,137558,136405,1153,0,0,0,0,1153,394956,46468,984197,3.035031404712205,4.17163550502069,13.346531439832535,18.344740794719993
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,1092127,313686,778441,123835,30677,29392,1285,0,1030,0,0,255,64759,136712,135486,1226,0,0,0,0,1226,422458,55109,1037018,2.808922569634363,3.940825639221984,12.517958807570917,17.56228297386693
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,1142485,340071,802414,124510,29404,27990,1414,0,1095,0,0,319,66995,145165,142455,2710,0,0,0,0,2710,436340,63061,1079424,2.573687744151772,3.664441910052908,12.706073370282681,18.09103216816863
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,1248246,387297,860949,129169,30094,28544,1550,0,1152,0,0,398,68212,167593,164696,2897,0,0,0,0,2897,465881,76803,1171443,2.4109029599038245,3.4954451022434205,13.426279649071631,19.46607732505754
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,1366090,430932,935158,138346,30221,28451,1770,0,1308,0,0,462,68597,187921,184698,3223,0,275,0,0,2948,510072,85567,1280523,2.2122265228364903,3.2316472457917946,13.756123900531293,20.095112076914724
1952:Q1,1385095,437115,947980,138706,32780,30920,1860,0,1359,0,0,501,68481,189705,186382,3323,0,289,0,0,3034,518308,86224,1298871,2.366624457019191,3.4578783993573614,13.696171220830555,20.01149547742795
1952:Q2,1411928,448848,963080,139181,35001,33084,1917,0,1407,0,0,510,68618,195986,192554,3432,0,312,0,0,3120,524294,90411,1321517,2.4789506466081255,3.634277265300511,13.880735448305478,20.34991754856107
1952:Q3,1427784,453488,974296,143473,36733,34755,1978,0,1462,0,0,516,68829,195633,192052,3581,0,320,0,0,3261,529628,93441,1334343,2.5727280711243314,3.770209428420096,13.7018623781958,20.079421259088793
1952:Q4,1436132,463998,972134,147805,37238,35169,2069,0,1530,0,0,539,69176,184802,181107,3695,0,369,0,0,3326,533113,97890,1338242,2.5929367186875556,3.830540961680536,12.868035111630526,19.00992617220276
1953:Q1,1448829,472950,975879,150416,37350,35208,2142,0,1600,0,0,542,69877,181488,177850,3638,0,383,0,0,3255,536748,100207,1348622,2.5779446493363314,3.8273202288974724,12.526533293674754,18.597394744367993
1953:Q2,1455554,481976,973578,149761,41237,39045,2192,0,1672,0,0,520,69783,172180,168575,3605,0,408,0,0,3197,540617,104699,1350855,2.8330798818752894,4.235614535091566,11.829175111217774,17.685285317847217
1953:Q3,1472672,493036,979636,153908,41625,39364,2261,0,1737,0,0,524,69946,167445,163841,3604,0,434,0,0,3170,546712,107229,1365443,2.8264945521525195,4.249026246117482,11.370147274118406,17.09256936411151
1953:Q4,1496856,493418,1003438,157133,41020,38681,2339,0,1792,0,0,547,70364,181570,177571,3999,0,478,0,0,3521,553351,110624,1386232,2.7404103554614383,4.087945171673798,12.130090400807736,18.09478802586084
1954:Q1,1519503,498301,1021202,157516,41463,39020,2443,0,1848,0,0,595,70699,192961,188597,4364,0,521,0,0,3843,558563,110496,1409007,2.7287214055091495,4.060215842110478,12.698955963834043,18.89548052744567
1954:Q2,1545011,501395,1043616,159413,40964,38450,2514,0,1906,0,0,608,71195,208529,203774,4755,0,537,0,0,4218,563515,114312,1430699,2.6513719938145957,3.9251969737016537,13.496922920080163,19.981383647325263
1954:Q3,1584701,510860,1073841,165202,39990,37369,2621,0,1973,0,0,648,71729,227122,221809,5313,0,564,0,0,4749,569798,117763,1466938,2.523504666565683,3.72401551437442,14.332168714171821,21.15043389986864
1954:Q4,1607213,520894,1086319,168284,39806,37084,2722,0,2051,0,0,671,72409,228886,222894,5992,0,631,0,0,5361,576934,123092,1484121,2.476709428985162,3.6643006295612164,14.241172545915134,21.069866700943287
1955:Q1,1632189,527830,1104359,170023,41555,38748,2807,0,2130,0,0,677,72984,235692,229229,6463,0,710,0,0,5753,584105,126315,1505874,2.5459674617104295,3.762816372357565,14.440239754192147,21.341973683881584
1955:Q2,1674424,540617,1133807,170134,43169,40234,2935,0,2207,0,0,728,73186,257249,249979,7270,0,904,0,0,6366,590069,133426,1540998,2.578140684258079,3.8074389564331748,15.363434707422144,22.688963471553144
1955:Q3,1719114,555200,1163914,175011,45344,42276,3068,0,2273,0,0,795,73478,271515,264068,7447,0,1089,0,0,6358,598565,138787,1580327,2.6376380630296405,3.8958211428435217,15.793893319590088,23.32775841564835
1955:Q4,1745160,565453,1179707,177800,46506,43368,3138,0,2318,0,0,820,73853,273490,265346,8144,0,1217,0,0,6927,608058,144426,1600734,2.664855530580895,3.9421643946858147,15.671340021901884,23.1828697437454
1956:Q1,1790019,577329,1212690,179208,48815,45534,3281,0,2365,0,0,916,74568,290435,281568,8867,0,1363,0,0,7504,619664,146184,1643835,2.7270664391659865,4.025349506336713,16.225249231981426,23.94965448884366
1956:Q2,1805577,588163,1217414,180728,50121,46872,3249,0,2423,0,0,826,74829,281479,272443,9036,0,1348,0,0,7688,630257,151445,1654132,2.7758989072656655,4.117004441436549,15.589418577407319,23.12105291536718
1956:Q3,1827461,599569,1227892,184955,52124,48602,3522,0,2497,0,0,1025,75081,276108,267405,8703,0,1342,0,0,7361,639624,154832,1672629,2.852264049929508,4.245000337203669,15.108835129651151,22.486350876844266
1956:Q4,1870251,608073,1262178,188841,52704,49060,3644,0,2593,0,0,1051,75344,297054,287754,9300,0,1413,0,0,7887,648235,159599,1710652,2.8180181287260777,4.1756406882356085,15.883112424305484,23.535040395475495
1957:Q1,1884571,619052,1265519,190956,55381,51600,3781,0,2687,0,0,1094,75288,283505,274211,9294,0,1403,0,0,7891,660389,160760,1723811,2.938652836083868,4.376149130798634,15.043476504468266,22.402270802749438
1957:Q2,1926834,630622,1296212,192241,56573,52610,3963,0,2772,0,0,1191,75287,300531,290571,9960,0,1590,0,0,8370,671580,165827,1761007,2.9360596033095763,4.364486065302848,15.597138717095262,23.18532447795822
1957:Q3,1928251,639377,1288874,196665,58986,54976,4010,0,2844,0,0,1166,75328,274196,264952,9244,0,1528,0,0,7716,683700,168970,1759281,3.0590409425110856,4.576551423598597,14.219929988010199,21.274066628437954
1957:Q4,1948078,643776,1304302,199551,59808,55721,4087,0,2907,0,0,1180,75453,275271,266362,8909,0,1498,0,0,7411,694219,172075,1776003,3.0701032616870516,4.585441813888564,14.130390498726866,21.10485476108412
1958:Q1,1980597,644343,1336254,202912,60448,56176,4272,0,2974,0,0,1298,76047,290157,280533,9624,0,1612,0,0,8012,706691,171210,1809387,3.052008817712466,4.523690309816448,14.649975557851311,21.714207405131866
1958:Q2,2011464,650043,1361421,203410,58962,54438,4524,0,3046,0,0,1478,76774,305719,294974,10745,0,1796,0,0,8949,716556,174780,1836684,2.931297359680106,4.330915042763463,15.19882801641807,22.45587015295619
1958:Q3,2069235,660430,1408805,211774,57572,52971,4601,0,3124,0,0,1477,77310,336010,323831,12179,0,2037,0,0,10142,726139,178356,1890879,2.7822840874341654,4.086583617002637,16.238367196184846,23.850708003005906
1958:Q4,2105227,670313,1434914,216184,58802,54143,4659,0,3206,0,0,1453,77911,347686,333702,13984,0,2312,0,0,11672,734331,184146,1921081,2.7931431822475696,4.0979463916820205,16.515369893250718,24.230444357987057
1959:Q1,2128284,674223,1454061,218265,61732,56944,4788,0,3260,0,0,1528,78234,354874,339992,14882,0,2427,0,0,12455,740956,186640,1941644,2.9005522843357747,4.245488024601198,16.674181807674685,24.405710445835638
1959:Q2,2163094,686600,1476494,221237,62867,57963,4904,0,3342,0,0,1562,78257,367534,351618,15916,0,2656,0,0,13260,746599,193675,1969419,2.906346535623624,4.257857535044771,16.991126785497844,24.892350697267958
1959:Q3,2182386,697397,1484989,227012,66127,61011,5116,0,3417,0,0,1699,77996,361247,345702,15545,0,2684,0,0,12861,752607,199890,1982496,3.030032805555501,4.453030780640745,16.552849228129325,24.32658385249788
1959:Q4,2222784,706020,1516764,229104,69671,64358,5313,0,3514,0,0,1799,76515,381544,364772,16772,0,2905,0,0,13867,759929,206698,2016086,3.1344031375934334,4.59339862773816,17.16514347045326,25.155138953391344
1960:Q1,2231936,720531,1511405,229259,75131,69706,5425,0,3577,0,0,1848,76522,360477,344367,16110,0,2826,0,0,13284,770015,207621,2024315,3.3661813867558497,4.970939024556495,16.150869384855632,23.850463680172656
1960:Q2,2256823,726936,1529887,231115,76053,70504,5549,0,3630,0,0,1919,76883,367368,350355,17013,0,3024,0,0,13989,778468,214480,2042343,3.369914110074667,4.971151147515538,16.278103517151333,24.012752353759726
1960:Q3,2256755,734741,1522014,237823,75561,69857,5704,0,3698,0,0,2006,77909,342430,326084,16346,0,2921,0,0,13425,788291,219062,2037693,3.348214729024268,4.964540727279789,15.173557386214847,22.498480449470204
1960:Q4,2315603,737552,1578051,242843,74999,69154,5845,0,3802,0,0,2043,79315,382928,364813,18115,0,3309,0,0,14806,797965,224545,2091058,3.2388541215057063,4.752635035263827,16.536859571993453,24.265883928899143
1961:Q1,2366909,736009,1630900,245986,73709,67790,5919,0,3828,0,0,2091,79890,424427,403502,20925,0,3816,0,0,17109,806888,225306,2141603,3.114145695195849,4.519528625643786,17.93169782489097,26.024094425322758
1961:Q2,2395774,748133,1647641,249689,73848,67904,5944,0,3908,0,0,2036,81431,425042,403359,21683,0,3919,0,0,17764,817632,231507,2164267,3.0824272339101833,4.482043467405984,17.741320500970264,25.796998151245454
1961:Q3,2436485,759552,1676933,255219,74494,68371,6123,0,3963,0,0,2160,81787,435695,412972,22723,0,4132,0,0,18591,829737,235782,2200703,3.0574373995506097,4.442276779459835,17.88211383194892,25.98166001861563
1961:Q4,2499626,769614,1730012,260491,75881,69387,6494,0,4045,0,0,2449,82589,468445,443622,24823,0,4571,0,0,20252,842606,242908,2256718,3.035694033479748,4.386154324857962,18.740602937671095,27.07755647274137
1962:Q1,2514005,779404,1734601,265056,75876,69362,6514,0,4101,0,0,2413,83005,458251,433425,24826,0,4573,0,0,20253,852413,244235,2269770,3.018131539108817,4.3742614871556595,18.22792834898926,26.41824053538768
1962:Q2,2426155,786518,1639637,269768,75648,69118,6530,0,4195,0,0,2335,84263,349162,329923,19239,0,3569,0,0,15670,860796,251334,2174821,3.11802407378579,4.613709793586087,14.391591673433728,21.295097753493096
1962:Q3,2471822,793692,1678130,277439,77076,70279,6797,0,4237,0,0,2560,84956,368392,348575,19817,0,3850,0,0,15967,870266,257549,2214273,3.1181954110195,4.592984257728467,14.903662809242638,21.952533322138414
1962:Q4,2584246,803569,1780677,286577,76171,69232,6939,0,4341,0,0,2598,85161,453883,431479,22404,0,4377,0,0,18027,878885,265044,2319202,2.947514488953765,4.2776442660328335,17.563456754182756,25.489347162772845
1963:Q1,2621873,813441,1808432,294687,72519,65500,7019,0,4419,0,0,2600,85257,468185,444237,23948,0,4702,0,0,19246,887784,267954,2353919,2.765919088257281,4.010042221216603,17.856877037670298,25.88898249559729
1963:Q2,2663708,817641,1846067,300792,71593,64641,6952,0,4506,0,0,2446,87139,491157,465592,25565,0,4990,0,0,20575,895386,277471,2386237,2.6877332167111425,3.8781560501519583,18.43885498390538,26.60560079739211
1963:Q3,2713000,830885,1882115,308199,72275,65002,7273,0,4596,0,0,2677,87304,511894,485481,26413,0,5254,0,0,21159,902442,284988,2428012,2.664026758547818,3.8400973014851445,18.868204657216577,27.19782808320702
1963:Q4,2716670,839163,1877507,317421,74097,66655,7442,0,4663,0,0,2779,87856,484859,457587,27272,0,5534,0,0,21738,913273,293999,2422671,2.7274816607564376,3.9465461903440366,17.84755707925021,25.82463134821883
1964:Q1,2767487,843874,1923613,320509,75843,68234,7609,0,4763,0,0,2846,89168,515853,486613,29240,0,5938,0,0,23302,922240,297963,2469524,2.7404925936293725,3.942725469627275,18.639766610286,26.816887859183808
1964:Q2,2821451,860173,1961278,328292,76305,68446,7859,0,4826,0,0,3033,88453,531944,501922,30022,0,6227,0,0,23795,936284,307560,2513891,2.704468273682174,3.890588029028446,18.85356499577345,27.12232012143253
1964:Q3,2874619,869241,2005378,338661,77377,69385,7992,0,4883,0,0,3109,89905,550562,518877,31685,0,6528,0,0,25157,948873,314372,2560247,2.6917217158557913,3.8584620069877422,19.1525147091646,27.45426836224426
1964:Q4,2927550,884104,2043446,346262,78024,69875,8149,0,5025,0,0,3124,90360,562568,530699,31869,79,6741,0,0,25049,966233,323363,2604187,2.6651479861244685,3.8182334544088286,19.216337767874688,27.53035258023842
1965:Q1,2975323,895205,2080118,351644,79620,71018,8602,0,5140,0,0,3462,90861,577146,544164,32982,80,6991,0,0,25911,980846,326858,2648465,2.67600955688606,3.8276642276435657,19.397767342917103,27.745842672189582
1965:Q2,2982010,903703,2078307,358175,79303,70757,8546,0,5183,0,0,3363,91268,553696,521171,32525,78,6914,0,0,25533,995865,336463,2645547,2.659392009109405,3.81576607962584,18.567868120190987,26.641668885708093
1965:Q3,3066641,912541,2154100,369738,80999,72069,8930,0,5198,0,0,3732,91547,602515,566815,35700,87,7722,0,0,27891,1009301,343379,2723262,2.6412864885983134,3.760214450343835,19.647381880323973,27.97060052998031
1965:Q4,3155924,930933,2224991,380386,80486,71438,9048,0,5276,0,0,3772,92289,639972,601439,38533,229,8151,0,0,30153,1031858,352779,2803145,2.5503212635685246,3.6173719213339166,20.278440854831693,28.762910620153608
1966:Q1,3166213,935818,2230395,384390,87702,78025,9677,0,5470,0,0,4207,92113,620386,581368,39018,228,8153,0,0,30637,1045804,355957,2810256,2.769937852566297,3.932134648885173,19.593958274458743,27.81509417925307
1966:Q2,3208152,971316,2236836,388647,89068,79074,9994,0,5530,0,0,4464,93987,593399,555687,37712,224,7974,0,0,29514,1071734,365653,2842499,2.7763035249474357,3.981876165729529,18.496614890991413,26.528522302874308
1966:Q3,3183355,979816,2203539,393521,95020,84603,10417,0,5609,0,0,4808,94629,531096,497826,33270,206,7342,0,0,25722,1089273,369544,2813811,2.9849078519013803,4.312163851103301,16.68351510931166,24.101933571544773
1966:Q4,3278452,1005985,2272467,400623,96719,86024,10695,0,5720,0,0,4975,95730,568254,531716,36538,515,7894,0,0,28129,1111141,376015,2902437,2.95014539574553,4.256127638777203,17.333009185585357,25.00605548605722
1967:Q1,3384890,1013799,2371091,410212,95107,84641,10466,0,5761,0,0,4705,96510,641827,599333,42494,588,9099,0,0,32807,1127434,375805,3009085,2.809759494559437,4.011118535068228,18.961545115113562,27.068866645716227
1967:Q2,3433386,1028915,2404471,421877,90241,80255,9986,0,5747,0,0,4239,97376,649258,605033,44225,595,9364,0,0,34266,1145718,383139,3050247,2.6283510351356694,3.7530682371247766,18.91014485705105,27.00212531495565
1967:Q3,3526005,1047817,2478188,433295,94279,84437,9842,0,5816,0,0,4026,98440,689164,641200,47964,633,10104,0,0,37227,1163009,389200,3136805,2.6738159184004084,3.80434770402588,19.54519336276696,27.809211166215107
1967:Q4,3614917,1074444,2540473,445900,97326,87305,10021,0,5842,0,0,4179,100037,712951,663676,49275,1058,10221,0,0,37996,1184260,410854,3204063,2.692348426815498,3.831025058549463,19.722460081342682,28.063692661515656
1968:Q1,3629487,1104944,2524543,450725,100894,90165,10729,0,5978,0,0,4751,100278,659729,614634,45095,996,9656,0,0,34443,1212917,402456,3227031,2.779837015133623,3.996518371544183,18.176920914518803,26.13261064497631
1968:Q2,3780538,1130409,2650129,458177,101717,91551,10166,0,5979,0,0,4187,103108,750787,697727,53060,1158,11195,0,0,40707,1236340,415170,3365368,2.6905547149564253,3.838207039056491,19.859265836902875,28.330207708461042
1968:Q3,3849847,1152240,2697607,470260,102684,92165,10519,0,6015,0,0,4504,105564,760937,705275,55662,1225,11774,0,0,42663,1258162,422768,3427079,2.667210159571225,3.8064666361436226,19.76539215730126,28.207865633339104
1968:Q4,4031835,1200814,2831021,484971,100541,90473,10068,0,6077,0,0,3991,105878,850281,791494,58787,1946,12291,0,0,44550,1289350,436130,3595705,2.4936730676762937,3.551396631692131,21.089186659876198,30.03443692753283
1969:Q1,4048863,1233241,2815622,482576,112566,101511,11055,0,6077,0,0,4978,100691,801536,745190,56346,1938,12163,0,0,42245,1318254,434905,3613958,2.7801874670989712,3.9979079824079973,19.796566590626465,28.467451397988608
1969:Q2,4067870,1259294,2808576,488918,110506,99897,10609,0,6033,0,0,4576,102168,761913,707585,54328,1960,12185,0,0,40183,1345071,446316,3621554,2.7165459064628106,3.9345760262015417,18.73002769713442,27.128095929434586
1969:Q3,4095198,1278066,2817132,486112,125839,114569,11270,0,6151,0,0,5119,99453,739328,686177,53151,1938,11951,0,0,39262,1366401,452164,3643034,3.072832822319842,4.46690415147476,18.053527826481584,26.243984967588897
1969:Q4,4124086,1308558,2815528,492052,132804,121674,11130,0,6202,0,0,4928,103989,693174,638984,54190,2774,12285,0,0,39131,1393509,463762,3660324,3.2201969722133947,4.716830898518677,16.807950297302447,24.619692517936027
1970:Q1,4144664,1318182,2826482,489065,141870,130275,11595,0,6247,0,0,5348,100337,672254,614908,57346,2787,15335,0,0,39224,1422956,456221,3688443,3.4229435499412144,5.019296506386501,16.219738429293415,23.784113072520135
1970:Q2,4087695,1356658,2731037,503472,135696,122876,12820,0,6267,0,0,6553,101115,529633,485261,44372,2234,12530,0,0,29608,1461122,462779,3624916,3.319626897344813,4.968670035932027,12.956753786159513,19.39309334784939
1970:Q3,4222323,1362718,2859605,525253,137160,124805,12355,0,6465,0,0,5890,103437,616893,564921,51972,2755,14978,0,0,34239,1476861,469717,3752606,3.2484586739588415,4.796481365934077,14.610270584262377,21.57265880291053
1970:Q4,4354328,1390677,2963651,541812,135733,123668,12065,0,6619,0,0,5446,105936,676233,617731,58502,4006,16772,0,0,37724,1503937,478718,3875610,3.1172016906664592,4.579931724895415,15.530134832137342,22.817566608724047
1971:Q1,4520651,1426998,3093653,565757,131523,119817,11706,0,6483,0,0,5223,105053,745298,677526,67772,4615,19215,0,0,43942,1546022,481470,4039181,2.909387949157045,4.251390609757465,16.48652380175092,24.09120189647262
1971:Q2,4608498,1460893,3147605,586950,128605,117233,11372,0,6301,0,0,5071,105296,742227,673299,68928,4742,19734,0,0,44452,1584527,495120,4113378,2.790612349691807,4.085814711865485,16.10561837494914,23.58069278498165
1971:Q3,4681387,1490696,3190691,602006,133240,122312,10928,0,6219,0,0,4709,103970,728851,658901,69950,5015,20825,0,0,44110,1622625,507864,4173523,2.8461558218137037,4.175884562653015,15.569125366298376,22.843046671177802
1971:Q4,4818473,1517841,3300632,622731,129362,117695,11667,0,6387,0,0,5280,105466,782708,707587,75121,6477,22163,0,0,46481,1660364,524058,4294415,2.6847086282609385,3.919308935505665,16.243909757084964,23.713895797969954
1972:Q1,4984763,1570853,3413910,641738,130994,118766,12228,0,6644,0,0,5584,105057,828032,748641,79391,7123,24058,0,0,48210,1708089,531304,4453459,2.62789232168935,3.8370725039457327,16.611269871958743,24.2546646052607
1972:Q2,5069698,1600621,3469077,660025,128596,116026,12570,0,7071,0,0,5499,106601,823946,744860,79086,7303,24271,0,0,47512,1749910,551242,4518456,2.5365554210477583,3.706913795213398,16.252361759880348,23.751148314202297
1972:Q3,5210151,1649560,3560591,683906,130266,116679,13587,0,7690,0,0,5897,105819,843306,764315,78991,7617,24841,0,0,46533,1797294,566693,4643458,2.5002318818869593,3.6585458286282,16.185820973005914,23.684430325327295
1972:Q4,5475168,1714199,3760969,708033,128743,114853,13890,0,8125,0,0,5765,108660,967299,882122,85177,8727,26954,0,0,49496,1848234,585391,4889777,2.351397980892077,3.423133545064682,17.6670133758389,25.719400381979103
1973:Q1,5512851,1758656,3754195,729042,135147,120345,14802,0,8656,0,0,6146,106699,888845,812281,76564,8486,25565,0,0,42513,1894462,597513,4915338,2.451481861552081,3.5998808487502094,16.123148604924367,23.67605275597419
1973:Q2,5571543,1819083,3752460,746664,136233,121039,15194,0,8978,0,0,6216,109114,813795,744351,69444,8169,23900,0,0,37375,1946654,616421,4955122,2.4451622085435747,3.630505526415015,14.60627572061366,21.6869721520908
1973:Q3,5773154,1891184,3881970,760116,147424,131476,15948,0,9498,0,0,6450,108140,861817,785638,76179,9216,26195,0,0,40768,2004474,635514,5137640,2.553616594621052,3.7976649286274706,14.928007851107452,22.200502608669463
1973:Q4,5752964,1943148,3809816,778900,149235,133185,16050,0,9826,0,0,6224,111158,714391,647173,67218,7924,23389,0,0,35905,2056132,651927,5101037,2.594057717550116,3.917123728113537,12.417792580658258,18.75132910089112
1974:Q1,5788000,1944362,3843638,796820,157528,140679,16849,0,10203,0,0,6646,110372,678229,612434,65795,8373,24216,0,0,33206,2100688,656176,5131824,2.721638977565998,4.09842108467652,11.717851034145319,17.645502633265828
1974:Q2,5791548,1962169,3829379,813250,157250,140069,17181,0,10653,0,0,6528,114019,597082,537817,59265,7823,22141,0,0,29301,2147778,676967,5114581,2.7151682249191507,4.106416915138373,10.309533187437346,15.592124671882443
1974:Q3,5769845,2002021,3767824,822760,147842,129895,17947,0,11448,0,0,6499,140979,439258,395668,43590,5921,16570,0,0,21099,2216985,695386,5074459,2.562315245043596,3.923793211009327,7.612992730924523,11.658131937843091
1974:Q4,5921640,2064417,3857223,842908,157944,138999,18945,0,12250,0,0,6695,142474,440087,391408,48679,6146,18689,0,0,23844,2273809,708576,5213064,2.6672390715491616,4.094767214580523,7.431849984838156,11.409436816595885
1975:Q1,6174196,2142403,4031793,859589,156355,136156,20199,0,13389,0,0,6810,138099,547548,485182,62366,7419,25731,0,0,29216,2330203,707900,5466296,2.532401591909686,3.8780619789495168,8.868321247227442,13.580744679617714
1975:Q2,6421490,2216133,4205357,888178,156049,134616,21433,0,14439,0,0,6994,141633,630227,556835,73392,8536,30802,0,0,34054,2389269,721930,5699560,2.430107014170077,3.710721347795573,9.81434605110246,14.98629615655694
1975:Q3,6437031,2228768,4208263,905665,172332,149621,22711,0,15475,0,0,7236,141151,550054,486024,64030,7431,27970,0,0,28629,2439060,742013,5695018,2.677199466031172,4.095090118123552,8.545154359413425,13.07081434128258
1975:Q4,6627657,2286518,4341139,927696,183803,160264,23539,0,16309,0,0,7230,146407,593701,523873,69828,9276,30240,0,0,30312,2489532,765731,5861926,2.7732655918131237,4.233970166872492,8.957931706186551,13.676156987213945
1976:Q1,6837419,2335041,4502378,951673,181489,157362,24127,0,17158,0,0,6969,148556,690486,610222,80264,10644,34626,0,0,34994,2530175,775261,6062158,2.654345578689222,4.030952679575773,10.098628223414506,15.336018348188988
1976:Q2,7040829,2420317,4620512,980486,185221,160383,24838,0,17954,0,0,6884,149373,709414,629097,80317,10834,34596,0,0,34887,2596018,802013,6238816,2.630670739987069,4.008668869066919,10.075716480811387,15.353578985096267
1976:Q3,7181766,2471455,4710311,1002585,189893,164811,25082,0,18111,0,0,6971,150101,719234,640103,79131,11069,34586,0,0,33476,2648498,827173,6354593,2.6440972636103504,4.03142959911575,10.014727925488636,15.269359089604068
1976:Q4,7377974,2543119,4834855,1029651,192676,166903,25773,0,18285,0,0,7488,156853,744565,664031,80534,12179,35140,0,0,33215,2711110,855307,6522667,2.6115037517991158,3.985146875200657,10.091723889480129,15.399940320148216
1977:Q1,7503834,2630011,4873823,1064559,194028,167399,26629,0,18505,0,0,8124,152609,682547,608789,73758,11512,33238,0,0,29008,2780080,872087,6631747,2.5857160253028932,3.9810193580326607,9.095974229205813,14.004341208502483
1977:Q2,7721843,2742979,4978864,1088395,191353,162772,28581,0,19425,0,0,9156,155173,698901,622067,76834,11881,34491,0,0,30462,2845043,910820,6811023,2.4780685678722207,3.8432975561958114,9.050959262158118,14.037355569764776
1977:Q3,7899404,2839343,5060061,1121835,195190,164979,30211,0,19751,0,0,10460,154647,665485,591498,73987,11506,33733,0,0,28748,2922904,949004,6950400,2.4709466484487184,3.857464579018198,8.424497713828071,13.151721243157393
