1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2021:Q1,153908294,45017019,108891275,17181010,8528740,2979771,5548969,472910,1792588,36579,57962,3188930,1374818,44175968,28584173,15591795,1690610,5344184,432703,145032,7979266,37630739,17293221,136615073,5.5414427969528735,7.832344759146774,28.702786091328285,40.568877899262
2021:Q2,161323081,47684439,113638642,17286174,8589839,2870616,5719223,486170,1856459,36723,57182,3282689,1396192,47741062,31141255,16599807,1783325,5698276,470441,148058,8499707,38625375,18009796,143313285,5.3246187173617,7.558906741264256,29.593448107166648,42.011292501588606
2021:Q3,165320611,49976534,115344077,17421103,8778283,2960203,5818080,485004,1888860,36190,55779,3352247,1440924,48006393,31654722,16351671,1721501,5607769,464566,140066,8417769,39697375,18356015,146964596,5.309853685601176,7.610518698926826,29.03835924208844,41.62016301830502
2021:Q4,170046371,51131331,118915040,18054889,8571671,2648835,5922836,484716,1913778,36989,54428,3432925,1459343,50482231,33032952,17449279,1784994,5974276,504229,143366,9042414,40346906,18740869,151305502,5.04078441787523,7.208231172679095,29.6873323024893,42.452351935075995
2022:Q1,171923745,55027779,116895966,18353665,8349987,2779552,5570435,451066,1814080,34174,50106,3221009,1564609,48115276,31973618,16141658,1643489,5603480,466693,129099,8298897,40512428,19034494,152889251,4.856797056614113,7.143092855681552,27.986405487383735,41.16076722227786
2022:Q2,166608104,57546335,109061769,18300600,8128111,3032181,5095930,409852,1702222,30860,44448,2908548,1525341,40197081,26811622,13385459,1378176,4710722,393280,103908,6799373,40910636,19401115,147206989,4.878580804693636,7.452759161469322,24.126725911362737,36.85716907654246
2022:Q3,163442942,56434676,107008266,18187136,8390489,3563804,4826685,387880,1629881,28784,40911,2739229,1464103,38398623,25854503,12544120,1297590,4475144,369781,94203,6307402,40567914,19722978,143719964,5.133589293256698,7.8409731179979625,23.493595307913413,35.88379177439213
2022:Q4,164834026,55509406,109324620,18011442,9254021,4407401,4846620,388653,1659447,29938,39625,2728957,1406221,40818535,27305928,13512607,1398349,4858108,402903,98086,6755161,39834401,19933178,144900848,5.614144934249236,8.464718312443974,24.763415484187767,37.33700126779754
2023:Q1,168099956,55552787,112547169,17999463,10066489,5079886,4986603,394254,1718019,31032,40951,2802347,1381977,43272483,28983650,14288833,1442872,5184491,432656,104114,7124700,39826757,19965581,148134375,5.988394678478224,8.944239934109282,25.742114512719283,38.44830893336971
2023:Q2,173792399,57977382,115815017,18032770,10227471,5181233,5046238,394923,1738100,31465,41811,2839939,1382549,45908258,30732641,15175617,1492092,5553003,468697,111165,7550660,40263969,20133449,153658950,5.8848780199837325,8.830867495038595,26.41557287241894,39.63929635410056
2023:Q3,172633057,58433814,114199243,18074743,10189578,5258696,4930882,380304,1710825,30216,40800,2768737,1315438,44232205,29746251,14485954,1392727,5350581,457735,105792,7179119,40387279,20312263,152320794,5.902448945120049,8.92263187053262,25.622094376357087,38.73248510879386
2023:Q4,177081234,57843498,119237736,18344832,10790668,5630545,5160123,394728,1808126,32769,42656,2881844,1339328,48663589,32654037,16009552,1505412,5972639,517058,116896,7897547,40099319,20478260,156602974,6.093625899107896,9.04970884050148,27.480940886571986,40.812238526641075
2024:Q1,183731530,59910809,123820721,18656818,10852928,5554982,5297946,398479,1842440,32706,43836,2980485,1341368,52940052,35511393,17428659,1624238,6504447,567872,126566,8605536,40029555,20547609,163183921,5.906948905530652,8.765033441622268,28.813809134579095,42.75540633314801
2024:Q2,187002748,61792637,125210111,18509647,11054255,5734259,5319996,395416,1863844,32624,44066,2984046,1329764,54048525,36389293,17659232,1647203,6652175,583967,127709,8648178,40267919,20711048,166291700,5.911279635173157,8.828564466722684,28.902529964490103,43.16626260151715
2024:Q3,191147168,61605470,129541698,18738015,11595546,5995585,5599961,408591,1968553,34572,46273,3141972,1398202,57319620,38725129,18594491,1719792,7029454,618365,133915,9092965,40490316,20883469,170263699,6.066292100930157,8.951207007652721,29.987166759563788,44.24800731186362
2024:Q4,191739795,61357154,130382641,19277752,11395308,5896721,5498588,398464,1938922,33312,45723,3082167,1171099,57908159,39398943,18509216,1710729,7082150,633167,132776,8950394,40630323,20837939,170901856,5.943110793732582,8.739896937377845,30.20142937156878,44.41400963740546
2025:Q1,190082758,61266668,128816090,19657262,11550583,5948501,5602081,395049,1990395,34687,46468,3135482,1214919,55579126,37887106,17692020,1603817,6788819,582118,127305,8589961,40814201,20775489,169307269,6.076607222592716,8.966723482905442,29.239435586425135,43.146105070755866
