1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q4,12568535,408679,519923,24029,263307,4204,167269,57765,58267,15423,34384,1430,154388,72898,81490,131195,1717546,2250325,3275,118041,2281381,4524974,33170893,12707525,2751414,278402,154187,2318825,4015377,1321025,855979,1838373,281589,1808154,142632,3708359,20463369,13366519,2054434,5042416
2001:Q1,12592156,350404,504572,16928,298816,3349,157249,54671,57437,14284,29352,1505,149684,74255,75429,135394,1457214,2283166,3226,106246,2289139,4836768,32035858,13065177,2811293,235619,154669,2421005,4013238,1319124,858914,1835200,305959,1772548,147623,4014517,18970681,11817843,2074706,5078132
2001:Q2,12745171,360070,502983,17093,313389,3196,157066,56427,58309,14828,26402,1100,148543,75331,73212,132651,1482561,2315551,3754,112361,2294315,4901638,33168989,13181512,2902655,206256,155816,2540583,4059824,1297050,883981,1878793,315411,1744384,142646,4016591,19987477,12673982,2119244,5194251
2001:Q3,12724992,356116,505497,14369,340688,3496,162729,56538,59276,16203,29577,1135,146615,76791,69824,137425,1213521,2344200,3780,99260,2252695,5144601,31480888,13454738,2922508,189571,156406,2576531,4096101,1279637,880742,1935722,324607,1713925,170203,4227394,18026151,10625839,2129953,5270359
2001:Q4,12394097,356335,535838,15517,373045,3980,171202,60169,59681,17539,32836,977,151845,78792,73053,137668,1286722,1904942,3799,108960,2161835,5182409,32451366,13432689,2955471,177726,157687,2620058,4116325,1256827,854782,2004716,333850,1699670,149734,4177640,19018677,11971563,1826080,5221034
2002:Q1,12446156,363017,535141,16672,369203,2673,170726,54667,63495,18325,33306,933,147238,78935,68303,144935,1285382,1938488,3799,109114,2203953,5155816,32683011,13568098,2982797,162983,157500,2662314,4132929,1246328,851587,2035014,339201,1708675,154505,4249992,19114913,12001621,1844409,5268883
2002:Q2,12455304,363386,541509,18500,364346,5667,174229,55218,67972,18964,31255,820,148335,79468,68867,153196,1108373,1963358,3832,99863,2228851,5281860,31381884,13764554,2995238,141454,158317,2695467,4164040,1207856,872112,2084072,318982,1714995,158259,4413041,17617330,10408263,1870933,5338134
2002:Q3,12400285,358607,529475,20000,360186,5282,187023,60256,71186,18126,36626,829,149715,80155,69560,153130,912525,1996396,3866,87756,2190574,5445751,29923929,13938347,2979760,136423,159165,2684172,4210022,1194011,883019,2132992,306426,1722619,170974,4548546,15985582,8649324,1896749,5439509
2002:Q4,11867328,346087,560473,20587,381039,6171,192126,64789,74191,16883,35500,763,155161,80363,74798,158343,984329,1596736,3893,90918,2082360,5289105,29936837,13991666,2974326,119813,160622,2693891,4272084,1177844,894771,2199469,309012,1744785,163114,4528345,15945172,9251390,1403232,5290550
2003:Q1,11889764,358530,584334,21933,373752,5717,193950,61894,77876,17944,35533,703,153120,80677,72443,149567,922711,1627325,3935,89812,2156433,5248645,29898126,14040582,2983466,119825,160774,2702867,4272105,1153561,893482,2225062,298359,1701533,167247,4617872,15857544,9012023,1432215,5413306
2003:Q2,11958555,378411,616808,30297,369952,6221,197232,70005,80441,12192,33894,700,153654,81247,72407,158464,1030006,1660922,3982,100865,2148191,5103549,31206474,13853113,3011544,100995,161893,2748656,4279601,1124746,896391,2258464,294485,1670619,166318,4430546,17353360,10359270,1434327,5559763
2003:Q3,11988652,400342,639727,34513,362392,7241,210346,80487,79735,11785,37470,869,155167,82111,73056,161730,1021911,1694528,4066,105180,2127446,5064064,31704992,13822092,3045379,103978,162518,2778883,4287484,1112618,880789,2294077,279291,1659293,168750,4381896,17882900,10758279,1451043,5673578
2003:Q4,12556908,395035,676620,38145,357177,5986,204632,75679,78585,11230,38093,1045,142246,83181,59065,154364,1106509,2177117,4581,114880,2039489,5140126,33178350,13709654,3032939,82481,163914,2786544,4323721,1107012,897958,2318751,266877,1663873,150872,4271372,19468696,11927922,1783835,5756939
2004:Q1,12829411,423157,696534,41699,359240,5183,209514,78983,81145,11642,36591,1153,143886,87883,56003,159798,1122544,2232998,4666,117914,2149568,5162710,33992415,13936266,3085447,91623,196584,2797240,4403211,1085945,910243,2407023,274186,1707101,162486,4303834,20056149,12327258,1798485,5930406
2004:Q2,13106934,456691,700173,47625,360650,4829,209073,78886,81553,11336,36080,1218,148936,92836,56100,166055,1138964,2290847,4711,118146,2211991,5248243,34883327,14149167,3080668,98673,202700,2779295,4502069,1097274,917718,2487077,265844,1717618,166001,4416967,20734160,12626660,1824768,6282732
2004:Q3,13348597,473619,746906,44697,361980,5719,213837,85624,80750,10627,35684,1152,151938,97834,54104,168939,1114543,2338421,4738,116560,2240773,5365927,35220596,14404873,3087692,105121,204025,2778546,4604224,1115898,918585,2569741,264134,1749616,176321,4522886,20815722,12337220,1846029,6632473
2004:Q4,13965333,453022,751076,53705,372507,6422,228126,95023,84209,11338,36162,1394,162354,103143,59211,162684,1213832,2682900,4696,125553,2194978,5553478,36847898,14597981,3085138,97782,205538,2781818,4756649,1145577,953808,2657264,263413,1784811,166000,4541970,22249917,13511859,1968381,6769677
2005:Q1,14245679,451410,769000,61301,374798,6190,246799,90942,100919,16410,37010,1518,159979,104629,55350,163942,1137185,2736282,4729,124068,2325041,5684956,37380994,14989028,3097320,112001,208494,2776825,4871624,1177870,975174,2718580,264818,1838337,179862,4737067,22391967,13467492,1994837,6929638
2005:Q2,14606997,494500,775568,57496,381123,8459,250461,90215,106113,17643,34511,1979,163185,107169,56016,160764,1101851,2770784,4533,125722,2428706,5883845,38304469,15332000,3095264,110679,222487,2762098,5051620,1226674,1006310,2818636,242480,1902056,180403,4860177,22972469,13736489,2011004,7224976
2005:Q3,14974149,530551,809839,51419,397592,11692,257573,99352,103163,16161,36754,2143,166651,108854,57797,168904,1089399,2750257,4645,131207,2522679,6081741,39427109,15599876,3109306,116493,234121,2758692,5164387,1241023,1017014,2906350,259356,1978484,181445,4906898,23827233,14222454,2034275,7570504
2005:Q4,15535486,560332,854477,63571,428005,14560,275710,110974,108291,17372,36560,2513,170524,110941,59583,158934,1058806,2905296,4654,134404,2539189,6367024,39933584,15910129,3092526,90071,250109,2752346,5370156,1281521,1067249,3021386,276600,2033911,172902,4964035,24023454,14217798,2049188,7756468
2006:Q1,16006061,548349,864520,41996,433004,10103,269941,105397,106223,16670,39256,2395,161407,108287,53120,160028,1043745,3144016,4669,146510,2608809,6568963,41434775,16239992,3118443,96494,257516,2764433,5533099,1319847,1088572,3124680,283551,2050004,187071,5067824,25194783,15235218,2132176,7827389
2006:Q2,16317546,520408,859699,53045,447664,12154,273189,118946,101132,14960,35824,2327,156024,105966,50058,152765,970391,3155713,4699,149921,2686133,6875741,41571870,16668448,3178334,111671,274103,2792560,5709307,1347682,1146149,3215476,298439,2103531,186331,5192506,24903423,14749809,2104493,8049121
2006:Q3,16700412,526238,875675,43697,469982,12668,269820,118689,101085,14931,32748,2367,152022,103698,48324,153618,964281,3314583,4813,159532,2678643,7074841,42547313,16911809,3200429,110579,281892,2807958,5839749,1385839,1140855,3313055,311521,2123177,187903,5249030,25635505,15147399,2220399,8267707
2006:Q4,17258095,521430,921397,49336,500163,15533,275976,122669,101792,15154,33895,2466,149808,101515,48293,147594,964060,3600319,4877,173221,2570136,7364246,43926602,17155901,3246779,112517,304143,2830119,6044261,1415875,1208870,3419516,323573,2161857,181110,5198321,26770701,16026365,2349197,8395139
2007:Q1,17691257,517714,908555,45306,515419,13914,255279,109057,96249,13056,34062,2855,148076,100261,47815,143216,974300,3769925,5196,174805,2664954,7554598,45074147,17567136,3308946,126169,318682,2864095,6206835,1448173,1266736,3491926,321185,2182555,169864,5377751,27507012,16666943,2431255,8408814
2007:Q2,18332665,562095,893357,55824,533803,8695,254160,114501,90953,11040,34974,2692,145837,96753,49084,130747,1039857,4032196,5553,181888,2763861,7724792,46531557,17968032,3416042,154347,346726,2914969,6431863,1489138,1347381,3595344,332686,2222640,160694,5404107,28563525,17400479,2623104,8539942
2007:Q3,18792940,597238,864639,56965,592523,7643,228902,79935,97555,12989,35861,2562,144478,94333,50145,128428,1065175,4193251,5645,183739,2813998,7910317,47268315,18387379,3427816,131416,358946,2937454,6730554,1581383,1441001,3708170,348987,2233713,150407,5495902,28880936,17576536,2716275,8588125
2007:Q4,19093969,597314,850657,50250,639971,8050,217068,69462,97658,12773,34462,2713,142136,92712,49424,151391,1033221,4188219,5718,178028,2787842,8244104,46862092,18872162,3465301,123814,375411,2966076,6983056,1665260,1512842,3804954,384820,2273797,135299,5629888,27989930,16924153,2632037,8433740
2008:Q1,18462322,570225,797439,55037,726715,7100,175058,52866,84695,9080,26000,2417,136882,90779,46103,157766,987843,3827562,6232,161150,2820141,8033172,45257323,19265455,3510907,139956,385461,2985490,7138571,1732298,1539091,3867182,407963,2241214,156149,5810651,25991868,15615923,2432404,7943541
2008:Q2,18201363,549287,836644,36837,735610,8056,180339,58271,84369,9599,25561,2539,135736,89039,46697,167109,1011226,3734603,6318,155506,2837326,7806766,45263006,19565323,3614036,139827,412762,3061447,7255892,1766668,1577133,3912091,441777,2195049,140753,5917816,25697682,15454256,2410137,7833289
2008:Q3,17255272,523432,814306,31580,766094,5300,176736,56981,79194,8502,29081,2978,133212,86876,46336,150371,971814,3067074,6477,135848,2768803,7704224,43478992,19847356,3648725,146538,427221,3074966,7352485,1822240,1603049,3927196,434374,2127679,158551,6125543,23631636,13834119,2243490,7554027
2008:Q4,16251331,428859,779975,24704,874373,7178,183721,57286,82261,10152,31086,2936,131171,84229,46942,141565,791594,2378648,6785,106333,2616633,7779792,40276192,20350789,3662283,131477,440294,3090512,7382017,1849577,1592665,3939775,423403,2049685,145108,6688292,19925404,11049169,1744208,7132027
2009:Q1,15896170,438615,790824,25736,879767,7469,182761,49862,91495,9702,27281,4421,130347,86658,43689,161710,678830,2167294,6232,108583,2617623,7700379,38466108,20270743,3741933,106921,447721,3187291,7227783,1773892,1515615,3938276,405960,1968449,144810,6781808,18195365,9962136,1520777,6712452
2009:Q2,16413857,448151,794934,26241,854713,7904,192678,55949,90865,13963,27028,4873,128189,84784,43405,172496,758642,2630396,6318,129437,2631402,7632355,39331417,20045959,3797207,86180,458536,3252491,7090422,1680302,1489233,3920887,404159,1950311,137671,6666189,19285459,11355694,1743797,6185968
2009:Q3,17032495,529009,866936,26260,814443,8997,185476,49698,88395,13612,29125,4646,126747,83998,42749,179444,845283,3152658,6477,151868,2617665,7521232,40869863,19816453,3814680,72901,466595,3275184,6917882,1579477,1453935,3884470,414640,1943723,143201,6582327,21053410,12980526,2017260,6055624
2009:Q4,17333741,588396,892116,31528,798783,7852,196642,55987,89109,14321,32185,5040,126189,82969,43220,180383,863153,3285535,6785,162039,2560790,7633551,41387424,19731542,3841418,58410,477715,3305293,6695326,1509335,1341383,3844608,406416,1979648,135593,6673141,21655882,13679698,2125559,5850625
2010:Q1,17533348,626618,884597,38111,711588,8996,197921,57137,89000,17459,29229,5096,128244,83401,44843,158135,892125,3398168,6817,168312,2653764,7659953,42146389,19757937,3914273,73617,486917,3353739,6582149,1453463,1308235,3820451,417122,2026649,149174,6668570,22388451,14221421,2228518,5938512
2010:Q2,17172671,631473,899982,38657,661428,9221,205720,63594,92115,18337,26962,4712,128533,84053,44480,145281,774768,2985529,6863,157789,2730595,7796832,40982014,19976512,3959182,81979,497624,3379579,6466122,1415691,1274900,3775531,415546,2077074,143402,6915186,21005503,12774599,1955593,6275311
2010:Q3,17841846,678451,901053,35791,644212,11547,218347,70683,94472,18963,29186,5043,128879,84700,44179,141026,845055,3464889,7242,174166,2745618,7845570,42830553,20030377,4048115,97938,499623,3450554,6420279,1404496,1268790,3746993,418531,2111373,146404,6885675,22800176,14161864,2204617,6433695
2010:Q4,16412439,671396,941487,63991,631964,22034,270565,123511,96086,16008,29562,5398,130326,85934,44392,151286,917209,3703940,7286,184969,2735933,5980053,44491145,19973774,4088549,82928,511014,3494607,6317233,1424279,1152635,3740319,407239,2164680,177559,6818514,24517371,15565633,2428766,6522972
2011:Q1,16777325,631226,926648,74765,612732,23204,266673,129229,89585,13771,28794,5294,127386,84102,43284,150610,973102,3972437,7333,188558,2851683,5970968,45764068,20070363,4150982,110460,513547,3526975,6271324,1431245,1148083,3691996,398630,2207843,201977,6839607,25693704,16567200,2551371,6575133
2011:Q2,16887078,711835,927961,79608,600693,23193,272832,125792,97234,16250,28619,4937,130232,86573,43659,158460,975429,4016154,7393,185322,2927093,5870873,45863400,20169646,4209651,106911,518213,3584527,6288207,1451877,1178051,3658279,400069,2243276,186360,6842083,25693754,16518909,2552133,6622712
2011:Q3,16147323,705474,922751,58199,585560,22223,242827,106651,89552,13619,28442,4563,128195,84145,44050,149681,840928,3318202,7488,160453,2915832,6089510,43607051,20492362,4268661,124685,516993,3626983,6313325,1500355,1182288,3630682,414229,2244302,199486,7052359,23114689,14191024,2202252,6721413
2011:Q4,16356450,749183,947588,52528,593500,22906,262784,123604,91874,14323,28176,4807,127463,82446,45017,159780,940555,3552983,7537,164998,2889028,5885617,45566666,20674039,4303850,116307,519547,3667996,6377457,1551492,1204469,3621496,430267,2243678,191490,7127297,24892627,15598834,2425132,6868661
2012:Q1,16837763,682515,942120,48491,570609,26299,247210,112071,88841,12977,28363,4958,124381,80862,43519,187446,1046924,3904335,7724,178469,2940953,5930287,47445128,20816735,4401922,127583,520657,3753682,6367354,1567212,1191648,3608494,415623,2275304,212425,7144107,26628393,17020124,2726490,6881779
2012:Q2,16878281,746904,941464,43135,555741,26202,245215,109188,89461,12849,28705,5012,123227,79643,43584,193689,1006139,3669157,7557,171695,2954480,6193676,47368011,21120316,4481391,132081,531590,3817720,6406514,1619620,1188144,3598750,421103,2266086,203573,7341649,26247695,16546012,2656094,7045589
2012:Q3,17300426,781500,959402,49706,560883,20661,249713,111150,91357,13146,28981,5079,122763,79138,43625,196143,1057400,3980066,7662,178073,2982212,6154242,49107236,21357991,4595231,136003,530498,3928730,6472452,1641603,1231573,3599276,428779,2324135,204769,7332625,27749245,17648895,2811080,7289270
2012:Q4,17372131,812454,1011397,53621,585596,18273,251246,112132,92359,13146,28998,4611,124021,79795,44226,197789,1040110,4124887,7714,177980,2950918,6016124,49318351,21623361,4714439,130329,533054,4051056,6549781,1701341,1221118,3627322,408220,2323103,200455,7427363,27694990,17486791,2802795,7405404
2013:Q1,17785921,799152,1022444,83188,574708,18561,241975,112897,86120,10880,28479,3599,116556,78648,37908,170774,1146896,4354505,7742,187924,3061058,6000438,52066117,21828240,4773391,140086,536077,4097228,6551822,1677290,1243478,3631054,410686,2336686,214461,7541194,30237876,19640529,3085384,7511963
2013:Q2,17819192,742087,1019760,98696,581147,16334,239650,103353,91371,12443,27145,5338,121027,83170,37857,186667,1176561,4320402,7956,187498,3193519,5927888,53205963,22152749,4849214,147246,540001,4161967,6662168,1707183,1286808,3668177,412967,2371464,192634,7664302,31053214,20002143,3181499,7869572
2013:Q3,18607344,783039,1040617,99460,606149,26188,249671,113827,91976,12459,26194,5215,120565,82771,37794,173327,1234370,4783382,8200,197149,3255947,6029280,55221309,22549997,4988232,171169,536373,4280690,6707139,1725797,1278110,3703232,417242,2445342,190376,7801666,32671312,21085354,3363647,8222311
2013:Q4,19298019,848725,1082076,122171,618199,22643,243704,106504,93981,12941,25528,4750,122871,84756,38115,168794,1359761,5111076,8348,208084,3270009,6111558,57537453,22771956,5022866,144511,535158,4343197,6804379,1775272,1302831,3726276,420036,2457942,193718,7873016,34765497,22686251,3712924,8366322
2014:Q1,19510455,811979,1029413,108869,604593,23186,254380,116600,94577,12970,25598,4635,123368,86156,37212,221842,1386292,5161578,8777,217109,3322536,6236533,58459209,23043048,5130457,180154,534715,4415588,6898108,1806836,1333837,3757435,413479,2502027,210747,7888230,35416162,23438216,3638683,8339263
2014:Q2,20022687,890372,1008753,128031,595297,27703,246123,105470,96842,13555,25563,4693,124331,86725,37606,221701,1460674,5406742,8812,230204,3423498,6250445,60253709,23295805,5226573,185778,534409,4506386,6989397,1864148,1322643,3802606,426886,2551593,198761,7902595,36957904,24513345,3841889,8602670
2014:Q3,20081572,939027,996349,118642,608091,41545,244910,103087,98068,13793,25419,4543,124609,86648,37961,228170,1479025,5178434,8983,232592,3432716,6448480,60806687,23730141,5298529,207060,532414,4559055,7113304,1897023,1364808,3851473,467048,2619815,220524,8010920,37076546,24323936,3882548,8870062
2014:Q4,20290827,1037831,1010201,112862,642987,50432,274840,131589,98876,13893,25252,5230,126616,88931,37685,218088,1553751,5072306,9228,240414,3395515,6545756,62775445,24276649,5373959,182012,535217,4656730,7280478,1968355,1396341,3915782,467348,2615483,212783,8326598,38498796,25323624,4092576,9082596
2015:Q1,20632338,990763,992351,85895,628908,49903,265036,128850,92976,11538,25718,5954,133326,96689,36637,219992,1549779,5226732,9398,248238,3370165,6861852,63651858,24619378,5502824,188286,541233,4773305,7387615,2002248,1414755,3970612,498613,2569810,229139,8431377,39032480,25487643,4277055,9267782
2015:Q2,21128841,981822,1003481,97445,626605,54099,261547,128522,91652,10708,25829,4836,142705,104686,38019,219448,1535465,5270905,9490,250381,3454414,7221034,64240136,25209263,5669621,177555,549797,4942269,7516394,2059288,1411216,4045890,514017,2611922,221428,8675880,39030873,25179445,4298795,9552633
2015:Q3,21041226,1055745,1012256,93866,637613,61040,269623,135588,92197,10501,26216,5121,151093,112870,38223,189632,1418991,4819112,9644,237108,3468204,7617299,62833680,25811070,5789733,201257,551295,5037181,7567154,2073033,1385814,4108307,507582,2644438,215131,9087032,37022610,23272183,4034952,9715475
2015:Q4,21277015,1092314,1032356,93857,664463,64591,282579,139396,99285,12475,26613,4810,156706,119614,37092,211134,1499935,4969661,9823,245982,3425379,7528235,64386015,25998467,5818725,179017,549109,5090599,7688926,2130019,1364200,4194707,509727,2623779,196742,9160568,38387548,24338423,4292971,9756154
2016:Q1,21381556,1023726,1047137,76374,640600,56522,292925,138410,108116,15326,26408,4665,147925,112210,35715,196681,1527627,5009201,10001,245050,3456386,7651401,65055970,26268629,5965772,184673,553002,5228097,7822292,2186683,1385275,4250334,496363,2620312,204201,9159689,38787341,24749916,4356438,9680987
2016:Q2,21821662,1103848,1030475,89387,602592,54066,288881,147987,97806,11797,26494,4797,143474,107131,36343,186884,1573044,4972478,10419,247847,3605465,7912802,66494103,26773555,6061592,185663,564902,5311027,7885682,2219923,1353648,4312111,523801,2711702,189381,9401397,39720548,25241855,4553170,9925523
2016:Q3,22498104,1237350,1060709,96159,573920,100293,307198,161276,101893,13067,25759,5203,137232,100290,36942,179330,1642010,5272732,10648,255117,3643374,7982032,67964441,27159694,6138380,176268,569682,5392430,7988300,2233040,1356509,4398751,460706,2812177,194161,9565970,40804747,25826193,4872389,10106165
2016:Q4,22799643,1274088,1098023,97587,554539,90280,280008,132530,104155,13728,24362,5233,128401,90201,38200,178517,1712941,5268081,10662,253381,3700959,8152176,68634195,27643989,6136438,180783,571641,5384014,8047832,2234664,1342857,4470311,469916,2873773,198660,9917370,40990206,25846461,5028955,10114790
2017:Q1,23368425,1222055,1112508,87663,556679,81450,282111,135989,103165,12894,23999,6064,133432,96688,36744,191491,1786453,5653532,10984,266810,3706411,8276846,70470647,27714458,6277081,195512,572657,5508912,8192824,2246060,1423918,4522846,479131,2821079,223704,9720639,42756189,27250946,5381831,10123412
2017:Q2,23881904,1267735,1126008,102936,565005,54700,297803,145288,108257,14088,23875,6295,135952,99300,36652,168245,1810517,5922159,11117,275777,3787752,8356198,71763964,27911565,6363818,194666,582552,5586600,8352972,2268325,1481469,4603178,475343,2847676,209294,9662462,43852399,27685659,5552706,10614034
2017:Q3,24847303,1286730,1153234,228192,599832,39821,281430,127454,109702,14065,23457,6752,138838,102283,36555,175682,1859513,6320370,13332,286912,3869697,8593720,73328877,28330782,6446758,206063,577332,5663363,8443903,2278938,1502453,4662512,472329,2914424,205590,9847778,44998095,28461034,5816100,10720961
2017:Q4,25309081,1256418,1181435,216550,632328,39551,318404,123727,140314,23765,23281,7317,149470,113227,36243,154811,1949283,6564342,13491,297488,3919330,8616180,75469569,28361645,6504519,206670,590082,5707767,8693046,2314726,1603748,4774572,474305,2962877,423705,9303193,47107925,30025909,6178623,10903393
2018:Q1,25398394,1256580,1192100,210858,602885,30983,317718,127799,136447,22379,23268,7825,146938,111751,35187,198216,1915449,6212949,13417,293409,4021615,8985277,75696504,28815174,6605748,242010,587336,5776402,8772667,2335067,1598911,4838689,465379,2981423,435899,9554058,46881330,29745677,6124489,11011164
2018:Q2,25674870,1307498,1203470,222249,588620,16497,317040,133908,130202,20199,23676,9055,146662,111256,35406,201287,1961404,6102570,13611,294484,4192175,9107303,77500601,29186329,6614394,240837,590748,5782809,9209543,2377154,1904095,4928294,423118,3101359,412782,9425133,48314273,30845418,6290999,11177856
2018:Q3,26068058,1460511,1224227,132993,577217,13118,315597,141763,122425,17510,23807,10092,147750,112109,35641,197960,2091549,6143489,13689,301112,4363753,9085093,80292017,29635538,6661487,223580,585471,5852436,9312979,2386937,1942394,4983648,425198,3253934,426210,9555730,50656479,32560063,6807469,11288947
2018:Q4,25563964,1518865,1235065,106290,585319,14579,339029,162126,124592,18135,24170,10006,147024,110538,36486,196770,1789868,5214635,13734,267200,4365267,9770319,75372658,30294792,6672907,196467,587707,5888733,9521968,2498390,1957375,5066203,415286,3289310,430858,9964463,45077865,27923534,5892833,11261498
2019:Q1,27152604,1426895,1261132,110718,595731,12880,357467,168856,133005,20782,25181,9643,146488,111301,35187,103778,2026146,5776189,13793,290786,4501086,10529515,81264476,31288109,6817336,241104,590797,5985435,9642233,2525455,2008122,5108656,393242,3294896,459120,10681282,49976367,31837545,6677399,11461423
2019:Q2,28081232,1550401,1277621,128879,619883,12132,360959,178111,127507,18793,26137,10411,148924,113723,35201,103163,2105393,5935894,13899,296867,4663918,10863299,83184258,31773759,6904271,236578,594587,6073106,9722203,2544452,2033327,5144424,388736,3361282,419270,10977997,51410499,32623379,6946131,11840989
2019:Q3,28755287,1786265,1266651,114639,661988,11012,391890,207804,127731,18711,27057,10587,151322,116097,35225,58830,2132960,5824222,14013,294944,4746160,11300391,84159878,32400525,6993963,216317,596290,6181356,9815580,2531884,2059215,5224481,391904,3441926,430964,11326188,51759353,32779427,7014679,11965247
2019:Q4,30022967,1673295,1284898,130983,697191,13384,413484,217568,135696,21210,28018,10992,153992,118166,35826,72078,2317738,6214598,14070,308874,4816445,11911937,87601609,32936952,6990103,194530,603848,6191725,9914914,2537200,2094737,5282977,399320,3462441,430124,11740050,54664657,35065278,7605837,11993542
2020:Q1,28773941,1993161,1422806,109832,818694,26913,453184,222463,163858,30501,25726,10636,156308,121599,34709,36773,1832349,4745424,14009,261317,4724286,12178885,79994760,33745590,7235617,243129,607170,6385318,10564171,3000392,2187112,5376667,385576,3329093,456097,11775036,46249171,28002656,6081732,12164783
2020:Q2,30050728,2328245,1531418,141387,874543,31246,466818,209581,183853,37069,24254,12061,159370,124457,34913,57572,2165023,5611727,14102,302912,4515789,11850576,87906511,33786378,7638937,166104,608863,6863970,10826741,3106607,2262214,5457920,369544,3175596,484872,11290688,54120134,34553381,7285283,12281470
2020:Q3,30926232,2294271,1540390,153262,844805,28682,455024,221839,166996,31354,22578,12257,166930,131850,35080,36475,2312758,5919796,14279,322235,4718996,12118329,92458557,33766025,7661180,122229,610251,6928700,10766845,2904091,2326050,5536704,365264,3342796,439226,11190714,58692532,38113361,7903710,12675461
2020:Q4,32223158,2177736,1564319,135012,839477,36991,455021,250853,146123,24300,20852,12893,170986,135161,35825,33556,2543177,6749774,14374,353656,4856019,12293060,99386319,33798921,7686149,132202,609546,6944401,10813616,2790053,2379356,5644207,325877,3437958,445356,11089965,65587398,43788193,8816606,12982599
2021:Q1,33121322,2191581,1575341,162856,875042,22385,425975,236758,131481,20318,23479,13939,174676,139956,34720,28316,2691108,7152518,14540,368975,5026913,12411096,103607340,34241308,7830758,144023,611031,7075704,10950546,2792501,2447323,5710722,332618,3496646,455183,11175557,69366032,46707531,9356579,13301922
2021:Q2,34207008,2232460,1600996,198049,889382,36507,459720,271888,126325,18542,26520,16445,176178,141236,34942,23697,2885874,7656248,15069,394020,5228200,12410608,109300155,34545986,7875695,131976,616036,7127683,11174764,2666053,2699758,5808953,302288,3615748,439372,11138119,74754169,50523557,10192904,14037708
2021:Q3,34808187,2440266,1653987,165924,898006,27355,470473,254007,143492,24545,29083,19346,177919,142833,35086,8001,2867443,7606484,15198,395674,5299507,12781950,110591651,34919733,7943925,122448,618589,7202888,11278718,2559612,2805752,5913354,321569,3726152,446377,11202992,75671919,50549327,10269277,14853315
2021:Q4,35947542,2520975,1665269,166295,942157,26733,485510,256252,150948,26556,31932,19822,200620,164816,35804,-31768,3144897,7969713,15804,414883,5434161,12992293,116871552,35582740,7933758,138243,621327,7174188,11678762,2675148,2921428,6082186,314048,3936072,452116,11267984,81288812,54534086,11418702,15336024
2022:Q1,36074241,2500139,1669296,187779,896833,30326,451676,223769,148763,24892,30932,23320,202688,167970,34718,-66471,2946674,7529235,16207,383637,5609942,13716280,114990615,36816929,8034881,188731,625603,7220547,12000097,2737842,3060877,6201378,292190,4075974,517687,11896100,78173686,51548969,10868846,15755871
2022:Q2,35224792,2377347,1664108,164326,871576,25187,480751,247126,157070,26726,30705,19124,215141,180173,34968,-39376,2429344,6378288,16114,329379,5830775,14481832,106251498,38024025,7999554,188120,628798,7182636,12343259,2867623,3123935,6351701,299328,4293161,498152,12590571,68227473,42677726,9091950,16457797
2022:Q3,35440028,2333239,1711974,169005,859146,25554,444085,210459,158868,26389,30197,18172,210789,175707,35082,-79562,2270125,5851414,16951,306222,5928583,15392503,104996388,39217769,8008178,198824,623047,7186307,12486989,2894286,3131721,6460982,345960,4363213,510478,13502951,65778619,40759542,8615959,16403118
2022:Q4,37257618,2480767,1728639,201006,873289,30093,467902,216872,171487,29660,31427,18456,208260,172484,35776,-74936,2397646,6658832,16820,318890,6039918,15910492,107788063,40067619,8012320,197553,622122,7192645,12620740,2969536,3082325,6568879,350142,4426986,495308,14162123,67720444,42518083,9238713,15963648
2023:Q1,38317516,2417359,1720246,194513,937446,32595,474227,222884,172713,29761,30917,17952,217830,183106,34724,-50451,2571331,7186131,19024,324568,6109663,16163034,112061603,40579180,8175300,206192,622411,7346697,12712479,2991073,3076531,6644875,350549,4390711,537398,14412743,71482423,45886096,9928315,15668012
2023:Q2,39107298,2351562,1833537,218378,962573,32622,487204,220456,185425,33848,29850,17625,222368,187384,34984,-69784,2762731,7379629,19561,327806,6212714,16366397,117067106,40963831,8193500,192674,625141,7375685,12741747,2974899,3068261,6698587,347845,4488496,490471,14701772,76103275,49422419,10733256,15947600
2023:Q3,39000821,2475209,1858539,222346,990025,30516,523385,251172,190987,35621,27702,17903,226152,191076,35076,-58648,2640743,6984186,19785,306123,6391151,16391309,115208464,41538002,8213359,203151,621983,7388225,12764051,2937799,3073069,6753183,334320,4692294,497360,15036618,73670462,47396907,10327969,15945586
2023:Q4,40388328,2413226,1896633,245776,1012321,27018,487897,209834,195953,37141,28214,16755,232151,196397,35754,-57407,2913842,7702468,20212,325191,6400615,16768385,120950725,41747454,8238269,217959,620779,7399531,12802444,2947755,3056595,6798094,329005,4706982,489042,15181712,79203272,52271749,11470358,15461165
2024:Q1,40919047,2407765,1903260,243279,1012319,34420,496318,218706,196016,37014,28173,16409,231416,196690,34726,-46869,3121244,8256089,20102,355804,6298181,16585719,126652716,41641647,8367871,232372,625707,7509792,12876580,2951227,3075311,6850042,336711,4591430,519529,14949526,85011069,57214450,12557843,15238776
