1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q2,752086,66933,26384,3529,0,10046,25002,15131,2706,2607,4558,0,33758,11260,22498,4707,54194,116340,1288,794,311006,98105,3214705,1500818,230873,9967,3265,217641,560714,206593,69209,284912,3595,266915,26144,412576,1713887,723428,13823,976636
1974:Q3,770082,69630,26591,3129,0,8630,27813,16933,3207,3080,4593,0,34203,11445,22758,4870,44800,120347,1340,804,319106,108819,3131816,1557688,237971,12569,3596,221806,573728,212453,71701,289574,3928,276869,30652,434541,1574128,540503,15110,1018515
1974:Q4,768010,71516,28248,4946,0,5485,27978,16520,3851,2953,4654,0,34800,11441,23359,4987,53476,123237,1394,816,258807,152320,3113711,1490942,244828,12513,4078,228237,587643,218165,76019,293459,4102,192328,30061,431980,1622769,557656,15781,1049332
1975:Q1,891416,75945,27638,2170,0,1453,24199,6255,7716,3999,6229,0,40437,18866,21571,5135,62821,126873,1436,832,276277,246200,3534421,1755507,255988,14009,4508,237471,585116,210293,77239,297584,4125,180549,28748,700981,1778914,684995,15867,1078052
1975:Q2,908225,78080,29922,1739,0,794,26885,6685,9349,3555,7296,0,40316,17954,22362,5287,69226,130649,1470,851,283132,239875,3677395,1761491,262522,11658,5319,245545,590028,207482,79410,303136,4283,181348,24716,698594,1915905,791700,16473,1107732
1975:Q3,909774,77573,32325,1760,0,813,26605,7267,10435,3484,5419,0,39533,16918,22615,5331,58781,131735,1505,871,299352,233590,3639183,1794766,266725,11780,5920,249025,590716,202895,80483,307338,4279,191931,27300,713815,1844416,701766,16457,1126193
1975:Q4,920350,82597,32218,2622,0,1189,32019,8371,15538,3264,4846,0,40176,16296,23880,5484,60832,135561,1671,890,285992,239099,3725991,1806133,270946,9616,6678,254652,596638,203532,82685,310421,4551,204807,28894,700297,1919859,754897,17506,1147456
1976:Q1,955881,83028,33151,3182,0,3107,37004,9324,20508,3088,4084,0,38885,16240,22645,5626,68056,139041,1734,912,304617,237537,3887309,1832541,278936,10926,6985,261025,599495,196464,86859,316172,4832,197014,32477,719787,2054769,868276,18588,1167905
1976:Q2,988242,84024,34764,3298,0,1329,37266,9073,21690,3029,3474,0,39944,16247,23697,5700,67776,140857,1796,942,319746,250800,3988521,1870745,285306,11818,7487,266001,613967,200387,90638,322942,5016,206206,30102,730148,2117777,887750,19293,1210734
1976:Q3,1011730,84033,34321,2709,0,1961,36374,9486,19886,3018,3984,0,40439,16399,24040,5812,67108,143610,1834,964,333111,259454,4072721,1915932,290926,10889,8360,271677,623862,200366,93341,330155,5182,213366,33486,749110,2156789,897381,19929,1239479
1976:Q4,1078633,89238,38273,3439,0,1459,40669,10511,23062,2868,4228,0,42663,16682,25981,8244,67205,203740,1968,964,318298,262473,4183201,1943625,297550,11049,9163,277338,639774,204040,98819,336915,8992,226618,35575,735116,2239577,927412,34592,1277573
1977:Q1,1098492,85387,37906,3897,31,1701,41454,10494,24067,2789,4104,0,40878,17496,23382,8303,64801,205216,2049,941,341363,264565,4202180,1997253,306725,12083,11928,282714,656846,207655,104891,344300,9153,229562,37262,757705,2204928,857111,35202,1312615
