1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q3,24193,17360,207,-714,331,4761,426,-50,173,22,315,-293,1395,29,-342,15,557,9796,5764,515,-70,-61,-678,-82,5,0,0,326,4147,0,87,0,0,26,860,110,-685,-468,0,14397
1977:Q4,-5071,726,410,101,172,-8036,486,-70,186,52,461,57,-1338,1,-2442,1179,2984,18173,22784,447,-19,-390,-1969,-229,4,0,0,316,-888,0,-89,0,0,626,-21,145,-2194,-350,0,-23244
1978:Q1,38334,24801,1531,-155,-412,9429,438,-2,80,22,356,-255,815,-10,1213,-10,493,26238,14151,387,-3,-167,2824,515,279,232,0,204,4870,0,190,0,0,522,-311,29,2167,348,0,12096
1978:Q2,24559,7181,597,-664,350,8801,925,-2,71,58,351,428,-2305,-87,2964,-1281,7172,-8856,-11540,334,49,130,2773,277,398,551,0,220,-1483,0,-62,0,0,-97,417,40,-728,-135,0,33415
1978:Q3,35028,21743,177,8,155,6853,1365,-16,35,58,385,591,4379,-32,517,-478,-711,19142,4942,329,75,19,7914,556,212,457,0,227,2798,0,-6,0,0,203,1374,43,339,-340,0,15887
1978:Q4,41990,15625,935,535,953,11909,-221,-17,15,83,476,496,3177,66,342,-597,8213,35772,29832,372,23,529,-847,-213,165,555,0,278,3968,0,943,0,0,-182,878,36,-607,42,0,6218
1979:Q1,48156,35125,1989,-297,-681,7159,1255,-7,83,151,511,-30,544,-28,-2381,-33,4796,6345,1482,418,60,-308,1538,20,390,351,0,325,2557,0,-729,0,0,317,-302,18,96,111,0,41811
1979:Q2,27746,13054,410,2111,369,9141,-1958,-7,65,151,592,393,4223,-97,-691,-3121,3111,10524,1871,469,38,168,3370,-48,362,376,0,370,1935,0,129,0,0,-459,1613,16,512,-198,0,17222
1979:Q3,43519,34769,806,-1078,280,-2618,92,-8,26,150,592,-446,5592,114,2041,-259,3466,13086,20380,456,43,985,-10181,105,255,455,0,378,48,0,158,0,0,32,2472,16,-2416,-100,0,30433
1979:Q4,19225,22424,3732,-2046,1022,-5504,-456,-8,-29,198,425,1169,-3447,-123,1814,1664,-1610,20753,24664,379,-84,-689,-3840,-20,283,615,0,352,2021,0,-3,0,0,524,-1146,13,-1694,-622,0,-1528
1980:Q1,55338,41015,1561,954,-1384,6983,1048,293,1813,151,283,70,2474,103,-2443,-2751,5168,-1000,-10629,-401,21,-460,6817,-13,394,1181,0,331,1861,18,-77,0,0,56,-2447,17,3465,-1134,0,56338
1980:Q2,33954,29771,2453,-1352,1162,-4443,-175,665,15,77,21,676,2423,54,1033,978,597,8164,737,-1884,-55,538,-1306,400,389,870,0,313,1363,17,863,1,0,-26,4031,18,1654,241,0,25791
1980:Q3,47723,50265,1263,109,-1322,501,84,693,-879,69,87,988,-2004,65,84,562,-2842,42265,37977,-491,-26,103,226,456,427,418,0,318,2185,18,-335,0,0,350,922,19,-275,-27,0,5458
1980:Q4,304,-4934,1501,-1599,561,-437,293,491,703,542,371,326,67,-27,157,-787,3076,16131,8975,3774,-6,300,5366,765,550,970,0,345,-1283,17,-257,0,0,870,-2500,18,-2352,579,0,-15827
1981:Q1,116633,103684,-1381,3069,-510,2698,443,341,-149,62,785,416,10759,-27,-3877,3882,-3562,95002,75702,3515,99,-471,4055,450,802,-592,0,313,-1397,18,-2240,-1,0,1379,3952,8,1585,7824,0,21631
1981:Q2,-4464,-3853,-1365,-6630,614,5353,-449,253,-462,73,1203,-96,2956,10,-3099,221,807,7260,-310,3390,49,1093,5047,332,970,-519,0,206,1005,17,1970,0,0,-1961,-1127,10,-627,-2285,0,-11724
1981:Q3,38384,32001,575,3840,413,-4492,853,164,836,126,1309,302,3926,-14,-6233,2937,1841,17480,12295,2765,62,-557,-2156,1436,797,885,0,354,1681,18,-84,1,0,412,658,7,-1742,648,0,20904
1981:Q4,-26159,-2574,864,770,117,-12291,728,81,-59,-96,999,822,57,-2,1320,-2153,-14742,26990,29764,2390,-127,362,-4801,537,284,-622,0,754,-2758,18,678,0,0,811,-1658,6,1309,43,0,-53148
1982:Q1,62941,41580,7113,3418,-845,4907,689,-99,-397,230,932,-109,4374,40,-6003,1228,5884,33814,26996,-3132,-17,-33,9406,1591,-420,-1016,60,1163,-5035,30,-688,0,0,223,2686,-14,1692,322,0,29127
1982:Q2,37168,-1564,6910,1741,-68,16496,1709,-369,85,3298,4033,781,3593,28,-6523,-1191,8210,17801,1002,-3007,-16,-50,11472,275,-1182,1254,3985,2305,690,31,1046,0,0,-163,1556,-23,-916,-459,0,19367
1982:Q3,25100,25602,6989,157,-39,-8198,-877,-270,-44,-27,704,-3361,-3337,35,9777,4440,-6451,29688,19007,-2382,73,515,5503,307,-1172,-157,64,1756,6393,31,668,0,0,-2566,186,-16,1395,84,0,-4587
1982:Q4,-36436,-14567,7564,-5166,908,-16287,-683,200,-336,365,807,4870,-4407,30,-4926,-2779,-2029,9811,5774,-2007,-49,-439,1939,2182,-390,-382,-657,1650,52,31,-813,0,0,3427,-2062,-22,1041,536,0,-46247
1983:Q1,78164,35334,2766,1753,-1053,21114,117,344,243,-14,1184,1028,2175,15,5895,-1052,8316,34179,17748,965,-51,89,9116,-3759,16,-53,1,1127,4416,35,-911,204,0,566,3959,13,2491,-1793,0,43985
1983:Q2,29278,11365,3417,-695,208,10175,-736,957,127,-4,1282,712,1252,16,2402,-751,-449,16844,5218,1090,284,-131,661,-760,841,-1253,97,2037,8820,52,-17,19,0,383,28,11,-1786,1250,0,12434
1983:Q3,30512,18009,3010,517,343,5760,927,914,75,211,1328,763,-1151,5,-2974,2474,301,9265,-1524,1715,101,523,3485,1174,805,1268,50,2730,-233,71,-268,1,0,-183,-353,0,-1276,1179,0,21247
1983:Q4,1296,-18947,3429,438,320,22,124,318,-133,331,1325,-60,3179,17,2816,568,7548,-6497,-4702,2091,-236,432,-2034,-238,17,363,-1561,1239,1875,87,446,52,0,314,-3101,14,-1367,-188,0,7792
1984:Q1,78812,55931,3157,7409,-322,9258,455,235,49,41,2287,449,1638,-88,-6109,6606,-2184,10627,11749,-1850,149,22,-582,1128,-240,-294,-28,250,-3482,-35,-67,-77,0,968,3539,-729,-1549,1756,0,68185
1984:Q2,46099,22428,418,1192,76,6152,-447,-323,261,-51,2935,1187,1487,-82,-3637,-6602,21105,46674,47513,-1974,877,748,1858,469,-947,89,8,1933,-2080,-35,318,0,0,745,-500,-716,-458,-1174,0,-574
1984:Q3,75440,46507,3331,999,22,22667,1896,-409,-81,-129,2967,-598,-3250,-81,9250,1961,-9612,86265,55745,-2600,846,2832,18995,2275,-1071,-300,17,1383,5357,-17,-253,-2,0,858,-182,-712,2318,776,0,-10824
1984:Q4,-55286,-57748,2673,-4724,609,3772,-265,80,630,-402,1961,1302,178,-97,1674,-2713,-2216,16467,12130,-2974,-468,62,5938,-930,-505,67,-58,4081,2122,-53,-116,270,0,577,-4573,-507,1361,43,0,-71753
1985:Q1,113033,68620,5978,6086,-739,6259,1205,134,-78,-54,2763,2324,1665,-63,608,100,18225,46159,32874,-632,-421,-251,8533,-175,-448,725,-102,495,5807,17,-997,-107,0,-125,2074,-38,-1012,-58,0,66874
1985:Q2,43250,28659,4276,1750,-140,13208,-1367,559,-492,-73,2853,-1075,-1389,-71,1044,529,-5022,15468,-712,-506,415,-231,5189,-1720,-80,53,27,1975,6242,18,1874,-146,0,18,129,-71,3172,-179,0,27782
1985:Q3,107339,49824,14370,-44,83,354,4387,536,-107,213,1208,8959,-3639,-70,8903,952,21410,38651,40863,118,1155,381,-1698,1746,-11,1073,53,937,-3471,36,-923,-14,0,-1636,1819,-70,-1389,-317,0,68688
1985:Q4,16106,-1317,4525,-7209,796,11234,-6628,68,752,307,2677,-6660,2226,28,1970,-1271,14608,72791,46610,494,4842,-387,5230,-3902,-232,-453,-2333,2018,18073,50,1782,1272,0,-1363,-1800,-903,3352,442,0,-56685
1986:Q1,16569,-10942,3353,6178,-1224,3711,1296,-391,-128,-91,3931,-1255,-3547,-21,12448,14467,-11217,13849,-8736,734,257,-329,615,2060,-432,828,-5,-349,-2102,99,-160,625,0,524,751,-1162,14156,6475,0,2719
1986:Q2,-18704,-18959,922,644,56,1655,-1078,-814,-326,8,-1242,2330,-4976,105,4877,-2789,883,-21221,-22204,860,1230,-366,708,-664,-611,1021,-8,3253,661,91,438,533,0,-3930,-818,-1252,-2956,2793,0,2517
1986:Q3,63766,42743,1452,-214,-5,8544,1853,-890,801,34,-1782,791,3354,-105,-2501,146,9545,63810,60033,1484,814,294,3647,2485,-603,341,-13,3086,2849,-9,25,484,0,922,4289,-1153,-15160,-5,0,-44
1986:Q4,-65203,-59956,2755,-3443,53,-6425,-690,-628,118,1127,310,2226,-1869,-692,-1900,243,3568,63363,27802,1860,-608,99,6780,-556,-417,983,-2989,2119,15213,31,1108,1207,0,4387,-1979,-727,10020,-970,0,-128566
1987:Q1,70535,46780,-4463,-802,-153,25076,1731,-415,179,-136,6353,3408,-769,-163,-3815,455,-2730,54132,11399,1411,-137,-842,24853,1282,-290,1847,-173,3057,10842,68,563,908,0,1826,1141,-1709,-3043,1129,0,16403
1987:Q2,-4056,2259,-544,757,332,-22651,-587,-320,-90,398,229,1324,2742,-242,1463,161,10713,16437,10790,1537,410,-650,-8835,-533,-203,-104,-61,3256,732,-5,-224,-1151,0,1442,-651,-1692,-3131,15509,0,-20493
1987:Q3,-9897,-10606,-2153,-234,-30,6888,2082,-222,890,51,5445,-444,4362,-183,-8007,10,-7746,41027,8599,2161,883,3471,3333,2724,-102,-4,-5,4072,17678,-146,-119,1304,0,-424,2975,-1914,-4798,1340,0,-50924
1987:Q4,14581,-2952,718,-9092,675,-16862,124,-120,299,3061,-2640,-1428,36775,-308,-4065,300,10096,60285,83234,2537,2723,194,-6186,-335,30,-2221,196,1809,-23484,-48,286,367,0,4028,2657,-1279,-3449,-773,0,-45704
1988:Q1,60596,30466,4345,10317,-300,5825,2854,28,-24,277,2025,-147,22735,23,-17800,84,-112,37669,27188,4161,-1390,-1780,-8176,3420,206,2166,0,5205,2181,-44,2849,504,0,157,635,-444,827,4,0,22927
1988:Q2,40516,-537,4345,5522,432,12048,-220,201,-191,127,1186,446,1098,-38,240,746,15112,38956,11100,4036,709,163,18306,-384,409,-874,0,1752,6798,-44,-1416,113,0,901,2596,-775,-4153,-282,0,1561
