1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q2,121989,96853,-12261,5190,-586,-47735,12860,3912,587,-19657,40022,-8895,-1971,-2099,-38871,-1198,95838,85671,92879,16685,-3997,-848,-23338,-631,5815,4804,13804,9444,3539,1730,2651,-25036,7694,-9361,10076,591,-19102,-1718,-10,36319
2010:Q3,93101,70811,-12261,-1357,-2416,-1358,11257,-4553,409,9336,-19472,717,-1342,8555,11990,6202,16583,-20118,4917,17035,2425,-960,-26555,-681,-1186,215,-11975,-12647,3538,2345,8417,-28990,-69,26349,-17709,3955,14341,-2878,-4,113219
2010:Q4,-44833,-75171,-12261,2756,30039,-11574,-36716,-1564,-1255,649,-2731,25836,-54454,-5446,43615,-3771,57215,104409,94816,18092,-661,15684,-1628,-13701,-1076,34109,28454,-23138,3539,8422,-18948,3950,2189,2191,-64814,-4621,18525,2985,41,-149242
2011:Q1,-11585,80692,-5262,-2267,-28515,-38449,561,-1226,492,6724,1577,-40306,-2205,3331,-8685,5135,16819,67019,-13432,14852,-3824,9644,28281,13505,-140,-675,-6430,13929,10851,8451,-8491,39227,1041,-39810,-7243,942,-3320,9647,14,-78604
2011:Q2,64461,-5843,-5262,6185,-4445,-9352,12690,-1603,528,1756,8210,2539,-10530,206,62590,2564,4228,41256,-113728,12895,-3388,12091,-11057,5225,1073,-4772,16194,10315,11071,3568,40967,59441,-1022,368,-8527,3872,1785,4892,-8,23206
2011:Q3,68254,7718,-5263,161,10725,-9797,29395,2998,-732,313,40812,1640,21115,1957,-34108,678,642,516116,209643,13404,2146,-1005,-51760,-2984,4739,-5913,34279,60590,11067,1914,-35828,214609,2284,44794,25737,5391,-7996,-9001,6,-447862
2011:Q4,186935,183115,-5262,9513,2657,-31861,1257,-5341,1120,-7427,-15163,-5266,2106,-2961,-9038,3411,66075,-312584,-219258,13105,6342,21818,-24445,-720,-4879,-2717,-21848,-7831,11063,608,32569,-175782,321,-5492,-5010,-2663,75024,-2826,38,499518
2012:Q1,136676,129815,12941,-3603,2956,-15080,-9393,19978,730,-4582,-25398,-1787,4955,14627,-3388,-19891,33795,-50786,6513,37858,1317,-822,-4335,5691,20594,456,-7901,-8860,8528,-7823,-39427,-93822,2867,1567,-3164,4027,46382,-20421,-11,187462
2012:Q2,124382,132584,12940,3717,-3417,36542,-5147,1014,-115,1602,8460,1235,-6406,-4008,-7018,-7844,-39757,257196,222745,36641,2271,1020,-897,-4322,6396,1893,10094,9155,8518,5109,920,18880,-564,-14110,-14435,5069,-3957,-33242,12,-132814
2012:Q3,4332,45695,12941,-3733,6354,-1833,13502,-109,1188,23834,26259,-2920,-3807,19724,-106325,-90687,64249,-341220,-88183,36822,6608,-924,-27467,8700,-3553,2541,-14706,4654,8512,2746,-1203,-32800,3559,3680,-6202,7675,-123186,-128495,1,345552
2012:Q4,-27698,40054,12941,-4683,195,-43357,-22446,-577,-1615,-14670,19790,-1915,6119,-9476,-86620,-3400,81962,-154417,-198201,35882,530,-33,-6119,-10369,-1206,-618,4978,14407,8505,-2814,22278,23776,2594,12946,-7054,5387,-57499,-1911,124,126719
2013:Q1,33470,94088,10451,4020,2123,11221,-1033,583,2607,12722,-1706,-2946,3892,-5135,-20059,-6198,-71160,-39032,-50808,54296,6536,1541,-11914,8919,1501,3722,-8804,11685,7498,992,-20549,-23734,-5726,15322,-10225,425,-19160,-549,0,72502
2013:Q2,-58318,-21090,10451,1757,-3156,70301,-7080,120,277,777,13971,3055,-3119,1846,-55121,1292,-72599,-73477,-110814,52838,422,1678,30140,14474,1355,2046,-820,8239,7511,-245,10099,-22887,-13310,-189,-2181,-9799,-40568,-1399,-67,15159
2013:Q3,119089,71916,10452,-7995,3791,-12126,-11523,-1414,-234,4487,-10316,-571,6217,-15879,65210,4874,12199,37789,67247,53315,2808,-591,-25981,-3727,2645,-767,-9851,-4779,7524,186,-19577,-18953,-1881,-874,-3642,-14427,-9373,18476,10,81300
2013:Q4,121816,35799,10451,3480,-3106,-15767,-11441,-826,-1321,845,-1172,-6286,-5635,-3356,87495,-96,32752,168256,50991,53811,5849,1933,-7335,1436,-926,511,-5449,-1495,7536,-1109,15921,12287,-6712,-1207,-2044,412,43588,368,-110,-46440
2014:Q1,-2846,13346,19477,-3193,330,5747,-1228,1797,-241,30663,16468,-2161,11582,3867,14910,-5300,-108909,263244,34108,63047,4106,626,-601,5779,-1010,4924,25179,28099,6956,1549,6227,82395,-32,-13518,2053,6791,11356,-4790,0,-266089
2014:Q2,113655,51286,19477,3994,569,7394,-2416,-4771,2318,-16121,-3115,-306,-117,1207,-15864,5347,64774,-22855,-73743,62017,1238,1424,-2322,795,174,1663,-22891,1780,6941,842,3516,-14114,-929,-679,-1565,2935,11371,-1308,0,136511
2014:Q3,147317,50129,19477,-3124,1899,37323,9881,-2385,663,9997,706,1094,4979,-1895,-14193,-3971,36737,219946,108049,62173,-1816,-309,-508,2163,-1647,-528,13404,13300,6929,-4149,-3919,12714,174,-2156,20521,123,15073,-19645,0,-72629
2014:Q4,401242,341804,19477,5336,-2223,13133,-2240,118,-1424,-8931,13080,-1984,2663,-1202,27810,4429,-8603,166185,6338,63243,8146,1141,-11760,-3080,11845,-266,-14467,40812,6915,2841,-14257,37985,-353,5386,1062,169,31137,-6662,9,235058
2015:Q1,135603,97390,5171,-4520,5162,494,14325,-767,303,8072,21610,-1064,11715,-1827,17746,-7263,-30944,429718,269559,73084,7364,-1599,9833,5125,-1175,3178,3195,41561,-2894,1695,-7498,-5701,4412,10046,12988,974,11388,-5818,0,-294114
2015:Q2,126230,199037,5170,3335,-407,-30212,-24343,2211,913,-909,-29757,-5209,4170,257,-50239,2357,49856,276435,307513,71896,-349,639,10661,-5758,7492,565,16834,-16039,-2881,-3323,20546,-76045,-2190,1549,-25580,-2454,-13542,-13099,0,-150206
2015:Q3,278584,275547,5171,-2375,-1187,-14821,7323,-6482,-998,-3954,24158,2655,4598,7501,29200,-9593,-38160,397239,339250,71780,-439,-746,-2474,-8840,-6424,1172,20660,-9822,-2871,-1037,-794,22937,-383,-12094,-9927,1511,3191,-7410,-1,-118655
2015:Q4,62573,85898,5171,7102,-503,-41029,-4103,19352,181,-13049,-39621,-1711,-5860,-11269,-8771,-141,70926,-40960,-138908,72883,7780,898,11819,-8897,18319,-1918,-10890,-53232,-2857,2148,17259,40237,585,-6005,20061,-3608,529,-7501,338,103533
2016:Q1,85477,-45667,50341,-4471,-606,26648,19272,6300,-647,12330,35683,235,23990,5423,-37617,-10690,4953,278259,69060,58571,4023,-967,12230,11755,12453,6531,16964,32923,7770,-2729,-16023,25160,9249,7971,21318,4931,-5636,2703,1,-192781
2016:Q2,447212,206466,50341,1783,-505,12448,13679,-1470,1471,-805,24652,-2433,-18245,3080,35807,3955,116987,329986,197250,57852,4841,259,21891,6596,-4596,1629,6256,19083,7757,13608,-3212,-38813,6599,7898,-11265,3727,34164,-1623,85,117226
2016:Q3,45398,138130,50342,-1555,-284,-2452,-28100,-21604,-229,9175,-6192,259,6216,-4268,-94125,-110372,110457,5639,11553,57436,8639,-1108,-6663,-6650,-22082,-3732,-3424,-6788,7744,11399,34429,-68767,1966,7518,-20084,1709,308,2272,-36,39759
2016:Q4,350669,269870,50341,10021,2084,6903,-15860,-2387,757,-6214,-51177,3318,-3621,2293,11566,5597,67178,68154,107785,59077,1589,2013,11593,-1040,3237,859,-17466,-13984,7730,10473,-12891,-67370,-6674,-20829,-10940,8547,10870,-4295,-130,282515
2017:Q1,-4909,-87263,26097,-11097,-755,43715,-1410,431,-1476,26261,-1635,-8613,-710,-1279,48333,-9845,-25663,120041,25447,104535,6371,-2525,1304,-7799,149,1103,18699,-975,18540,16402,-14896,-16910,566,-26295,-9871,-10917,17497,-439,54,-124949
2017:Q2,35892,-43388,26097,5974,-387,16310,3615,-2005,720,11467,14685,-1038,1446,1466,26402,1758,-27231,100397,-32161,102040,4803,691,-24993,10605,-2743,527,-3355,-4916,18557,14023,-2596,-13246,2018,7817,-5661,2208,23067,3706,6,-64505
2017:Q3,185216,212641,26097,3081,-1058,-45685,2944,2343,1201,7825,-7545,5703,-22217,4633,-24401,-1788,21442,189659,122065,97825,4904,-165,4018,6768,-5434,-317,142,6053,18574,7966,18318,-89150,489,2401,-8198,1430,-9182,11164,-12,-4443
2017:Q4,-441155,-426185,26098,5285,419,36185,8695,-1495,585,-13653,-11215,393,6757,-4314,-56902,3102,-14909,34813,-83393,105346,9776,1165,-10512,24080,-1388,673,-26561,-21733,18591,5440,-8013,107643,-1717,-23675,1659,-2105,-35143,-25435,115,-475967
2018:Q1,227533,164425,23404,-2027,-2019,-14910,2963,-1152,186,5604,70,-1420,-18322,886,8655,2730,58460,229797,312027,49300,-3316,-1542,-8515,-69,-651,2302,6195,12009,-2362,8472,-16207,-80471,3194,-6372,-7273,5798,-30614,-12258,151,-2264
2018:Q2,270470,183499,23405,6613,1464,49336,-10415,-140,483,3480,-12671,1017,-18941,5006,38675,2230,-2571,105654,70955,47722,8546,822,-28843,2824,1050,1987,-959,14804,-2349,9616,8950,-66246,-163,2382,6579,-121,22960,5264,-126,164816
2018:Q3,251231,174408,23404,-2125,1199,44849,3080,3619,504,5529,-5875,1062,-21494,2991,6555,6543,6982,-48218,-84371,47246,9890,-1596,16194,-9125,3632,2396,547,15486,-2339,-5189,916,-49991,-2734,-6000,-4752,7783,15465,-1651,-25,299448
2018:Q4,112491,131181,23405,-898,685,-26427,-11988,-3713,-1280,-17478,-10892,-106,3774,6369,-20881,402,40339,280935,241369,49324,1544,-214,-64998,-14027,-3147,-3763,7919,4646,-2325,-11108,-67986,114892,1526,-5718,31166,7714,-4552,-1322,-6,-168443
2019:Q1,491583,392215,25996,6090,-359,89752,-3854,262,1424,12512,2627,2093,5735,1137,-6258,-2419,-35370,518918,294848,38668,7469,-1008,46885,17023,-3279,6044,-8887,-10295,29292,-2221,15126,67427,246,7686,-9548,9535,14409,-528,26,-27335
2019:Q2,323390,280557,25996,6650,599,10887,6906,4146,1141,11914,23649,-533,9530,-17244,19,2492,-43319,467391,269531,37389,7833,714,6536,1679,-865,868,2427,14776,29318,170080,32850,-117273,-153,12560,1252,-7716,16176,-10587,-4,-144001
2019:Q3,249838,275904,25997,-11721,-81,-57525,-5796,1924,-1191,12365,37914,3940,-9394,1015,10578,9980,-44071,340651,374110,37881,-2166,-2251,-19615,-9045,3645,2590,6752,28340,29346,-118319,-36268,37717,8816,19847,-335,-25,-7893,-12452,-23,-90813
2019:Q4,459967,429270,25996,2884,544,-39511,-32633,1386,-163,-1545,-19936,-2281,4623,789,17161,13304,60079,808505,543510,37497,-2393,1095,7312,-2161,-3066,-3713,17441,988,29373,85456,46342,54975,-1306,-8014,4370,2762,8445,-10525,117,-348537
2020:Q1,93983,-248109,124160,-3172,10287,41627,37775,6114,551,-7895,104030,3306,10752,-1932,-143376,-13451,173316,535000,147257,106094,-19400,3012,37454,22209,2123,6590,-14709,108825,14577,-26890,-23986,101864,11183,22836,8937,7224,23498,-3754,57,-441017
2020:Q2,-107582,-272727,87730,96,-9217,-77425,-7337,2010,4181,21546,-3802,-1958,8370,823,99119,10262,30747,-555390,-608959,104262,11544,5921,9891,-18953,-966,6789,-14041,-29005,14540,64807,-31469,-100060,22382,19865,1610,-8876,-7812,3171,-32,447808
2020:Q3,7974,-83151,94080,-2451,-377,-70195,-7024,-6959,-797,16955,-26080,806,3978,4249,26389,-6015,64565,-68249,-86700,103497,12329,-551,73194,-5162,-6341,-536,13870,-14184,14502,-112875,-30665,-51850,13005,16439,-7975,-3129,9509,-4616,-11,76223
2020:Q4,119498,3527,108270,1701,539,-34218,-7018,-2329,-73,-7042,20166,5628,-613,2571,18380,-1413,11421,301415,46124,106702,-15903,1002,28015,-4220,-1310,-569,27414,39905,14465,-33934,73252,-14948,-5477,3209,8595,3462,23766,1850,16,-181917
2021:Q1,268887,-22454,87300,-5409,285,47213,3723,-3477,955,17230,-9625,-7868,6887,5355,37823,-2749,113698,29595,53013,132780,-121,-995,46503,5575,5876,6776,-37545,12071,10415,20663,-44662,-133820,-4192,9580,-20003,8024,-42103,1730,31,239291
2021:Q2,212767,105653,137300,2641,221,18628,643,188,1028,14289,-4523,-4577,-6091,-7980,-11876,-5359,-27418,55276,-76678,132320,-28693,581,22452,9956,917,2373,-1457,27505,10476,-18984,-23395,-12160,4609,-24634,-5522,-7018,40682,1964,-18,157491
2021:Q3,-60838,-131450,127300,-496,-1517,20325,-1000,-846,2257,14490,-5387,4159,-26361,-4603,-41603,10806,-26912,404772,317456,130363,8634,560,35323,-7118,-11733,3074,-27870,11392,10540,-785,102253,-79910,-4090,-1095,-18571,-3347,-58324,-1935,-45,-465610
2021:Q4,242395,19693,99800,976,2686,-35338,3533,-1030,-1496,-12149,18926,3837,1498,-1543,20243,-3685,126444,466787,160974,134950,7551,814,22707,-9072,-4126,-5259,-18256,25759,10603,59883,-44238,86735,34,-14351,-4302,-158,59619,-3187,108,-224392
2022:Q1,468305,341294,159206,-1039,-1542,56505,10696,1309,3623,33776,-3550,2111,6928,5455,-55049,-8029,-83389,697120,582571,215926,-19702,-660,74623,7868,2206,7037,39261,18736,-30382,7796,25673,-121319,17296,-13726,-12843,-1851,-105471,4054,27,-228815
2022:Q2,448998,287053,145916,-181,-266,-33520,27375,-33,3501,-10631,-2163,1670,34048,-1435,-15275,9202,3737,795629,578774,212534,8090,1543,40322,14183,-2064,558,40604,20978,-30400,56440,607,-9336,-2653,-24575,3508,-6728,-104794,-1928,-34,-346631
2022:Q3,1073703,685196,170062,3140,87,87100,28096,1410,-2587,4966,14572,8912,-4143,12910,11367,15331,37284,809390,716724,211292,-3290,-73,1474,15537,8610,-6578,40898,41054,-30414,-16630,-7304,-74572,-10842,-7301,3993,-1171,-75875,3854,3,264313
2022:Q4,769622,595851,164260,20397,-19714,-63755,20985,285,1799,-23390,-40944,5220,15339,-14012,34739,20782,51779,585109,335955,215283,-4025,2827,6125,23538,-3457,1104,-26919,-5213,-30430,1853,16945,43381,-5641,8152,9697,-6042,8397,-6493,73,184512
2023:Q1,283335,235498,72964,-4469,-23575,-6903,-48698,-64,9848,25594,-578,-5818,-5612,2849,24505,-4932,12726,182529,152943,56253,14815,-2183,-21516,-34083,2734,-8240,17124,27094,-11175,-5026,-11528,-20105,-7,-3179,810,4613,25077,-1864,-28,100806
2023:Q2,431224,306224,29846,3616,-33263,20425,15498,524,20523,4404,15182,7216,20616,2160,7320,1472,9460,134071,168310,25864,1700,3540,-17845,1597,-1831,798,-19608,48389,-20190,37263,588,-94422,-863,-289,9994,-1429,-5496,-1977,-21,297152
2023:Q3,341151,188546,16081,17435,-25582,125104,11981,22433,9352,5847,13711,11855,15069,-2053,-80748,5865,6256,-64073,-42055,12714,-7514,2761,36116,13368,4756,758,-11035,45995,-15510,-34894,-12762,-46118,-6558,6708,16643,857,-34128,5728,98,405225
2023:Q4,582102,292462,31172,9276,-31704,72007,-11070,7822,13272,13039,31445,-5243,40676,8093,36755,8040,66060,498808,361805,25106,11869,-2326,-14217,-9501,1468,-508,-28160,18503,-9096,21110,-26951,52519,-693,1202,19021,16172,68824,-7246,-93,83294
2024:Q1,-243528,-122814,20262,7833,-21859,-26682,5671,2401,1912,879,-15313,422,-6710,1187,-1252,-237,-89228,-305672,-215898,26763,6071,-2195,-2787,930,-7524,7429,-19487,-8926,-16647,-12050,-8483,-33620,-3862,-13166,11064,-1267,-16187,4153,15,62145
2024:Q2,-68416,-78428,32614,8715,-22632,20327,-3571,1720,-9905,-13017,-15222,588,-164,1867,1153,15447,-7908,-95068,-96795,24688,4792,157,-20936,3617,-1855,481,18036,1905,-18089,-8636,38329,-30979,478,21374,-12739,-3485,-17073,1645,17,26652
2024:Q3,-23628,-14339,50906,-7991,-18828,-24822,-20270,6350,-12287,28497,11793,-10290,20806,2114,-1786,10308,-43790,106105,-938,33211,10318,-1359,-15608,-17256,3567,176,3558,21161,-22018,19112,-65937,16904,4686,-1001,50147,12319,54258,727,78,-129733
2024:Q4,365844,171403,56651,6479,-17956,60087,-8940,955,-28976,-28777,-33880,10967,7096,3104,61670,1298,104663,442889,273249,42641,-3320,-1708,16156,-5267,-412,-5059,-1419,16226,-18955,-23063,82360,48296,2503,-3888,9645,4049,14062,-3145,-61,-77045
2025:Q1,-190593,-67624,46707,5573,-6617,-33980,20037,1917,-2118,1099,-13190,-6241,-1543,3150,-89157,-4875,-43730,106849,61476,32524,4198,-402,15691,22630,-733,6438,-46690,25342,-20281,-5922,-25390,32074,11178,-1299,5231,133,-13982,4601,32,-297442
