1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q4,13304933,336173,380360,63571,359020,14560,215089,110974,52117,17372,32113,2513,134342,74759,59583,158934,1058806,2905296,529,134404,2108248,5435601,283910,117028,0,5034663,27966252,11703368,3092526,90071,250109,2752346,2443072,610993,903561,928518,276048,1699382,86222,4106118,44763,-30193,4091548,16262884,14217798,2045086,2561983,3390229,75.56961239001171,28.987383896782514
2006:Q1,13661865,315537,375331,41996,363225,10103,208952,105397,50010,16670,34480,2395,125610,72490,53120,160028,1043745,3144016,538,146510,2167880,5558394,285340,132005,0,5141048,29250969,11888072,3118443,96494,257516,2764433,2506061,623003,922012,961046,282955,1708719,98139,4173755,63258,5852,4104645,17362897,15235218,2127679,2505399,3448367,72.65465599439528,29.18495287554434
2006:Q2,13859657,278925,355438,53045,377091,12154,211831,118946,44880,14960,30718,2327,120613,70555,50058,152765,970391,3155713,548,149921,2235216,5786006,288595,135497,0,5361915,29020082,12169559,3178334,111671,274103,2792560,2575051,619846,974198,981007,297905,1760837,95147,4262285,63754,71196,4127335,16850523,14749809,2100714,2408796,3561699,67.63053272266892,29.647154253605972
2006:Q3,14128839,276087,356342,43697,398615,12668,208094,118689,44794,14931,27313,2367,116998,68674,48324,153618,964281,3314583,566,159532,2217738,5906020,291655,139323,0,5475043,29632599,12268826,3200429,110579,281892,2807958,2603133,628354,967008,1007771,310958,1777183,94466,4282657,64249,35061,4183347,17363773,15147399,2216374,2419316,3577589,67.62419235816822,29.39471570714479
2006:Q4,14572819,262603,386992,49336,428003,15533,213883,122669,45463,15154,28131,2466,115170,66877,48293,147594,964060,3600319,580,173221,2099243,6116282,291492,140086,0,5684705,30736759,12365787,3246779,112517,304143,2830119,2701859,630054,1028421,1043383,322943,1812989,85421,4195796,64745,-16275,4147326,18370972,16026365,2344607,2493631,3669403,67.95740699942033,29.771401890748216
2007:Q1,14898216,252160,360421,45306,442716,13914,192555,109057,39167,13056,28420,2855,111577,63762,47815,143216,974300,3769925,624,174805,2180375,6236322,294515,82932,0,5858874,31723074,12629522,3308946,126169,318682,2864095,2749898,628793,1082131,1038974,320571,1825123,73230,4351754,65879,-19252,4305127,19093552,16666943,2426609,2456177,3735446,65.75324547220131,30.320851052021837
2007:Q2,15431879,289820,331493,55824,460558,8695,190807,114501,33119,11040,29455,2692,107478,58394,49084,130747,1039857,4032196,675,181888,2265597,6336244,297584,87353,0,5951307,32902803,12884141,3416042,154347,346726,2914969,2858783,632739,1160439,1065604,332060,1859504,63114,4354638,67015,-78058,4365681,20018662,17400479,2618183,2558942,3870144,66.12007623729413,31.037133531490202
2007:Q3,15784397,318238,289046,56965,518735,7643,164918,79935,38968,12989,30464,2562,104258,54113,50145,128428,1065175,4193251,694,183739,2302048,6451259,300713,83132,0,6067414,33445590,13157419,3427816,131416,358946,2937454,3042112,689946,1250536,1101630,348390,1864257,51882,4422962,68150,-92943,4447755,20288171,17576536,2711635,2604459,3988037,65.30679048427831,32.02351037626622
2007:Q4,15977715,311604,261335,50250,565641,8050,152455,69462,38319,12773,29188,2713,100055,50631,49424,151391,1033221,4188219,712,178028,2262207,6714547,299812,81515,0,6333220,33045524,13493860,3465301,123814,375411,2966076,3176206,738590,1315943,1121672,384157,1898892,35828,4533476,69286,-28350,4492540,19551664,16924153,2627511,2560584,4113067,62.25485105059308,32.79899468264242
2008:Q1,15338582,293526,198425,55037,652124,7100,112416,52866,27239,9080,20814,2417,95545,49442,46103,157766,987843,3827562,435,161150,2295248,6494405,303140,84467,0,6106798,31807927,13763475,3510907,139956,385461,2985490,3247823,778535,1332350,1136938,407313,1856758,55007,4685667,72970,144142,4468555,18044452,15615923,2428529,2467621,4162606,59.28067855422561,33.302718592395244
2008:Q2,15070210,281624,227939,36837,660757,8056,119669,58271,28797,9599,20463,2539,95140,48443,46697,167109,1011226,3734603,417,155506,2313176,6258151,307786,82218,0,5868147,31813113,13952562,3614036,139827,412762,3061447,3277644,780140,1362497,1135007,441072,1817609,37941,4764260,76654,213193,4474413,17860551,15454256,2406295,2501614,4138014,60.45446207449834,33.11912123970872
2008:Q3,14116789,264834,195910,31580,690980,5300,118037,56981,25505,8502,24071,2978,93359,47023,46336,150371,971814,3067074,385,135848,2245395,6145902,314025,83481,0,5748396,30201937,14128125,3648725,146538,427221,3074966,3302619,805454,1393785,1103381,433639,1745659,54068,4943415,80338,391615,4471462,16073812,13834119,2239693,2414303,4145503,58.23907805554715,33.74565129378711
2008:Q4,13105614,179358,151888,24704,798998,7178,126993,57286,30455,10152,26164,2936,92062,45120,46942,141565,791594,2378648,422,106333,2093967,6211904,310921,80453,0,5820530,27317726,14527159,3662283,131477,440294,3090512,3256637,803307,1383914,1069415,422721,1668971,38954,5477593,84024,687523,4706046,12790567,11049169,1741398,2187046,4026624,54.31463779643462,33.51243669386517
2009:Q1,12771770,195373,153930,25736,804807,7469,127408,49862,41105,9702,22318,4421,91539,47850,43689,161710,678830,2167294,460,108583,2101539,6147092,309569,76946,0,5760577,25930513,14450004,3741933,106921,447721,3187291,3117739,742114,1308772,1066853,405316,1581848,40221,5562947,81872,802430,4678645,11480509,9962136,1518373,2102136,3779876,55.61388432512263,31.456420529643303
2009:Q2,13310901,211210,149233,26241,780168,7904,138700,55949,41890,13963,22025,4873,89683,46278,43405,172496,758642,2630396,444,129437,2121900,6094447,308920,72341,0,5713185,27342350,14245835,3797207,86180,458536,3252491,3010752,676921,1283508,1050324,403465,1560598,34647,5439166,79721,665288,4694157,13096515,11355694,1740821,2201535,3641854,60.45094878715176,30.06199723598527
2009:Q3,13950981,298368,212428,26260,740313,8997,132872,49698,40835,13612,24081,4646,88543,45794,42749,179444,845283,3152658,410,151868,2114745,5998792,308768,70878,0,5619146,29030766,14037221,3814680,72901,466595,3275184,2870700,604865,1251085,1014750,413767,1549190,41742,5347142,77570,506607,4762965,14993545,12980526,2013019,2416389,3519783,68.65164986686302,28.851774422047864
2009:Q4,14273519,364004,228801,31528,725069,7852,145413,55987,42964,14321,27101,5040,88287,45067,43220,180383,863153,3285535,444,162039,2064452,6126559,306954,71178,0,5748428,29774113,13973555,3841418,58410,477715,3305293,2679084,565036,1138577,975471,405516,1582043,35700,5429794,75419,465979,4888396,15800558,13679698,2120860,2527859,3379766,74.79391370273623,27.022806157767633
2010:Q1,14436498,412921,210549,38111,637096,8996,146077,57137,42376,17459,24009,5096,89299,44456,44843,158135,892125,3398168,459,168312,2148168,6128082,308805,95877,0,5723400,30462403,14017326,3914273,73617,486917,3353739,2575453,516343,1103731,955379,416207,1619159,49464,5442770,79264,440699,4922807,16445077,14221421,2223656,2514187,3362313,74.77550866160531,26.098028228806818
2010:Q2,14039119,428444,215201,38657,586159,9221,153260,63594,45011,18337,21606,4712,88547,44067,44480,145281,774768,2985529,427,157789,2215741,6240095,313748,94555,0,5831792,28972692,14246826,3959182,81979,497624,3379579,2466962,480580,1071876,914505,414624,1660536,43875,5701647,83110,598878,5019659,14725866,12774599,1951267,2363499,3338846,70.78789241417333,25.434156329523834
2010:Q3,14671515,486063,205539,35791,568165,11547,165273,70683,46889,18963,23695,5043,87852,43673,44179,141026,845055,3464889,502,174166,2221506,6264141,317768,94205,0,5852167,30672329,14310633,4048115,97938,499623,3450554,2424265,472991,1061279,889995,417616,1689181,47060,5684397,86957,506967,5090472,16361696,14161864,2199832,2491599,3368449,73.9687297130724,25.218051865958337
2010:Q4,13205399,489675,235240,63991,555140,22034,216876,123511,48024,16008,23935,5398,88256,43864,44392,151286,917209,3703940,565,184969,2202562,4373656,318558,62334,0,3992764,32261011,14272167,4088549,82928,511014,3494607,2330516,496741,946393,887382,406300,1738907,78398,5629497,90802,437178,5101517,17988844,15565633,2423211,2685134,3343367,80.31226330843167,23.77390432881353
2011:Q1,13531647,453320,208903,74765,535697,23204,212708,129229,41312,13771,23102,5294,86768,43484,43284,150610,973102,3972437,647,188558,2298920,4352008,317845,62820,0,3971344,33492786,14380105,4150982,110460,513547,3526975,2304239,510847,942507,850884,397704,1768658,102670,5655852,91542,381219,5183091,19112681,16567200,2545481,2670257,3435142,77.73352102470376,24.22557354272908
2011:Q2,13606557,537752,198719,79608,523446,23193,218592,125792,48750,16250,22863,4937,91065,47406,43659,158460,975429,4016154,578,185322,2358709,4239530,322688,67292,0,3849550,33551663,14486687,4209651,106911,518213,3584527,2339362,534378,978346,826638,399112,1788065,86907,5663590,92282,394060,5177248,19064976,16518909,2546067,2742061,3494607,78.46549913649255,24.730982594454435
2011:Q3,12832020,535235,182011,58199,508102,22223,188312,106651,40857,13619,22622,4563,90480,46430,44050,149681,840928,3318202,510,160453,2331826,4445858,325277,69457,0,4051124,31204518,14816566,4268661,124685,516993,3626983,2382721,586371,987795,808555,413219,1772949,99887,5879129,93022,601140,5184967,16387952,14191024,2196928,2495463,3571687,69.86790733044589,25.541322775792118
2011:Q4,13006420,582807,195351,52528,515830,22906,207993,123604,42968,14323,22291,4807,91199,46182,45017,159780,940555,3552983,526,164998,2289401,4229563,330775,74968,0,3823820,33020904,15002955,4303850,116307,519547,3667996,2456227,641161,1006059,809007,429192,1762612,91745,5959329,93762,497486,5368081,18017949,15598834,2419115,2682968,3617884,74.15848758834562,26.087378760057067
2012:Q1,13426660,511247,177363,48491,492186,26299,191366,112071,38931,12977,22429,4958,88720,45201,43519,187446,1046924,3904335,632,178469,2339710,4233472,329270,70595,0,3833607,34829319,15089331,4401922,127583,520657,3753682,2407579,643971,991535,772073,414607,1791247,110778,5963198,90682,366422,5506094,19739988,17020124,2719864,2672345,3665114,72.9130201464066,25.89159732380613
2012:Q2,13406184,570772,164188,43135,476564,26202,188317,109188,38547,12849,22721,5012,88170,44586,43584,193689,1006139,3669157,551,171695,2351621,4455984,331252,65117,0,4059616,34525233,15329845,4481391,132081,531590,3817720,2401716,676991,986227,738497,420032,1778882,100024,6147800,87601,421521,5638678,19195388,16546012,2649376,2647012,3674206,72.04310651810896,26.082695724507808
2012:Q3,13767418,600532,169606,49706,480953,20661,191761,111150,39439,13146,22947,5079,88310,44685,43625,196143,1057400,3980066,555,178073,2377737,4375915,332834,68450,0,3974632,35959925,15506879,4595231,136003,530498,3928730,2425236,682966,1026919,715351,427717,1833542,99318,6125835,84521,356941,5684373,20453046,17648895,2804151,2748692,3778748,72.74082017774523,26.29294584729136
2012:Q4,13778331,626691,209082,53621,504912,18273,192241,112132,39437,13146,22915,4611,90170,45944,44226,197789,1040110,4124887,552,177980,2344826,4197197,338536,78887,0,3779774,35993054,15710316,4714439,130329,533054,4051056,2457241,726567,1010834,719840,407218,1830684,93102,6207632,81441,377158,5749033,20282738,17486791,2795947,2822910,3791516,74.45333262231875,26.043130301322137
2013:Q1,14126315,620384,207248,83188,493518,18561,182842,112897,32639,10880,22827,3599,82455,44547,37908,170774,1146896,4354505,624,187924,2443148,4134248,335582,84055,0,3714611,38591796,15873480,4773391,140086,536077,4097228,2441544,703252,1033838,704454,409670,1831548,106315,6311012,80822,387069,5843121,22718316,19640529,3077787,2940561,3815039,77.07814151769689,26.017917784824405
2013:Q2,14093833,570333,191683,98696,499451,16334,180387,103353,37330,12443,21923,5338,86677,48820,37857,186667,1176561,4320402,574,187498,2563791,4014779,335955,89275,0,3589549,39326252,16150311,4849214,147246,540001,4161967,2523803,724419,1076967,722417,411961,1857970,83694,6423669,80205,521436,5822028,23175941,20002143,3173798,2920943,3890296,75.08280493231744,26.429230005567117
2013:Q3,14816346,608338,209659,99460,523947,26188,190279,113827,37376,12459,21402,5215,85966,48172,37794,173327,1234370,4783382,563,197149,2614401,4069317,334792,92135,0,3642390,40941521,16501135,4988232,171169,536373,4280690,2542283,736065,1067852,738366,416167,1923229,80643,6550581,79587,577027,5893967,24440386,21085354,3355032,3089390,3978958,77.64319669930973,26.227764528112214
2013:Q4,15441333,671058,248237,122171,535492,22643,184184,106504,38822,12941,21167,4750,88023,49908,38115,168794,1359761,5111076,596,208084,2616645,4104569,332621,92973,0,3678975,43064760,16675065,5022866,144511,535158,4343197,2607363,778769,1086297,742297,418959,1931206,83191,6611480,78969,591303,5941208,26389695,22686251,3703444,3351630,4023974,83.29153779894453,26.337049122722316
2014:Q1,15560218,617001,191652,108869,521153,23186,194434,116600,38909,12970,21320,4635,88615,51403,37212,221842,1386292,5161578,750,217109,2663828,4163909,334208,100276,0,3729425,43925390,16857513,5130457,180154,534715,4415588,2638055,794720,1116057,727277,412449,1970827,98508,6607217,78253,574303,5954661,27067877,23438216,3629661,3259696,4160266,78.35306486016697,26.91546641763201
2014:Q2,15978926,678093,167071,128031,511125,27703,185750,105470,40664,13555,21368,4693,89672,52066,37606,221701,1460674,5406742,705,230204,2759445,4112010,338671,101307,0,3672032,45360730,17015314,5226573,185778,534409,4506386,2659328,828739,1104232,726357,425790,2016708,84810,6602105,77536,518622,6005947,28345416,24513345,3832071,3388651,4220267,80.29470398675107,26.867559780175625
2014:Q3,15944153,709399,150745,118642,523187,41545,184110,103087,41380,13793,21307,4543,90045,52084,37961,228170,1479025,5178434,698,232592,2763319,4244242,342521,101960,0,3799761,45551617,17354902,5298529,207060,532414,4559055,2712693,839262,1144531,728900,465868,2081998,104861,6690953,76820,551808,6062325,28196715,24323936,3872779,3439245,4377712,78.56260574649616,27.347306189784014
2014:Q4,16059519,790778,160676,112862,557351,50432,213614,131589,41679,13893,21223,5230,92146,54461,37685,218088,1553751,5072306,728,240414,2720773,4275600,342854,108754,0,3823992,47207285,17803823,5373959,182012,535217,4656730,2801660,886619,1168598,746443,465888,2079753,95409,6987154,76104,503422,6407628,29403462,25323624,4079838,3679878,4412391,83.39872760556587,27.36464436189135
2015:Q1,16323876,741945,140012,85895,542656,49903,202565,128850,34613,11538,21610,5954,97092,60455,36637,219992,1549779,5226732,806,248238,2696314,4521947,341491,106771,0,4073685,47837559,18086689,5502824,188286,541233,4773305,2856331,910297,1188761,757274,496996,2033302,110474,7086762,79894,488349,6518519,29750870,25487643,4263227,3560993,4431120,80.36327913578666,27.36333393023732
2015:Q2,16743003,731164,148328,97445,539736,54099,197830,128522,32123,10708,21641,4836,104705,66686,38019,219448,1535465,5270905,772,250381,2781453,4811272,343640,106000,0,4361632,48073626,18609903,5669621,177555,549797,4942269,2920546,948922,1183542,788082,512275,2079893,101473,7326095,83685,524855,6717555,29463723,25179445,4284278,3554448,4491385,79.13924288096393,26.891432651839704
2015:Q3,16577873,803199,154289,93866,550128,61040,204662,135588,31503,10501,21949,5121,111329,73106,38223,189632,1418991,4819112,777,237108,2796134,5137606,346572,109923,0,4681112,46438519,19145246,5789733,201257,551295,5037181,2906684,945593,1155473,805617,505805,2117063,93886,7732076,87475,651497,6993103,27293273,23272183,4021090,3523283,4513272,78.06493116496405,26.474391991712288
2015:Q4,16736134,837876,171575,93857,576361,64591,216373,139396,37425,12475,22267,4810,115178,78086,37092,211134,1499935,4969661,806,245982,2754199,4978606,345159,111317,0,4522130,47884969,19268881,5818725,179017,549109,5090599,2963548,985215,1131250,847083,507867,2104094,74206,7800441,91266,608283,7100892,28616088,24338423,4277665,3706550,4473782,82.85048602855072,26.13767464747391
2016:Q1,16742946,756825,178547,76374,551850,56522,226251,138410,45979,15326,21871,4665,106895,71180,35715,196681,1527627,5009201,898,245050,2766019,5044206,346551,102872,0,4594783,48468823,19378840,5965772,184673,553002,5228097,3006832,1015309,1155563,835960,494452,2083400,79163,7749221,93472,600523,7055226,29089983,24749916,4340067,3619046,4518108,80.10091125746341,26.252638531572842
2016:Q2,17089504,827123,155667,89387,513195,54066,221738,147987,35391,11797,21766,4797,102941,66598,36343,186884,1573044,4972478,932,247847,2895911,5248291,349073,103540,0,4795678,49493150,19716673,6061592,185663,564902,5311027,2971527,1017229,1123501,830797,521616,2159510,61840,7940588,95677,583219,7261692,29776477,25241855,4534622,3682067,4547743,80.96471328667238,25.754038286820297
2016:Q3,17668779,958522,168311,96159,483875,100293,239586,161276,39201,13067,20839,5203,97196,60254,36942,179330,1642010,5272732,875,255117,2914633,5260140,352750,96409,0,4810981,50612429,19935226,6138380,176268,569682,5392430,2979308,999393,1129371,850544,458169,2240433,64117,8054819,97884,557113,7399822,30677203,25826193,4851010,3943873,4609582,85.55814451036366,25.28088424870681
2016:Q4,17875862,994846,189039,97587,463847,90280,211927,132530,41185,13728,19251,5233,88863,50663,38200,178517,1712941,5268081,902,253381,2953031,5372620,351720,98171,0,4922729,51102462,20249987,6136438,180783,571641,5384014,2935993,971634,1109080,855279,467240,2288325,66113,8355878,100090,581511,7674278,30852475,25846461,5006014,4013848,4615935,86.95634654261234,24.927129505153
2017:Q1,18292579,936408,181737,87663,463813,81450,212287,135989,38683,12894,18657,6064,91787,55043,36744,191491,1786453,5653532,1030,266810,2944730,5393388,349096,98161,0,4946131,52789250,20179681,6277081,195512,572657,5508912,2970394,954958,1190131,825305,476535,2232614,90006,8133050,104882,505950,7522219,32609569,27250946,5358623,4016621,4663221,86.13404030098162,25.310706963329693
2017:Q2,18652186,975316,172120,102936,469833,54700,226237,145288,42263,14088,18303,6295,92202,55550,36652,168245,1810517,5922159,959,275777,3012317,5368868,354732,102272,0,4911864,53445416,20230085,6363818,194666,582552,5586600,3014027,942279,1248524,823224,472850,2256169,74445,8048776,109673,460270,7478833,33215331,27685659,5529672,4087436,4716083,86.670149217906,25.437281708906085
2017:Q3,19463712,987538,176229,228192,502353,39821,208120,127454,42195,14065,17654,6752,92984,56429,36555,175682,1859513,6320370,1105,286912,3080509,5504384,372621,99874,0,5031889,54759219,20504409,6446758,206063,577332,5663363,2990623,920120,1270360,800143,470024,2319419,69590,8207995,114464,402058,7691473,34254810,28461034,5793776,4288678,4785552,89.61721174175176,25.394150942750453
2017:Q4,19771604,950449,181313,216550,532543,39551,243351,123727,71295,23765,17247,7317,101511,65268,36243,154811,1949283,6564342,1179,297488,3116388,5422845,365682,110692,0,4946471,56569096,20388960,6504519,206670,590082,5707767,3118969,924365,1364855,829749,471938,2369669,286554,7637312,119256,325769,7192286,36180136,30025909,6154227,4410528,5152113,85.60620023692027,25.935397351467525
2018:Q1,19783956,947748,180031,210858,501908,30983,242476,127799,67136,22379,17337,7825,98718,63531,35187,198216,1915449,6212949,1344,293409,3206264,5743603,367541,115451,0,5260611,56579421,20744635,6605748,242010,587336,5776402,3131153,929594,1358918,842641,462033,2386792,294136,7864773,110618,397443,7356712,35834786,29745677,6089109,4322862,5211450,82.94931830580656,25.988985386284153
2018:Q2,19983421,995786,179454,222249,486451,16497,241608,133908,60598,20199,17848,9055,98181,62775,35406,201287,1961404,6102570,1250,294484,3364414,5817786,371007,113182,0,5333597,58096921,21010290,6614394,240837,590748,5782809,3495116,949344,1664963,880809,418853,2503078,266406,7712443,101979,396752,7213712,37086631,30845418,6241213,4397933,5624628,78.1906465636483,28.242160104693504
2018:Q3,20299633,1145930,188264,132993,473856,13118,239977,141763,52529,17510,18083,10092,99008,63367,35641,197960,2091549,6143489,1202,301112,3523583,5747592,377627,118863,0,5251102,60630747,21352498,6661487,223580,585471,5852436,3524928,938160,1702016,884752,418119,2653107,275221,7819636,93340,338176,7388120,39278249,32560063,6718186,4586799,5792084,79.19082183216226,28.11348322139357
2018:Q4,19718557,1201415,187155,106290,480766,14579,263220,162126,54404,18135,18549,10006,98020,61534,36486,196770,1789868,5214635,1248,267200,3512687,6384704,377098,113152,0,5894454,55644546,21907804,6672907,196467,587707,5888733,3656127,1030522,1709710,915895,408188,2690361,275257,8204964,84701,600963,7519300,33736742,27923534,5813208,4310493,5902317,73.03052838609166,28.431494307463574
2019:Q1,21275422,1105974,204339,110718,490291,12880,281645,168856,62347,20782,20017,9643,97055,61868,35187,103778,2026146,5776189,1339,290786,3670846,7103436,378657,114686,0,6610093,61287182,22861739,6817336,241104,590797,5985435,3750563,1055499,1758546,936518,386441,2709790,301822,8895787,83557,452873,8359357,38425443,31837545,6587898,4522779,6066761,74.5501429840404,28.90971043534765
2019:Q2,22172285,1226012,211944,128879,513557,12132,285125,178111,56379,18793,21431,10411,99063,63862,35201,103163,2105393,5935894,1322,296867,3856017,7396917,383762,112650,0,6900505,62781697,23304803,6904271,236578,594587,6073106,3800272,1067352,1782376,950544,381994,2791484,260276,9166506,82414,431678,8652414,39476894,32623379,6853515,4779909,6138066,77.87320703709582,28.8317412741162
2019:Q3,22814605,1458418,192091,114639,554776,11012,316044,207804,56134,18711,22808,10587,101033,65808,35225,58830,2132960,5824222,1258,294944,3960599,7793779,386031,112132,0,7295616,63583117,23889469,6993963,216317,596290,6181356,3869865,1050853,1810025,1008987,384749,2881917,270274,9488700,81269,466614,8940818,39693648,32779427,6914221,5074884,6229386,81.4668385787351,28.325146010685252
2019:Q4,24050589,1342005,201454,130983,589092,13384,337625,217568,63629,21210,24226,10992,103274,67448,35826,72078,2317738,6214598,1323,308874,4053223,8364938,392117,112515,0,7860306,66946701,24383665,6990103,194530,603848,6191725,3936440,1052681,1837754,1046005,392335,2920483,267738,9876566,80125,413853,9382588,42563036,35065278,7497758,5241155,6273186,83.54853365501145,28.233678957437142
2020:Q1,22587039,1650219,293826,109832,705534,26913,376842,222463,91502,30501,21740,10636,104933,70224,34709,36773,1832349,4745424,1388,261317,3916912,8524777,394885,111272,0,8018620,58952474,24952393,7235617,243129,607170,6385318,4503774,1521745,1924142,1057887,378949,2754846,291816,9787392,79440,748472,8959479,34000081,28002656,5997425,5256832,6735678,78.04458701922192,31.42425302491631
2020:Q2,23528697,1948146,318606,141387,756322,31246,389992,209581,111208,37069,20073,12061,107337,72424,34913,57572,2165023,5611727,1304,302912,3664264,8032859,402447,107775,103420,7419217,66401468,24663668,7638937,166104,608863,6863970,4560119,1540213,1958106,1061800,363135,2567466,318697,9215314,78755,449807,8686752,41737800,34553381,7184419,6053634,6550586,92.41362105251555,30.038580115414344
2020:Q3,24158952,1923599,313457,153262,721522,28682,377715,221839,94063,31354,18202,12257,114238,79158,35080,36475,2312758,5919796,1302,322235,3823319,8110592,414104,103793,249724,7342971,70308073,24398046,7661180,122229,610251,6928700,4385534,1322728,1993322,1069484,359028,2699888,271156,9021260,78070,339589,8603602,45910027,38113361,7796666,6153230,6409323,96.00437487737588,28.541215826208532
2020:Q4,25213050,1786421,278135,135012,711133,36991,377229,250853,72901,24300,16282,12893,117636,81811,35825,33556,2543177,6749774,1401,353656,3916191,8172738,414125,109483,249768,7399362,76654162,24168049,7686149,132202,609546,6944401,4309547,1203910,2025851,1079786,320120,2764601,275391,8812241,77384,127729,8607128,52486113,43788193,8697920,6221754,6401955,97.18522527479342,28.02640807257563
2021:Q1,25963639,1790056,279332,162856,745942,22385,350853,236758,60954,20318,18884,13939,121765,87045,34720,28316,2691108,7152518,1535,368975,4067069,8180929,424580,109388,197503,7449458,80348732,24404730,7830758,144023,611031,7075704,4353255,1206078,2081291,1065886,327031,2806012,277142,8810533,75758,150100,8584675,55944002,46707531,9236471,6411507,6514546,98.41833171631083,28.163066149185255
2021:Q2,26868722,1816075,290115,198049,759896,36507,384402,271888,55627,18542,21900,16445,123706,88764,34942,23697,2885874,7656248,1512,394020,4248339,8050282,433116,156547,148521,7312098,85070021,24478653,7875695,131976,616036,7127683,4512503,1137340,2291658,1083505,297301,2904104,253255,8635795,74130,49297,8512368,60591368,50523557,10067811,6764938,6718333,100.69369736966452,28.744891478608174
2021:Q3,27302704,2004603,321779,165924,767954,27355,395973,254007,73636,24545,24439,19346,125886,90800,35086,8001,2867443,7606484,1432,395674,4299630,8314566,450757,147314,92110,7624385,85346585,24646251,7943925,122448,618589,7202888,4564658,1072341,2384932,1107385,316782,2995336,252183,8573368,72503,124724,8376140,60700334,50549327,10151007,6946705,6827240,101.74983458907754,28.618115373039956
2021:Q4,28238572,2051447,283717,166295,811455,26733,409561,256252,79668,26556,27263,19822,149026,113222,35804,-31768,3144897,7969713,1564,414883,4414267,8426782,450237,151265,43404,7781876,90842285,25014297,7933758,138243,621327,7174188,4788267,1119298,2491250,1177719,309493,3194373,249846,8538560,70876,53441,8414243,65827988,54534086,11293902,7308988,7193010,101.6123737242788,29.466935168999203
2022:Q1,28115904,2027036,276224,187779,764982,30326,373280,223769,74676,24892,26623,23320,150531,115813,34718,-66471,2946674,7529235,1934,383637,4554240,8956497,453778,146464,16825,8339430,88226610,25926171,8034881,188731,625603,7220547,4968794,1147640,2609062,1212092,287969,3318501,308557,9007470,71469,180463,8755537,62300439,51548969,10751470,6989938,7572491,92.30698813941083,30.340905331482226
2022:Q2,27006675,1900655,259516,164326,738575,25187,399909,247126,80177,26726,26756,19124,162421,127453,34968,-39376,2429344,6378288,1779,329379,4739264,9517408,465967,155879,2257,8893305,78479887,26806127,7999554,188120,628798,7182636,5166140,1236155,2665787,1264198,295240,3507007,282161,9556025,72062,456073,9027890,51673760,42677726,8996034,6246891,7879230,79.2830136955007,31.066056981120777
2022:Q3,26956382,1852938,295861,169005,724996,25554,360797,210459,79168,26389,26609,18172,157506,122424,35082,-79562,2270125,5851414,1733,306222,4801264,10218529,481090,152945,0,9584494,76964599,27678532,8008178,198824,623047,7186307,5191312,1221027,2671044,1299241,341552,3551520,287627,10298343,72655,512602,9713086,49286067,40759542,8526525,6005498,7930042,75.73097438488946,30.99282571518161
2022:Q4,28504263,1996872,301006,201006,737989,30093,382168,216872,88981,29660,28199,18456,154414,118638,35776,-74936,2397646,6658832,1684,318890,4876791,10521808,483455,145081,-1,9893273,79864721,28203592,8012320,197553,622122,7192645,5191295,1255624,2608446,1327225,345834,3595291,265597,10793255,73247,335771,10384237,51661129,42518083,9143046,6365670,7922511,80.34914688032619,30.761446770448853
2023:Q1,29467159,1928152,276601,194513,800628,32595,387532,222884,89282,29761,27653,17952,163380,128656,34724,-50451,2571331,7186131,2058,324568,4933490,10716631,495324,164284,0,10057023,84272451,28559110,8175300,206192,622411,7346697,5215780,1267589,2600729,1347462,346302,3547534,303283,10970911,72868,278308,10619735,55713341,45886096,9827245,6515920,7925327,82.2164172883161,30.427045985633377
2023:Q2,30209461,1859646,382091,218378,825016,32622,400040,220456,101543,33848,26568,17625,167624,132640,34984,-69784,2762731,7379629,1934,327806,5030185,10891543,505489,149225,0,10236829,88918736,28870813,8193500,192674,625141,7375685,5211680,1257262,2604262,1350156,343676,3637653,254210,11230094,73205,230930,10925959,60047923,49422419,10625504,6808330,7946061,85.68182398801116,30.243517804311466
2023:Q3,30077394,1981737,402905,222346,852071,30516,435970,251172,106863,35621,24411,17903,171250,136174,35076,-58648,2640743,6984186,1884,306123,5205210,10901101,516442,177938,0,10206721,87013799,29396540,8213359,203151,621983,7388225,5206307,1239078,2606889,1360340,330077,3837992,259947,11548859,73398,360956,11114505,57617259,47396907,10220352,6872411,8147057,84.35452730688685,30.17301362690449
