1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q3,253715,0,19706,234009,111781,10318,26273,9773,-66,19706,22463,23314,141934,9637,9703,-66,0,0,19706,19706,224372,10318,26273,70,22463,23314,141934
1988:Q4,257777,0,19030,238747,111354,10708,21554,10085,-58,19030,29648,20387,146423,9745,9803,-58,0,0,19030,19030,229002,10708,21554,282,29648,20387,146423
1989:Q1,269563,0,17674,251889,110834,11153,18622,9513,-71,17674,28983,24960,158729,9052,9123,-71,0,0,17674,17674,242837,11153,18622,390,28983,24960,158729
1989:Q2,272704,0,21455,251249,99067,11032,17113,6167,-60,21455,22296,21064,173637,8888,8948,-60,0,0,21455,21455,242361,11032,17113,-2782,22296,21064,173637
1989:Q3,276343,0,23333,253010,98639,11268,13992,2688,-68,23333,29354,18072,177704,8786,8854,-68,0,0,23333,23333,244224,11268,13992,-6166,29354,18072,177704
1989:Q4,293302,0,25897,267405,95756,11874,14705,635,-58,25897,26328,16375,197546,9048,9106,-58,0,0,25897,25897,258357,11874,14705,-8472,26328,16375,197546
1990:Q1,284736,0,24378,260358,94563,11755,15669,-792,-61,24378,26996,16618,190173,8727,8788,-61,0,0,24378,24378,251631,11755,15669,-9580,26996,16618,190173
1990:Q2,296032,0,23935,272097,93393,12312,15551,-1424,-59,23935,27990,15088,202639,8449,8508,-59,0,0,23935,23935,263648,12312,15551,-9932,27990,15088,202639
1990:Q3,314198,0,26665,287533,99608,12949,14509,-131,-61,26665,31756,13921,214590,8881,8942,-61,0,0,26665,26665,278652,12949,14509,-9073,31756,13921,214590
1990:Q4,331761,0,30667,301094,105463,13427,14717,3227,-59,30667,27025,16459,226298,9076,9135,-59,0,0,30667,30667,292018,13427,14717,-5909,27025,16459,226298
1991:Q1,331475,0,31142,300333,111311,13959,15349,3394,-56,31142,32892,14631,220164,8910,8966,-56,0,0,31142,31142,291423,13959,15349,-5572,32892,14631,220164
1991:Q2,319168,0,31035,288133,104234,13957,12599,3372,-62,31035,27191,16142,214934,8629,8691,-62,0,0,31035,31035,279504,13957,12599,-5319,27191,16142,214934
1991:Q3,322415,0,33479,288936,107456,14409,13578,6475,-63,33479,24164,15414,214959,9094,9157,-63,0,0,33479,33479,279842,14409,13578,-2683,24164,15414,214959
1991:Q4,311692,0,31691,280001,109115,14565,16435,6538,-63,31691,21806,18143,202577,9488,9551,-63,0,0,31691,31691,270513,14565,16435,-3013,21806,18143,202577
1992:Q1,306620,0,35309,271311,114217,14566,14978,6545,-67,35309,20424,22462,192403,8994,9061,-67,0,0,35309,35309,262317,14566,14978,-2517,20424,22462,192403
1992:Q2,311143,0,34861,276282,109540,14953,14987,9345,-70,34861,16786,18678,201603,9381,9451,-70,0,0,34861,34861,266901,14953,14987,-107,16786,18678,201603
1992:Q3,317605,0,35858,281747,115163,15504,15639,9832,-72,35858,21576,16826,202442,9778,9850,-72,0,0,35858,35858,271969,15504,15639,-19,21576,16826,202442
1992:Q4,310402,0,30773,279629,107992,15600,15791,12012,-94,30773,20557,13353,202410,11759,11853,-94,0,0,30773,30773,267870,15600,15791,159,20557,13353,202410
1993:Q1,306831,0,28736,278095,108766,15445,13489,13127,-93,28736,18881,19181,198065,12184,12277,-93,0,0,28736,28736,265911,15445,13489,850,18881,19181,198065
1993:Q2,301359,0,24871,276488,99459,15352,13667,13119,-105,24871,19261,13294,201900,11926,12031,-105,0,0,24871,24871,264562,15352,13667,1088,19261,13294,201900
1993:Q3,288575,0,22755,265820,95284,14697,15278,13650,-99,22755,14012,14991,193291,12101,12200,-99,0,0,22755,22755,253719,14697,15278,1450,14012,14991,193291
1993:Q4,307757,0,23745,284012,89620,15757,14502,12293,-102,23745,10083,13342,218137,11818,11920,-102,0,0,23745,23745,272194,15757,14502,373,10083,13342,218137
1994:Q1,305905,0,21916,283989,91789,15716,15730,12968,-99,21916,11457,14101,214116,12135,12234,-99,0,0,21916,21916,271854,15716,15730,734,11457,14101,214116
1994:Q2,321887,0,18205,303682,93220,16847,16080,13334,-99,18205,8959,19894,228667,12184,12283,-99,0,0,18205,18205,291498,16847,16080,1051,8959,19894,228667
1994:Q3,327579,0,15410,312169,83676,17357,12638,13098,-98,15410,8572,16699,243903,12067,12165,-98,0,0,15410,15410,300102,17357,12638,933,8572,16699,243903
1994:Q4,402554,0,15994,386560,97839,18847,15664,12729,-98,15994,16020,18683,304715,12030,12128,-98,0,0,15994,15994,374530,18847,15664,601,16020,18683,304715
1995:Q1,412362,0,14796,397566,99567,20324,13850,15576,-97,14796,15239,19879,312795,13418,13515,-97,0,0,14796,14796,384148,20324,13850,2061,15239,19879,312795
1995:Q2,446786,0,17927,428859,108695,22461,14454,18883,-97,17927,15599,19468,338091,14276,14373,-97,0,0,17927,17927,414583,22461,14454,4510,15599,19468,338091
1995:Q3,441372,0,16922,424450,119941,22103,15856,20598,-96,16922,21509,23049,321431,14681,14777,-96,0,0,16922,16922,409769,22103,15856,5821,21509,23049,321431
1995:Q4,458438,0,19254,439184,121838,23356,17403,20456,-96,19254,20056,21409,336600,14649,14745,-96,0,0,19254,19254,424535,23356,17403,5711,20056,21409,336600
1996:Q1,482624,0,17505,465119,128647,26021,20387,21199,-95,17505,21589,22041,353977,15249,15344,-95,0,0,17505,17505,449870,26021,20387,5855,21589,22041,353977
1996:Q2,480533,0,14856,465677,117250,27693,19844,21010,-95,14856,14403,19539,363283,15282,15377,-95,0,0,14856,14856,450395,27693,19844,5633,14403,19539,363283
1996:Q3,507524,0,15357,492167,123927,31693,20922,17527,-94,15357,17971,20551,383597,15421,15515,-94,0,0,15357,15357,476746,31693,20922,2012,17971,20551,383597
1996:Q4,557149,0,18025,539124,148042,35469,28208,17536,-94,18025,23568,25330,409107,15435,15529,-94,0,0,18025,18025,523689,35469,28208,2007,23568,25330,409107
1997:Q1,597279,0,15240,582039,133354,34112,28968,14362,-93,15240,21145,19620,463925,13846,13939,-93,0,0,15240,15240,568193,34112,28968,423,21145,19620,463925
1997:Q2,601314,0,13037,588277,139332,34459,33462,14556,-93,13037,20655,23256,461982,13805,13898,-93,0,0,13037,13037,574472,34459,33462,658,20655,23256,461982
1997:Q3,629226,0,15324,613902,147803,36014,33251,14762,-93,15324,23449,25096,481423,14042,14135,-93,0,0,15324,15324,599860,36014,33251,627,23449,25096,481423
1997:Q4,654996,0,18025,636971,145330,37179,23139,18591,-93,18025,23601,24888,509666,18071,18164,-93,0,0,18025,18025,618900,37179,23139,427,23601,24888,509666
1998:Q1,653232,0,22330,630902,157833,36817,27115,18554,-89,22330,28778,24328,495399,17976,18065,-89,0,0,22330,22330,612926,36817,27115,489,28778,24328,495399
1998:Q2,669470,0,21615,647855,144826,37785,20577,19367,-88,21615,22275,23295,524644,18945,19033,-88,0,0,21615,21615,628910,37785,20577,334,22275,23295,524644
1998:Q3,701570,0,22799,678771,150668,39500,18385,21700,-85,22799,27148,21221,550902,21644,21729,-85,0,0,22799,22799,657127,39500,18385,-29,27148,21221,550902
1998:Q4,676711,0,24873,651838,172251,37725,30518,24357,-94,24873,30714,24158,504460,24111,24205,-94,0,0,24873,24873,627727,37725,30518,152,30714,24158,504460
1999:Q1,701748,0,21497,680251,183444,39368,36235,25422,-123,21497,40128,20917,518304,23231,23354,-123,0,0,21497,21497,657020,39368,36235,2068,40128,20917,518304
1999:Q2,714460,0,17323,697137,177875,40486,32343,23676,-130,17323,45490,18687,536585,21462,21592,-130,0,0,17323,17323,675675,40486,32343,2084,45490,18687,536585
1999:Q3,723071,0,15885,707186,187656,41170,33490,22311,-116,15885,55369,19547,535415,19978,20094,-116,0,0,15885,15885,687208,41170,33490,2217,55369,19547,535415
1999:Q4,714018,0,17078,696940,185519,40659,31460,20595,-124,17078,42096,33755,528499,17950,18074,-124,0,0,17078,17078,678990,40659,31460,2521,42096,33755,528499
2000:Q1,786492,0,15054,771438,199072,45150,35750,20226,-114,15054,58635,24371,587420,17871,17985,-114,0,0,15054,15054,753567,45150,35750,2241,58635,24371,587420
2000:Q2,793446,0,12870,780576,194253,45841,29742,17846,-114,12870,64970,23098,599193,15428,15542,-114,0,0,12870,12870,765148,45841,29742,2304,64970,23098,599193
2000:Q3,770306,0,13577,756729,180384,44509,13998,16198,-114,13577,64607,27609,589922,13685,13799,-114,0,0,13577,13577,743044,44509,13998,2399,64607,27609,589922
2000:Q4,837815,0,17100,820715,221013,48271,24029,17487,-120,17100,82095,32151,616802,14824,14944,-120,0,0,17100,17100,805891,48271,24029,2543,82095,32151,616802
2001:Q1,891434,0,29883,861551,255939,50790,16928,16346,-119,29883,104776,37335,635495,13777,13896,-119,0,0,29883,29883,847774,50790,16928,2450,104776,37335,635495
2001:Q2,849691,0,26113,823578,253826,48459,17093,17219,-120,26113,102027,43035,595865,14619,14739,-120,0,0,26113,26113,808959,48459,17093,2480,102027,43035,595865
2001:Q3,855596,0,29415,826181,254105,48388,14369,21001,-115,29415,102712,38335,601491,18404,18519,-115,0,0,29415,29415,807777,48388,14369,2482,102712,38335,601491
2001:Q4,856069,0,25661,830408,264768,48676,15517,20422,-114,25661,113612,40994,591301,17854,17968,-114,0,0,25661,25661,812554,48676,15517,2454,113612,40994,591301
2002:Q1,843008,0,28432,814576,260320,47771,16672,19647,-96,28432,106311,41583,582688,17078,17174,-96,0,0,28432,28432,797498,47771,16672,2473,106311,41583,582688
2002:Q2,850996,0,26257,824739,259361,48219,18500,22367,-115,26257,104313,39820,591635,19841,19956,-115,0,0,26257,26257,804898,48219,18500,2411,104313,39820,591635
2002:Q3,880613,0,28644,851969,264389,49781,20000,23569,-123,28644,106904,35614,616224,20857,20980,-123,0,0,28644,28644,831112,49781,20000,2589,106904,35614,616224
2002:Q4,976820,0,27610,949210,282152,49937,20587,34859,-90,27610,106890,42359,694668,21979,22069,-90,0,0,27610,27610,927231,49937,20587,12790,106890,42359,694668
2003:Q1,1007157,0,30492,976665,269771,51628,21933,35887,-117,30492,97149,32799,737386,22858,22975,-117,0,0,30492,30492,953807,51628,21933,12912,97149,32799,737386
2003:Q2,1049623,0,30843,1018780,275106,54115,30297,36324,-163,30843,86298,37392,774517,23210,23373,-163,0,0,30843,30843,995570,54115,30297,12951,86298,37392,774517
2003:Q3,1002299,0,28438,973861,267654,51146,34513,37175,-123,28438,80522,35983,734645,24067,24190,-123,0,0,28438,28438,949794,51146,34513,12985,80522,35983,734645
2003:Q4,1011506,0,20505,991001,255353,52841,38145,37336,-125,20505,68694,37957,756153,22535,22660,-125,0,0,20505,20505,968466,52841,38145,14676,68694,37957,756153
2004:Q1,1050424,0,24894,1025530,272872,55204,41699,36565,-123,24894,71865,42768,777552,21642,21765,-123,0,0,24894,24894,1003888,55204,41699,14800,71865,42768,777552
2004:Q2,1108696,0,19064,1089632,277195,57889,47625,35018,-113,19064,78636,39076,831501,20076,20189,-113,0,0,19064,19064,1069556,57889,47625,14829,78636,39076,831501
2004:Q3,1106051,0,17869,1088182,259833,58864,44697,34425,-126,17869,70198,33906,846218,19443,19569,-126,0,0,17869,17869,1068739,58864,44697,14856,70198,33906,846218
2004:Q4,1193878,0,18384,1175494,273593,61764,53705,33411,-129,18384,69546,36912,920285,19479,19608,-129,0,0,18384,18384,1156015,61764,53705,13803,69546,36912,920285
2005:Q1,1280964,0,18186,1262778,291772,67402,61301,29363,-130,18186,64843,50807,989192,15276,15406,-130,0,0,18186,18186,1247502,67402,61301,13957,64843,50807,989192
2005:Q2,1232762,0,17819,1214943,302819,64549,57496,29385,-126,17819,78612,55084,929943,15274,15400,-126,0,0,17819,17819,1199669,64549,57496,13985,78612,55084,929943
2005:Q3,1252568,0,19142,1233426,304832,66584,51419,27426,-169,19142,89737,50693,947736,13245,13414,-169,0,0,19142,19142,1220181,66584,51419,14012,89737,50693,947736
2005:Q4,1203197,0,19164,1184033,297167,63847,63571,18677,-113,19164,77329,54692,906030,8036,8149,-113,0,0,19164,19164,1175997,63847,63571,10528,77329,54692,906030
2006:Q1,1274169,0,21526,1252643,292545,67879,41996,18194,-127,21526,82850,60227,981624,7376,7503,-127,0,0,21526,21526,1245267,67879,41996,10691,82850,60227,981624
2006:Q2,1369770,0,18599,1351171,291907,72666,53045,19136,-126,18599,64015,64572,1077863,7906,8032,-126,0,0,18599,18599,1343265,72666,53045,11104,64015,64572,1077863
2006:Q3,1384668,0,18210,1366458,275670,71749,43697,17777,-128,18210,55761,68604,1108998,6619,6747,-128,0,0,18210,18210,1359839,71749,43697,11030,55761,68604,1108998
2006:Q4,1381432,0,18972,1362460,288522,69946,49336,16461,-131,18972,67216,66722,1092910,5040,5171,-131,0,0,18972,18972,1357420,69946,49336,11290,67216,66722,1092910
2007:Q1,1425828,0,22741,1403087,290049,73534,45306,16431,-122,22741,63270,68889,1135779,4846,4968,-122,0,0,22741,22741,1398241,73534,45306,11463,63270,68889,1135779
2007:Q2,1565353,0,21125,1544228,304737,79929,55824,16159,-119,21125,53970,77849,1260616,4573,4692,-119,0,0,21125,21125,1539655,79929,55824,11467,53970,77849,1260616
2007:Q3,1666919,0,24555,1642364,360930,84843,56965,16666,-143,24555,81892,96152,1305989,4463,4606,-143,0,0,24555,24555,1637901,84843,56965,12060,81892,96152,1305989
2007:Q4,1673712,0,20893,1652819,385070,87722,50250,16736,-131,20893,102250,107350,1288642,4244,4375,-131,0,0,20893,20893,1648575,87722,50250,12361,102250,107350,1288642
2008:Q1,1644298,0,26682,1617616,416906,84065,55037,18101,-129,26682,112509,120641,1227392,4302,4431,-129,0,0,26682,26682,1613314,84065,55037,13670,112509,120641,1227392
2008:Q2,1525844,0,20127,1505717,416250,78508,36837,18001,-130,20127,112635,150272,1109594,5237,5367,-130,0,0,20127,20127,1500480,78508,36837,12634,112635,150272,1109594
2008:Q3,1396009,0,27091,1368918,364907,70526,31580,16213,-82,27091,102333,117246,1031102,4750,4832,-82,0,0,27091,27091,1364168,70526,31580,11381,102333,117246,1031102
2008:Q4,1336516,0,15496,1321020,387987,69892,24704,18217,-133,15496,87521,172290,948529,7683,7816,-133,0,0,15496,15496,1313337,69892,24704,10401,87521,172290,948529
2009:Q1,1303680,0,18991,1284689,359525,65515,25736,18989,-130,18991,77002,153422,944155,8201,8331,-130,0,0,18991,18991,1276488,65515,25736,10658,77002,153422,944155
2009:Q2,1351948,0,18162,1333786,390410,65587,26241,23464,-134,18162,89432,167658,961538,12114,12248,-134,0,0,18162,18162,1321672,65587,26241,11216,89432,167658,961538
2009:Q3,1415821,0,14653,1401168,427671,66015,26260,27016,-42,14653,105759,188010,988150,13471,13513,-42,0,0,14653,14653,1387697,66015,26260,13503,105759,188010,988150
2009:Q4,1298963,0,15897,1283066,410585,62724,31528,24767,-133,15897,99091,176711,888378,11385,11518,-133,0,0,15897,15897,1271681,62724,31528,13249,99091,176711,888378
2010:Q1,1250438,0,21140,1229298,414815,58472,38111,24677,-133,21140,94391,178157,835623,11598,11731,-133,0,0,21140,21140,1217700,58472,38111,12946,94391,178157,835623
2010:Q2,1262957,0,17805,1245152,403896,61341,38657,24015,-133,17805,94586,167625,859061,11365,11498,-133,0,0,17805,17805,1233787,61341,38657,12517,94586,167625,859061
2010:Q3,1308382,0,19687,1288695,428252,63875,35791,26443,-133,19687,106365,176224,880130,12938,13071,-133,0,0,19687,19687,1275757,63875,35791,13372,106365,176224,880130
2010:Q4,1344106,0,14401,1329705,463583,67271,63991,25961,-133,14401,107992,184100,880523,12492,12625,-133,0,0,14401,14401,1317213,67271,63991,13336,107992,184100,880523
2011:Q1,1385116,0,15011,1370105,478551,69608,74765,31748,-155,15011,111587,175987,906565,19332,19487,-155,0,0,15011,15011,1350773,69608,74765,12261,111587,175987,906565
2011:Q2,1295510,0,14106,1281404,475603,65296,79608,38601,-155,14106,116222,161925,819907,25541,25696,-155,0,0,14106,14106,1255863,65296,79608,12905,116222,161925,819907
2011:Q3,1253384,0,16264,1237120,421649,64382,58199,41488,-143,16264,71574,169885,831735,28804,28947,-143,0,0,16264,16264,1208316,64382,58199,12541,71574,169885,831735
2011:Q4,1124822,0,12564,1112258,358538,57360,52528,46095,-257,12564,43839,146409,766284,30080,30337,-257,0,0,12564,12564,1082178,57360,52528,15758,43839,146409,766284
2012:Q1,1102896,0,16831,1086065,333111,56257,48491,45037,-256,16831,40962,125789,769785,31436,31692,-256,0,0,16831,16831,1054629,56257,48491,13345,40962,125789,769785
2012:Q2,1000025,0,13043,986982,295925,50697,43135,47336,-267,13043,33681,108300,704100,33930,34197,-267,0,0,13043,13043,953052,50697,43135,13139,33681,108300,704100
2012:Q3,1027908,0,12522,1015386,309127,52037,49706,50511,-247,12522,40975,103623,718781,35248,35495,-247,0,0,12522,12522,980138,52037,49706,15016,40975,103623,718781
2012:Q4,982341,0,13721,968620,280515,49480,53621,49380,-248,13721,44102,70459,701826,34161,34409,-248,0,0,13721,13721,934459,49480,53621,14971,44102,70459,701826
2013:Q1,1031736,0,13376,1018360,338344,52699,83188,48389,-264,13376,49631,91325,693392,34039,34303,-264,0,0,13376,13376,984321,52699,83188,14086,49631,91325,693392
2013:Q2,1079394,0,11972,1067422,314775,56511,98696,47308,-252,11972,37758,62782,764619,33860,34112,-252,0,0,11972,11972,1033562,56511,98696,13196,37758,62782,764619
2013:Q3,1068475,0,10457,1058018,323504,56488,99460,47015,-244,10457,36924,73404,744971,33462,33706,-244,0,0,10457,10457,1024556,56488,99460,13309,36924,73404,744971
2013:Q4,1004847,0,10555,994292,308628,52079,122171,43960,-248,10555,34281,45830,696219,30750,30998,-248,0,0,10555,10555,963542,52079,122171,12962,34281,45830,696219
2014:Q1,997437,0,10438,986999,279835,52511,108869,43040,-235,10438,19732,45480,717602,29820,30055,-235,0,0,10438,10438,957179,52511,108869,12985,19732,45480,717602
2014:Q2,954965,0,9045,945920,301848,49794,128031,45699,-246,9045,27113,42412,653117,30535,30781,-246,0,0,9045,9045,915385,49794,128031,14918,27113,42412,653117
2014:Q3,1001612,0,9312,992300,308885,52688,118642,42110,-149,9312,23626,62656,692727,28358,28507,-149,0,0,9312,9312,963942,52688,118642,13603,23626,62656,692727
2014:Q4,873750,0,9064,864686,279349,45720,112862,37258,-148,9064,24518,50075,594401,25164,25312,-148,0,0,9064,9064,839522,45720,112862,11946,24518,50075,594401
2015:Q1,851412,0,10158,841254,239775,44554,85895,31182,-150,10158,20486,47650,611637,19783,19933,-150,0,0,10158,10158,821471,44554,85895,11249,20486,47650,611637
2015:Q2,768149,0,9239,758910,239710,39448,97445,30831,-149,9239,22491,40405,528439,19236,19385,-149,0,0,9239,9239,739674,39448,97445,11446,22491,40405,528439
2015:Q3,707620,0,8253,699367,219078,36141,93866,30521,-133,8253,12565,37865,488542,18891,19024,-133,0,0,8253,8253,680476,36141,93866,11497,12565,37865,488542
2015:Q4,628380,0,8533,619847,210871,31884,93857,29066,-139,8533,11071,36599,417509,17609,17748,-139,0,0,8533,8533,602238,31884,93857,11318,11071,36599,417509
2016:Q1,659933,0,8279,651654,206977,32610,76374,29028,-269,8279,17565,43390,452956,16677,16946,-269,0,0,8279,8279,634977,32610,76374,12082,17565,43390,452956
2016:Q2,633514,0,8661,624853,224688,31300,89387,29918,-269,8661,12921,52770,408826,16733,17002,-269,0,0,8661,8661,608120,31300,89387,12916,12921,52770,408826
2016:Q3,617369,0,8780,608589,229416,30800,96159,32853,-270,8780,4323,56771,387953,18348,18618,-270,0,0,8780,8780,590241,30800,96159,14235,4323,56771,387953
2016:Q4,538349,0,8089,530260,184708,26270,97587,29986,-293,8089,1858,21211,353641,18385,18678,-293,0,0,8089,8089,511875,26270,97587,11308,1858,21211,353641
2017:Q1,628086,0,8534,619552,178788,30802,87663,31089,-271,8534,3591,17380,449298,18295,18566,-271,0,0,8534,8534,601257,30802,87663,12523,3591,17380,449298
2017:Q2,698709,0,9338,689371,203849,33902,102936,32881,-272,9338,3262,21802,494860,18846,19118,-272,0,0,9338,9338,670525,33902,102936,13763,3262,21802,494860
2017:Q3,810134,0,7954,802180,336848,39830,228192,34507,-271,7954,5538,21098,473286,19040,19311,-271,0,0,7954,7954,783140,39830,228192,15196,5538,21098,473286
2017:Q4,798516,0,7789,790727,324075,38974,216550,33251,-271,7789,3724,24058,474441,17633,17904,-271,0,0,7789,7789,773094,38974,216550,15347,3724,24058,474441
2018:Q1,846637,0,8238,838399,321116,42100,210858,34308,-271,8238,1236,24647,525521,17927,18198,-271,0,0,8238,8238,820472,42100,210858,16110,1236,24647,525521
2018:Q2,877751,0,8074,869677,347854,42428,222249,37236,-270,8074,2884,35253,529897,20476,20746,-270,0,0,8074,8074,849201,42428,222249,16490,2884,35253,529897
2018:Q3,874910,0,8235,866675,256930,41778,132993,36680,-267,8235,2099,35412,617980,20024,20291,-267,0,0,8235,8235,846651,41778,132993,16389,2099,35412,617980
2018:Q4,869869,0,7560,862309,220999,41837,106290,38482,-267,7560,1535,25562,648870,22016,22283,-267,0,0,7560,7560,840293,41837,106290,16199,1535,25562,648870
2019:Q1,792576,0,8329,784247,232192,40927,110718,38581,-267,8329,1460,32444,560384,22090,22357,-267,0,0,8329,8329,762157,40927,110718,16224,1460,32444,560384
2019:Q2,774737,0,8946,765791,248592,39550,128879,41502,-267,8946,2151,27831,526145,24375,24642,-267,0,0,8946,8946,741416,39550,128879,16860,2151,27831,526145
2019:Q3,802720,0,10773,791947,242271,39431,114639,42494,-266,10773,3935,31265,560449,25632,25898,-266,0,0,10773,10773,766315,39431,114639,16596,3935,31265,560449
2019:Q4,817714,0,10404,807310,260983,40637,130983,43590,-266,10404,7381,28254,556731,26153,26419,-266,0,0,10404,10404,781157,40637,130983,17171,7381,28254,556731
2020:Q1,996166,0,15053,981113,257681,49995,109832,43053,-268,15053,3752,36264,738485,25492,25760,-268,0,0,15053,15053,955621,49995,109832,17293,3752,36264,738485
2020:Q2,871320,0,15793,855527,298509,43534,141387,48721,-268,15793,2113,47229,572811,30631,30899,-268,0,0,15793,15793,824896,43534,141387,17822,2113,47229,572811
2020:Q3,935422,0,14926,920496,312150,47486,153262,51972,-270,14926,896,43878,623272,33135,33405,-270,0,0,14926,14926,887361,47486,153262,18567,896,43878,623272
2020:Q4,906108,0,15340,890768,274391,48460,135012,54191,-267,15340,719,20936,631717,36370,36637,-267,0,0,15340,15340,854398,48460,135012,17554,719,20936,631717
2021:Q1,939460,0,17641,921819,309346,49811,162856,50677,-268,17641,2162,26467,630114,33657,33925,-268,0,0,17641,17641,888162,49811,162856,16752,2162,26467,630114
2021:Q2,933535,0,15576,917959,334532,48533,198049,51648,-267,15576,261,20732,599003,34313,34580,-267,0,0,15576,15576,883646,48533,198049,17068,261,20732,599003
2021:Q3,908334,0,15550,892784,300510,47733,165924,52315,-275,15550,859,18404,607824,33900,34175,-275,0,0,15550,15550,858884,47733,165924,18140,859,18404,607824
2021:Q4,903682,0,14303,889379,300664,48228,166295,52697,-276,14303,265,19152,603018,35832,36108,-276,0,0,14303,14303,853547,48228,166295,16589,265,19152,603018
2022:Q1,942923,0,14107,928816,326902,50311,187779,51704,-275,14107,1290,21986,616021,34799,35074,-275,0,0,14107,14107,894017,50311,187779,16630,1290,21986,616021
2022:Q2,955886,0,13298,942588,286861,51467,164326,48843,-259,13298,1309,7877,669025,33065,33324,-259,0,0,13298,13298,909523,51467,164326,15519,1309,7877,669025
2022:Q3,995387,0,11990,983397,294629,53017,169005,47554,-259,11990,1062,12260,700758,32001,32260,-259,0,0,11990,11990,951396,53017,169005,15294,1062,12260,700758
2022:Q4,946796,0,10365,936431,326360,51653,201006,51848,-260,10365,1357,10391,620436,34970,35230,-260,0,0,10365,10365,901461,51653,201006,16618,1357,10391,620436
2023:Q1,998139,0,15129,983010,327108,51039,194513,52184,-259,15129,1653,12849,671031,35142,35401,-259,0,0,15129,15129,947868,51039,194513,16783,1653,12849,671031
2023:Q2,922293,0,13314,908979,346405,47804,218378,50870,-259,13314,2919,13379,575888,34118,34377,-259,0,0,13314,13314,874861,47804,218378,16493,2919,13379,575888
2023:Q3,949030,0,13256,935774,360899,49846,222346,48789,-259,13256,10899,16022,588131,32278,32537,-259,0,0,13256,13256,903496,49846,222346,16252,10899,16022,588131
2023:Q4,953783,0,13150,940633,376531,50820,245776,47791,-259,13150,5421,13832,577252,30296,30555,-259,0,0,13150,13150,910337,50820,245776,17236,5421,13832,577252
2024:Q1,992782,0,12835,979947,363596,53196,243279,47652,-306,12835,4965,1975,629186,30502,30808,-306,0,0,12835,12835,949445,53196,243279,16844,4965,1975,629186
2024:Q2,1013347,0,12827,1000520,382325,54302,251487,46472,-259,12827,5072,12424,631022,29625,29884,-259,0,0,12827,12827,970895,54302,251487,16588,5072,12424,631022
2024:Q3,1066031,0,13937,1052094,351635,57455,227413,45290,-258,13937,3145,4653,714396,28878,29136,-258,0,0,13937,13937,1023216,57455,227413,16154,3145,4653,714396
2024:Q4,1064624,0,14330,1050294,331801,57834,212191,39696,-257,14330,3716,4291,732823,26005,26262,-257,0,0,14330,14330,1024289,57834,212191,13434,3716,4291,732823
2025:Q1,1092135,0,14519,1077616,341811,59619,220473,41781,-257,14519,1076,4600,750324,27621,27878,-257,0,0,14519,14519,1049995,59619,220473,13903,1076,4600,750324
