1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q4,57910,84712,35147,35147,49565,814629,19343,10704,-7116,5730,13193,14979,256331,22945,74703,125286,29053,4344,320525,-19830,37425,262810,40120,3246,-36635,45868,19089,2248,1020,553,145550,765064,696067,63533,35191,51517,-1034,106911,20660,287855,33029,141015,113811,366,2531,-2165,217,33830,689,131600,12768,-9421,-38615,68997,19273,49724,-26803
2003:Q1,57507,68869,34167,34167,34703,1153801,140874,13345,-6111,-16446,-10457,2372,420856,-6885,53953,228651,36086,109052,176024,-23920,5599,202514,-8168,-1154,171866,33240,22247,2952,1132,4867,198194,1119098,1067327,91546,-27186,153294,2882,-66211,58771,268807,-16181,128310,156678,19017,912,18105,1111,47850,21042,182557,-7130,3069,317907,51771,6387,45384,-11362
2003:Q2,65109,55399,34609,34609,20790,1390888,48180,5413,-15534,-5953,-6545,112036,287480,-42169,-6440,166304,14704,155081,414940,-10866,105827,286172,33807,1371,-111650,26024,6944,2953,1134,2618,621479,1370098,1319913,3543,57678,103762,351,-41253,166085,197904,-14507,110595,101816,129365,20057,109308,-584,95935,21674,121770,8536,2618,452529,50185,27977,22208,9710
2003:Q3,63475,102432,36632,36632,65801,492282,-46076,6264,-12512,-9550,-11314,-102580,213803,-33838,-3492,115377,16318,119439,269208,-22247,-21248,276753,35949,502,28071,8352,29308,2950,1133,-305,115028,426481,408744,2891,-15402,40046,-2405,-67261,-79041,256062,-23075,197168,81969,-13022,-3440,-9582,-2867,56454,23453,115704,-1000,-5602,100734,17737,11124,6613,-38957
2003:Q4,60004,78867,37850,37850,41017,751931,-29701,19735,1080,-17789,-10031,-740,296556,-9483,41107,46676,23992,194264,293860,11993,9234,214441,58192,832,-42518,40453,22260,2952,1133,6959,166889,710914,649369,-15768,68415,70939,-7933,-50329,28793,316247,8940,150172,157135,-13842,-5496,-8346,-300,82513,13355,134142,-2460,1283,24314,61545,22758,38787,-18863
2004:Q1,64341,73604,38388,38388,35216,1267146,116074,-870,16995,12373,-11200,172980,134381,16342,-27636,9653,24544,111478,268606,-17208,40857,251392,-6435,1630,76070,95392,39600,5108,2237,3249,334523,1231929,1129075,31065,-10946,175807,4389,-47413,176849,172733,20564,4537,147632,61064,8476,52588,1220,123223,4897,151627,9557,11283,263720,102854,23395,79459,-9263
2004:Q2,60129,134957,40864,40864,94093,938120,11901,4193,8782,-2741,-10588,105536,155954,-27092,3711,97515,17776,64044,451991,18289,69207,345850,18645,1204,83291,22343,65010,5110,2237,12532,21366,844027,790068,46273,42053,119794,-5830,-50735,76774,181805,-22354,73847,130312,71534,6853,64681,-148,27280,16375,152315,656,-18791,130713,53959,25358,28601,-74829
2004:Q3,47112,37689,42338,42338,-4649,1075793,13761,-5802,11038,-14816,-9765,132623,91061,8199,21847,-54494,9015,106494,364393,11477,5402,297595,49919,342,56165,110915,4766,5107,2236,6544,307226,1080442,925857,-13554,-12145,119483,-1195,-49701,247690,213639,-846,43803,170682,-1761,14488,-16249,1305,48734,15057,187276,5332,16616,149082,154585,32657,121928,9423
2004:Q4,71420,61199,42902,42902,18297,1153688,34073,19398,10053,2866,-2701,-116937,126076,58001,8014,-211850,9933,261978,555335,36254,129352,338526,51203,1326,161896,78949,30253,5108,2238,-6547,252302,1135391,1014681,76833,58760,114891,515,9528,-139465,236358,99996,-6421,142783,92477,6791,85686,1960,88906,16231,159917,4981,8685,284104,120710,36721,83989,10221
2005:Q1,77812,154301,42091,42091,112210,1001505,-58821,-16166,196,8993,3437,127071,318514,38857,77361,18132,35803,148361,291151,13644,4414,287728,-14635,52,94673,35152,27559,1916,1066,-1468,168181,889295,834329,-43196,-22805,160225,-198,-36678,194520,237526,27097,-12216,222645,-17503,-8040,-9463,980,82112,4449,154306,1670,-4913,123834,54966,14875,40091,-76489
2005:Q2,64090,79093,42412,42412,36681,1022460,82242,588,-6999,17683,5736,49578,-19102,44329,-47085,-146651,18062,112243,527801,58831,59481,382251,27238,-318,46269,70683,26716,1915,1064,3172,215433,985779,901190,73511,17878,110233,-367,-11106,150573,284724,57390,19252,208082,46079,2923,43156,-3835,61882,2105,159475,2816,-1005,8227,84589,19407,65182,-15004
2005:Q3,46888,90989,42585,42585,48404,1102111,99926,-15303,12183,8014,13302,140765,87612,39009,2367,-37656,25364,58528,462271,24184,20765,375886,41436,2006,-34640,19460,4093,1915,1065,2934,296509,1053707,1038649,86577,-38326,221963,1323,47974,176135,137826,57522,-24712,105016,4766,8563,-3797,2606,64030,10525,133537,12908,503,176302,15058,2757,12301,-44101
2005:Q4,54448,106581,42177,42177,64404,1002302,9746,-7252,5374,-8331,24299,-20831,168764,53141,39679,-3353,26542,52755,551201,69203,63622,376099,42277,-3399,82675,41426,23897,1914,1063,-2234,133990,937898,859079,4224,52461,121268,22,124931,-41795,394870,111697,98100,185073,17118,11973,5145,-29,78016,3062,155994,591,-6028,-45626,78819,28622,50197,-52134
2006:Q1,69607,48364,43107,43107,5257,1555280,66215,9307,-582,13404,451,64666,318640,54538,3995,66822,25214,168071,461369,54209,18149,418368,-29357,-1701,163020,58368,32690,5197,4794,18647,340796,1550023,1485303,62967,-33327,203762,2362,7127,152807,341600,35963,76221,229416,27077,2220,24857,453,134480,28722,163044,-4744,5129,393844,64720,9217,55503,21243
2006:Q2,72504,84228,42821,42821,41407,1059765,21987,35744,36969,-17416,7036,-12568,192294,8242,-24285,92260,6821,109256,555330,49613,70742,402059,32916,-1227,7145,66355,22252,6306,4790,-5976,140745,1018358,928374,25674,29309,128243,-2927,60437,85941,373901,52813,113383,207705,68362,3056,65306,4308,41228,9488,156235,15486,-2476,-64835,89984,18705,71279,-11724
2006:Q3,67460,69806,44014,44014,25792,1257412,1602,-16994,-5526,-4613,8727,196501,191095,64731,6767,-14106,28774,104929,483508,43133,39823,342426,58126,52,-31366,44691,18675,8325,4794,-4335,362277,1231620,1187403,27267,-43592,153383,-389,101401,336252,245481,84883,56039,104559,7339,-3567,10906,3833,48022,23289,138647,-3182,16697,132955,44217,-1474,45691,-2346
2006:Q4,69412,135690,45991,45991,89700,1205434,102595,16865,8117,10332,13005,-76015,400806,80593,59331,47702,57241,155939,494588,49165,125259,263805,56359,204,11549,60995,23892,8810,4794,10097,114799,1115734,1015694,95448,30996,149128,762,142665,-88652,393490,102256,82575,208659,-5000,-5117,117,7025,122423,26059,124513,7366,3229,6242,100040,35892,64148,-66279
2007:Q1,46714,91498,48521,48521,42977,1750672,145817,-4790,6831,1999,9849,229242,348127,33602,7097,38610,55672,213146,301615,35958,8217,279980,-22540,-2431,110526,72192,11818,5028,2227,680,511943,1707695,1646066,15682,-19495,199583,3769,79348,363346,368017,39524,132009,196484,40602,16069,24533,-5090,141202,13531,131011,3350,-8630,319840,61629,13519,48110,-44784
2007:Q2,50839,41635,49150,49150,-7515,1443733,11964,14991,8234,-1953,12031,52577,350350,71730,-44289,65803,41088,216018,531809,59512,120827,315583,35887,-831,94853,75142,31038,3695,2229,-2541,260145,1451248,1390939,25288,-2121,76387,-1616,96436,29413,378054,71527,161719,144808,95970,14730,81240,707,99152,17905,155647,13777,-10849,416789,60309,12727,47582,9204
2007:Q3,52755,58561,50002,50002,8559,1416178,-20615,10325,67532,49631,33458,179392,134416,-166315,90220,-19947,38485,191973,711705,137050,201030,305766,67859,-135,51692,87497,12587,8304,2229,-7315,95475,1407619,1285860,41872,-1617,187044,3430,316564,45081,434210,-224937,313944,345203,203825,24718,179107,1186,40170,12811,129171,-3376,7917,-132428,121759,34674,87085,-5807
2007:Q4,32171,110688,50411,50411,60276,1075517,221231,21867,-8133,27906,25383,111716,157893,-51940,5792,135349,71527,-2836,548174,98751,176979,219256,53188,3335,69454,80495,20445,6534,2223,1249,-214254,1015241,888152,128488,63786,145881,-3662,254961,-136520,331482,-65184,298008,98658,166763,-481,167244,-5997,95574,18236,145466,-16282,-6172,-293853,127089,77653,49436,-78517
2008:Q1,41021,27435,48600,48600,-21165,1342375,241012,13753,79497,29341,41044,72682,270973,1600,-7400,195155,62178,19440,371442,116961,107890,159823,-13232,772,51667,23828,3656,6046,3299,9453,123911,1363540,1249370,45385,-21349,231895,5789,356780,142854,150671,-38378,165745,23304,197021,42242,154779,-534,27961,13982,138661,3252,-16590,-26408,114170,73484,40686,13586
2008:Q2,40168,142574,46920,46920,95655,-2060,203,10281,59398,23201,-8208,-41351,-31387,-27114,-166234,194113,10574,-42726,75255,7199,-8575,60136,16495,815,141607,-1262,14829,4866,3305,-10883,-242729,-97715,-192079,-53878,13537,-18837,-6555,-65243,-251746,251155,-33321,321964,-37488,-22220,-8669,-13551,-1671,101202,16214,142908,1150,-23883,-274212,94364,83085,11279,-102406
2008:Q3,8691,-8533,45319,45319,-53852,1251688,433501,91039,-48616,-36316,6893,145471,32961,-132972,224661,130694,16688,-206111,650688,346995,270119,21585,11989,-4305,80444,-32055,10401,12431,3296,-8732,-85412,1305540,1210991,373158,414909,96778,6964,42996,75163,-29952,-175067,183014,-37899,362158,258891,103267,-3242,-55739,31378,171656,897,-16082,-260051,94549,109099,-14550,17224
2008:Q4,-10699,-73487,40157,40157,-113644,42436,1053234,5030,3653,28586,50726,-674719,104329,63778,171399,176974,-6442,-301381,-69981,209401,-258256,-16787,-4339,-1018,126155,108743,21962,3124,3293,1909,-722590,156080,-297605,1053343,234771,31690,-11595,411944,-981915,-10143,63224,98018,-171385,-176440,175414,-351854,-3502,-131348,26370,132631,-7559,-45660,-820192,453685,332348,121337,62788
2009:Q1,69681,-90820,36257,36257,-127076,-692967,-329107,-45576,135793,-25889,143,-13062,26833,-131915,78397,218375,-17566,-120458,-469291,-207016,-222362,35671,-75584,4759,-32370,126070,32036,3360,-1585,-10082,-95000,-565891,-827629,-127338,-168310,98843,3495,-18361,-150874,-225784,-154753,16927,-87958,-305047,-117967,-187080,556,29420,21427,110836,24661,1233,-122386,261738,142288,119450,160501
2009:Q2,89533,91496,36666,36666,54830,-421587,-545462,-8251,76927,25833,-18223,-258397,422620,-117129,221811,241037,13660,63241,-374706,-230687,-99209,-5506,-39304,2854,-61115,-21871,13383,2276,-1579,-9989,334112,-476417,-560566,-405405,116917,-2124,-829,-160775,3084,-299325,-133227,-41453,-124645,-204757,-149246,-55511,5970,169544,4681,150232,4689,-3338,60870,84149,103692,-19543,-1963
2009:Q3,103712,-91767,36652,36652,-128419,115385,106725,-46098,-17416,33262,-21321,-8698,200004,-77439,103673,80340,-964,94394,-326638,-194975,-71417,-42525,-17721,2733,26033,46964,12355,1972,-1580,-13118,120205,243804,126843,234932,-54820,62081,-3509,-227638,-5800,-246933,-124439,-20768,-101726,-147501,-107657,-39844,3118,171541,3955,135479,10347,17523,174068,116961,76863,40098,195480
2009:Q4,101423,-79412,38087,38087,-117499,-97201,29643,5457,-15634,-16814,-7261,-240447,154342,-26117,37789,93648,7738,41284,-194356,-124103,15991,-36899,-49345,1242,115854,-2734,38181,2968,-1582,-10471,44411,20298,-92258,44852,51930,184354,1244,-109570,-277348,-203564,-41123,-14759,-147682,-119042,-61310,-57732,3778,162948,14038,152449,1147,-6013,6540,112555,97924,14631,180835
2010:Q1,101907,6612,38019,38019,-31407,75661,-27660,-7501,-49018,1989,-34944,233031,289564,-46616,192649,84548,-4054,63037,-396962,-62122,-138907,-115464,-80469,-3902,-3031,-2527,15291,-326,-2246,-5441,69345,107068,68230,-16180,-44448,17182,5243,-332086,246753,-2132,-80070,70715,7223,-82186,-23912,-58274,3819,151159,3265,165851,-10447,-12130,-25433,38838,39981,-1143,95295
2010:Q2,93008,33388,38046,38046,-4658,-239898,-97241,20997,-59868,-13672,-15392,97760,-23590,-44297,16400,51995,-9144,-38544,-153674,-36484,-21634,-65960,-29596,-2828,108271,22123,25214,1404,-2253,-181,-146968,-235240,-334718,-111512,117662,-107470,-3335,-170476,3185,-196268,-34656,-18643,-142969,-38361,-12345,-26016,1022,79194,4974,159180,-12749,16508,-76272,99478,80601,18877,59620
2010:Q3,104474,23980,38572,38572,-14592,429222,67919,-49911,33999,22260,5429,-343,276172,8470,90537,-93634,11039,259760,-120720,-19979,941,-73522,-28160,-739,-15180,26468,3696,251,-2243,-552,182716,443814,354517,41883,-7003,138077,1882,-16750,-26572,-131387,-6870,-65861,-58656,-62801,-32314,-30487,3766,81291,16339,176602,427,16545,122218,89297,58812,30485,80494
2010:Q4,114422,-110516,38834,38834,-149350,132035,-23053,11382,-3590,4217,12042,-62557,204830,34690,240561,3891,19702,-94014,49784,22291,80141,-45342,-7306,-820,50866,-52841,25889,419,-2246,-6707,-75581,281384,231398,30577,177623,68137,-5286,-7569,-10023,-135335,-428,-25745,-109162,-22205,-12014,-10191,1937,84117,2873,171209,-39637,-2222,-82798,49986,59097,-9111,224938
2011:Q1,86758,46758,39968,39968,6790,946174,426275,5067,11025,-3930,10054,1196,332019,41812,323458,-92271,-26685,85705,-138581,-11962,-12205,-48110,-66304,943,-27668,36126,11030,653,51,3672,278243,939384,889403,680071,-157823,126472,610,-64138,91116,-18228,28762,50248,-97238,-47325,-22119,-25206,2566,100844,20133,130405,-1224,2013,23911,49981,10637,39344,40000
2011:Q2,83773,26946,40626,40626,-13680,537988,55466,17284,26479,-10332,5170,-8149,161669,-39402,250165,-39292,-27202,17401,-109727,23543,-82016,-60082,8828,263,30719,18203,7198,132,50,2840,340723,551668,479664,8095,135804,191614,-905,-35470,-1116,-140663,-46509,-71029,-23125,34734,3083,31651,2487,76388,21372,125202,-656,11829,50949,72004,52544,19460,56827
2011:Q3,79188,75991,42992,42992,32999,227965,-26887,-283,-54373,-34518,-19756,204163,-88587,-44653,77871,35316,2698,-159819,69403,67191,39743,-44917,7386,-2513,70886,40420,-51164,1760,42,-1413,120785,194966,118896,60092,64506,-21655,2158,-58399,113681,-166675,-73077,6684,-100282,14632,15125,-493,4664,-27511,36993,133843,-4343,12916,-46006,76070,37962,38108,3197
2011:Q4,102705,9978,44484,44484,-34506,183872,83886,12312,-19793,-55025,24510,-84785,307608,-39732,240345,77104,14236,15655,158073,70650,82763,-27496,32156,725,-43051,-55290,-4690,2223,52,-9,-142874,218378,206235,-106154,207517,107293,-3700,65432,-19313,-82490,-8854,-8032,-65604,-64297,-2536,-61761,5809,50895,27061,124530,-3591,-2229,-100527,12143,58586,-46443,92727
2012:Q1,97859,66964,46859,46859,20106,333019,-172305,-23773,8313,-19229,3444,-9609,477985,25235,225972,137427,25002,64349,-85427,14762,-19347,-37560,-43282,3565,20291,56786,-36841,12229,1128,4107,92355,312914,228766,-92621,-89893,114468,4267,-79735,72817,-37561,2078,-43802,4163,-35635,-17245,-18390,-2536,134137,4637,165420,5157,9998,55845,84148,32952,51196,30895
2012:Q2,89432,87968,47886,47886,40082,63099,-116611,401,4384,-28569,-16138,105846,-26233,-4990,-57732,10862,13092,12535,66830,56329,17942,-28229,20788,-1806,33695,30958,-10721,5299,1122,655,13987,23017,-41151,-110897,75080,60206,-3788,-76751,66518,-213490,-65770,8272,-155992,35439,-8175,43614,3010,82639,-8380,106529,-1656,22,-55633,64168,21335,42833,1464
2012:Q3,98865,-270784,48338,48338,-319122,762749,1323,-2703,46786,2116,14304,91669,256855,-3884,112888,-36384,36011,148225,137982,35667,95339,-12729,19705,-93,-25937,156512,14306,5889,1124,4226,58390,1081871,860453,7566,42958,115765,-521,72811,37852,118194,-2506,2219,118481,11502,11961,-459,935,87081,10434,128656,1659,14465,211097,221418,65675,155743,369649
2012:Q4,62314,102579,50107,50107,52472,773496,29052,46861,35090,-28839,3042,41975,310963,-624,77334,73805,30334,130114,244188,80275,113161,6931,43821,148,36873,-7023,16820,3262,1123,-211,40172,721023,674546,-104106,245046,231137,1199,138377,32433,-86041,-7082,9519,-88478,18648,772,17876,-4050,82672,11845,131669,3406,-1795,-25894,46477,50401,-3924,-40266
2013:Q1,87242,143234,48577,48577,94658,931301,256468,-10793,25536,26034,7365,-197621,466130,15970,165247,156267,9021,119626,-17669,-281,36209,-19582,-34015,-5937,-56830,44151,36824,7583,1457,-985,349588,836644,739451,383966,7275,52895,-345,-74176,-138619,28348,15004,36118,-22774,-10155,9437,-19592,-417,193300,7835,128441,-1113,-6677,168893,97193,62904,34289,-55992
2013:Q2,26246,124866,47863,47863,77003,470445,120678,-20878,6912,-41808,1379,-133213,279762,6537,45853,149887,-9936,87421,92606,49323,-14436,24804,32915,1623,22249,-13839,36386,6621,1455,-3164,113677,393442,389901,384985,6564,48177,-1404,-20890,-117982,-91956,-47226,68546,-113276,103708,-1436,105144,-1940,44622,12129,130584,-1998,-18196,-86502,3541,10207,-6666,-98620
2013:Q3,81947,172018,48493,48493,123525,717580,177382,33241,77150,8281,51613,-28081,225730,15539,169046,-24762,-17538,83445,146900,31694,16684,66031,32491,-3271,-23084,4701,27724,7493,1454,-1492,11840,594055,559280,122636,64501,217602,-1515,102948,-53924,-61306,-47006,52612,-66912,8214,7858,356,-2149,29124,15804,133904,-4576,13472,-25455,34775,47582,-12807,-90071
2013:Q4,49405,-27405,49466,49466,-76871,875888,83618,3497,35500,-30123,18310,-89492,327837,-10273,120785,118844,-6343,104824,423143,81888,278344,17713,45198,-2233,46016,28434,27929,9741,1455,-3966,-3778,952758,857732,61326,278828,85283,98,42808,-71825,164388,40811,81046,42531,72812,2035,70777,-2026,79847,15436,144158,-1044,-9312,-3045,95026,45615,49411,76809
2014:Q1,81449,71535,49867,49867,21668,746078,198796,-33435,37363,-15003,-31389,-26282,188828,15741,243095,-108353,-1980,40325,6501,61142,-24919,2863,-32585,10216,-61631,42226,7282,3168,-1786,3733,417491,724410,668045,245870,-33347,198779,-117,-51500,14373,-99882,-6804,-72631,-20447,39037,4293,34744,4500,125121,15348,86737,828,4504,117794,56365,8451,47914,9914
2014:Q2,88944,59690,51712,51712,7978,662303,10652,9713,-11684,2909,-1475,47070,181501,8447,20384,56091,2367,94212,288071,87258,102921,45188,52704,-210,12178,25988,4832,3514,-1787,3778,87253,654325,567018,22639,113825,63176,-1393,-75111,90690,20665,-21854,53382,-10863,50323,-879,51202,668,91686,18275,79894,3567,7406,80708,87307,68337,18970,29254
2014:Q3,65162,146637,52686,52686,93951,621721,58874,47181,-890,17121,2202,-74713,271173,-11948,195919,10992,9774,66436,232829,52961,70183,70371,39314,1797,57219,23660,-2410,3108,-1787,-2251,-11392,527770,468140,74394,94318,60467,267,48173,-128848,87949,3616,59214,25119,57685,9367,48318,6258,33558,19067,83994,2694,6705,21459,59630,44512,15118,-81475
2014:Q4,78981,47055,53250,53250,-6195,545812,-178649,-13689,18994,-11936,37608,33626,223215,-75844,119100,103419,22844,53696,370965,127570,108700,81111,53584,-1737,-3497,-8073,16241,3811,-1787,-2428,63148,552007,443512,-320227,156416,192829,-248,104126,32838,97597,-29925,110306,17216,26785,12051,14734,-1129,60663,23447,94155,-1367,2261,-24634,108495,107362,1133,31927
2015:Q1,77951,54544,54878,54878,-334,352433,21020,-12074,-32980,-5365,-22738,-24526,95938,8501,38075,-38912,31153,57121,-352,77599,-74432,30691,-34210,121,55207,-12183,-2226,6662,1291,9402,275237,352767,304562,34406,-84719,198359,1094,-70615,2670,-55414,-12262,-43204,52,-20617,4352,-24969,2127,105427,21588,83242,5183,3974,77857,48205,62687,-14482,23407
2015:Q2,88476,151113,56645,56645,94469,172072,-225386,-14138,-46877,-6158,-22978,23077,120291,16507,-24469,-11238,1725,137766,251978,86662,-13165,122538,55943,-2045,93720,70085,-2671,7389,1291,7939,-83446,77603,-33612,-250878,203627,-55041,-919,-44821,-43854,113864,46702,54421,12741,32910,10867,22043,1652,60457,14523,102253,8352,-12991,-162746,111215,40260,70955,-62637
2015:Q3,70710,92968,58341,58341,34627,275093,-82360,21183,-28844,-13436,-21505,127450,48258,3528,39283,24645,10964,-30163,86433,29923,-109132,115107,50535,-7233,92765,63187,-9348,6645,1290,5168,-14560,240466,161201,-83576,-94257,147596,-986,58267,56889,46552,-6767,87749,-34430,4668,-4565,9233,6472,-48194,19943,99667,4516,5388,-61744,79265,22591,56674,-22258
2015:Q4,59603,-28535,58805,58805,-87340,274196,-214493,-3280,-74296,-2486,2031,-52705,229991,-60179,181230,57746,17651,33543,506137,89366,240451,115246,61074,1856,-9264,-22244,436,6893,1289,2508,-98177,361536,267227,-260466,266120,98733,280,62403,-42124,71236,-6552,121473,-43685,10605,5027,5578,6868,-18964,12965,126292,6029,-4044,-68707,94309,76186,18123,88138
2016:Q1,75142,37871,60267,60267,-22396,715156,123466,7420,13046,12901,31800,-181713,280955,57517,104568,31368,20768,66734,89820,81769,-37729,71945,-26165,-940,-82341,72002,-29275,13331,-783,12767,352700,737552,623420,94804,23579,229746,-254,-13738,-166947,56686,41117,9503,6066,27661,9,27652,9567,38274,23688,91981,5591,6301,196481,114132,12227,101905,37271
2016:Q2,92761,85938,60487,60487,25451,624432,-61477,25498,-52843,5118,10248,133878,130200,-32616,39180,102567,22215,-1146,319070,69976,71678,124249,53167,-1212,-72602,61048,1678,13371,-782,6828,106411,598980,533718,-23473,136977,-6068,382,-95026,47196,98664,-5618,145536,-41254,85908,8003,77905,682,22497,30708,78539,8234,1316,147182,65262,17707,47555,6823
2016:Q3,95183,226145,61605,61605,164541,624770,-124662,-21182,-223073,-4479,41535,242043,306955,-129969,288011,90249,-9955,68619,276530,16798,39564,170885,49283,-390,-53689,66876,-22624,13439,-784,11219,117056,460229,372854,-181404,-1053,153899,119,-25542,144450,118153,-53421,90842,80732,-25304,8064,-33368,96258,9642,19603,93636,11156,4405,-45164,87375,103278,-15903,-130963
2016:Q4,104203,95534,61725,61725,33809,71067,-129379,4693,-56904,-38739,55681,-155969,301979,-7203,215355,83983,-11711,21555,268770,-6804,76475,136303,62796,313,47155,-36395,-31927,13270,-782,-2499,-168200,37259,-24549,-228094,111598,156924,-691,11326,-45912,10414,-12304,105796,-83078,1313,-3705,5018,609,-41996,11115,63138,11844,-8693,-77444,61807,106740,-44933,8669
2017:Q1,81656,58240,61096,61096,-2855,841229,395567,21346,30154,-1631,21436,560,234993,43238,-8329,56436,1248,142400,-9139,-119,-68370,99760,-40410,521,-3051,43294,-6686,10945,1955,9766,91200,844084,712682,454355,-128416,197941,445,-28567,-74704,27489,12562,51203,-36276,-18170,825,-18995,1457,90963,12644,131967,8235,-7641,44684,131402,104013,27389,23415
2017:Q2,87152,8811,60944,60944,-52133,684638,-119905,-3512,14044,4896,-15644,228393,30093,-25921,-57375,66282,6065,41042,249516,49146,5611,152270,42489,-4058,85405,5600,-5683,10898,1955,6247,196393,736770,639549,-143866,141019,-38086,804,-34012,173742,137871,-16894,95263,59502,56853,5387,51466,2550,87606,7412,123990,6530,2401,114735,97221,95437,1784,78341
2017:Q3,39627,83927,61999,61999,21928,692874,79566,12332,21528,189,34345,-63682,338890,75776,97699,88138,4827,72450,345620,22849,145876,143339,33556,1042,3012,1336,-12771,11681,1953,3533,-85700,670946,609063,111877,-58122,177629,-1384,137271,-125213,149491,27231,91905,30355,-8739,5614,-14353,596,55166,13343,107368,12041,11853,25886,61883,63886,-2003,-44301
2017:Q4,77197,99726,63474,63474,36252,663190,-111449,15459,-51662,981,-25867,88880,345752,-22800,179797,70133,34540,84082,401680,33453,120435,177280,70512,-3745,-1520,-18568,-7313,11088,1954,-543,18064,626939,518654,-83635,190805,1389,-165,90617,85930,24086,-36018,108229,-48125,-35539,-7185,-28354,-3920,83664,13171,125810,19653,34669,-27881,108285,116884,-8599,-22529
2018:Q1,86290,46424,64147,64147,-17723,444579,119971,-31443,-30113,-1450,2491,-165339,430340,45100,210941,5501,3169,165629,72394,31466,-18531,104426,-44967,8071,27912,80467,-20944,-6820,25034,10617,-76609,462302,300937,106952,148369,208677,449,-52560,-332264,9634,9251,4424,-4041,-28193,2638,-30831,-18178,79706,11571,87711,4233,-13633,88463,161365,51507,109858,39865
2018:Q2,102493,28562,65561,65561,-36999,158952,-347487,1332,-1023,12091,-5125,161698,-2564,-237,-80786,9990,-8091,76560,327196,71919,42927,179364,32986,706,-48460,7262,-11769,-7061,25036,5711,41410,195951,130403,-302636,-26679,87132,-164,24147,107599,70267,-14358,89195,-4570,27024,485,26539,-3959,29833,11011,92788,1039,-977,13978,65548,31540,34008,73930
2018:Q3,111448,125266,66947,66947,58319,337975,-119671,-15064,32278,-462,62627,55805,86953,-10686,25092,-26939,-21268,120754,221265,16347,16900,151072,36946,-391,-27795,-31816,-48287,-6759,25033,1900,102359,279656,261516,-154419,19714,102938,161,51348,-18175,81968,-14495,62173,34290,-32232,-11603,-20629,-3748,4670,7855,78171,1764,4974,116527,18140,48220,-30080,-13818
2018:Q4,96894,135718,70046,70046,65673,598188,-191996,33585,-1367,-11089,-32227,365984,180994,-50179,259971,11373,-22377,-17795,461603,168658,82742,149543,60660,223,-89938,77127,-20599,-7622,25034,301,-191825,532515,369913,-148140,178940,130763,-675,146219,258305,92972,-14509,91106,16375,36445,15130,21315,-8414,-178835,11792,76404,-11216,10430,-225077,162602,52443,110159,-38825
2019:Q1,113793,81689,70695,70695,10994,739883,85632,-37974,24912,7576,60743,34570,189481,59680,42072,22076,6755,58898,-39805,13725,-107796,97843,-43577,-12453,-57897,41750,-33771,4021,1923,5351,465824,728889,694132,12483,-124491,228290,769,194039,-33800,78999,20937,33789,24273,-78117,-237,-77880,5817,91245,6874,106884,2135,-1622,204627,34757,14127,20630,32104
2019:Q2,104266,61229,75343,75343,-14114,726441,-167762,36341,56408,-3305,128682,259631,-73530,3357,-139514,21093,7486,34049,242174,74307,-30861,148932,49796,791,-135433,49321,-56844,4739,1922,6861,376445,740555,645379,-207407,-7960,91631,617,117176,226272,179295,13927,118616,46752,22815,-1131,23946,2550,26365,8805,116852,4126,1951,62291,95176,49722,45454,43037
2019:Q3,108077,92001,77508,77508,14493,1064532,1858,29336,-34161,7046,-55503,286324,431021,-63682,299422,92436,24110,78735,386607,21588,132995,191744,40280,-7451,25056,32909,62816,4140,1922,-914,-106473,1050039,986644,8721,207169,162408,1827,233108,114145,126004,30035,79742,16227,15622,4624,10998,-7199,6741,16682,126007,4468,8409,-37468,63395,43165,20230,16076
2019:Q4,94039,125884,77791,77791,48094,1017812,173635,645,-5849,66,7258,5943,473711,-28355,397374,49971,36068,18653,314973,27390,76109,151135,60339,3344,-119230,-1882,-25573,4503,1922,2451,181896,969718,899958,187477,197846,202549,-369,168456,-81992,81691,8896,86488,-13693,-22902,-3321,-19581,-14317,82928,2659,85886,4302,5733,11,69760,50621,19139,-31846
