1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1964:Q2,1177,1157,719,719,438,29038,646,115,83,177,0,-923,3417,522,-649,480,658,2406,19202,6520,2545,7038,3099,1,2244,62,64,0,0,38,3912,28600,28559,300,5159,7710,176,0,-892,1739,412,762,565,2828,3447,-619,1,390,1063,8150,0,-239,2174,41,15,26,20
1964:Q3,1222,1414,764,764,650,21527,134,230,88,-163,0,851,4955,-169,2844,-106,1351,1035,8131,-1110,39,7053,2149,3,1865,63,57,0,0,39,5274,20877,20919,1246,2398,6029,-164,0,484,983,267,131,585,-562,-1564,1002,1,318,1083,7921,10,68,1104,-42,-41,-1,-192
1964:Q4,1256,1133,792,792,341,32536,2295,-27,91,211,0,-274,7120,194,3275,856,797,1998,15741,6324,930,6719,1768,1,3117,70,58,0,0,39,4093,32195,32167,962,8861,9214,210,0,-103,1146,82,164,900,1239,1504,-265,23,427,1110,8154,0,24,900,28,19,9,123
1965:Q1,1421,899,837,837,62,14773,-1964,-74,109,-154,0,806,2093,1108,-2312,247,1377,1673,8599,1080,466,5602,1451,1,1976,83,21,0,0,39,3238,14711,14706,-1252,-7535,9672,-151,0,775,1613,952,171,490,-2024,-1409,-615,1,568,1067,8600,10,-101,3463,5,-43,48,522
1965:Q2,1473,1750,858,858,891,33593,1427,155,110,128,0,-534,3611,699,-1133,141,1624,2280,20425,6605,2982,7039,3799,3,3032,68,25,0,0,38,5105,32702,32801,2245,5560,7581,127,0,-399,1774,476,1232,66,4088,3198,890,-3,299,1199,9236,0,-181,1275,-99,-123,24,-276
1965:Q3,1539,1012,874,874,139,16978,-1077,459,117,-234,0,854,1274,23,-1625,307,1211,1358,8764,-591,-177,7398,2134,3,2130,66,-18,0,0,41,4599,16839,17087,-1130,-1768,6864,-231,0,931,482,120,558,-196,-1180,-1655,475,-2,723,1239,8999,10,230,1920,-248,-258,10,527
1965:Q4,1679,2425,889,889,1536,36851,1790,-67,121,102,0,-139,7224,-1003,5047,245,484,2451,18794,8529,1968,6750,1547,-8,3381,79,-2,0,0,47,5529,35315,35542,423,11183,9053,101,0,-763,683,-355,193,845,3671,3031,640,-2,560,1186,9432,0,79,-64,-227,-220,-7,-746
1966:Q1,1758,1871,895,895,976,14913,-883,239,126,-231,0,-91,1117,711,-3932,691,868,2779,7232,-1399,1136,6495,1000,2,2354,92,21,0,0,55,4880,13937,13770,-653,-8403,6882,-221,0,-42,3142,1707,1044,391,-2477,-1735,-742,-1,1048,1144,10035,10,344,2962,167,72,95,-112
1966:Q2,1681,1368,897,897,471,35226,748,-257,128,200,0,328,2826,-134,-1713,1016,1217,2440,21227,9403,3391,6072,2361,3,3665,95,36,0,0,62,6166,34755,34487,1943,8238,5988,201,0,-52,3019,48,2654,317,3434,2237,1197,3,644,1113,10831,10,-614,-271,268,157,111,314
1966:Q3,1690,1131,902,902,229,14189,-92,593,128,-282,0,691,2830,1236,286,-614,664,1258,2522,-2847,-600,4741,1228,1,1693,86,77,0,0,66,5876,13960,14034,2449,-5904,2273,-290,0,260,1666,377,865,424,-2325,-3370,1045,2,284,1131,10473,10,58,3947,-74,-139,65,559
1966:Q4,1667,2549,913,913,1636,34602,2155,134,153,297,0,542,10161,1033,6169,351,-130,2738,12413,6119,1594,3475,1225,4,4040,73,1,0,0,66,4564,32966,32579,2409,10384,5201,302,0,234,3009,1601,940,468,2280,2830,-550,-25,506,1197,10940,10,167,-4035,387,297,90,-883
1967:Q1,1610,2463,920,920,1543,19338,-2158,421,127,451,0,5,11476,2291,2574,1020,2991,2600,-961,-2841,-146,2763,-737,3,3083,84,-24,0,0,66,6766,17795,17723,-4277,-7492,13351,454,0,775,1715,1895,-480,300,-3505,-2525,-980,3,518,1241,10877,10,452,3601,72,23,49,-853
1967:Q2,1670,1793,954,954,839,31408,897,-962,165,436,0,892,4718,616,-4004,1270,3698,3138,13329,4807,1237,5077,2208,3,4410,73,24,0,0,67,7356,30569,30795,1621,4716,11308,435,0,811,-852,-20,-465,-367,135,527,-392,0,291,1213,11842,10,-808,73,-226,-240,14,-123
1967:Q3,1722,1585,1001,1001,584,32137,675,1489,206,-607,0,173,11048,-257,6142,-2,1417,3748,7362,-1227,428,6447,1714,2,3870,71,4,0,0,69,7775,31553,31765,2907,4009,8120,-608,0,286,306,140,-42,208,1591,997,594,0,349,1222,11574,10,178,1821,-212,-238,26,137
1967:Q4,1804,10524,1090,1090,9434,50549,2407,-128,284,112,0,543,11554,376,4838,956,2336,3048,26274,15831,2472,6179,1792,1,3249,79,38,0,0,76,6061,41115,41383,2514,14101,7834,114,0,276,2668,734,1107,827,1970,1584,386,15,-63,1209,11912,10,-15,-1162,-268,-275,7,-8720
1968:Q1,1893,-5409,1206,1206,-6615,12772,638,59,76,-126,0,907,7731,2079,803,907,1606,2336,-5450,-11209,987,4730,42,4,3162,107,107,0,0,71,5486,19387,19206,-7,-11118,8791,-129,0,725,3056,1613,1293,150,-3315,-2634,-681,0,1064,1200,12413,10,298,6218,181,122,59,7303
1968:Q2,1959,2882,1252,1252,1631,37720,5,-670,138,93,0,10,2600,-563,-645,424,1606,1778,22149,6725,5227,6566,3631,2,4912,87,-52,0,0,70,8376,36089,35682,3147,6320,4430,97,0,834,1999,416,1584,-1,3635,868,2767,1,426,1192,13537,20,-295,339,407,334,73,-923
1968:Q3,1966,2157,1303,1303,855,41296,1973,1901,256,-148,0,1278,12560,986,5303,736,2976,2559,10058,286,82,6333,3357,3,4736,56,11,0,0,74,8538,40441,40378,3356,4701,9544,-147,0,476,156,-22,240,-62,2436,630,1806,5,593,1197,13151,20,238,4652,63,220,-157,-192
1968:Q4,1923,2514,1355,1355,1159,49288,-195,888,284,134,0,1162,7819,-28,1156,700,3341,2650,24542,10851,2659,7400,3632,-1,6219,98,63,0,0,85,8190,48129,47900,-823,16303,10580,130,0,474,2138,978,650,510,2965,3018,-53,14,429,1213,14085,10,-81,463,229,312,-83,-591
1969:Q1,2084,988,1369,1369,-381,17058,109,-882,-54,-139,0,841,-2043,2135,-7068,420,284,2186,5541,-1585,193,6057,876,2,3842,1038,144,0,0,96,8563,17439,15130,2970,-14512,2516,-139,0,1845,3256,2657,1239,-640,-5189,-1583,-3606,2,1089,1226,14758,10,405,6893,2309,1328,981,1096
1969:Q2,2012,1502,1370,1370,132,47612,-1740,-541,338,33,0,378,2016,1644,-3831,218,1552,2433,26717,8221,6407,7699,4390,5,6615,1016,175,0,0,108,12492,47480,44803,5092,9233,176,34,0,1855,4711,2764,2416,-469,4582,1712,2870,3,813,1233,16006,20,-447,1492,2677,1694,983,510
1969:Q3,1983,-325,1395,1395,-1719,30699,2919,909,257,-384,0,1845,2210,3214,-2970,122,-78,1922,10645,-2845,4280,6874,2336,3,3966,995,143,0,0,112,7079,32418,29850,3149,-2434,-5332,-387,0,1862,6905,3168,2945,792,-3333,-1802,-1531,3,911,1247,16163,20,292,10784,2568,1623,945,2307
1969:Q4,2010,1652,1391,1391,261,49609,-381,538,177,145,0,881,8991,1945,4037,863,-209,2355,21215,8865,4373,5763,2214,-1,6754,1041,148,0,0,106,9995,49348,47829,2347,15839,1981,150,0,1700,7183,2765,3144,1274,5686,1899,3787,-38,518,1266,16685,20,-64,-5444,1519,490,1029,358
1970:Q1,2019,1942,1389,1389,553,24431,1591,-691,196,-54,0,629,5596,4974,-5110,1129,1458,3145,360,-6887,3922,4573,-1248,5,1356,1096,115,0,0,113,14119,23878,21739,-317,-13816,4022,-55,0,501,7260,3896,3928,-564,-2940,-2227,-713,2,471,1272,14291,10,668,10370,2139,1347,792,77
1970:Q2,2007,2262,1419,1419,843,43923,-1070,2,304,338,0,-403,9303,569,956,806,2731,4241,19883,5968,5277,6234,2404,3,2927,1043,483,0,0,116,10994,43081,40179,-556,8188,12130,347,0,468,3411,1444,1758,209,1743,1380,363,2,464,1263,15317,10,-582,-2027,2902,1944,958,-255
1970:Q3,2230,391,1472,1472,-1081,35143,2436,295,207,20,0,3953,11032,-3696,7107,1875,3392,2354,9203,2719,-2388,7355,1517,7,-382,1933,-52,0,0,119,6372,36224,35899,1314,1140,20320,6,0,433,-1621,-4304,2012,671,1829,1132,697,3,547,1305,14928,0,380,-4685,325,-1507,1832,1839
1970:Q4,2430,1797,1499,1499,298,60256,2383,342,281,971,0,1827,20129,-2001,10006,2951,4979,4194,15756,6755,-187,8184,1004,-1,5335,1945,-9,0,0,124,11174,59958,55971,-1591,16665,18389,991,0,543,3194,-719,2087,1826,3839,1947,1892,-4,93,1394,15467,10,119,-3138,3987,2129,1858,633
1971:Q1,2372,2225,1617,1617,607,40271,770,91,291,1075,0,-7,12726,-720,2142,1631,5063,4610,5270,-3976,1583,7884,-221,4,4685,1068,-130,0,0,73,14355,39664,38475,-1269,-14103,29586,1095,0,1881,205,-1460,171,1494,-2553,-542,-2011,4,152,1482,15656,10,456,5873,1189,222,967,147
1971:Q2,2558,2398,1707,1707,691,49828,13,487,163,-1291,0,-57,6261,-1068,-2786,3203,3744,3168,26130,7084,2243,12560,4243,6,5281,1021,11,0,0,28,11775,49137,46670,-1329,14603,17570,-1313,0,1917,1114,160,691,263,-1442,1206,-2648,3,-2,1566,16835,10,-628,-2234,2467,1544,923,159
1971:Q3,2803,2013,1741,1741,272,49132,1773,848,279,-666,0,2608,5538,421,-1884,1393,3549,2059,20192,457,1006,14375,4354,7,4941,1943,26,0,0,50,11593,48860,46162,275,-1497,15099,-662,0,1991,4290,710,2508,1072,-1476,-1100,-376,6,-317,1611,16420,20,236,10166,2698,875,1823,790
1971:Q4,2884,4502,1761,1761,2742,73423,5223,-200,228,340,0,2683,19873,-466,8191,2367,4221,5560,27346,6927,1648,14099,4672,-4,4999,1087,-70,0,0,140,11778,70681,69179,2540,19061,19588,339,0,2221,5482,1370,2533,1579,4929,2540,2389,45,284,1621,16912,20,-100,-3763,1502,562,940,-1618
1972:Q1,3000,2363,1765,1765,597,49473,2666,159,150,218,0,1060,10945,438,-386,3186,3444,4263,16559,924,2127,12296,1212,7,3831,1169,-40,0,0,234,12516,48876,46213,-495,-12631,24961,219,0,3639,3380,295,1456,1629,-2588,857,-3445,3,-124,1639,18419,20,217,9554,2663,1628,1035,637
1972:Q2,3099,2024,1771,1771,253,65315,956,-896,319,-263,0,526,6806,-1001,-2861,2687,3231,4750,37088,9746,3483,17078,6781,6,6020,1091,14,0,0,334,13314,65063,63220,3233,5945,20905,-262,0,2995,3539,-762,2640,1661,2030,1717,313,3,-555,1667,20471,20,-598,3827,1843,873,970,1076
1972:Q3,3047,2682,1809,1809,873,59259,3397,2275,382,-307,0,2851,6070,-80,-2291,2102,2849,3490,26846,3325,516,18014,4991,8,4608,1992,20,0,0,345,10772,58386,54344,81,3768,20688,-302,0,1942,2672,-461,1735,1398,1249,2302,-1053,2,-183,1693,20301,20,336,2077,4042,2209,1833,365
1972:Q4,3206,2958,1948,1948,1010,90693,-2964,672,498,109,0,2110,18007,-661,8058,3491,2229,4890,46542,15457,5253,19904,5928,-28,6627,2065,-44,0,0,268,16831,89683,84805,-6490,27765,21837,104,0,1622,6813,1801,2578,2434,8517,5264,3253,53,-599,1723,20249,20,52,3139,4878,3028,1850,249
1973:Q1,3395,5608,2134,2134,3474,62388,2972,-231,509,-259,0,3070,2941,259,-2915,1958,1046,2593,32910,10974,2659,15195,4082,8,2698,585,286,0,0,208,16691,58914,53535,1538,-15153,31904,-257,0,5932,4739,389,2760,1590,-4644,-2685,-1959,-2,-372,1761,19869,10,593,7617,5379,4719,660,-2213
1973:Q2,3462,3315,2333,2333,982,83564,2484,-1115,481,149,0,1234,8097,1746,-3547,4207,2133,3558,49641,12938,6769,22100,7834,8,4080,1269,288,0,0,168,16780,82582,77391,1591,9314,19658,162,0,3471,8844,1954,6493,397,4410,578,3832,4,-248,1807,20522,10,-660,8506,5191,3801,1390,147
1973:Q3,3463,4629,2495,2495,2134,70922,6788,2176,-805,1238,0,1781,6533,1624,-2438,3640,1872,1835,36973,6244,5055,19374,6300,10,1585,587,-52,0,0,141,13967,68788,62319,10376,-7750,14837,-275,0,3405,10208,2495,6529,1184,1761,-624,2385,7,-118,1817,19901,10,252,7888,6469,5791,678,-1166
1973:Q4,3576,4975,2631,2631,2344,85951,-3052,1784,502,567,0,2733,22426,3795,7666,3440,4280,3245,34344,9412,2719,17171,5042,-9,5752,1261,336,0,0,126,19181,83608,81762,-7978,31845,12017,567,0,3183,8049,2114,4149,1786,5938,2164,3774,54,-390,1787,20559,10,-27,6148,1846,579,1267,-1399
1974:Q1,3614,2380,2762,2762,-383,52921,4783,-1603,85,776,0,5154,8944,3455,-2271,2541,2503,2716,18654,3046,3669,13122,-1183,10,365,2072,204,0,0,154,13324,53304,48324,8572,-22249,25913,282,263,4678,5950,4036,1709,205,-5586,-2941,-2645,-12,-106,1749,20808,20,517,7525,4980,2987,1993,1234
1974:Q2,3549,5096,2918,2918,2178,97261,16214,-1240,883,41,0,3108,10470,4175,-3723,3027,2870,4121,51435,17804,11431,17125,5075,11,2442,2181,289,0,0,125,11303,95083,90267,13730,8305,21923,37,307,5943,10008,2476,5937,1595,4373,-329,4702,-2,-24,1705,22526,20,-672,2088,4816,2597,2219,-1548
1974:Q3,3691,181,3070,3070,-2889,57749,-929,2480,738,506,0,3182,12320,5307,1319,2313,-448,3829,29326,5472,5798,13852,4204,11,1514,2007,700,0,0,121,5773,60638,58773,794,-3464,11224,-1,816,1568,15819,4518,9127,2174,1421,-1728,3149,-1,-51,1728,22401,20,294,6205,1865,-93,1958,3510
1974:Q4,3580,4235,3171,3171,1063,59113,-6240,1975,1644,322,0,2389,15822,283,5917,3141,2113,4368,24354,9336,6089,8845,84,12,2409,1368,-51,0,0,135,14974,58049,54897,-10780,24780,18853,330,993,1641,10357,2417,4312,3628,2285,279,2006,-3,232,1822,22972,20,-54,-18551,3152,1730,1422,-655
1975:Q1,3681,2111,3139,3139,-1028,37087,4799,-1330,1026,1046,0,2304,22866,113,10664,2971,178,8940,-11711,-13142,-1300,6957,-4226,12,1586,2071,-185,0,0,162,14441,38115,34334,910,-22067,27338,496,1241,1515,4341,361,2595,1385,-8566,-4533,-4033,34,211,1903,23510,20,448,3000,3781,1723,2058,1570
1975:Q2,3682,2763,3167,3167,-404,66628,4532,-171,752,-163,0,2672,26124,-3641,12427,3127,2652,11559,19471,821,4993,11727,1930,14,2825,2280,-104,0,0,177,8219,67032,62189,-4896,19662,21884,-168,41,1596,939,-843,1133,649,228,491,-263,22,-130,1970,25240,20,-863,-3356,4843,2685,2158,919
1975:Q3,3682,122,3255,3255,-3133,49842,-1810,1149,125,-469,0,-10268,18570,-2150,13959,2803,1697,2261,11507,-5982,14,12478,4997,14,1620,2387,628,0,0,167,26222,52975,48156,4808,-3742,17189,-476,47,-7496,2433,-1609,2116,1926,-4971,-3744,-1227,21,-237,2020,24958,20,168,13414,4819,2569,2250,3560
1975:Q4,4046,6790,3338,3338,3452,93000,5884,2189,295,614,0,5729,28603,185,12438,3843,3210,8927,26660,5101,4139,12872,4548,17,3293,2471,48,0,0,142,17056,89548,86351,-3081,25202,22832,417,-63,569,12404,3401,3551,5452,3850,133,3717,11,-202,2051,24554,20,-9,-2204,3197,776,2421,-2744
1976:Q1,4282,2715,3431,3431,-716,64228,2187,-1405,313,453,155,769,31096,796,13797,3959,787,11757,9564,-9144,4187,15374,-853,15,1615,1654,26,0,0,257,17529,64944,61714,2878,-18496,29874,459,67,5013,3687,366,2889,432,-3143,-1105,-2038,23,-812,2087,25189,20,541,14327,3230,2121,1109,1567
1976:Q2,4491,2458,3488,3488,-1030,88848,6785,1210,696,-176,-66,1221,23318,1776,8204,2220,5331,5787,47720,8152,11547,20833,7188,16,1849,1499,-77,0,0,307,4546,89878,87326,1428,19221,22382,-261,-282,3208,6231,495,3391,2345,197,1596,-1399,40,-965,2126,25715,20,-363,8629,2552,1231,1321,2033
1976:Q3,4692,5794,3560,3560,2235,80890,1851,-83,445,210,10,2564,23694,-869,12486,4082,2340,5655,28664,-2054,1258,22263,7197,17,2015,1638,194,0,0,327,19344,78655,75931,5459,-3132,20230,207,-9,9094,6414,328,4283,1803,-667,-695,28,40,-698,2168,26824,20,231,9750,2724,1372,1352,-1102
1976:Q4,4894,9261,3608,3608,5653,118254,6007,632,965,916,206,11535,25624,4042,12037,-355,4658,5242,48012,11989,7660,22031,6332,-125,2226,2314,271,0,0,319,19352,112601,108301,-3773,26787,35169,799,-17,6728,11667,4840,4079,2748,8478,4737,3741,-30,-47,2215,28355,20,114,-8165,4300,2028,2272,-4367
1977:Q1,5344,3990,3715,3715,275,79649,2387,-826,831,-358,185,-1585,22076,2720,3217,6016,4341,5782,27102,920,3766,19764,2652,21,1387,1991,165,0,0,315,25957,79374,76314,1825,-17902,38388,-357,56,5393,8574,1443,5602,1529,-11154,-2589,-8565,42,-723,2248,29580,20,151,20173,3060,1462,1598,1353
1977:Q2,5764,6690,3823,3823,2866,122841,3063,1099,1462,308,-138,4801,28106,6406,1907,3458,7806,8529,61721,9190,9130,31317,12084,21,2644,1685,320,0,0,317,17432,119975,117413,3126,18870,24405,203,-17,4819,14100,4535,5115,4450,2963,848,2115,31,838,2265,29128,20,244,16418,2562,1115,1447,-926
1977:Q3,6138,4539,3967,3967,572,99245,306,-1177,1268,-140,25,2237,21063,814,2315,2959,6905,8070,59796,6758,8906,33447,10685,22,2673,1730,-179,0,0,326,11295,98673,95937,1816,3580,29148,-140,20,5591,7470,49,5783,1638,2337,3473,-1136,29,569,2336,30484,20,276,12401,2736,1485,1251,1599
1977:Q4,6499,10118,4216,4216,5902,140122,18738,3727,1374,673,113,7167,25872,5781,1515,4352,3927,10297,66229,11985,11643,32609,9992,0,3691,3448,69,0,0,340,8681,134220,129475,7453,26812,31880,574,424,1368,18203,6769,6566,4868,12862,4112,8750,-55,-22,2461,28862,10,253,-1610,4745,1745,3000,-3619
1978:Q1,6762,5768,4438,4438,1329,88749,4497,-3328,2595,394,141,-739,15792,807,-2563,4459,3899,9190,37853,5530,4199,24245,3879,19,2393,1742,67,0,0,354,26969,87420,85259,4316,-28740,37824,293,1733,13687,9894,851,7133,1910,-6578,-4320,-2258,20,305,2603,32561,20,221,17100,2161,558,1603,994
1978:Q2,7274,7091,4977,4977,2114,144606,-634,760,4313,-1398,10,905,37624,6680,8764,4283,7297,10600,81398,16642,12660,35037,17059,18,3155,2444,239,0,0,367,15405,142492,139563,2160,27186,24928,571,1339,939,17425,4824,9757,2844,9186,3398,5788,41,-438,2762,31553,20,317,21574,2929,600,2329,183
1978:Q3,7570,11163,5329,5329,5834,127498,3750,842,3064,654,202,-656,24773,-130,1993,6686,6841,9383,66453,5876,10751,36794,13032,20,3813,1592,-477,0,0,377,23090,121664,119658,10625,6359,29865,614,1448,2854,8538,-1264,9133,669,5341,-66,5407,38,-507,2797,32556,20,305,18805,2006,515,1491,-3593
1978:Q4,7688,14142,5675,5675,8466,173246,27256,4464,2008,748,427,11059,24481,9723,-4251,5011,6695,7303,76034,17846,10741,36602,10845,-28,3540,2660,-290,0,0,382,20505,164780,161101,13427,16801,28585,582,2401,-2736,22850,9532,10650,2668,11419,1656,9763,-52,-235,2706,34504,30,112,30707,3679,1348,2331,-6453
1979:Q1,7533,5255,5983,5983,-729,94531,-12264,-4348,2569,2328,29,7553,30109,8359,4683,4827,4573,7667,41260,5997,3287,27550,4426,22,2683,1749,622,0,0,451,21768,95259,93231,8295,-34705,28580,483,7212,22791,18565,5886,10988,1691,-10469,-2922,-7547,67,-184,2650,33569,50,113,16214,2028,402,1626,2279
1979:Q2,7669,11982,6217,6217,5765,172925,7531,1836,2138,3177,354,11738,31756,12458,2913,6273,3463,6649,86136,19949,15907,37369,12911,23,3331,1434,92,0,0,498,22881,167160,163758,10874,28602,8946,1259,7895,16754,20788,9632,10084,1072,10997,5320,5677,124,68,2630,35531,30,83,19177,3402,1679,1723,-4313
1979:Q3,7426,14387,6705,6705,7683,161685,13875,505,4620,1514,473,5302,38486,9473,4347,6832,7373,10461,87665,18177,16264,39653,13571,24,5564,2787,264,0,0,508,98,154002,150795,15902,14863,32300,323,8279,3978,16180,5102,11220,-142,6568,1083,5485,123,-361,2594,34009,30,42,15965,3207,268,2939,-6961
1979:Q4,7064,10671,7080,7080,3592,138292,12328,6830,4440,1140,629,5998,22559,5218,1854,7427,5293,2767,64037,11169,10240,31450,11178,-29,6123,3695,62,0,0,478,10002,134700,129958,7007,29836,19900,983,11020,-12254,24766,6217,15015,3534,9238,-157,9395,30,-356,2539,36236,40,-91,1064,4742,564,4178,-3608
1980:Q1,6363,15888,7619,7619,8269,106455,-4401,-3576,2533,2714,255,-8773,42123,10300,11595,4043,2887,13298,38018,4801,9726,24587,-1096,27,3174,1389,847,0,0,490,31635,98186,97046,4840,-34007,27421,430,16078,3918,19656,3470,13949,2237,-5035,-1941,-3094,145,-796,2490,45502,60,45,16299,1140,682,458,-9525
1980:Q2,6015,5631,7643,7643,-2012,158368,19261,1229,3824,961,457,17702,53135,8818,12843,11806,6718,12950,9740,-8201,5200,17428,-4687,29,5336,12277,624,0,0,500,33294,160380,147344,-9584,18201,18505,442,16535,20134,15636,3053,8643,3940,1870,-91,1961,147,1094,2444,50569,100,149,11102,13036,313,12723,384
1980:Q3,6130,13464,7987,7987,5478,146008,13291,471,3578,1702,1042,1481,33391,-2236,11554,8981,8467,6625,55056,11576,12786,27048,3646,28,5363,3260,546,0,0,499,26300,140530,136561,4188,15899,34411,-628,2074,3222,10979,1369,7543,2067,4704,-1289,5993,220,973,2399,54134,100,117,3769,3969,496,3473,-7335
1980:Q4,6685,11024,8368,8368,2656,206800,21216,3922,2332,-23,547,19470,31251,1945,5238,11729,5602,6737,79554,29586,16072,28701,5195,-38,5679,1025,302,0,0,495,41068,204145,201703,12777,17681,62614,570,-3486,3668,19629,5033,13450,1146,14010,2708,11302,-32,731,2350,57231,100,-76,13936,2442,1496,946,-4339
1981:Q1,6437,7977,8718,8718,-740,130397,-282,-3591,10530,3970,1208,-2762,54234,13451,23689,10552,435,6107,14527,-2890,2458,17383,-2424,32,8815,4089,-200,0,0,614,39213,131137,126081,-3179,-17426,19794,-374,37808,23491,13753,7445,6758,-450,-9295,-2587,-6708,-25,767,2324,48021,100,-178,10500,5056,1568,3488,-1541
1981:Q2,6117,9004,9109,9109,-106,204582,39585,1043,1856,6011,2128,5187,35631,18895,-3064,7965,4008,7827,74407,23177,19857,24657,6716,32,5012,4669,-274,0,0,690,28605,204687,200146,42062,15562,20697,99,15648,1071,26615,10896,13606,2113,10577,5215,5362,180,795,2315,48028,100,-231,16628,4541,-286,4827,-2887
1981:Q3,5676,3848,9553,9553,-5705,191978,17987,1589,8259,8664,2392,10411,47122,18449,6090,13035,4467,5081,70769,17213,22604,20782,10170,37,6688,6333,-365,0,0,704,11388,197683,191977,20259,2609,32452,2008,34599,3818,29580,11221,16840,1519,7885,-493,8378,180,699,2230,48714,100,-222,7066,5706,-390,6096,1829
1981:Q4,5469,12792,10114,10114,2678,177048,-18987,-273,6179,2475,2495,44942,52486,2681,32778,5388,4859,6780,66970,35570,11886,14934,4580,16,6524,-4249,-452,0,0,534,18388,174370,169053,-45798,25448,65615,113,21835,43149,16889,3118,8328,5443,9737,2520,7217,-19,1196,2068,43896,100,-126,-15050,5317,8869,-3552,-7323
1982:Q1,4773,22748,10242,10242,12506,138211,31990,-4351,447,6723,1021,-16760,54858,8122,19897,14729,1952,10158,22949,16061,-4050,12986,-2048,41,5293,1894,371,0,0,557,33180,125705,124316,4484,-25007,62408,676,12427,-2333,13028,-276,10425,2879,-6783,-3896,-2887,-117,1327,1882,47352,100,-91,14963,1389,102,1287,-17975
1982:Q2,5474,8158,10278,10278,-2119,202534,23141,4112,6152,4273,69,4275,46918,16831,2281,18180,2317,7309,64554,28832,11253,17971,6498,-366,3264,1414,1151,0,0,532,43044,204653,203314,3208,9236,46753,-390,10948,-3565,33540,13135,18118,2287,7293,988,6305,370,1517,1670,53388,100,37,39208,1339,231,1108,-2685
1982:Q3,5638,-4228,10319,10319,-14546,219018,30068,130,11527,-2587,-198,20672,58152,-7826,36492,17723,4648,7115,53263,15868,12406,19330,5659,-335,6194,13775,1490,0,0,519,26347,233564,214435,12957,23622,45904,1613,25566,20586,16181,-6552,19373,3360,7,1382,-1375,49,2972,1635,58085,150,196,4912,19129,5730,13399,9866
1982:Q4,6420,19702,10482,10482,9221,209635,17922,1866,-6981,1790,14,12741,87288,-9497,51691,22091,10982,12021,45829,13627,6084,17831,8287,-77,25198,4610,1876,0,0,517,17041,200414,186484,2705,30247,64808,919,-15318,20492,26665,3621,16559,6485,6791,2673,4118,491,3672,1776,58313,150,250,-15477,13930,7299,6631,-13282
1983:Q1,7382,19704,10624,10624,9080,133642,18849,-4269,-4504,-3589,1296,-3969,56364,-1771,33258,13458,-931,12350,16516,342,-11026,30110,-2910,-362,14003,-2276,-406,0,0,511,45479,124562,129243,5245,-12437,54913,-950,-22592,-11657,12003,-5838,14818,3023,-10506,394,-10900,-8,6282,1885,60999,92,1,45973,-4681,-1398,-3283,-12322
1983:Q2,8012,2601,11003,11003,-8402,192871,-3431,2538,2626,152,-67,5338,57133,6388,16045,15307,2877,16516,74203,8292,13715,42124,10072,-221,14090,1785,-244,0,0,721,38248,201274,200332,-4745,34657,49934,-699,-16443,3728,27239,7915,17020,2304,4572,4150,422,205,8186,1963,69959,529,-151,21398,942,-359,1301,5411
1983:Q3,7594,15048,11664,11664,3385,234788,4362,-3965,-855,141,1004,12781,61867,8298,26810,21604,3359,1796,100946,13108,18786,53399,15653,-98,12513,8673,870,0,0,717,35832,231404,216811,14291,6215,53297,-643,-1303,22721,31992,6198,19388,6406,-1241,-1985,744,403,5395,1991,65056,-138,-58,18833,14593,5987,8606,-7454
1983:Q4,7905,-21798,12507,12507,-34305,214260,-19778,4981,3046,2370,1952,7236,62722,8993,22551,15323,9620,6235,94168,8775,16159,48467,20767,-243,8770,12626,880,0,0,708,34823,248565,227983,-461,11805,52577,-599,-123,15107,34747,13013,16469,5265,8148,3739,4409,-145,5166,1971,72943,2003,-22,24865,20582,8677,11905,29702
1984:Q1,7255,31114,12967,12967,18147,204417,21372,-4661,-4405,3075,1291,12947,65341,13255,20479,16027,534,15046,72616,20942,130,42123,9421,-364,-3309,-2293,827,0,0,852,41128,186270,191802,15379,-8318,56542,-940,15607,17913,21662,6506,16666,-1510,-7076,-2281,-4795,307,6924,1172,53270,-1059,-291,20709,-5532,-3651,-1881,-23859
