1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q4,1035029,1083917,97120,692,18163,-6624,-8656,17104,779,-2900,-31880,10120,79707,37724,-109585,8952,-159604,716094,896203,114656,-141740,3004,-26920,-2752,8536,39978,-40340,-28970,-316,36,62754,-48508,0,33228,-13293,39500,-188318,9356,0,318935
1999:Q1,787633,384354,63668,-9200,-17376,85713,-27088,2776,5173,-388,111824,-18400,37131,-3880,-29563,-6264,209154,286020,75750,101400,7000,-2010,133320,-7716,-28,-31665,348,45040,18492,1784,-27104,-39172,0,-38240,27642,1720,25814,-6356,0,501613
1999:Q2,709468,355438,83668,5336,19829,8718,-4380,5116,-2678,13796,16212,828,43770,-2008,64900,8072,92851,82904,-60572,67404,-29728,3080,207422,-10052,1644,884,392,-1409,22032,1064,5779,-74357,0,10352,42533,-2860,-124128,23424,0,626563
1999:Q3,420567,273891,73664,-14520,-7089,3255,58152,6948,-5018,19280,75664,-14692,2495,4020,22657,844,-78983,435332,304533,81400,-9928,-146,-107660,6576,724,-5919,424,10046,20200,184,-5203,19165,0,28768,36757,3000,54299,-1888,0,-14765
1999:Q4,337961,450377,73668,6644,-1295,52978,1820,-6064,5968,-26120,-125800,17332,-5971,-6316,-217617,33496,84863,-852624,-479331,75400,-20752,1710,-51413,20592,-6428,-21091,-19060,-70546,18108,2176,116372,-4828,0,18920,24996,3872,-468386,7064,0,1190585
2000:Q1,848860,325279,89240,-7640,5066,185912,11984,2776,658,-8960,21456,22020,47357,-1252,216334,-37816,-23554,959029,656590,87372,-7564,-1214,7623,-16544,-1352,16401,-9196,13540,-5828,-548,-66002,-66760,0,-32832,179512,-2728,196875,11544,140,-110169
2000:Q2,876244,584799,75240,5388,46852,-150088,-11184,2256,632,-6952,37020,-6164,45200,144,73082,6496,173523,1434888,1043848,100272,-23788,280,139342,-9932,1628,4286,-9152,54798,-400,1020,58716,97274,0,28216,28095,-536,-83383,4304,0,-558644
2000:Q3,694684,638515,90644,7864,-14885,14689,29760,6544,-3011,-10860,21164,-40704,45229,548,-28953,4108,-65968,1490156,1077263,84968,2304,7056,-56831,9068,1744,3743,-9072,54853,-2332,948,88756,60765,0,22876,22829,1524,114950,4744,0,-795473
2000:Q4,584835,459351,88640,2308,-31944,169899,11500,-8768,13,6972,-644,15412,63280,1460,-163531,256,-29369,1723158,1444723,87272,-60912,3798,71482,2760,-10460,17122,37796,27956,-388,2988,-48583,193454,0,-34244,-8781,4916,-10589,2428,420,-1138323
2001:Q1,1086750,397042,55160,644,23190,70916,37688,-1000,-7224,-18108,17340,77832,205246,-800,-64408,-4372,297603,1349527,1545082,111868,3284,-90,-241330,-2028,1892,30987,-2431,210422,-130420,4536,-103741,-76899,0,-1804,85610,-1464,-105679,21732,0,-262777
2001:Q2,174426,86203,55160,4080,24038,-158370,-31740,-4252,7594,-20360,26144,-92,-8226,1048,494634,5252,-306686,553043,217889,127264,8000,3656,-19494,-5692,2864,4837,-7304,3629,-18624,176,83677,-49239,0,3060,-17244,-648,221261,-5024,0,-378617
2001:Q3,-211755,-45918,55160,-21360,-20155,188960,18320,4192,-4125,-12644,89572,64780,-43707,400,-209625,2152,-277758,1463661,839111,112668,-29548,1104,197032,32416,1580,40529,-6598,4993,-13540,3268,-2253,117006,0,31288,18457,4632,98900,12616,0,-1675416
2001:Q4,292816,28668,55160,-14668,-37072,-247623,-70896,18020,-3602,-7980,-12912,11508,-21985,2036,374011,6928,213224,-295278,-465525,157264,-44672,-556,144551,-30472,17180,-43853,19808,-28653,-14856,-844,-1971,-46508,0,-10400,55833,1960,110,-3436,-240,588094
2002:Q1,266823,146378,18720,8660,26933,169675,-72960,2980,5955,11536,61648,-27672,126600,604,-114173,-524,-97538,250086,173766,35660,-22088,3474,104166,-816,3996,54648,-23628,-51278,4460,-4428,-71915,-28118,0,-864,38959,-1808,22600,13300,0,16737
2002:Q2,562576,167011,18720,7924,20458,177660,116856,-3968,-2662,-3280,62620,36328,-27345,220,147163,7284,-162414,658117,541667,36724,-43188,-670,19451,8864,2296,-43293,3040,31531,18296,-10236,79545,46112,0,21788,40307,4704,-108701,9880,0,-95541
2002:Q3,435354,-26107,18724,-24952,-26080,116736,42432,6224,1071,-18860,142348,70828,52418,1168,-32347,4508,107244,1017139,597836,36720,-21492,-3648,167442,864,-1064,8512,-5952,16052,4348,-8348,-26219,128264,0,44600,25964,6020,37472,9768,0,-581785
2002:Q4,-418,122490,18720,6640,-21647,325013,-6528,-8076,3339,35904,-172288,62124,-44087,-1320,-271619,23292,-72376,-294306,-163342,36724,-22604,-1912,235990,8008,-29380,573,5552,-6248,-15332,23940,-17635,-34002,0,22304,35190,876,-384136,10976,152,293888
2003:Q1,627244,231889,23388,-9660,16428,-180770,-13528,6172,8888,37688,201488,-40024,100536,2884,54499,-7712,195078,197208,133173,12208,-14628,-1228,-131797,-3292,5840,-66607,36768,82016,15700,2324,-54158,-28635,0,5428,86889,-220,103475,13952,0,430036
2003:Q2,801544,7467,23388,-500,9970,175991,129944,5036,-2734,16468,45984,4176,49838,-8,316734,-8804,28593,-107912,-508227,14400,-9836,-1828,192913,38916,-4436,5388,-16280,36164,-3168,24828,-16151,-5697,0,35424,114525,2456,-8596,1292,0,909456
2003:Q3,-2675,-120293,23388,260,-22111,187297,-90176,11912,-2476,-3644,-65136,-43576,255239,-1972,-97159,29496,-63724,-14419,-170590,11472,3140,-1370,217445,-47336,-2112,24519,-10616,-60241,-17480,6568,-12248,-37065,0,17964,74657,-1800,-29097,19772,0,11744
2003:Q4,-36436,75377,23388,-336,-5783,84172,-23828,-9448,5054,73564,-96428,-71204,-43760,1960,-35322,-6056,-7786,-186621,-210153,16360,15496,-1118,97080,-15072,-7976,14228,-58512,-6459,-6296,22532,9861,-90474,0,15164,42377,-852,-27398,4412,180,150184
2004:Q1,607389,164518,68768,1400,16888,-7578,2528,11392,17504,-12528,186964,70392,112971,9212,139313,5260,-179616,617742,161084,187976,11964,-456,-138265,-6220,1400,-32684,-46680,83688,-372,-1472,16571,201083,0,-20300,3087,6212,180690,10436,0,-10353
2004:Q2,578846,348633,68768,1716,5675,-71529,-50272,9292,-3027,-4844,-9708,-93620,-44932,-10452,328201,1956,102988,312097,292576,188340,-21352,-1038,396146,18756,-3048,50788,-8020,-12847,23652,34012,-49886,-266078,0,-6252,-20658,-9580,-300610,7196,0,266749
2004:Q3,265433,64106,68768,-1892,-6796,-101918,40668,12628,-2782,45712,3772,44708,-8663,5844,-11979,728,112527,908273,285967,187820,28292,-602,175831,-2056,10024,7301,5248,-26167,-11020,-27552,28009,49101,0,26680,29491,7380,142843,-8316,0,-642840
2004:Q4,848022,314453,68768,2724,-10724,476645,-1564,9792,-4083,35320,-111600,-49804,-77733,3188,21432,-12004,183213,824337,46788,193000,-37500,3470,513120,-5556,-4580,-17029,56844,23222,2548,32496,47630,10686,5412,17832,19380,3776,-93627,6260,164,23685
2005:Q1,419473,405517,142696,-7236,1192,205412,56824,1404,8417,-20396,76096,41840,-125930,-7612,-182532,1384,-177603,268772,215406,207476,-10500,-4094,-129641,-2220,1176,-10378,8204,24309,-5132,-1284,-94588,-23450,4960,85384,-1680,-1732,420,5960,176,150701
2005:Q2,384326,560172,142700,14608,-15555,-81834,-6456,-3220,7899,18972,-29692,-1236,33953,5676,145705,6652,-414017,1095269,803157,207916,18460,1388,213106,12848,-1532,26944,7368,-14467,-8388,17684,-193624,8940,116,-42364,26557,7524,-3638,7416,-144,-710942
2005:Q3,135052,220185,142696,-3216,-3668,-346781,91424,-776,-5134,63856,35156,-6180,74751,776,55989,8948,-192973,670632,586711,200888,29208,-2296,-234202,9032,900,-7085,4568,19280,-9892,-2036,87102,-8800,2012,-194484,156299,748,18114,14456,108,-535579
2005:Q4,442938,196788,142696,16040,22360,249487,-99388,1308,-1078,-29224,-143584,-45128,62666,15188,-182903,4284,233427,1414677,456576,207504,-4060,3276,320997,-5964,-192,506,18188,-66,-2120,6916,156102,27266,4348,167376,43856,11908,-9917,12324,-148,-971738
2006:Q1,737909,-12286,144608,-11296,13177,405184,60340,-2400,-1413,1380,52472,40932,-94683,-13668,268409,4960,-117806,1250671,621394,312620,-27692,-2638,261141,16116,3268,-40657,-71116,-4882,26944,158192,-37593,-34948,9372,-33596,-113814,-12900,213031,8216,212,-512762
2006:Q2,-230210,224592,144608,16744,-48579,-127644,100524,724,-3519,-10528,15960,48628,-29649,2560,113876,3616,-682123,1187361,1129522,310856,5648,700,68608,8964,9352,39439,17392,26872,26944,-20648,-158526,-78992,9620,18468,-53696,-1704,-179629,8476,-304,-1417571
2006:Q3,5938,225565,144608,4844,-26666,-218717,-57400,-11056,-4078,9428,40824,-53580,-25822,8008,168902,648,-199570,1035513,498068,310876,14812,506,-116580,4996,-9332,-826,4972,58504,26944,7216,87906,43255,4280,35120,-59030,12412,120925,-9676,164,-1029575
2006:Q4,-308011,-125515,144608,11948,68392,-378066,-28908,-4920,-1953,12160,-35592,12200,153779,17192,-161280,21656,-13712,372140,259162,314040,5436,-3036,-329901,-16696,-732,7691,-45680,66794,26940,19372,166993,-97244,10628,-32708,105685,15588,-114899,14820,-112,-680151
2007:Q1,1019528,539199,93888,-13384,-40059,167573,75120,-3652,7896,34188,74568,-23112,-29791,-9608,675903,-11808,-517392,1659979,923240,276832,16600,-1018,136832,14764,1744,-52659,31928,5372,32208,-5680,-27589,-56144,8056,35520,-53055,-16080,354360,34680,68,-640451
2007:Q2,905057,351377,93888,22816,-48267,301259,26100,-1292,-10528,13864,-21912,35996,-5320,-7952,358733,8304,-212009,583106,555352,276740,-27828,2466,-89893,13920,9144,39583,-20388,62900,32204,17548,-243573,-180634,1208,67216,-6743,-5908,79728,108,-44,321951
2007:Q3,125167,269815,93884,-3016,-18945,-82103,15968,-7596,-31290,30404,58804,5188,-36009,11964,-271666,8604,81161,1112192,554842,277124,26684,-2694,41578,33164,-380,60271,-5572,3837,32204,25292,116925,-12854,15008,-19476,15461,7296,-31598,-24784,-136,-987026
2007:Q4,272466,246479,93888,-8792,100751,-142448,-17880,-33776,11295,-48472,-25352,11300,159491,6748,-447343,-460,367037,1103924,478572,280960,-912,-964,-34870,-28452,13960,-5955,812,116883,32204,-8964,254845,288721,11968,24916,99681,-2356,-408745,-8612,232,-831459
2008:Q1,-129049,-126913,114288,-19292,-18912,218239,66864,2572,24345,14708,84048,92804,5992,4168,-134312,-17096,-440552,-299399,-655902,32412,-12140,-858,451578,63028,2764,-85121,157820,27348,376,-16216,-117216,79446,14932,-57244,983,6516,-230325,37968,452,170350
2008:Q2,-692085,104043,114288,14040,-52383,-406851,-104024,2004,-24150,-43300,39892,-9737,8834,-1080,-241719,31600,-123542,-1540797,-816233,35232,-19848,-4264,-193752,-75844,3064,52731,7348,-20463,376,-3340,-222772,-94153,13136,3964,41051,1748,-268958,20464,-284,848712
2008:Q3,-150005,-93884,114288,-14232,-23497,-74963,45208,-14988,-18901,36324,-205748,48114,-21351,9356,-540090,-20532,624890,-262031,-446612,31800,-16960,-1322,133354,43880,-2708,39912,157028,62785,376,-33368,11929,-5579,7936,-82528,38563,356,-161484,-39688,300,112026
2008:Q4,921092,950884,114284,18172,88699,-330297,170220,-7436,25462,-71896,100696,59548,109377,-1212,-400874,17188,78279,-141783,-259257,40876,-20072,1018,-373840,-18908,-7068,-31578,13988,250186,376,-62444,213092,488883,6268,-34520,51111,9500,-424449,15540,-484,1062875
2009:Q1,672641,-41670,32648,-22504,-219,-138750,-109956,512,71883,62128,-72428,193072,-24973,632,235136,-21648,508777,192253,-101849,-47280,-24048,35566,154912,4080,-4260,-42746,107136,-11074,27840,-35208,92986,-93075,58352,42152,-43035,-16368,92392,-4348,128,480388
2009:Q2,-38200,100052,32648,18852,-8382,151993,-154052,-3980,-7111,-36492,-91992,-53705,-113654,9576,118232,10288,-10474,-82173,-123169,-51484,25388,87886,64784,-1868,-3784,43957,-132804,-74270,27844,1016,-63432,-100227,20088,70284,-43262,-6528,175049,2416,-56,43972
2009:Q3,657357,163152,32648,-6276,-32564,-3694,29212,23644,-6572,23152,52296,75701,-170086,-14668,387956,-16232,119688,-583121,-416603,-52568,12264,41478,23200,-30936,-4212,-5617,-108036,14348,27844,2824,26289,-128023,7356,-90256,-30131,3736,132860,-9008,68,1240478
2009:Q4,363244,170490,32648,21660,26973,512959,-106436,-7012,-2148,-41788,-136216,32399,-98847,-1664,-85884,50996,-4887,72474,108596,-53104,-8468,32868,9777,10936,-5924,-36034,-70324,-81397,27840,39428,-47456,-64563,27844,-17380,69295,-2592,71851,61152,128,290770
2010:Q1,457699,317192,-70188,-16788,-6515,-284668,54432,-11168,-24896,69204,48548,-164373,-41756,14316,237160,-17472,354670,720,-70233,70492,508,12158,19222,-1224,3732,-97577,147232,25521,14156,10952,-79280,-215764,-8652,40560,-102061,4812,245304,-19248,108,456979
2010:Q2,229170,299404,-49044,20760,-23307,-244461,51440,15648,-5818,-78628,160088,-147864,15463,-8396,-122932,-4792,351608,668034,574969,66740,-15988,-3392,-43096,-2524,23260,50549,55216,51410,14156,6920,-4421,-30939,30776,-37444,57784,2364,-121394,-6872,-40,-438864
2010:Q3,488175,349184,-49044,-5428,-46243,108143,45028,-18212,-789,37344,-77888,29529,-100343,34220,47720,24808,110146,-96564,57822,68140,9700,-3840,-125367,-2724,-4744,7601,-47900,-63740,14152,9380,79098,-53627,-276,105396,-139369,15820,-10557,-11512,-16,584740
2010:Q4,-450721,-306268,-49044,11024,180368,-122881,-146864,-6256,-1117,2596,-10924,130980,-143119,-21784,-33849,-15084,81501,-183486,45586,72368,-2644,62734,-216464,-54804,-4304,139691,113816,-73991,14156,33688,-84061,-78966,8756,8764,-171967,-18484,10536,11940,164,-267236
2011:Q1,187233,422504,-21048,-9068,-248781,-135370,2244,-4904,9717,26896,6308,-117711,-11019,13324,138975,20540,94628,675777,27353,59408,-15296,38576,268152,54020,-560,-42828,-25720,41926,43404,33804,93728,118197,4164,-159240,-63446,3768,157724,38588,56,-488544
2011:Q2,163952,-141132,-21048,24740,84765,-123834,50760,-6412,-5959,7024,32840,-91828,-17215,824,282125,10256,78046,362518,-252744,51580,-13552,48364,5604,20900,4292,9212,64776,51364,44284,14272,32198,300909,-4088,1472,-13109,15488,-38240,19568,-32,-198566
2011:Q3,199279,122343,-21052,644,-136236,42294,117580,11992,-7231,1252,163248,39459,-2048,7828,-134431,2712,-9075,2048611,885766,53616,8584,-4018,-254327,-11936,18956,-17905,137116,227942,44268,7656,-94698,928476,9136,179176,37816,21564,-92597,-36004,24,-1849332
2011:Q4,681792,659010,-21048,38052,221940,-140926,5028,-21364,9105,-29708,-60652,4507,72227,-11844,-243633,13644,187454,-1839679,-1207474,52420,25368,87270,-255353,-2880,-19516,-4787,-87392,-13220,44252,2432,85640,-797602,1284,-21968,58566,-10652,235085,-11304,152,2521471
2012:Q1,733365,574606,51764,-14412,-149508,-37477,-37572,79912,12733,-18328,-101592,12017,22250,58508,154885,-79564,205143,90551,51079,151432,5268,-3288,98135,22764,82376,-35988,-31604,-45852,34112,-31292,-38813,-420714,11468,6268,-41201,16108,342022,-81684,-44,642814
2012:Q2,421688,486704,51760,14868,99016,63340,-20588,4056,-8929,6408,33840,-72509,-588,-16032,2053,-31376,-190335,1209512,1090599,146564,9084,4080,43906,-17288,25584,30515,40376,44448,34072,20436,-142237,139893,-2256,-56440,-35412,20276,-53769,-132968,48,-787824
2012:Q3,-44578,285892,51764,-14932,-157640,45627,54008,-436,-1738,95336,105036,22718,-85092,78896,-415453,-362748,254184,-1290879,-282348,147288,26432,-3694,-135083,34800,-14212,13221,-58824,3040,34048,10984,54868,-52608,14236,14720,-79343,30700,-535129,-513980,4,1246301
2012:Q4,-159700,45398,51764,-18732,232484,-166402,-89784,-2308,-1313,-58680,79160,16226,66874,-37904,-554889,-13600,292005,-1166094,-1087831,143528,2120,-132,-162230,-41476,-4824,9340,19912,75785,34020,-11256,56454,-2435,10376,51784,32535,21548,-306164,-7644,496,1006394
2013:Q1,201801,375457,41804,16080,-187631,62891,-4132,2332,22118,50888,-6824,-17232,23047,-20540,81429,-24792,-213094,52105,-250070,217184,26144,6162,63824,35676,6004,-21479,-35216,38213,29992,3968,35379,-144507,-22904,61288,-62882,1700,65825,-2196,0,149696
2013:Q2,-212220,-44166,41804,7028,105722,214202,-28320,480,-7983,3108,55884,-40241,13687,7384,-195935,5168,-350042,-120616,-213857,211352,1688,6712,131052,57896,5420,24543,-3280,39851,30044,-980,-111744,-23242,-53240,-756,15402,-39196,-192418,-5596,-268,-91604
2013:Q3,378284,343805,41808,-31980,-163625,-46835,-46092,-5656,-8608,17948,-41264,30604,-26506,-63516,276515,19496,82191,328146,364937,213260,11232,-2362,-91206,-14908,10580,308,-39404,-33258,30096,744,-18912,6896,-7524,-3496,-52359,-57708,-62713,73904,40,50139
2013:Q4,496358,47757,41804,13920,244142,-15742,-45764,-3304,-211,3380,-4688,-122,-4808,-13424,148091,-384,85711,114505,-74542,215244,23396,7730,-164030,5744,-3704,18677,-21796,9792,30144,-4436,38853,-52294,-26848,-4828,27470,1648,87253,1472,-440,381852
2014:Q1,5256,64407,77908,-12772,-240151,34540,-4912,7188,10897,122652,65872,-33729,56332,15468,209318,-21200,-346562,1182823,5497,252188,16424,2504,104221,23116,-4040,-19323,100716,105231,27824,6196,162307,282428,-128,-54072,-7744,27164,171474,-19160,0,-1177567
2014:Q2,541326,191935,77908,15976,141238,-24872,-9664,-19084,1784,-64484,-12460,-30626,30204,4828,-43340,21388,260595,96311,-30856,248068,4952,5694,-20299,3180,696,21940,-91564,15483,27764,3368,-157633,14715,-3716,-2716,22088,11740,28638,-5232,0,445015
2014:Q3,401555,316333,77908,-12496,-177017,102974,39524,-9540,-5064,39988,2824,32920,-13281,-7580,-32809,-15884,62756,1205114,586235,248692,-7264,-1234,39923,8652,-6588,1776,53616,42254,27716,-16596,57594,140179,696,-8624,60295,492,55881,-78580,0,-803559
2014:Q4,1689334,1253579,77908,21344,278230,141746,-8960,472,-2352,-35724,52320,18007,3174,-4808,-82517,17716,-40800,21831,-261870,252972,32584,4564,-184608,-12320,47380,18779,-57868,173001,27660,11364,-96000,38598,-1412,21544,13645,676,19755,-26648,36,1667503
2015:Q1,479137,376005,20684,-18080,-240527,-596,57300,-3068,14054,32288,86440,-31753,59633,-7308,212701,-29052,-49584,1790366,879837,292336,29456,-6394,141698,20500,-4700,-29374,12780,162015,-11576,6780,108687,-54528,17648,40184,41256,3896,163136,-23272,0,-1311229
2015:Q2,600978,850107,20680,13340,112048,-143594,-97372,8844,-2260,-3636,-119028,-43979,51050,1028,-190708,9428,135031,1325224,1521162,287584,-1396,2556,5200,-23032,29968,17801,67336,-53989,-11524,-13292,-68011,-238634,-8760,6196,-70212,-9816,-61517,-52396,0,-724246
2015:Q3,913673,1174935,20684,-9500,-154182,-173039,29292,-25928,-12387,-15815,96634,38325,-2311,30004,145019,-38372,-189684,1968774,1574683,287120,-1756,-2984,34346,-35360,-25696,13386,82640,-47091,-11484,-4148,36496,179503,-1532,-48376,-48061,6044,10688,-29640,-4,-1055101
2015:Q4,418170,230443,20684,28408,294922,-25042,-16412,77408,2189,-52196,-158486,16091,-49880,-45076,-215268,-564,310948,-834637,-866028,291532,31120,3592,-61889,-35588,73276,10175,-43560,-211060,-11428,8592,40881,39370,2340,-24020,67185,-14432,-106043,-30004,1352,1252807
2016:Q1,192105,-318869,201364,-17884,-274917,94469,77088,25200,12588,49319,142732,-21170,114875,21692,-18364,-42760,146742,1086925,29308,234284,16092,-3866,109635,47020,49812,-15629,67856,131523,31080,-10916,48487,86690,36996,31884,83698,19724,82431,10812,4,-894820
2016:Q2,1870913,889318,201364,7132,89181,42843,54716,-5880,222,-3220,98608,-38786,-40361,12320,147001,15820,400633,1606380,1079349,231408,19364,1036,73518,26384,-18384,23140,25024,87303,31028,54432,-122085,-97889,26396,31592,-14562,14908,140569,-6492,340,264533
2016:Q3,51939,704365,201368,-6220,-101643,-151967,-112400,-86416,-9317,36700,-24768,30172,14821,-17072,-343711,-441488,359514,531493,359385,229744,34556,-4432,58581,-26600,-88328,-4691,-13696,-33896,30976,45596,156508,-183442,7864,30072,-76859,6836,-5623,9088,-144,-479555
2016:Q4,1600063,1000383,201364,40084,290135,188843,-63440,-9548,1914,-24856,-204708,35299,-55975,9172,-122403,22388,291410,-496647,74550,236308,6356,8050,-85530,-4160,12948,18328,-69864,-59992,30920,41892,-73698,-404519,-26696,-83316,-76161,34188,-58552,-17180,-520,2096710
2017:Q1,-163000,-451120,104388,-44388,-249591,165939,-5640,1724,13291,105044,-6540,-52820,27359,-5116,319274,-39380,-45424,470244,-138552,418140,25484,-10098,69132,-31196,596,-32185,74796,1675,74160,65608,20694,-58607,2264,-105180,-26094,-43668,164815,-1756,216,-633245
2017:Q2,158709,-148570,104388,23896,29600,54740,14460,-8020,-3709,45868,58740,-43658,26219,5864,105996,7032,-114136,708975,134579,408160,19212,2764,-108017,42420,-10972,15809,-13420,-7679,74228,56092,-58095,-8946,8072,31268,-3220,8832,103040,14824,24,-550265
2017:Q3,687872,878062,104388,12324,-29045,-326798,11776,9372,-4494,31300,-30180,63173,-92660,18532,-67758,-7152,117031,1313128,865854,391300,19616,-658,135810,27072,-21736,8399,568,18481,74296,31864,51427,-272787,1956,9604,-20723,5720,-57542,44656,-48,-625256
2017:Q4,-1583409,-1655157,104392,21140,241911,308219,34780,-5980,-969,-54612,-44860,19085,-19814,-17256,-383783,12408,-142914,-712710,-734049,421384,39104,4658,-217658,96320,-5552,15921,-106244,-98762,74364,21760,-42773,293689,-6868,-94700,-38248,-8420,-225356,-101740,460,-870699
2018:Q1,812890,563389,93616,-8108,-226091,-56461,11852,-4608,24111,22416,280,-27526,-39157,3544,154780,10920,289933,969012,1044499,197200,-13264,-6168,40019,-276,-2604,-22516,24780,56940,-9448,33888,5885,-297646,12776,-25488,-6043,23192,-38286,-49032,604,-156122
2018:Q2,1058092,753627,93620,26452,-7669,171092,-41660,-560,-6326,13920,-50684,-38447,-61890,20024,156665,8920,21009,735663,513900,190888,34184,3286,-92844,11296,4200,18567,-3836,71601,-9396,38464,7581,-227482,-652,9528,40730,-484,105580,21056,-504,322430
2018:Q3,986709,688468,93616,-8500,43775,47171,12320,14476,-9586,22116,-23500,54048,-89242,11964,51157,26172,52255,331809,33270,188984,39560,-6384,199455,-36500,14528,14755,2188,56903,-9356,-20756,-33132,-123005,-10936,-24000,-9028,31132,30835,-6604,-100,654900
2018:Q4,589210,608568,93620,-3592,195302,49591,-47952,-14852,-8627,-69912,-43568,14137,-29643,25476,-230586,1608,49640,236186,568252,197296,6176,-854,-491277,-56108,-12588,882,31676,2332,-9300,-44432,-277642,320870,6104,-22872,77221,30856,-85093,-5288,-24,353023
2019:Q1,1928331,1516318,103984,24360,-181166,371477,-15416,1048,30981,50048,10508,-22645,56682,4548,93969,-9676,-106690,2207631,1009301,154672,29876,-4032,300871,68092,-13116,-5830,-35550,-29920,117168,-8884,124709,310622,984,30744,-11976,38140,133767,-2112,104,-279300
2019:Q2,1190359,1191451,103984,26600,-65521,8134,27624,16584,-3994,47656,94596,-35435,49129,-68976,2831,9968,-214271,2157477,1276889,149556,31332,2854,48120,6716,-3460,11033,9710,72044,117272,680320,116393,-434764,-612,50240,18740,-30864,78322,-42348,-16,-967118
2019:Q3,1048382,1093703,103988,-46884,88138,-354145,-23184,7696,-19366,49460,151656,69129,-45705,4060,61354,39920,-131439,1839465,1890432,151524,-8664,-9004,27232,-36180,14580,12526,27007,110215,117384,-473276,-189115,212691,35264,79388,-170,-100,-72371,-49808,-92,-791082
2019:Q4,1932039,1710311,103984,11536,161361,-11054,-130532,5544,-2776,-6180,-79744,1827,-18131,3156,-72154,53216,201676,2337282,1751370,149988,-9572,4380,-211752,-8644,-12264,5426,69764,-17106,117492,341824,180213,82835,-5224,-32056,-23638,11048,-15170,-42100,468,-405243
2020:Q1,366016,-918257,496640,-12688,-106783,190141,151100,24456,30909,-31580,416120,-23168,79242,-7728,-458743,-53804,590160,2310133,425562,424376,-77600,12046,283007,88836,8492,175,-58836,449565,58308,-107560,-40285,464065,44732,91344,69459,28896,160339,-15016,228,-1944117
2020:Q2,-648973,-1118835,350920,384,-152698,-358670,-29348,8040,6953,86184,-15208,-40071,39160,3292,400546,41048,129331,-1931206,-2262555,417048,46176,23684,81738,-75812,-3864,31643,-56165,-102628,58160,259228,-123484,-371327,89528,79460,16604,-35504,-15692,12684,-128,1282233
2020:Q3,171506,-371605,376320,-9804,145976,-394209,-28096,-27836,-20326,67820,-104320,64076,6513,16996,119360,-24060,354702,186567,68899,413988,49316,-2202,398767,-20648,-25364,-3976,55481,-58790,58008,-451500,-179085,-155192,52020,65756,-35059,-12516,-12828,-18464,-44,-15061
2020:Q4,566939,6860,433080,6804,118433,1894,-28072,-9316,-2088,-28168,80664,30292,-34967,10284,-59115,-5652,46005,285603,-241019,426808,-63612,4006,-169296,-16880,-5240,21254,109656,134013,57860,-135736,291383,-197522,-21908,12836,-6336,13848,64025,7400,64,281336
2021:Q1,1080031,33941,349200,-21636,-110668,222400,14892,-13908,34943,68920,-38500,-75770,64354,21420,263866,-10996,277574,365370,82514,531120,-484,-3980,351991,22300,23504,3338,-150181,65119,41660,82652,-130176,-462322,-16768,38320,-41691,32096,-110686,6920,124,714661
2021:Q2,568387,240090,549200,10564,-167178,14915,2572,752,-6264,57156,-18092,-44050,-22370,-31920,-42469,-21436,46917,484000,-174321,529280,-114772,2324,138347,39824,3668,10916,-5828,123929,41904,-75936,-76581,-23647,18436,-98536,-13568,-28072,178848,7856,-72,84387
2021:Q3,13544,-545062,509200,-1984,194079,-23137,-4000,-3384,-10955,57960,-21548,82361,-118508,-18412,-158283,43224,31994,2033238,1700484,521452,34536,2238,228058,-28472,-46932,7128,-111480,45144,42160,-3140,343628,-280727,-16360,-4380,-84760,-13388,-294031,-7740,-180,-2019694
2021:Q4,990885,156804,399200,3904,90468,-10866,14132,-4120,-6748,-48596,75704,19664,-19743,-6172,-44766,-14740,386761,943109,210384,539800,30204,3254,-210456,-36288,-16504,6474,-73024,72708,42412,239532,-177039,210077,136,-57404,-53574,-632,225365,-12748,432,47776
2022:Q1,1936556,1454056,636824,-4156,-84736,270315,42784,5236,48702,135104,-14200,-42073,66369,21820,-111178,-32116,-456195,3090681,2220615,863704,-78808,-2638,488640,31472,8824,7736,157045,94641,-121528,31184,143071,-396405,69184,-54904,-6517,-7404,-373554,16216,108,-1154124
2022:Q2,1462292,977876,583664,-724,-218479,-206256,109500,-132,2618,-42524,-8652,-16187,133404,-5740,-54867,36808,171983,3438326,2417304,850136,32360,6172,225414,56732,-8256,585,162415,98298,-121600,225760,35895,-17268,-10612,-98300,19626,-26912,-401576,-7712,-136,-1976034
