1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2022:Q3,4558629,2690333,680248,12560,257397,254037,112384,5640,-32971,19864,58288,107985,-31704,51640,48213,61324,263390,3629556,3321528,845168,-13160,-292,86452,62148,34440,-35258,163594,165062,-121656,-66520,-105842,-270217,-43368,-29204,171,-4684,-374235,15416,12,929073
2022:Q4,3085032,2515315,657040,81588,-39922,-132776,83940,1140,6995,-93560,-163776,21927,40619,-56048,20959,83128,58463,1390424,896648,861132,-16100,11306,-310331,94152,-13828,35421,-107676,-55786,-121720,7412,70559,36506,-22564,32608,4140,-24168,38393,-25972,292,1694607
2023:Q1,1272141,920135,291856,-17876,-137706,26876,-194792,-256,76243,102376,-2312,-81133,17208,11396,204396,-19728,75459,1088647,518033,225012,59260,-8730,133999,-136332,10936,-50642,68495,130742,-44700,-20104,-13222,24655,-28,-12716,53345,18452,139758,-7456,-112,183494
2023:Q2,1341393,1103472,119384,14464,-401739,-1754,61992,2096,69966,17616,60728,11286,75625,8640,36556,5888,157173,769267,735967,103456,6800,14158,2185,6388,-7324,-1520,-78433,208447,-80760,149052,51047,-361865,-3452,-1156,43499,-5716,-3514,-7908,-84,572126
2023:Q3,1680845,817248,64324,69740,208797,415406,47924,89732,12009,23388,54844,125210,42011,-8212,-325825,23460,20790,50750,257082,50856,-30056,11042,210134,53472,19024,-9397,-44142,186333,-62040,-139576,-137393,-168878,-26232,26832,44118,3428,-217162,22912,392,1630095
2023:Q4,2256875,1250069,124688,37104,-125848,402004,-44280,31288,53762,52156,125780,-23324,148153,32372,36202,32160,124588,1096669,1052926,100424,47476,-9304,-416166,-38004,5872,32791,-112642,34397,-36384,84440,-103043,73584,-2772,4808,44909,64688,298025,-28984,-372,1160205
2024:Q1,-803103,-640867,81048,31332,-96961,-41678,22684,9604,47437,3516,-61252,-62767,14383,4748,98116,-948,-211499,-807089,-937285,107052,24284,-8778,235000,3720,-30096,15180,-77946,-10540,-66588,-48200,-8934,-13395,-15448,-52664,100467,-5068,-34522,16612,60,3986
2024:Q2,-730716,-441175,130456,34860,-409207,-14291,-14284,6880,-52666,-52068,-60888,-11546,-12034,7468,13034,61788,82957,-149486,-347597,98752,19168,628,3358,14468,-7420,-5857,72146,22994,-72356,-34544,218066,-112788,1912,85496,-50074,-13940,-48545,6580,68,-581230
2024:Q3,248360,115129,203624,-31964,291773,-174464,-81080,25400,-77232,113988,47172,42857,62536,8456,-15426,41232,-323639,701738,441118,132844,41272,-5436,-5864,-69024,14268,-15404,14233,88346,-88072,76448,-360827,71823,18744,-4004,172367,49276,126411,2908,312,-453378
2024:Q4,1406555,790211,226604,25916,-110704,346073,-35760,3820,-114562,-115108,-135520,38204,19227,12416,143415,5192,307131,847842,682234,170564,-13280,-6832,-325194,-21068,-1648,18189,-5677,20653,-75820,-92252,336772,56765,10012,-15552,9708,16196,96896,-12580,-244,558712
2025:Q1,-577087,-376760,186828,22292,-1258,-60554,80148,7668,34057,4394,-52759,-96512,36237,12600,-256351,-19500,-97617,899575,189509,130096,16792,-1606,337551,90520,-2932,14085,-186758,129241,-81124,-23688,-84185,265520,44712,-5196,82671,532,-34696,18404,128,-1476663
