date,FU656006403.Q,FU654090000.Q,FU653034003.Q,FU652051003.Q,FU654022005.Q,FU653069100.Q,FU653061105.Q,FU653061703.Q,FU653062003.Q,FU653063005.Q,FU653069803.Q,FU653064100.Q,FU653093005.Q,FU653164205.Q,FU657005005.Q,FU654090500.Q,FU654091600.Q,FU654092603.Q,FU654091403.Q,FU654091303.Q,FU654091203.Q
1952:Q3,0,125,0,-6,6,-6,3,0,0,9,0,125,0,125,0,0,ND,ND,ND,ND,ND
1952:Q4,-47,108,0,7,23,7,-14,0,0,30,0,78,0,108,-47,0,ND,ND,ND,ND,ND
1953:Q1,6,137,0,3,3,3,10,0,0,-10,0,131,0,137,6,0,ND,ND,ND,ND,ND
1953:Q2,-9,83,0,-9,-22,-9,-6,0,0,-7,0,114,0,83,-9,0,ND,ND,ND,ND,ND
1953:Q3,-14,77,0,-2,4,-2,7,0,0,-1,0,75,0,77,-14,0,ND,ND,ND,ND,ND
1953:Q4,-7,86,0,19,23,19,-12,0,0,16,0,44,0,86,-7,0,ND,ND,ND,ND,ND
1954:Q1,0,100,0,-4,48,-4,19,0,0,33,0,56,0,100,0,0,ND,ND,ND,ND,ND
1954:Q2,0,53,0,-5,13,-5,-11,0,0,29,0,45,0,53,0,0,ND,ND,ND,ND,ND
1954:Q3,-8,114,0,3,40,3,6,0,0,31,0,71,0,114,-8,0,ND,ND,ND,ND,ND
1954:Q4,-94,154,0,6,23,6,11,0,0,6,0,125,0,154,-94,0,ND,ND,ND,ND,ND
1955:Q1,-25,142,0,17,6,17,-2,0,0,-9,0,119,0,142,-25,0,ND,ND,ND,ND,ND
1955:Q2,-8,121,0,-3,51,-3,27,0,0,27,0,73,0,121,-8,0,ND,ND,ND,ND,ND
1955:Q3,-26,169,0,12,67,12,54,0,0,1,0,90,0,169,-26,0,ND,ND,ND,ND,ND
1955:Q4,-149,140,0,-12,25,-12,22,0,0,15,0,127,0,140,-149,0,ND,ND,ND,ND,ND
1956:Q1,-54,314,0,43,96,43,-17,0,0,70,0,175,0,314,-54,0,ND,ND,ND,ND,ND
1956:Q2,-10,35,0,-36,-90,-36,-17,0,0,-37,0,161,0,35,-10,0,ND,ND,ND,ND,ND
1956:Q3,-23,323,0,21,199,21,44,0,0,134,0,103,0,323,-23,0,ND,ND,ND,ND,ND
1956:Q4,-175,114,0,-12,26,-12,11,0,0,27,0,100,0,114,-175,0,ND,ND,ND,ND,ND
1957:Q1,-76,231,0,13,43,13,4,0,0,26,0,175,0,231,-76,0,ND,ND,ND,ND,ND
1957:Q2,-9,224,0,5,97,5,12,0,0,80,0,122,0,224,-9,0,ND,ND,ND,ND,ND
1957:Q3,-8,193,0,-7,-25,-7,-1,0,0,-17,0,225,0,193,-8,0,ND,ND,ND,ND,ND
1957:Q4,-142,187,0,4,14,4,-14,0,0,24,0,169,0,187,-142,0,ND,ND,ND,ND,ND
1958:Q1,-69,325,0,30,118,30,37,0,0,51,0,177,0,325,-69,0,ND,ND,ND,ND,ND
1958:Q2,20,467,0,30,180,30,87,0,0,63,0,257,0,467,20,0,ND,ND,ND,ND,ND
1958:Q3,12,339,0,-11,-1,-11,-45,0,0,55,0,351,0,339,12,0,ND,ND,ND,ND,ND
1958:Q4,-152,277,0,-55,-24,-55,45,0,0,-14,0,356,0,277,-152,0,ND,ND,ND,ND,ND
1959:Q1,30,428,0,32,75,32,31,0,0,12,0,321,0,428,30,0,ND,ND,ND,ND,ND
1959:Q2,27,301,0,2,34,2,0,0,0,32,0,265,0,301,27,0,ND,ND,ND,ND,ND
1959:Q3,33,355,0,36,137,36,85,0,0,16,0,182,0,355,33,0,ND,ND,ND,ND,ND
1959:Q4,47,335,0,-35,100,-35,39,0,0,96,0,270,0,335,47,0,ND,ND,ND,ND,ND
1960:Q1,37,311,0,28,49,28,49,0,0,-28,0,234,0,311,37,0,ND,ND,ND,ND,ND
1960:Q2,12,333,0,9,71,9,10,0,0,52,0,253,0,333,12,0,ND,ND,ND,ND,ND
1960:Q3,-15,268,0,20,87,20,-7,0,0,74,0,161,0,268,-15,0,ND,ND,ND,ND,ND
1960:Q4,38,137,0,-32,37,-32,11,0,0,58,0,132,0,137,38,0,ND,ND,ND,ND,ND
1961:Q1,30,418,0,63,48,63,-80,0,0,65,0,307,0,418,30,0,ND,ND,ND,ND,ND
1961:Q2,2,288,0,-37,-55,-37,-28,0,0,10,0,380,0,288,2,0,ND,ND,ND,ND,ND
1961:Q3,-11,411,0,53,124,53,38,0,0,33,0,234,0,411,-11,0,ND,ND,ND,ND,ND
1961:Q4,11,554,0,-82,289,-82,139,0,0,232,0,347,0,554,11,0,ND,ND,ND,ND,ND
1962:Q1,18,389,0,142,-29,142,-36,0,0,-135,0,276,0,389,18,0,ND,ND,ND,ND,ND
1962:Q2,-8,446,0,-62,-62,-62,-141,0,0,141,0,570,0,446,-8,0,ND,ND,ND,ND,ND
1962:Q3,16,163,0,19,242,19,278,0,0,-55,0,-98,0,163,16,0,ND,ND,ND,ND,ND
1962:Q4,53,252,0,16,43,16,-52,0,0,79,0,193,0,252,53,0,ND,ND,ND,ND,ND
1963:Q1,22,219,0,27,3,27,-19,0,0,-5,0,189,0,219,22,0,ND,ND,ND,ND,ND
1963:Q2,11,119,0,-27,-159,-27,-129,0,0,-3,0,305,0,119,11,0,ND,ND,ND,ND,ND
1963:Q3,8,356,0,-3,232,-3,139,0,0,96,0,127,0,356,8,0,ND,ND,ND,ND,ND
1963:Q4,-16,273,0,21,104,21,0,0,0,83,0,148,0,273,-16,0,ND,ND,ND,ND,ND
1964:Q1,-51,55,0,-17,71,-17,95,0,0,-7,0,1,0,55,-51,0,ND,ND,ND,ND,ND
1964:Q2,-69,390,0,44,198,44,8,0,0,146,0,148,0,390,-69,0,ND,ND,ND,ND,ND
1964:Q3,-70,318,0,-71,83,-71,80,0,0,74,0,306,0,318,-70,0,ND,ND,ND,ND,ND
1964:Q4,-83,427,0,18,22,18,-144,0,0,148,0,387,0,427,-83,0,ND,ND,ND,ND,ND
1965:Q1,-22,568,0,106,348,106,57,0,0,185,0,114,0,568,-22,0,ND,ND,ND,ND,ND
1965:Q2,-31,299,0,18,-96,18,-186,0,0,72,0,377,0,299,-31,0,ND,ND,ND,ND,ND
1965:Q3,-45,723,0,33,373,33,274,0,0,66,0,317,0,723,-45,0,ND,ND,ND,ND,ND
1965:Q4,-47,560,0,58,39,58,-101,0,0,82,0,463,0,560,-47,0,ND,ND,ND,ND,ND
1966:Q1,49,1048,0,-3,447,-3,244,0,0,206,0,604,0,1048,49,0,ND,ND,ND,ND,ND
1966:Q2,46,644,0,90,270,90,116,0,0,64,0,284,0,644,46,0,ND,ND,ND,ND,ND
1966:Q3,24,284,0,211,372,211,278,0,0,-117,0,-299,0,284,24,0,ND,ND,ND,ND,ND
1966:Q4,21,506,0,-27,169,-27,-12,0,0,208,0,364,0,506,21,0,ND,ND,ND,ND,ND
1967:Q1,78,518,0,-34,-284,-34,-220,0,0,-30,0,836,0,518,78,0,ND,ND,ND,ND,ND
1967:Q2,41,291,0,68,-472,68,-315,0,0,-225,0,695,0,291,41,0,ND,ND,ND,ND,ND
1967:Q3,45,349,0,-26,-218,-26,-208,0,0,16,0,593,0,349,45,0,ND,ND,ND,ND,ND
1967:Q4,55,-63,0,48,164,48,227,0,0,-111,0,-275,0,-63,55,0,ND,ND,ND,ND,ND
1968:Q1,47,1064,0,553,609,553,246,0,0,-190,0,-98,0,1064,47,0,ND,ND,ND,ND,ND
1968:Q2,70,426,0,-263,-592,-263,-120,0,0,-209,0,1281,0,426,70,0,ND,ND,ND,ND,ND
1968:Q3,-31,593,0,58,328,58,358,0,0,-88,0,207,0,593,-31,0,ND,ND,ND,ND,ND
1968:Q4,12,429,0,-149,-526,-149,-262,0,0,-115,0,1104,0,429,12,0,ND,ND,ND,ND,ND
1969:Q1,25,1089,0,358,1033,358,428,0,0,247,0,-302,0,1089,25,0,ND,ND,ND,ND,ND
1969:Q2,13,813,0,109,-401,109,-612,0,0,102,0,1105,0,813,13,0,ND,ND,ND,ND,ND
1969:Q3,6,911,0,203,574,203,51,0,0,320,0,134,0,911,6,0,ND,ND,ND,ND,ND
1969:Q4,11,518,0,-106,-189,-106,-335,0,0,252,0,813,0,518,11,0,ND,ND,ND,ND,ND
1970:Q1,2,471,0,199,444,199,-199,0,0,444,0,-172,0,471,2,0,ND,ND,ND,ND,ND
1970:Q2,-51,464,0,-868,1349,-868,2087,0,0,130,0,-17,0,464,-51,0,ND,ND,ND,ND,ND
1970:Q3,-52,547,0,969,-731,969,-1741,0,0,41,0,309,0,547,-52,0,ND,ND,ND,ND,ND
1970:Q4,-52,93,0,-486,-478,-486,28,0,0,-20,0,1057,0,93,-52,0,ND,ND,ND,ND,ND
1971:Q1,-40,152,0,-182,-261,-182,42,0,0,-121,0,595,0,152,-40,0,ND,ND,ND,ND,ND
1971:Q2,-19,-2,0,-121,-157,-121,-255,0,0,219,0,276,0,-2,-19,0,ND,ND,ND,ND,ND
1971:Q3,-46,-317,0,-70,-374,-70,-180,0,0,-124,0,127,0,-317,-46,0,ND,ND,ND,ND,ND
1971:Q4,-12,284,0,275,586,275,102,0,0,209,0,-577,0,284,-12,0,ND,ND,ND,ND,ND
1972:Q1,-15,-124,0,45,311,45,-1,0,0,267,0,-480,0,-124,-15,0,ND,ND,ND,ND,ND
1972:Q2,9,-555,0,-124,-84,-124,12,0,0,28,0,-347,0,-555,9,0,ND,ND,ND,ND,ND
1972:Q3,-14,-183,0,119,421,119,142,0,0,160,0,-723,0,-183,-14,0,ND,ND,ND,ND,ND
1972:Q4,-62,-599,0,-169,-146,-169,-23,0,0,46,0,-284,0,-599,-62,0,ND,ND,ND,ND,ND
1973:Q1,-19,-372,0,474,441,474,-208,0,0,175,0,-1287,0,-372,-19,0,ND,ND,ND,ND,ND
1973:Q2,-80,-248,0,154,124,154,81,0,0,-111,0,-526,0,-248,-80,0,ND,ND,ND,ND,ND
1973:Q3,-149,-118,0,179,233,179,120,0,0,-66,0,-530,0,-118,-149,0,ND,ND,ND,ND,ND
1973:Q4,-125,-390,0,-309,-180,-309,-22,0,0,151,0,99,0,-390,-125,0,ND,ND,ND,ND,ND
1974:Q1,-123,-106,0,86,489,86,199,0,0,204,0,-681,0,-106,-123,0,ND,ND,ND,ND,ND
1974:Q2,-113,-24,0,114,-64,114,-364,0,0,186,0,-74,0,-24,-113,0,ND,ND,ND,ND,ND
1974:Q3,-83,-51,0,-178,144,-178,331,0,0,-9,0,-17,0,-51,-83,0,ND,ND,ND,ND,ND
1974:Q4,-39,232,0,-286,186,-286,283,0,0,189,0,332,0,232,-39,0,ND,ND,ND,ND,ND
1975:Q1,-74,211,0,136,55,136,-324,0,0,243,0,20,0,211,-74,0,ND,ND,ND,ND,ND
1975:Q2,-83,-130,0,-198,166,-198,164,0,0,200,0,-98,0,-130,-83,0,ND,ND,ND,ND,ND
1975:Q3,-108,-237,0,-269,411,-269,544,0,0,136,0,-379,0,-237,-108,0,ND,ND,ND,ND,ND
1975:Q4,-98,-202,0,265,-1,265,-427,0,0,161,0,-466,0,-202,-98,0,ND,ND,ND,ND,ND
1976:Q1,-103,-812,0,-618,-357,-618,369,0,0,-108,0,163,0,-812,-103,0,ND,ND,ND,ND,ND
1976:Q2,-106,-965,0,19,-48,19,-239,0,23,149,0,-936,0,-965,-106,0,ND,ND,ND,ND,ND
1976:Q3,-136,-698,0,-172,171,-172,172,0,88,83,0,-697,0,-698,-136,0,ND,ND,ND,ND,ND
1976:Q4,-127,-47,0,253,610,253,-282,0,414,225,0,-910,0,-47,-127,0,ND,ND,ND,ND,ND
1977:Q1,-128,-723,0,-33,838,-33,282,0,459,130,0,-1528,0,-723,-128,0,ND,ND,ND,ND,ND
1977:Q2,-141,838,0,377,1095,377,117,0,419,182,0,-634,0,838,-141,0,ND,ND,ND,ND,ND
1977:Q3,-150,569,0,193,1469,193,255,0,472,549,0,-1093,0,569,-150,0,ND,ND,ND,ND,ND
1977:Q4,-111,-22,0,-25,483,-25,23,0,280,205,0,-480,0,-22,-111,0,ND,ND,ND,ND,ND
1978:Q1,-70,305,0,453,800,453,70,0,432,-155,0,-948,0,305,-70,0,ND,ND,ND,ND,ND
1978:Q2,-46,-438,0,27,-65,27,-15,0,53,-130,0,-400,0,-438,-46,0,ND,ND,ND,ND,ND
1978:Q3,-49,-507,0,-386,-432,-386,-70,0,143,-119,0,311,0,-507,-49,0,ND,ND,ND,ND,ND
1978:Q4,-40,-235,0,454,-85,454,-164,0,-100,-275,0,-604,0,-235,-40,0,ND,ND,ND,ND,ND
1979:Q1,32,-184,0,-41,671,-41,138,0,330,244,0,-814,0,-184,32,0,ND,ND,ND,ND,ND
1979:Q2,-11,68,0,2,1015,2,-220,0,647,586,0,-949,0,68,-11,0,ND,ND,ND,ND,ND
1979:Q3,-135,-361,0,81,391,81,-123,0,409,24,0,-833,0,-361,-135,0,ND,ND,ND,ND,ND
1979:Q4,-259,-356,0,-117,-40,-117,157,0,-30,-50,0,-199,0,-356,-259,0,ND,ND,ND,ND,ND
1980:Q1,-178,-796,0,128,950,128,256,0,-244,810,0,-1874,0,-796,-178,394,ND,ND,ND,ND,ND
1980:Q2,-253,1094,0,-226,234,-226,689,0,167,-396,0,1085,1,1094,-253,-351,ND,ND,ND,ND,ND
1980:Q3,53,973,0,447,1835,447,-471,0,489,1370,0,-1309,0,973,53,394,ND,ND,ND,ND,ND
1980:Q4,206,731,0,149,126,149,-76,0,41,12,0,456,0,731,206,373,ND,ND,ND,ND,ND
1981:Q1,546,767,0,-542,1123,-542,812,0,412,441,0,187,-1,767,546,-1,ND,ND,ND,ND,ND
1981:Q2,863,795,0,267,1658,267,-254,0,499,1146,0,-1130,0,795,863,109,ND,ND,ND,ND,ND
1981:Q3,1024,699,0,118,1740,118,175,0,524,923,0,-1160,1,699,1024,619,ND,ND,ND,ND,ND
1981:Q4,1217,1196,0,84,173,84,153,0,154,-218,0,939,0,1196,1217,281,ND,ND,ND,ND,ND
1982:Q1,1119,1327,0,56,323,56,718,0,116,-567,0,948,0,1327,1119,137,ND,ND,ND,ND,ND
1982:Q2,1389,1517,0,257,984,257,386,0,359,-18,0,276,0,1517,1389,214,ND,ND,ND,ND,ND
1982:Q3,1129,2972,0,-421,-526,-421,327,0,179,-611,0,3919,0,2972,1129,353,ND,ND,ND,ND,ND
1982:Q4,733,3672,0,-51,153,-51,305,0,851,-952,0,3570,0,3672,733,260,ND,ND,ND,ND,ND
1983:Q1,379,6282,0,611,2738,611,-408,349,1821,365,0,2729,204,6282,379,-214,ND,ND,ND,ND,ND
1983:Q2,125,8186,0,304,3615,304,639,509,1210,953,0,4248,19,8186,125,144,ND,ND,ND,ND,ND
1983:Q3,-140,5395,0,-42,1293,-42,-704,352,1245,442,0,4143,1,5395,-140,609,ND,ND,ND,ND,ND
1983:Q4,-29,5166,0,-92,2645,-92,-281,443,1363,1212,0,2561,52,5166,-29,499,ND,ND,ND,ND,ND
1984:Q1,702,6924,0,1346,4357,1346,755,705,1079,472,0,1298,-77,6924,702,669,ND,ND,ND,ND,ND
1984:Q2,1037,4945,0,451,4616,451,741,868,1712,844,0,-122,0,4945,1037,-135,ND,ND,ND,ND,ND
1984:Q3,1411,7775,0,1067,2955,1067,665,1074,1045,-896,0,3755,-2,7775,1411,249,ND,ND,ND,ND,ND
1984:Q4,1583,5483,0,-807,2497,-807,235,1021,1442,606,0,3523,270,5483,1583,495,ND,ND,ND,ND,ND
1985:Q1,1515,12564,0,-335,12838,-335,5494,4031,2499,1149,0,168,-107,12564,1515,202,ND,ND,ND,ND,ND
1985:Q2,907,19683,0,353,13497,353,4473,2844,4460,1367,0,5979,-146,19683,907,165,ND,ND,ND,ND,ND
1985:Q3,762,20175,0,673,15989,673,6656,4082,3563,1015,0,3527,-14,20175,762,178,ND,ND,ND,ND,ND
1985:Q4,268,29512,0,-859,30218,-859,14973,9193,4386,2525,0,-1119,1272,29512,268,167,ND,ND,ND,ND,ND
1986:Q1,778,38702,0,3408,26642,3408,6398,6680,6880,3276,0,8027,625,38702,778,1304,ND,ND,ND,ND,ND
1986:Q2,687,36113,0,-145,32193,-145,9623,9945,6092,6678,0,3532,533,36113,687,-11,ND,ND,ND,ND,ND
1986:Q3,1784,32830,0,337,32036,337,9366,10970,8089,3274,0,-27,484,32830,1784,168,ND,ND,ND,ND,ND
1986:Q4,2720,37995,0,1244,26769,1244,4683,8133,7910,4799,0,8775,1207,37995,2720,198,ND,ND,ND,ND,ND
1987:Q1,2298,51141,0,3009,50540,3009,16737,12691,10981,7122,0,-3316,908,51141,2298,1102,ND,ND,ND,ND,ND
1987:Q2,2577,12165,0,-259,1798,-259,3597,890,-2041,-389,0,11777,-1151,12165,2577,89,ND,ND,ND,ND,ND
1987:Q3,2331,2068,0,2080,1846,2080,360,-1791,-537,1734,0,-3162,1304,2068,2331,-48,ND,ND,ND,ND,ND
1987:Q4,1389,-15677,0,-3117,-21422,-3117,-6091,-6905,-1771,-3538,0,8495,367,-15677,1389,-198,ND,ND,ND,ND,ND
1988:Q1,407,1329,0,5158,-260,5158,-1580,-1339,-1789,-710,0,-4073,504,1329,407,-67,ND,ND,ND,ND,ND
1988:Q2,-551,337,0,-3069,7189,-3069,2540,1900,3945,1873,0,-3896,113,337,-551,-10,ND,ND,ND,ND,ND
1988:Q3,-909,-5482,0,3042,1437,3042,-1339,-1152,1496,-610,0,-9070,-891,-5482,-909,-205,ND,ND,ND,ND,ND
1988:Q4,-739,-2099,0,-273,1434,-273,-1510,-1278,2262,2233,0,-3239,-21,-2099,-739,-10,ND,ND,ND,ND,ND
1989:Q1,-807,-981,0,-139,5979,-139,-406,-155,5506,1173,0,-7547,726,-981,-807,-141,ND,ND,ND,ND,ND
1989:Q2,-598,6771,0,1326,-4765,1326,-4569,-3425,2280,-377,0,9098,1112,6771,-598,105,ND,ND,ND,ND,ND
1989:Q3,-324,8609,0,-320,8413,-320,2376,2039,3924,394,0,-215,731,8609,-324,-134,ND,ND,ND,ND,ND
1989:Q4,-359,14903,0,-1260,47,-1260,-267,-39,1327,286,0,15468,648,14903,-359,158,ND,ND,ND,ND,ND
1990:Q1,37,11266,0,305,16838,305,4611,4443,4716,2763,0,-6406,529,11266,37,857,ND,ND,ND,ND,ND
1990:Q2,118,16324,0,23,4858,23,-172,680,2457,1870,0,10939,504,16324,118,1393,ND,ND,ND,ND,ND
1990:Q3,-585,3380,0,893,5945,893,96,895,3937,124,0,-3387,-71,3380,-585,377,ND,ND,ND,ND,ND
1990:Q4,-1100,11884,0,-306,4044,-306,952,1645,1336,417,0,7800,346,11884,-1100,842,ND,ND,ND,ND,ND
1991:Q1,205,20351,0,1011,38141,1011,7674,8450,12623,8383,0,-17346,-1455,20351,205,1031,5825,993,814,7725,4875
1991:Q2,-644,28473,0,-416,27516,-416,4645,6186,8336,8765,0,1243,130,28473,-644,1592,8346,678,2023,10592,6752
1991:Q3,-1013,36967,0,-306,24913,-306,5148,7032,7757,5282,0,12380,-20,36967,-1013,2095,10243,835,2346,15230,8306
1991:Q4,-1036,44724,0,-4133,49832,-4133,10979,12863,17481,12642,0,-2645,1670,44724,-1036,2903,18169,2057,3782,14268,6412
1992:Q1,-522,50379,0,-182,-4923,-182,-17514,-8206,9118,11861,0,18647,36837,50379,-522,3409,20409,1674,4894,16303,7123
1992:Q2,-388,50542,0,982,35410,982,3514,12892,9119,8903,0,13775,375,50542,-388,3831,17814,2645,5431,15630,9058
1992:Q3,-665,50055,0,3557,22719,3557,-4237,5469,10364,7566,0,14218,9561,50055,-665,3263,13655,1949,7477,17697,9290
1992:Q4,-1212,51112,0,-3393,37441,-3393,8090,21750,11817,-823,0,19020,-1956,51112,-1212,4094,28281,1400,6846,5345,9278
1993:Q1,-1671,67198,0,221,53882,221,9943,12003,16978,14737,0,23554,-10459,67198,-1671,5858,29240,2597,9403,12489,13463
1993:Q2,-1267,68572,0,720,52302,720,5269,5684,22722,17907,0,35605,-20055,68572,-1267,6949,24778,6783,10733,13889,12398
1993:Q3,-804,71852,0,376,17183,376,1352,437,9391,5627,0,35778,18515,71852,-804,7023,20297,12293,13218,14169,11847
1993:Q4,80,72541,0,-1650,49052,-1650,15521,18701,9922,6558,0,30921,-5782,72541,80,8859,25808,17638,13504,7317,8262
1994:Q1,-101,51425,0,4901,-8927,4901,-15719,-20760,2567,20084,0,41735,13716,51425,-101,7357,20504,18565,14022,-4578,2918
1994:Q2,-385,30122,0,386,-10380,386,-915,-1670,-13529,5348,0,32161,7955,30122,-385,6258,22840,9063,6947,-8053,-783
1994:Q3,-1629,29401,0,1785,5524,1785,-1661,-2609,10101,-2092,0,29292,-7200,29401,-1629,4951,20819,11909,4248,-7573,-201
1994:Q4,-3099,3349,0,-722,-25969,-722,1621,1579,-21049,-7398,0,13133,16907,3349,-3099,3889,17007,6790,1688,-12572,-9703
1995:Q1,-1380,23941,0,169,9221,169,742,-1335,18153,-8508,0,25929,-11378,23941,-1380,3503,21993,1006,740,-1130,1033
1995:Q2,-1148,33044,0,2631,-7111,2631,-8744,-13112,-1431,13545,0,34403,3121,33044,-1148,4850,25327,3832,1470,3472,-1469
1995:Q3,-1163,49377,0,-1785,30801,-1785,11646,11929,370,8641,0,34728,-14367,49377,-1163,6702,37061,4035,2731,4697,288
1995:Q4,-1606,62481,0,1347,32570,1347,9837,9297,8253,3836,199,8201,20164,62481,-1606,9820,44306,5118,5589,6055,723
1996:Q1,-1362,88965,0,-309,30863,-309,2068,14716,-351,14739,199,71416,-13204,88965,-1362,11016,56011,16779,7114,7910,425
1996:Q2,-1287,76147,0,1020,19468,1020,-3788,6486,2564,13186,199,74024,-18564,76147,-1287,12076,53197,14767,4168,3152,442
1996:Q3,-1760,52227,0,1764,17882,1764,-5363,6061,-752,16172,199,41243,-8861,52227,-1760,9478,34931,8476,3513,5269,-254
1996:Q4,-2012,67748,0,-959,9835,-959,-8403,1419,5319,12459,199,41616,17057,67748,-2012,10354,42878,11240,5032,7327,885
1997:Q1,-2494,71438,0,2350,18333,2350,2459,1916,-174,11782,858,52990,-3093,71438,-2494,10225,45794,13540,6122,5363,228
1997:Q2,-2584,70888,0,2719,14427,2719,1735,1114,2764,6095,858,43941,8943,70888,-2584,12113,41936,14753,5381,8570,-117
1997:Q3,-2059,92377,0,-142,36676,-142,3137,3703,5403,24575,859,57149,-2165,92377,-2059,11675,58164,10556,6264,13273,3867
1997:Q4,-775,95749,0,874,21338,874,4788,6351,2476,6849,858,39866,32813,95749,-775,12600,62085,3378,7399,18299,4331
1998:Q1,-2473,101270,0,-1372,45496,-1372,4365,11302,7233,23968,566,70401,-13821,101270,-2473,13008,58899,5562,8284,23023,5219
1998:Q2,-2372,96960,0,2796,30050,2796,-2830,34,4967,25083,909,60387,2818,96960,-2372,13930,57603,10716,4691,18014,5540
1998:Q3,-2396,43905,0,1874,348,1874,-10059,-9613,5041,13105,585,1359,39739,43905,-2396,7378,20460,-3263,1860,18303,6029
1998:Q4,-2384,59702,0,-2937,28677,-2937,-3332,-2045,8970,28021,605,37598,-4241,59702,-2384,10982,30519,-1264,4949,19209,5924
1999:Q1,-3068,61562,0,1182,24218,1182,-21,15339,5506,2212,389,45683,-9910,61562,-3068,8126,40405,-6357,525,19924,6639
1999:Q2,-2538,74466,0,1458,49730,1458,248,18299,5735,23990,1036,41223,-18981,74466,-2538,10499,60014,3860,932,8092,1401
1999:Q3,-2715,39720,0,-596,5520,-596,-6546,5331,2977,4354,826,36356,-2386,39720,-2715,6058,36129,245,-464,5838,-2240
1999:Q4,-3488,64004,0,2385,4395,2385,-5512,6572,-5370,6320,619,50126,6479,64004,-3488,13940,62737,17844,-3481,-3054,-9992
