date,FU656006403.Q,FU654090000.Q,FU653034003.Q,FU652051003.Q,FU654022005.Q,FU653069100.Q,FU653061105.Q,FU653061703.Q,FU653062003.Q,FU653063005.Q,FU653069803.Q,FU653064100.Q,FU653093005.Q,FU653164205.Q,FU657005005.Q,FU654090500.Q,FU654091600.Q,FU654092603.Q,FU654091403.Q,FU654091303.Q,FU654091203.Q
2000:Q1,-3703,108073,0,957,-8247,957,-2808,-4787,-7120,5511,1248,130682,-16567,108073,-3703,21697,99655,47266,-18226,-12987,-7197
2000:Q2,-3875,72664,0,5230,-2038,5230,1684,1484,-3787,-6649,1244,41249,26979,72664,-3875,15440,70265,11150,-5048,839,-3857
2000:Q3,-3750,60921,0,1962,8762,1962,6146,10611,1281,-11238,971,44513,4713,60921,-3750,11488,55629,7359,-4457,1678,1300
2000:Q4,-3392,53493,0,-937,-19383,-937,2506,3197,2674,-26823,861,16894,56058,53493,-3392,9427,50833,-3105,531,2634,2726
2001:Q1,-2587,43396,0,-6227,22737,-6227,-1940,23007,6042,1855,-2194,46407,-17327,43396,-2587,331,11217,-4829,2794,28828,6133
2001:Q2,-2764,76105,0,-2253,45152,-2253,997,34535,2170,9703,-2648,47230,-11376,76105,-2764,12626,51675,972,4847,16859,2195
2001:Q3,-2804,9224,0,-632,-20101,-632,-14278,-3004,7039,-9226,-1424,13929,17452,9224,-2804,-3686,-23098,-11847,2634,34633,7157
2001:Q4,-2760,62770,0,-1559,42625,-1559,7511,29658,4189,2826,-1039,25402,-2659,62770,-2760,10847,32364,-3931,6229,24136,4213
2002:Q1,-3204,102672,0,3787,57952,3787,2336,14604,5417,31808,105,46001,-5173,102672,-3204,11312,53226,3989,9209,31512,5477
2002:Q2,-2957,49379,0,-4410,7875,-4410,-1965,3406,6182,4662,127,34779,11008,49379,-2957,2559,-10,2719,6412,34345,6221
2002:Q3,-2560,-2886,0,-1610,24442,-1610,8104,32533,11940,-26525,87,-45483,19678,-2886,-2560,-12284,-61431,-8011,-2847,57773,12076
2002:Q4,-2127,33830,0,2232,26095,2232,3169,9570,959,10165,193,2759,2551,33830,-2127,4624,-772,-46,3979,29906,971
2003:Q1,-1744,47850,0,-2,45916,-2,8686,25128,4014,8090,-250,4721,-2535,47850,-1744,1467,-8582,-682,4488,48882,4031
2003:Q2,-1291,95935,0,1314,61681,1314,4806,19039,3404,33118,-243,41591,-8408,95935,-1291,13998,43540,4031,13331,31755,3378
2003:Q3,-1159,56454,0,5,9151,5,-1022,2742,-4345,11771,-235,68825,-21292,56454,-1159,14839,55174,8082,14436,-16858,-4317
2003:Q4,-1304,82513,0,3901,33720,3901,3888,-6143,-1811,33885,-382,53507,-8233,82513,-1304,19314,46979,17578,15543,4278,-1795
2004:Q1,-1872,123223,0,17111,-37669,17111,-18181,-76597,2612,37386,1485,85778,56518,123223,-1872,15321,59528,26680,21692,12814,2577
2004:Q2,-2029,27280,0,-17757,80272,-17757,32080,103314,-10102,-27263,2848,38926,-77009,27280,-2029,9573,24279,12584,13828,-13416,-9999
2004:Q3,-1793,48734,0,903,12809,903,3421,5135,179,3171,2485,32827,-290,48734,-1793,5762,12454,10504,12359,13266,177
2004:Q4,-1285,88906,0,5608,25668,5608,3360,-5602,-298,22600,2802,35349,19479,88906,-1285,14490,28894,28400,15840,16101,-297
2005:Q1,-680,82112,0,4201,13602,4201,5714,-3037,3008,3716,2248,58118,3943,82112,-680,7739,14734,34290,19513,10275,2993
2005:Q2,-760,61882,0,-1069,29861,-1069,-2115,11017,3155,18873,2705,43219,-12834,61882,-760,10616,10421,18406,15696,14215,3127
2005:Q3,-1433,64030,0,-635,47457,-635,12073,27140,6149,2730,2178,27974,-12944,64030,-1433,3971,3335,22012,11628,21021,6122
2005:Q4,-2869,78016,0,-1754,26004,-1754,7639,21638,396,-1915,3414,27528,22824,78016,-2869,5524,16741,42337,10494,8139,395
2006:Q1,-970,134480,0,8479,53112,8479,1536,-12818,8126,47789,1832,75418,-4361,134480,-970,10455,32642,62902,6701,23959,8165
2006:Q2,-884,41228,0,418,29139,418,-4588,12327,2431,18551,2456,31174,-21959,41228,-884,6621,-4861,29899,5050,8613,2426
2006:Q3,-528,48022,0,1922,33691,1922,1537,7445,5308,17479,1858,10278,273,48022,-528,5936,-8783,23423,8733,19281,5297
2006:Q4,-76,122423,0,-3089,96301,-3089,5844,42732,7838,42976,3655,41491,-15935,122423,-76,15919,15051,51174,16363,32018,7773
2007:Q1,927,141202,0,-618,54383,-618,6747,16167,11176,20911,10827,92572,-15962,141202,927,4981,18547,46388,17690,47153,11128
2007:Q2,-61,99152,0,-1993,81882,-1993,1770,49202,7914,24989,11512,44489,-36738,99152,-61,13244,-12562,38513,16514,48364,7859
2007:Q3,-83,40170,0,1711,38228,1711,-7358,-1203,2796,42282,7109,3285,-10163,40170,-83,6095,-22820,30042,10583,19707,2785
2007:Q4,1045,95574,0,1531,45819,1531,4509,41641,-1364,-498,6620,-31031,72635,95574,1045,17821,-7028,51708,17666,34878,-1349
2008:Q1,-1384,27961,0,-106,-85,-106,-336,-9178,8807,728,3179,8302,16671,27961,-1384,-4376,-38082,-2451,8267,51544,8683
2008:Q2,-2492,101202,0,5997,72556,5997,-11479,-46,13847,64237,2597,41210,-21158,101202,-2492,13042,13377,19399,13077,41633,13715
2008:Q3,-2142,-55739,0,-5382,-6364,-5382,18560,-3204,6938,-23276,6191,-52341,2157,-55739,-2142,-11039,-41748,-32424,-6115,17620,6928
2008:Q4,-625,-131348,0,-11266,-195135,-11266,-4215,-79765,-11426,-88463,436,-44862,119479,-131348,-625,-3376,-41942,-28960,-17820,-31364,-11261
2009:Q1,-3727,29420,0,-10903,91225,-10903,36566,39264,14459,11839,585,-16471,-35016,29420,-3727,-234,-16867,-14344,-5659,52037,14253
2009:Q2,-6615,169544,0,5105,126915,5105,30639,16929,20254,53988,449,65184,-28109,169544,-6615,19725,35218,15095,14645,84656,19930
2009:Q3,-5937,171541,0,7580,160651,7580,30249,29604,29633,63585,353,44810,-41853,171541,-5937,12600,1379,15817,12920,112157,29269
2009:Q4,-2527,162948,0,6333,135509,6333,10964,-8939,18113,109038,-78,12678,8506,162948,-2527,14292,-12079,31015,17099,109056,17856
2010:Q1,672,151159,0,-1189,149194,-1189,50585,20042,16858,62898,-1714,49616,-44748,151159,672,5485,5297,23296,17027,88968,16571
2010:Q2,-994,79194,0,-10846,100773,-10846,47628,68852,8836,-13697,654,13649,-25036,79194,-994,7025,-14486,7353,9403,68292,8632
2010:Q3,642,81291,0,4400,114448,4400,13662,-16681,14865,98202,1539,-10106,-28990,81291,642,3083,-31823,3234,8169,87202,14509
2010:Q4,710,84117,6903,-10455,69196,1442,17928,2507,-16390,63709,-1311,15834,3950,84117,710,9157,-4511,43624,21524,39305,-15825
2011:Q1,147,100844,14424,4465,-36372,7216,-14186,-97458,-17023,85079,12176,66924,39227,100844,147,-918,16520,20654,28893,51054,-16277
2011:Q2,-1096,76388,4506,-16539,-6072,-19692,-4522,227,272,17643,12993,22059,59441,76388,-1096,-1206,-18065,7777,17542,68875,260
2011:Q3,-4135,-27511,-11565,-29048,-157160,-10337,-18853,28060,4016,-160046,-4467,-39880,214609,-27511,-4135,-5020,-62158,-2820,5448,28182,3838
2011:Q4,-2748,50895,17450,8336,244952,1875,68638,140093,13646,20700,-1790,-42271,-175782,50895,-2748,5179,-31705,2702,13355,53484,13060
2012:Q1,614,134137,21005,14783,191424,26,66102,39838,20459,64999,719,28,-93822,134137,614,-570,-12039,8221,29764,88490,19701
2012:Q2,956,82639,-3528,1977,63532,-6200,2151,40869,15502,11210,5025,-3247,18880,82639,956,1266,-31477,20946,10267,68071,14832
2012:Q3,994,87081,13443,3145,122417,2313,72888,-40374,19123,68467,1400,-20524,-32800,87081,994,-4852,-35553,-5182,21136,88405,18277
2012:Q4,-839,82672,-13112,-8789,98312,-2479,-43775,66276,10959,67331,5069,-22584,23776,82672,-839,-2380,-31306,9821,7708,86030,10418
2013:Q1,3709,193300,27583,11026,112307,-2146,26842,1508,13411,72692,20656,45462,-23734,193300,3709,-7373,24756,48310,33385,74104,12746
2013:Q2,-7214,44622,9270,-3205,-22345,8467,-28848,16751,-16725,-1990,18669,65120,-22887,44622,-7214,-8749,445,31729,24892,3424,-15868
2013:Q3,212,29124,35526,465,-59297,11878,-37192,-55244,-26863,48124,27908,43475,-18953,29124,212,-11602,13060,29465,23053,-11020,-25434
2013:Q4,-4595,79847,12624,-2236,-184,-11515,-15070,-4352,-17678,48431,14613,42743,12287,79847,-4595,-5157,29761,59919,15534,-8738,-16628
2014:Q1,87,125121,-23365,1575,-14930,5533,102657,-151098,7186,20792,10874,68572,82395,125121,87,-15312,25947,37019,18339,36988,6828
2014:Q2,1574,91686,3665,-1224,73853,14920,8489,-15751,10779,55416,-5622,35128,-14114,91686,1574,-9557,-8303,27328,19274,43133,10255
2014:Q3,3750,33558,-4974,-3678,23196,-13395,69535,-60598,11298,16356,-12886,19186,12714,33558,3750,-14515,-23433,26237,14324,5551,10879
2014:Q4,5660,60663,14562,-5611,60579,-2687,12627,27097,13242,10300,-18252,-28600,37985,60663,5660,-7525,5120,28814,6244,7695,12789
2015:Q1,-2154,105427,-4844,-741,70487,-7362,19871,14928,12448,30602,-4416,50642,-5701,105427,-2154,-13097,9384,29051,14942,40006,12045
2015:Q2,1624,60457,-14500,-3044,97842,-4496,31641,-25761,1387,95071,-1456,57660,-76045,60457,1624,-10880,-41229,50383,8989,40972,1341
2015:Q3,917,-48194,-22636,-9912,-36297,267,55514,-51996,751,-40833,-11693,9407,22937,-48194,917,-16645,-47523,35960,-5751,-31610,729
2015:Q4,1675,-18964,-9842,3664,19872,-2647,48296,-35420,14321,-4678,-13089,-59806,40237,-18964,1675,-3888,-22298,11209,-7896,-14056,14078
2016:Q1,13579,38274,6395,2354,12848,14421,1029,7863,18071,-28536,-5782,-2701,25160,38274,13579,-17096,-17789,23443,-3376,18300,17696
2016:Q2,9896,22497,-9035,2814,83986,-6699,54056,-10131,23337,23423,1111,-17566,-38813,22497,9896,-15119,-39128,-2455,2264,39131,22686
2016:Q3,5971,9642,9852,-15384,125420,-1075,37733,6660,20576,61526,5995,-47474,-68767,9642,5971,-15133,-58944,-17540,909,65204,20013
2016:Q4,2221,-41996,20843,5544,29719,2584,363,8527,-24108,42353,13210,-43942,-67370,-41996,2221,-13092,-46380,8036,-13125,32875,-23403
2017:Q1,-2073,90963,33038,-898,91559,7740,20206,-7699,10912,60400,14971,-30797,-16910,90963,-2073,-26489,-16349,11273,975,84401,10606
2017:Q2,-3800,87606,-8454,484,103466,-2011,49832,34473,12156,9016,7450,-2094,-13246,87606,-3800,-20146,-33403,35391,1055,72731,11791
2017:Q3,-4135,55166,31602,614,143744,51061,62687,-16743,12782,33957,-482,-31162,-89150,55166,-4135,-21903,-57642,25396,-1530,76463,12409
2017:Q4,-2212,83664,-26315,-12108,87277,-5831,54633,-7052,6059,39468,-3246,-69587,107643,83664,-2212,-25240,-51059,45619,1917,81355,5858
2018:Q1,670,79706,11626,-13338,154076,-7137,20383,23790,14639,102401,5842,1971,-80471,79706,670,-30515,-44537,42803,-177,67361,14222
2018:Q2,-552,29833,-4911,14636,94554,10723,22207,19736,4074,37814,14376,-22576,-66246,29833,-552,-21992,-37413,22896,-7120,47506,3946
2018:Q3,-950,4670,42344,-9548,50750,-31454,28691,4762,8998,39753,7009,-35894,-49991,4670,-950,-25797,-51196,-1305,-11628,60034,8729
2018:Q4,-3140,-178835,-66851,8344,-144075,-32151,-1548,-42666,-7473,-60237,-26615,-64530,114892,-178835,-3140,-26867,-28849,-23958,-40264,-78515,-7276
2019:Q1,1789,91245,61847,-4097,3489,-2711,12229,-26457,31251,-10823,-7838,-29583,67427,91245,1789,-23756,-12331,1548,-3766,75244,30495
2019:Q2,-1669,26365,113027,-8221,81158,19654,1733,14678,25191,19902,-9819,-32507,-117273,26365,-1669,-26719,-49929,-12064,-5651,69399,24556
2019:Q3,-3415,6741,-83946,-7553,125275,22322,44009,18609,26394,13941,-9906,-54846,37717,6741,-3415,-27994,-75539,-7454,-8684,72593,25760
2019:Q4,5197,82928,-12037,1776,148264,2340,38126,48106,29464,30228,-7582,-102468,54975,82928,5197,-26552,-68143,11801,2761,107633,28865
2020:Q1,5702,-290653,1256,-13865,-285561,-14274,-213133,-33841,-17398,-6915,-31227,-63120,101864,-290653,5702,-44967,-96274,11478,-47154,-141674,-17111
2020:Q2,-1237,22024,9292,31376,148130,7748,-3986,9955,17373,117040,-58,-66656,-100060,22024,-1237,-16425,-64220,-45988,2956,112024,17183
2020:Q3,-3873,6331,-31643,-29713,290619,-1144,109527,40296,30686,111254,-719,-170363,-51850,6331,-3873,-29421,-135244,-54147,-7113,172663,30119
2020:Q4,-2875,31855,10567,38649,176973,4952,108929,-7794,25685,45201,1818,-181204,-14948,31855,-2875,-27291,-87020,-51884,-6937,152422,25262
2021:Q1,19916,100304,26369,19124,292496,3965,119335,-25737,30432,164501,15917,-119782,-133820,100304,19916,-33101,-56836,-40368,362,167027,30075
2021:Q2,24772,49760,-8743,15170,73186,-4206,105796,-59556,27792,3360,17071,-34764,-12160,49760,24772,-53111,-105197,10986,5089,111477,27371
2021:Q3,25575,60336,14854,-7410,152189,-722,62581,4782,29310,56238,9668,-29055,-79910,60336,25575,-35263,-75810,19975,11041,76171,28937
2021:Q4,28175,4671,-33557,3259,68444,-9449,57958,-39398,13059,46274,12868,-133078,86735,4671,28175,-32622,-94418,42777,554,42879,12878
2022:Q1,28078,-103947,33297,-7627,73537,5841,25749,28015,-25323,39255,20607,-102442,-121319,-103947,28078,-35503,-26982,-3767,-5410,-43011,-24776
2022:Q2,26107,-279196,-40468,13041,-163987,-8301,-38806,15785,-57149,-75516,-10613,-67833,-9336,-279196,26107,-26416,-46888,-38691,-17752,-120346,-55517
2022:Q3,24239,-161735,1447,1584,-10198,918,-12436,-10976,-12638,24934,-14023,-65973,-74572,-161735,24239,-21994,-61177,-17994,-15270,-54946,-12348
2022:Q4,23346,-255630,-36255,-807,-95094,1859,-7537,16666,-39873,-66209,-14757,-152098,43381,-255630,23346,-18286,-81525,-47936,-23775,-63018,-39375
2023:Q1,24688,-34126,3593,8870,25342,-1329,-7610,45685,11735,-23139,-10243,-41583,-20105,-34126,24688,-34880,-48408,-19167,-14331,36129,11650
2023:Q2,27135,-71902,-347,6750,101159,8972,177,63673,1971,26366,-7470,-77572,-94422,-71902,27135,-27191,-90284,-13122,-18720,48272,1953
2023:Q3,28291,-87794,-12056,-15343,57381,3859,21885,12391,-3699,22945,2039,-73697,-46118,-87794,28291,-31072,-87312,-8771,-21948,33909,-3672
2023:Q4,29841,-115850,7952,-4816,-45964,-12345,-11642,29264,-11099,-40142,-35,-125506,52519,-115850,29841,-28174,-89246,-1149,-15441,1048,-11062
2024:Q1,29841,17005,3286,-3114,171325,1963,32985,13938,16644,105795,2081,-122953,-33620,17005,29841,-37710,-84284,-17148,-18097,119975,16559
2024:Q2,29841,-78849,-3149,-1017,55058,-3682,21270,15335,4898,17237,4596,-103358,-30979,-78849,29841,-35925,-94521,-15952,-21481,48264,4841
2024:Q3,29841,-71266,-4490,-955,61791,2545,30007,4474,17066,7699,-3400,-141116,16904,-71266,29841,-41303,-105032,-26283,-20343,63499,16893
2024:Q4,29841,-35016,-14043,-2640,76138,-5164,50916,4288,12074,14024,3689,-146456,48296,-35016,29841,-34005,-142882,10542,-14612,99899,12039
2025:Q1,29841,-124901,-4795,-318,36694,-808,1824,905,11467,23306,4165,-192721,32074,-124901,29841,-48397,-117001,-46702,-21497,48866,11433
