date,FU766000105.Q,FU765013005.Q,FU764090005.Q,FU764010005.Q,FU763013005.Q,FU754112205.Q,FU764016005.Q,FU763025000.Q,FU403197033.Q,FU762050005.Q,FU764022005.Q,FU763069175.Q,FU763061100.Q,FU763061705.Q,FU763061805.Q,FU763061503.Q,FU763061603.Q,FU763061403.Q,FU763061795.Q,FU763062000.Q,FU763063005.Q,FU763063673.Q,FU763063653.Q,FU763063663.Q,FU763063693.Q,FU763063095.Q,FU764023005.Q,FU763068005.Q,FU763069005.Q,FU763065005.Q,FU763066000.Q,FU763092305.Q,FU763064103.Q,FU763092100.Q,FU763094905.Q,FU763064203.Q,FU763040005.Q,FU763090005.Q,FU764194005.Q,FU764190005.Q,FU764110005.Q,FU713022003.Q,FU713068715.Q,FU764112205.Q,FU764116005.Q,FU763127005.Q,FU763130005.Q,FU762150005.Q,FU764122005.Q,FU763169175.Q,FU763163005.Q,FU763169305.Q,FU763178000.Q,FU763190005.Q,FU763194705.Q,FU763193005.Q,FU763181105.Q,FU763164105.Q,FU763194603.Q,FU767005005.Q,FU763066303.Q,FU763139105.Q
1953:Q3,313,106,6417,-270,-252,0,-18,60,-24,188,4072,100,3501,207,18,0,0,0,189,168,96,0,0,0,0,96,2401,477,70,1647,207,1,22,2,8,0,0,-43,6106,6106,756,84,275,358,39,2981,1551,189,70,70,0,83,110,366,0,366,0,0,0,-104,0,ND
1953:Q4,306,104,4645,910,851,2,57,-138,77,-217,2938,46,919,1816,-7,0,0,0,1823,158,-1,0,0,0,0,-1,717,-914,46,1489,96,0,28,3,11,0,0,316,4515,4515,-673,250,-316,-439,-168,2845,2663,-196,47,47,0,151,233,-555,0,-555,0,0,0,72,0,ND
1954:Q1,294,97,-2270,-979,-966,0,-13,118,181,107,-1386,153,-2796,395,11,0,0,0,384,635,227,0,0,0,0,227,-146,-951,6,1237,-438,0,32,2,40,0,0,-239,-2521,-2521,-644,-400,119,-282,-81,-4335,2627,37,6,6,0,-322,-126,236,0,236,0,0,0,-54,0,ND
1954:Q2,313,96,5586,-153,-183,0,30,30,80,-111,2379,-16,2756,-826,-10,0,0,0,-816,583,-118,0,0,0,0,-118,2817,311,7,1906,593,0,38,3,19,0,0,484,5174,5174,208,32,-110,295,-9,1755,3218,-49,7,7,0,45,-158,148,0,148,0,0,0,-195,0,ND
1954:Q3,324,98,5276,-638,-680,2,40,170,-46,234,2880,137,3687,-1370,2,0,0,0,-1372,448,-22,0,0,0,0,-22,2521,338,16,2182,-15,0,38,3,11,0,0,103,5056,5056,428,-56,152,302,30,1665,1939,302,16,16,0,14,191,501,0,501,0,0,0,6,0,ND
1954:Q4,443,98,7599,616,545,4,67,-361,29,-210,3495,-44,1567,1730,-25,0,0,0,1755,279,-37,0,0,0,0,-37,3579,782,211,2368,218,0,32,4,23,0,0,392,7103,7103,-504,297,-164,-636,-1,5352,2367,-311,214,214,0,178,64,-257,0,-257,0,0,0,-152,0,ND
1955:Q1,468,118,-739,-538,-488,-2,-48,361,57,654,-4157,-76,-4570,118,18,0,0,0,100,474,-103,0,0,0,0,-103,3036,411,-52,2148,529,0,26,3,39,0,0,-220,-814,-814,284,-256,588,-50,2,-3539,2062,653,-54,-54,0,-165,-210,155,0,155,0,0,0,275,0,ND
1955:Q2,461,126,3867,-255,-322,2,65,-149,-4,-542,-2369,-129,-938,-888,4,0,0,0,-892,-217,-197,0,0,0,0,-197,6667,2582,-122,2907,1300,0,22,3,26,0,0,468,3577,3577,55,298,-523,253,27,1068,2529,-613,-122,-122,0,315,-205,550,0,550,0,0,0,45,0,ND
1955:Q3,469,135,4495,422,409,0,13,279,-186,348,-1912,23,-1214,-542,9,0,0,0,-551,43,-222,0,0,0,0,-222,5152,1617,13,2859,663,1,19,3,11,0,0,358,4248,4248,860,-62,574,316,32,743,1295,417,12,12,0,258,49,614,0,614,0,0,0,88,0,ND
1955:Q4,605,141,5494,629,530,0,99,-278,29,-300,-187,-68,-586,738,18,0,0,0,720,-150,-121,0,0,0,0,-121,5829,3063,-23,2105,684,0,17,4,17,0,0,-266,5185,5185,-116,797,-542,-354,-17,3849,2172,-434,-24,-24,0,142,-9,-395,0,-395,0,0,0,155,0,ND
1956:Q1,536,104,664,-470,-423,0,-47,208,73,646,-2679,36,-2758,30,48,0,0,0,-18,119,-106,0,0,0,0,-106,2734,608,14,1868,244,0,15,3,60,0,0,74,397,397,-157,-792,599,-26,62,-2413,2003,789,16,16,0,-279,-42,480,0,480,0,0,0,165,0,ND
1956:Q2,545,107,1762,-120,-139,5,14,-617,-32,-574,-2667,-51,-2082,-527,13,0,0,0,-540,44,-51,0,0,0,0,-51,5596,2044,19,2338,1195,0,11,4,27,0,0,134,1242,1242,-331,413,-474,-101,-169,-840,3049,-736,19,19,0,35,-63,109,0,109,0,0,0,-81,0,ND
1956:Q3,611,110,4912,289,213,2,74,827,-80,468,327,86,328,-226,8,0,0,0,-234,134,5,0,0,0,0,5,3058,402,97,2385,174,0,11,4,10,0,0,-2,4521,4521,1058,-146,341,632,231,680,1391,693,97,97,0,-31,243,390,0,390,0,0,0,110,0,ND
1956:Q4,768,112,5459,419,403,2,14,161,24,-540,1501,-28,1404,382,-20,0,0,0,402,-65,-192,0,0,0,0,-192,3892,1797,130,1741,224,0,13,6,17,0,0,-34,5288,5288,-421,605,-548,-415,-63,4305,2461,-747,132,132,0,86,167,-695,0,-695,0,0,0,486,0,ND
1957:Q1,634,134,1228,-690,-709,0,19,-351,-14,621,941,-18,384,260,63,0,0,0,197,176,139,0,0,0,0,139,899,-409,41,1118,149,1,14,3,49,0,0,-245,999,999,-656,-858,567,-304,-61,-2791,3447,891,41,41,0,-267,-79,413,0,413,0,0,0,271,0,ND
1957:Q2,558,134,2368,333,278,6,49,40,27,-166,-3193,-49,-3377,-190,20,0,0,0,-210,240,183,0,0,0,0,183,4737,2312,-32,1610,847,0,14,5,19,0,0,552,2045,2045,344,222,232,-1,-109,-1621,3458,-279,-32,-32,0,118,-108,165,0,165,0,0,0,100,0,ND
1957:Q3,562,138,5527,-69,-34,0,-35,90,-147,-45,3494,83,3107,-52,36,0,0,0,-88,195,161,0,0,0,0,161,2147,-292,175,1925,339,0,16,5,11,0,0,25,5081,5081,401,-44,-48,546,-53,1764,1891,36,176,176,0,40,138,635,0,635,0,0,0,-22,0,ND
1957:Q4,664,136,3588,448,440,4,4,295,104,-343,686,94,-806,744,-1,0,0,0,745,413,241,0,0,0,0,241,2457,580,88,1677,112,0,18,5,18,0,0,-100,3135,3135,-947,439,-726,-600,-60,1917,3099,-666,89,89,0,146,130,-633,0,-633,0,0,0,75,0,ND
1958:Q1,526,139,2255,-656,-608,1,-49,-445,321,614,3366,363,1267,801,39,0,0,0,762,629,306,0,0,0,0,306,-942,-2009,177,1250,-360,0,23,3,54,0,0,-83,1755,1755,-1423,-720,68,-841,70,-2840,5596,567,179,179,0,-569,61,184,0,184,0,0,0,-113,0,ND
1958:Q2,444,134,9839,280,142,5,133,127,144,-62,4355,40,3026,-490,-40,0,0,0,-450,1304,475,0,0,0,0,475,4056,1304,-141,2448,445,0,31,3,17,0,0,888,9449,9449,-147,92,10,-363,114,4169,5343,0,-142,-142,0,233,-196,189,0,189,0,0,0,-80,0,ND
1958:Q3,446,132,3109,-431,-467,3,33,123,-259,63,2818,0,2180,304,-6,0,0,0,310,547,-213,0,0,0,0,-213,1459,-1674,-57,2913,277,0,28,3,12,0,0,-707,2694,2694,1292,153,209,980,-50,-2352,2383,330,-58,-58,0,81,75,943,0,943,0,0,0,-101,0,ND
1958:Q4,659,137,8827,396,403,0,-7,109,-40,-657,1800,-195,1593,307,-9,0,0,0,316,154,-59,0,0,0,0,-59,6597,3403,-70,2941,323,1,13,3,19,0,0,586,8688,8688,-81,347,-291,36,-173,6611,3070,-897,-70,-70,0,288,35,-268,0,-268,0,0,0,383,0,ND
1959:Q1,535,141,-1089,-351,-310,-3,-38,-159,-83,833,-3136,-44,-2824,-350,46,0,0,0,-396,230,-148,0,0,0,0,-148,1721,-1029,-112,2294,568,0,4,3,69,0,0,10,-1234,-1234,320,-550,526,178,166,-5281,2037,1089,-113,-113,0,-211,-121,1046,0,1046,0,0,0,249,0,ND
1959:Q2,560,146,6225,18,-6,-3,27,170,40,-81,-2720,-166,-2450,-290,28,0,0,0,-318,146,40,0,0,0,0,40,8262,3529,-57,3397,1393,0,-17,4,23,0,0,526,5845,5845,703,100,320,291,-8,907,3283,255,-58,-58,0,450,-242,547,0,547,0,0,0,35,0,ND
1959:Q3,604,151,4097,-395,-428,-3,36,-20,-206,-343,-1517,96,-1735,93,34,0,0,0,59,92,-63,0,0,0,0,-63,6386,1862,-23,3333,1214,0,-19,3,11,0,0,197,3699,3699,53,105,-563,570,-59,2090,1156,-553,-23,-23,0,258,-43,761,0,761,0,0,0,55,0,ND
1959:Q4,615,151,4734,451,414,-4,41,-228,19,-479,-1053,-41,-817,-3,-33,0,0,0,30,-68,-124,0,0,0,0,-124,7439,3950,158,2715,616,0,-17,4,18,0,0,-1420,4374,4374,351,639,124,-546,134,3356,1991,-689,159,159,0,339,-53,-1080,0,-1080,0,0,0,104,0,ND
1960:Q1,546,173,-3021,-515,-458,-10,-47,348,-55,981,-4888,44,-5055,263,69,0,0,0,194,-25,-115,0,0,0,0,-115,1804,-838,172,1816,654,0,-21,4,95,0,0,-774,-3269,-3269,-385,-767,362,-98,118,-6532,1763,1734,174,174,0,-614,120,471,0,471,0,0,0,125,0,ND
1960:Q2,572,173,5696,-185,-188,-9,12,130,202,-12,-504,71,-317,3,10,0,0,0,-7,-243,-18,0,0,0,0,-18,6023,2402,13,2495,1113,0,3,3,18,0,0,18,5043,5043,-302,45,-548,-79,280,2436,3910,-429,13,13,0,250,177,-1012,0,-1012,0,0,0,-254,0,ND
1960:Q3,575,166,7869,548,530,-8,26,50,1,-209,4162,133,3390,173,-19,0,0,0,192,384,82,0,0,0,0,82,3098,-621,228,2890,601,1,15,3,11,0,0,189,7410,7410,1016,119,326,437,134,2067,3844,-334,231,231,0,-34,365,255,0,255,0,0,0,-50,0,ND
1960:Q4,557,160,8430,-917,-977,-9,69,-194,201,-628,4300,155,3163,512,-11,0,0,0,523,446,24,0,0,0,0,24,4861,1949,288,2431,193,0,19,4,21,0,0,763,7609,7609,-122,881,-568,-326,-109,3950,5194,-989,290,290,0,245,337,-1296,0,-1296,0,0,0,-424,0,ND
1961:Q1,569,159,299,-1102,-1089,9,-22,284,88,997,599,207,-704,182,1,0,0,0,181,894,20,0,0,0,0,20,694,-2291,163,2019,803,0,11,4,104,0,0,-1380,30,30,-1284,-1092,81,-329,56,-6149,5409,1227,164,164,0,-504,-93,1260,0,1260,0,0,0,141,0,ND
1961:Q2,535,166,7938,823,724,10,89,-727,128,-1002,1574,92,1967,-11,32,0,0,0,-43,-333,-141,0,0,0,0,-141,4474,990,32,3264,188,0,13,5,15,0,0,2635,7068,7068,262,416,-71,-241,158,1683,6432,-1025,33,33,0,392,-412,-297,0,-297,0,0,0,-501,0,ND
1961:Q3,536,173,11186,-368,-406,-3,41,967,-132,1122,6011,284,4367,-59,19,0,0,0,-78,1526,-107,0,0,0,0,-107,5002,1009,121,3517,355,0,17,4,15,0,0,-1452,10735,10735,729,129,47,545,8,3952,3586,1307,122,122,0,255,-181,965,0,965,0,0,0,-88,0,ND
1961:Q4,536,189,10978,1331,1077,43,211,-181,158,-1156,1931,322,507,550,-14,0,0,0,564,694,-142,0,0,0,0,-142,8321,4174,208,3419,520,0,24,4,20,0,0,526,10148,10148,1221,1000,33,325,-137,5529,4612,-1346,211,211,0,538,-206,-411,0,-411,0,0,0,-482,0,ND
1962:Q1,583,203,1466,-590,-601,-26,37,211,-71,1299,104,-111,-1538,389,24,0,0,0,365,1326,38,0,0,0,0,38,1499,-1242,-148,2866,23,1,31,4,13,0,0,-1035,1534,1534,-2197,-1382,55,-1028,158,-6757,8177,1421,-150,-150,0,-511,131,1420,0,1420,0,0,0,448,0,ND
1962:Q2,644,211,9503,430,420,-26,36,-715,84,-1044,997,-221,-296,311,17,0,0,0,294,1399,-196,0,0,0,0,-196,7917,1908,-124,4618,1515,0,40,4,9,0,0,1781,8920,8920,279,544,-127,-137,-1,2362,7321,-1131,-126,-126,0,616,33,-434,0,-434,0,0,0,-150,0,ND
1962:Q3,664,205,8528,-172,-101,-11,-60,1085,-209,666,656,139,-95,-266,38,0,0,0,-304,909,-31,0,0,0,0,-31,6669,1349,-49,4753,616,0,42,5,6,0,0,-220,8310,8310,1654,179,719,820,-64,102,4541,829,-49,-49,0,279,233,721,0,721,0,0,0,241,0,ND
1962:Q4,660,188,15968,665,349,92,224,249,229,-565,4632,41,2098,1074,4,0,0,0,1070,1331,88,0,0,0,0,88,10532,5130,295,4391,716,0,36,5,13,0,0,172,14996,14996,-692,1262,-725,-954,-275,8897,7908,-718,298,298,0,433,99,-1229,0,-1229,0,0,0,-500,0,ND
1963:Q1,643,201,955,-1240,-1044,-32,-164,-309,70,1239,160,115,-799,0,-3,0,0,0,3,823,21,0,0,0,0,21,2323,-2325,-49,3989,708,0,32,5,15,0,0,-1340,908,908,-1566,-1680,157,-483,440,-8007,8385,1512,-49,-49,0,-965,103,1495,0,1495,0,0,0,395,0,ND
1963:Q2,623,192,11997,613,555,-33,91,-727,42,-978,-65,-54,-1377,65,9,0,0,0,56,1465,-164,0,0,0,0,-164,10599,3169,87,5763,1580,1,29,4,10,0,0,2469,11294,11294,278,415,-98,122,-161,4062,7242,-1093,87,87,0,756,-298,260,0,260,0,0,0,-271,0,ND
1963:Q3,631,203,7977,-344,-344,13,-13,1067,-311,704,-639,-137,-1656,232,74,0,0,0,158,1131,-209,0,0,0,0,-209,8080,1226,9,5681,1164,0,27,5,22,0,0,-634,8136,8136,779,-203,369,643,-30,-799,4757,762,45,10,35,754,-20,1858,0,1858,0,0,0,587,0,ND
1963:Q4,686,233,14954,785,428,45,312,-291,137,-584,2318,94,1367,137,-18,0,0,0,155,1006,-286,0,0,0,0,-286,11598,5229,145,5012,1212,0,27,5,28,0,0,931,14379,14379,254,1165,-434,-377,-100,7053,8256,-837,344,146,198,760,-153,-1298,0,-1298,0,0,0,-122,0,ND
1964:Q1,792,219,2226,-270,-438,7,161,241,-174,1163,-354,160,-1262,-503,16,0,0,0,-519,772,479,0,0,0,0,479,1449,-3602,170,4013,868,0,25,6,29,0,0,111,1807,1807,-1258,-1103,24,-329,150,-6388,7266,1399,358,171,187,-616,200,846,0,846,0,0,0,154,0,ND
1964:Q2,835,258,12422,530,362,7,161,39,176,-961,-1434,-90,-2292,261,9,0,0,0,252,644,43,0,0,0,0,43,13911,6467,37,5364,2043,0,22,5,17,0,0,117,11418,11418,-125,136,24,-135,-150,4062,7427,-896,151,38,113,601,-68,266,0,266,0,0,0,-427,0,ND
1964:Q3,862,289,10354,192,148,-46,90,241,-164,783,2996,211,1531,43,44,0,0,0,-1,1263,-52,0,0,0,0,-52,5633,-1175,21,5452,1335,1,24,5,16,0,0,627,10176,10176,962,-66,14,955,59,1626,5829,485,166,22,144,68,40,1000,0,1000,0,0,0,395,0,ND
1964:Q4,902,307,16277,887,729,16,142,-248,210,-624,3955,172,2258,842,5,0,0,0,837,834,-151,0,0,0,0,-151,12226,6457,168,4673,928,0,30,5,21,0,0,-185,15296,15296,50,1039,63,-1111,59,6679,8813,-108,265,169,96,488,49,-940,0,-940,0,0,0,-386,0,ND
